env/completion_counter,env/current_idx,eval/mean_reward,time/total_timesteps,eval/success_rate,eval/mean_ep_length,env/n_steps,time/iterations,rollout/success_rate,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/n_updates
0,431,-0.07112944966647775,840,0.92,1.2,840,,,,,,,0.13000000417232513,0.2,0.027564745,-0.04451068141187227,0.001,0.16672156378626823,-0.777912151813507,-0.025819510221481323,0.2726157307624817,270
,,,840,,,,28,0.63,3155,0,1.86,-0.36097687,,,,,,,,,,
0,447,-0.029134189803153278,870,0.94,1.22,870,,,,,,,0.12666667029261588,0.2,0.029278954,-0.044363060441488855,0.001,0.1363604798913002,-0.8159102022647857,-0.06672078371047974,0.266146719455719,280
,,,870,,,,29,0.64,3261,0,1.84,-0.35259014000000005,,,,,,,,,,
0,463,-0.02688448288012296,900,0.96,1.08,900,,,,,,,0.15666667148470878,0.2,0.02509219,-0.03981008198112246,0.001,0.2812175899744034,-0.8042097091674805,0.0015448927879333496,-0.22814977169036865,290
,,,900,,,,30,0.64,3362,0,1.84,-0.35453887,,,,,,,,,,
0,477,-0.11330329897347838,930,0.88,1.3,930,,,,,,,0.22666667252779008,0.2,0.033904597,-0.02043054269005822,0.001,0.1975697621703148,-0.6932900726795197,0.030156156048178673,0.11338895559310913,300
,,,930,,,,31,0.61,3472,0,1.91,-0.3644541799999999,,,,,,,,,,
0,494,-0.04853429893963039,960,0.96,1.16,960,,,,,,,0.09000000283122063,0.2,0.01276896,-0.025984145180943052,0.001,0.2970189109444618,-0.7312978208065033,0.05287972465157509,-0.7583258152008057,310
,,,960,,,,32,0.65,3575,0,1.85,-0.32414725000000005,,,,,,,,,,
0,511,-0.17067687948234378,990,0.82,1.4,990,,,,,,,0.05666666962206364,0.2,0.019908866,-0.02001781240105629,0.001,0.20774634778499604,-0.7540064573287963,0.03895244002342224,-0.19239652156829834,320
,,,990,,,,33,0.66,3701,0,1.84,-0.293947,,,,,,,,,,
0,528,-0.02822053592186421,1020,0.96,1.12,1020,,,,,,,0.163333335891366,0.2,0.040136736,-0.03407945779773129,0.001,0.21775097399950027,-0.9207892477512359,0.012781046330928802,-0.1567211151123047,330
,,,1020,,,,34,0.65,3803,0,1.84,-0.28974806999999997,,,,,,,,,,
0,546,-0.13112227036152035,1050,0.84,1.38,1050,,,,,,,0.1500000037252903,0.2,0.024609568,-0.03617727907995385,0.001,0.13859349936246873,-0.8473681151866913,-0.014896892011165619,0.34568357467651367,340
,,,1050,,,,35,0.67,3922,0,1.81,-0.28952819999999996,,,,,,,,,,
0,566,-0.08846473023761064,1080,0.92,1.18,1080,,,,,,,0.27333333939313886,0.2,0.05455516,-0.0363967717811466,0.001,0.20766314417123793,-1.0122450172901154,0.006671331822872162,-0.005507230758666992,350
,,,1080,,,,36,0.72,4032,0,1.73,-0.24323652999999998,,,,,,,,,,
0,584,-0.09176568537950516,1110,0.9,1.22,1110,,,,,,,0.4200000002980232,0.2,0.057692528,-0.05126991301774986,0.001,0.12747646756470205,-0.764536565542221,-0.04759646952152252,-0.7110581398010254,360
,,,1110,,,,37,0.74,4137,0,1.68,-0.21724662999999997,,,,,,,,,,
0,601,-0.06865462071727961,1140,0.92,1.2,1140,,,,,,,0.08333333544433116,0.2,0.01447134,-0.028584789428859912,0.001,0.12497490346431732,-0.7478530168533325,-0.03360803797841072,0.13146555423736572,370
,,,1140,,,,38,0.71,4248,0,1.72,-0.24036568,,,,,,,,,,
0,619,-0.051593804853037,1170,0.94,1.24,1170,,,,,,,0.09333333745598793,0.2,0.016825901,-0.02622003050676245,0.001,0.11954057402908802,-0.6802479147911071,-0.025286348536610603,0.3259694576263428,380
,,,1170,,,,39,0.74,4354,0,1.68,-0.21106726999999995,,,,,,,,,,
0,640,-0.006822309400886298,1200,1.0,1.04,1200,,,,,,,0.08000000193715096,0.2,0.0150329685,-0.026098927742180766,0.001,0.17762978076934816,-0.7625839173793793,-0.00815831869840622,-0.22391581535339355,390
,,,1200,,,,40,0.82,4454,0,1.56,-0.14456252,,,,,,,,,,
0,658,-0.06851484339218587,1230,0.94,1.2,1230,,,,,,,0.08333333544433116,0.2,0.03475946,-0.021222689772257296,0.001,0.11129675954580306,-0.6355226278305054,-0.001933373510837555,-0.39436864852905273,400
,,,1230,,,,41,0.77,4567,0,1.63,-0.19572614,,,,,,,,,,
0,677,-0.11237716890871524,1260,0.86,1.36,1260,,,,,,,0.036666668578982355,0.2,0.00893143,-0.00953294535012299,0.001,0.1740698829293251,-0.4964908570051193,0.04235443100333214,0.1446218490600586,410
,,,1260,,,,42,0.79,4689,0,1.57,-0.20572116000000004,,,,,,,,,,
0,697,-0.0713562399474904,1290,0.9,1.28,1290,,,,,,,0.0,0.2,0.00060370564,-0.0013975922103660388,0.001,0.15758444964885712,-0.5577540576457978,0.04630798473954201,0.28382766246795654,420
,,,1290,,,,43,0.79,4797,0,1.56,-0.19348564000000007,,,,,,,,,,
0,714,-0.04841126550454646,1320,0.92,1.22,1320,,,,,,,0.05000000186264515,0.2,0.011952346,-0.012656355386910257,0.001,0.11045940890908242,-0.6007825613021851,0.015395553782582283,0.4494360685348511,430
,,,1320,,,,44,0.77,4910,0,1.59,-0.21722773999999997,,,,,,,,,,
0,730,-0.11210875867400319,1350,0.86,1.3,1350,,,,,,,0.10000000521540642,0.2,0.026653405,-0.009924317930514626,0.001,0.066728151217103,-0.7763843476772309,0.0008089020848274231,0.5847151279449463,440
,,,1350,,,,45,0.75,5023,0,1.62,-0.23880148,,,,,,,,,,
0,745,-0.10933098734822125,1380,0.9,1.24,1380,,,,,,,0.11333333775401115,0.2,0.03687249,-0.024655421419689814,0.001,0.18315864354372025,-0.9165651559829712,0.0012710243463516235,-0.27116096019744873,450
,,,1380,,,,46,0.71,5132,0,1.7,-0.27449517,,,,,,,,,,
0,760,-0.1352399675361812,1410,0.84,1.34,1410,,,,,,,0.16333333998918534,0.2,0.048485447,-0.03624371148335435,0.001,0.20138227492570876,-1.088454258441925,0.00289752334356308,-0.0013796091079711914,460
,,,1410,,,,47,0.68,5248,0,1.77,-0.29220719,,,,,,,,,,
0,777,-0.06920640273950994,1440,0.94,1.14,1440,,,,,,,0.15333333872258664,0.2,0.029146941,-0.029010986204569454,0.001,0.1983496442437172,-1.0596614956855774,-0.010576065629720688,-0.30417728424072266,470
,,,1440,,,,48,0.68,5354,0,1.8,-0.27419831,,,,,,,,,,
0,794,-0.04820311958901584,1470,0.96,1.14,1470,,,,,,,0.08000000230967999,0.2,0.0121028125,-0.04621485350032639,0.001,0.2069244310259819,-0.9615333616733551,-0.020504482090473175,-0.19373929500579834,480
,,,1470,,,,49,0.65,5471,0,1.88,-0.28982888,,,,,,,,,,
0,812,-0.08895025622565299,1500,0.92,1.2,1500,,,,,,,0.14000000432133675,0.2,0.018557552,-0.04863814761862173,0.001,0.13306121081113814,-1.0157417953014374,-0.06674905121326447,0.16514825820922852,490
,,,1500,,,,50,0.68,5572,0,1.82,-0.2736039,,,,,,,,,,
0,827,-0.09052551115863025,1530,0.88,1.34,1530,,,,,,,0.2133333396166563,0.2,0.06593302,-0.07023226298391805,0.001,0.15564493611454963,-0.9414183139801026,-0.08709405362606049,0.015177607536315918,500
,,,1530,,,,51,0.66,5690,0,1.88,-0.30639198,,,,,,,,,,
0,844,-0.049371756762266156,1560,0.96,1.16,1560,,,,,,,0.28666667081415653,0.2,0.029707713,-0.03805623406544321,0.001,0.22470680624246597,-0.905713802576065,0.0023000016808509827,-0.3320796489715576,510
,,,1560,,,,52,0.69,5801,0,1.82,-0.27055645,,,,,,,,,,
0,859,-0.09013367386069149,1590,0.9,1.24,1590,,,,,,,0.060000001639127734,0.2,0.010799706,-0.038447075349589174,0.001,0.07163541261106729,-0.8082283854484558,-0.059745047241449356,0.47348523139953613,520
,,,1590,,,,53,0.69,5915,0,1.82,-0.28395571000000003,,,,,,,,,,
0,876,-0.1518775326712057,1620,0.84,1.38,1620,,,,,,,0.13666666857898235,0.2,0.018193621,-0.025027419817633855,0.001,0.2063865013420582,-0.8075509369373322,0.005923330783843994,0.3084796071052551,530
,,,1620,,,,54,0.67,6038,0,1.83,-0.31582497,,,,,,,,,,
0,893,-0.1297478445339948,1650,0.88,1.24,1650,,,,,,,0.24666666984558105,0.2,0.033909004,-0.029026444436361386,0.001,0.2684590041637421,-0.6771967649459839,0.0391802079975605,-0.35857832431793213,540
,,,1650,,,,55,0.67,6145,0,1.8,-0.3119153,,,,,,,,,,
0,910,-0.02955643287859857,1680,0.92,1.18,1680,,,,,,,0.1533333383500576,0.2,0.031316124,-0.039574182673047,0.001,0.19994166493415833,-0.7025830328464509,0.003806278109550476,0.03867781162261963,550
,,,1680,,,,56,0.66,6268,0,1.84,-0.318526,,,,,,,,,,
0,928,-0.13573543179780245,1710,0.84,1.36,1710,,,,,,,0.040000001713633535,0.2,0.013823046,-0.022235158440307677,0.001,0.21339089125394822,-0.7334050357341766,0.0352504700422287,0.06160616874694824,560
,,,1710,,,,57,0.68,6399,0,1.77,-0.28711634999999996,,,,,,,,,,
0,946,-0.030191609850153327,1740,0.92,1.24,1740,,,,,,,0.2133333407342434,0.2,0.06486709,-0.049542517326772284,0.001,0.16230084523558616,-0.7640009582042694,-0.025071032345294952,0.12231677770614624,570
,,,1740,,,,58,0.67,6523,0,1.77,-0.3081786000000001,,,,,,,,,,
0,965,-0.09247965920716524,1770,0.9,1.26,1770,,,,,,,0.21000000834465027,0.2,0.078275844,-0.03852199001237757,0.001,0.14655784592032434,-0.5007054477930069,-0.004198145121335983,0.2655791640281677,580
,,,1770,,,,59,0.7,6637,0,1.7,-0.26721920000000005,,,,,,,,,,
0,988,-0.04881623668596149,1800,0.94,1.16,1800,,,,,,,0.18666667118668556,0.2,0.05855364,-0.029033733997493982,0.001,0.127672528475523,-0.7000531196594239,-0.001413632184267044,0.3884211778640747,590
,,,1800,,,,60,0.77,6747,0,1.6,-0.20894075,,,,,,,,,,
0,1008,-0.04903747500386089,1830,0.94,1.18,1830,,,,,,,0.16000000312924384,0.2,0.02043073,-0.049973245368649534,0.001,0.1434437207877636,-0.8691775500774384,-0.045684196054935455,-0.8954328298568726,600
,,,1830,,,,61,0.8,6868,0,1.54,-0.18214582,,,,,,,,,,
0,1022,-0.06840659516863525,1860,0.94,1.16,1860,,,,,,,0.13000000193715094,0.2,0.025840195,-0.032595175554355024,0.001,0.16469522565603256,-0.48770152032375336,0.01847425475716591,-0.1718134880065918,610
,,,1860,,,,62,0.77,6974,0,1.59,-0.21371252999999998,,,,,,,,,,
0,1042,-0.13239730215631426,1890,0.88,1.36,1890,,,,,,,0.11666666977107525,0.2,0.025487382,-0.031793702505529,0.001,0.30102376341819764,-0.6748056232929229,0.024758070707321167,0.17631208896636963,620
,,,1890,,,,63,0.78,7089,0,1.57,-0.17514675999999998,,,,,,,,,,
0,1057,-0.06826024463400245,1920,0.94,1.14,1920,,,,,,,0.023333334550261497,0.2,0.0061391117,-0.005545664061210154,0.001,0.33766630440950396,-0.44715131223201754,0.0815429612994194,-0.012911677360534668,630
,,,1920,,,,64,0.76,7194,0,1.63,-0.19349315999999997,,,,,,,,,,
0,1073,-0.19515037251170725,1950,0.8,1.46,1950,,,,,,,0.24000000581145287,0.2,0.093808636,-0.043765362190703525,0.001,0.15460337400436402,-0.7631104290485382,-0.01254771277308464,0.30315864086151123,640
,,,1950,,,,65,0.73,7312,0,1.69,-0.20643440000000005,,,,,,,,,,
