rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,rollout/success_rate,env/n_steps,time/total_timesteps,time/fps,env/current_idx,time/time_elapsed,env/completion_counter,train/n_updates,train/explained_variance,train/loss,train/approx_kl,train/value_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/clip_range,train/policy_gradient_loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
-0.019237679999999997,246,1.17,0.97,7380,7380,0,5274,8761,0,2450,0.015467643737792969,0.01917906478047371,0.016103523,0.1056271918118,0.1000000037252903,-0.6606348156929016,0.001,0.2,-0.029514739954223223,,,
-0.050418399999999995,247,1.25,0.94,7410,7410,0,5294,8795,0,2460,-0.13637256622314453,-0.03483863174915314,0.023898542,0.02481331378221512,0.15666667148470878,-0.5870523810386657,0.001,0.2,-0.022149010010372193,,,
-0.061060039999999996,248,1.28,0.94,7440,7440,0,5316,8828,0,2470,0.06582707166671753,0.04558855667710304,0.036728587,0.28463163822889326,0.28666667118668554,-0.7836108446121216,0.001,0.2,-0.026896485686302186,,,
-0.05046900000000001,249,1.24,0.95,7470,7470,0,5345,8865,0,2480,0.03225564956665039,-0.011874742805957794,0.018651644,0.1195490039885044,0.16000000350177288,-0.7350428760051727,0.001,0.2,-0.03946936663240166,,,
-0.06202379,250,1.32,0.93,7500,7500,0,5364,8899,0,2490,-22.73806381225586,-0.06626704335212708,0.015161884,0.008649389163474552,0.20666667371988295,-0.5758191078901291,0.001,0.2,-0.04309616044163818,,,
-0.06234402,251,1.31,0.93,7530,7530,0,5386,8933,0,2500,-0.14950108528137207,0.02052140235900879,0.0063171885,0.12729354724287986,0.05333333536982536,-0.6509777903556824,0.001,0.2,-0.01736548130400477,,,
-0.05043408000000001,252,1.23,0.94,7560,7560,0,5413,8967,0,2510,0.1849338412284851,-0.017477944493293762,0.05832158,0.09967475309967995,0.2033333394676447,-0.42352078258991244,0.001,0.2,-0.04474066779017445,,,
-0.08164658999999999,253,1.32,0.91,7590,7590,0,5433,9007,0,2520,-0.05917215347290039,0.010200276970863342,0.014367994,0.10744964182376862,0.040000001713633535,-0.5065207153558731,0.001,0.2,-0.015452197409079637,,,
-0.08225605999999999,254,1.35,0.91,7620,7620,0,5453,9039,0,2530,0.0694703459739685,0.029475137591362,0.011555584,0.2119284525513649,0.18666667342185975,-0.7166018128395081,0.001,0.2,-0.03790600989324355,,,
-0.07331014000000001,255,1.34,0.93,7650,7650,0,5471,9072,0,2540,0.21905767917633057,-0.01774730533361435,0.0061008832,0.14396105483174323,0.06000000201165676,-0.6407332003116608,0.001,0.2,-0.02624197282828398,,,
-0.08524477,256,1.44,0.91,7680,7680,0,5492,9112,0,2550,0.5521218776702881,-0.03368515893816948,0.033838365,0.03801609389483929,0.16333333775401115,-0.5803334236145019,0.001,0.2,-0.022888982255632673,,,
-0.09699592000000001,257,1.49,0.9,7710,7710,0,5514,9146,0,2560,-0.02360248565673828,0.004345975816249847,0.0034693757,0.10062391012907028,0.17333333790302277,-0.5789311230182648,0.001,0.2,-0.027626220720509666,,,
-0.06582966000000001,258,1.4,0.93,7740,7740,0,5538,9185,0,2570,-0.02355194091796875,0.03589921444654465,0.0046596844,0.1702274948358536,0.04333333522081375,-0.504508113861084,0.001,0.2,-0.01288896908673145,,,
-0.05279688000000001,259,1.31,0.95,7770,7770,0,5565,9218,0,2580,0.36609816551208496,-0.010488815605640411,0.0057922425,0.08093180954456329,0.013333334028720856,-0.568157958984375,0.001,0.2,-0.01829308167604422,,,
-0.06182334000000001,260,1.27,0.95,7800,7800,0,5585,9252,0,2590,-31.323505401611328,-0.01496888604015112,0.0008430759,0.0026045790524221956,0.03333333507180214,-0.44642499685287473,0.001,0.2,-0.011660332518149552,,,
-0.052425339999999994,261,1.29,0.95,7830,7830,0,5609,9286,0,2600,0.20315438508987427,0.014494560658931732,0.084717005,0.132184386998415,0.12333333604037762,-0.5277689069509506,0.001,0.2,-0.023845140971243416,,,
-0.06122833,262,1.29,0.94,7860,7860,0,5631,9319,0,2610,-0.04269862174987793,-0.019659612327814102,0.041400936,0.04245529975742102,0.13000000342726709,-0.4552564412355423,0.001,0.2,-0.014752230774611252,,,
-0.06081044,263,1.29,0.94,7890,7890,0,5658,9353,0,2620,0.23248177766799927,0.029531478881835938,0.0066931783,0.13524278476834298,0.023333334550261497,-0.3189990699291229,0.001,0.2,-0.009179578282249422,,,
-0.05024376000000001,264,1.3,0.93,7920,7920,0,5679,9387,0,2630,0.2723323702812195,-0.017166677862405777,0.008132831,0.0659644715487957,0.020000001043081285,-0.26951035112142563,0.001,0.2,-0.014910367207291131,,,
-0.06014319999999999,265,1.32,0.93,7950,7950,0,5699,9422,0,2640,-29.843629837036133,-0.018463848158717155,0.060547393,0.011725666187703609,0.05000000260770321,-0.19666756689548492,0.001,0.2,-0.016448111838350776,,,
-0.07049087999999999,266,1.35,0.92,7980,7980,0,5721,9456,0,2650,0.0019501447677612305,0.045042987912893295,0.00938006,0.17166784554719924,0.023333333432674408,-0.35853530168533326,0.001,0.2,-0.013617145376047102,,,
-0.07137140000000002,267,1.36,0.92,8010,8010,0,5743,9491,0,2660,0.08273839950561523,0.03684987872838974,0.04389131,0.1462610386312008,0.1700000062584877,-0.503101310133934,0.001,0.2,-0.013815769571810943,,,
-0.08483004999999999,268,1.4,0.91,8040,8040,0,5765,9523,0,2670,0.5048607587814331,-0.03650592640042305,0.019065103,0.07197009101510048,0.2466666702181101,-0.6486940026283264,0.001,0.2,-0.0365355735085906,,,
-0.08466871,269,1.37,0.92,8070,8070,0,5786,9556,0,2680,0.0540163516998291,-0.005638211965560913,0.02224441,0.1113242782652378,0.11333333775401115,-0.6657752931118012,0.001,0.2,-0.02293482853410147,,,
-0.07452748000000001,270,1.35,0.93,8100,8100,0,5809,9590,0,2690,-0.23657572269439697,-0.01049116626381874,0.02017015,0.1124221421778202,0.0766666691750288,-0.4642088145017624,0.001,0.2,-0.0315288072948654,,,
-0.0433749,271,1.3,0.96,8130,8130,0,5834,9626,0,2700,0.3263458013534546,-0.03753289580345154,0.015843773,0.06281896904110909,0.13666667081415654,-0.46525791883468626,0.001,0.2,-0.028186065498739764,,,
-0.053563669999999994,272,1.33,0.94,8160,8160,0,5855,9665,0,2710,-45.67180633544922,-0.02724762074649334,0.02613154,0.004944568499922752,0.08000000193715096,-0.34800854325294495,0.001,0.2,-0.01692736750429802,,,
-0.06291454,273,1.27,0.94,8190,8190,0,5879,9699,0,2720,0.0949176549911499,0.05107838660478592,0.009255954,0.18337223976850509,0.06666666977107524,-0.5065710604190826,0.001,0.2,-0.013200659717743512,,,
-0.07371198999999999,274,1.32,0.93,8220,8220,0,5901,9734,0,2730,0.3251551389694214,0.022736653685569763,0.012002186,0.14208765402436258,0.06333333626389503,-0.45206266939640044,0.001,0.2,-0.019380652136169373,,,
-0.08278508999999999,275,1.28,0.92,8250,8250,0,5928,9778,0,2740,0.09874480962753296,-0.009188927710056305,0.019984476,0.13641315847635269,0.1766666729003191,-0.5432046771049499,0.001,0.2,-0.03388552813169845,,,
-0.07987028,276,1.26,0.93,8280,8280,0,5952,9811,0,2750,-0.029587388038635254,-0.029602328315377235,0.0203812,0.07673327699303627,0.08000000342726707,-0.49333988428115844,0.001,0.2,-0.032411199479053465,,,
-0.048866309999999996,277,1.21,0.96,8310,8310,0,5978,9850,0,2760,0.10461580753326416,-0.003016727976500988,0.033717696,0.06522174198180437,0.17666667141020298,-0.3417364597320557,0.001,0.2,-0.013362801618253428,,,
-0.03852356,278,1.19,0.97,8340,8340,0,6001,9887,0,2770,-150.21160888671875,-0.0317109189927578,0.04727988,0.024990564165636896,0.0666666679084301,-0.23254500478506088,0.001,0.2,-0.022653367243086465,,,
-0.05995135,279,1.29,0.94,8370,8370,0,6020,9919,0,2780,0.07689440250396729,0.042616888880729675,4.5595567e-05,0.09468471631407738,0.010000000521540642,-0.12890272438526154,0.001,0.2,0.0032474494302491053,,,
-0.050042989999999996,280,1.26,0.94,8400,8400,0,6046,9952,0,2790,0.1853758692741394,0.021604713052511215,0.0002022485,0.09665456227958202,0.0,-0.1911466121673584,0.001,0.2,-0.0012295657284994376,,,
-0.07191656000000002,281,1.3,0.92,8430,8430,0,6068,9988,0,2800,0.04711419343948364,0.008487435057759285,0.0003860136,0.04986106790602207,0.0,-0.25333149880170824,0.001,0.2,-0.0032289310855170505,,,
-0.08324672999999999,282,1.34,0.91,8460,8460,0,6088,10020,0,2810,0.04114347696304321,0.03386622294783592,0.009662581,0.14429391473531722,0.03333333507180214,-0.23288457989692687,0.001,0.2,-0.005213221257630174,,,
-0.09438367000000002,283,1.3,0.91,8490,8490,0,6115,10053,0,2820,0.23566001653671265,0.03665517270565033,0.0234415,0.13111392334103583,0.046666669100522994,-0.12749626860022545,0.001,0.2,-0.010680614694332036,,,
-0.07307168000000001,284,1.23,0.94,8520,8520,0,6143,10086,0,2830,-0.16705143451690674,0.028172144666314125,7.712841e-06,0.10579843372106552,0.0,-0.07749050036072731,0.001,0.2,-5.6630373225430296e-05,,,
-0.061617069999999996,285,1.21,0.95,8550,8550,0,6166,10123,0,2840,-158.41957092285156,0.00013443612260743976,4.2478246e-06,0.013010610814671964,0.0,-0.0767129898071289,0.001,0.2,-0.00033949474830770044,,,
-0.07130366,286,1.25,0.94,8580,8580,0,6186,10159,0,2850,0.059110164642333984,0.04488044232130051,1.9947688e-06,0.09420458674430847,0.0,-0.07407530695199967,0.001,0.2,-6.065249355131641e-05,,,
-0.0699775,287,1.25,0.94,8610,8610,0,6211,10194,0,2860,0.04611426591873169,0.08593612909317017,0.0028220157,0.2050898939371109,0.013333334028720856,-0.06177813969552517,0.001,0.2,-0.00487182524016454,,,
-0.08098451000000001,288,1.28,0.93,8640,8640,0,6234,10229,0,2870,0.047619760036468506,0.05003456771373749,1.3113022e-06,0.1270070694386959,0.0,-0.05418475233018398,0.001,0.2,-0.00014271661784732715,,,
-0.07041525000000001,289,1.25,0.94,8670,8670,0,6263,10264,0,2880,0.1683734655380249,0.04206852987408638,0.0031930406,0.13318346962332725,0.01666666753590107,-0.04240419380366802,0.001,0.2,-0.006727390329664118,,,
-0.049816349999999995,290,1.21,0.96,8700,8700,0,6284,10297,0,2890,-323.9178466796875,0.01928282342851162,3.9339065e-07,0.07565853539854288,0.0,-0.028940699063241482,0.001,0.2,3.392765941185871e-05,,,
-0.05073594000000001,291,1.26,0.96,8730,8730,0,6307,10331,0,2900,0.15351754426956177,0.037634238600730896,0.0003822426,0.13365014716982843,0.0,-0.025437211617827415,0.001,0.2,-0.0005796145439063594,,,
-0.06083117,292,1.27,0.95,8760,8760,0,6331,10369,0,2910,0.30845439434051514,0.03119071014225483,4.053116e-07,0.08297238275408744,0.0,-0.033217664994299415,0.001,0.2,6.0775280204694584e-05,,,
-0.06045008999999999,293,1.29,0.95,8790,8790,0,6354,10413,0,2920,0.16875267028808594,0.05971851199865341,4.3710074e-08,0.15095621049404145,0.0,-0.03508162684738636,0.001,0.2,-2.2836526058966912e-05,,,
-0.07039379,294,1.29,0.94,8820,8820,0,6378,10449,0,2930,0.008301734924316406,0.04158573970198631,5.9604645e-08,0.12393232360482216,0.0,-0.03415917158126831,0.001,0.2,-5.202899438998543e-05,,,
-0.06011464000000001,295,1.29,0.93,8850,8850,0,6398,10482,0,2940,-0.20396745204925537,0.04994756355881691,4.0928524e-07,0.11964234039187431,0.0,-0.0495904840528965,0.001,0.2,-9.904483960170296e-05,,,
-0.07096492,296,1.35,0.91,8880,8880,0,6422,10515,0,2950,-0.1735905408859253,0.020681209862232208,1.5099843e-07,0.05114100091159344,0.0,-0.04144522175192833,0.001,0.2,-2.4114052651658112e-05,,,
-0.061210149999999984,297,1.35,0.92,8910,8910,0,6444,10549,0,2960,0.13647794723510742,0.0406285859644413,1.5894572e-07,0.09809346795082093,0.0,-0.047199328988790513,0.001,0.2,-4.926979528443454e-05,,,
-0.0634284,298,1.36,0.92,8940,8940,0,6465,10582,0,2970,0.0741966962814331,0.052841782569885254,3.496806e-07,0.11128039583563805,0.0,-0.04586075395345688,0.001,0.2,-9.795059816202212e-05,,,
-0.07448501,299,1.39,0.91,8970,8970,0,6488,10619,0,2980,0.12798500061035156,0.06784182041883469,5.761782e-08,0.15987038016319274,0.0,-0.04645631387829781,0.001,0.2,4.451473492128599e-05,,,
,,,,9000,9000,,6505,,0,2990,0.17754524946212769,0.04209340736269951,4.4445198e-05,0.13004890829324722,0.0,-0.04670379087328911,0.001,0.2,-0.0012551083066016488,0.93,-0.08536484089447186,1.28
-0.10456865,300,1.37,0.91,,9000,0,,10820,,,,,,,,,,,,,,
-0.11481957,301,1.39,0.9,9030,9030,0,6532,10862,0,3000,0.20235133171081543,0.07632622122764587,8.722146e-07,0.20042619556188584,0.0,-0.0547452200204134,0.001,0.2,-9.01261992183322e-06,,,
-0.09274891,302,1.31,0.92,9060,9060,0,6554,10897,0,3010,0.6280333995819092,0.019079048186540604,2.503395e-07,0.1170434907078743,0.0,-0.06324887163937092,0.001,0.2,-2.645651535004845e-06,,,
-0.11176712999999999,303,1.35,0.9,9090,9090,0,6576,10931,0,3020,0.0601118803024292,0.020830122753977776,0.0028829894,0.06778641194105148,0.01666666753590107,-0.05603933148086071,0.001,0.2,-0.0004029286927350384,,,
-0.10169667999999998,304,1.34,0.91,9120,9120,0,6598,10966,0,3030,0.1857171654701233,0.06327273696660995,1.3073285e-06,0.1533403590321541,0.0,-0.07547889351844787,0.001,0.2,-0.0001751456678903196,,,
-0.08097779,305,1.31,0.92,9150,9150,0,6622,11006,0,3040,0.3910514712333679,0.038654718548059464,1.8423796e-05,0.10714624151587486,0.0,-0.08961270973086358,0.001,0.2,-0.0007728218915872276,,,
-0.08073131000000001,306,1.32,0.91,9180,9180,0,6645,11040,0,3050,0.21408092975616455,0.012711108662188053,0.010541012,0.0603127971291542,0.046666669100522994,-0.1290053129196167,0.001,0.2,-0.0020006358549774727,,,
-0.09214855,307,1.4,0.89,9210,9210,0,6661,11074,0,3060,0.37839460372924805,0.019546734169125557,1.7146269e-06,0.06342975646257401,0.0,-0.12008088678121567,0.001,0.2,-0.00034697592434280723,,,
-0.08149897,308,1.35,0.9,9240,9240,0,6687,11110,0,3070,0.3047553300857544,0.05391106754541397,0.013157165,0.15863222554326056,0.03333333507180214,-0.14887212514877318,0.001,0.2,-0.0031714788162693353,,,
-0.0920575,309,1.4,0.88,9270,9270,0,6705,11144,0,3080,0.404729962348938,0.0204591304063797,9.32018e-06,0.06399194933474064,0.0,-0.10169202312827111,0.001,0.2,-0.0001451140608576651,,,
-0.1260342,310,1.51,0.86,9300,9300,0,6721,11181,0,3090,0.07157629728317261,0.05769709125161171,6.120205e-05,0.1525478556752205,0.0,-0.10674318820238113,0.001,0.2,-0.0019271965815278237,,,
-0.11900994999999998,311,1.49,0.87,9330,9330,0,6746,11217,0,3100,-0.09777164459228516,0.09855816513299942,0.00017428795,0.23514377772808076,0.0,-0.1322024792432785,0.001,0.2,-0.0017816857246604645,,,
-0.08683731000000001,312,1.37,0.91,9360,9360,0,6768,11253,0,3110,-1.0376436710357666,0.005318580660969019,6.6034e-05,0.09576170090585948,0.0,-0.1375080056488514,0.001,0.2,0.0001628794269826983,,,
-0.10846610999999999,313,1.47,0.88,9390,9390,0,6790,11288,0,3120,0.1504407525062561,0.035802774131298065,5.4134925e-05,0.11724569424986839,0.0,-0.1774832546710968,0.001,0.2,-0.002136739635898266,,,
-0.06378445,314,1.3,0.93,9420,9420,0,6816,11322,0,3130,-0.007301211357116699,0.05950682610273361,0.00015718142,0.1320649951696396,0.0,-0.1463623046875,0.001,0.2,-0.0020388499997109123,,,
-0.059961020000000004,315,1.24,0.94,9450,9450,0,6841,11357,0,3140,0.10734093189239502,0.028944185003638268,0.0010549426,0.09498516097664833,0.0,-0.18310583382844925,0.001,0.2,-0.00700244142227655,,,
-0.05025168,316,1.26,0.94,9480,9480,0,6865,11393,0,3150,0.16484135389328003,0.026279790326952934,0.0035544892,0.07941903024911881,0.013333334028720856,-0.15392535775899888,0.001,0.2,-0.004030857652542163,,,
-0.05105861,317,1.28,0.95,9510,9510,0,6883,11432,0,3160,-55.62410354614258,-0.00832702498883009,0.040315304,0.02395794279873371,0.0733333345502615,-0.11240671426057816,0.001,0.2,-0.010745182988854652,,,
-0.06199571000000001,318,1.33,0.93,9540,9540,0,6904,11465,0,3170,-0.025455594062805176,0.07305111736059189,0.0005180359,0.1807548850774765,0.0,-0.08343692347407342,0.001,0.2,-0.004770221669071706,,,
-0.08366380000000001,319,1.4,0.91,9570,9570,0,6926,11499,0,3180,0.16366642713546753,0.05031799525022507,0.0062878886,0.14708034917712212,0.01666666753590107,-0.05386866256594658,0.001,0.2,-0.0014995620539899335,,,
-0.10456493999999998,320,1.44,0.89,9600,9600,0,6945,11533,0,3190,0.24914169311523438,0.03440354764461517,0.031582218,0.11228451728820801,0.030000001564621924,-0.09041181430220604,0.001,0.2,-0.006854304329802474,,,
-0.09371653,321,1.36,0.91,9630,9630,0,6974,11581,0,3200,-0.049306631088256836,0.07790962606668472,0.003460153,0.19766930341720582,0.01666666753590107,-0.09883691072463989,0.001,0.2,-0.0011294954014980263,,,
-0.08167526,322,1.29,0.92,9660,9660,0,7000,11616,0,3210,-502.070068359375,0.015002191066741943,0.0046875835,0.046821627952158454,0.020000001043081285,-0.1155409835278988,0.001,0.2,-0.002420531720854413,,,
-0.07012892,323,1.22,0.94,9690,9690,0,7022,11651,0,3220,0.25526052713394165,0.033922113478183746,0.008701708,0.09636915922164917,0.026666668057441712,-0.12477649226784707,0.001,0.2,-0.005065941553524134,,,
-0.05995850999999999,324,1.22,0.95,9720,9720,0,7043,11685,0,3230,0.29768574237823486,0.040089599788188934,9.727478e-06,0.11182931661605836,0.0,-0.08182291612029076,0.001,0.2,-0.0003898351409103773,,,
-0.0705428,325,1.28,0.93,9750,9750,0,7066,11719,0,3240,0.34183788299560547,0.03653208911418915,1.2755394e-06,0.09022551774978638,0.0,-0.06899713054299354,0.001,0.2,-7.418541903447817e-07,,,
-0.06304158999999998,326,1.33,0.92,9780,9780,0,7088,11754,0,3250,-0.2596249580383301,0.04650476202368736,1.0331472e-07,0.1079743541777134,0.0,-0.061736058443784714,0.001,0.2,-1.4510750726692833e-05,,,
-0.04215857,327,1.29,0.94,9810,9810,0,7115,11789,0,3260,-12.95511531829834,0.0036600115709006786,1.3510386e-07,0.011596913915127516,0.0,-0.058462900668382646,0.001,0.2,-4.531919918910887e-05,,,
-0.041678030000000005,328,1.27,0.93,9840,9840,0,7139,11830,0,3270,-160.45040893554688,0.0011255125282332301,1.1920929e-07,0.005404440336860716,0.0,-0.060095085948705676,0.001,0.2,-2.0338098491023972e-05,,,
-0.021193850000000007,329,1.21,0.95,9870,9870,0,7165,11865,0,3280,0.14096075296401978,0.04112815484404564,7.947286e-09,0.08972358033061027,0.0,-0.059493650868535045,0.001,0.2,-2.122322734265936e-06,,,
-0.028825520000000007,330,1.16,0.96,9900,9900,0,7191,11899,0,3290,-3.298912525177002,0.003543214639648795,0.0,0.008083227695897222,0.0,-0.05072007812559605,0.001,0.2,-1.0142823029468673e-05,,,
-0.01810942,331,1.13,0.97,9930,9930,0,7219,11943,0,3300,0.22789627313613892,0.037787117063999176,0.0011374216,0.08411838784813881,0.006666667014360428,-0.059879394620656966,0.001,0.2,-0.0008131460330089268,,,
-0.040871070000000016,332,1.21,0.96,9960,9960,0,7238,11976,0,3310,-21.35296058654785,0.0042806267738342285,0.0007383843,0.0129616932827048,0.0,-0.06858612895011902,0.001,0.2,-0.00023153433973988058,,,
