env/completion_counter,time/total_timesteps,eval/success_rate,eval/mean_ep_length,eval/mean_reward,env/n_steps,env/current_idx,time/fps,time/iterations,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/approx_kl
,36900,,,,,,0,123,0.66,54906,-0.30903943999999994,1.77,,,,,,,,,,
0,37200,0.96,1.1,-0.027412330145016314,37200,21833,,,,,,,-0.45815959095954895,0.2,-0.09746205806732178,0.2801420450210571,1230,0.14435245484113693,-0.05280197559390217,-0.06349439918994904,0.001,0.10255957
,37200,,,,,,0,124,0.72,55324,-0.26568829,1.63,,,,,,,,,,
0,37500,0.88,1.24,-0.10962831433396786,37500,22014,,,,,,,-0.5140401500463486,0.2,0.1989772915840149,0.28068181812763215,1240,0.10668247897177935,-0.05790273630060255,-0.05930064618587494,0.001,0.13340387
,37500,,,,,,0,125,0.67,55748,-0.28246412,1.72,,,,,,,,,,
0,37800,0.94,1.22,-0.07103734670206904,37800,22181,,,,,,,-0.46113672852516174,0.2,0.11456328630447388,0.2672443187236786,1250,0.11983331128954887,-0.05261867914348841,-0.04058476537466049,0.001,0.095047615
,37800,,,,,,0,126,0.63,56164,-0.32333823,1.79,,,,,,,,,,
0,38100,0.92,1.22,-0.06990764576010405,38100,22363,,,,,,,-0.5631593441963196,0.2,0.04182624816894531,0.2917897728085518,1260,0.13271085888147355,-0.06167062606662512,-0.05264294892549515,0.001,0.12952638
,38100,,,,,,0,127,0.75,56604,-0.26037072,1.56,,,,,,,,,,
0,38400,0.98,1.08,-0.02724603848531842,38400,22550,,,,,,,-0.5062592583894729,0.2,0.06215769052505493,0.26213068157434466,1270,0.12172143466770649,-0.05491360530257225,-0.04023856297135353,0.001,0.13844839
,38400,,,,,,0,128,0.75,57005,-0.25548281,1.52,,,,,,,,,,
0,38700,0.86,1.36,-0.09093627922702581,38700,22725,,,,,,,-0.42582556903362273,0.2,-0.043036699295043945,0.2458238634467125,1280,0.14765017189085483,-0.052828834615647795,-0.028434451669454575,0.001,0.08116563
,38700,,,,,,0,129,0.7,57421,-0.27239493000000004,1.63,,,,,,,,,,
0,39000,0.82,1.42,-0.19517840579152107,39000,22901,,,,,,,-0.47800768733024596,0.2,0.039012789726257324,0.3079545460641384,1290,0.11607374925166368,-0.06451243255287409,-0.048798467963933945,0.001,0.12577425
,39000,,,,,,0,130,0.69,57850,-0.3179571900000001,1.73,,,,,,,,,,
0,39300,0.82,1.4,-0.13414332976564766,39300,23085,,,,,,,-0.45059835731983183,0.2,0.08201771974563599,0.2850568181276321,1300,0.12020903706550598,-0.056367471739649774,-0.04043170437216759,0.001,0.12099069
,39300,,,,,,0,131,0.7,58285,-0.32242712999999995,1.65,,,,,,,,,,
0,39600,0.92,1.24,-0.06900380955543368,39600,23265,,,,,,,-0.3399261945486069,0.2,-0.09322571754455566,0.23079545482993125,1310,0.1514918615669012,-0.04875087073072791,-0.025302115827798843,0.001,0.09379221
,39600,,,,,,0,132,0.71,58691,-0.31640135999999996,1.7,,,,,,,,,,
0,39900,0.92,1.24,-0.06878196760546416,39900,23441,,,,,,,-0.3888135874271393,0.2,0.04728931188583374,0.2344034095108509,1320,0.13254574477672576,-0.05247195553034544,-0.04220309853553772,0.001,0.094322756
,39900,,,,,,0,133,0.69,59111,-0.30281269,1.68,,,,,,,,,,
0,40200,0.88,1.26,-0.11052459018770605,40200,23621,,,,,,,-0.4043073469400406,0.2,-0.04371070861816406,0.2495170460641384,1330,0.1435237629711628,-0.05630337515845895,-0.04656844213604927,0.001,0.10328293
,40200,,,,,,0,134,0.71,59519,-0.2238722,1.68,,,,,,,,,,
0,40500,0.96,1.14,-0.04798754272982478,40500,23792,,,,,,,-0.37627119600772857,0.2,-0.13132333755493164,0.2591193175315857,1340,0.1361413924396038,-0.05493079090490937,-0.0843261331319809,0.001,0.14083047
,40500,,,,,,0,135,0.67,59948,-0.30785576000000003,1.8,,,,,,,,,,
0,40800,0.76,1.5,-0.19790774238295852,40800,23961,,,,,,,-0.35465759694576265,0.2,-0.008298158645629883,0.25338068246841433,1350,0.14427270896732808,-0.05583067825064063,-0.04600852355360985,0.001,0.10619507
,40800,,,,,,0,136,0.69,60388,-0.29044442000000004,1.7,,,,,,,,,,
0,41100,0.88,1.28,-0.10989741632714868,41100,24143,,,,,,,-0.37327464401721955,0.2,0.037593722343444824,0.19971590906381606,1360,0.14203392021358013,-0.043856618404388426,-0.04001205414533615,0.001,0.073520154
,41100,,,,,,0,137,0.73,60861,-0.20940545,1.6,,,,,,,,,,
0,41400,0.86,1.3,-0.09333130165934563,41400,24316,,,,,,,-0.32684285670518876,0.2,-0.11733353137969971,0.20374999970197677,1370,0.1398366890102625,-0.047534105381928385,-0.048222437500953674,0.001,0.086648986
,41400,,,,,,0,138,0.65,61312,-0.31781596000000006,1.8,,,,,,,,,,
0,41700,0.88,1.26,-0.13414892822504043,41700,24487,,,,,,,-0.287321038544178,0.2,0.00868147611618042,0.19471591025590895,1380,0.15233661696314812,-0.035724991289898755,-0.0052670761942863464,0.001,0.1295366
,41700,,,,,,0,139,0.66,61736,-0.29367556,1.79,,,,,,,,,,
0,42000,0.86,1.3,-0.09065379631705582,42000,24663,,,,,,,-0.29742448091506957,0.2,-0.01714003086090088,0.20965909123420715,1390,0.15261721417307852,-0.04505945553537458,-0.022194132208824158,0.001,0.11990615
,42000,,,,,,0,140,0.67,62167,-0.30892623999999996,1.72,,,,,,,,,,
0,42300,0.86,1.34,-0.1539914706442505,42300,24848,,,,,,,-0.2742810970544815,0.2,0.04052203893661499,0.20213068172335624,1400,0.14138352900743484,-0.04037998556625098,-0.028266850858926773,0.001,0.07548772
,42300,,,,,,0,141,0.69,62612,-0.30723406000000003,1.68,,,,,,,,,,
0,42600,0.94,1.18,-0.04940518843010068,42600,25046,,,,,,,-0.2727174407243729,0.2,0.04565227031707764,0.16605113670229912,1410,0.12606461621820927,-0.03378935378976166,-0.030728457495570183,0.001,0.06694065
,42600,,,,,,0,142,0.8,63031,-0.21128174000000005,1.5,,,,,,,,,,
0,42900,0.92,1.22,-0.08957018182147294,42900,25223,,,,,,,-0.2278054776787758,0.2,0.11949032545089722,0.1621306823194027,1420,0.11303060472011567,-0.037609817516058686,-0.022557366639375687,0.001,0.06877276
,42900,,,,,,0,143,0.66,63438,-0.31459824,1.79,,,,,,,,,,
0,43200,0.94,1.14,-0.0481284872116521,43200,25407,,,,,,,-0.2999098810553551,0.2,0.052998363971710205,0.1820738635957241,1430,0.1309783571213484,-0.0432853767182678,-0.042930420488119125,0.001,0.09073089
,43200,,,,,,0,144,0.73,63864,-0.21896313,1.59,,,,,,,,,,
0,43500,0.96,1.16,-0.05176982689183205,43500,25595,,,,,,,-0.27280692785978317,0.2,0.07246237993240356,0.16201704517006874,1440,0.11929109610617161,-0.03647129885852337,-0.01052163541316986,0.001,0.08075674
,43500,,,,,,0,145,0.78,64280,-0.21598465,1.51,,,,,,,,,,
0,43800,0.94,1.2,-0.06808032204397023,43800,25792,,,,,,,-0.29238060146570205,0.2,-0.0416947603225708,0.19051136448979378,1450,0.1281764778494835,-0.042292145127430555,-0.051622018218040466,0.001,0.10778512
,43800,,,,,,0,146,0.76,64714,-0.24360826,1.5,,,,,,,,,,
0,44100,0.92,1.2,-0.05343526772223413,44100,25971,,,,,,,-0.2454243469238281,0.2,-0.04500401020050049,0.16980113625526427,1460,0.1379995010048151,-0.03637719640508294,-0.04509403556585312,0.001,0.10505688
,44100,,,,,,0,147,0.71,65155,-0.24468431000000007,1.69,,,,,,,,,,
0,44400,0.8,1.44,-0.11210664710029959,44400,26144,,,,,,,-0.26750708878040313,0.2,-0.09125304222106934,0.16113636374473572,1470,0.14859644800424576,-0.03761237688362598,-0.011110566556453705,0.001,0.06586115
,44400,,,,,,0,148,0.68,65597,-0.27314218,1.72,,,,,,,,,,
0,44700,0.88,1.26,-0.10943395442795008,44700,26320,,,,,,,-0.3434452810883522,0.2,-0.09503650665283203,0.22605113729834556,1480,0.1352633598446846,-0.04810920009855181,-0.0340641625225544,0.001,0.10389714
,44700,,,,,,0,149,0.71,66037,-0.30345221999999994,1.65,,,,,,,,,,
0,45000,0.9,1.22,-0.06991980115883052,45000,26500,,,,,,,-0.38643944799900054,0.2,0.13556891679763794,0.2523863635957241,1490,0.12682708844542503,-0.050656519583426415,-0.07809925824403763,0.001,0.11024754
,45000,,,,,,0,150,0.68,66465,-0.33309614000000004,1.69,,,,,,,,,,
0,45300,0.96,1.14,-0.04880019686650485,45300,26680,,,,,,,-0.41655479490756986,0.2,0.10092008113861084,0.22255681857466697,1500,0.1166032064706087,-0.04237611390766688,0.003451574593782425,0.001,0.07326922
,45300,,,,,,0,151,0.78,66924,-0.23554654,1.51,,,,,,,,,,
0,45600,0.86,1.4,-0.134515433460474,45600,26855,,,,,,,-0.41537583827972413,0.2,0.003814399242401123,0.27894886329770086,1510,0.12862701818346978,-0.05830475913360715,-0.05353458225727081,0.001,0.11260603
,45600,,,,,,0,152,0.71,67373,-0.28871526000000003,1.63,,,,,,,,,,
0,45900,0.98,1.1,-0.007489093975163996,45900,27033,,,,,,,-0.4097387319803238,0.2,0.026691794395446777,0.24593750044703483,1520,0.15065985202789306,-0.048126365412026646,-0.03230257332324982,0.001,0.16556704
,45900,,,,,,0,153,0.71,67818,-0.27119708,1.66,,,,,,,,,,
0,46200,0.88,1.28,-0.13043698203284293,46200,27204,,,,,,,-0.3966346517205238,0.2,0.07710307836532593,0.2645454552769661,1530,0.13453758381307124,-0.056246935818344355,-0.0695917159318924,0.001,0.098635085
,46200,,,,,,0,154,0.61,68256,-0.35687927,1.84,,,,,,,,,,
0,46500,0.86,1.28,-0.09037351027131081,46500,27394,,,,,,,-0.44116240918636324,0.2,0.035170018672943115,0.2590340907871723,1540,0.14625688545405865,-0.05417393673211336,-0.05817987397313118,0.001,0.14588399
,46500,,,,,,0,155,0.77,68715,-0.22509121,1.53,,,,,,,,,,
0,46800,0.86,1.34,-0.1118366420082748,46800,27563,,,,,,,-0.3694896960258484,0.2,0.04442620277404785,0.2320454542338848,1550,0.1348052365332842,-0.04670272825285792,-0.05687221139669418,0.001,0.15971857
,46800,,,,,,0,156,0.65,69151,-0.30780321,1.81,,,,,,,,,,
0,47100,0.88,1.34,-0.1173105541523546,47100,27758,,,,,,,-0.4026367104053497,0.2,0.03137022256851196,0.25863636314868926,1560,0.14820856876671315,-0.04629340339452028,-0.05106823891401291,0.001,0.1803226
,47100,,,,,,0,157,0.77,69620,-0.22530083999999997,1.52,,,,,,,,,,
0,47400,0.84,1.34,-0.13263164192903787,47400,27945,,,,,,,-0.33640933871269224,0.2,0.030532121658325195,0.22843749940395355,1570,0.13990473784506322,-0.048193803075701,-0.0172768235206604,0.001,0.10236871
,47400,,,,,,0,158,0.84,70056,-0.12890186,1.48,,,,,,,,,,
0,47700,0.92,1.22,-0.06948123435024173,47700,28118,,,,,,,-0.34909846425056457,0.2,0.040007710456848145,0.2111079552769661,1580,0.11880851469933987,-0.043650164492428305,-0.05396609008312225,0.001,0.14587836
,47700,,,,,,0,159,0.68,70485,-0.25744638999999997,1.7,,,,,,,,,,
0,48000,0.92,1.2,-0.09032679785508663,48000,28300,,,,,,,-0.344501816034317,0.2,-0.10396075248718262,0.20906250029802323,1590,0.1503831121325493,-0.050480684507638214,-0.02936888486146927,0.001,0.12458704
,48000,,,,,,0,160,0.78,71164,-0.19754639000000004,1.51,,,,,,,,,,
0,48300,0.94,1.18,-0.04806592655833811,48300,28483,,,,,,,-0.30887339800596236,0.2,-0.006906986236572266,0.20784090876579284,1600,0.14144656144082546,-0.04111146342009306,-0.0002901442348957062,0.001,0.13648763
,48300,,,,,,0,161,0.72,71611,-0.22339578000000004,1.6,,,,,,,,,,
0,48600,0.84,1.4,-0.11503923279698938,48600,28658,,,,,,,-0.36570865094661714,0.2,-0.00976860523223877,0.21644886419177056,1610,0.1487822688370943,-0.04686365813016891,-0.052125584334135056,0.001,0.09708842
,48600,,,,,,0,162,0.68,72062,-0.30068693,1.78,,,,,,,,,,
0,48900,0.9,1.2,-0.08894027479924262,48900,28843,,,,,,,-0.3125099465250969,0.2,0.012705206871032715,0.21465909034013747,1620,0.15715204544365405,-0.044723913073539734,-0.01879032328724861,0.001,0.11422136
,48900,,,,,,0,163,0.69,72499,-0.34219743,1.67,,,,,,,,,,
0,49200,0.96,1.1,-0.047313108192756775,49200,29024,,,,,,,-0.30878143310546874,0.2,0.13053756952285767,0.21224431857466697,1630,0.13236001051962376,-0.040218714140355584,-0.013318441808223724,0.001,0.15052733
,49200,,,,,,0,164,0.74,72924,-0.26259681,1.62,,,,,,,,,,
0,49500,0.86,1.32,-0.11251542964018882,49500,29214,,,,,,,-0.32087313920259475,0.2,0.08725833892822266,0.21357954606413843,1640,0.1318332752585411,-0.05096318893134594,-0.04052051156759262,0.001,0.12864508
,49500,,,,,,0,165,0.78,73349,-0.22404195999999998,1.49,,,,,,,,,,
0,49800,0.94,1.14,-0.048637008061632514,49800,29389,,,,,,,-0.22795701324939727,0.2,0.043383657932281494,0.13909090995788576,1650,0.12112680062651635,-0.025679214871488512,-0.01940074935555458,0.001,0.11912604
,49800,,,,,,0,166,0.67,73769,-0.28419627,1.78,,,,,,,,,,
0,50100,0.78,1.5,-0.21582095011137425,50100,29569,,,,,,,-0.2590523332357407,0.2,0.008636772632598877,0.1838352271914482,1660,0.13687544904649257,-0.03753407968208194,-0.02107209339737892,0.001,0.096425846
,50100,,,,,,0,167,0.74,74231,-0.24013077000000002,1.61,,,,,,,,,,
0,50400,0.94,1.16,-0.04789798405952752,50400,29755,,,,,,,-0.22696776777505875,0.2,0.02771049737930298,0.1979261365532875,1670,0.12927190452814102,-0.03725957799702883,-0.024699419736862183,0.001,0.14060959
,50400,,,,,,0,168,0.69,74677,-0.27933023999999995,1.65,,,,,,,,,,
0,50700,0.88,1.28,-0.0701740931905806,50700,29951,,,,,,,-0.20708872526884078,0.2,0.07015258073806763,0.13900568217039108,1680,0.12372447490692139,-0.02698815959505737,-0.02180522307753563,0.001,0.06601451
,50700,,,,,,0,169,0.76,75114,-0.23093644000000005,1.57,,,,,,,,,,
0,51000,0.9,1.24,-0.1095361627265811,51000,30134,,,,,,,-0.26368843495845795,0.2,0.13918054103851318,0.19218750089406966,1690,0.11882435485720634,-0.039022763203829525,-0.03262852877378464,0.001,0.17508951
,51000,,,,,,0,170,0.78,75557,-0.17864728000000002,1.52,,,,,,,,,,
0,51300,0.94,1.24,-0.053331423234194514,51300,30309,,,,,,,-0.28771543711423875,0.2,0.0176047682762146,0.2002556824684143,1700,0.11030090425163508,-0.046233221190050244,-0.05373776704072952,0.001,0.11401628
,51300,,,,,,0,171,0.73,75994,-0.24328370000000002,1.63,,,,,,,,,,
0,51600,0.86,1.34,-0.09148627566639334,51600,30497,,,,,,,-0.25889358162879944,0.2,-0.15540993213653564,0.18625000059604646,1710,0.15116291970014573,-0.039354910776019096,0.009976714849472046,0.001,0.080036476
,51600,,,,,,0,172,0.75,76440,-0.20995726999999997,1.61,,,,,,,,,,
0,51900,0.88,1.3,-0.1102334299730137,51900,30677,,,,,,,-0.2915721428394318,0.2,0.006340622901916504,0.21414772778749466,1720,0.12077363379299641,-0.04370688322000205,-0.048622481524944305,0.001,0.1381874
,51900,,,,,,0,173,0.72,76866,-0.24262905000000004,1.63,,,,,,,,,,
0,52200,0.9,1.22,-0.05008010507561266,52200,30864,,,,,,,-0.286061532497406,0.2,-0.036295533180236816,0.20022727355360984,1730,0.13580876648426055,-0.04602387396618724,-0.004979439079761505,0.001,0.115225054
,52200,,,,,,0,174,0.77,77308,-0.19196970000000005,1.52,,,,,,,,,,
0,52500,0.94,1.16,-0.028454802543856204,52500,31042,,,,,,,-0.22676791682839392,0.2,0.04031723737716675,0.16440340906381606,1740,0.12898347280919553,-0.0375117555540055,-0.03258657827973366,0.001,0.049272813
,52500,,,,,,0,175,0.64,77756,-0.33885597000000006,1.79,,,,,,,,,,
0,52800,0.9,1.26,-0.09177536222618073,52800,31223,,,,,,,-0.29811988860368727,0.2,0.07016575336456299,0.19565340906381606,1750,0.1256136054545641,-0.045566111095249655,-0.03479700908064842,0.001,0.09719869
,52800,,,,,,0,176,0.67,78225,-0.31431682,1.74,,,,,,,,,,
0,53100,0.94,1.18,-0.0725482851313427,53100,31392,,,,,,,-0.2854349237680435,0.2,0.0033143162727355957,0.20363636329770088,1760,0.1367592130601406,-0.040816687513142824,-0.023296300321817398,0.001,0.08485871
,53100,,,,,,0,177,0.7,78668,-0.27526615,1.68,,,,,,,,,,
0,53400,0.88,1.32,-0.0912494553392753,53400,31578,,,,,,,-0.36360847771167754,0.2,0.08863639831542969,0.23585227280855178,1770,0.12895529687404633,-0.04121322823222726,-0.023394133895635605,0.001,0.117603496
,53400,,,,,,0,178,0.73,79141,-0.20691919000000003,1.65,,,,,,,,,,
0,53700,0.88,1.3,-0.07068099869880826,53700,31759,,,,,,,-0.3421512699127197,0.2,-0.029462814331054688,0.21900568157434464,1780,0.13093631513416767,-0.04374863056582399,-0.03282565996050835,0.001,0.10961958
,53700,,,,,,0,179,0.7,79574,-0.29773741,1.7,,,,,,,,,,
0,54000,0.96,1.12,-0.04705371533986181,54000,31938,,,,,,,-0.24605882853269578,0.2,-0.037815093994140625,0.17366477355360985,1790,0.13378316044807434,-0.03843085682019591,-0.031106043606996536,0.001,0.18418008
,54000,,,,,,0,180,0.67,80002,-0.33481647999999997,1.73,,,,,,,,,,
0,54300,0.88,1.26,-0.0909857866447419,54300,32123,,,,,,,-0.2718228781223297,0.2,0.03578072786331177,0.20522727325558662,1800,0.14099642984569072,-0.036794520430266854,-0.004304163157939911,0.001,0.0889124
,54300,,,,,,0,181,0.73,80441,-0.20221720999999995,1.68,,,,,,,,,,
0,54600,0.86,1.32,-0.1106041932106018,54600,32303,,,,,,,-0.30728703290224074,0.2,-0.18179500102996826,0.20676136389374733,1810,0.13117388486862183,-0.04982410915195942,-0.052388012409210205,0.001,0.08900027
,54600,,,,,,0,182,0.69,80885,-0.25463851,1.7,,,,,,,,,,
0,54900,0.86,1.3,-0.1144569644657895,54900,32486,,,,,,,-0.2779304698109627,0.2,0.04695999622344971,0.22562499970197678,1820,0.14014139771461487,-0.04944304252043366,-0.005410388112068176,0.001,0.07703279
,54900,,,,,,0,183,0.71,81328,-0.25798023000000003,1.67,,,,,,,,,,
0,55200,0.88,1.28,-0.11429433094803244,55200,32668,,,,,,,-0.27819823145866396,0.2,0.13778412342071533,0.18653409123420717,1830,0.1101766749471426,-0.04142718529328704,-0.023577306419610977,0.001,0.12858556
,55200,,,,,,0,184,0.7,81777,-0.2928682299999999,1.67,,,,,,,,,,
0,55500,0.92,1.28,-0.0899906946439296,55500,32853,,,,,,,-0.3080598804354668,0.2,0.09062570333480835,0.18928977325558663,1840,0.14587212599813937,-0.03656561825424433,-0.024910110980272293,0.001,0.072220504
,55500,,,,,,0,185,0.73,82210,-0.26074240000000004,1.64,,,,,,,,,,
0,55800,0.86,1.32,-0.11573536477982999,55800,33038,,,,,,,-0.275714176595211,0.2,-0.0030924081802368164,0.20014204561710358,1850,0.14170090183615686,-0.040472426507622006,0.007159367203712463,0.001,0.06225083
,55800,,,,,,0,186,0.71,82638,-0.25693127,1.65,,,,,,,,,,
0,56100,0.92,1.2,-0.04836640165187418,56100,33225,,,,,,,-0.25854296296834944,0.2,-0.15162932872772217,0.14664772793650627,1860,0.16961939297616482,-0.03398751597851515,-0.01621856726706028,0.001,0.0765895
,56100,,,,,,0,187,0.73,83073,-0.24910294,1.64,,,,,,,,,,
0,56400,0.94,1.2,-0.04903498607687652,56400,33403,,,,,,,-0.3115853175520897,0.2,0.11942583322525024,0.198039773106575,1870,0.1211132774502039,-0.04176236219704151,-0.03237038850784302,0.001,0.085233554
,56400,,,,,,0,188,0.71,83522,-0.26539005,1.63,,,,,,,,,,
0,56700,0.9,1.32,-0.09323307910002768,56700,33575,,,,,,,-0.30252804458141325,0.2,0.09588903188705444,0.21125,1880,0.1367230297625065,-0.04548074461519718,-0.056505586951971054,0.001,0.10573362
,56700,,,,,,0,189,0.65,83960,-0.34137975,1.77,,,,,,,,,,
0,57000,0.94,1.18,-0.06922031623777002,57000,33754,,,,,,,-0.2956323784589767,0.2,0.05118840932846069,0.2134659096598625,1890,0.13452829405665398,-0.040955263152718545,-0.017040181905031204,0.001,0.11099591
,57000,,,,,,0,190,0.68,84405,-0.27137157,1.71,,,,,,,,,,
0,57300,0.98,1.1,-0.028551416541449725,57300,33941,,,,,,,-0.2521746528148651,0.2,0.021287202835083008,0.19409090906381607,1900,0.13216992765665053,-0.03988014409318566,-0.025753624737262726,0.001,0.10321865
,57300,,,,,,0,191,0.74,84853,-0.22093219,1.63,,,,,,,,,,
0,57600,0.94,1.22,-0.04909586383961141,57600,34121,,,,,,,-0.26774952441453936,0.2,0.046361446380615234,0.22073863700032234,1910,0.11499711647629737,-0.045602531097829344,-0.06123264133930206,0.001,0.09193764
,57600,,,,,,0,192,0.73,85301,-0.29124692999999996,1.63,,,,,,,,,,
0,57900,0.92,1.24,-0.07000160200987011,57900,34307,,,,,,,-0.33251449137926103,0.2,0.1066541075706482,0.20576704517006875,1920,0.12588223930448295,-0.047241022046655416,-0.030063243582844734,0.001,0.10452522
,57900,,,,,,0,193,0.77,85743,-0.21148163999999997,1.55,,,,,,,,,,
0,58200,0.94,1.2,-0.0297691346751526,58200,34486,,,,,,,-0.30154000371694567,0.2,-0.06779909133911133,0.22241477340459823,1930,0.13270973302423955,-0.046446518199518325,-0.058134619146585464,0.001,0.13820168
,58200,,,,,,0,194,0.66,86177,-0.32140785999999993,1.72,,,,,,,,,,
0,58500,0.98,1.12,-0.027986765326932072,58500,34674,,,,,,,-0.34245214641094207,0.2,0.0678398609161377,0.2165340907871723,1940,0.12288311790674925,-0.04768492652568966,-0.046777691692113876,0.001,0.14887187
,58500,,,,,,0,195,0.74,86618,-0.25218106,1.62,,,,,,,,,,
0,58800,0.98,1.16,-0.02854018423240632,58800,34853,,,,,,,-0.2657844938337803,0.2,0.1328074336051941,0.1874147729575634,1950,0.11540469728410244,-0.036153388342354445,-0.018469151109457016,0.001,0.10460905
,58800,,,,,,0,196,0.73,87046,-0.22291285000000005,1.62,,,,,,,,,,
0,59100,0.96,1.18,-0.028490873221307993,59100,35039,,,,,,,-0.2557599526643753,0.2,0.0913461446762085,0.1666761365532875,1960,0.1151204489916563,-0.030255694910883903,0.011250720359385014,0.001,0.11628114
,59100,,,,,,0,197,0.77,87484,-0.22315666,1.58,,,,,,,,,,
0,59400,0.84,1.38,-0.17047571973875164,59400,35231,,,,,,,-0.2317271974682808,0.2,0.05532240867614746,0.13701704546809196,1970,0.12328717805445194,-0.0317011381383054,-0.027987780049443245,0.001,0.11615859
,59400,,,,,,0,198,0.77,87927,-0.16196017999999995,1.53,,,,,,,,,,
0,59700,0.92,1.3,-0.010411949465051293,59700,35401,,,,,,,-0.25825553745031354,0.2,-0.20013010501861572,0.15491477340459825,1980,0.12190588030964136,-0.03407564921304584,-0.02434837445616722,0.001,0.07528991
,59700,,,,,,0,199,0.67,88377,-0.3011665,1.72,,,,,,,,,,
0,60000,0.76,1.52,-0.15840384078212083,60000,35592,,,,,,,-0.2793130049109459,0.2,0.04244124889373779,0.18184659108519555,1990,0.13551473386585713,-0.036485963594168426,-0.046217575669288635,0.001,0.1425379
,60000,,,,,,0,200,0.73,88826,-0.24644398999999997,1.62,,,,,,,,,,
0,60300,0.8,1.44,-0.17429534698836505,60300,35768,,,,,,,-0.31718851178884505,0.2,0.0011913776397705078,0.18258522748947142,2000,0.12742544136941433,-0.03736146748997271,-0.03218201547861099,0.001,0.1434156
,60300,,,,,,0,201,0.7,89288,-0.27183992999999995,1.69,,,,,,,,,,
0,60600,0.94,1.18,-0.0482173663796857,60600,35950,,,,,,,-0.37751541286706924,0.2,-0.23991048336029053,0.22502840906381608,2010,0.16572653919458388,-0.04697598334401846,-0.02332901582121849,0.001,0.15622833
,60600,,,,,,0,202,0.69,89729,-0.28633743,1.67,,,,,,,,,,
0,60900,0.94,1.16,-0.048131527318619194,60900,36127,,,,,,,-0.4081658947467804,0.2,0.06788122653961182,0.22272727221250535,2020,0.12058223322033883,-0.04432728448649868,-0.04680429399013519,0.001,0.113764025
,60900,,,,,,0,203,0.73,90190,-0.25406634000000006,1.66,,,,,,,,,,
0,61200,0.98,1.08,-0.02758371828123927,61200,36311,,,,,,,-0.46674964427947996,0.2,0.18169772624969482,0.24213068142533303,2030,0.11890715181827545,-0.051175274895504115,-0.0348191000521183,0.001,0.11385007
,61200,,,,,,0,204,0.67,90657,-0.26748996999999997,1.68,,,,,,,,,,
0,61500,0.96,1.14,-0.028009751224890352,61500,36485,,,,,,,-0.37876436531543733,0.2,-0.011896729469299316,0.2259943187236786,2040,0.14334555774927138,-0.041602214938029645,-0.006887711584568024,0.001,0.097777925
,61500,,,,,,0,205,0.69,91107,-0.28215087,1.71,,,,,,,,,,
0,61800,0.78,1.5,-0.1744130146317184,61800,36661,,,,,,,-0.38092550843954087,0.2,0.09740281105041504,0.22710227236151695,2050,0.12686225853860378,-0.047149652568623426,-0.039755769073963165,0.001,0.09837712
,61800,,,,,,0,206,0.69,91596,-0.30999814,1.68,,,,,,,,,,
0,62100,0.88,1.28,-0.07082763730082661,62100,36848,,,,,,,-0.4458932453393936,0.2,0.05437576770782471,0.26122159078717233,2060,0.1525849774479866,-0.052294346671551466,-0.04207395762205124,0.001,0.1195539
,62100,,,,,,0,207,0.77,92083,-0.21750415,1.54,,,,,,,,,,
0,62400,0.92,1.26,-0.06992555457632989,62400,37022,,,,,,,-0.37682920455932617,0.2,0.03357839584350586,0.24323863610625268,2070,0.1275817546993494,-0.048723570043221115,-0.0432514026761055,0.001,0.14277884
,62400,,,,,,0,208,0.69,92549,-0.27685079,1.68,,,,,,,,,,
0,62700,0.92,1.18,-0.0685930237872526,62700,37194,,,,,,,-0.3588179495930672,0.2,0.07659274339675903,0.21812500029802323,2080,0.15197394624352456,-0.04340662397444248,-0.020948171615600586,0.001,0.11116947
,62700,,,,,,0,209,0.67,93000,-0.33320677,1.71,,,,,,,,,,
0,63000,0.94,1.18,-0.0483803870761767,63000,37372,,,,,,,-0.45785418212413787,0.2,0.14058804512023926,0.2743749998509884,2090,0.13271181121468545,-0.05098372007720173,-0.023194123059511185,0.001,0.15076509
,63000,,,,,,0,210,0.68,93438,-0.23751072999999998,1.71,,,,,,,,,,
0,63300,0.9,1.28,-0.07022160461172461,63300,37542,,,,,,,-0.3432814636826515,0.2,-0.252804160118103,0.2254261364042759,2100,0.1620645661652088,-0.05246315363794565,-0.022640645503997803,0.001,0.10602275
,63300,,,,,,0,211,0.72,93941,-0.25482692,1.69,,,,,,,,,,
0,63600,0.88,1.34,-0.091035427111201,63600,37716,,,,,,,-0.4162315613031387,0.2,0.09187263250350952,0.24855113595724107,2110,0.1437342717498541,-0.05329683186020702,-0.03159349039196968,0.001,0.18571024
,63600,,,,,,0,212,0.68,94528,-0.2930345,1.72,,,,,,,,,,
0,63900,0.94,1.16,-0.04812627892009914,63900,37884,,,,,,,-0.44087144911289217,0.2,0.08427006006240845,0.2607386364042759,2120,0.14761181965470313,-0.05069681517779827,-0.045078255236148834,0.001,0.14266936
,63900,,,,,,0,213,0.67,94987,-0.30455403,1.73,,,,,,,,,,
0,64200,0.96,1.12,-0.04790606454946101,64200,38068,,,,,,,-0.39152589201927185,0.2,0.10998845100402832,0.2585795450210571,2130,0.13135502934455873,-0.053928351663053035,-0.05495672672986984,0.001,0.24251387
