eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/current_idx,env/completion_counter,env/n_steps,eval/mean_reward,rollout/ep_len_mean,time/fps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/loss,train/entropy_loss,train/approx_kl,train/explained_variance,train/n_updates,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/value_loss
1.62,0.92,53400,24851,0,53400,-0.09680522236973048,,,,,,,-0.009043067693710327,-0.44020394921302797,0.14411317,-0.13814985752105713,1770,0.001,0.2770170450210571,0.2,-0.04680552436038852,0.1755601878464222
,,53400,,,,,2.49,0,0.72,178,76821,-0.34291328,,,,,,,,,,
1.38,0.96,53700,24981,0,53700,-0.051916561587713655,,,,,,,-0.04801546037197113,-0.44468853414058684,0.13486235,0.08962243795394897,1780,0.001,0.3136079555749893,0.2,-0.05984063446521759,0.1483788937330246
,,53700,,,,,2.26,0,0.76,179,77263,-0.28593612,,,,,,,,,,
1.5,0.92,54000,25120,0,54000,-0.09607219954486937,,,,,,,-0.03030436486005783,-0.45313128232955935,0.13219103,0.05160254240036011,1790,0.001,0.33204545468091967,0.2,-0.05564020961523056,0.15619785189628602
,,54000,,,,,2.23,0,0.83,180,77695,-0.22410617,,,,,,,,,,
1.5,0.92,54300,25255,0,54300,-0.07921067732386292,,,,,,,-0.022005736827850342,-0.3563709360361099,0.10950683,-0.04755234718322754,1800,0.001,0.2392613635957241,0.2,-0.04811260084621608,0.1650231449306011
,,54300,,,,,2.12,0,0.8,181,78135,-0.23958211,,,,,,,,,,
1.68,0.88,54600,25397,0,54600,-0.14263851453084497,,,,,,,-0.08278897404670715,-0.4116761612892151,0.11447434,0.18867892026901245,1810,0.001,0.2874147717654705,0.2,-0.060759138634894044,0.11642341434955597
,,54600,,,,,2.14,0,0.78,182,78587,-0.28634666000000003,,,,,,,,,,
1.4,0.94,54900,25549,0,54900,-0.07602930821478367,,,,,,,-0.006023664027452469,-0.34973495423793793,0.10852812,0.015072762966156006,1820,0.001,0.25079545497894284,0.2,-0.042290010945871474,0.16709273487329482
,,54900,,,,,2.05,0,0.82,183,79012,-0.25373265000000006,,,,,,,,,,
1.5,0.9,55200,25692,0,55200,-0.07349765769205988,,,,,,,-0.061595164239406586,-0.34889047741889956,0.092656635,-0.10002529621124268,1830,0.001,0.25386363655328753,0.2,-0.04714477091562003,0.1691338338702917
,,55200,,,,,2.14,0,0.82,184,79447,-0.19878771000000003,,,,,,,,,,
1.3,0.96,55500,25830,0,55500,-0.05006721108686179,,,,,,,-0.0763469934463501,-0.3359783607721329,0.13721147,0.014644324779510498,1840,0.001,0.25224431812763215,0.2,-0.05885697456076741,0.13310635402798654
,,55500,,,,,2.18,0,0.81,185,79871,-0.25844554,,,,,,,,,,
1.28,0.94,55800,25970,0,55800,-0.07215809204615653,,,,,,,-0.045659374445676804,-0.2911224666237831,0.15930857,0.27949148416519165,1850,0.001,0.2522727273404598,0.2,-0.04880033185705543,0.09944528948515653
,,55800,,,,,2.04,0,0.8,186,80317,-0.25267779999999995,,,,,,,,,,
1.54,0.92,56100,26117,0,56100,-0.08434468538966029,,,,,,,-0.021249327808618546,-0.3407515946030617,0.18997702,0.21488457918167114,1860,0.001,0.23235795468091966,0.2,-0.046727302260696886,0.1183293855190277
,,56100,,,,,2.01,0,0.87,187,80760,-0.15454544000000003,,,,,,,,,,
1.66,0.92,56400,26244,0,56400,-0.09886485251132399,,,,,,,-0.060975901782512665,-0.41933554887771607,0.12983224,0.014136075973510742,1870,0.001,0.2375284093618393,0.2,-0.04434645962435752,0.13072011075913906
,,56400,,,,,2.25,0,0.79,188,81223,-0.25580333,,,,,,,,,,
1.4,0.94,56700,26389,0,56700,-0.07314975160174071,,,,,,,-0.06556694209575653,-0.41836997389793396,0.13814373,-0.13835155963897705,1880,0.001,0.2965909093618393,0.2,-0.055201118737459184,0.14595032073557376
,,56700,,,,,2.0,0,0.85,189,81683,-0.22328125999999998,,,,,,,,,,
1.16,0.96,57000,26528,0,57000,-0.02810007191263139,,,,,,,-0.03789982572197914,-0.36655963599681857,0.14296319,0.19229763746261597,1890,0.001,0.244375,0.2,-0.041518151788041,0.14880709759891034
,,57000,,,,,2.22,0,0.81,190,82102,-0.23692783000000003,,,,,,,,,,
1.42,0.96,57300,26659,0,57300,-0.05343553131911904,,,,,,,-0.06400580704212189,-0.37854786396026613,0.091849044,0.13665688037872314,1900,0.001,0.25451704531908037,0.2,-0.056012648195028304,0.119987129047513
,,57300,,,,,2.34,0,0.73,191,82518,-0.35565973,,,,,,,,,,
1.2,0.98,57600,26785,0,57600,-0.008580223191529512,,,,,,,-0.04413524642586708,-0.40312732934951784,0.10244395,0.16967880725860596,1910,0.001,0.2255965907871723,0.2,-0.049826842974871395,0.11983959883451462
,,57600,,,,,2.37,0,0.76,192,82951,-0.28066691000000005,,,,,,,,,,
1.3,0.98,57900,26931,0,57900,-0.030821779649704693,,,,,,,-0.02386540360748768,-0.34923574566841126,0.09128426,0.04757571220397949,1920,0.001,0.21352272763848304,0.2,-0.044498360306024554,0.11303544268012047
,,57900,,,,,2.02,0,0.83,193,83373,-0.19915939000000002,,,,,,,,,,
1.6,0.88,58200,27085,0,58200,-0.1305675037158653,,,,,,,-0.015211071819067001,-0.3959707701206207,0.15769047,-0.0030596256256103516,1930,0.001,0.2785795456171036,0.2,-0.04707873124629259,0.12607803896069528
,,58200,,,,,1.9,0,0.84,194,83815,-0.20703415999999997,,,,,,,,,,
1.36,0.94,58500,27228,0,58500,-0.07252923338208347,,,,,,,-0.05723099038004875,-0.38921836018562317,0.1066189,0.19728964567184448,1940,0.001,0.2504545459151268,0.2,-0.05127505977638066,0.11262337908148766
,,58500,,,,,2.1,0,0.79,195,84233,-0.27684992999999997,,,,,,,,,,
1.4,0.94,58800,27379,0,58800,-0.07242389924824238,,,,,,,-0.050428539514541626,-0.4726128679513931,0.12415822,0.2180371880531311,1950,0.001,0.24590908974409104,0.2,-0.05422105769161135,0.13762225590646268
,,58800,,,,,2.03,0,0.81,196,84654,-0.25447974,,,,,,,,,,
1.56,0.92,59100,27524,0,59100,-0.08380612214095891,,,,,,,-0.08586131781339645,-0.4293918013572693,0.121965826,0.238411545753479,1960,0.001,0.257244319319725,0.2,-0.05270324656739831,0.10602323718369007
,,59100,,,,,1.98,0,0.81,197,85083,-0.23849934,,,,,,,,,,
1.76,0.84,59400,27653,0,59400,-0.18195195999462158,,,,,,,-0.017928648740053177,-0.44827957153320314,0.15262184,0.07976973056793213,1970,0.001,0.25585227355360984,0.2,-0.05467365367338061,0.14726894058287143
,,59400,,,,,2.3,0,0.78,198,85521,-0.27846405,,,,,,,,,,
1.14,0.98,59700,27797,0,59700,-0.02805554135236889,,,,,,,-0.06283439695835114,-0.46570249438285827,0.083141856,0.02643263339996338,1980,0.001,0.27818181842565537,0.2,-0.06205243375152349,0.140597590059042
,,59700,,,,,2.07,0,0.79,199,85928,-0.23544863000000002,,,,,,,,,,
1.48,0.92,60000,27931,0,60000,-0.07288896988611668,,,,,,,-0.05479322373867035,-0.4563439571857452,0.09338938,0.15950721502304077,1990,0.001,0.2767613635957241,0.2,-0.04872618317604065,0.1182391081750393
,,60000,,,,,2.24,0,0.79,200,86384,-0.22185233999999995,,,,,,,,,,
1.46,0.92,60300,28072,0,60300,-0.09546159081626683,,,,,,,-0.059398092329502106,-0.45487759590148924,0.20575428,0.1241985559463501,2000,0.001,0.26798295468091965,0.2,-0.056791462206747384,0.11563954919576645
,,60300,,,,,2.06,0,0.8,201,86797,-0.25668929,,,,,,,,,,
1.58,0.9,60600,28214,0,60600,-0.11814919031690806,,,,,,,-0.05655961483716965,-0.48581167817115783,0.2335619,-0.10338807106018066,2010,0.001,0.3250852271914482,0.2,-0.07209963722154498,0.14764801874756814
,,60600,,,,,2.12,0,0.79,202,87234,-0.27290276999999996,,,,,,,,,,
1.5,0.94,60900,28343,0,60900,-0.07463301852345466,,,,,,,-0.03918903321027756,-0.4986180329322815,0.083709165,0.12034487724304199,2020,0.001,0.2893181820213795,0.2,-0.06013777654618025,0.1455191097408533
,,60900,,,,,2.34,0,0.72,203,87680,-0.28794251,,,,,,,,,,
1.5,0.92,61200,28487,0,61200,-0.08088464938104152,,,,,,,-0.11036992818117142,-0.5166756850481034,0.11500877,-0.10234189033508301,2030,0.001,0.320852273106575,0.2,-0.06257910570129752,0.1544394987821579
,,61200,,,,,2.23,0,0.77,204,88089,-0.26439795,,,,,,,,,,
1.48,0.92,61500,28621,0,61500,-0.09875917489174753,,,,,,,-0.0856948047876358,-0.46107827365398407,0.12172513,0.006150960922241211,2040,0.001,0.25715909138321874,0.2,-0.058424269426614044,0.1390714703500271
,,61500,,,,,2.27,0,0.76,205,88526,-0.30863935,,,,,,,,,,
1.42,0.9,61800,28766,0,61800,-0.11791672518011183,,,,,,,-0.06239798665046692,-0.5206313103437423,0.19271384,0.10131853818893433,2050,0.001,0.32071022778749464,0.2,-0.05658550289022969,0.14160487465560437
,,61800,,,,,2.09,0,0.81,206,88968,-0.25386042999999997,,,,,,,,,,
1.24,0.98,62100,28908,0,62100,-0.030832596444524824,,,,,,,-0.056119807064533234,-0.4778320181369782,0.11995914,-0.04845845699310303,2060,0.001,0.301420454531908,0.2,-0.06288994753733278,0.13207241758704186
,,62100,,,,,2.06,0,0.81,207,89401,-0.22916538,,,,,,,,,,
1.48,0.92,62400,29058,0,62400,-0.09457533482462167,,,,,,,-0.043307069689035416,-0.4643408489227295,0.096597075,0.011959493160247803,2070,0.001,0.25897727280855176,0.2,-0.057416059819515794,0.12713307552039624
,,62400,,,,,2.01,0,0.81,208,89840,-0.22693867000000004,,,,,,,,,,
1.54,0.88,62700,29200,0,62700,-0.13835140087641776,,,,,,,-0.022555161267518997,-0.42676659643650056,0.09343015,0.0030624866485595703,2080,0.001,0.24556818217039109,0.2,-0.050307169109582904,0.12865461945533752
,,62700,,,,,2.19,0,0.79,209,90306,-0.26553449,,,,,,,,,,
1.42,0.94,63000,29343,0,63000,-0.07195909274742007,,,,,,,-0.01741727814078331,-0.43387093663215637,0.13947442,-0.16971266269683838,2090,0.001,0.2578977265954018,0.2,-0.054918615110218526,0.17768096812069417
,,63000,,,,,2.13,0,0.77,210,90869,-0.26765007,,,,,,,,,,
1.64,0.86,63300,29495,0,63300,-0.13485374146141113,,,,,,,-0.05181710794568062,-0.39793126165866854,0.11333535,-0.06584835052490234,2100,0.001,0.25980113685131073,0.2,-0.05263293663039804,0.15614823281764983
,,63300,,,,,1.94,0,0.87,211,91346,-0.16104414000000003,,,,,,,,,,
1.46,0.9,63600,29626,0,63600,-0.11743219474330545,,,,,,,-0.022607438266277313,-0.3824546754360199,0.15265968,-0.0029795169830322266,2110,0.001,0.2509943191707134,0.2,-0.053370494153350594,0.1454000501334667
,,63600,,,,,2.27,0,0.82,212,91826,-0.23164893000000003,,,,,,,,,,
1.44,0.94,63900,29756,0,63900,-0.07225831110961735,,,,,,,-0.045862797647714615,-0.45093514561653136,0.110399805,-0.3691951036453247,2120,0.001,0.2711363634467125,0.2,-0.04727008726913482,0.1842889028787613
,,63900,,,,,2.31,0,0.76,213,92276,-0.28300133000000005,,,,,,,,,,
1.46,0.92,64200,29885,0,64200,-0.07304722782224417,,,,,,,-0.036272067576646805,-0.42975966572761537,0.117735945,-0.059400320053100586,2130,0.001,0.2864204539358616,0.2,-0.05818361146375537,0.15065907686948776
,,64200,,,,,2.34,0,0.75,214,92730,-0.35320263999999996,,,,,,,,,,
1.42,0.92,64500,30016,0,64500,-0.09423064795322716,,,,,,,-0.04407414048910141,-0.43587145149707796,0.18467708,0.07989364862442017,2140,0.001,0.2516761365532875,0.2,-0.04800752896815538,0.16601977415382863
,,64500,,,,,2.29,0,0.76,215,93172,-0.29131565,,,,,,,,,,
1.48,0.96,64800,30166,0,64800,-0.03536320071667433,,,,,,,-0.0637340173125267,-0.4334937632083893,0.14812005,0.027329325675964355,2150,0.001,0.320681818574667,0.2,-0.06429164600558579,0.151751139909029
,,64800,,,,,1.94,0,0.84,216,93650,-0.19266621999999994,,,,,,,,,,
1.6,0.9,65100,30305,0,65100,-0.1146211605053395,,,,,,,-0.05272418633103371,-0.44110056042671203,0.10552279,0.1537739634513855,2160,0.001,0.24619318157434464,0.2,-0.05491600383073091,0.13950121521949768
,,65100,,,,,2.24,0,0.75,217,94355,-0.32535139999999996,,,,,,,,,,
1.5,0.92,65400,30440,0,65400,-0.07991224273107946,,,,,,,-0.003620382398366928,-0.3782741516828537,0.12753072,0.10981690883636475,2170,0.001,0.30971590876579286,0.2,-0.05676233127713203,0.158375087082386
,,65400,,,,,2.18,0,0.75,218,94817,-0.30470052,,,,,,,,,,
1.36,0.92,65700,30599,0,65700,-0.09115323485340923,,,,,,,-0.05210956558585167,-0.4181239604949951,0.14003167,0.0609930157661438,2180,0.001,0.3090909090638161,0.2,-0.05595743621699512,0.15792279325425626
,,65700,,,,,1.75,0,0.89,219,95264,-0.13510495,,,,,,,,,,
1.74,0.86,66000,30748,0,66000,-0.13624409530777484,,,,,,,-0.0603644885122776,-0.36099560976028444,0.17949124,-0.11413764953613281,2190,0.001,0.2746875008940697,0.2,-0.06305512472987175,0.12652449391782283
,,66000,,,,,2.01,0,0.82,220,95748,-0.20011596999999998,,,,,,,,,,
1.46,0.9,66300,30890,0,66300,-0.11826254734303802,,,,,,,-0.015194978564977646,-0.3642231601476669,0.13717246,0.06829392910003662,2200,0.001,0.2703977279365063,0.2,-0.05009472596371779,0.1455953015387058
,,66300,,,,,2.1,0,0.83,221,96231,-0.22019221000000003,,,,,,,,,,
1.44,0.92,66600,31029,0,66600,-0.09203897236846387,,,,,,,-0.04850064590573311,-0.31372630923986433,0.13753419,0.2394823431968689,2210,0.001,0.2186363635957241,0.2,-0.045864113215357064,0.11945560306310654
,,66600,,,,,2.21,0,0.78,222,96738,-0.27208032000000004,,,,,,,,,,
1.18,0.96,66900,31159,0,66900,-0.02899785646237433,,,,,,,-0.011117067188024521,-0.36655997633934023,0.12517902,0.08893734216690063,2220,0.001,0.26775568187236787,0.2,-0.05092783679254353,0.14477490663528442
,,66900,,,,,2.23,0,0.78,223,97267,-0.26034725000000003,,,,,,,,,,
1.62,0.88,67200,31300,0,67200,-0.09850490882992745,,,,,,,-0.058869387954473495,-0.43802524089813233,0.20461181,0.2762521505355835,2230,0.001,0.3193749997019768,0.2,-0.06243128316476941,0.12795927695930004
,,67200,,,,,2.21,0,0.76,224,97758,-0.25737484,,,,,,,,,,
1.46,0.92,67500,31427,0,67500,-0.037738331696018576,,,,,,,-0.06663787364959717,-0.401720250248909,0.18099114,-0.0013297796249389648,2240,0.001,0.27161931842565534,0.2,-0.04905796652659774,0.13527224689722062
,,67500,,,,,2.37,0,0.74,225,98206,-0.31525213999999996,,,,,,,,,,
1.44,0.9,67800,31576,0,67800,-0.0918713058764115,,,,,,,-0.029504798352718353,-0.42193387806415555,0.09435937,-0.11704277992248535,2250,0.001,0.26045454531908036,0.2,-0.053526497595012185,0.1757357196509838
,,67800,,,,,1.91,0,0.87,226,98657,-0.15259465000000003,,,,,,,,,,
1.46,0.9,68100,31718,0,68100,-0.115915133850649,,,,,,,-0.042833153158426285,-0.3578020551800728,0.19427526,0.19226431846618652,2260,0.001,0.24860795438289643,0.2,-0.052610744331032036,0.13275515615940095
,,68100,,,,,2.17,0,0.8,227,99160,-0.27009001,,,,,,,,,,
