env/current_idx,eval/mean_ep_length,env/completion_counter,time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,rollout/ep_rew_mean,rollout/success_rate,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss
15,1.36,0,30,-0.15281566626392304,30,0.86,,,,,,,,,,,,,,,,
,,,30,,,,-0.4059818571428571,0.5,1,2.0714285714285716,132,0,,,,,,,,,,
29,1.3,0,60,-0.11095807530917227,60,0.86,,,,,,,0.2,-1.9458804607391358,0.2686514616012573,0.0,3.3209722e-05,-0.3813445568084717,0.0001,-0.0023434795377154315,5,0.10241381824016571
,,,60,,,,-0.47124964285714294,0.5,2,2.142857142857143,241,0,,,,,,,,,,
40,1.44,0,90,-0.15426542211323976,90,0.82,,,,,,,0.2,-1.9458272218704225,0.18897376358509063,0.0,5.9823196e-06,0.1668451428413391,0.0001,-0.00033489227760590267,10,0.07767574489116669
,,,90,,,,-0.6001137692307693,0.41025641025641024,3,2.282051282051282,360,0,,,,,,,,,,
53,1.14,0,120,-0.028926481371745468,120,0.96,,,,,,,0.2,-1.9458223819732665,0.2503297030925751,0.0,7.480383e-06,-1.2188985347747803,0.0001,-0.00027304490727448895,15,0.092267245054245
,,,120,,,,-0.5567251346153845,0.40384615384615385,4,2.3076923076923075,456,0,,,,,,,,,,
67,1.28,0,150,-0.07163302910514176,150,0.88,,,,,,,0.2,-1.945794153213501,0.3483896791934967,0.0,1.134475e-06,0.16633009910583496,0.0001,-0.00010327140261594537,20,0.17770107090473175
,,,150,,,,-0.5272563636363636,0.4393939393939394,5,2.257575757575758,564,0,,,,,,,,,,
80,1.4,0,180,-0.15508390631061048,180,0.84,,,,,,,0.2,-1.9457879781723022,0.3668273091316223,0.0,2.3206076e-06,-0.29500317573547363,0.0001,-0.0004972073446456449,25,0.1608913540840149
,,,180,,,,-0.4960668354430379,0.4430379746835443,6,2.2658227848101267,687,0,,,,,,,,,,
94,1.3,0,210,-0.09165109280496836,210,0.88,,,,,,,0.2,-1.9457551002502442,0.40115049481391907,0.0,3.139178e-06,-0.9197338819503784,0.0001,-0.0005374908517115529,30,0.1782192438840866
,,,210,,,,-0.5078017204301075,0.45161290322580644,7,2.2580645161290325,801,0,,,,,,,,,,
109,1.32,0,240,-0.1116196723934263,240,0.9,,,,,,,0.2,-1.9457204580307006,0.20583927631378174,0.0,6.8287054e-06,0.12941372394561768,0.0001,-0.000783486359481067,35,0.09583303332328796
,,,240,,,,-0.5168063199999999,0.45,8,2.26,919,0,,,,,,,,,,
122,1.34,0,270,-0.11567895952146501,270,0.86,,,,,,,0.2,-1.9456764698028564,0.28331223130226135,0.0,9.804964e-06,-0.10889923572540283,0.0001,-0.000747079830034636,40,0.12709146738052368
,,,270,,,,-0.5068223399999999,0.46,9,2.24,1028,0,,,,,,,,,,
139,1.2,0,300,-0.08813723939005286,300,0.9,,,,,,,0.2,-1.945667839050293,0.23193590342998505,0.0,1.660188e-05,-0.03689563274383545,0.0001,-0.0012812151627924705,45,0.1068582609295845
,,,300,,,,-0.43778290000000003,0.51,10,2.14,1134,0,,,,,,,,,,
154,1.46,0,330,-0.19360997893847526,330,0.82,,,,,,,0.2,-1.9456449270248413,0.3115967094898224,0.0,1.628399e-05,-0.2887071371078491,0.0001,-0.0005898173665627837,50,0.14723573625087738
,,,330,,,,-0.4426170899999999,0.53,11,2.08,1249,0,,,,,,,,,,
166,1.56,0,360,-0.1347952220775187,360,0.74,,,,,,,0.2,-1.945502471923828,0.2925094783306122,0.0,1.9824505e-05,-0.18877243995666504,0.0001,-0.0013263098495858827,55,0.13522830605506897
,,,360,,,,-0.46477237000000005,0.51,12,2.11,1380,0,,,,,,,,,,
179,1.16,0,390,-0.06872517116833478,390,0.94,,,,,,,0.2,-1.9453157424926757,0.136159685254097,0.0,2.9414892e-05,0.3222562074661255,0.0001,-0.0016539267221624243,60,0.060574401170015335
,,,390,,,,-0.4800428200000001,0.5,13,2.13,1492,0,,,,,,,,,,
193,1.1,0,420,-0.027734171678312124,420,0.98,,,,,,,0.2,-1.944937252998352,0.34868253469467164,0.0,2.7414162e-05,-0.29194962978363037,0.0001,-0.0007097168907057138,65,0.15968674421310425
,,,420,,,,-0.4804670900000001,0.49,14,2.13,1595,0,,,,,,,,,,
206,1.4,0,450,-0.15291743281763048,450,0.84,,,,,,,0.2,-1.944619393348694,0.2805780827999115,0.0,3.5895904e-05,-0.1749873161315918,0.0001,-0.002341922163808263,70,0.12870155274868011
,,,450,,,,-0.51211604,0.47,15,2.16,1716,0,,,,,,,,,,
218,1.2,0,480,-0.06880623022094369,480,0.92,,,,,,,0.2,-1.944051694869995,0.4019624173641205,0.0,2.8930108e-05,-0.11985182762145996,0.0001,-9.221950863640416e-05,75,0.17694875597953796
,,,480,,,,-0.53780394,0.46,16,2.2,1818,0,,,,,,,,,,
234,1.38,0,510,-0.17345975009724499,510,0.84,,,,,,,0.2,-1.943260407447815,0.15758719444274902,0.0,2.5763115e-05,0.27227073907852173,0.0001,-0.0009626080322778563,80,0.07247443497180939
,,,510,,,,-0.56010899,0.45,17,2.22,1929,0,,,,,,,,,,
249,1.16,0,540,-0.049029200272634625,540,0.94,,,,,,,0.2,-1.9429247617721557,0.19489796459674835,0.0,4.7791003e-05,0.2192583680152893,0.0001,-0.0027962316495056426,85,0.08847815543413162
,,,540,,,,-0.5276991099999999,0.47,18,2.22,2044,0,,,,,,,,,,
260,1.1,0,570,-0.047074034912511706,570,0.96,,,,,,,0.2,-1.942111897468567,0.35273855924606323,0.0,9.1975926e-05,-0.18125057220458984,0.0001,-0.002828828656735993,90,0.1552714705467224
,,,570,,,,-0.5542978,0.45,19,2.25,2161,0,,,,,,,,,,
271,1.16,0,600,-0.048522950359620155,600,0.94,,,,,,,0.2,-1.9409128665924071,0.1986142098903656,0.0,2.2749105e-05,-0.44972145557403564,0.0001,0.0003907783861116343,95,0.0997437909245491
,,,600,,,,-0.5948050699999999,0.43,20,2.27,2268,0,,,,,,,,,,
284,1.36,0,630,-0.11202322400640696,630,0.86,,,,,,,0.2,-1.9406347036361695,0.16000549197196962,0.0,2.9921532e-05,-0.26826393604278564,0.0001,-0.001232971335218025,100,0.06526932865381241
,,,630,,,,-0.6073596600000001,0.42,21,2.3,2387,0,,,,,,,,,,
295,1.1,0,660,-0.027745113945566117,660,0.98,,,,,,,0.2,-1.939214324951172,0.36629008650779726,0.0,4.044175e-05,-0.45014238357543945,0.0001,-0.0008410771532606276,105,0.17522689700126648
,,,660,,,,-0.60939324,0.41,22,2.32,2505,0,,,,,,,,,,
309,1.38,0,690,-0.13412428821902722,690,0.88,,,,,,,0.2,-1.9381185293197631,0.3579538404941559,0.0,8.7553264e-05,-0.3131732940673828,0.0001,-0.0026804928357400115,110,0.165622740983963
,,,690,,,,-0.57929562,0.42,23,2.34,2623,0,,,,,,,,,,
323,1.26,0,720,-0.12955323048867284,720,0.88,,,,,,,0.2,-1.9361081838607788,0.2068425625562668,0.0,0.000113093854,0.1312408447265625,0.0001,-0.0010795104484230933,115,0.09291988611221313
,,,720,,,,-0.5482638499999999,0.46,24,2.25,2742,0,,,,,,,,,,
338,1.4,0,750,-0.1530346556659788,750,0.86,,,,,,,0.2,-1.9335386276245117,0.25932772159576417,0.0,7.706086e-05,-0.06047344207763672,0.0001,-0.0019298071949741314,120,0.12122290581464767
,,,750,,,,-0.5771530199999999,0.43,25,2.33,2856,0,,,,,,,,,,
352,1.12,0,780,-0.04792239880654961,780,0.94,,,,,,,0.2,-1.9325114250183106,0.1885549694299698,0.0,3.359119e-05,0.164073646068573,0.0001,0.00039425453889032627,125,0.08785144984722137
,,,780,,,,-0.5746781,0.42,26,2.31,2956,0,,,,,,,,,,
366,1.26,0,810,-0.03167076979763806,810,0.92,,,,,,,0.2,-1.9314873218536377,0.3224297404289246,0.0,3.1258664e-05,-0.5450699329376221,0.0001,-0.001746346557823486,130,0.15072230994701385
,,,810,,,,-0.5274668299999999,0.47,27,2.23,3085,0,,,,,,,,,,
379,1.14,0,840,-0.047769431667402384,840,0.96,,,,,,,0.2,-1.929664421081543,0.35262188911437986,0.0,5.4268043e-05,-0.43009090423583984,0.0001,-0.0016779795983650203,135,0.16376663744449615
,,,840,,,,-0.5045756200000001,0.48,28,2.22,3185,0,,,,,,,,,,
395,1.42,0,870,-0.1366517354454845,870,0.82,,,,,,,0.2,-1.9262031078338624,0.22737556099891662,0.0,0.00012319088,-0.0005481243133544922,0.0001,-0.003329907194711268,140,0.10241571813821793
,,,870,,,,-0.45739577000000003,0.54,29,2.1,3308,0,,,,,,,,,,
410,1.24,0,900,-0.08963813679292798,900,0.9,,,,,,,0.2,-1.9222246408462524,0.2275725334882736,0.0,0.00019129911,0.0745006799697876,0.0001,-0.0025093498717374983,145,0.0994613990187645
,,,900,,,,-0.45111315999999996,0.54,30,2.07,3431,0,,,,,,,,,,
423,1.22,0,930,-0.0718829771131277,930,0.92,,,,,,,0.2,-1.9171386241912842,0.2669735014438629,0.0,0.00017351707,-0.1903235912322998,0.0001,-0.0036980208692448,150,0.12286560982465744
,,,930,,,,-0.45011651999999996,0.51,31,2.11,3537,0,,,,,,,,,,
439,1.22,0,960,-0.0884931869385764,960,0.92,,,,,,,0.2,-1.9106059551239014,0.23357374966144562,0.0,0.0002931714,0.014251291751861572,0.0001,-0.005401741626362089,155,0.09592540562152863
,,,960,,,,-0.45060697000000005,0.52,32,2.07,3645,0,,,,,,,,,,
452,1.28,0,990,-0.0695171352243051,990,0.92,,,,,,,0.2,-1.9039563894271851,0.2271830767393112,0.0,0.00030346512,0.2242634892463684,0.0001,-0.0009770286009491258,160,0.10517340153455734
,,,990,,,,-0.4868828499999999,0.5,33,2.12,3768,0,,,,,,,,,,
473,1.36,0,1020,-0.13212125374935568,1020,0.84,,,,,,,0.2,-1.8981340646743774,0.23934291303157806,0.0,7.760922e-05,0.08574581146240234,0.0001,-0.00017323653519270011,165,0.10046516358852386
,,,1020,,,,-0.38625872000000006,0.59,34,1.94,3890,0,,,,,,,,,,
489,1.16,0,1050,-0.05075098908506334,1050,0.96,,,,,,,0.2,-1.8952385663986206,0.38083428144454956,0.0,6.15855e-05,-0.29327452182769775,0.0001,-0.001517440879251808,170,0.19225455820560455
,,,1050,,,,-0.40985865000000005,0.58,35,1.94,4007,0,,,,,,,,,,
503,1.1,0,1080,-0.027711434131488202,1080,0.96,,,,,,,0.2,-1.8890625,0.3102365732192993,0.0,0.0001123329,-0.1882176399230957,0.0001,-0.003085287883877896,175,0.1434406191110611
,,,1080,,,,-0.4146051500000001,0.59,36,1.93,4106,0,,,,,,,,,,
517,1.3,0,1110,-0.10916194126941264,1110,0.88,,,,,,,0.2,-1.882090401649475,0.2399464100599289,0.0,0.00018303792,-0.025842666625976562,0.0001,-0.0017844835668803683,180,0.10952333360910416
,,,1110,,,,-0.43436965,0.59,37,1.92,4223,0,,,,,,,,,,
530,1.22,0,1140,-0.028910219836980104,1140,0.9,,,,,,,0.2,-1.8721231460571288,0.21173199117183686,0.0,0.00029482643,-0.07925307750701904,0.0001,-0.004745324434091813,185,0.09297490864992142
,,,1140,,,,-0.44403198000000005,0.57,38,1.95,4343,0,,,,,,,,,,
545,1.24,0,1170,-0.09302563564386218,1170,0.9,,,,,,,0.2,-1.85790057182312,0.26619612574577334,0.0,0.00031790335,-0.16992449760437012,0.0001,-0.0031798768462614644,190,0.1218823716044426
,,,1170,,,,-0.43381084000000003,0.57,39,1.99,4451,0,,,,,,,,,,
559,1.14,0,1200,-0.028884439882822334,1200,0.94,,,,,,,0.2,-1.844252610206604,0.24169011414051056,0.0,0.00040860972,-0.09356987476348877,0.0001,-0.006132965348660946,195,0.1047234982252121
,,,1200,,,,-0.42012926,0.58,40,1.95,4556,0,,,,,,,,,,
575,1.14,0,1230,-0.06829699319787323,1230,0.94,,,,,,,0.2,-1.8243825912475586,0.2402382642030716,0.0,0.0003896932,-0.16081297397613525,0.0001,-0.00528644276161998,200,0.10408259183168411
,,,1230,,,,-0.49178531,0.53,41,2.07,4660,0,,,,,,,,,,
589,1.22,0,1260,-0.07234077898785472,1260,0.94,,,,,,,0.2,-1.8069034337997436,0.2069019317626953,0.0,0.0003372093,0.19469404220581055,0.0001,-0.0042929727832476065,205,0.0917854756116867
,,,1260,,,,-0.48960534999999994,0.53,42,2.1,4766,0,,,,,,,,,,
603,1.32,0,1290,-0.09069156856276095,1290,0.9,,,,,,,0.2,-1.7867451906204224,0.25089509785175323,0.0,0.00029067,-0.024390697479248047,0.0001,-0.0008817331322157785,210,0.11764904111623764
,,,1290,,,,-0.49077898,0.52,43,2.11,4895,0,,,,,,,,,,
620,1.12,0,1320,-0.04825678135734052,1320,0.96,,,,,,,0.2,-1.7704049110412599,0.2756787598133087,0.0,0.0001294732,0.003996908664703369,0.0001,-0.0004088306469199665,215,0.1315181851387024
,,,1320,,,,-0.45629835,0.56,44,2.03,4994,0,,,,,,,,,,
635,1.2,0,1350,-0.08885638890787959,1350,0.92,,,,,,,0.2,-1.762593960762024,0.29143431782722473,0.0,0.0001530985,-0.04714703559875488,0.0001,-0.0044930090522392165,220,0.12918278574943542
,,,1350,,,,-0.46521603999999994,0.56,45,2.0,5103,0,,,,,,,,,,
648,1.24,0,1380,-0.09411075394134968,1380,0.9,,,,,,,0.2,-1.7435933113098145,0.1975012481212616,0.0,0.00023922125,0.2357664704322815,0.0001,-0.002018078964514203,225,0.09143596887588501
,,,1380,,,,-0.4503086299999999,0.57,46,2.01,5214,0,,,,,,,,,,
662,1.18,0,1410,-0.029650539462454616,1410,0.98,,,,,,,0.2,-1.7312742471694946,0.28280580043792725,0.0,0.0006015142,-0.07439219951629639,0.0001,-0.00876318277170256,230,0.11733561754226685
,,,1410,,,,-0.4647675199999999,0.56,47,2.07,5321,0,,,,,,,,,,
676,1.2,0,1440,-0.06943552158772945,1440,0.92,,,,,,,0.2,-1.7049843549728394,0.26852298974990846,0.0,0.00029088656,-0.08702397346496582,0.0001,-0.004951905490209896,235,0.1200597807765007
,,,1440,,,,-0.46196861999999994,0.55,48,2.07,5428,0,,,,,,,,,,
692,1.44,0,1470,-0.15479910268448294,1470,0.84,,,,,,,0.2,-1.679408812522888,0.1904499739408493,0.0,0.00029450655,0.07643407583236694,0.0001,-0.0029775442726288404,240,0.08371157199144363
,,,1470,,,,-0.44801536999999997,0.56,49,2.05,5568,0,,,,,,,,,,
707,1.1,0,1500,-0.007503532324917615,1500,0.96,,,,,,,0.2,-1.6616227149963378,0.21635242700576782,0.0,0.00036708714,0.09405475854873657,0.0001,-0.0015435493279557732,245,0.0992836207151413
,,,1500,,,,-0.4478065399999999,0.57,50,2.04,5668,0,,,,,,,,,,
722,1.3,0,1530,-0.1324383586132899,1530,0.86,,,,,,,0.2,-1.6378999471664428,0.29408790469169616,0.0,0.0002466639,-0.1588740348815918,0.0001,-0.0021118549319606218,250,0.1385439783334732
,,,1530,,,,-0.4405743999999999,0.57,51,2.06,5798,0,,,,,,,,,,
738,1.28,0,1560,-0.11303469677455723,1560,0.88,,,,,,,0.2,-1.615892195701599,0.25294072926044464,0.0,0.00027206342,-0.020787954330444336,0.0001,-0.0013907230125433045,255,0.11618676781654358
,,,1560,,,,-0.40780037999999996,0.6,52,2.01,5918,0,,,,,,,,,,
755,1.3,0,1590,-0.11024928878061474,1590,0.9,,,,,,,0.2,-1.5970927715301513,0.1907890558242798,0.0,0.00011242628,0.16607141494750977,0.0001,-0.0013534016367820812,260,0.089556984603405
,,,1590,,,,-0.35416542999999995,0.62,53,1.95,6045,0,,,,,,,,,,
769,1.34,0,1620,-0.09091679129283875,1620,0.88,,,,,,,0.2,-1.5828500270843506,0.21521424353122712,0.0,0.00026171407,-0.18146657943725586,0.0001,-0.005564426376174225,265,0.08775345236063004
,,,1620,,,,-0.35089983,0.61,54,1.96,6166,0,,,,,,,,,,
780,1.24,0,1650,-0.11144278574269265,1650,0.88,,,,,,,0.2,-1.568531370162964,0.23446046710014343,0.0,0.00024335782,-0.004650235176086426,0.0001,-0.00434234341606512,270,0.10640951246023178
,,,1650,,,,-0.37893547000000005,0.57,55,2.02,6278,0,,,,,,,,,,
795,1.18,0,1680,-0.0678054504795,1680,0.94,,,,,,,0.2,-1.543994164466858,0.28028819561004636,0.0,0.00023076138,0.14791887998580933,0.0001,-0.0020856078729657667,275,0.1249832808971405
,,,1680,,,,-0.36832690999999995,0.58,56,2.02,6385,0,,,,,,,,,,
809,1.3,0,1710,-0.12939916350878775,1710,0.86,,,,,,,0.2,-1.5309060335159301,0.21709824800491334,0.0,0.00020769438,0.1505051851272583,0.0001,-0.002744044053057948,280,0.09718578308820724
,,,1710,,,,-0.36346846000000005,0.57,57,2.07,6511,0,,,,,,,,,,
827,1.24,0,1740,-0.06868382643908262,1740,0.92,,,,,,,0.2,-1.5019776582717896,0.21905567944049836,0.0,0.00028963288,0.053668320178985596,0.0001,-0.006287581110373708,285,0.09758511185646057
,,,1740,,,,-0.34255195,0.61,58,1.99,6649,0,,,,,,,,,,
842,1.24,0,1770,-0.09008842651266605,1770,0.9,,,,,,,0.2,-1.4746070384979248,0.24429085552692414,0.0,0.00032219887,0.19359815120697021,0.0001,-0.004260715581476759,290,0.10818213224411011
,,,1770,,,,-0.34952757999999995,0.6,59,2.04,6776,0,,,,,,,,,,
861,1.06,0,1800,-0.007122360225766897,1800,1.0,,,,,,,0.2,-1.4477999687194825,0.2596395045518875,0.0,0.00019941728,-0.20899724960327148,0.0001,-0.0006777222962895735,295,0.11610406637191772
,,,1800,,,,-0.33615761,0.64,60,1.98,6879,0,,,,,,,,,,
880,1.08,0,1830,-0.04916540744714439,1830,0.96,,,,,,,0.2,-1.431743860244751,0.2006949931383133,0.0,0.00016357898,-0.046610474586486816,0.0001,-0.0015443928857955314,300,0.0918981209397316
,,,1830,,,,-0.27299142,0.72,61,1.81,7000,0,,,,,,,,,,
900,1.3,0,1860,-0.11023925045505166,1860,0.88,,,,,,,0.2,-1.4050370454788208,0.2349146008491516,0.0,0.00018316905,0.08570164442062378,0.0001,-0.002252662215226664,305,0.1106162890791893
,,,1860,,,,-0.24348230999999998,0.76,62,1.71,7129,0,,,,,,,,,,
915,1.26,0,1890,-0.08963894618209452,1890,0.9,,,,,,,0.2,-1.3838804006576537,0.14431935846805571,0.0,0.00016647378,0.2648608684539795,0.0001,-0.002691971060509246,310,0.06385808438062668
,,,1890,,,,-0.2415053,0.76,63,1.66,7251,0,,,,,,,,,,
933,1.28,0,1920,-0.09347874141763896,1920,0.92,,,,,,,0.2,-1.3615361452102661,0.20794570446014404,0.0,8.693933e-05,0.14766156673431396,0.0001,0.0006926942003580905,315,0.09741643816232681
,,,1920,,,,-0.2575216,0.74,64,1.69,7366,0,,,,,,,,,,
953,1.3,0,1950,-0.15151988960802554,1950,0.86,,,,,,,0.2,-1.3481287002563476,0.18044111728668213,0.0,6.0967603e-05,0.2328505516052246,0.0001,-0.001640141394454986,320,0.08368267863988876
,,,1950,,,,-0.23783869999999996,0.76,65,1.62,7485,0,,,,,,,,,,
969,1.18,0,1980,-0.029145855847746135,1980,0.92,,,,,,,0.2,-1.332323145866394,0.21600803434848787,0.0,7.257263e-05,0.1527308225631714,0.0001,2.699057304802466e-05,325,0.10390552133321762
,,,1980,,,,-0.26523434,0.73,66,1.7,7596,0,,,,,,,,,,
987,1.3,0,2010,-0.1330850328039378,2010,0.88,,,,,,,0.2,-1.316588807106018,0.22668325304985046,0.0,6.516775e-05,0.1995876431465149,0.0001,-0.001210913637187261,330,0.10789360851049423
,,,2010,,,,-0.24138411,0.75,67,1.66,7729,0,,,,,,,,,,
1004,1.32,0,2040,-0.11373571784701199,2040,0.88,,,,,,,0.2,-1.3053518056869506,0.16792126893997192,0.0,8.291999e-05,0.11570477485656738,0.0001,-0.0016865891505343455,335,0.07620503008365631
,,,2040,,,,-0.25681978,0.73,68,1.72,7852,0,,,,,,,,,,
1019,1.22,0,2070,-0.06983106387779117,2070,0.92,,,,,,,0.2,-1.2889724254608155,0.16289813220500945,0.0,8.292198e-05,0.28073811531066895,0.0001,-0.0006355798298319116,340,0.07501276582479477
,,,2070,,,,-0.23861762000000003,0.73,69,1.74,7965,0,,,,,,,,,,
1033,1.24,0,2100,-0.11012931911274791,2100,0.9,,,,,,,0.2,-1.2724024534225464,0.24101971089839935,0.0,0.00017151237,0.01806807518005371,0.0001,-0.0024956655983501717,345,0.1106480285525322
,,,2100,,,,-0.27520822,0.7,70,1.8,8073,0,,,,,,,,,,
1052,1.34,0,2130,-0.1336185247078538,2130,0.86,,,,,,,0.2,-1.2488171339035035,0.2906961441040039,0.0,0.00014640093,0.10602593421936035,0.0001,-0.002403402693259693,350,0.12831170856952667
,,,2130,,,,-0.26789704999999997,0.68,71,1.81,8194,0,,,,,,,,,,
1067,1.42,0,2160,-0.09230714322533458,2160,0.84,,,,,,,0.2,-1.2245956897735595,0.17845965027809144,0.0,0.000113207105,0.18656355142593384,0.0001,-0.0014630298137976894,355,0.08651893585920334
,,,2160,,,,-0.2945121600000001,0.66,72,1.84,8322,0,,,,,,,,,,
1082,1.28,0,2190,-0.12983981100376696,2190,0.86,,,,,,,0.2,-1.2042234420776368,0.27483728528022766,0.0,0.00013495286,-0.10939610004425049,0.0001,-0.002554972199723693,360,0.12881094217300415
,,,2190,,,,-0.31703884,0.64,73,1.88,8438,0,,,,,,,,,,
1098,1.28,0,2220,-0.11061770121566951,2220,0.88,,,,,,,0.2,-1.181126642227173,0.14257080852985382,0.0,0.00034508508,0.3963339328765869,0.0001,-0.002591006389508621,365,0.0633055716753006
,,,2220,,,,-0.32117281999999997,0.63,74,1.89,8558,0,,,,,,,,,,
1116,1.24,0,2250,-0.11036819016560911,2250,0.9,,,,,,,0.2,-1.1497798681259155,0.3064249396324158,0.0,0.00018477639,-0.1992483139038086,0.0001,-0.002149008505512029,370,0.14219477772712708
,,,2250,,,,-0.28579915,0.64,75,1.85,8667,0,,,,,,,,,,
1137,1.26,0,2280,-0.07053202331531792,2280,0.9,,,,,,,0.2,-1.12299964427948,0.2385903537273407,0.0,0.00014544328,-0.4081782102584839,0.0001,-0.0019133448189435852,375,0.10570982843637466
,,,2280,,,,-0.25009629,0.68,76,1.76,8791,0,,,,,,,,,,
1156,1.34,0,2310,-0.08994575764518231,2310,0.86,,,,,,,0.2,-1.1002811193466187,0.19171881973743438,0.0,7.284482e-05,0.1185917854309082,0.0001,-0.001712651633036444,380,0.089373379945755
,,,2310,,,,-0.22791152999999995,0.7,77,1.7,8905,0,,,,,,,,,,
1171,1.14,0,2340,-0.04783043331466615,2340,0.94,,,,,,,0.2,-1.0773245573043824,0.143788081407547,0.0,0.00022783478,0.04104053974151611,0.0001,-0.0028658441919834133,385,0.06259729713201523
,,,2340,,,,-0.23949686,0.68,78,1.74,9024,0,,,,,,,,,,
1190,1.2,0,2370,-0.09400267824996263,2370,0.9,,,,,,,0.2,-1.0507095813751222,0.35970320701599123,0.0,0.00014919043,-0.18928861618041992,0.0001,-0.00011828899405372795,390,0.17101775109767914
,,,2370,,,,-0.21079913,0.74,79,1.61,9137,0,,,,,,,,,,
1210,1.08,0,2400,-0.02727145133540034,2400,0.98,,,,,,,0.2,-1.03339684009552,0.22264573574066163,0.0,6.4776345e-05,0.17226946353912354,0.0001,-0.002125919198928727,395,0.09766688942909241
,,,2400,,,,-0.22463646,0.75,80,1.61,9236,0,,,,,,,,,,
1226,1.16,0,2430,-0.04804800031241029,2430,0.94,,,,,,,0.2,-1.018569016456604,0.15880841612815857,0.0,7.771055e-05,0.33296865224838257,0.0001,-0.001112399096988881,400,0.07777716219425201
,,,2430,,,,-0.25164288999999995,0.75,81,1.65,9339,0,,,,,,,,,,
1243,1.26,0,2460,-0.09124758856371046,2460,0.9,,,,,,,0.2,-1.0113348245620728,0.22449285089969634,0.0,8.5826716e-05,0.18361198902130127,0.0001,-0.0025509313416357316,405,0.10367153584957123
,,,2460,,,,-0.2583378,0.75,82,1.67,9449,0,,,,,,,,,,
1259,1.16,0,2490,-0.02882704191841185,2490,0.96,,,,,,,0.2,-1.003867268562317,0.24063340127468108,0.0,6.931623e-05,0.012613415718078613,0.0001,0.0001748740671125404,410,0.11230487376451492
,,,2490,,,,-0.30045530000000004,0.74,83,1.73,9549,0,,,,,,,,,,
1276,1.14,0,2520,-0.03131700704805553,2520,0.98,,,,,,,0.2,-0.997295880317688,0.21838941276073456,0.0,0.00012019475,0.1375829577445984,0.0001,-0.001771234403519628,415,0.09940783679485321
,,,2520,,,,-0.27629094000000004,0.76,84,1.7,9658,0,,,,,,,,,,
1293,1.28,0,2550,-0.11191452751401812,2550,0.9,,,,,,,0.2,-0.9846724748611451,0.15433567464351655,0.0,4.733801e-05,0.39789360761642456,0.0001,-0.0005667471846875216,420,0.07215702533721924
,,,2550,,,,-0.29168414,0.72,85,1.75,9767,0,,,,,,,,,,
1312,1.1,0,2580,-0.02895316726062447,2580,0.96,,,,,,,0.2,-0.9752150297164917,0.2540034830570221,0.0,1.5620391e-05,-0.19151067733764648,0.0001,-0.000655297837608515,425,0.11884324252605438
,,,2580,,,,-0.2572977,0.72,86,1.75,9873,0,,,,,,,,,,
1334,1.3,0,2610,-0.10986750178039074,2610,0.86,,,,,,,0.2,-0.9594559073448181,0.18204542696475984,0.0,3.39667e-05,-0.591699481010437,0.0001,0.0003611008275765215,430,0.07400928437709808
,,,2610,,,,-0.20933330000000006,0.76,87,1.65,9990,0,,,,,,,,,,
1348,1.26,0,2640,-0.12979735171422363,2640,0.88,,,,,,,0.2,-0.952650249004364,0.16395778954029083,0.0,1.5576681e-05,-0.07662427425384521,0.0001,-0.0006475516070107545,435,0.08196445554494858
,,,2640,,,,-0.24163288000000002,0.72,88,1.71,10100,0,,,,,,,,,,
1366,1.22,0,2670,-0.07020395706407725,2670,0.94,,,,,,,0.2,-0.9546126246452331,0.34458465576171876,0.0,9.204944e-06,0.25296252965927124,0.0001,0.0002683909701106657,440,0.1613292694091797
,,,2670,,,,-0.24311449999999998,0.72,89,1.68,10221,0,,,,,,,,,,
1386,1.26,0,2700,-0.07464855892118066,2700,0.9,,,,,,,0.2,-0.9556613683700561,0.2540255904197693,0.0,4.482269e-06,0.0754462480545044,0.0001,-6.311873500379761e-05,445,0.10816881060600281
,,,2700,,,,-0.22920075000000004,0.75,90,1.62,10340,0,,,,,,,,,,
1402,1.22,0,2730,-0.07276722562499344,2730,0.92,,,,,,,0.2,-0.9710539102554321,0.17466028928756713,0.0,3.6321082e-05,0.20002782344818115,0.0001,-0.0021685521048492975,450,0.08497073501348495
,,,2730,,,,-0.25573049999999997,0.73,91,1.66,10445,0,,,,,,,,,,
1419,1.3,0,2760,-0.10952178824227303,2760,0.88,,,,,,,0.2,-0.977830421924591,0.19691258072853088,0.0,0.00029912393,0.23010337352752686,0.0001,-0.0008195420108677353,455,0.09029936045408249
,,,2760,,,,-0.28382028,0.71,92,1.7,10564,0,,,,,,,,,,
1437,1.42,0,2790,-0.09905494779814035,2790,0.84,,,,,,,0.2,-0.9452514290809632,0.2248786985874176,0.0,3.631115e-05,0.21120411157608032,0.0001,-0.0012292198227569883,460,0.10557512193918228
,,,2790,,,,-0.27392447999999997,0.69,93,1.74,10692,0,,,,,,,,,,
1454,1.16,0,2820,-0.08795139097142965,2820,0.92,,,,,,,0.2,-0.9442992329597473,0.21829097270965575,0.0,4.1757026e-05,-0.1626758575439453,0.0001,-0.0006957199304210348,465,0.09307526797056198
,,,2820,,,,-0.23373939,0.72,94,1.7,10797,0,,,,,,,,,,
