env/current_idx,eval/mean_ep_length,env/completion_counter,time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,rollout/ep_rew_mean,rollout/success_rate,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss
3159,1.38,0,5610,-0.09312793144490569,5610,0.84,,,,,,,0.2,-0.35102126002311707,0.17501929998397828,0.0,5.785624e-06,0.18182313442230225,0.0001,-0.00027350266483461283,930,0.08404955267906189
,,,5610,,,,-0.21151303000000002,0.76,187,1.66,21399,0,,,,,,,,,,
3181,1.18,0,5640,-0.07152052899356931,5640,0.94,,,,,,,0.2,-0.34812712073326113,0.22901253402233124,0.0,1.9369523e-05,-0.15526986122131348,0.0001,-0.0007583391689696128,935,0.11189119517803192
,,,5640,,,,-0.22296413,0.76,188,1.66,21511,0,,,,,,,,,,
3201,1.24,0,5670,-0.090509969512932,5670,0.9,,,,,,,0.2,-0.34732708930969236,0.19520572423934937,0.0,2.1199385e-06,0.17954576015472412,0.0001,0.00021812001728278575,940,0.09472232311964035
,,,5670,,,,-0.24175527999999996,0.75,189,1.66,21619,0,,,,,,,,,,
3224,1.24,0,5700,-0.032649413598701355,5700,0.9,,,,,,,0.2,-0.3519769489765167,0.17131819128990172,0.0,1.8117826e-05,0.3103559613227844,0.0001,-0.0003117759981250856,945,0.08413290232419968
,,,5700,,,,-0.17596254000000003,0.82,190,1.5,21749,0,,,,,,,,,,
3239,1.32,0,5730,-0.11312550555914641,5730,0.9,,,,,,,0.2,-0.3547235786914825,0.10849063694477082,0.0,2.5629998e-07,0.41683661937713623,0.0001,3.880043897268593e-05,950,0.051640335470438004
,,,5730,,,,-0.19983644000000006,0.81,191,1.54,21872,0,,,,,,,,,,
3255,1.18,0,5760,-0.07146143306978046,5760,0.92,,,,,,,0.2,-0.35792707204818724,0.26191346645355223,0.0,8.106232e-07,0.020242750644683838,0.0001,3.856460168503162e-05,955,0.1286286860704422
,,,5760,,,,-0.23396920000000002,0.79,192,1.58,21989,0,,,,,,,,,,
3273,1.2,0,5790,-0.09114409446250647,5790,0.92,,,,,,,0.2,-0.3600126147270203,0.18604852855205536,0.0,2.257029e-06,0.32862526178359985,0.0001,-0.00011520186841735835,960,0.08665619790554047
,,,5790,,,,-0.25246096,0.76,193,1.63,22103,0,,,,,,,,,,
3291,1.34,0,5820,-0.15151239442639053,5820,0.86,,,,,,,0.2,-0.36291781067848206,0.1958929717540741,0.0,1.1920929e-07,0.1298784613609314,0.0001,-1.0634213599036712e-06,965,0.09394311904907227
,,,5820,,,,-0.27297384999999996,0.74,194,1.67,22226,0,,,,,,,,,,
3310,1.12,0,5850,-0.07027701097540558,5850,0.94,,,,,,,0.2,-0.3630770206451416,0.18452041149139403,0.0,7.3393185e-06,0.26296311616897583,0.0001,-0.00033280491916229946,970,0.08827243745326996
,,,5850,,,,-0.24339915,0.75,195,1.66,22334,0,,,,,,,,,,
3327,1.24,0,5880,-0.10892359398771077,5880,0.9,,,,,,,0.2,-0.3593910992145538,0.1904425650835037,0.0,4.2657057e-06,0.4352450370788574,0.0001,-1.327276200555616e-05,975,0.0886356458067894
,,,5880,,,,-0.28841451,0.72,196,1.73,22449,0,,,,,,,,,,
3338,1.18,0,5910,-0.06822582941967995,5910,0.92,,,,,,,0.2,-0.3554087817668915,0.13235906958580018,0.0,1.6450882e-06,0.5010242462158203,0.0001,-5.398988621898582e-05,980,0.06423310190439224
,,,5910,,,,-0.33002181999999997,0.66,197,1.82,22552,0,,,,,,,,,,
3357,1.2,0,5940,-0.049866339205764235,5940,0.94,,,,,,,0.2,-0.3518166244029999,0.23034595549106598,0.0,1.6232332e-06,-0.12840867042541504,0.0001,-1.3976891799316604e-05,985,0.10892500728368759
,,,5940,,,,-0.31921257000000003,0.67,198,1.78,22662,0,,,,,,,,,,
3372,1.34,0,5970,-0.09062819727696478,5970,0.86,,,,,,,0.2,-0.3490868926048279,0.24623631536960602,0.0,3.576279e-08,0.08511388301849365,0.0001,-1.289447160779389e-06,990,0.12225870788097382
,,,5970,,,,-0.33084167999999997,0.64,199,1.83,22781,0,,,,,,,,,,
3388,1.36,0,6000,-0.13481956673320383,6000,0.86,,,,,,,0.2,-0.34795538783073426,0.24665344655513763,0.0,6.959836e-06,-0.017483949661254883,0.0001,-0.0004205731520778855,995,0.11714877188205719
,,,6000,,,,-0.35331432000000007,0.62,200,1.87,22901,0,,,,,,,,,,
3406,1.3,0,6030,-0.0926334415981546,6030,0.9,,,,,,,0.2,-0.3429773569107056,0.28052169680595396,0.0,1.8848976e-05,-0.23428356647491455,0.0001,-0.00034834184897292175,1000,0.13018132746219635
,,,6030,,,,-0.35628656,0.62,201,1.87,23015,0,,,,,,,,,,
3427,1.26,0,6060,-0.10927841140888632,6060,0.88,,,,,,,0.2,-0.3386247992515564,0.13893248736858368,0.0,3.557205e-05,0.3859015107154846,0.0001,-0.0007977100337548393,1005,0.06523452699184418
,,,6060,,,,-0.31034369999999994,0.65,202,1.8,23125,0,,,,,,,,,,
3443,1.12,0,6090,-0.027913572737015783,6090,0.96,,,,,,,0.2,-0.33064394593238833,0.1423245131969452,0.0,8.34465e-07,0.28340649604797363,0.0001,-5.815426490585196e-07,1010,0.06890025734901428
,,,6090,,,,-0.25514859,0.7,203,1.71,23235,0,,,,,,,,,,
3467,1.32,0,6120,-0.07069703952409327,6120,0.9,,,,,,,0.2,-0.326109379529953,0.1846429795026779,0.0,9.099642e-07,0.1243019700050354,0.0001,2.383510230465902e-05,1015,0.08818486332893372
,,,6120,,,,-0.21383512999999998,0.74,204,1.61,23361,0,,,,,,,,,,
3488,1.18,0,6150,-0.04898064758628607,6150,0.94,,,,,,,0.2,-0.32428213953971863,0.07052389234304428,0.0,0.0,0.48574256896972656,0.0001,-2.4159749028029865e-07,1020,0.034105222672224045
,,,6150,,,,-0.16901685,0.8,205,1.5,23470,0,,,,,,,,,,
3510,1.32,0,6180,-0.09045684743672609,6180,0.88,,,,,,,0.2,-0.32460430860519407,0.13214434087276458,0.0,3.0100346e-06,0.3623442053794861,0.0001,-0.00011934518496374835,1025,0.062432605773210526
,,,6180,,,,-0.15904717000000002,0.82,206,1.46,23586,0,,,,,,,,,,
3530,1.14,0,6210,-0.048573828004300594,6210,0.96,,,,,,,0.2,-0.3284601330757141,0.20162499845027923,0.0,2.326568e-05,-0.10663008689880371,0.0001,-0.0008272174637141916,1030,0.09692897647619247
,,,6210,,,,-0.17410334000000002,0.83,207,1.45,23708,0,,,,,,,,,,
3546,1.26,0,6240,-0.07130530846770852,6240,0.9,,,,,,,0.2,-0.33608344197273254,0.14132360517978668,0.0,6.458759e-05,0.46377676725387573,0.0001,-0.0016543491417536416,1035,0.0657925233244896
,,,6240,,,,-0.20602566,0.81,208,1.46,23827,0,,,,,,,,,,
3564,1.18,0,6270,-0.048654144667088985,6270,0.94,,,,,,,0.2,-0.3441223978996277,0.2071885347366333,0.0,4.7729412e-05,0.46265673637390137,0.0001,0.0010790646169340334,1040,0.0975673720240593
,,,6270,,,,-0.23654451999999995,0.79,209,1.53,23939,0,,,,,,,,,,
3581,1.38,0,6300,-0.1161839547753334,6300,0.84,,,,,,,0.2,-0.3474022388458252,0.1885313481092453,0.0,2.3506085e-05,0.23006397485733032,0.0001,-0.0007914737996181032,1045,0.0901908278465271
,,,6300,,,,-0.27173027,0.76,210,1.59,24054,0,,,,,,,,,,
3598,1.32,0,6330,-0.05049382396042347,6330,0.9,,,,,,,0.2,-0.343910276889801,0.22263859510421752,0.0,9.1393787e-07,0.13119769096374512,0.0001,2.4481614310900566e-06,1050,0.10683026909828186
,,,6330,,,,-0.31334973,0.72,211,1.66,24165,0,,,,,,,,,,
3617,1.24,0,6360,-0.10974228716921061,6360,0.9,,,,,,,0.2,-0.342173171043396,0.16465751826763153,0.0,2.1072228e-05,0.27562612295150757,0.0001,-0.00037407596750789197,1055,0.0786750316619873
,,,6360,,,,-0.30666272,0.71,212,1.7,24275,0,,,,,,,,,,
3638,1.3,0,6390,-0.11881996662355959,6390,0.86,,,,,,,0.2,-0.3387624680995941,0.17446503341197966,0.0,1.2298425e-06,0.3659294843673706,0.0001,-2.643346801036728e-05,1060,0.08245542645454407
,,,6390,,,,-0.26487406,0.75,213,1.66,24394,0,,,,,,,,,,
3659,1.14,0,6420,-0.06794299002736807,6420,0.94,,,,,,,0.2,-0.33681893944740293,0.1925199329853058,0.0,7.589658e-07,0.11298179626464844,0.0001,0.00037944356988504067,1065,0.08590169996023178
,,,6420,,,,-0.21042839999999996,0.79,214,1.58,24515,0,,,,,,,,,,
3675,1.32,0,6450,-0.1303871298301965,6450,0.84,,,,,,,0.2,-0.3374801278114319,0.15214087069034576,0.0,6.822745e-06,0.1140967607498169,0.0001,-0.00015256106739514053,1070,0.07177028059959412
,,,6450,,,,-0.24189028000000004,0.76,215,1.63,24623,0,,,,,,,,,,
3691,1.24,0,6480,-0.07016007328871637,6480,0.92,,,,,,,0.2,-0.3341279447078705,0.37284728288650515,0.0,1.6679367e-05,0.009473800659179688,0.0001,-0.0005112000364654534,1075,0.18706533312797546
,,,6480,,,,-0.23388204999999998,0.77,216,1.62,24728,0,,,,,,,,,,
3708,1.08,0,6510,-0.04723835293669253,6510,0.96,,,,,,,0.2,-0.33115795254707336,0.20511915683746337,0.0,2.1855037e-08,0.3866230249404907,0.0001,2.2207895308667958e-05,1080,0.09455465525388718
,,,6510,,,,-0.23295117,0.75,217,1.63,24831,0,,,,,,,,,,
3724,1.28,0,6540,-0.09020430852659046,6540,0.88,,,,,,,0.2,-0.3312500178813934,0.19489502608776094,0.0,0.0,0.08802127838134766,0.0001,-7.861852463264541e-07,1085,0.09177441149950027
,,,6540,,,,-0.27754407,0.72,218,1.69,24943,0,,,,,,,,,,
3743,1.28,0,6570,-0.11115550857968629,6570,0.88,,,,,,,0.2,-0.3314836859703064,0.20523802042007447,0.0,0.0,0.24056828022003174,0.0001,-2.1020571061569626e-07,1090,0.09933488070964813
,,,6570,,,,-0.30715270000000006,0.68,219,1.75,25056,0,,,,,,,,,,
3757,1.18,0,6600,-0.02897762495558709,6600,0.94,,,,,,,0.2,-0.3313581466674805,0.2669818103313446,0.0,8.1459683e-07,0.1779160499572754,0.0001,-0.0001025088669120322,1095,0.13332785665988922
,,,6600,,,,-0.34569972000000004,0.63,220,1.84,25157,0,,,,,,,,,,
3774,1.2,0,6630,-0.07039426947478206,6630,0.94,,,,,,,0.2,-0.33100525140762327,0.26552957892417905,0.0,3.0815602e-06,-0.17205750942230225,0.0001,-0.00014325539067305826,1100,0.12752500176429749
,,,6630,,,,-0.3303906000000001,0.65,221,1.81,25259,0,,,,,,,,,,
3797,1.12,0,6660,-0.051208758181892335,6660,0.96,,,,,,,0.2,-0.33447969555854795,0.15903558135032653,0.0,4.43697e-05,0.34464699029922485,0.0001,-0.0013073086660977395,1105,0.07411592453718185
,,,6660,,,,-0.26757812,0.71,222,1.67,25367,0,,,,,,,,,,
3816,1.18,0,6690,-0.08867170587647706,6690,0.92,,,,,,,0.2,-0.3425782024860382,0.21669193208217621,0.0,5.0109626e-05,0.23018205165863037,0.0001,-6.128112467784774e-05,1110,0.1008298471570015
,,,6690,,,,-0.26508482,0.72,223,1.66,25474,0,,,,,,,,,,
3837,1.2,0,6720,-0.05017692751251161,6720,0.94,,,,,,,0.2,-0.34701388478279116,0.22532308995723724,0.0,1.7126401e-06,-0.1391979455947876,0.0001,0.0002284638162624919,1115,0.11014975607395172
,,,6720,,,,-0.22748128999999997,0.77,224,1.57,25583,0,,,,,,,,,,
3860,1.22,0,6750,-0.0704798715468496,6750,0.92,,,,,,,0.2,-0.3461768627166748,0.14948297739028932,0.0,1.9868216e-08,0.35149526596069336,0.0001,-3.3390522080622986e-06,1120,0.07249033451080322
,,,6750,,,,-0.18510276,0.82,225,1.45,25688,0,,,,,,,,,,
3877,1.26,0,6780,-0.11228986392263324,6780,0.9,,,,,,,0.2,-0.34756249785423277,0.13341368436813356,0.0,1.565218e-05,0.3676849603652954,0.0001,-0.00034591674610595646,1125,0.06399615108966827
,,,6780,,,,-0.17112606,0.82,226,1.43,25794,0,,,,,,,,,,
3895,1.1,0,6810,-0.0074103665444999935,6810,1.0,,,,,,,0.2,-0.3519985854625702,0.18191978931427003,0.0,1.05043255e-05,0.24018466472625732,0.0001,-0.00033945600191760407,1130,0.08792213350534439
,,,6810,,,,-0.20783859999999998,0.78,227,1.52,25892,0,,,,,,,,,,
3914,1.26,0,6840,-0.11142400899901986,6840,0.9,,,,,,,0.2,-0.35750778913497927,0.19362178444862366,0.0,1.6431014e-06,0.15294671058654785,0.0001,-0.00011894504484502021,1135,0.09467162191867828
,,,6840,,,,-0.19779625000000003,0.78,228,1.55,26000,0,,,,,,,,,,
3934,1.4,0,6870,-0.13182942091487349,6870,0.86,,,,,,,0.2,-0.35560709834098814,0.13659584671258926,0.0,1.0550023e-06,0.3000236749649048,0.0001,-3.6237636692249e-05,1140,0.06228575482964516
,,,6870,,,,-0.20830416,0.78,229,1.55,26120,0,,,,,,,,,,
3954,1.2,0,6900,-0.06932926623616367,6900,0.94,,,,,,,0.2,-0.3540935695171356,0.20397147238254548,0.0,1.8676123e-07,0.28639793395996094,0.0001,-2.04225390671553e-05,1145,0.10185723751783371
,,,6900,,,,-0.20003866000000003,0.77,230,1.59,26234,0,,,,,,,,,,
3966,1.42,0,6930,-0.1550636675581336,6930,0.82,,,,,,,0.2,-0.3532529056072235,0.13002105057239532,0.0,6.0757e-06,0.20381152629852295,0.0001,-0.0002642530252099817,1150,0.06279931962490082
,,,6930,,,,-0.25264627000000006,0.73,231,1.69,26349,0,,,,,,,,,,
3984,1.3,0,6960,-0.11035456695593894,6960,0.9,,,,,,,0.2,-0.34934929609298704,0.32080876231193545,0.0,5.4816405e-06,0.24208736419677734,0.0001,0.000455924280686304,1155,0.15632884204387665
,,,6960,,,,-0.22830331,0.75,232,1.66,26459,0,,,,,,,,,,
4003,1.3,0,6990,-0.029701851420104505,6990,0.92,,,,,,,0.2,-0.3467852234840393,0.12712841033935546,0.0,2.9782454e-06,0.4202944040298462,0.0001,-8.608519659283331e-05,1160,0.05902719125151634
,,,6990,,,,-0.25911982,0.72,233,1.68,26574,0,,,,,,,,,,
4020,1.18,0,7020,-0.04902242224197835,7020,0.94,,,,,,,0.2,-0.347058093547821,0.15906933546066285,0.0,1.4497837e-05,0.26346200704574585,0.0001,-0.00047619223691661714,1165,0.0748276636004448
,,,7020,,,,-0.27042674,0.71,234,1.7,26682,0,,,,,,,,,,
4038,1.3,0,7050,-0.0933634257595986,7050,0.9,,,,,,,0.2,-0.3520567774772644,0.1965559482574463,0.0,1.6609828e-06,0.16237521171569824,0.0001,-3.9180120681336914e-05,1170,0.09599592536687851
,,,7050,,,,-0.27367613,0.68,235,1.76,26791,0,,,,,,,,,,
4058,1.4,0,7080,-0.11292102329898626,7080,0.86,,,,,,,0.2,-0.3575379967689514,0.24135705530643464,0.0,4.172325e-07,-0.14467811584472656,0.0001,1.2795130661658049e-07,1175,0.11416050046682358
,,,7080,,,,-0.25104392,0.71,236,1.71,26902,0,,,,,,,,,,
4074,1.26,0,7110,-0.0933467252459377,7110,0.9,,,,,,,0.2,-0.3619730591773987,0.1341052994132042,0.0,4.2359034e-06,0.1828557252883911,0.0001,-0.00012157301399113862,1180,0.062096476554870605
,,,7110,,,,-0.23400263000000002,0.72,237,1.67,27010,0,,,,,,,,,,
4089,1.22,0,7140,-0.04834311330225319,7140,0.92,,,,,,,0.2,-0.3668487071990967,0.23859066963195802,0.0,3.9776164e-06,0.24754297733306885,0.0001,-7.296363415658647e-05,1185,0.12056874483823776
,,,7140,,,,-0.24894119999999997,0.71,238,1.69,27122,0,,,,,,,,,,
4109,1.1,0,7170,-0.027312916680239142,7170,0.98,,,,,,,0.2,-0.36925566792488096,0.2358110338449478,0.0,6.3379605e-07,0.20889556407928467,0.0001,-6.591518809742069e-05,1190,0.11135517805814743
,,,7170,,,,-0.22283793000000002,0.72,239,1.67,27223,0,,,,,,,,,,
4129,1.32,0,7200,-0.1316401204559952,7200,0.86,,,,,,,0.2,-0.36890023946762085,0.14314045011997223,0.0,5.139907e-06,0.10669726133346558,0.0001,-0.00026796538945461634,1195,0.07091844081878662
,,,7200,,,,-0.21886919000000002,0.74,240,1.62,27336,0,,,,,,,,,,
4146,1.24,0,7230,-0.07053338948637247,7230,0.94,,,,,,,0.2,-0.3654256045818329,0.19819753170013427,0.0,2.8947989e-06,0.2223745584487915,0.0001,0.00011340339983370029,1200,0.09649062156677246
,,,7230,,,,-0.23861448999999996,0.73,241,1.66,27454,0,,,,,,,,,,
4166,1.22,0,7260,-0.0694763820245862,7260,0.92,,,,,,,0.2,-0.3674779415130615,0.15126009285449982,0.0,8.5532665e-06,0.30300700664520264,0.0001,-0.0003712336183525622,1205,0.07098406553268433
,,,7260,,,,-0.22356327999999998,0.74,242,1.61,27569,0,,,,,,,,,,
4183,1.26,0,7290,-0.0917663310514763,7290,0.9,,,,,,,0.2,-0.3669058620929718,0.13234816789627074,0.0,6.280343e-06,0.3666546940803528,0.0001,-0.000369941980558508,1210,0.06490844488143921
,,,7290,,,,-0.23380487,0.73,243,1.64,27680,0,,,,,,,,,,
4199,1.22,0,7320,-0.06965687536168844,7320,0.92,,,,,,,0.2,-0.35983137488365174,0.28003143072128295,0.0,9.338061e-07,-0.03675401210784912,0.0001,4.696846062302029e-07,1215,0.1333152800798416
,,,7320,,,,-0.24886834,0.72,244,1.66,27794,0,,,,,,,,,,
4217,1.26,0,7350,-0.08972920961212366,7350,0.9,,,,,,,0.2,-0.3547004580497742,0.19080376327037812,0.0,1.5892585e-05,0.17912638187408447,0.0001,-0.0007019996598444323,1220,0.09050140529870987
,,,7350,,,,-0.26954579,0.73,245,1.66,27900,0,,,,,,,,,,
4237,1.32,0,7380,-0.09268483743537217,7380,0.86,,,,,,,0.2,-0.3641402840614319,0.240939462184906,0.0,9.584427e-06,-0.08925879001617432,0.0001,2.0290414735057993e-05,1225,0.11598470062017441
,,,7380,,,,-0.27429712999999994,0.73,246,1.65,28017,0,,,,,,,,,,
4254,1.26,0,7410,-0.03101390043273568,7410,0.88,,,,,,,0.2,-0.35160059332847593,0.2016699105501175,0.0,3.9349e-05,0.24839365482330322,0.0001,-0.001992895605508238,1230,0.09429262578487396
,,,7410,,,,-0.29527144,0.71,247,1.69,28133,0,,,,,,,,,,
4274,1.34,0,7440,-0.09415060529019684,7440,0.86,,,,,,,0.2,-0.3432373344898224,0.172228541970253,0.0,2.8683742e-05,0.25283920764923096,0.0001,-9.90192114841193e-05,1235,0.08383779227733612
,,,7440,,,,-0.26076845000000004,0.76,248,1.62,28248,0,,,,,,,,,,
4299,1.3,0,7470,-0.09108624143060297,7470,0.88,,,,,,,0.2,-0.33854825496673585,0.1510682761669159,0.0,2.4636586e-07,0.4225803017616272,0.0001,-3.287792231621012e-06,1240,0.071902334690094
,,,7470,,,,-0.21747918999999996,0.8,249,1.51,28366,0,,,,,,,,,,
4315,1.24,0,7500,-0.0887349446117878,7500,0.9,,,,,,,0.2,-0.3354279935359955,0.11102998405694961,0.0,1.1920929e-07,0.3855319619178772,0.0001,-3.202756211351243e-07,1245,0.049796637147665024
,,,7500,,,,-0.21837740999999994,0.78,250,1.52,28481,0,,,,,,,,,,
4331,1.14,0,7530,-0.06754436324816197,7530,0.94,,,,,,,0.2,-0.33451431393623354,0.1518233984708786,0.0,6.24458e-06,0.353049099445343,0.0001,-0.0002327470010397903,1250,0.07329321652650833
,,,7530,,,,-0.21984123,0.77,251,1.56,28587,0,,,,,,,,,,
4352,1.1,0,7560,-0.04754768024664372,7560,0.96,,,,,,,0.2,-0.33740038275718687,0.2926397085189819,0.0,1.6659498e-05,-0.031612515449523926,0.0001,-0.00029622196918346335,1255,0.14123140275478363
,,,7560,,,,-0.21000256999999994,0.78,252,1.53,28694,0,,,,,,,,,,
4368,1.28,0,7590,-0.1101706940913573,7590,0.88,,,,,,,0.2,-0.34120904803276064,0.1358716994524002,0.0,1.7881393e-07,0.39257848262786865,0.0001,-2.9404958468148834e-07,1260,0.06341122835874557
,,,7590,,,,-0.23277353,0.75,253,1.58,28801,0,,,,,,,,,,
4388,1.54,0,7620,-0.19389537542127072,7620,0.74,,,,,,,0.2,-0.3441218316555023,0.21101515591144562,0.0,5.654494e-06,0.2343171238899231,0.0001,-0.00031529655117381596,1265,0.09865546971559525
,,,7620,,,,-0.23717964000000002,0.75,254,1.61,28935,0,,,,,,,,,,
4407,1.18,0,7650,-0.04899891141336411,7650,0.92,,,,,,,0.2,-0.3484331786632538,0.2156207263469696,0.0,2.049605e-05,0.10245347023010254,0.0001,-0.0008666982525028288,1270,0.1062946692109108
