env/current_idx,eval/mean_ep_length,eval/mean_reward,env/completion_counter,env/n_steps,eval/success_rate,time/total_timesteps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/n_updates
14,1.34,-0.11733435007277876,0,30,0.86,30,,,,,,,,,,,,,,,,
,,,,,,30,0.38461538461538464,1,141,-0.6854543076923076,0,2.230769230769231,,,,,,,,,,
28,1.28,-0.13162433532066642,0,60,0.86,60,,,,,,,0.0,-0.07653307914733887,-0.002396215357197207,0.34373360574245454,0.2,0.0915873572230339,0.0001,4.398624e-05,-1.9458943367004395,5
,,,,,,60,0.4444444444444444,2,254,-0.5938984074074075,0,2.1481481481481484,,,,,,,,,,
40,1.2,-0.06966005697380752,0,90,0.94,90,,,,,,,0.0,-0.43081820011138916,-0.0016356108772258792,0.3296030580997467,0.2,0.153282031416893,0.0001,2.3029248e-05,-1.9458383798599244,10
,,,,,,90,0.38461538461538464,3,362,-0.640341846153846,0,2.3076923076923075,,,,,,,,,,
52,1.46,-0.19390466324053704,0,120,0.8,120,,,,,,,0.0,-0.3464329242706299,-0.0010926775203552452,0.25174011290073395,0.2,0.11195024102926254,0.0001,2.3388862e-05,-1.9457439661026001,15
,,,,,,120,0.37254901960784315,4,491,-0.6502183921568626,0,2.3529411764705883,,,,,,,,,,
67,1.42,-0.17266597341746093,0,150,0.82,150,,,,,,,0.0,-0.3501321077346802,-0.0003081246222669698,0.2802059918642044,0.2,0.12261071056127548,0.0001,7.112821e-06,-1.9456879854202271,20
,,,,,,150,0.42424242424242425,5,620,-0.5629638030303031,0,2.257575757575758,,,,,,,,,,
82,1.5,-0.19378900084178896,0,180,0.78,180,,,,,,,0.0,-0.3110344409942627,-0.001195636987298343,0.3261487126350403,0.2,0.13580437004566193,0.0001,1.2556712e-05,-1.9455807685852051,25
,,,,,,180,0.4444444444444444,6,740,-0.5505241481481482,0,2.197530864197531,,,,,,,,,,
96,1.4,-0.13682998610660435,0,210,0.82,210,,,,,,,0.0,-0.374531626701355,-0.000874285290871768,0.3527580499649048,0.2,0.1707543134689331,0.0001,2.0035108e-05,-1.9453790664672852,30
,,,,,,210,0.45263157894736844,7,852,-0.5339773578947369,0,2.2,,,,,,,,,,
110,1.36,-0.11358416902367026,0,240,0.84,240,,,,,,,0.0,-0.3555203676223755,-0.0008010339899918506,0.3152428150177002,0.2,0.14426164329051971,0.0001,1.3029576e-05,-1.9451743841171265,35
,,,,,,240,0.45,8,966,-0.54615729,0,2.21,,,,,,,,,,
125,1.5,-0.21729559167753906,0,270,0.76,270,,,,,,,0.0,-0.17023658752441406,-0.000817724862523761,0.32353768944740297,0.2,0.1274813562631607,0.0001,1.7929076e-05,-1.9449475049972533,40
,,,,,,270,0.47,9,1088,-0.52106398,0,2.16,,,,,,,,,,
137,1.26,-0.06993022662121802,0,300,0.9,300,,,,,,,0.0,-0.12012088298797607,-0.0011906520572178892,0.2724660038948059,0.2,0.13204577565193176,0.0001,2.824068e-05,-1.944680881500244,45
,,,,,,300,0.47,10,1198,-0.51467783,0,2.16,,,,,,,,,,
152,1.32,-0.09129549969919026,0,330,0.88,330,,,,,,,0.0,-0.27493488788604736,-0.0003945616987767409,0.2681179404258728,0.2,0.1253431886434555,0.0001,1.356403e-05,-1.944402813911438,50
,,,,,,330,0.49,11,1312,-0.49940759999999995,0,2.1,,,,,,,,,,
165,1.42,-0.11361922834068537,0,360,0.84,360,,,,,,,0.0,-0.04815053939819336,-0.0002698699597388554,0.21036527454853057,0.2,0.09686771780252457,0.0001,7.164478e-06,-1.9443970441818237,55
,,,,,,360,0.47,12,1444,-0.5374164800000001,0,2.14,,,,,,,,,,
178,1.2,-0.04962791594211012,0,390,0.9,390,,,,,,,0.0,-0.12236225605010986,-0.0007463586270269218,0.286373496055603,0.2,0.1354593187570572,0.0001,1.3446808e-05,-1.9441061735153198,60
,,,,,,390,0.47,13,1553,-0.53065394,0,2.17,,,,,,,,,,
193,1.28,-0.11323456686921418,0,420,0.88,420,,,,,,,0.0,-0.317446231842041,-0.0018459165430005698,0.30403265357017517,0.2,0.1391107439994812,0.0001,3.0426185e-05,-1.943984055519104,65
,,,,,,420,0.48,14,1664,-0.5308269099999999,0,2.14,,,,,,,,,,
206,1.2,-0.06986060854047536,0,450,0.92,450,,,,,,,0.0,0.024218499660491943,-0.0018806190920683142,0.24520492553710938,0.2,0.11103200167417526,0.0001,6.19928e-05,-1.9436700820922852,70
,,,,,,450,0.47,15,1772,-0.5234428600000001,0,2.17,,,,,,,,,,
219,1.22,-0.07034123800694943,0,480,0.9,480,,,,,,,0.0,0.014736950397491455,-0.0023272986873053014,0.23235876858234406,0.2,0.10512854158878326,0.0001,9.117126e-05,-1.9429086685180663,75
,,,,,,480,0.45,16,1881,-0.54488414,0,2.22,,,,,,,,,,
232,1.2,-0.06879880061373114,0,510,0.94,510,,,,,,,0.0,-0.21391785144805908,-0.00044819573192693695,0.2661996155977249,0.2,0.12212782353162766,0.0001,6.9652e-05,-1.9414472818374633,80
,,,,,,510,0.44,17,1990,-0.5335016199999999,0,2.26,,,,,,,,,,
243,1.12,-0.0075195884983986615,0,540,0.96,540,,,,,,,0.0,-0.05652761459350586,-0.0027003269161407937,0.2639506280422211,0.2,0.11708313971757889,0.0001,8.7853274e-05,-1.9400835990905763,85
,,,,,,540,0.43,18,2098,-0.54031024,0,2.28,,,,,,,,,,
256,1.26,-0.129347003987059,0,570,0.88,570,,,,,,,0.0,-0.08605706691741943,-0.0013716081564780324,0.3085338771343231,0.2,0.14066915214061737,0.0001,0.00010275046,-1.938396430015564,90
,,,,,,570,0.41,19,2219,-0.5659368699999999,0,2.31,,,,,,,,,,
273,1.2,-0.05122602638788521,0,600,0.92,600,,,,,,,0.0,-0.0484006404876709,-0.0006773559347493574,0.18738462626934052,0.2,0.0855560228228569,0.0001,4.957517e-05,-1.9363795280456544,95
,,,,,,600,0.44,20,2337,-0.526319,0,2.23,,,,,,,,,,
284,1.32,-0.0927305721770972,0,630,0.86,630,,,,,,,0.0,0.07192009687423706,-0.002658299800629438,0.28839194774627686,0.2,0.1337861269712448,0.0001,7.8340374e-05,-1.9358083486557007,100
,,,,,,630,0.4,21,2459,-0.58531253,0,2.29,,,,,,,,,,
298,1.2,-0.07104569297283887,0,660,0.94,660,,,,,,,0.0,0.2168307900428772,-0.0024493937101215833,0.13033035546541213,0.2,0.05508331209421158,0.0001,8.0670914e-05,-1.9348240137100219,105
,,,,,,660,0.42,22,2574,-0.57956996,0,2.25,,,,,,,,,,
313,1.16,-0.047756952065974474,0,690,0.92,690,,,,,,,0.0,-0.2577221393585205,-0.0017068397967769044,0.24186525046825408,0.2,0.11059654504060745,0.0001,9.286801e-05,-1.9336392641067506,110
,,,,,,690,0.41,23,2685,-0.59737592,0,2.25,,,,,,,,,,
326,1.22,-0.08899125597905368,0,720,0.9,720,,,,,,,0.0,0.30464351177215576,-0.005205835566545858,0.13379636108875276,0.2,0.05260387063026428,0.0001,0.00020657778,-1.9309152841567994,115
,,,,,,720,0.41,24,2802,-0.5949294700000001,0,2.25,,,,,,,,,,
340,1.16,-0.028095199503004552,0,750,0.94,750,,,,,,,0.0,-0.000500798225402832,-0.0011383110533157881,0.2948416888713837,0.2,0.13187021017074585,0.0001,0.00016208291,-1.9269600868225099,120
,,,,,,750,0.43,25,2924,-0.60384839,0,2.2,,,,,,,,,,
354,1.2,-0.029391734176315368,0,780,0.96,780,,,,,,,0.0,-0.06437313556671143,-0.004975569508970068,0.23959426283836366,0.2,0.10475409030914307,0.0001,0.000173376,-1.9238474130630494,125
,,,,,,780,0.45,26,3033,-0.6014654600000001,0,2.17,,,,,,,,,,
367,1.36,-0.13271144061349333,0,810,0.84,810,,,,,,,0.0,0.16157692670822144,-0.0020366178569389604,0.17315332889556884,0.2,0.07697732746601105,0.0001,0.00019110044,-1.9178490400314332,130
,,,,,,810,0.45,27,3148,-0.6133883199999999,0,2.2,,,,,,,,,,
379,1.08,-0.02764272513333708,0,840,0.98,840,,,,,,,0.0,0.12639868259429932,-0.004759276360273646,0.20122182965278626,0.2,0.0861145555973053,0.0001,0.000246948,-1.9117718458175659,135
,,,,,,840,0.44,28,3255,-0.6096514599999999,0,2.23,,,,,,,,,,
391,1.14,-0.04763021489139646,0,870,0.96,870,,,,,,,0.0,-0.10044395923614502,-0.0021767032472416402,0.25922590494155884,0.2,0.11815638840198517,0.0001,0.00018480023,-1.9043317079544066,140
,,,,,,870,0.42,29,3364,-0.62993329,0,2.25,,,,,,,,,,
403,1.34,-0.09272747095674276,0,900,0.86,900,,,,,,,0.0,-0.9045814275741577,-0.002390617212125079,0.21340586841106415,0.2,0.09852173924446106,0.0001,0.00018904805,-1.8968040704727174,145
,,,,,,900,0.41,30,3487,-0.62711194,0,2.27,,,,,,,,,,
418,1.18,-0.028725128201767803,0,930,0.92,930,,,,,,,0.0,0.052251338958740234,-0.0006361875980896769,0.20870437920093537,0.2,0.09481676667928696,0.0001,0.00012452602,-1.889394998550415,150
,,,,,,930,0.39,31,3604,-0.63334381,0,2.31,,,,,,,,,,
431,1.3,-0.11163015891797841,0,960,0.88,960,,,,,,,0.0,0.011348128318786621,-0.0008712275850115247,0.33620365858078005,0.2,0.14767545461654663,0.0001,8.781751e-05,-1.8859339237213135,155
,,,,,,960,0.41,32,3720,-0.59955354,0,2.27,,,,,,,,,,
444,1.34,-0.09653270862530917,0,990,0.86,990,,,,,,,0.0,-0.09407258033752441,-0.0008719086477989357,0.28337630033493044,0.2,0.1311749964952469,0.0001,6.878376e-05,-1.8814472198486327,160
,,,,,,990,0.38,33,3865,-0.60994206,0,2.32,,,,,,,,,,
457,1.2,-0.031020608125254513,0,1020,0.92,1020,,,,,,,0.0,-0.04074537754058838,-0.0005468094183989081,0.29857460260391233,0.2,0.142629012465477,0.0001,7.133484e-05,-1.8784966230392457,165
,,,,,,1020,0.4,34,3974,-0.56106731,0,2.31,,,,,,,,,,
469,1.3,-0.09093770382925868,0,1050,0.9,1050,,,,,,,0.0,0.025385737419128418,-0.0007456362127170379,0.24417833089828492,0.2,0.1097196564078331,0.0001,3.0708314e-05,-1.874865961074829,170
,,,,,,1050,0.36,35,4095,-0.58686328,0,2.35,,,,,,,,,,
482,1.4,-0.11452980633359403,0,1080,0.84,1080,,,,,,,0.0,-0.02052927017211914,-0.0008733034365771885,0.2429114192724228,0.2,0.10813549906015396,0.0001,2.9081106e-05,-1.8721574068069458,175
,,,,,,1080,0.38,36,4224,-0.5493387999999999,0,2.32,,,,,,,,,,
498,1.32,-0.14978798558935524,0,1110,0.86,1110,,,,,,,0.0,-0.11469912528991699,8.55906821918495e-05,0.37877950072288513,0.2,0.18461282551288605,0.0001,2.676646e-05,-1.8704213857650758,180
,,,,,,1110,0.44,37,4339,-0.45309325999999994,0,2.2,,,,,,,,,,
511,1.12,-0.02819787556771189,0,1140,0.96,1140,,,,,,,0.0,0.19810378551483154,-0.0006353123977411279,0.23861666321754454,0.2,0.10291822999715805,0.0001,2.0476182e-05,-1.8733039617538452,185
,,,,,,1140,0.43,38,4441,-0.44112464,0,2.24,,,,,,,,,,
525,1.24,-0.0291928022261709,0,1170,0.9,1170,,,,,,,0.0,-0.11560320854187012,-0.0005871685577830022,0.24234399795532227,0.2,0.1154787689447403,0.0001,2.2345781e-05,-1.8673904895782472,190
,,,,,,1170,0.44,39,4547,-0.48262636999999997,0,2.23,,,,,,,,,,
537,1.12,-0.02778714390937239,0,1200,0.96,1200,,,,,,,0.0,0.16416746377944946,0.00046013672603280044,0.29938446879386904,0.2,0.14225496351718903,0.0001,2.6965141e-05,-1.8667444944381715,195
,,,,,,1200,0.4,40,4655,-0.51246618,0,2.29,,,,,,,,,,
552,1.2,-0.07589681338518858,0,1230,0.9,1230,,,,,,,0.0,0.01392519474029541,-0.0013206442375668815,0.2235530972480774,0.2,0.09532832354307175,0.0001,4.0682156e-05,-1.8664318323135376,200
,,,,,,1230,0.44,41,4762,-0.47129385999999995,0,2.21,,,,,,,,,,
566,1.24,-0.06946437001693993,0,1260,0.92,1260,,,,,,,0.0,0.12028318643569946,-0.003003611834719777,0.2837859809398651,0.2,0.13551193475723267,0.0001,0.00011805097,-1.8619163274765014,205
,,,,,,1260,0.46,42,4867,-0.44793062,0,2.15,,,,,,,,,,
581,1.1,-0.027853339589200915,0,1290,0.98,1290,,,,,,,0.0,0.16373473405838013,-0.0039718541270121754,0.23691792488098146,0.2,0.10306642204523087,0.0001,0.00025269788,-1.851896834373474,210
,,,,,,1290,0.47,43,4987,-0.45422548999999995,0,2.12,,,,,,,,,,
591,1.22,-0.06946220729965717,0,1320,0.92,1320,,,,,,,0.0,-0.19749140739440918,-0.003567275564807115,0.2835867881774902,0.2,0.12660302221775055,0.0001,0.00028483072,-1.839364504814148,215
,,,,,,1320,0.43,44,5100,-0.49378174999999996,0,2.2,,,,,,,,,,
603,1.36,-0.13083103077486158,0,1350,0.86,1350,,,,,,,0.0,0.07061201333999634,-0.0008271559093067538,0.26796312928199767,0.2,0.12352565675973892,0.0001,0.0001831909,-1.83044490814209,220
,,,,,,1350,0.38,45,5239,-0.5417823399999999,0,2.29,,,,,,,,,,
617,1.5,-0.1770767777785659,0,1380,0.82,1380,,,,,,,0.0,-0.1956573724746704,-0.0017133879622755366,0.2747792065143585,0.2,0.12965305149555206,0.0001,0.0001643916,-1.815070128440857,225
,,,,,,1380,0.4,46,5362,-0.54463517,0,2.24,,,,,,,,,,
630,1.28,-0.050470464644022286,0,1410,0.9,1410,,,,,,,0.0,0.07554364204406738,-0.002336550524147807,0.21716983914375304,0.2,0.09549099206924438,0.0001,0.00021954774,-1.8039080381393433,230
,,,,,,1410,0.38,47,5481,-0.56169182,0,2.28,,,,,,,,,,
644,1.44,-0.17639924224466086,0,1440,0.8,1440,,,,,,,0.0,0.21417087316513062,-0.0008880392939317972,0.17752546072006226,0.2,0.08032993227243423,0.0001,0.00020158688,-1.7914769649505615,235
,,,,,,1440,0.4,48,5608,-0.55303649,0,2.27,,,,,,,,,,
656,1.3,-0.053132176799699664,0,1470,0.88,1470,,,,,,,0.0,0.3603372573852539,-0.003710118280723762,0.1582580417394638,0.2,0.06814230233430862,0.0001,0.0002917528,-1.7766414165496827,240
,,,,,,1470,0.39,49,5725,-0.52721104,0,2.3,,,,,,,,,,
670,1.18,-0.04891021493356675,0,1500,0.94,1500,,,,,,,0.0,-0.19189321994781494,0.000654098192074315,0.2508465349674225,0.2,0.12043310701847076,0.0001,0.00013178984,-1.7607960462570191,245
,,,,,,1500,0.39,50,5849,-0.54452587,0,2.34,,,,,,,,,,
686,1.28,-0.11426349146757275,0,1530,0.88,1530,,,,,,,0.0,-0.006651639938354492,-0.0031779853549476654,0.27730388641357423,0.2,0.12390065938234329,0.0001,0.00014360547,-1.7504093885421752,250
,,,,,,1530,0.46,51,5973,-0.4987965,0,2.24,,,,,,,,,,
700,1.34,-0.13088688993360847,0,1560,0.84,1560,,,,,,,0.0,-0.37202227115631104,-0.002002957733348154,0.28333317637443545,0.2,0.12734748423099518,0.0001,0.00017125408,-1.7384607791900635,255
,,,,,,1560,0.5,52,6089,-0.46183021999999996,0,2.19,,,,,,,,,,
714,1.28,-0.11239001906476914,0,1590,0.9,1590,,,,,,,0.0,0.1474095582962036,0.000875416987885913,0.256171852350235,0.2,0.12653854489326477,0.0001,5.9342383e-05,-1.7249881744384765,260
,,,,,,1590,0.51,53,6198,-0.42028101000000007,0,2.16,,,,,,,,,,
730,1.28,-0.05010713287629187,0,1620,0.88,1620,,,,,,,0.0,0.1854955554008484,-0.002134449904163738,0.18497900664806366,0.2,0.0849342942237854,0.0001,7.123947e-05,-1.7186502695083619,265
,,,,,,1620,0.55,54,6332,-0.38200382999999993,0,2.1,,,,,,,,,,
744,1.18,-0.08846841069869697,0,1650,0.92,1650,,,,,,,0.0,-0.1146930456161499,-0.0030137646617369286,0.24127237200737,0.2,0.10533806681632996,0.0001,0.0001671354,-1.706924605369568,270
,,,,,,1650,0.55,55,6443,-0.36994270999999995,0,2.1,,,,,,,,,,
763,1.26,-0.07232013846747577,0,1680,0.9,1680,,,,,,,0.0,0.09775716066360474,-0.001000568058031348,0.23654505908489226,0.2,0.11184914410114288,0.0001,0.00015352567,-1.692552661895752,275
,,,,,,1680,0.62,56,6559,-0.29021169,0,1.92,,,,,,,,,,
777,1.24,-0.07224326560273767,0,1710,0.9,1710,,,,,,,0.0,0.32244789600372314,-0.004575474206358265,0.14315747320652009,0.2,0.05947962403297424,0.0001,0.0002580603,-1.6774653434753417,280
,,,,,,1710,0.62,57,6676,-0.29921179000000003,0,1.94,,,,,,,,,,
792,1.3,-0.1351664255419746,0,1740,0.86,1740,,,,,,,0.0,0.23599213361740112,-0.003357924840723392,0.17606858313083648,0.2,0.0731777772307396,0.0001,0.00025999147,-1.6571586847305297,285
,,,,,,1740,0.6,58,6790,-0.31146756000000003,0,1.95,,,,,,,,,,
809,1.44,-0.153540042466484,0,1770,0.82,1770,,,,,,,0.0,0.24633032083511353,-0.0043566163815558666,0.18787400126457215,0.2,0.07962868362665176,0.0001,0.0003644963,-1.6340901374816894,290
,,,,,,1770,0.66,59,6926,-0.28250473,0,1.86,,,,,,,,,,
823,1.18,-0.02862221175339073,0,1800,0.94,1800,,,,,,,0.0,0.028178870677947998,-0.0024721217527982732,0.24841417074203492,0.2,0.11385482549667358,0.0001,0.0003763954,-1.6110820531845094,295
,,,,,,1800,0.64,60,7044,-0.32534124,0,1.9,,,,,,,,,,
836,1.44,-0.17589178131427616,0,1830,0.82,1830,,,,,,,0.0,-0.0392993688583374,-0.0028063142873968163,0.22506924867630004,0.2,0.09974604845046997,0.0001,0.0001824359,-1.5824651002883912,300
,,,,,,1830,0.59,61,7174,-0.3839743300000001,0,2.01,,,,,,,,,,
847,1.14,-0.048630570359528065,0,1860,0.94,1860,,,,,,,0.0,-0.05243062973022461,-0.005376968858763575,0.20995551347732544,0.2,0.08868743479251862,0.0001,0.00027364295,-1.5672571420669557,305
,,,,,,1860,0.56,62,7280,-0.42444326,0,2.05,,,,,,,,,,
862,1.16,-0.04932063618674874,0,1890,0.94,1890,,,,,,,0.0,0.09869837760925293,-0.0010631100363873713,0.1919936716556549,0.2,0.0816732868552208,0.0001,0.00024235448,-1.5424424648284911,310
,,,,,,1890,0.53,63,7392,-0.45528251,0,2.11,,,,,,,,,,
877,1.3,-0.1106996163725853,0,1920,0.88,1920,,,,,,,0.0,0.24445873498916626,-0.00284396691403046,0.2617169052362442,0.2,0.12704426050186157,0.0001,0.00014791687,-1.5210376739501954,315
,,,,,,1920,0.52,64,7543,-0.4654833999999999,0,2.11,,,,,,,,,,
891,1.14,-0.02786112346686423,0,1950,0.94,1950,,,,,,,0.0,-0.016879677772521973,2.341945932133882e-05,0.36719955801963805,0.2,0.1662481427192688,0.0001,0.00010219018,-1.5058242797851562,320
,,,,,,1950,0.52,65,7662,-0.4748126999999998,0,2.09,,,,,,,,,,
906,1.16,-0.028230571141466498,0,1980,0.96,1980,,,,,,,0.0,0.14875823259353638,-0.001448347183565346,0.17196065485477446,0.2,0.08126047253608704,0.0001,8.2262355e-05,-1.494441318511963,325
,,,,,,1980,0.5,66,7772,-0.48932977999999994,0,2.12,,,,,,,,,,
924,1.28,-0.07203550277277827,0,2010,0.88,2010,,,,,,,0.0,-0.1895582675933838,-0.0013262349343861502,0.27017085552215575,0.2,0.12515246868133545,0.0001,5.3872664e-05,-1.4848442316055297,330
,,,,,,2010,0.52,67,7882,-0.44610490999999997,0,2.08,,,,,,,,,,
937,1.24,-0.07019732819870114,0,2040,0.92,2040,,,,,,,0.0,0.08560389280319214,-0.001084975016613754,0.21014755368232726,0.2,0.09240776300430298,0.0001,9.420117e-05,-1.4681766986846925,335
,,,,,,2040,0.54,68,7989,-0.39973787,0,2.06,,,,,,,,,,
952,1.32,-0.1317684858944267,0,2070,0.86,2070,,,,,,,0.0,0.23202639818191528,-0.0036799974335979257,0.16519158482551574,0.2,0.07175856828689575,0.0001,0.00016929905,-1.4536591053009034,340
,,,,,,2070,0.58,69,8106,-0.35596937000000006,0,2.01,,,,,,,,,,
970,1.18,-0.06805920418351889,0,2100,0.92,2100,,,,,,,0.0,0.16369694471359253,-0.0010165894113015384,0.2411775231361389,0.2,0.11254788935184479,0.0001,0.00012195905,-1.4358657360076905,345
,,,,,,2100,0.61,70,8221,-0.32576377,0,1.93,,,,,,,,,,
983,1.08,-0.028131576958112418,0,2130,0.98,2130,,,,,,,0.0,0.18485087156295776,-0.0016266532537215993,0.2049152821302414,0.2,0.09226600080728531,0.0001,7.388393e-05,-1.4169267654418944,350
,,,,,,2130,0.6,71,8326,-0.32979463000000003,0,1.98,,,,,,,,,,
1001,1.1,-0.02817648181691766,0,2160,0.98,2160,,,,,,,0.0,-0.040926218032836914,-0.0022084509868491864,0.25612526535987856,0.2,0.1188339814543724,0.0001,0.00017671188,-1.3996988534927368,355
,,,,,,2160,0.64,72,8430,-0.2778259,0,1.91,,,,,,,,,,
1016,1.14,-0.04928217037580907,0,2190,0.94,2190,,,,,,,0.0,0.34695500135421753,-0.0019015759377118968,0.1735418051481247,0.2,0.07969234883785248,0.0001,0.00017163754,-1.3747262716293336,360
,,,,,,2190,0.62,73,8535,-0.3001497,0,1.95,,,,,,,,,,
1034,1.16,-0.04887598239351064,0,2220,0.96,2220,,,,,,,0.0,0.1814483404159546,-0.0013350061416470993,0.19175658226013184,0.2,0.09046278148889542,0.0001,9.965102e-05,-1.3531991243362427,365
,,,,,,2220,0.65,74,8647,-0.31124461,0,1.86,,,,,,,,,,
1047,1.14,-0.029993907175958158,0,2250,0.94,2250,,,,,,,0.0,0.2325727939605713,-0.0015531563595867937,0.2178775668144226,0.2,0.0992656871676445,0.0001,9.1340145e-05,-1.3396119117736816,370
,,,,,,2250,0.62,75,8755,-0.33948907999999994,0,1.9,,,,,,,,,,
1066,1.28,-0.07010121177881956,0,2280,0.9,2280,,,,,,,0.0,0.24168658256530762,-0.00232979739550494,0.177045738697052,0.2,0.07425133138895035,0.0001,0.00012441078,-1.319559669494629,375
,,,,,,2280,0.63,76,8879,-0.32153082999999993,0,1.88,,,,,,,,,,
1083,1.2,-0.0685377826821059,0,2310,0.92,2310,,,,,,,0.0,-0.010853409767150879,-0.0012855647193887876,0.24793817698955536,0.2,0.11999031156301498,0.0001,0.00014290611,-1.3015886783599853,380
,,,,,,2310,0.66,77,8986,-0.31508488,0,1.8,,,,,,,,,,
1100,1.26,-0.1293308084271848,0,2340,0.88,2340,,,,,,,0.0,0.10361230373382568,-0.00281707748770712,0.34440032839775087,0.2,0.15608623623847961,0.0001,0.00015992721,-1.2775697708129883,385
,,,,,,2340,0.64,78,9104,-0.31740932,0,1.8,,,,,,,,,,
1115,1.28,-0.06991804577875882,0,2370,0.9,2370,,,,,,,0.0,-0.3075658082962036,-0.00010149677419883929,0.26785838305950166,0.2,0.12250695377588272,0.0001,5.5376688e-05,-1.2579957723617554,390
,,,,,,2370,0.63,79,9218,-0.34470109000000015,0,1.83,,,,,,,,,,
1134,1.34,-0.09059945974964649,0,2400,0.84,2400,,,,,,,0.0,0.09874933958053589,-0.0006027412577532587,0.2797238349914551,0.2,0.13881884515285492,0.0001,3.2256048e-05,-1.2474293470382691,395
,,,,,,2400,0.64,80,9335,-0.31703772999999996,0,1.8,,,,,,,,,,
1151,1.26,-0.13127771806903182,0,2430,0.88,2430,,,,,,,0.0,-0.14008355140686035,-0.0028148070691777606,0.30651625990867615,0.2,0.14269016683101654,0.0001,0.00010172327,-1.2349293231964111,400
,,,,,,2430,0.69,81,9445,-0.2783674199999999,0,1.72,,,,,,,,,,
1169,1.24,-0.06938790414016693,0,2460,0.9,2460,,,,,,,0.0,0.015255510807037354,-0.0022994501795619016,0.2785371124744415,0.2,0.12565945088863373,0.0001,0.00018706718,-1.2089714765548707,405
,,,,,,2460,0.68,82,9560,-0.30952728999999995,0,1.75,,,,,,,,,,
1186,1.16,-0.04806580703239888,0,2490,0.94,2490,,,,,,,0.0,0.08429968357086182,-0.0031695285982761947,0.2568980544805527,0.2,0.11840546131134033,0.0001,0.000291274,-1.177778673171997,410
,,,,,,2490,0.68,83,9669,-0.2901793,0,1.75,,,,,,,,,,
1204,1.18,-0.04941251495853066,0,2520,0.92,2520,,,,,,,0.0,-0.2479614019393921,-0.002186936349608004,0.3297260880470276,0.2,0.1518649011850357,0.0001,0.0002963503,-1.1484658002853394,415
,,,,,,2520,0.72,84,9772,-0.28549425,0,1.69,,,,,,,,,,
1222,1.18,-0.04903450341895223,0,2550,0.96,2550,,,,,,,0.0,0.09212756156921387,-0.002111982489780928,0.2109694868326187,0.2,0.09555333852767944,0.0001,0.00020926197,-1.1208168983459472,420
,,,,,,2550,0.71,85,9884,-0.2843656,0,1.71,,,,,,,,,,
1238,1.3,-0.1112831918336451,0,2580,0.88,2580,,,,,,,0.0,-0.06899559497833252,-0.0038995671086013315,0.2522460579872131,0.2,0.11528666317462921,0.0001,0.00027797619,-1.0954967498779298,425
,,,,,,2580,0.7,86,10002,-0.28794611,0,1.74,,,,,,,,,,
1255,1.3,-0.09047988640144468,0,2610,0.88,2610,,,,,,,0.0,0.2715681791305542,-0.004478961334874398,0.16105416119098664,0.2,0.06852610409259796,0.0001,0.00022876063,-1.06214759349823,430
,,,,,,2610,0.69,87,10116,-0.2755754899999999,0,1.74,,,,,,,,,,
1274,1.32,-0.1328078959742561,0,2640,0.86,2640,,,,,,,0.0,0.16610610485076904,0.0007513930407974101,0.21210505068302155,0.2,0.10226442664861679,0.0001,0.00010032455,-1.0323814868927002,435
,,,,,,2640,0.72,88,10236,-0.229388,0,1.71,,,,,,,,,,
1293,1.42,-0.1728068681433797,0,2670,0.84,2670,,,,,,,0.0,0.2603529691696167,0.0002128513609449101,0.09155457019805908,0.2,0.041705526411533356,0.0001,1.8755594e-05,-1.0155860662460328,440
,,,,,,2670,0.73,89,10366,-0.21757542000000002,0,1.68,,,,,,,,,,
1315,1.2,-0.049351216079667214,0,2700,0.94,2700,,,,,,,0.0,0.06652432680130005,-0.0003048638449399732,0.15732581615448,0.2,0.06975322216749191,0.0001,1.36276085e-05,-1.0125981569290161,445
,,,,,,2700,0.76,90,10498,-0.18758555000000005,0,1.63,,,,,,,,,,
1330,1.08,-0.0480153931863606,0,2730,0.96,2730,,,,,,,0.0,0.04189884662628174,4.11979348184488e-05,0.2746995449066162,0.2,0.1375456601381302,0.0001,5.1259997e-07,-1.0158287048339845,450
,,,,,,2730,0.76,91,10612,-0.19629814,0,1.63,,,,,,,,,,
1347,1.08,-0.027448644628748298,0,2760,0.98,2760,,,,,,,0.0,0.058878302574157715,-0.00039923985779779516,0.29557124376296995,0.2,0.1331903636455536,0.0001,5.785624e-06,-1.014312982559204,455
,,,,,,2760,0.75,92,10713,-0.21425707999999996,0,1.64,,,,,,,,,,
1361,1.28,-0.08961891546379774,0,2790,0.88,2790,,,,,,,0.0,-0.03609335422515869,-0.0028352379690232965,0.262718465924263,0.2,0.11570963263511658,0.0001,8.804003e-05,-1.0087338447570802,460
,,,,,,2790,0.71,93,10828,-0.23982704999999999,0,1.71,,,,,,,,,,
1376,1.2,-0.06852318248245864,0,2820,0.92,2820,,,,,,,0.0,-0.09119045734405518,-0.0007862883903239748,0.25592667460441587,0.2,0.123666912317276,0.0001,7.319252e-05,-0.992633867263794,465
,,,,,,2820,0.68,94,10944,-0.27464183000000003,0,1.76,,,,,,,,,,
