eval/success_rate,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,train/n_updates,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl
0.88,-0.11209168942645192,1.32,2850,0,2850,1485,,,,,,,470,0.0,0.2889776885509491,0.13525302708148956,-0.05541348457336426,0.0001,-0.8515047311782837,-0.00188251337346923,0.2,0.00012032389
,,,2850,,,,0.69,10732,-0.26854322,95,0,1.71,,,,,,,,,,
0.9,-0.050536844790913166,1.24,2880,0,2880,1501,,,,,,,475,0.0,0.297996973991394,0.14019985496997833,-0.16270041465759277,0.0001,-0.8276947140693665,-0.002378006698563695,0.2,0.00014272332
,,,2880,,,,0.65,10858,-0.3003518,96,0,1.77,,,,,,,,,,
0.94,-0.06859636046458036,1.16,2910,0,2910,1519,,,,,,,480,0.0,0.2021874815225601,0.09373683482408524,0.1434277892112732,0.0001,-0.8017094254493713,-0.0018731744641755199,0.2,7.430315e-05
,,,2910,,,,0.64,10970,-0.31661958999999995,97,0,1.79,,,,,,,,,,
0.86,-0.11349093872122466,1.38,2940,0,2940,1539,,,,,,,485,0.0,0.18932874500751495,0.08587676286697388,0.16493523120880127,0.0001,-0.7750234246253968,-0.001577779633614007,0.2,0.0002679169
,,,2940,,,,0.66,11098,-0.31495891000000004,98,0,1.76,,,,,,,,,,
0.9,-0.0501413708133623,1.2,2970,0,2970,1560,,,,,,,490,0.0,0.23688538670539855,0.11435287445783615,0.046800196170806885,0.0001,-0.7524383902549744,-0.0012652758532203379,0.2,0.00014956394
,,,2970,,,,0.69,11208,-0.29063583,99,0,1.71,,,,,,,,,,
0.84,-0.13258740084245801,1.4,3000,0,3000,1581,,,,,,,495,0.0,0.17410736978054048,0.08232934027910233,0.1300947070121765,0.0001,-0.7353800773620606,0.00023531516276626975,0.2,4.119873e-05
,,,3000,,,,0.75,11335,-0.26034689000000005,100,0,1.6,,,,,,,,,,
0.96,-0.027933358438313006,1.12,3030,0,3030,1600,,,,,,,500,0.0,0.16912235617637633,0.07903122156858444,0.29846644401550293,0.0001,-0.7239466428756713,-0.0010436578405400355,0.2,2.964139e-05
,,,3030,,,,0.82,11436,-0.19564621,101,0,1.52,,,,,,,,,,
0.88,-0.08944660043343902,1.24,3060,0,3060,1621,,,,,,,505,0.0,0.1328122451901436,0.06138018146157265,-0.04253816604614258,0.0001,-0.7112382531166077,0.00016026496780501275,0.2,2.4916728e-05
,,,3060,,,,0.86,11552,-0.16419516,102,0,1.45,,,,,,,,,,
0.88,-0.11545075437054038,1.28,3090,0,3090,1639,,,,,,,510,0.0,0.17029568254947663,0.08249097317457199,0.04384702444076538,0.0001,-0.7017070174217224,-0.0001689993334004214,0.2,3.7034354e-06
,,,3090,,,,0.84,11660,-0.17285615,103,0,1.48,,,,,,,,,,
0.88,-0.09017635185271501,1.3,3120,0,3120,1656,,,,,,,515,0.0,0.18758418560028076,0.0885607898235321,0.2637749910354614,0.0001,-0.7075877666473389,-0.00010380754960337413,0.2,8.141995e-06
,,,3120,,,,0.79,11774,-0.20725453000000002,104,0,1.57,,,,,,,,,,
0.98,-0.02714008037932217,1.1,3150,0,3150,1672,,,,,,,520,0.0,0.2207926630973816,0.10090716928243637,0.1272881031036377,0.0001,-0.7154635548591614,-0.000584970323640377,0.2,2.0625193e-05
,,,3150,,,,0.77,11877,-0.22311628000000006,105,0,1.62,,,,,,,,,,
0.94,-0.048870445447973906,1.18,3180,0,3180,1690,,,,,,,525,0.0,0.2106726735830307,0.09787903726100922,0.126858651638031,0.0001,-0.7242905378341675,0.00028729061518486534,0.2,6.451209e-06
,,,3180,,,,0.74,11985,-0.25663458,106,0,1.65,,,,,,,,,,
0.92,-0.04861859778873622,1.22,3210,0,3210,1705,,,,,,,530,0.0,0.24351034164428711,0.11885989457368851,-0.0006499290466308594,0.0001,-0.721945607662201,-0.0006201370458192912,0.2,2.3126602e-05
,,,3210,,,,0.72,12099,-0.27246581000000003,107,0,1.7,,,,,,,,,,
0.88,-0.07153252642601729,1.26,3240,0,3240,1723,,,,,,,535,0.0,0.30943936109542847,0.1471329778432846,0.03529113531112671,0.0001,-0.7126488208770752,-0.0004162152714947354,0.2,2.9989083e-05
,,,3240,,,,0.68,12206,-0.31733973,108,0,1.77,,,,,,,,,,
0.88,-0.11003670355305076,1.28,3270,0,3270,1742,,,,,,,540,0.0,0.1572045534849167,0.07298046350479126,0.40601152181625366,0.0001,-0.7486456513404847,-0.0008213242028919154,0.2,1.5338263e-05
,,,3270,,,,0.7,12317,-0.31106759000000006,109,0,1.73,,,,,,,,,,
0.94,-0.0728955596871674,1.28,3300,0,3300,1759,,,,,,,545,0.0,0.1892573356628418,0.0870554968714714,0.2027277946472168,0.0001,-0.7081274867057801,-0.0011908579051187473,0.2,1.7899274e-05
,,,3300,,,,0.69,12432,-0.32675159,110,0,1.75,,,,,,,,,,
0.9,-0.09091777333058416,1.24,3330,0,3330,1776,,,,,,,550,0.0,0.25421643555164336,0.12550629675388336,0.11387956142425537,0.0001,-0.7004005908966064,0.0004104264553948411,0.2,1.283884e-05
,,,3330,,,,0.69,12537,-0.32058027,111,0,1.75,,,,,,,,,,
0.86,-0.11030969828832894,1.32,3360,0,3360,1792,,,,,,,555,0.0,0.2345411330461502,0.1122482419013977,0.0843544602394104,0.0001,-0.698249900341034,-0.000623757043504014,0.2,1.7100572e-05
,,,3360,,,,0.68,12661,-0.32233354,112,0,1.78,,,,,,,,,,
0.94,-0.06862891623284667,1.18,3390,0,3390,1804,,,,,,,560,0.013333334028720856,0.23162124156951905,0.09175138175487518,0.09136319160461426,0.0001,-0.7115965723991394,-0.010803345354894755,0.2,0.0022810062
,,,3390,,,,0.65,12778,-0.34366234000000007,113,0,1.81,,,,,,,,,,
0.86,-0.07172467791475355,1.38,3420,0,3420,1827,,,,,,,565,0.0,0.22733451128005983,0.10586103796958923,0.04565000534057617,0.0001,-0.675852918624878,-0.000739734974534656,0.2,6.488959e-05
,,,3420,,,,0.69,12895,-0.28785391,114,0,1.74,,,,,,,,,,
0.94,-0.06984617561101913,1.18,3450,0,3450,1847,,,,,,,570,0.0,0.21996023654937744,0.10760272294282913,-0.1234961748123169,0.0001,-0.6669201493263245,0.00020390311469498101,0.2,1.7003218e-05
,,,3450,,,,0.7,13007,-0.26981705999999994,115,0,1.72,,,,,,,,,,
0.96,-0.050190789233893154,1.1,3480,0,3480,1865,,,,,,,575,0.0,0.15256886780261994,0.06488975137472153,0.36160290241241455,0.0001,-0.6609184265136718,-0.00017054477784164134,0.2,8.94467e-06
,,,3480,,,,0.73,13111,-0.22246967999999995,116,0,1.66,,,,,,,,,,
0.9,-0.10911793377716095,1.24,3510,0,3510,1880,,,,,,,580,0.0,0.20304647982120513,0.09548350423574448,0.009025037288665771,0.0001,-0.6570120215415954,-4.6671232363593164e-05,0.2,4.9134096e-06
,,,3510,,,,0.71,13229,-0.23027007000000002,117,0,1.71,,,,,,,,,,
0.88,-0.11138190406374633,1.3,3540,0,3540,1898,,,,,,,585,0.0,0.269886976480484,0.13286848366260529,-0.19677817821502686,0.0001,-0.652184534072876,-0.0013396843064889196,0.2,3.5276014e-05
,,,3540,,,,0.73,13338,-0.21050670999999999,118,0,1.65,,,,,,,,,,
0.9,-0.0911633972870186,1.26,3570,0,3570,1915,,,,,,,590,0.0,0.22857480347156525,0.10722965002059937,0.18003803491592407,0.0001,-0.640854811668396,3.2409050497506086e-06,0.2,3.9652983e-05
,,,3570,,,,0.73,13447,-0.20054529,119,0,1.66,,,,,,,,,,
0.96,-0.04729551496449858,1.1,3600,0,3600,1938,,,,,,,595,0.0,0.1762065887451172,0.08426916599273682,0.16337931156158447,0.0001,-0.6306507468223572,-0.0003050116657199453,0.2,3.1419597e-05
,,,3600,,,,0.72,13547,-0.21788763999999997,120,0,1.66,,,,,,,,,,
0.94,-0.028923266949132085,1.2,3630,0,3630,1958,,,,,,,600,0.0,0.1762969821691513,0.08377431333065033,0.09716415405273438,0.0001,-0.6211100697517395,2.9889743200328666e-05,0.2,1.7444293e-06
,,,3630,,,,0.75,13664,-0.21331453999999997,121,0,1.62,,,,,,,,,,
0.92,-0.06882830006070435,1.24,3660,0,3660,1977,,,,,,,605,0.0,0.16893356442451476,0.07878107577562332,0.20162194967269897,0.0001,-0.6167764902114868,-0.0003598650252872204,0.2,1.682639e-05
,,,3660,,,,0.78,13778,-0.19264717000000003,122,0,1.56,,,,,,,,,,
0.9,-0.10962993148714303,1.26,3690,0,3690,1995,,,,,,,610,0.0,0.21353850960731507,0.10091914981603622,-0.3174777030944824,0.0001,-0.6145811915397644,-0.0013094591923682231,0.2,4.359484e-05
,,,3690,,,,0.81,13904,-0.15539694,123,0,1.53,,,,,,,,,,
0.88,-0.1311850436963141,1.28,3720,0,3720,2013,,,,,,,615,0.0,0.1485720008611679,0.06944901496171951,0.10078603029251099,0.0001,-0.6081155061721801,0.0004322600275436628,0.2,9.965896e-06
,,,3720,,,,0.79,14023,-0.18761664,124,0,1.55,,,,,,,,,,
0.88,-0.11351472616195679,1.28,3750,0,3750,2032,,,,,,,620,0.0,0.2351207137107849,0.11293882876634598,0.08007460832595825,0.0001,-0.6099575281143188,-0.0005109159223501081,0.2,9.367864e-06
,,,3750,,,,0.78,14140,-0.18579072,125,0,1.58,,,,,,,,,,
0.9,-0.08987377512268722,1.24,3780,0,3780,2046,,,,,,,625,0.0,0.17169926762580873,0.07790780812501907,0.30577337741851807,0.0001,-0.6068159222602845,-0.0011764833187530854,0.2,2.4604797e-05
,,,3780,,,,0.75,14249,-0.21094844000000001,126,0,1.65,,,,,,,,,,
0.92,-0.06924231341574341,1.2,3810,0,3810,2067,,,,,,,630,0.0,0.2426810473203659,0.11016056686639786,0.13291549682617188,0.0001,-0.5983306050300599,-4.298448634791896e-05,0.2,2.9098988e-05
,,,3810,,,,0.74,14358,-0.22295498,127,0,1.68,,,,,,,,,,
0.92,-0.07083020508289337,1.24,3840,0,3840,2087,,,,,,,635,0.0,0.1943539410829544,0.10145390778779984,-0.09574222564697266,0.0001,-0.5944103717803955,0.00015108704760997683,0.2,8.155902e-06
,,,3840,,,,0.76,14474,-0.23133517,128,0,1.62,,,,,,,,,,
0.94,-0.0685265480261296,1.14,3870,0,3870,2104,,,,,,,640,0.0,0.13066024333238602,0.06211426854133606,0.43575340509414673,0.0001,-0.588847541809082,-0.0001103176697264452,0.2,2.7656556e-06
,,,3870,,,,0.75,14584,-0.25355894999999995,129,0,1.64,,,,,,,,,,
0.88,-0.10956560317892582,1.28,3900,0,3900,2119,,,,,,,645,0.0,0.22160489559173585,0.10412338376045227,0.09159892797470093,0.0001,-0.5875017881393433,-0.00015356481118935505,0.2,3.2901764e-06
,,,3900,,,,0.73,14699,-0.26646865000000003,130,0,1.68,,,,,,,,,,
0.86,-0.1356432775594294,1.3,3930,0,3930,2138,,,,,,,650,0.0,0.2557702839374542,0.12266138941049576,-0.0663917064666748,0.0001,-0.5884887456893921,4.9825311264939386e-05,0.2,2.0543735e-06
,,,3930,,,,0.74,14821,-0.23765571000000005,131,0,1.67,,,,,,,,,,
0.9,-0.09229560379404575,1.26,3960,0,3960,2157,,,,,,,655,0.0,0.21097645163536072,0.09347379952669144,0.03300201892852783,0.0001,-0.5869462013244628,-0.001571982909614178,0.2,2.381603e-05
,,,3960,,,,0.74,14930,-0.22300688000000002,132,0,1.66,,,,,,,,,,
0.88,-0.1305215693358332,1.26,3990,0,3990,2174,,,,,,,660,0.0,0.15104704201221467,0.07109738886356354,0.3229472041130066,0.0001,-0.5790979385375976,0.0004177625880888769,0.2,6.8922836e-06
,,,3990,,,,0.71,15041,-0.25403969,133,0,1.71,,,,,,,,,,
0.94,-0.05254623979330063,1.24,4020,0,4020,2193,,,,,,,665,0.0,0.20777361690998078,0.10482687503099442,0.35813599824905396,0.0001,-0.5792101383209228,-3.8107241678630998e-06,0.2,4.5696893e-08
,,,4020,,,,0.73,15148,-0.22395262,134,0,1.69,,,,,,,,,,
0.84,-0.17285497036296874,1.36,4050,0,4050,2213,,,,,,,670,0.0,0.14182875752449037,0.06706459820270538,0.05296933650970459,0.0001,-0.576176393032074,-0.0008920025866245851,0.2,2.3001432e-05
,,,4050,,,,0.73,15269,-0.2228771,135,0,1.66,,,,,,,,,,
0.86,-0.13023718431126327,1.32,4080,0,4080,2234,,,,,,,675,0.0,0.17403828501701354,0.08155698329210281,0.42566680908203125,0.0001,-0.5659100651741028,0.0003019317982641212,0.2,3.59416e-06
,,,4080,,,,0.75,15384,-0.23291413,136,0,1.61,,,,,,,,,,
0.88,-0.11156248808838427,1.28,4110,0,4110,2252,,,,,,,680,0.0,0.18843128979206086,0.08680388331413269,0.30701977014541626,0.0001,-0.5612546443939209,-7.875601551248224e-05,0.2,2.805392e-06
,,,4110,,,,0.78,15505,-0.23142456000000003,137,0,1.57,,,,,,,,,,
0.9,-0.0692354618711397,1.24,4140,0,4140,2270,,,,,,,685,0.0,0.28893718123435974,0.14197134971618652,-0.05423319339752197,0.0001,-0.5578054308891296,-0.0005639080191031098,0.2,3.4008423e-05
,,,4140,,,,0.78,15607,-0.22512824999999995,138,0,1.58,,,,,,,,,,
0.9,-0.07118567815981805,1.3,4170,0,4170,2289,,,,,,,690,0.0,0.25633657574653623,0.12225079536437988,0.08042877912521362,0.0001,-0.549916434288025,-0.0002642063321154353,0.2,1.356403e-05
,,,4170,,,,0.79,15718,-0.2340902400000001,139,0,1.53,,,,,,,,,,
0.88,-0.09551340817473829,1.26,4200,0,4200,2306,,,,,,,695,0.0,0.17777302861213684,0.0854925736784935,0.2715457081794739,0.0001,-0.5426928043365479,-0.0012717473607821717,0.2,2.609094e-05
,,,4200,,,,0.77,15823,-0.24579785,140,0,1.59,,,,,,,,,,
0.94,-0.07027136210352182,1.22,4230,0,4230,2325,,,,,,,700,0.0,0.19749710261821746,0.09337730705738068,0.25236040353775024,0.0001,-0.5305202960968017,-0.0012935753352941505,0.2,4.323721e-05
,,,4230,,,,0.75,15929,-0.25837239,141,0,1.63,,,,,,,,,,
0.94,-0.06987690357491375,1.22,4260,0,4260,2342,,,,,,,705,0.0,0.15874114036560058,0.07658065855503082,0.3165133595466614,0.0001,-0.5162503123283386,6.382703787792821e-05,0.2,3.6338966e-05
,,,4260,,,,0.72,16032,-0.27355731,142,0,1.7,,,,,,,,,,
0.9,-0.09063310325611383,1.22,4290,0,4290,2362,,,,,,,710,0.0,0.22664523124694824,0.10924082249403,0.00042998790740966797,0.0001,-0.509553873538971,-0.0005522765816809994,0.2,1.5495221e-05
,,,4290,,,,0.73,16146,-0.23412095000000005,143,0,1.65,,,,,,,,,,
0.92,-0.09152574357576668,1.24,4320,0,4320,2378,,,,,,,715,0.0,0.20412146151065827,0.09600979089736938,-0.3390403985977173,0.0001,-0.5037448883056641,-0.0008938868890979279,0.2,3.5526355e-05
,,,4320,,,,0.72,16266,-0.25259437999999995,144,0,1.69,,,,,,,,,,
0.96,-0.007798590953461826,1.14,4350,0,4350,2393,,,,,,,720,0.0,0.22148589193820953,0.10698366165161133,0.08382320404052734,0.0001,-0.49336774945259093,-4.4670204600372185e-05,0.2,3.1884512e-05
,,,4350,,,,0.7,16381,-0.25523250000000003,145,0,1.74,,,,,,,,,,
0.96,-0.008382346499711275,1.14,4380,0,4380,2411,,,,,,,725,0.0,0.19218987822532654,0.09117265045642853,0.13332200050354004,0.0001,-0.4826030254364014,-0.001374080156286439,0.2,7.309119e-05
,,,4380,,,,0.73,16493,-0.24244643,146,0,1.7,,,,,,,,,,
0.92,-0.0700260666385293,1.24,4410,0,4410,2428,,,,,,,730,0.0,0.16385804414749144,0.07769835740327835,0.34606629610061646,0.0001,-0.46964781284332274,1.597404509112721e-07,0.2,3.3815702e-06
,,,4410,,,,0.71,16606,-0.2670878,147,0,1.73,,,,,,,,,,
1.0,-0.008006133805029094,1.14,4440,0,4440,2445,,,,,,,735,0.0,0.17848277986049652,0.08540893346071243,0.21360892057418823,0.0001,-0.4612072825431824,-7.57062444062484e-05,0.2,8.209547e-06
,,,4440,,,,0.69,16711,-0.29031746,148,0,1.76,,,,,,,,,,
0.86,-0.1304477042797953,1.3,4470,0,4470,2461,,,,,,,740,0.0,0.1956547051668167,0.09333283454179764,0.2148444652557373,0.0001,-0.4620448172092438,-0.00029880205867520714,0.2,6.37571e-06
,,,4470,,,,0.68,16828,-0.33022525,149,0,1.81,,,,,,,,,,
0.94,-0.02824819817673415,1.16,4500,0,4500,2476,,,,,,,745,0.0,0.20889501869678498,0.09979718178510666,0.22534823417663574,0.0001,-0.4665409862995148,-0.00030559698546603895,0.2,7.4982645e-06
,,,4500,,,,0.66,16941,-0.34902672999999995,150,0,1.85,,,,,,,,,,
0.92,-0.04953150419518351,1.18,4530,0,4530,2491,,,,,,,750,0.0,0.22850008606910704,0.10950732231140137,0.02651292085647583,0.0001,-0.466457861661911,-2.1555622455071698e-05,0.2,1.1722246e-06
,,,4530,,,,0.66,17050,-0.34564746,151,0,1.84,,,,,,,,,,
0.92,-0.06968802555929869,1.22,4560,0,4560,2508,,,,,,,755,0.0,0.22685499787330626,0.1065269485116005,0.13247573375701904,0.0001,-0.4654418647289276,8.112072964046035e-05,0.2,3.6537647e-06
,,,4560,,,,0.68,17155,-0.3133981,152,0,1.81,,,,,,,,,,
0.92,-0.08809202179778368,1.16,4590,0,4590,2525,,,,,,,760,0.0,0.1690753996372223,0.08017200231552124,0.1802537441253662,0.0001,-0.4631444215774536,-0.00035169999629331984,0.2,6.5724057e-06
,,,4590,,,,0.66,17277,-0.33502012000000003,153,0,1.84,,,,,,,,,,
0.9,-0.08951418740674853,1.28,4620,0,4620,2544,,,,,,,765,0.0,0.23383704721927642,0.11447107791900635,0.1869017481803894,0.0001,-0.45884941816329955,-4.1246413644557834e-07,0.2,4.7683716e-07
,,,4620,,,,0.68,17393,-0.32134214,154,0,1.81,,,,,,,,,,
0.92,-0.06987428694963455,1.16,4650,0,4650,2563,,,,,,,770,0.0,0.1717190831899643,0.08114491403102875,0.30294090509414673,0.0001,-0.45543363094329836,-0.0010133143409621682,0.2,3.306667e-05
,,,4650,,,,0.69,17510,-0.31124238,155,0,1.76,,,,,,,,,,
0.9,-0.08927943260874599,1.24,4680,0,4680,2582,,,,,,,775,0.0,0.20922174155712128,0.10118599981069565,0.18142151832580566,0.0001,-0.4532632172107697,0.0005176595877856016,0.2,2.1998088e-05
,,,4680,,,,0.73,17617,-0.28035551000000003,156,0,1.67,,,,,,,,,,
0.9,-0.07119725938886404,1.24,4710,0,4710,2601,,,,,,,780,0.0,0.16326070725917816,0.07766247540712357,0.3271697163581848,0.0001,-0.4584317743778229,-0.0013156080059708586,0.2,5.0127506e-05
,,,4710,,,,0.74,17727,-0.28242623000000006,157,0,1.63,,,,,,,,,,
0.94,-0.06971747216768563,1.2,4740,0,4740,2619,,,,,,,785,0.0,0.22270473837852478,0.10444913059473038,0.003116607666015625,0.0001,-0.4683983981609344,3.504077540128492e-05,0.2,1.9222498e-05
,,,4740,,,,0.76,17841,-0.24069041000000002,158,0,1.6,,,,,,,,,,
0.92,-0.09089755171909929,1.24,4770,0,4770,2637,,,,,,,790,0.0,0.208361479640007,0.10245853662490845,0.15148568153381348,0.0001,-0.47107452154159546,-2.4545984634016804e-05,0.2,2.5590261e-06
,,,4770,,,,0.76,17953,-0.21941929999999998,159,0,1.6,,,,,,,,,,
0.96,-0.02812599204014987,1.12,4800,0,4800,2655,,,,,,,795,0.0,0.24161040186882018,0.11353424936532974,-0.2639988660812378,0.0001,-0.4627533912658691,-0.0009652709805713755,0.2,4.4846536e-05
,,,4800,,,,0.76,18055,-0.20785404,160,0,1.63,,,,,,,,,,
0.86,-0.11181423630565406,1.34,4830,0,4830,2672,,,,,,,800,0.0,0.20223506391048432,0.09816119819879532,-0.05615794658660889,0.0001,-0.452671080827713,0.0005249921442008088,0.2,9.014209e-06
,,,4830,,,,0.76,18176,-0.21024056000000002,161,0,1.65,,,,,,,,,,
0.9,-0.08994170521385968,1.22,4860,0,4860,2692,,,,,,,805,0.0,0.21918101012706756,0.10603948682546616,0.081573486328125,0.0001,-0.4496678352355957,-0.0006846845099548915,0.2,1.2791157e-05
,,,4860,,,,0.75,18289,-0.21657389999999996,162,0,1.66,,,,,,,,,,
0.92,-0.07097665433306247,1.2,4890,0,4890,2709,,,,,,,810,0.0,0.17232246398925782,0.08186684548854828,0.22890937328338623,0.0001,-0.44245355725288393,-0.0011074495474653113,0.2,5.6916477e-05
,,,4890,,,,0.74,18405,-0.24100112999999998,163,0,1.68,,,,,,,,,,
0.8,-0.21342002385761588,1.52,4920,0,4920,2731,,,,,,,815,0.0,0.20041508376598358,0.09754972159862518,0.20565509796142578,0.0001,-0.43380231261253355,0.0007106292465081764,0.2,2.0329158e-05
,,,4920,,,,0.8,18530,-0.19677511999999997,164,0,1.6,,,,,,,,,,
0.94,-0.048539376431144775,1.16,4950,0,4950,2749,,,,,,,820,0.0,0.24113680720329284,0.11854007095098495,0.17790383100509644,0.0001,-0.43476551175117495,-3.4353732601744014e-05,0.2,5.7617825e-07
,,,4950,,,,0.8,18647,-0.19032869000000002,165,0,1.61,,,,,,,,,,
0.94,-0.06789611557032912,1.14,4980,0,4980,2765,,,,,,,825,0.0,0.18054619431495667,0.07901989668607712,-0.3048948049545288,0.0001,-0.43639225959777833,-9.409427657374181e-05,0.2,2.0205975e-06
,,,4980,,,,0.78,18756,-0.21925169,166,0,1.61,,,,,,,,,,
0.9,-0.08944567086640745,1.24,5010,0,5010,2784,,,,,,,830,0.0,0.30986727476119996,0.1578676849603653,0.25635647773742676,0.0001,-0.437072616815567,-8.66254174169967e-08,0.2,0.0
,,,5010,,,,0.8,18880,-0.17750845,167,0,1.59,,,,,,,,,,
0.92,-0.09230920392088592,1.16,5040,0,5040,2799,,,,,,,835,0.0,0.09302850365638733,0.04293845221400261,0.2067267894744873,0.0001,-0.43926610946655276,-0.0003263155623184133,0.2,7.990996e-06
,,,5040,,,,0.75,18988,-0.20147388000000002,168,0,1.69,,,,,,,,,,
0.92,-0.08945518113672733,1.24,5070,0,5070,2817,,,,,,,840,0.0,0.12479966878890991,0.059681180864572525,0.4156361222267151,0.0001,-0.44351319670677186,-0.00038236578218242556,0.2,1.1789799e-05
,,,5070,,,,0.74,19093,-0.22136557999999998,169,0,1.71,,,,,,,,,,
0.86,-0.11102785435505211,1.38,5100,0,5100,2837,,,,,,,845,0.0,0.20673068463802338,0.09556664526462555,0.3415350317955017,0.0001,-0.44971412420272827,-0.0006463825630877551,0.2,2.1350384e-05
,,,5100,,,,0.74,19210,-0.24493778,170,0,1.68,,,,,,,,,,
0.9,-0.06965483524370938,1.26,5130,0,5130,2862,,,,,,,850,0.0,0.24673591554164886,0.11913911998271942,0.1338670253753662,0.0001,-0.45576881170272826,8.035341831309495e-05,0.2,4.8677125e-06
,,,5130,,,,0.79,19317,-0.19372060000000002,171,0,1.56,,,,,,,,,,
1.0,-0.006422888939268887,1.06,5160,0,5160,2876,,,,,,,855,0.0,0.20647305846214295,0.10366714745759964,-0.2238990068435669,0.0001,-0.4587144792079926,-8.398294401246176e-07,0.2,1.1920929e-07
,,,5160,,,,0.77,19414,-0.23289048,172,0,1.59,,,,,,,,,,
0.78,-0.19476858522277327,1.5,5190,0,5190,2891,,,,,,,860,0.0,0.2389518976211548,0.11428888142108917,0.2006363868713379,0.0001,-0.4606881380081177,-0.0006334264999411588,0.2,5.7895977e-06
,,,5190,,,,0.73,19541,-0.29909853999999997,173,0,1.66,,,,,,,,,,
0.96,-0.04776934557594359,1.12,5220,0,5220,2908,,,,,,,865,0.0,0.16473669707775115,0.0765763446688652,0.302807092666626,0.0001,-0.4604674816131592,-2.846836946446274e-05,0.2,3.496806e-07
,,,5220,,,,0.73,19646,-0.30772266,174,0,1.64,,,,,,,,,,
0.88,-0.110271520242095,1.28,5250,0,5250,2926,,,,,,,870,0.0,0.1631989747285843,0.07946620881557465,0.31346380710601807,0.0001,-0.4604595720767975,-1.1941592001818435e-05,0.2,4.6491624e-07
,,,5250,,,,0.71,19764,-0.31343932,175,0,1.68,,,,,,,,,,
0.88,-0.12944478772580623,1.3,5280,0,5280,2943,,,,,,,875,0.0,0.2812821209430695,0.13482967019081116,-0.09845304489135742,0.0001,-0.45985658168792726,-0.0005855069577222593,0.2,1.4911096e-05
,,,5280,,,,0.69,19879,-0.29911087999999997,176,0,1.71,,,,,,,,,,
0.96,-0.028116725850850344,1.14,5310,0,5310,2960,,,,,,,880,0.0,0.2857098162174225,0.13209637999534607,-0.23329317569732666,0.0001,-0.4545044481754303,-0.0007637862337290357,0.2,1.5143553e-05
,,,5310,,,,0.65,19991,-0.3415388000000001,177,0,1.81,,,,,,,,,,
0.92,-0.06862691901158541,1.18,5340,0,5340,2984,,,,,,,885,0.0,0.17438005805015563,0.08319271355867386,0.24991798400878906,0.0001,-0.4462018609046936,-0.0015016428451055219,0.2,9.238323e-05
,,,5340,,,,0.71,20104,-0.2788059,178,0,1.68,,,,,,,,,,
0.9,-0.08952105656731874,1.26,5370,0,5370,3006,,,,,,,890,0.0,0.13168752044439316,0.05525391176342964,0.20939910411834717,0.0001,-0.4345202684402466,-0.002514041091004948,0.2,0.000120937824
,,,5370,,,,0.79,20224,-0.1924365,179,0,1.54,,,,,,,,,,
0.92,-0.06875236458145081,1.2,5400,0,5400,3027,,,,,,,895,0.0,0.09604380428791046,0.04438792169094086,0.5225724577903748,0.0001,-0.42295347452163695,8.091409962318608e-05,0.2,1.7476083e-05
,,,5400,,,,0.82,20336,-0.17461855000000004,180,0,1.47,,,,,,,,,,
0.78,-0.15674399436451494,1.46,5430,0,5430,3046,,,,,,,900,0.0,0.12958355247974396,0.06307109445333481,0.4079136252403259,0.0001,-0.4157764554023743,-0.000499074058025073,0.2,1.16348265e-05
,,,5430,,,,0.82,20469,-0.19237115,181,0,1.46,,,,,,,,,,
0.94,-0.047913445536978544,1.18,5460,0,5460,3068,,,,,,,905,0.0,0.2354011833667755,0.1049967035651207,0.509719967842102,0.0001,-0.41109108328819277,4.314422689901676e-05,0.2,1.1189779e-05
,,,5460,,,,0.84,20579,-0.16288661999999998,182,0,1.41,,,,,,,,,,
0.92,-0.07243888147175312,1.24,5490,0,5490,3084,,,,,,,910,0.0,0.09989149868488312,0.048658858984708786,0.40294790267944336,0.0001,-0.40801962018013,-2.0007292489410133e-07,0.2,1.1920929e-07
,,,5490,,,,0.81,20693,-0.18629328,183,0,1.51,,,,,,,,,,
0.88,-0.09178492224775255,1.32,5520,0,5520,3108,,,,,,,915,0.0,0.19406013786792756,0.09268219023942947,0.036742448806762695,0.0001,-0.4046929836273193,-0.0007700715505052358,0.2,2.195239e-05
,,,5520,,,,0.81,20825,-0.17576044999999996,184,0,1.48,,,,,,,,,,
0.92,-0.048740003150887785,1.18,5550,0,5550,3131,,,,,,,920,0.0,0.15090837478637695,0.06963092088699341,-0.011904001235961914,0.0001,-0.39634148478507997,-0.0009833045808287366,0.2,2.7298927e-05
,,,5550,,,,0.84,20935,-0.15162633,185,0,1.41,,,,,,,,,,
0.88,-0.09077961644157767,1.24,5580,0,5580,3150,,,,,,,925,0.0,0.1522802621126175,0.07078444212675095,0.22086811065673828,0.0001,-0.38400238156318667,-0.0009527347403732733,0.2,4.1876236e-05
,,,5580,,,,0.85,21043,-0.1523379,186,0,1.42,,,,,,,,,,
