eval/mean_ep_length,env/n_steps,eval/success_rate,env/completion_counter,time/total_timesteps,eval/mean_reward,env/current_idx,time/time_elapsed,rollout/success_rate,time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/explained_variance,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1.16,9510,0.96,0,9510,-0.009989512441679836,5946,,,,,,,0.09501893818378448,0.1951007515192032,0.2,-0.0035541368182748557,0.0,0.24502533674240112,0.001,1580,3.536542330095926e-08,0.0
,,,,9510,,,35857,0.74,0,317,-0.22557132000000002,1.62,,,,,,,,,,
1.2,9540,0.92,0,9540,-0.07011872363742441,5966,,,,,,,0.045033328235149384,0.11388551890850067,0.2,-0.0035559759475290776,0.0,0.5921312570571899,0.001,1585,9.934107225717526e-09,0.0
,,,,9540,,,35959,0.75,0,318,-0.21359339,1.58,,,,,,,,,,
1.16,9570,0.94,0,9570,-0.06961638194508851,5984,,,,,,,0.08010410517454147,0.16498482525348662,0.2,-0.0035544031299650667,0.0,-0.08859670162200928,0.001,1590,9.437402170853204e-09,0.0
,,,,9570,,,36067,0.73,0,319,-0.23960599999999999,1.62,,,,,,,,,,
1.26,9600,0.9,0,9600,-0.07027757555712015,6003,,,,,,,0.1133931577205658,0.2415410816669464,0.2,-0.0035554555244743822,0.0,0.2160540223121643,0.001,1595,6.357829018810434e-09,0.0
,,,,9600,,,36175,0.72,0,320,-0.24864455000000002,1.64,,,,,,,,,,
1.16,9630,0.94,0,9630,-0.04897067369427532,6025,,,,,,,0.08694525808095932,0.19860391318798065,0.2,-0.0035552219953387974,0.0,0.26958441734313965,0.001,1600,-1.11262007607138e-08,0.0
,,,,9630,,,36277,0.78,0,321,-0.19885704000000004,1.51,,,,,,,,,,
1.34,9660,0.88,0,9660,-0.1318704196298495,6044,,,,,,,0.1026182547211647,0.2085332453250885,0.2,-0.0035541384480893613,0.0,0.01949244737625122,0.001,1605,-2.2252400810884865e-08,0.0
,,,,9660,,,36382,0.78,0,322,-0.20225951000000003,1.51,,,,,,,,,,
1.04,9690,0.98,0,9690,-0.006362424013204872,6063,,,,,,,0.06245717778801918,0.13756102174520493,0.2,-0.003556845197454095,0.0,0.31707197427749634,0.001,1610,-2.384185915360604e-09,0.0
,,,,9690,,,36484,0.76,0,323,-0.22588622000000005,1.57,,,,,,,,,,
1.3,9720,0.9,0,9720,-0.09012303987517953,6083,,,,,,,0.06664366275072098,0.15105049908161164,0.2,-0.0035537192597985268,0.0,0.3809070587158203,0.001,1615,2.245108357001868e-08,0.0
,,,,9720,,,36595,0.78,0,324,-0.19934698000000003,1.53,,,,,,,,,,
1.3,9750,0.88,0,9750,-0.10908394020050764,6099,,,,,,,0.0753793939948082,0.1631682425737381,0.2,-0.003573937062174082,0.0,0.2551618218421936,0.001,1620,1.1126200938349484e-08,0.0
,,,,9750,,,36707,0.79,0,325,-0.19183438,1.55,,,,,,,,,,
1.32,9780,0.86,0,9780,-0.1510401583230123,6116,,,,,,,0.131050705909729,0.2859644114971161,0.2,-0.003843644447624683,0.0,-0.19986248016357422,0.001,1625,-5.0067901824490946e-08,0.0
,,,,9780,,,36813,0.77,0,326,-0.20016056000000002,1.61,,,,,,,,,,
1.24,9810,0.92,0,9810,-0.07068729501217604,6138,,,,,,,0.06093902513384819,0.1369883432984352,0.2,-0.0035531599540263416,0.0,0.23757225275039673,0.001,1630,4.967053879312289e-09,0.0
,,,,9810,,,36923,0.77,0,327,-0.20001837000000006,1.62,,,,,,,,,,
1.08,9840,0.96,0,9840,-0.047169421892613174,6158,,,,,,,0.06222963333129883,0.14496525079011918,0.2,-0.0035533573012799025,0.0,0.09910941123962402,0.001,1635,1.9868215250795628e-08,0.0
,,,,9840,,,37029,0.8,0,328,-0.17642749,1.56,,,,,,,,,,
1.26,9870,0.94,0,9870,-0.05125260194763541,6177,,,,,,,0.08654234558343887,0.18626779317855835,0.2,-0.0035639154259115456,0.0,0.1545458436012268,0.001,1640,7.947285496356927e-10,0.0
,,,,9870,,,37138,0.81,0,329,-0.17671492,1.56,,,,,,,,,,
1.24,9900,0.9,0,9900,-0.1094665211532265,6199,,,,,,,0.08983075618743896,0.19756107032299042,0.2,-0.0035539926029741764,0.0,-0.27848613262176514,0.001,1645,7.549921932081816e-09,0.0
,,,,9900,,,37249,0.82,0,330,-0.15988008999999997,1.49,,,,,,,,,,
1.22,9930,0.92,0,9930,-0.06872736779507249,6217,,,,,,,0.06203543767333031,0.1326415792107582,0.2,-0.0035523604135960342,0.0,0.27764439582824707,0.001,1650,2.1457672794156225e-08,0.0
,,,,9930,,,37354,0.82,0,331,-0.18252225000000002,1.49,,,,,,,,,,
1.2,9960,0.92,0,9960,-0.06979835126083345,6233,,,,,,,0.11331609636545181,0.2462077856063843,0.2,-0.003553815605118871,0.0,0.09457236528396606,0.001,1655,-3.5762786509963005e-09,0.0
,,,,9960,,,37458,0.76,0,332,-0.21700893000000004,1.59,,,,,,,,,,
1.1,9990,0.96,0,9990,-0.027198665016330777,6247,,,,,,,0.07242005318403244,0.15277379453182222,0.2,-0.0035521247889846565,0.0,0.2650827169418335,0.001,1660,-1.1126200849531642e-08,0.0
,,,,9990,,,37549,0.71,0,333,-0.21189216000000005,1.68,,,,,,,,,,
1.16,10020,0.94,0,10020,-0.05090802852064371,6268,,,,,,,0.0663834884762764,0.1507716417312622,0.2,-0.0035526550374925135,0.0,0.07652294635772705,0.001,1665,-8.145968344308585e-09,0.0
,,,,10020,,,37648,0.71,0,334,-0.21432989,1.66,,,,,,,,,,
1.22,10050,0.92,0,10050,-0.050232187770307066,6285,,,,,,,0.17685772478580475,0.3468950927257538,0.2,-0.003552187466993928,0.0,0.2014148235321045,0.001,1670,-2.781550278996292e-09,0.0
,,,,10050,,,37752,0.7,0,335,-0.22533085,1.68,,,,,,,,,,
1.18,10080,0.92,0,10080,-0.06949361580889672,6303,,,,,,,0.10937312990427017,0.2567389339208603,0.2,-0.0035535414237529038,0.0,0.1179656982421875,0.001,1675,-3.973643014631989e-09,0.0
,,,,10080,,,37859,0.68,0,336,-0.23833597,1.72,,,,,,,,,,
1.24,10110,0.92,0,10110,-0.05014866863377392,6321,,,,,,,0.10587848722934723,0.22220599055290222,0.2,-0.0035534680355340242,0.0,0.13607686758041382,0.001,1680,1.8278758240342085e-08,0.0
,,,,10110,,,37963,0.68,0,337,-0.22681209,1.71,,,,,,,,,,
1.44,10140,0.8,0,10140,-0.17293313988484443,6336,,,,,,,0.08988708257675171,0.20175009071826935,0.2,-0.003732599224895239,0.0,0.3229820132255554,0.001,1685,-3.6915142698212833e-07,0.0
,,,,10140,,,38083,0.69,0,338,-0.24635935,1.72,,,,,,,,,,
1.1,10170,0.98,0,10170,-0.02690425005275756,6352,,,,,,,0.10424850136041641,0.2154332548379898,0.2,-0.0035537842661142348,0.0,0.026552855968475342,0.001,1690,1.3907751039710092e-08,0.0
,,,,10170,,,38183,0.69,0,339,-0.28257212,1.73,,,,,,,,,,
1.14,10200,0.94,0,10200,-0.07017619294580073,6370,,,,,,,0.11368827521800995,0.2395591527223587,0.2,-0.00355880088172853,0.0,0.19765597581863403,0.001,1695,1.9470850265435047e-08,0.0
,,,,10200,,,38289,0.67,0,340,-0.29579331,1.78,,,,,,,,,,
1.22,10230,0.92,0,10230,-0.04989637044258416,6390,,,,,,,0.072102852165699,0.15655407607555388,0.2,-0.003556141210719943,0.0,0.3846592307090759,0.001,1700,1.9868216405427573e-09,0.0
,,,,10230,,,38387,0.7,0,341,-0.26688041999999995,1.71,,,,,,,,,,
1.32,10260,0.88,0,10260,-0.09104784616269171,6406,,,,,,,0.06561196595430374,0.1503600984811783,0.2,-0.003556857444345951,0.0,0.23728340864181519,0.001,1705,-1.2715658037620869e-08,0.0
,,,,10260,,,38501,0.68,0,342,-0.27188809999999997,1.75,,,,,,,,,,
1.24,10290,0.94,0,10290,-0.0319138209708035,6423,,,,,,,0.09624196588993073,0.20694016814231872,0.2,-0.0035559395793825386,0.0,0.19990229606628418,0.001,1710,7.947290825427445e-10,0.0
,,,,10290,,,38604,0.67,0,343,-0.30951654,1.77,,,,,,,,,,
1.12,10320,0.98,0,10320,-0.027594342129305005,6443,,,,,,,0.05005275085568428,0.12253949493169784,0.2,-0.003556931624189019,0.0,0.5673742890357971,0.001,1715,4.072984005620839e-09,0.0
,,,,10320,,,38699,0.71,0,344,-0.28047484,1.67,,,,,,,,,,
1.18,10350,0.92,0,10350,-0.09148347183130681,6459,,,,,,,0.12729811668395996,0.26813843846321106,0.2,-0.003565174248069525,0.0,0.17734289169311523,0.001,1720,-1.331170451646102e-08,0.0
,,,,10350,,,38806,0.7,0,345,-0.28536147,1.67,,,,,,,,,,
1.42,10380,0.84,0,10380,-0.1530717975180596,6477,,,,,,,0.10972335934638977,0.2350994199514389,0.2,-0.0035560935735702514,0.0,0.03367358446121216,0.001,1725,1.4305115136892255e-08,0.0
,,,,10380,,,38924,0.69,0,346,-0.29786699,1.68,,,,,,,,,,
1.22,10410,0.9,0,10410,-0.10860978659708052,6494,,,,,,,0.09372827410697937,0.20918141305446625,0.2,-0.003557598264887929,0.0,0.06587117910385132,0.001,1730,9.139379031353201e-09,0.0
,,,,10410,,,39034,0.69,0,347,-0.2969744,1.71,,,,,,,,,,
1.28,10440,0.9,0,10440,-0.07292362876236438,6513,,,,,,,0.08736292272806168,0.18516007661819459,0.2,-0.0035562646109610794,0.0,0.160586416721344,0.001,1735,3.973643192267673e-09,0.0
,,,,10440,,,39152,0.72,0,348,-0.2696233,1.67,,,,,,,,,,
1.34,10470,0.86,0,10470,-0.15230774116236717,6530,,,,,,,0.10022995620965958,0.20481619834899903,0.2,-0.003556535439565778,0.0,0.1807016134262085,0.001,1740,-3.1789145538141384e-09,0.0
,,,,10470,,,39269,0.69,0,349,-0.28596863,1.71,,,,,,,,,,
1.22,10500,0.92,0,10500,-0.08890144298784435,6547,,,,,,,0.08422977477312088,0.1886680990457535,0.2,-0.003557220613583922,0.0,0.22707706689834595,0.001,1745,-2.702077264160607e-08,0.0
,,,,10500,,,39386,0.69,0,350,-0.28154797,1.75,,,,,,,,,,
1.34,10530,0.86,0,10530,-0.13593548897653818,6563,,,,,,,0.10237623006105423,0.2043825477361679,0.2,-0.0035566297825425862,0.0,0.1786426305770874,0.001,1750,-1.7682711828115317e-08,0.0
,,,,10530,,,39505,0.72,0,351,-0.23947887999999995,1.71,,,,,,,,,,
1.24,10560,0.94,0,10560,-0.06924406351521611,6585,,,,,,,0.11096493899822235,0.26037454009056094,0.2,-0.0035557180643081667,0.0,-0.07579386234283447,0.001,1755,5.086263143994074e-08,0.0
,,,,10560,,,39622,0.73,0,352,-0.24389072000000003,1.68,,,,,,,,,,
1.26,10590,0.9,0,10590,-0.08971857675816863,6605,,,,,,,0.10677523910999298,0.22733068466186523,0.2,-0.0035572564229369164,0.0,-0.07878804206848145,0.001,1760,-4.3710074670855196e-09,0.0
,,,,10590,,,39743,0.74,0,353,-0.22908682000000005,1.63,,,,,,,,,,
1.3,10620,0.88,0,10620,-0.13755829370580613,6621,,,,,,,0.12366601824760437,0.24854461550712587,0.2,-0.003658232605084777,0.0,0.20267295837402344,0.001,1765,1.1920929310349492e-08,0.0
,,,,10620,,,39861,0.71,0,354,-0.24523032999999997,1.67,,,,,,,,,,
1.56,10650,0.76,0,10650,-0.2136167140584439,6640,,,,,,,0.12461547553539276,0.2776333659887314,0.2,-0.0035564322024583817,0.0,0.10971534252166748,0.001,1770,1.2715657504713817e-08,0.0
,,,,10650,,,39976,0.74,0,355,-0.21025899999999997,1.62,,,,,,,,,,
1.3,10680,0.88,0,10680,-0.09098391662351787,6661,,,,,,,0.08947187662124634,0.17795403599739074,0.2,-0.0035563279408961533,0.0,0.12326639890670776,0.001,1775,3.5762786954052218e-09,0.0
,,,,10680,,,40087,0.76,0,356,-0.21480690000000002,1.56,,,,,,,,,,
1.12,10710,0.96,0,10710,-0.027512152325361968,6677,,,,,,,0.1014915257692337,0.20897742509841918,0.2,-0.0035580400377511977,0.0,0.11191791296005249,0.001,1780,-3.178914731449822e-09,0.0
,,,,10710,,,40185,0.73,0,357,-0.26187399,1.61,,,,,,,,,,
1.36,10740,0.84,0,10740,-0.09092150683049112,6694,,,,,,,0.12171415984630585,0.2648540049791336,0.2,-0.003556770784780383,0.0,0.26464158296585083,0.001,1785,2.2252401254974075e-08,0.0
,,,,10740,,,40295,0.73,0,358,-0.27001569,1.63,,,,,,,,,,
1.2,10770,0.92,0,10770,-0.07060152758844197,6714,,,,,,,0.09201904386281967,0.1975653052330017,0.2,-0.0035571066197007894,0.0,0.24752777814865112,0.001,1790,-4.768371830721208e-09,0.0
,,,,10770,,,40399,0.74,0,359,-0.27929803,1.62,,,,,,,,,,
1.32,10800,0.88,0,10800,-0.07119271881412714,6732,,,,,,,0.06459888070821762,0.14359379410743714,0.2,-0.003559363028034568,0.0,0.3994365930557251,0.001,1795,-1.1126200671895959e-08,0.0
,,,,10800,,,40507,0.74,0,360,-0.28918864,1.63,,,,,,,,,,
1.16,10830,0.92,0,10830,-0.048656302150338886,6755,,,,,,,0.0694822296500206,0.17072353065013884,0.2,-0.003559013735502958,0.0,0.3727242946624756,0.001,1800,-3.2186509102416495e-08,0.0
,,,,10830,,,40616,0.75,0,361,-0.27947367,1.61,,,,,,,,,,
1.2,10860,0.92,0,10860,-0.08881368509493769,6775,,,,,,,0.03505527228116989,0.08078284859657288,0.2,-0.0035568398889154196,0.0,0.006141722202301025,0.001,1805,-8.344650481717508e-09,0.0
,,,,10860,,,40717,0.8,0,362,-0.19649617,1.51,,,,,,,,,,
1.14,10890,0.94,0,10890,-0.06895247681997717,6796,,,,,,,0.049272146075963974,0.11056894809007645,0.2,-0.00355714219622314,0.0,-0.2308419942855835,0.001,1810,2.145767261652054e-08,0.0
,,,,10890,,,40817,0.82,0,363,-0.16742839999999998,1.48,,,,,,,,,,
1.24,10920,0.9,0,10920,-0.08849041316658258,6819,,,,,,,0.08247166872024536,0.16996923983097076,0.2,-0.0035574947949498894,0.0,0.05841255187988281,0.001,1815,2.4239223073152516e-08,0.0
,,,,10920,,,40924,0.85,0,364,-0.13291836,1.41,,,,,,,,,,
1.12,10950,0.94,0,10950,-0.02749636262655258,6836,,,,,,,0.08203776925802231,0.16742185056209563,0.2,-0.0035571091808378696,0.0,0.2313430905342102,0.001,1820,0.0,0.0
,,,,10950,,,41024,0.84,0,365,-0.14743629000000003,1.44,,,,,,,,,,
1.26,10980,0.9,0,10980,-0.0927230053814128,6853,,,,,,,0.05551931634545326,0.12554222494363784,0.2,-0.0035568201448768376,0.0,0.3846188187599182,0.001,1825,5.563100424765821e-09,0.0
,,,,10980,,,41127,0.8,0,366,-0.19135835000000004,1.51,,,,,,,,,,
1.08,11010,0.98,0,11010,-0.027173030446283518,6872,,,,,,,0.06181827560067177,0.13553530871868133,0.2,-0.0035591511987149715,0.0,0.39637070894241333,0.001,1830,1.8527110867694317e-08,0.0
,,,,11010,,,41219,0.79,0,367,-0.20677785,1.57,,,,,,,,,,
1.18,11040,0.94,0,11040,-0.06858816410414875,6889,,,,,,,0.09226967394351959,0.20430781543254853,0.2,-0.003557122591882944,0.0,0.06066769361495972,0.001,1835,1.4106433154914555e-08,0.0
,,,,11040,,,41333,0.8,0,368,-0.21184688000000002,1.58,,,,,,,,,,
1.44,11070,0.82,0,11070,-0.15104799311608075,6908,,,,,,,0.08262071758508682,0.1772047072649002,0.2,-0.003556733950972557,0.0,0.14394712448120117,0.001,1840,1.5596548941232413e-08,0.0
,,,,11070,,,41440,0.75,0,369,-0.2608599,1.65,,,,,,,,,,
1.2,11100,0.96,0,11100,-0.009737731921486557,6929,,,,,,,0.09226672351360321,0.20330618917942048,0.2,-0.003556672390550375,0.0,0.32462698221206665,0.001,1845,1.8874805163271446e-08,0.0
,,,,11100,,,41550,0.77,0,370,-0.24034453000000003,1.61,,,,,,,,,,
1.34,11130,0.86,0,11130,-0.13143834250979125,6947,,,,,,,0.08100978285074234,0.1706776350736618,0.2,-0.003559594554826617,0.0,0.24838823080062866,0.001,1850,-1.6490618737208253e-08,0.0
,,,,11130,,,41665,0.76,0,371,-0.24822019999999995,1.63,,,,,,,,,,
1.34,11160,0.84,0,11160,-0.1308142346329987,6965,,,,,,,0.09430833160877228,0.21106190979480743,0.2,-0.004137234529480338,0.011743895,0.04940080642700195,0.001,1855,-0.005073000645885983,0.020000001043081285
,,,,11160,,,41776,0.77,0,372,-0.2407802,1.62,,,,,,,,,,
1.16,11190,0.96,0,11190,-0.03390928889159113,6987,,,,,,,0.12199334800243378,0.2731011986732483,0.2,-0.0059665943495929245,0.0,0.023396790027618408,0.001,1860,-1.3709068724665485e-08,0.0
,,,,11190,,,41884,0.77,0,373,-0.2422138,1.56,,,,,,,,,,
1.3,11220,0.88,0,11220,-0.10957868022844196,7006,,,,,,,0.07742764800786972,0.16414458751678468,0.2,-0.007646057009696961,0.0,0.17363423109054565,0.001,1865,2.9404959001055887e-08,0.0
,,,,11220,,,41995,0.8,0,374,-0.20294581999999997,1.51,,,,,,,,,,
1.24,11250,0.94,0,11250,-0.04984874589368701,7028,,,,,,,0.07953967899084091,0.1646585524082184,0.2,-0.008941642194986343,0.0,0.18635869026184082,0.001,1870,3.9140384799907225e-08,0.0
,,,,11250,,,42103,0.81,0,375,-0.17953049999999998,1.5,,,,,,,,,,
1.14,11280,0.94,0,11280,-0.07092602680437267,7048,,,,,,,0.08044077455997467,0.18648871183395385,0.2,-0.009846401773393154,0.0,-0.6812700033187866,0.001,1875,-5.483627321112294e-08,0.0
,,,,11280,,,42200,0.82,0,376,-0.17278349,1.48,,,,,,,,,,
1.16,11310,0.94,0,11310,-0.028953323322348297,7066,,,,,,,0.08828283101320267,0.1793273627758026,0.2,-0.010433465987443925,0.0,0.2197258472442627,0.001,1880,1.986821533961347e-08,0.0
,,,,11310,,,42304,0.83,0,377,-0.15019591,1.48,,,,,,,,,,
1.34,11340,0.84,0,11340,-0.1513424772210419,7085,,,,,,,0.08183331787586212,0.170294651389122,0.2,-0.010806557908654212,0.0,0.043250322341918945,0.001,1885,1.4305114603985202e-08,0.0
,,,,11340,,,42414,0.82,0,378,-0.13616864,1.51,,,,,,,,,,
1.44,11370,0.8,0,11370,-0.11222708958666772,7105,,,,,,,0.05013350024819374,0.1054166778922081,0.2,-0.01106228232383728,0.0,0.08771693706512451,0.001,1890,9.93410651517479e-09,0.0
,,,,11370,,,42525,0.81,0,379,-0.13753728,1.52,,,,,,,,,,
1.34,11400,0.88,0,11400,-0.13199750252068043,7125,,,,,,,0.08010028302669525,0.1629204571247101,0.2,-0.0111726151779294,0.0,0.13492870330810547,0.001,1895,3.6557516214230647e-08,0.0
,,,,11400,,,42633,0.8,0,380,-0.15654326,1.55,,,,,,,,,,
1.14,11430,0.94,0,11430,-0.06757712953723967,7144,,,,,,,0.07959369570016861,0.16409508585929872,0.2,-0.011254334077239036,0.0,0.08220946788787842,0.001,1900,1.1126200494260274e-08,0.0
,,,,11430,,,42727,0.8,0,381,-0.1574776,1.55,,,,,,,,,,
1.12,11460,0.94,0,11460,-0.06721299207769334,7166,,,,,,,0.09771915525197983,0.20146344602108002,0.2,-0.011304214224219322,0.0,-0.0265045166015625,0.001,1905,-9.49700678987142e-08,0.0
,,,,11460,,,42830,0.81,0,382,-0.15789299999999998,1.49,,,,,,,,,,
1.1,11490,0.98,0,11490,-0.027323654950596393,7188,,,,,,,0.08633042126893997,0.17741527557373046,0.2,-0.01133371964097023,0.0,0.20376276969909668,0.001,1910,5.006790200212663e-08,0.0
,,,,11490,,,42923,0.84,0,383,-0.14528318,1.44,,,,,,,,,,
1.36,11520,0.84,0,11520,-0.17161665699444711,7202,,,,,,,0.09167260676622391,0.192114195227623,0.2,-0.011357370018959045,0.0,-0.04614710807800293,0.001,1915,1.7086665238252863e-08,0.0
,,,,11520,,,43036,0.79,0,384,-0.22539851,1.55,,,,,,,,,,
1.28,11550,0.9,0,11550,-0.09228396738879382,7222,,,,,,,0.16298067569732666,0.3311144351959229,0.2,-0.011361140757799149,0.0,0.26219338178634644,0.001,1920,-1.6291936510981487e-08,0.0
,,,,11550,,,43145,0.78,0,385,-0.22961975999999995,1.54,,,,,,,,,,
1.26,11580,0.9,0,11580,-0.10984975038096309,7242,,,,,,,0.08869073539972305,0.1878952831029892,0.2,-0.01137266755104065,0.0,0.27324652671813965,0.001,1925,-3.1789143761784544e-08,0.0
,,,,11580,,,43248,0.77,0,386,-0.23246259999999996,1.52,,,,,,,,,,
1.2,11610,0.92,0,11610,-0.08945527481846512,7259,,,,,,,0.09437799453735352,0.19196100234985353,0.2,-0.011376657895743847,0.0,0.31488895416259766,0.001,1930,-5.960464548593336e-08,0.0
,,,,11610,,,43345,0.75,0,387,-0.24466162,1.6,,,,,,,,,,
1.2,11640,0.92,0,11640,-0.0694470319757238,7281,,,,,,,0.09247425943613052,0.194278085231781,0.2,-0.011375045776367188,0.0,0.13017094135284424,0.001,1935,-6.1591461708587755e-09,0.0
,,,,11640,,,43442,0.75,0,388,-0.24129609000000002,1.59,,,,,,,,,,
1.2,11670,0.96,0,11670,-0.049009312442503866,7295,,,,,,,0.0696864053606987,0.14143458604812623,0.2,-0.011378739029169083,0.0,0.23498696088790894,0.001,1940,-5.165735750267686e-09,0.0
,,,,11670,,,43542,0.72,0,389,-0.26789511,1.64,,,,,,,,,,
