time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_ep_length,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/learning_rate
8340,-0.053904717680998145,8340,0.94,3798,0,1.36,,,,,,,-0.00013950467041770053,0.0,0.2,0.15040751695632934,-0.24709508717060089,0.07327575981616974,0.3915250301361084,1385,3.941655e-05,0.0001
8340,,,,,,,1.88,-0.12606915000000002,0.85,0,278,33521,,,,,,,,,,
8370,-0.031426079575903716,8370,0.98,3812,0,1.38,,,,,,,-0.0005235385852090602,0.0,0.2,0.19263987839221955,-0.2405477374792099,0.08649252355098724,0.32446348667144775,1390,1.0116895e-05,0.0001
8370,,,,,,,1.76,-0.10773129999999999,0.88,0,279,33638,,,,,,,,,,
8400,-0.10052993031218647,8400,0.88,3826,0,1.6,,,,,,,-4.136562335332883e-07,0.0,0.2,0.23565339744091035,-0.23518215417861937,0.10969558358192444,-0.12050485610961914,1395,2.3841858e-07,0.0001
8400,,,,,,,1.85,-0.1452628,0.86,0,280,33782,,,,,,,,,,
8430,-0.0734901853930205,8430,0.94,3843,0,1.42,,,,,,,-0.0002938274561898879,0.0,0.2,0.14549542665481568,-0.2319806396961212,0.0679696798324585,0.44013988971710205,1400,1.876553e-05,0.0001
8430,,,,,,,1.92,-0.18605275000000002,0.84,0,281,33899,,,,,,,,,,
8460,-0.03155812330543995,8460,0.96,3863,0,1.36,,,,,,,-0.00019349813223605848,0.0,0.2,0.38974971175193784,-0.22907187342643737,0.1876310557126999,0.08123046159744263,1405,7.943312e-06,0.0001
8460,,,,,,,1.87,-0.19555890000000006,0.85,0,282,34028,,,,,,,,,,
8490,-0.11487951761577278,8490,0.9,3876,0,1.5,,,,,,,-1.3113021868349506e-08,0.0,0.2,0.2513535261154175,-0.22663686871528627,0.12662838399410248,-0.0033303499221801758,1410,3.973643e-09,0.0001
8490,,,,,,,1.97,-0.21068106,0.84,0,283,34154,,,,,,,,,,
8520,-0.0275932018365711,8520,0.98,3890,0,1.12,,,,,,,8.261124181458967e-05,0.0,0.2,0.20025114715099335,-0.2253553032875061,0.0929209515452385,0.3178650140762329,1415,1.39077505e-08,0.0001
8520,,,,,,,2.0,-0.22062105,0.83,0,284,34252,,,,,,,,,,
8550,-0.007337888185866177,8550,0.98,3909,0,1.1,,,,,,,-0.0002474204663303503,0.0,0.2,0.2012896567583084,-0.22487016916275024,0.09895056486129761,0.1998940110206604,1420,6.3578286e-06,0.0001
8550,,,,,,,1.91,-0.20950657999999997,0.85,0,285,34349,,,,,,,,,,
8580,-0.11372320745140314,8580,0.9,3928,0,1.58,,,,,,,-0.0004558257302658575,0.0,0.2,0.14721754789352418,-0.22281016707420348,0.06953022629022598,0.34405702352523804,1425,7.5717767e-06,0.0001
8580,,,,,,,1.77,-0.15937505999999999,0.89,0,286,34481,,,,,,,,,,
8610,-0.09554718375671654,8610,0.92,3940,0,1.42,,,,,,,0.00016188065346796067,0.0,0.2,0.20812829732894897,-0.21966321468353273,0.09845365583896637,-0.4325636625289917,1430,3.5067399e-06,0.0001
8610,,,,,,,1.84,-0.15748156000000002,0.87,0,287,34600,,,,,,,,,,
8640,-0.05083270980045199,8640,0.96,3958,0,1.34,,,,,,,-1.1920929399167336e-08,0.0,0.2,0.14803736209869384,-0.2181280493736267,0.0706578865647316,0.2832297682762146,1435,0.0,0.0001
8640,,,,,,,1.87,-0.15792303000000002,0.86,0,288,34713,,,,,,,,,,
8670,-0.07163625683635473,8670,0.94,3970,0,1.4,,,,,,,-6.861011243017857e-05,0.0,0.2,0.1622735559940338,-0.21793791949748992,0.07994990795850754,0.2762066721916199,1440,1.2437503e-06,0.0001
8670,,,,,,,1.94,-0.18101643,0.84,0,289,34826,,,,,,,,,,
8700,-0.029389993106015026,8700,0.98,3985,0,1.18,,,,,,,3.854433767713772e-08,0.0,0.2,0.3233847558498383,-0.21885481476783752,0.1493718922138214,0.22602719068527222,1445,0.0,0.0001
8700,,,,,,,1.94,-0.17105020999999998,0.84,0,290,34940,,,,,,,,,,
8730,-0.0616400658339262,8730,0.94,3999,0,1.48,,,,,,,-6.516774675446868e-08,0.0,0.2,0.16845874786376952,-0.22011274695396424,0.07954858988523483,-0.5189892053604126,1450,0.0,0.0001
8730,,,,,,,1.98,-0.18729826,0.83,0,291,35060,,,,,,,,,,
8760,-0.10521362315863371,8760,0.9,4016,0,1.54,,,,,,,-3.8544337499502035e-08,0.0,0.2,0.22543259859085082,-0.22024760842323304,0.10633392632007599,0.42108047008514404,1455,0.0,0.0001
8760,,,,,,,1.98,-0.19783670999999997,0.82,0,292,35182,,,,,,,,,,
8790,-0.05171197831630707,8790,0.92,4031,0,1.42,,,,,,,-0.0002547299894891886,0.0,0.2,0.2467707097530365,-0.22081897854804994,0.11553443223237991,0.00011783838272094727,1460,3.4352145e-06,0.0001
8790,,,,,,,2.02,-0.21831798,0.81,0,293,35302,,,,,,,,,,
8820,-0.051385707147419454,8820,0.96,4047,0,1.28,,,,,,,0.00027074416400862944,0.0,0.2,0.20053211152553557,-0.2223929464817047,0.10223855078220367,0.1498700976371765,1465,3.139178e-07,0.0001
8820,,,,,,,1.99,-0.21764300999999997,0.82,0,294,35412,,,,,,,,,,
8850,-0.012149277003481984,8850,0.98,4063,0,1.34,,,,,,,-0.0003283798707221841,0.0,0.2,0.279879504442215,-0.22167707979679108,0.1347000002861023,-0.026460647583007812,1470,8.00689e-06,0.0001
8850,,,,,,,1.91,-0.19388051999999997,0.84,0,295,35526,,,,,,,,,,
8880,-0.05244832371827215,8880,0.94,4083,0,1.42,,,,,,,0.00011267781141199862,0.0,0.2,0.15046719312667847,-0.22112840116024018,0.07250601798295975,0.19122368097305298,1475,7.996957e-06,0.0001
8880,,,,,,,1.89,-0.19211444000000003,0.84,0,296,35645,,,,,,,,,,
8910,-0.07267377715092152,8910,0.94,4095,0,1.36,,,,,,,-0.000246608261950243,0.0,0.2,0.1898960441350937,-0.22113114297389985,0.0864541158080101,-0.25229501724243164,1480,6.4611436e-06,0.0001
8910,,,,,,,1.84,-0.17200792000000004,0.86,0,297,35762,,,,,,,,,,
8940,-0.05136127336882055,8940,0.96,4110,0,1.22,,,,,,,-0.0004854100967835118,0.0,0.2,0.20742029547691346,-0.22314665019512175,0.10235856473445892,0.45211201906204224,1485,1.8763541e-05,0.0001
8940,,,,,,,1.86,-0.17128152000000005,0.86,0,298,35867,,,,,,,,,,
8970,-0.07261496840510517,8970,0.9,4127,0,1.48,,,,,,,-0.00011470437292331326,0.0,0.2,0.14087936878204346,-0.22720308601856232,0.06646662950515747,0.4419812560081482,1490,1.5874704e-06,0.0001
8970,,,,,,,1.87,-0.16070971999999997,0.87,0,299,35991,,,,,,,,,,
9000,-0.1371569645870477,9000,0.86,4142,0,1.68,,,,,,,-6.914138985791852e-08,0.0,0.2,0.15191929340362548,-0.22740059494972228,0.07422231137752533,0.016546249389648438,1495,0.0,0.0001
9000,,,,,,,1.83,-0.15887921,0.87,0,300,36124,,,,,,,,,,
9030,-0.07445713550783693,9030,0.94,4152,0,1.42,,,,,,,-3.084262243646663e-05,0.0,0.2,0.3041191279888153,-0.2275285005569458,0.14828673005104065,0.005766093730926514,1500,2.4994215e-06,0.0001
9030,,,,,,,2.03,-0.22854700000000006,0.82,0,301,36235,,,,,,,,,,
9060,-0.07383337844163179,9060,0.92,4164,0,1.46,,,,,,,-0.00012135346895476573,0.0,0.2,0.2137097030878067,-0.22782277762889863,0.09612487256526947,0.2607041001319885,1505,2.1855037e-06,0.0001
9060,,,,,,,2.08,-0.24498804,0.8,0,302,36353,,,,,,,,,,
9090,-0.033545285444706675,9090,0.98,4183,0,1.22,,,,,,,-0.00019876321603078394,0.0,0.2,0.3059413075447083,-0.22935228049755096,0.15062527358531952,-0.14959168434143066,1510,8.130073e-06,0.0001
9090,,,,,,,2.1,-0.25524712000000005,0.79,0,303,36458,,,,,,,,,,
9120,-0.028708730624057353,9120,0.98,4198,0,1.16,,,,,,,-6.020069145407093e-08,0.0,0.2,0.21736286878585814,-0.23180548548698426,0.10413166135549545,-0.07761788368225098,1515,5.9604645e-08,0.0001
9120,,,,,,,2.02,-0.21740035000000002,0.82,0,304,36561,,,,,,,,,,
9150,-0.031218887381255625,9150,0.98,4214,0,1.2,,,,,,,5.885760019719299e-06,0.0,0.2,0.16649120151996613,-0.2331642597913742,0.07385536283254623,0.10854488611221313,1520,1.0728836e-07,0.0001
9150,,,,,,,2.03,-0.22894452,0.81,0,305,36665,,,,,,,,,,
9180,-0.032552200332283975,9180,0.96,4230,0,1.38,,,,,,,-3.9339065871502045e-08,0.0,0.2,0.21548739075660706,-0.23404706716537477,0.10738106817007065,0.12681448459625244,1525,0.0,0.0001
9180,,,,,,,2.06,-0.22279535000000006,0.81,0,306,36783,,,,,,,,,,
9210,-0.05777715224772692,9210,0.96,4246,0,1.32,,,,,,,-9.807030199828758e-05,0.0,0.2,0.1278382882475853,-0.23429170846939087,0.05763819068670273,-5.173072814941406,1530,8.8413555e-07,0.0001
9210,,,,,,,1.97,-0.17795955000000002,0.84,0,307,36897,,,,,,,,,,
9240,-0.14073610656894744,9240,0.88,4262,0,1.48,,,,,,,-2.741813691642392e-08,0.0,0.2,0.15765421688556672,-0.23308843672275542,0.07741943746805191,0.2877698540687561,1535,0.0,0.0001
9240,,,,,,,1.84,-0.14988696999999998,0.88,0,308,37018,,,,,,,,,,
9270,-0.04912210306152701,9270,0.96,4279,0,1.28,,,,,,,-2.781550132446853e-08,0.0,0.2,0.10805808007717133,-0.23245057463645935,0.05118001997470856,0.49886834621429443,1540,0.0,0.0001
9270,,,,,,,1.84,-0.15621234,0.88,0,309,37123,,,,,,,,,,
9300,-0.07470813878346234,9300,0.92,4289,0,1.46,,,,,,,-7.609526289087399e-08,0.0,0.2,0.2234363615512848,-0.2322404682636261,0.10352320969104767,0.4555114507675171,1545,0.0,0.0001
9300,,,,,,,1.99,-0.20194014999999996,0.84,0,310,37249,,,,,,,,,,
9330,-0.056533744181506335,9330,0.94,4306,0,1.42,,,,,,,-9.416182945027884e-05,0.0,0.2,0.18569660782814026,-0.2319372683763504,0.08278607577085495,0.3710874319076538,1550,2.1775563e-06,0.0001
9330,,,,,,,1.93,-0.18046837999999998,0.85,0,311,37366,,,,,,,,,,
9360,-0.049492446309886876,9360,0.96,4325,0,1.26,,,,,,,-8.735974553246706e-05,0.0,0.2,0.20920925438404084,-0.23034637570381164,0.10963747650384903,0.2914937734603882,1555,8.940697e-07,0.0001
9360,,,,,,,1.91,-0.17606548000000002,0.86,0,312,37479,,,,,,,,,,
9390,-0.11614302125759422,9390,0.9,4340,0,1.5,,,,,,,-0.00010141929179923182,0.0,0.2,0.21133276522159578,-0.22946217954158782,0.09847461432218552,0.25929880142211914,1560,1.7444293e-06,0.0001
9390,,,,,,,1.94,-0.19764470000000003,0.84,0,313,37600,,,,,,,,,,
9420,-0.05071846531704068,9420,0.96,4355,0,1.26,,,,,,,-0.000532779096587177,0.0,0.2,0.1284671038389206,-0.22931570708751678,0.059819962829351425,0.5229776501655579,1565,1.1871259e-05,0.0001
9420,,,,,,,1.98,-0.21587391,0.82,0,314,37711,,,,,,,,,,
9450,-0.09456555640790612,9450,0.92,4371,0,1.52,,,,,,,-0.0003482468907410663,0.0,0.2,0.21206458210945128,-0.23341331779956817,0.10067635774612427,0.3490790128707886,1570,1.2520949e-05,0.0001
9450,,,,,,,1.97,-0.20950665000000002,0.82,0,315,37827,,,,,,,,,,
9480,-0.0718817811831832,9480,0.94,4387,0,1.32,,,,,,,0.00024004578551597432,0.0,0.2,0.32547147274017335,-0.24024277329444885,0.15860143303871155,-0.1791454553604126,1575,2.1656355e-05,0.0001
9480,,,,,,,1.87,-0.18025247,0.84,0,316,37936,,,,,,,,,,
9510,-0.028163561979308725,9510,0.98,4409,0,1.16,,,,,,,-9.61621601902607e-08,0.0,0.2,0.1741025447845459,-0.24352166652679444,0.08247847855091095,0.40740954875946045,1580,5.9604645e-08,0.0001
9510,,,,,,,1.72,-0.16219245999999998,0.86,0,317,38039,,,,,,,,,,
9540,-0.07244458970148117,9540,0.94,4422,0,1.36,,,,,,,-0.0006300383784886065,0.0,0.2,0.08664787858724594,-0.24385049045085908,0.040843576192855835,0.5005789995193481,1585,2.1406015e-05,0.0001
9540,,,,,,,1.81,-0.19302232000000002,0.84,0,318,38157,,,,,,,,,,
9570,-0.03154126778244972,9570,0.96,4438,0,1.34,,,,,,,-0.0005134721542709997,0.0,0.2,0.22147513926029205,-0.23841546177864076,0.10639702528715134,0.1693384051322937,1590,2.4781624e-05,0.0001
9570,,,,,,,1.85,-0.18285633,0.84,0,319,38276,,,,,,,,,,
9600,-0.008717160350643098,9600,0.98,4450,0,1.18,,,,,,,2.1278856394246757e-06,0.0,0.2,0.13388608694076537,-0.2316405862569809,0.06393080204725266,0.3589838743209839,1595,1.3222297e-05,0.0001
9600,,,,,,,1.93,-0.18665457,0.83,0,320,38382,,,,,,,,,,
9630,-0.07695301010273398,9630,0.92,4468,0,1.56,,,,,,,1.0649164359932683e-05,0.0,0.2,0.23074495494365693,-0.22729116082191467,0.11102859675884247,-0.11028695106506348,1600,1.4301141e-05,0.0001
9630,,,,,,,1.88,-0.17595397,0.85,0,321,38511,,,,,,,,,,
9660,-0.03166488625574857,9660,0.94,4483,0,1.32,,,,,,,2.6833862502817497e-05,0.0,0.2,0.20773179829120636,-0.22528949081897737,0.0984325036406517,0.26085036993026733,1605,4.1325887e-07,0.0001
9660,,,,,,,1.92,-0.18917674999999995,0.84,0,322,38630,,,,,,,,,,
9690,-0.09749930866528303,9690,0.92,4500,0,1.4,,,,,,,-0.00020430128457817886,0.0,0.2,0.16348107159137726,-0.2245841830968857,0.07665722072124481,0.4300253987312317,1610,1.980861e-06,0.0001
9690,,,,,,,1.93,-0.16918698999999995,0.86,0,323,38747,,,,,,,,,,
9720,-0.05004922322463244,9720,0.94,4518,0,1.26,,,,,,,-0.00021722634332626,0.0,0.2,0.20193880498409272,-0.2262478232383728,0.0996432974934578,0.09810376167297363,1615,2.9544035e-06,0.0001
9720,,,,,,,1.93,-0.15340552000000002,0.87,0,324,38858,,,,,,,,,,
9750,-0.0730130861653015,9750,0.94,4531,0,1.42,,,,,,,-0.00028948783311832926,0.0,0.2,0.201948681473732,-0.22844913601875305,0.0926147922873497,-0.20697033405303955,1620,7.971128e-06,0.0001
9750,,,,,,,1.92,-0.18436031,0.86,0,325,38979,,,,,,,,,,
9780,-0.07206495909020305,9780,0.94,4552,0,1.44,,,,,,,-1.3192494634495234e-07,0.0,0.2,0.4134911119937897,-0.2304957926273346,0.20704467594623566,0.038996756076812744,1625,0.0,0.0001
9780,,,,,,,1.78,-0.17126128999999995,0.88,0,326,39100,,,,,,,,,,
9810,-0.11316203233785928,9810,0.9,4566,0,1.5,,,,,,,-6.56390184175848e-05,0.0,0.2,0.10963744670152664,-0.23205777406692504,0.05262642353773117,0.17731106281280518,1630,5.68827e-06,0.0001
9810,,,,,,,1.84,-0.16714165999999994,0.88,0,327,39226,,,,,,,,,,
9840,-0.10047163541894406,9840,0.9,4577,0,1.64,,,,,,,1.2497106993691887e-07,0.0,0.2,0.18714938759803773,-0.23457236289978028,0.08989270776510239,0.03443974256515503,1635,7.5499216e-08,0.0001
9840,,,,,,,1.9,-0.18031323,0.87,0,328,39357,,,,,,,,,,
9870,-0.08289554503746331,9870,0.9,4595,0,1.6,,,,,,,1.6291936422163644e-08,0.0,0.2,0.12299718409776687,-0.23638684451580047,0.05868737772107124,0.5130321979522705,1640,5.364418e-08,0.0001
9870,,,,,,,1.87,-0.19241671000000005,0.86,0,329,39482,,,,,,,,,,
9900,-0.07440658988896758,9900,0.92,4612,0,1.4,,,,,,,-9.218851850789634e-08,0.0,0.2,0.2440838873386383,-0.23783898949623108,0.11529094725847244,0.264493465423584,1645,0.0,0.0001
9900,,,,,,,1.9,-0.19530266999999998,0.86,0,330,39602,,,,,,,,,,
9930,-0.07390226008370519,9930,0.94,4625,0,1.4,,,,,,,2.6623408366788226e-08,0.0,0.2,0.1831032454967499,-0.2385270655155182,0.09259358048439026,0.14356017112731934,1650,0.0,0.0001
9930,,,,,,,1.88,-0.18474069000000004,0.86,0,331,39735,,,,,,,,,,
9960,-0.03251551016233861,9960,0.96,4641,0,1.34,,,,,,,-0.0002980309718985552,0.0,0.2,0.18433350324630737,-0.23911196291446685,0.08806394785642624,0.28270387649536133,1655,3.3517679e-06,0.0001
9960,,,,,,,1.96,-0.19176164000000004,0.84,0,332,39844,,,,,,,,,,
9990,-0.00997642194852233,9990,1.0,4654,0,1.18,,,,,,,-0.00033297538825216577,0.0,0.2,0.18859773874282837,-0.2402936488389969,0.09114160388708115,0.13566672801971436,1660,9.373824e-06,0.0001
9990,,,,,,,2.06,-0.20545938,0.81,0,333,39954,,,,,,,,,,
10020,-0.12510091054718941,10020,0.9,4668,0,1.7,,,,,,,1.206775511182201e-05,0.0,0.2,0.24354308545589448,-0.24328135848045349,0.11619037389755249,-0.16995155811309814,1665,1.748403e-07,0.0001
10020,,,,,,,2.07,-0.2225142,0.79,0,334,40096,,,,,,,,,,
10050,-0.05051335332915187,10050,0.96,4687,0,1.24,,,,,,,-6.675720456428281e-08,0.0,0.2,0.22469260692596435,-0.24343609809875488,0.11103103309869766,0.2421007752418518,1670,0.0,0.0001
10050,,,,,,,1.84,-0.15698432,0.84,0,335,40201,,,,,,,,,,
10080,-0.050865518525242806,10080,0.94,4703,0,1.38,,,,,,,-2.364317630565438e-08,0.0,0.2,0.10757983773946762,-0.24342882335186006,0.05157799646258354,0.22559702396392822,1675,0.0,0.0001
10080,,,,,,,1.95,-0.16947337999999998,0.82,0,336,40318,,,,,,,,,,
10110,-0.07119954785332083,10110,0.92,4714,0,1.32,,,,,,,-0.00032583038031592794,0.0,0.2,0.18493228256702424,-0.24444805979728698,0.08909118920564651,0.21880251169204712,1680,1.5473366e-05,0.0001
10110,,,,,,,2.08,-0.19343847999999994,0.8,0,337,40426,,,,,,,,,,
10140,-0.11593291766475886,10140,0.9,4732,0,1.5,,,,,,,-8.336702925326734e-07,0.0,0.2,0.1656076580286026,-0.24969641268253326,0.07969074696302414,0.12339645624160767,1685,4.7683716e-07,0.0001
10140,,,,,,,1.95,-0.14874615000000002,0.84,0,338,40552,,,,,,,,,,
10170,-0.07166446727234871,10170,0.94,4742,0,1.36,,,,,,,-0.00017634709724596577,0.0,0.2,0.0971010148525238,-0.2543108642101288,0.04413875937461853,-0.8974610567092896,1690,5.4359434e-06,0.0001
10170,,,,,,,2.06,-0.19481343000000004,0.81,0,339,40671,,,,,,,,,,
10200,-0.05087552297860384,10200,0.96,4756,0,1.34,,,,,,,-3.8623809928139963e-07,0.0,0.2,0.30821171402931213,-0.2579958736896515,0.15499037504196167,0.3168131113052368,1695,1.7881393e-07,0.0001
10200,,,,,,,2.08,-0.20840111,0.82,0,340,40781,,,,,,,,,,
10230,-0.007867691717110574,10230,1.0,4763,0,1.12,,,,,,,-0.000399769340680578,0.0,0.2,0.3549539387226105,-0.2798032879829407,0.16907137632369995,-0.10097408294677734,1700,4.9483777e-05,0.0001
10230,,,,,,,2.19,-0.22185525000000003,0.8,0,341,40891,,,,,,,,,,
10260,-0.06194021231960505,10260,0.94,4779,0,1.46,,,,,,,-0.00011275092724343239,0.0,0.2,0.2388743370771408,-0.2594054341316223,0.10788991302251816,-0.17053484916687012,1705,1.1324883e-06,0.0001
10260,,,,,,,2.23,-0.23277652,0.8,0,342,41020,,,,,,,,,,
10290,-0.07822376776486635,10290,0.94,4792,0,1.4,,,,,,,-0.0014168902288655971,0.0,0.2,0.17355214357376098,-0.2615152418613434,0.0838889554142952,0.21520793437957764,1710,5.481243e-05,0.0001
10290,,,,,,,2.29,-0.24875375,0.79,0,343,41129,,,,,,,,,,
10320,-0.10070488905068486,10320,0.9,4805,0,1.54,,,,,,,0.0006976477219723165,0.0,0.2,0.1836508572101593,-0.2674461126327515,0.09168427437543869,0.23754197359085083,1715,2.0692745e-05,0.0001
10320,,,,,,,2.38,-0.27690169,0.76,0,344,41251,,,,,,,,,,
10350,-0.07096697194036096,10350,0.94,4817,0,1.3,,,,,,,-0.00010955254440574436,0.0,0.2,0.09705194532871246,-0.2687618851661682,0.046762220561504364,0.5802470445632935,1720,1.5338262e-06,0.0001
10350,,,,,,,2.35,-0.2965373,0.74,0,345,41361,,,,,,,,,,
10380,-0.07142059552483261,10380,0.94,4826,0,1.38,,,,,,,1.6210079993328465e-05,0.0,0.2,0.18356539607048034,-0.27379884719848635,0.08684490621089935,0.15760165452957153,1725,3.9339065e-07,0.0001
10380,,,,,,,2.5,-0.3331549200000001,0.7,0,346,41484,,,,,,,,,,
10410,-0.04926671985071152,10410,0.96,4846,0,1.18,,,,,,,-0.0005697059675974003,0.0,0.2,0.2198150634765625,-0.27513827085494996,0.10707037150859833,0.13617581129074097,1730,1.2550751e-05,0.0001
10410,,,,,,,2.29,-0.2866096899999999,0.74,0,347,41585,,,,,,,,,,
10440,-0.11886400567367673,10440,0.9,4862,0,1.5,,,,,,,-4.085143547847281e-05,0.0,0.2,0.1555383861064911,-0.27888746857643126,0.072547048330307,0.5155419111251831,1735,6.735325e-07,0.0001
10440,,,,,,,2.16,-0.23484804999999997,0.79,0,348,41704,,,,,,,,,,
10470,-0.0952087857061997,10470,0.92,4872,0,1.4,,,,,,,7.156689816270045e-05,0.0,0.2,0.22596628665924073,-0.2792732536792755,0.10684283822774887,-0.2473769187927246,1740,3.973643e-07,0.0001
10470,,,,,,,2.21,-0.26390457999999994,0.77,0,349,41823,,,,,,,,,,
10500,-0.09142786666750907,10500,0.92,4888,0,1.44,,,,,,,-0.0009764349650744463,0.0,0.2,0.22982825040817262,-0.2789272665977478,0.11389141529798508,0.24584633111953735,1745,2.4632613e-05,0.0001
10500,,,,,,,2.16,-0.25316143999999996,0.79,0,350,41942,,,,,,,,,,
10530,-0.07890007199253887,10530,0.94,4906,0,1.48,,,,,,,-8.527437888261602e-07,0.0,0.2,0.19634602963924408,-0.28387038707733153,0.09407017379999161,0.0021262168884277344,1750,5.364418e-07,0.0001
10530,,,,,,,2.05,-0.20414720000000003,0.84,0,351,42069,,,,,,,,,,
10560,-0.09333049070090055,10560,0.92,4918,0,1.38,,,,,,,-0.0006495173836206902,0.0,0.2,0.11536189019680024,-0.28830572962760925,0.04880845919251442,-0.9331060647964478,1755,1.0240078e-05,0.0001
10560,,,,,,,2.02,-0.17509162000000003,0.86,0,352,42186,,,,,,,,,,
10590,-0.055955897187814116,10590,0.96,4933,0,1.24,,,,,,,-0.00151070472396313,0.0,0.2,0.15780328214168549,-0.29250064492225647,0.07326264679431915,-0.14184165000915527,1760,3.6545596e-05,0.0001
10590,,,,,,,1.98,-0.18523103999999996,0.87,0,353,42290,,,,,,,,,,
10620,-0.09717223725281655,10620,0.9,4949,0,1.6,,,,,,,5.134741419965394e-06,0.0,0.2,0.37527522444725037,-0.29234728813171384,0.1855558604001999,0.30821484327316284,1765,3.715356e-07,0.0001
10620,,,,,,,1.99,-0.18150597000000002,0.88,0,354,42430,,,,,,,,,,
10650,-0.11362472340464592,10650,0.9,4965,0,1.56,,,,,,,1.2660228360772408e-05,0.0,0.2,0.3146749556064606,-0.2914186239242554,0.15083947777748108,-0.043703317642211914,1770,3.596147e-07,0.0001
10650,,,,,,,1.97,-0.18125880000000003,0.87,0,355,42548,,,,,,,,,,
10680,-0.09851679630577564,10680,0.92,4984,0,1.44,,,,,,,-2.3802121482674465e-07,0.0,0.2,0.16023772656917573,-0.2897224247455597,0.07827088236808777,0.13266593217849731,1775,0.0,0.0001
10680,,,,,,,1.87,-0.14786678,0.89,0,356,42680,,,,,,,,,,
10710,-0.11460645092651248,10710,0.9,5004,0,1.56,,,,,,,-9.997338236047426e-05,0.0,0.2,0.08321970254182816,-0.28850330114364625,0.040665142238140106,0.05529439449310303,1780,6.053845e-06,0.0001
10710,,,,,,,1.81,-0.14552009,0.89,0,357,42806,,,,,,,,,,
10740,-0.007952776341699063,10740,1.0,5017,0,1.1,,,,,,,-2.8908252005521715e-07,0.0,0.2,0.09897685199975967,-0.28516494035720824,0.04589289426803589,0.04310643672943115,1785,1.1920929e-07,0.0001
10740,,,,,,,1.83,-0.17454807999999997,0.87,0,358,42905,,,,,,,,,,
10770,-0.09912962392438203,10770,0.92,5030,0,1.54,,,,,,,-0.0001286443049805186,0.0,0.2,0.22845075130462647,-0.2826145589351654,0.11410485953092575,0.4251437783241272,1790,2.092123e-06,0.0001
10770,,,,,,,1.87,-0.18738357000000005,0.85,0,359,43028,,,,,,,,,,
10800,-0.13892730860970914,10800,0.86,5048,0,1.64,,,,,,,8.602937313639814e-08,0.0,0.2,0.2649996250867844,-0.28021098375320436,0.12452612072229385,0.2760235071182251,1795,1.1920929e-07,0.0001
10800,,,,,,,1.82,-0.1659487,0.86,0,360,43155,,,,,,,,,,
10830,-0.07413393603637815,10830,0.94,5064,0,1.36,,,,,,,-1.9689400962974445e-07,0.0,0.2,0.11689540445804596,-0.27869049906730653,0.05720513314008713,0.1658477783203125,1800,0.0,0.0001
10830,,,,,,,1.84,-0.16660977,0.86,0,361,43263,,,,,,,,,,
10860,-0.05600911078508943,10860,0.94,5079,0,1.38,,,,,,,-1.0530153895516037e-07,0.0,0.2,0.19103387892246246,-0.277875018119812,0.09124589711427689,0.24803268909454346,1805,0.0,0.0001
10860,,,,,,,1.91,-0.18817265999999996,0.85,0,362,43384,,,,,,,,,,
10890,-0.11731906610541046,10890,0.9,5093,0,1.6,,,,,,,-1.3632774383509627e-05,0.0,0.2,0.1461879789829254,-0.27713584899902344,0.0684160515666008,0.37886351346969604,1810,4.4504802e-07,0.0001
10890,,,,,,,1.97,-0.21638522,0.83,0,363,43514,,,,,,,,,,
10920,-0.05718722993973643,10920,0.96,5108,0,1.32,,,,,,,-2.9627483414174093e-06,0.0,0.2,0.20551278293132783,-0.27656310200691225,0.09671828150749207,0.2793634533882141,1815,7.152558e-08,0.0001
10920,,,,,,,2.01,-0.21903530999999993,0.82,0,364,43624,,,,,,,,,,
10950,-0.052545918831601736,10950,0.96,5120,0,1.26,,,,,,,-1.7389456546368363e-05,0.0,0.2,0.15918220579624176,-0.27596572041511536,0.07993227243423462,-0.07501208782196045,1820,2.7616818e-07,0.0001
10950,,,,,,,2.02,-0.20960536999999999,0.83,0,365,43728,,,,,,,,,,
10980,-0.0950687204953283,10980,0.92,5138,0,1.56,,,,,,,-0.001178978082413451,0.0,0.2,0.14196664690971375,-0.2770829737186432,0.06613899022340775,0.4290257692337036,1825,3.2822292e-05,0.0001
10980,,,,,,,2.0,-0.21510710000000002,0.83,0,366,43865,,,,,,,,,,
11010,-0.1559463507635519,11010,0.86,5149,0,1.62,,,,,,,-0.0016786750204240697,0.0,0.2,0.19007541239261627,-0.28619551062583926,0.08858711272478104,0.46745210886001587,1830,0.00012521942,0.0001
11010,,,,,,,2.09,-0.23692969999999997,0.81,0,367,43986,,,,,,,,,,
11040,-0.05067693877965212,11040,0.96,5161,0,1.26,,,,,,,-0.001405628904855405,0.0,0.2,0.11117487698793412,-0.29956443309783937,0.05007348209619522,0.5285398364067078,1835,0.00027499595,0.0001
11040,,,,,,,2.12,-0.24395457,0.81,0,368,44094,,,,,,,,,,
11070,-0.07521047133021057,11070,0.92,5176,0,1.48,,,,,,,-8.490979686026634e-05,0.0,0.2,0.13633497357368468,-0.3161495804786682,0.06495161354541779,0.41880202293395996,1840,0.00019323826,0.0001
