eval/mean_ep_length,time/total_timesteps,env/n_steps,env/completion_counter,env/current_idx,eval/mean_reward,eval/success_rate,time/iterations,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss
1.34,9240,9240,0,4513,-0.071217174786143,0.94,,,,,,,0.18890947103500366,3070,-6.983677591776427e-08,0.0,0.0,0.04181702807545662,0.2,0.0001,0.09521067366003991,-0.13315755873918533
,9240,,,,,,308,37120,0,0.89,1.71,-0.12761397,,,,,,,,,,
1.3,9270,9270,0,4526,-0.050718577252700923,0.96,,,,,,,0.31077444553375244,3080,-0.00041302720574698526,0.0,3.0867257e-05,0.06932678073644638,0.2,0.0001,0.17641529589891433,-0.13418903648853303
,9270,,,,,,309,37226,0,0.87,1.83,-0.15542482000000002,,,,,,,,,,
1.44,9300,9300,0,4542,-0.054017259548418226,0.92,,,,,,,0.5054222345352173,3090,0.00012286961204761583,0.0,1.0375182e-05,0.044478923082351685,0.2,0.0001,0.10269485712051392,-0.13829774558544158
,9300,,,,,,310,37340,0,0.87,1.84,-0.15966119,,,,,,,,,,
1.26,9330,9330,0,4558,-0.05043925346806646,0.96,,,,,,,0.014117181301116943,3100,-0.0011566718292307598,0.0,0.00010031263,0.08826801180839539,0.2,0.0001,0.2106554850935936,-0.14126616418361665
,9330,,,,,,311,37457,0,0.86,1.86,-0.17305018,,,,,,,,,,
1.22,9360,9360,0,4570,-0.030671892436221242,0.96,,,,,,,0.3592010736465454,3110,9.477138567248744e-08,0.0,1.1324883e-06,0.07511831074953079,0.2,0.0001,0.17485007047653198,-0.15019451379776
,9360,,,,,,312,37556,0,0.83,1.97,-0.20692643,,,,,,,,,,
1.54,9390,9390,0,4591,-0.09653645966202021,0.9,,,,,,,0.10808557271957397,3120,-2.2326310363496306e-05,0.0,1.9723177e-05,0.08386121690273285,0.2,0.0001,0.19244685769081116,-0.15566558837890626
,9390,,,,,,313,37684,0,0.83,1.96,-0.20172445999999997,,,,,,,,,,
1.48,9420,9420,0,4609,-0.07409385277424008,0.92,,,,,,,0.19023942947387695,3130,-0.000655634998256538,0.0,3.687342e-05,0.07160516083240509,0.2,0.0001,0.18192940056324006,-0.15863770991563797
,9420,,,,,,314,37798,0,0.84,1.88,-0.19451344999999998,,,,,,,,,,
1.42,9450,9450,0,4629,-0.09448939598631113,0.92,,,,,,,0.4663804769515991,3140,-0.0030450165438620893,0.0,0.0006201605,0.05757945030927658,0.2,0.0001,0.13406625390052795,-0.1683037221431732
,9450,,,,,,315,37924,0,0.87,1.73,-0.16554424000000004,,,,,,,,,,
1.36,9480,9480,0,4643,-0.07167663361877202,0.94,,,,,,,0.2668330669403076,3150,0.0018630380746131436,0.0,0.00012415051,0.12680436670780182,0.2,0.0001,0.2886109635233879,-0.1859329894185066
,9480,,,,,,316,38037,0,0.85,1.79,-0.19723759999999996,,,,,,,,,,
1.5,9510,9510,0,4659,-0.11325720029883087,0.9,,,,,,,0.3604482412338257,3160,-6.407499304472708e-08,0.0,0.0,0.0663197860121727,0.2,0.0001,0.1916908159852028,-0.18930246978998183
,9510,,,,,,317,38156,0,0.85,1.76,-0.19555136999999997,,,,,,,,,,
1.5,9540,9540,0,4673,-0.07494988242164254,0.9,,,,,,,0.39200884103775024,3170,-1.1583169206019761e-07,0.0,0.0,0.07868510484695435,0.2,0.0001,0.1687849372625351,-0.1893024280667305
,9540,,,,,,318,38282,0,0.84,1.76,-0.19463606,,,,,,,,,,
1.3,9570,9570,0,4689,-0.0726059686113149,0.94,,,,,,,0.5395996570587158,3180,-0.0003572225523988948,0.0,1.2371937e-05,0.07175617665052414,0.2,0.0001,0.19529145509004592,-0.18833213150501252
,9570,,,,,,319,38398,0,0.82,1.82,-0.21436185000000002,,,,,,,,,,
1.5,9600,9600,0,4704,-0.12641436098143458,0.9,,,,,,,0.31935232877731323,3190,5.9356291892243005e-06,0.0,1.56641e-05,0.07438385486602783,0.2,0.0001,0.1609728142619133,-0.18418424278497697
,9600,,,,,,320,38523,0,0.81,1.87,-0.23029711,,,,,,,,,,
1.46,9630,9630,0,4716,-0.07504672901239245,0.92,,,,,,,0.3005169630050659,3200,-1.7156203702128892e-07,0.0,0.0,0.09618988633155823,0.2,0.0001,0.2134005159139633,-0.1822434887290001
,9630,,,,,,321,38642,0,0.77,2.01,-0.26449027999999997,,,,,,,,,,
1.3,9660,9660,0,4732,-0.030568965720012786,0.98,,,,,,,-0.1644381284713745,3210,-2.0633141259995824e-07,0.0,0.0,0.08510041236877441,0.2,0.0001,0.21281782984733583,-0.18148676455020904
,9660,,,,,,322,38753,0,0.78,2.04,-0.24350599999999997,,,,,,,,,,
1.22,9690,9690,0,4742,-0.031008107857778668,0.98,,,,,,,0.3408047556877136,3220,-0.0001744380602273665,0.0,1.6023716e-05,0.06824162602424622,0.2,0.0001,0.17884314358234404,-0.18101374059915543
,9690,,,,,,323,38853,0,0.77,2.08,-0.22835143,,,,,,,,,,
1.38,9720,9720,0,4757,-0.011394253363832832,0.92,,,,,,,-0.10085737705230713,3230,-0.00011140813245216207,0.0,2.3899476e-05,0.06766527891159058,0.2,0.0001,0.15917129218578338,-0.17801588028669357
,9720,,,,,,324,38975,0,0.77,2.11,-0.22441159000000002,,,,,,,,,,
1.5,9750,9750,0,4773,-0.07517788873054088,0.94,,,,,,,0.3255552649497986,3240,-0.0005760468014220255,0.0,3.2240154e-05,0.06686337292194366,0.2,0.0001,0.1790884643793106,-0.17632918655872346
,9750,,,,,,325,39112,0,0.79,2.1,-0.21870153000000003,,,,,,,,,,
1.22,9780,9780,0,4785,-0.028962794397957622,0.98,,,,,,,0.5022004246711731,3250,-1.1987388281120559e-05,0.0,3.840526e-06,0.04321160167455673,0.2,0.0001,0.09850632399320602,-0.18072330951690674
,9780,,,,,,326,39218,0,0.78,2.13,-0.22281988000000003,,,,,,,,,,
1.34,9810,9810,0,4797,-0.03478687006980181,0.96,,,,,,,0.12741976976394653,3260,-0.005359328368212957,0.0,0.0005972107,0.07742603123188019,0.2,0.0001,0.19677946865558624,-0.17944421917200087
,9810,,,,,,327,39343,0,0.75,2.24,-0.25328274,,,,,,,,,,
1.26,9840,9840,0,4809,-0.02976462583988905,0.98,,,,,,,0.21541982889175415,3270,9.114543516375307e-07,0.0,6.000201e-07,0.07314949482679367,0.2,0.0001,0.17032998651266099,-0.1715630978345871
,9840,,,,,,328,39462,0,0.76,2.23,-0.24759500000000004,,,,,,,,,,
1.16,9870,9870,0,4823,-0.028385391240008176,0.98,,,,,,,0.1529144048690796,3280,-1.1920929443576256e-08,0.0,1.1920929e-07,0.10222043842077255,0.2,0.0001,0.22134249657392502,-0.1674512505531311
,9870,,,,,,329,39564,0,0.76,2.24,-0.24891979,,,,,,,,,,
1.54,9900,9900,0,4840,-0.12313833572436124,0.9,,,,,,,0.06132012605667114,3290,-5.257666087103985e-05,0.0,8.447965e-06,0.09776537120342255,0.2,0.0001,0.23360415697097778,-0.16664136499166488
,9900,,,,,,330,39696,0,0.8,2.15,-0.23070527999999996,,,,,,,,,,
1.44,9930,9930,0,4851,-0.09236951449420303,0.9,,,,,,,0.17581391334533691,3300,-1.314282407349765e-07,0.0,1.1920929e-07,0.047759197652339935,0.2,0.0001,0.13087802454829217,-0.16883064955472946
,9930,,,,,,331,39809,0,0.79,2.19,-0.24722345,,,,,,,,,,
1.48,9960,9960,0,4865,-0.09269303183071315,0.9,,,,,,,0.19727694988250732,3310,-3.4173329455100546e-08,0.0,0.0,0.15118436515331268,0.2,0.0001,0.3142719894647598,-0.17013873904943466
,9960,,,,,,332,39933,0,0.78,2.2,-0.26088547,,,,,,,,,,
1.2,9990,9990,0,4877,-0.009413257925771176,0.98,,,,,,,0.13606292009353638,3320,-0.0026461327858850582,0.0,0.00018891295,0.09834381192922592,0.2,0.0001,0.24787918031215667,-0.16797528713941573
,9990,,,,,,333,40046,0,0.76,2.29,-0.29498772000000006,,,,,,,,,,
1.32,10020,10020,0,4896,-0.08260067672934383,0.94,,,,,,,0.32637691497802734,3330,1.7346880243573893e-06,0.0,1.1205673e-05,0.08320873975753784,0.2,0.0001,0.20213520526885986,-0.1590076893568039
,10020,,,,,,334,40163,0,0.81,2.08,-0.24106007000000002,,,,,,,,,,
1.3,10050,10050,0,4914,-0.05347675969824195,0.96,,,,,,,0.39270585775375366,3340,1.148382841265061e-07,0.0,5.9604645e-08,0.07853687554597855,0.2,0.0001,0.1672721579670906,-0.15925657898187637
,10050,,,,,,335,40269,0,0.83,1.96,-0.19648475,,,,,,,,,,
1.28,10080,10080,0,4926,-0.050469315135851504,0.94,,,,,,,0.4926275610923767,3350,5.483627223412668e-08,0.0,0.0,0.03946133330464363,0.2,0.0001,0.12401076704263687,-0.16073043644428253
,10080,,,,,,336,40383,0,0.8,2.05,-0.20856593999999998,,,,,,,,,,
1.36,10110,10110,0,4942,-0.054546438930556176,0.96,,,,,,,-0.5455706119537354,3360,-0.0029751674903673473,0.0,0.00043346485,0.07676557451486588,0.2,0.0001,0.18661923706531525,-0.1657522827386856
,10110,,,,,,337,40504,0,0.8,2.07,-0.21717749999999994,,,,,,,,,,
1.36,10140,10140,0,4961,-0.07082742801401765,0.92,,,,,,,-0.70716392993927,3370,-0.002155816046088166,0.0,0.00015354156,0.12270388007164001,0.2,0.0001,0.2931564450263977,-0.18027031123638154
,10140,,,,,,338,40617,0,0.86,1.86,-0.14456118,,,,,,,,,,
1.2,10170,10170,0,4979,-0.04902919135522097,0.96,,,,,,,0.01947760581970215,3380,-0.0009527861818787286,0.0,0.0002646347,0.04514164477586746,0.2,0.0001,0.10605022087693214,-0.18258391916751862
,10170,,,,,,339,40718,0,0.88,1.76,-0.11639494999999998,,,,,,,,,,
1.24,10200,10200,0,4994,-0.04904794455505908,0.96,,,,,,,0.4791882038116455,3390,-0.00044476290621480173,0.0,9.363095e-05,0.059881359338760376,0.2,0.0001,0.13936328887939453,-0.1954981043934822
,10200,,,,,,340,40822,0,0.86,1.84,-0.13795711,,,,,,,,,,
1.16,10230,10230,0,5008,-0.009992860034108162,1.0,,,,,,,0.6032475233078003,3400,3.081560145856699e-06,0.0,8.489688e-06,0.04037663713097572,0.2,0.0001,0.09606044217944146,-0.20626471638679506
,10230,,,,,,341,40926,0,0.85,1.9,-0.16165632,,,,,,,,,,
1.48,10260,10260,0,5024,-0.07324982949532569,0.92,,,,,,,0.3324522376060486,3410,-0.00016397048961778183,0.0,2.7720134e-05,0.09844666719436646,0.2,0.0001,0.21909888088703156,-0.21164231151342391
,10260,,,,,,342,41051,0,0.87,1.83,-0.16077444999999999,,,,,,,,,,
1.38,10290,10290,0,5040,-0.03113808386027813,0.98,,,,,,,0.32945215702056885,3420,-0.0012160293105019982,0.0,0.00031113226,0.06537337601184845,0.2,0.0001,0.1522883728146553,-0.2186490312218666
,10290,,,,,,343,41166,0,0.87,1.82,-0.15452055,,,,,,,,,,
1.34,10320,10320,0,5055,-0.05784284813329577,0.94,,,,,,,0.2517503499984741,3430,-7.389982501493364e-07,0.0,6.556511e-06,0.053867485374212265,0.2,0.0001,0.12521838992834092,-0.23555010110139846
,10320,,,,,,344,41286,0,0.84,1.92,-0.18612806000000004,,,,,,,,,,
1.6,10350,10350,0,5071,-0.1347599914111197,0.88,,,,,,,0.6043648719787598,3440,-3.537535647524237e-07,0.0,8.980433e-07,0.08564906567335129,0.2,0.0001,0.18793303966522218,-0.245086407661438
,10350,,,,,,345,41421,0,0.83,1.92,-0.19388172,,,,,,,,,,
1.22,10380,10380,0,5086,-0.029105358235538007,0.98,,,,,,,0.2994491457939148,3450,-0.00020330190636741463,0.0,1.1241436e-05,0.10135237127542496,0.2,0.0001,0.2609261304140091,-0.24908239841461183
,10380,,,,,,346,41533,0,0.85,1.91,-0.17465991,,,,,,,,,,
1.34,10410,10410,0,5103,-0.07182176896836609,0.94,,,,,,,0.1322469711303711,3460,-0.0028987697795189505,0.0,0.0003953914,0.05656065046787262,0.2,0.0001,0.1282479278743267,-0.2582255691289902
,10410,,,,,,347,41654,0,0.85,1.9,-0.18978041999999998,,,,,,,,,,
1.4,10440,10440,0,5121,-0.09098018338903785,0.92,,,,,,,0.5094623565673828,3470,-0.0020617664646124466,0.0,0.0005959074,0.06392624229192734,0.2,0.0001,0.15055378824472426,-0.28102766871452334
,10440,,,,,,348,41768,0,0.86,1.84,-0.16707768000000006,,,,,,,,,,
1.2,10470,10470,0,5137,-0.029945907569490372,0.98,,,,,,,0.3759160041809082,3480,-0.004955405644917121,0.0,0.001291573,0.04402666911482811,0.2,0.0001,0.11966278329491616,-0.31011596918106077
,10470,,,,,,349,41877,0,0.85,1.83,-0.18241822999999996,,,,,,,,,,
1.44,10500,10500,0,5155,-0.07123918869066984,0.94,,,,,,,0.3665221929550171,3490,-0.0010794782615630716,0.0,0.00057996315,0.058659303933382034,0.2,0.0001,0.14474910870194435,-0.34521217048168185
,10500,,,,,,350,41999,0,0.86,1.8,-0.17569536000000002,,,,,,,,,,
1.54,10530,10530,0,5174,-0.09456987779121846,0.92,,,,,,,0.4259576201438904,3500,-0.0012567902728431335,0.0,0.00018764933,0.061062462627887726,0.2,0.0001,0.14491028636693953,-0.3561563462018967
,10530,,,,,,351,42127,0,0.87,1.76,-0.14396817,,,,,,,,,,
1.38,10560,10560,0,5189,-0.05164402596652508,0.94,,,,,,,0.07947635650634766,3510,0.0007155001287660667,0.0,0.00014193257,0.08622778207063675,0.2,0.0001,0.20229962319135666,-0.33548847436904905
,10560,,,,,,352,42246,0,0.86,1.73,-0.15807947000000003,,,,,,,,,,
1.24,10590,10590,0,5205,-0.029156300737522543,0.98,,,,,,,-0.3685791492462158,3520,-7.147788908223873e-06,0.0,1.4503797e-06,0.2247340828180313,0.2,0.0001,0.518537899851799,-0.3272840052843094
,10590,,,,,,353,42349,0,0.87,1.78,-0.14739656,,,,,,,,,,
1.72,10620,10620,0,5218,-0.12574680567719043,0.86,,,,,,,0.15171164274215698,3530,-0.003795965140840618,0.0,0.00033199388,0.046304114162921906,0.2,0.0001,0.12035623863339424,-0.3267106294631958
,10620,,,,,,354,42497,0,0.86,1.82,-0.17604123999999996,,,,,,,,,,
1.58,10650,10650,0,5234,-0.1372408907674253,0.88,,,,,,,0.39749622344970703,3540,0.0029435682630476025,0.0,5.8853628e-05,0.09913748502731323,0.2,0.0001,0.21953450441360473,-0.3280542254447937
,10650,,,,,,355,42617,0,0.83,1.89,-0.20486988,,,,,,,,,,
1.34,10680,10680,0,5247,-0.0720432161539793,0.94,,,,,,,0.4773108959197998,3550,-0.0007095121338110743,0.0,0.00025298793,0.052800700068473816,0.2,0.0001,0.12783349305391312,-0.3115448713302612
,10680,,,,,,356,42732,0,0.83,1.91,-0.20298361,,,,,,,,,,
1.52,10710,10710,0,5262,-0.10551658398006111,0.88,,,,,,,0.28382837772369385,3560,-0.00359142116193345,0.0,0.0008420746,0.08849938958883286,0.2,0.0001,0.20721867978572844,-0.28717217445373533
,10710,,,,,,357,42858,0,0.82,2.01,-0.21811667000000004,,,,,,,,,,
1.46,10740,10740,0,5283,-0.07344250685535371,0.92,,,,,,,-0.19299769401550293,3570,0.0005098674722830765,0.0,1.4811754e-05,0.11557511985301971,0.2,0.0001,0.28002873361110686,-0.25884847342967987
,10740,,,,,,358,42977,0,0.84,1.91,-0.19852064999999997,,,,,,,,,,
1.32,10770,10770,0,5302,-0.03255899776704609,0.96,,,,,,,0.671717643737793,3580,-0.003677661358960904,0.0,0.0005108575,0.022086065262556076,0.2,0.0001,0.07387318015098572,-0.24475267976522447
,10770,,,,,,359,43085,0,0.84,1.87,-0.20356856,,,,,,,,,,
1.54,10800,10800,0,5319,-0.11743903258815408,0.9,,,,,,,-0.04360663890838623,3590,-0.0003577162901153841,0.0,0.00017110308,0.09551733732223511,0.2,0.0001,0.22514754235744477,-0.2257310777902603
,10800,,,,,,360,43201,0,0.86,1.79,-0.15833309,,,,,,,,,,
1.52,10830,10830,0,5334,-0.07520620354451239,0.92,,,,,,,0.2027798295021057,3600,0.0001296881330926425,0.0,6.755193e-08,0.06626128405332565,0.2,0.0001,0.14772540777921678,-0.21624351739883424
,10830,,,,,,361,43333,0,0.88,1.77,-0.13688448,,,,,,,,,,
1.46,10860,10860,0,5346,-0.07238660611212254,0.94,,,,,,,-0.5007963180541992,3610,-0.0016590209244409237,0.0,0.00011867881,0.07131896913051605,0.2,0.0001,0.16717888712882994,-0.21450742185115815
,10860,,,,,,362,43453,0,0.86,1.83,-0.14171450000000002,,,,,,,,,,
1.44,10890,10890,0,5363,-0.09253010123502463,0.92,,,,,,,-0.14140725135803223,3620,-0.0006106791912559473,0.0,0.000415806,0.10015850514173508,0.2,0.0001,0.2183755099773407,-0.19674886018037796
,10890,,,,,,363,43578,0,0.89,1.76,-0.11757277000000003,,,,,,,,,,
1.56,10920,10920,0,5377,-0.09350232952740044,0.92,,,,,,,0.1715463399887085,3630,5.089362393237984e-05,0.0,2.884865e-06,0.05039537325501442,0.2,0.0001,0.12335495576262474,-0.18535300344228745
,10920,,,,,,364,43707,0,0.87,1.87,-0.14381195000000002,,,,,,,,,,
1.26,10950,10950,0,5391,-0.04897243933286518,0.96,,,,,,,0.32931286096572876,3640,-0.0007914463613026612,0.0,6.1029197e-05,0.10838747024536133,0.2,0.0001,0.23581279665231705,-0.18594170808792115
,10950,,,,,,365,43812,0,0.87,1.93,-0.14433589,,,,,,,,,,
1.28,10980,10980,0,5410,-0.05344015120528638,0.96,,,,,,,-0.1885288953781128,3650,-0.004225535918376977,0.0,0.0003570656,0.10358840227127075,0.2,0.0001,0.2450369641184807,-0.1871432915329933
,10980,,,,,,366,43915,0,0.87,1.95,-0.15505812,,,,,,,,,,
1.36,11010,11010,0,5425,-0.07104530982207508,0.92,,,,,,,0.3035268783569336,3660,-8.41915625215961e-08,0.0,5.9604645e-07,0.03727736696600914,0.2,0.0001,0.08260232880711556,-0.1802957162261009
,11010,,,,,,367,44028,0,0.87,2.01,-0.16298930000000003,,,,,,,,,,
1.24,11040,11040,0,5436,-0.009303682879544795,1.0,,,,,,,-0.12092316150665283,3670,-1.4405449345389342e-06,0.0,1.1920929e-07,0.09481585770845413,0.2,0.0001,0.21310167014598846,-0.17684878408908844
,11040,,,,,,368,44136,0,0.86,2.06,-0.18488929,,,,,,,,,,
1.38,11070,11070,0,5452,-0.09011735224165023,0.92,,,,,,,0.2507280707359314,3680,-0.0005112028150566772,0.0,5.2722295e-05,0.07843408733606339,0.2,0.0001,0.18555032163858415,-0.17478206157684326
,11070,,,,,,369,44251,0,0.87,1.98,-0.16861811,,,,,,,,,,
1.28,11100,11100,0,5467,-0.06940866466145962,0.94,,,,,,,-0.004744768142700195,3690,-0.0005681192861324291,0.0,4.0175517e-05,0.06113649904727936,0.2,0.0001,0.13905540704727173,-0.17092797458171843
,11100,,,,,,370,44353,0,0.87,2.02,-0.15471469000000002,,,,,,,,,,
1.6,11130,11130,0,5488,-0.09529067447409034,0.92,,,,,,,-0.6643897294998169,3700,-0.004845962686231431,0.0,0.0004620294,0.07143668830394745,0.2,0.0001,0.18551742881536484,-0.16431390047073363
,11130,,,,,,371,44480,0,0.89,1.84,-0.11520823,,,,,,,,,,
1.32,11160,11160,0,5501,-0.05052458260208368,0.96,,,,,,,-17.777433395385742,3710,7.999936670444186e-07,0.0,1.1960666e-06,0.007742563262581825,0.2,0.0001,0.02698203958570957,-0.15318382680416107
,11160,,,,,,372,44589,0,0.87,1.91,-0.12583007999999998,,,,,,,,,,
1.22,11190,11190,0,5514,-0.029292644825764002,0.98,,,,,,,0.20498883724212646,3720,-1.714209639738229e-05,0.0,1.6649564e-06,0.08762941509485245,0.2,0.0001,0.1933093100786209,-0.14879390746355056
,11190,,,,,,373,44689,0,0.84,2.04,-0.15824405,,,,,,,,,,
1.46,11220,11220,0,5530,-0.09235019476152956,0.92,,,,,,,0.08236974477767944,3730,0.00014523863719659858,0.0,3.4630298e-06,0.14981813728809357,0.2,0.0001,0.38288702070713043,-0.14964375346899034
,11220,,,,,,374,44796,0,0.86,1.88,-0.11031922,,,,,,,,,,
1.34,11250,11250,0,5547,-0.052671638517640534,0.96,,,,,,,0.19205611944198608,3740,-0.0006256677632640262,0.0,0.00011291107,0.0530589334666729,0.2,0.0001,0.11512815356254577,-0.15031567662954332
,11250,,,,,,375,44907,0,0.84,1.92,-0.144622,,,,,,,,,,
1.18,11280,11280,0,5558,-0.02925330842845142,0.98,,,,,,,0.4443991184234619,3750,-0.00011281808250105386,0.0,6.192525e-05,0.053193751722574234,0.2,0.0001,0.12120877131819725,-0.1582419216632843
,11280,,,,,,376,45010,0,0.84,1.92,-0.15278089,,,,,,,,,,
1.36,11310,11310,0,5572,-0.0716955124400556,0.94,,,,,,,0.36456698179244995,3760,-3.3686557969758725e-07,0.0,2.3841858e-07,0.05353124067187309,0.2,0.0001,0.12251912951469421,-0.16378718614578247
,11310,,,,,,377,45120,0,0.81,1.99,-0.19324901,,,,,,,,,,
1.44,11340,11340,0,5585,-0.05939692189451307,0.94,,,,,,,0.3321629762649536,3770,-8.59707556948308e-06,0.0,1.1662643e-06,0.09375714510679245,0.2,0.0001,0.20849236696958542,-0.1652911350131035
,11340,,,,,,378,45246,0,0.78,2.14,-0.23321936000000001,,,,,,,,,,
1.22,11370,11370,0,5596,-0.02987556278705597,0.98,,,,,,,0.11257660388946533,3780,-0.0001481669166605748,0.0,1.6897917e-05,0.10744353383779526,0.2,0.0001,0.23974553495645523,-0.16519262492656708
,11370,,,,,,379,45359,0,0.78,2.19,-0.24913520999999997,,,,,,,,,,
1.48,11400,11400,0,5612,-0.12073662227019667,0.9,,,,,,,0.25341981649398804,3790,0.000493568789922083,0.0,4.172325e-08,0.09858816117048264,0.2,0.0001,0.2253733515739441,-0.16919969618320466
,11400,,,,,,380,45476,0,0.78,2.16,-0.25619865,,,,,,,,,,
1.52,11430,11430,0,5629,-0.07302152942866087,0.9,,,,,,,0.44417548179626465,3800,-0.0011431965082495887,0.0,0.00013269186,0.07152675092220306,0.2,0.0001,0.1657927304506302,-0.16343320906162262
,11430,,,,,,381,45599,0,0.8,2.13,-0.24397628999999998,,,,,,,,,,
1.3,11460,11460,0,5646,-0.05058845856692642,0.96,,,,,,,-0.45835793018341064,3810,0.00032017607848207065,0.0,6.7955254e-05,0.08058247715234756,0.2,0.0001,0.18395398408174515,-0.15621839612722396
,11460,,,,,,382,45713,0,0.82,2.09,-0.22580369999999994,,,,,,,,,,
1.28,11490,11490,0,5659,-0.054182983124628666,0.96,,,,,,,0.49533611536026,3820,-6.169080903895008e-08,0.0,2.3841858e-07,0.045596182346343994,0.2,0.0001,0.10511950999498368,-0.1590537503361702
,11490,,,,,,383,45817,0,0.82,2.08,-0.24189030999999994,,,,,,,,,,
1.3,11520,11520,0,5673,-0.051434306087903676,0.96,,,,,,,0.681498646736145,3830,-3.8643678057503904e-08,0.0,5.165736e-08,0.03861827775835991,0.2,0.0001,0.09459506124258041,-0.16143527179956435
,11520,,,,,,384,45922,0,0.83,2.08,-0.22525544,,,,,,,,,,
1.26,11550,11550,0,5686,-0.04962456465698779,0.96,,,,,,,0.44876015186309814,3840,-0.0022342859282312943,0.0,0.00030242204,0.04454818367958069,0.2,0.0001,0.11450102627277374,-0.1589284971356392
,11550,,,,,,385,46028,0,0.83,2.06,-0.22614956,,,,,,,,,,
1.3,11580,11580,0,5699,-0.054443875569850204,0.96,,,,,,,0.4072871208190918,3850,-0.000820931480217979,0.0,0.00022487441,0.07979615777730942,0.2,0.0001,0.18432094007730485,-0.1515549287199974
,11580,,,,,,386,46137,0,0.84,2.02,-0.20880885999999996,,,,,,,,,,
1.2,11610,11610,0,5711,-0.028882988300174474,0.98,,,,,,,0.4895171523094177,3860,-0.0032782613000989615,0.010000000521540642,0.0010678411,0.029906149953603745,0.2,0.0001,0.08874622210860253,-0.16167114824056625
,11610,,,,,,387,46241,0,0.82,2.13,-0.23359722000000002,,,,,,,,,,
1.52,11640,11640,0,5727,-0.11496432495769113,0.88,,,,,,,0.13768434524536133,3870,-4.1656096788411645e-05,0.0,1.2312333e-05,0.09338513016700745,0.2,0.0001,0.20981858521699906,-0.17206145972013473
,11640,,,,,,388,46354,0,0.81,2.14,-0.24432717,,,,,,,,,,
1.26,11670,11670,0,5747,-0.05017589119728655,0.96,,,,,,,0.21926790475845337,3880,-2.0397801788618607e-05,0.0,1.1165937e-06,0.08270443975925446,0.2,0.0001,0.18338491022586823,-0.17329954504966735
,11670,,,,,,389,46462,0,0.81,2.07,-0.22908561,,,,,,,,,,
