eval/success_rate,eval/mean_ep_length,time/total_timesteps,eval/mean_reward,env/current_idx,env/completion_counter,env/n_steps,time/time_elapsed,time/iterations,rollout/success_rate,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl
,,28200,,,,,42115,94,0.86,-0.18201119999999996,0,1.81,,,,,,,,,,
0.94,1.36,28500,-0.07449356683995574,13538,0,28500,,,,,,,0.0,-0.14911923825740814,0.3000760078430176,0.05888117849826813,470,0.2,0.0001,0.17250593036413192,-1.4532471382153745e-05,1.6960823e-05
,,28500,,,,,42555,95,0.83,-0.18485198999999997,0,1.94,,,,,,,,,,
0.94,1.34,28800,-0.05096031755208969,13680,0,28800,,,,,,,0.0,-0.1449523675441742,0.22889453172683716,0.07229144871234894,475,0.2,0.0001,0.15234638690948488,-0.00024068886996306382,6.053783e-06
,,28800,,,,,42985,96,0.77,-0.28667001000000003,0,2.1,,,,,,,,,,
0.94,1.28,29100,-0.05182013524696231,13839,0,29100,,,,,,,0.0,-0.14438583314418793,0.3674042820930481,0.09230459481477737,480,0.2,0.0001,0.15816089123487473,-0.00041040527189856846,2.524587e-05
,,29100,,,,,43398,97,0.82,-0.18335365,0,2.0,,,,,,,,,,
1.0,1.12,29400,-0.007939125676639378,13993,0,29400,,,,,,,0.0025,-0.14627058148384095,0.22870177030563354,0.05449168011546135,485,0.2,0.0001,0.15569637298583985,-0.0017478601004404482,0.0005957788
,,29400,,,,,43816,98,0.79,-0.26586855000000004,0,2.05,,,,,,,,,,
0.96,1.28,29700,-0.050334204081445934,14144,0,29700,,,,,,,0.0,-0.12731128543615342,0.32826346158981323,0.09603643417358398,490,0.2,0.0001,0.1666550001502037,-0.0005383489203177306,0.00010620915
,,29700,,,,,44240,99,0.78,-0.28049138999999995,0,2.17,,,,,,,,,,
0.98,1.18,30000,-0.028346680235117674,14308,0,30000,,,,,,,0.0,-0.1196779128909111,0.39070212841033936,0.05760765075683594,495,0.2,0.0001,0.15909224212169648,-0.00010030009148806585,1.0380623e-05
,,30000,,,,,44649,100,0.88,-0.1506922,0,1.86,,,,,,,,,,
0.96,1.3,30300,-0.05389358842279762,14460,0,30300,,,,,,,0.0,-0.11673700332641601,0.36974382400512695,0.05343750864267349,500,0.2,0.0001,0.14027863830327988,-0.000391607364445008,4.26244e-05
,,30300,,,,,45061,101,0.84,-0.20567575999999996,0,1.89,,,,,,,,,,
0.92,1.68,30600,-0.10472015660256147,14615,0,30600,,,,,,,0.0,-0.11273284256458282,0.39742767810821533,0.06688427180051804,505,0.2,0.0001,0.16618645310401917,-0.00035814324412406504,9.141523e-06
,,30600,,,,,45519,102,0.83,-0.20951345,0,1.95,,,,,,,,,,
0.96,1.28,30900,-0.0496011404087767,14773,0,30900,,,,,,,0.0,-0.11728673249483108,0.27665746212005615,0.05792883783578873,510,0.2,0.0001,0.17666494965553284,-2.2280944077834873e-06,3.674491e-08
,,30900,,,,,45926,103,0.82,-0.21780259000000002,0,1.9,,,,,,,,,,
0.98,1.28,31200,-0.034968661852180956,14911,0,31200,,,,,,,0.0,-0.11314057976007462,0.3034668564796448,0.0723898783326149,515,0.2,0.0001,0.16325168758630754,-0.00013332098035164107,1.2413208e-05
,,31200,,,,,46369,104,0.77,-0.27904537000000007,0,2.19,,,,,,,,,,
0.92,1.46,31500,-0.09313797133974731,15047,0,31500,,,,,,,0.0,-0.11426564484834671,0.30414271354675293,0.06279648095369339,520,0.2,0.0001,0.173978835940361,-2.2586858143487375e-05,3.5925345e-06
,,31500,,,,,46875,105,0.77,-0.25863208000000004,0,2.3,,,,,,,,,,
0.98,1.22,31800,-0.029289081119932236,15202,0,31800,,,,,,,0.0,-0.10850331455469131,0.12871158123016357,0.06738022714853287,525,0.2,0.0001,0.19551619589328767,-0.0005050656555051347,3.5546534e-05
,,31800,,,,,47280,106,0.86,-0.17111117,0,1.77,,,,,,,,,,
0.94,1.4,32100,-0.07389792216010392,15355,0,32100,,,,,,,0.0,-0.10239345490932465,0.3103436231613159,0.0686052218079567,530,0.2,0.0001,0.17580433428287506,-1.1980942588021293e-05,1.1313876e-05
,,32100,,,,,47696,107,0.8,-0.22771433000000002,0,1.99,,,,,,,,,,
0.96,1.3,32400,-0.049816557033918796,15492,0,32400,,,,,,,0.0,-0.10082315057516097,0.18726962804794312,0.10000629723072052,535,0.2,0.0001,0.18939716041088103,-0.000209432254249009,2.1544827e-05
,,32400,,,,,48100,108,0.76,-0.29778530999999997,0,2.25,,,,,,,,,,
0.94,1.48,32700,-0.07654506492894143,15659,0,32700,,,,,,,0.0,-0.09727204233407974,0.20248007774353027,0.08630021661520004,540,0.2,0.0001,0.18926478564739227,-0.0004020023744141099,8.209253e-05
,,32700,,,,,48539,109,0.87,-0.14102413000000003,0,1.81,,,,,,,,,,
0.94,1.44,33000,-0.07236614510416985,15796,0,33000,,,,,,,0.0,-0.09263430058956146,0.35509413480758667,0.09571195393800735,545,0.2,0.0001,0.14046009451150895,-0.00023515670263975607,1.0383688e-05
,,33000,,,,,48961,110,0.75,-0.30741392,0,2.26,,,,,,,,,,
0.96,1.36,33300,-0.051103321108967065,15966,0,33300,,,,,,,0.0025,-0.09399454355239868,0.29256927967071533,0.09017132222652435,550,0.2,0.0001,0.1921091490983963,-0.0007231680901531945,0.00032338718
,,33300,,,,,49410,111,0.83,-0.18093552,0,1.93,,,,,,,,,,
0.92,1.32,33600,-0.07134210044983774,16125,0,33600,,,,,,,0.0,-0.09037050038576126,0.192424476146698,0.0710315927863121,555,0.2,0.0001,0.17718448758125305,-5.428000777950359e-05,4.005432e-06
,,33600,,,,,49818,112,0.83,-0.20502061000000002,0,2.0,,,,,,,,,,
0.96,1.22,33900,-0.051394695751369,16265,0,33900,,,,,,,0.0,-0.08740801423788071,0.31721073389053345,0.05304684117436409,560,0.2,0.0001,0.14586250573396684,-0.00044780595368294486,4.4424763e-05
,,33900,,,,,50230,113,0.76,-0.28511239999999993,0,2.21,,,,,,,,,,
0.96,1.16,34200,-0.03269626471213996,16415,0,34200,,,,,,,0.0,-0.08276359945535659,0.2993837594985962,0.07027407735586166,565,0.2,0.0001,0.18144157588481902,-0.0003167146308851443,3.7332997e-05
,,34200,,,,,50630,114,0.82,-0.19146096999999998,0,2.01,,,,,,,,,,
0.98,1.24,34500,-0.030029362123459576,16550,0,34500,,,,,,,0.0,-0.07968657612800598,0.30267930030822754,0.07324405759572983,570,0.2,0.0001,0.15446150481700896,-0.0002325802125480969,6.673671e-06
,,34500,,,,,51063,115,0.74,-0.3002498200000001,0,2.31,,,,,,,,,,
0.94,1.38,34800,-0.07147742265835405,16711,0,34800,,,,,,,0.002443181872367859,-0.08362340569496154,0.217437744140625,0.05733128637075424,575,0.2,0.0001,0.18960748076438905,-0.0003896908525547005,0.00071911525
,,34800,,,,,51477,116,0.87,-0.15932992,0,1.73,,,,,,,,,,
0.96,1.34,35100,-0.05088221870362759,16868,0,35100,,,,,,,0.0,-0.07770189642906189,0.41888654232025146,0.07004203647375107,580,0.2,0.0001,0.14743790686130523,-6.268135250778073e-05,1.1386723e-05
,,35100,,,,,51896,117,0.87,-0.17449442000000004,0,1.89,,,,,,,,,,
0.94,1.24,35400,-0.04931642289739102,17020,0,35400,,,,,,,0.0,-0.07679341435432434,0.2188844084739685,0.09802134335041046,585,0.2,0.0001,0.17776735246181488,-7.866260680277293e-05,7.084012e-06
,,35400,,,,,52304,118,0.87,-0.11610876999999999,0,1.78,,,,,,,,,,
0.96,1.32,35700,-0.05130941764451563,17161,0,35700,,,,,,,0.0,-0.07741367161273956,0.27782976627349854,0.060172777622938156,590,0.2,0.0001,0.1585300162434578,-0.00012420734221294972,5.9681015e-06
,,35700,,,,,52720,119,0.82,-0.22490774,0,2.08,,,,,,,,,,
0.96,1.28,36000,-0.05058486709371209,17298,0,36000,,,,,,,0.0,-0.0757370463013649,0.22135865688323975,0.09142835438251495,595,0.2,0.0001,0.17779819875955583,-0.00016425750175965703,7.242675e-06
,,36000,,,,,53149,120,0.75,-0.26173082000000003,0,2.2,,,,,,,,,,
0.88,1.76,36300,-0.1368994807638228,17433,0,36300,,,,,,,0.004943181872367859,-0.07876166582107544,0.39497625827789307,0.06079687178134918,600,0.2,0.0001,0.16326961904764176,-0.0006571075093961553,0.0110132955
,,36300,,,,,53579,121,0.78,-0.23097849000000004,0,2.21,,,,,,,,,,
0.98,1.18,36600,-0.02836556295864284,17590,0,36600,,,,,,,0.0,-0.07382466673851013,0.2977359890937805,0.057399168610572815,605,0.2,0.0001,0.1669586056470871,-0.000251590825130279,4.61841e-05
,,36600,,,,,53994,122,0.85,-0.18822037000000003,0,1.87,,,,,,,,,,
0.98,1.32,36900,-0.031173908375203608,17755,0,36900,,,,,,,0.0,-0.07116222113370896,0.28815674781799316,0.08661716431379318,610,0.2,0.0001,0.18320223659276963,1.899304715063721e-05,1.2613833e-06
,,36900,,,,,54424,123,0.83,-0.20236303000000003,0,1.92,,,,,,,,,,
0.94,1.42,37200,-0.07162601788062602,17909,0,37200,,,,,,,0.0,-0.07292144358158112,0.3268105983734131,0.06847396492958069,615,0.2,0.0001,0.1678103932738304,-0.00010301891037009625,1.4476478e-05
,,37200,,,,,54855,124,0.82,-0.21637641999999993,0,1.91,,,,,,,,,,
0.98,1.24,37500,-0.029170566736720503,18063,0,37500,,,,,,,0.0,-0.0740545791387558,0.43549132347106934,0.047636184841394424,620,0.2,0.0001,0.13488775461912156,-7.710837674419935e-05,3.5466626e-06
,,37500,,,,,55276,125,0.83,-0.21015136000000006,0,1.95,,,,,,,,,,
0.98,1.18,37800,-0.028311903616413475,18225,0,37800,,,,,,,0.0,-0.07175383239984512,0.3785839080810547,0.05653194710612297,625,0.2,0.0001,0.14420175135135652,-8.465610785862054e-05,8.607842e-06
,,37800,,,,,55687,126,0.86,-0.16978699,0,1.87,,,,,,,,,,
0.96,1.3,38100,-0.052899327985942365,18376,0,38100,,,,,,,0.0,-0.06903195291757584,0.3031604290008545,0.0644216388463974,630,0.2,0.0001,0.14071732878684998,-0.00015187111598503834,1.1118502e-05
,,38100,,,,,56122,127,0.83,-0.19905070000000002,0,2.09,,,,,,,,,,
1.0,1.22,38400,-0.008672722433693707,18536,0,38400,,,,,,,0.0,-0.06735409110784531,0.3338043689727783,0.06017369031906128,635,0.2,0.0001,0.1423875245451927,-6.834275356553121e-06,4.2654574e-07
,,38400,,,,,56533,128,0.85,-0.16902423999999996,0,1.78,,,,,,,,,,
0.98,1.34,38700,-0.03115969237871468,18699,0,38700,,,,,,,0.0,-0.06802451431751251,0.2512531280517578,0.07787282764911652,640,0.2,0.0001,0.17356204450130464,-4.305559104643919e-05,2.3715536e-06
,,38700,,,,,56953,129,0.82,-0.19473793999999997,0,1.85,,,,,,,,,,
0.96,1.32,39000,-0.051253691194579,18857,0,39000,,,,,,,0.0,-0.06870577096939087,0.31003618240356445,0.05031716078519821,645,0.2,0.0001,0.14659007966518403,-0.0001252297650683687,6.4829364e-06
,,39000,,,,,57375,130,0.8,-0.24180213999999997,0,1.96,,,,,,,,,,
