env/n_steps,time/total_timesteps,eval/mean_reward,eval/mean_ep_length,env/completion_counter,env/current_idx,eval/success_rate,time/time_elapsed,time/iterations,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/approx_kl,train/learning_rate,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/loss,train/entropy_loss,train/clip_range
,64800,,,,,,95880,216,0.79,2.06,-0.25705739,0,,,,,,,,,,
65100,65100,-0.049658186975866554,1.26,0,30906,0.94,,,,,,,0.36046040058135986,7.578754e-06,0.0001,0.1784352704882622,0.0,-0.00012779606376227547,1080,0.07967513054609299,-0.149990975856781,0.2
,65100,,,,,,96321,217,0.76,2.21,-0.25455634,0,,,,,,,,,,
65400,65400,-0.07025157597381622,1.34,0,31059,0.94,,,,,,,0.24290072917938232,8.1490725e-09,0.0001,0.2001221865415573,0.0,6.641212438083244e-05,1085,0.09717569500207901,-0.15239800363779069,0.2
,65400,,,,,,96800,218,0.85,1.84,-0.18601319,0,,,,,,,,,,
65700,65700,-0.0921295449277386,1.48,0,31202,0.92,,,,,,,0.3060590624809265,2.2819095e-06,0.0001,0.17520447224378585,0.0,-0.00012577226784342698,1090,0.09484097361564636,-0.15256712585687637,0.2
,65700,,,,,,97272,219,0.83,2.01,-0.21250962999999998,0,,,,,,,,,,
66000,66000,-0.05142182027921081,1.42,0,31371,0.94,,,,,,,0.3022528886795044,1.7903512e-06,0.0001,0.16690085530281068,0.0,-1.0936638136627153e-05,1095,0.09121813625097275,-0.15299466699361802,0.2
,66000,,,,,,97757,220,0.83,1.89,-0.19123810000000002,0,,,,,,,,,,
66300,66300,-0.1615106029715389,1.64,0,31514,0.86,,,,,,,0.3069910407066345,1.1967495e-07,0.0001,0.15596609562635422,0.0,-1.367129047622484e-05,1100,0.08539817482233047,-0.15199735015630722,0.2
,66300,,,,,,98350,221,0.81,2.05,-0.21881709000000002,0,,,,,,,,,,
66600,66600,-0.11331759641878307,1.52,0,31661,0.9,,,,,,,0.3030693531036377,1.3783934e-05,0.0001,0.17861402854323388,0.0,-0.0002583900401077699,1105,0.10479061305522919,-0.15336742550134658,0.2
,66600,,,,,,98815,222,0.86,1.92,-0.16241531,0,,,,,,,,,,
