env/current_idx,eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,env/completion_counter,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,time/iterations,train/policy_gradient_loss,train/loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/clip_range,train/clip_fraction,train/n_updates,train/value_loss,train/approx_kl
23289,-0.028794517274945974,1.2,0.92,39000,39000,0,,,,,,,-0.014941271196585148,0.0668315589427948,-0.2301083669066429,0.24349814653396606,0.001,0.2,0.0618075292557478,1290,0.17518409863114356,0.02209545
,,,,39000,,,-0.16058268,0,1.44,58190,0.82,130,,,,,,,,,,
23466,-0.09146748599596322,1.26,0.9,39300,39300,0,,,,,,,-0.019588827958796174,0.01711210235953331,-0.20139873698353766,0.1067814826965332,0.001,0.2,0.0715731542557478,1300,0.19857832342386245,0.043523505
,,,,39300,,,-0.3545956900000001,0,1.81,58608,0.63,131,,,,,,,,,,
23669,-0.11542700028978288,1.3,0.88,39600,39600,0,,,,,,,-0.015311497828224673,0.018791697919368744,-0.25643176659941674,0.2854844331741333,0.001,0.2,0.09030539877712726,1310,0.17157971635460853,0.027143063
,,,,39600,,,-0.1679001,0,1.47,59043,0.8,132,,,,,,,,,,
23862,-0.04792406467720866,1.1,0.96,39900,39900,0,,,,,,,-0.021348787914030255,0.06531082093715668,-0.20941248759627343,0.08201348781585693,0.001,0.2,0.07791193276643753,1320,0.18904877677559853,0.016756903
,,,,39900,,,-0.16301763999999996,0,1.45,59461,0.79,133,,,,,,,,,,
24042,-0.11277724049519748,1.34,0.86,40200,40200,0,,,,,,,-0.01986880456097424,-0.026000209152698517,-0.23449406325817107,0.2483353614807129,0.001,0.2,0.0871803980320692,1330,0.15446092374622822,0.02889835
,,,,40200,,,-0.21735412,0,1.66,59895,0.74,134,,,,,,,,,,
24225,-0.0486399064399302,1.22,0.92,40500,40500,0,,,,,,,-0.018278384482255206,0.03566550463438034,-0.33998761251568793,0.2592233419418335,0.001,0.2,0.10992542691528798,1340,0.17233910262584687,0.035159145
,,,,40500,,,-0.21956794999999998,0,1.65,60322,0.74,135,,,,,,,,,,
24421,-0.02754044411703944,1.1,0.96,40800,40800,0,,,,,,,-0.012721395265543833,0.08164431899785995,-0.21343965120613576,0.19055205583572388,0.001,0.2,0.09694602340459824,1350,0.1843200907111168,0.06691155
,,,,40800,,,-0.23240019999999997,0,1.53,60743,0.78,136,,,,,,,,,,
24608,-0.029034072244539858,1.2,0.94,41100,41100,0,,,,,,,-0.01715826562140137,0.05006822571158409,-0.2253396190702915,0.2690974473953247,0.001,0.2,0.09353693313896656,1360,0.15681280940771103,0.033715095
,,,,41100,,,-0.16907692000000002,0,1.47,61193,0.8,137,,,,,,,,,,
24797,-0.15178564229048788,1.28,0.86,41400,41400,0,,,,,,,-0.014917766777216457,0.054331034421920776,-0.22199366763234138,0.22176086902618408,0.001,0.2,0.0598544042557478,1370,0.1805068500339985,0.03265363
,,,,41400,,,-0.26498700999999997,0,1.54,61621,0.77,138,,,,,,,,,,
24972,-0.11017143860459327,1.24,0.88,41700,41700,0,,,,,,,-0.02292172481538728,0.05762043222784996,-0.32147312462329863,0.27069342136383057,0.001,0.2,0.09953835271298886,1380,0.16437850929796696,0.033314366
,,,,41700,,,-0.19595756,0,1.71,62049,0.72,139,,,,,,,,,,
25154,-0.1539945849403739,1.32,0.86,42000,42000,0,,,,,,,-0.020850064983824267,0.022589046508073807,-0.3280711695551872,0.1316172480583191,0.001,0.2,0.10102983117103577,1390,0.18199038207530976,0.038988605
,,,,42000,,,-0.22664046,0,1.6,62481,0.74,140,,,,,,,,,,
25325,-0.03197581856045872,1.18,0.94,42300,42300,0,,,,,,,-0.018636706401593983,0.026752259582281113,-0.2633900910615921,0.23854577541351318,0.001,0.2,0.11800426207482814,1400,0.14586602933704854,0.028356597
,,,,42300,,,-0.3811487400000001,0,1.83,62891,0.62,141,,,,,,,,,,
25525,-0.06783249794505536,1.14,0.94,42600,42600,0,,,,,,,-0.027028007060289384,0.02851201593875885,-0.38639320209622385,0.17881512641906738,0.001,0.2,0.12517755702137948,1410,0.20305621698498727,0.03584093
,,,,42600,,,-0.24453402999999999,0,1.55,63342,0.75,142,,,,,,,,,,
25702,-0.08852826350834221,1.2,0.92,42900,42900,0,,,,,,,-0.019226915005128832,0.0607306994497776,-0.23831038996577264,0.24981814622879028,0.001,0.2,0.08696733079850674,1420,0.15414593517780303,0.026130969
,,,,42900,,,-0.29324614,0,1.74,63752,0.66,143,,,,,,,,,,
25886,-0.0919355115480721,1.24,0.92,43200,43200,0,,,,,,,-0.02318359576165676,0.018717344850301743,-0.2894312687218189,0.10624736547470093,0.001,0.2,0.0868252843618393,1430,0.19566891863942146,0.022531057
,,,,43200,,,-0.26119022000000003,0,1.63,64190,0.71,144,,,,,,,,,,
26072,-0.06905435912776739,1.24,0.9,43500,43500,0,,,,,,,-0.020286955310439225,0.044338125735521317,-0.21845411472022533,0.17568230628967285,0.001,0.2,0.0721768468618393,1440,0.17618635594844817,0.034355447
,,,,43500,,,-0.26704814000000004,0,1.54,64657,0.75,145,,,,,,,,,,
26255,-0.06803124791011214,1.16,0.94,43800,43800,0,,,,,,,-0.02043086369521916,0.02303170971572399,-0.2747770167887211,0.26275748014450073,0.001,0.2,0.09641335271298886,1450,0.14091683700680732,0.041232396
,,,,43800,,,-0.20146031999999994,0,1.61,65088,0.75,146,,,,,,,,,,
26427,-0.047814513104967774,1.14,0.94,44100,44100,0,,,,,,,-0.024073083221446724,0.10579279065132141,-0.29938187301158903,0.20366930961608887,0.001,0.2,0.11850142180919647,1460,0.17664272338151932,0.030665334
,,,,44100,,,-0.28796689999999997,0,1.72,65529,0.7,147,,,,,,,,,,
26623,-0.0916505624493584,1.32,0.88,44400,44400,0,,,,,,,-0.028931917529553174,0.033464618027210236,-0.3196687251329422,0.29853570461273193,0.001,0.2,0.15765269994735717,1470,0.15937094576656818,0.02612846
,,,,44400,,,-0.20203697,0,1.47,65980,0.78,148,,,,,,,,,,
26822,-0.006164174121804536,1.0,1.0,44700,44700,0,,,,,,,-0.019827258994337172,0.0027907080948352814,-0.23484932705760003,0.31977367401123047,0.001,0.2,0.09964488707482815,1480,0.1431935116648674,0.09881356
,,,,44700,,,-0.17960413999999997,0,1.58,66391,0.76,149,,,,,,,,,,
27007,-0.032570014176890254,1.24,0.9,45000,45000,0,,,,,,,-0.013824071118142456,0.059254638850688934,-0.17611699253320695,0.09753715991973877,0.001,0.2,0.07903054095804692,1490,0.1622564908117056,0.038096603
,,,,45000,,,-0.17225199000000002,0,1.5,66818,0.77,150,,,,,,,,,,
27185,-0.08960596953518689,1.2,0.92,45300,45300,0,,,,,,,-0.017337191203841938,0.03157375007867813,-0.21134333163499833,0.21273130178451538,0.001,0.2,0.09074929058551788,1500,0.16505255922675133,0.07761167
,,,,45300,,,-0.22201345999999994,0,1.64,67266,0.72,151,,,,,,,,,,
27361,-0.05059383905492723,1.32,0.86,45600,45600,0,,,,,,,-0.026198517478769646,0.031140662729740143,-0.29975154176354407,0.1722225546836853,0.001,0.2,0.10749289877712727,1510,0.17273414880037308,0.037369505
,,,,45600,,,-0.27352957,0,1.69,67721,0.71,152,,,,,,,,,,
27554,-0.06981498406734317,1.24,0.88,45900,45900,0,,,,,,,-0.022962170222308488,0.014985989779233932,-0.27600822448730467,0.1816922426223755,0.001,0.2,0.0806463073939085,1520,0.1871406938880682,0.051320747
,,,,45900,,,-0.20526849,0,1.53,68164,0.78,153,,,,,,,,,,
27723,-0.15820453292690217,1.48,0.8,46200,46200,0,,,,,,,-0.020419227378442883,0.05721582472324371,-0.2142182532697916,0.196117103099823,0.001,0.2,0.104847302287817,1530,0.1631124347448349,0.02858613
,,,,46200,,,-0.22610653,0,1.7,68627,0.7,154,,,,,,,,,,
27921,-0.08921633366495371,1.22,0.9,46500,46500,0,,,,,,,-0.023792471224442124,0.01864296942949295,-0.27714443057775495,0.14009660482406616,0.001,0.2,0.10411931835114956,1540,0.19426134005188941,0.055969357
,,,,46500,,,-0.18981603000000002,0,1.58,69062,0.77,155,,,,,,,,,,
28101,-0.08983073729090392,1.24,0.88,46800,46800,0,,,,,,,-0.030581431469181554,0.0321439728140831,-0.27876480519771574,0.22583621740341187,0.001,0.2,0.11289062574505807,1550,0.15718117393553258,0.046778798
,,,,46800,,,-0.28227136999999997,0,1.72,69503,0.69,156,,,,,,,,,,
28269,-0.04902395840268582,1.14,0.94,47100,47100,0,,,,,,,-0.021295931370696054,0.0626925379037857,-0.23687298968434334,0.19876933097839355,0.001,0.2,0.08359375037252903,1560,0.1971746027469635,0.02884599
,,,,47100,,,-0.3522491399999999,0,1.79,69953,0.65,157,,,,,,,,,,
28450,-0.08997101093176753,1.24,0.9,47400,47400,0,,,,,,,-0.022742484300397336,-0.00899188220500946,-0.2657946139574051,0.27553266286849976,0.001,0.2,0.10715554058551788,1570,0.17091684490442277,0.054970607
,,,,47400,,,-0.24252108000000003,0,1.68,70484,0.7,158,,,,,,,,,,
28634,-0.08979063318111002,1.2,0.9,47700,47700,0,,,,,,,-0.02072833725324017,0.05474001541733742,-0.22383880540728568,0.2368319034576416,0.001,0.2,0.11262429058551789,1580,0.16820546984672546,0.030945476
,,,,47700,,,-0.21261119999999997,0,1.57,70922,0.76,159,,,,,,,,,,
28824,-0.11218228790443391,1.4,0.86,48000,48000,0,,,,,,,-0.018057553372636904,0.058828871697187424,-0.2879284642636776,0.12145686149597168,0.001,0.2,0.10985440388321877,1590,0.19729593321681022,0.012642713
,,,,48000,,,-0.2517747,0,1.71,71391,0.69,160,,,,,,,,,,
28999,-0.11165919165126979,1.38,0.82,48300,48300,0,,,,,,,-0.028252226859331132,0.04116406664252281,-0.29921005964279174,0.14528268575668335,0.001,0.2,0.10655184835195541,1600,0.17489819340407847,0.042524934
,,,,48300,,,-0.29164248000000004,0,1.73,71856,0.66,161,,,,,,,,,,
29185,-0.04917966794688255,1.22,0.94,48600,48600,0,,,,,,,-0.033968983709200984,0.02944304421544075,-0.3071000337600708,0.2918669581413269,0.001,0.2,0.15182883702218533,1610,0.17225573137402533,0.034787644
,,,,48600,,,-0.23657309,0,1.64,72300,0.73,162,,,,,,,,,,
29368,-0.06932399599812925,1.2,0.94,48900,48900,0,,,,,,,-0.011107899341732263,0.06944358348846436,-0.24909108281135559,0.18371587991714478,0.001,0.2,0.11807528547942639,1620,0.1715854097157717,0.026349507
,,,,48900,,,-0.30005234999999997,0,1.71,72737,0.68,163,,,,,,,,,,
29554,-0.06974842348601669,1.26,0.88,49200,49200,0,,,,,,,-0.02855737158388365,0.04651940241456032,-0.29513067230582235,0.2505658268928528,0.001,0.2,0.1319247167557478,1630,0.1869886465370655,0.034208674
,,,,49200,,,-0.21259053000000006,0,1.51,73176,0.79,164,,,,,,,,,,
29738,-0.06845851621124893,1.2,0.92,49500,49500,0,,,,,,,-0.01942205424857093,0.0377393513917923,-0.3096455231308937,0.19603437185287476,0.001,0.2,0.1231889221817255,1640,0.17490204945206642,0.03634349
,,,,49500,,,-0.20454251000000004,0,1.52,73613,0.79,165,,,,,,,,,,
29930,-0.07047924197278917,1.22,0.9,49800,49800,0,,,,,,,-0.02468580781132914,0.048870235681533813,-0.3364932283759117,0.2286512851715088,0.001,0.2,0.12661576755344867,1650,0.1753484919667244,0.03619864
,,,,49800,,,-0.21177965999999998,0,1.51,74068,0.78,166,,,,,,,,,,
30108,-0.07212925525847823,1.24,0.9,50100,50100,0,,,,,,,-0.02895103869959712,0.03477371484041214,-0.3072951383888721,0.19098329544067383,0.001,0.2,0.13057528473436833,1660,0.17590301297605038,0.08502766
,,,,50100,,,-0.31752150999999995,0,1.77,74517,0.68,167,,,,,,,,,,
30284,-0.07397715589031577,1.26,0.9,50400,50400,0,,,,,,,-0.023858215121435933,0.058740369975566864,-0.2984072625637054,0.16335493326187134,0.001,0.2,0.11484375111758709,1670,0.20630137398838996,0.038026117
,,,,50400,,,-0.33290379999999997,0,1.72,74973,0.68,168,,,,,,,,,,
30453,-0.0909687525825575,1.32,0.86,50700,50700,0,,,,,,,-0.032160525349900125,0.032102424651384354,-0.3243442624807358,0.2287149429321289,0.001,0.2,0.12682883627712727,1680,0.17686274871230126,0.06214028
,,,,50700,,,-0.3802245000000001,0,1.82,75460,0.63,169,,,,,,,,,,
30636,-0.1545816381741315,1.32,0.86,51000,51000,0,,,,,,,-0.027819301991257817,0.0415986031293869,-0.32790120095014574,0.3311440348625183,0.001,0.2,0.11926491633057594,1690,0.16588935852050782,0.051825505
,,,,51000,,,-0.30228792000000004,0,1.75,75904,0.66,170,,,,,,,,,,
30815,-0.1310441955504939,1.34,0.88,51300,51300,0,,,,,,,-0.02033976564416662,0.053756337612867355,-0.33963205516338346,0.11774009466171265,0.001,0.2,0.13125000037252904,1700,0.18687581047415733,0.04681115
,,,,51300,,,-0.30662739999999994,0,1.69,76370,0.68,171,,,,,,,,,,
31006,-0.06841660104691982,1.2,0.92,51600,51600,0,,,,,,,-0.024485760735115037,0.0015287883579730988,-0.30095179229974744,0.2583736777305603,0.001,0.2,0.1302024159580469,1710,0.18014366701245307,0.026157131
,,,,51600,,,-0.22039606000000006,0,1.55,76798,0.77,172,,,,,,,,,,
31171,-0.07142869408242404,1.36,0.9,51900,51900,0,,,,,,,-0.024645684950519352,0.04612722620368004,-0.25973361656069754,0.19457519054412842,0.001,0.2,0.15735085271298885,1720,0.17225795909762381,0.05973837
,,,,51900,,,-0.34109386999999997,0,1.85,77251,0.61,173,,,,,,,,,,
31356,-0.04848282526247203,1.2,0.94,52200,52200,0,,,,,,,-0.014018528937594966,0.07954707741737366,-0.1929876860231161,0.1205902099609375,0.001,0.2,0.08783735893666744,1730,0.20064433217048644,0.021557426
,,,,52200,,,-0.33311524,0,1.69,77710,0.68,174,,,,,,,,,,
31538,-0.07070817817002535,1.18,0.94,52500,52500,0,,,,,,,-0.018070108094252645,0.061018139123916626,-0.20247129127383232,0.2897636890411377,0.001,0.2,0.07689985893666744,1740,0.16224110648036003,0.02927836
,,,,52500,,,-0.31019147,0,1.79,78149,0.64,175,,,,,,,,,,
31717,-0.10902601615991443,1.22,0.9,52800,52800,0,,,,,,,-0.022633331432007252,0.0419931598007679,-0.285067181289196,0.3020481467247009,0.001,0.2,0.1215731542557478,1750,0.15084230452775954,0.02897985
,,,,52800,,,-0.29167981,0,1.7,78593,0.72,176,,,,,,,,,,
31898,-0.13120546707883476,1.34,0.88,53100,53100,0,,,,,,,-0.015342974093800876,0.06030377000570297,-0.22634974867105484,0.17646002769470215,0.001,0.2,0.10522017143666744,1760,0.19135411456227303,0.05708051
,,,,53100,,,-0.31567426,0,1.7,79028,0.68,177,,,,,,,,,,
32087,-0.15273528934456407,1.34,0.86,53400,53400,0,,,,,,,-0.020130296889692544,0.0585794672369957,-0.2721486084163189,0.18404263257980347,0.001,0.2,0.14030539840459824,1770,0.1815826915204525,0.026287265
,,,,53400,,,-0.24411334999999998,0,1.58,79485,0.76,178,,,,,,,,,,
32287,-0.15706686744932086,1.4,0.82,53700,53700,0,,,,,,,-0.018736263777827843,0.052936650812625885,-0.2321817621588707,0.21898508071899414,0.001,0.2,0.09817116558551789,1780,0.18726590722799302,0.035184946
,,,,53700,,,-0.18845014,0,1.47,79936,0.8,179,,,,,,,,,,
32465,-0.09071980352047831,1.3,0.9,54000,54000,0,,,,,,,-0.02651578306395095,-0.003231532871723175,-0.24310035705566407,0.24877816438674927,0.001,0.2,0.105823864787817,1790,0.1477532148361206,0.04871217
,,,,54000,,,-0.29395766,0,1.71,80379,0.69,180,,,,,,,,,,
32644,-0.08969338410533964,1.22,0.92,54300,54300,0,,,,,,,-0.021214292175136505,0.054161034524440765,-0.25659472718834875,0.1292291283607483,0.001,0.2,0.09330610893666744,1800,0.20993067026138307,0.014969252
,,,,54300,,,-0.20839044,0,1.62,80803,0.75,181,,,,,,,,,,
32818,-0.1533477743715048,1.44,0.82,54600,54600,0,,,,,,,-0.022599885820181954,0.06320905685424805,-0.22172164395451546,0.2919703722000122,0.001,0.2,0.09160156324505805,1810,0.16623759344220163,0.05438056
,,,,54600,,,-0.29070505999999996,0,1.69,81251,0.7,182,,,,,,,,,,
33005,-0.05006379258818924,1.2,0.94,54900,54900,0,,,,,,,-0.021349331946112216,0.08019159734249115,-0.2945910096168518,0.1832578182220459,0.001,0.2,0.09708806909620762,1820,0.19554824903607368,0.034224726
,,,,54900,,,-0.30244329999999997,0,1.69,81719,0.67,183,,,,,,,,,,
33190,-0.06928076528944076,1.26,0.9,55200,55200,0,,,,,,,-0.019791803741827606,0.07003579288721085,-0.2122775673866272,0.22984659671783447,0.001,0.2,0.09135298319160938,1830,0.1847181163728237,0.02058782
,,,,55200,,,-0.17063637,0,1.56,82155,0.76,184,,,,,,,,,,
33366,-0.13174914400093257,1.3,0.88,55500,55500,0,,,,,,,-0.021087394369533285,0.04653884842991829,-0.22603365406394005,0.2511194944381714,0.001,0.2,0.09039417691528798,1840,0.16826812028884888,0.05209229
,,,,55500,,,-0.29690708,0,1.66,82593,0.7,185,,,,,,,,,,
33545,-0.13408360843081027,1.36,0.84,55800,55800,0,,,,,,,-0.015544964425862418,0.04030849039554596,-0.22211459949612616,0.23959046602249146,0.001,0.2,0.07443181872367859,1850,0.1894104041159153,0.023466134
,,,,55800,,,-0.24304458999999998,0,1.69,83031,0.71,186,,,,,,,,,,
33732,-0.06917564991861581,1.12,0.94,56100,56100,0,,,,,,,-0.022668326676648577,0.035738226026296616,-0.27927114591002467,0.09247958660125732,0.001,0.2,0.08876065425574779,1860,0.1892017677426338,0.02871161
,,,,56100,,,-0.21881129,0,1.63,83473,0.74,187,,,,,,,,,,
33911,-0.07389282677788288,1.16,0.94,56400,56400,0,,,,,,,-0.017689836909994483,0.054028406739234924,-0.21103535108268262,0.034073710441589355,0.001,0.2,0.11937144994735718,1870,0.20556200444698333,0.035000686
,,,,56400,,,-0.22714419000000002,0,1.65,83915,0.71,188,,,,,,,,,,
34086,-0.09096866609063,1.24,0.92,56700,56700,0,,,,,,,-0.013595756638096645,0.05035527050495148,-0.16827511228621006,0.19941788911819458,0.001,0.2,0.05958806909620762,1880,0.18679658323526382,0.040185004
,,,,56700,,,-0.28248711000000004,0,1.67,84364,0.72,189,,,,,,,,,,
34272,-0.11249873442575335,1.24,0.9,57000,57000,0,,,,,,,-0.01580963449378032,0.06898142397403717,-0.1993162788450718,0.1636696457862854,0.001,0.2,0.07178622260689735,1890,0.1856035828590393,0.037464913
,,,,57000,,,-0.26758557000000005,0,1.64,84831,0.7,190,,,,,,,,,,
34452,-0.06901965911965817,1.26,0.9,57300,57300,0,,,,,,,-0.026722726150183007,0.00743488222360611,-0.2442532293498516,0.24617093801498413,0.001,0.2,0.09694602340459824,1900,0.18261748142540454,0.06266009
,,,,57300,,,-0.19003787000000003,0,1.62,85295,0.73,191,,,,,,,,,,
34637,-0.11064025198575109,1.32,0.88,57600,57600,0,,,,,,,-0.013839977906172862,0.07643769681453705,-0.19670893102884293,0.15201455354690552,0.001,0.2,0.06947798393666745,1910,0.18413931503891945,0.023347996
,,,,57600,,,-0.25352360000000007,0,1.71,85742,0.71,192,,,,,,,,,,
34811,-0.05002205278724432,1.24,0.9,57900,57900,0,,,,,,,-0.02197421927121468,0.06194336712360382,-0.26868139281868936,0.21941393613815308,0.001,0.2,0.09918323941528798,1920,0.1680597148835659,0.04287277
,,,,57900,,,-0.27785658,0,1.65,86184,0.71,193,,,,,,,,,,
34993,-0.06917627808637918,1.22,0.9,58200,58200,0,,,,,,,-0.021859127550851554,0.05838843435049057,-0.22749043628573418,0.2650209665298462,0.001,0.2,0.1118075292557478,1930,0.17288088984787464,0.04637097
,,,,58200,,,-0.2474992,0,1.67,86628,0.71,194,,,,,,,,,,
35177,-0.1725294894585386,1.4,0.84,58500,58500,0,,,,,,,-0.023786396099421837,0.025073368102312088,-0.18467613384127618,0.17667680978775024,0.001,0.2,0.09412287026643754,1940,0.20169964656233788,0.052501738
,,,,58500,,,-0.23332996,0,1.51,87070,0.77,195,,,,,,,,,,
35353,-0.06927398135419935,1.22,0.92,58800,58800,0,,,,,,,-0.01365748355165124,0.07452555745840073,-0.1617500815540552,0.2926675081253052,0.001,0.2,0.05917968824505806,1950,0.1701292548328638,0.027641889
,,,,58800,,,-0.32640742,0,1.75,87525,0.69,196,,,,,,,,,,
35550,-0.028781068953685464,1.2,0.98,59100,59100,0,,,,,,,-0.013430991441418882,0.062158264219760895,-0.18776203393936158,0.2629237174987793,0.001,0.2,0.0768110804259777,1960,0.18246570378541946,0.020427762
,,,,59100,,,-0.2139381,0,1.5,87948,0.77,197,,,,,,,,,,
35739,-0.11827637596055865,1.3,0.88,59400,59400,0,,,,,,,-0.01425998055456148,0.06742435693740845,-0.17201330810785292,0.28607743978500366,0.001,0.2,0.05546875074505806,1970,0.1684201966971159,0.052619968
,,,,59400,,,-0.27166379,0,1.61,88394,0.75,198,,,,,,,,,,
35931,-0.15336923104245215,1.42,0.82,59700,59700,0,,,,,,,-0.02511164784664288,0.030359312891960144,-0.18394018560647965,0.2850787043571472,0.001,0.2,0.11296164877712726,1980,0.16295490898191928,0.076123185
,,,,59700,,,-0.15956471,0,1.53,88859,0.8,199,,,,,,,,,,
36108,-0.17437801465392114,1.44,0.8,60000,60000,0,,,,,,,-0.018690859025809914,0.046792954206466675,-0.1910927642136812,0.35048532485961914,0.001,0.2,0.07585227340459824,1990,0.1409551240503788,0.03233512
,,,,60000,,,-0.3083296,0,1.76,89316,0.66,200,,,,,,,,,,
36281,-0.09215592445340008,1.34,0.86,60300,60300,0,,,,,,,-0.02266299488255754,0.03641604632139206,-0.2421385020017624,0.2526494860649109,0.001,0.2,0.1187322460114956,2000,0.17689495719969273,0.07854842
,,,,60300,,,-0.33331695000000006,0,1.82,89790,0.63,201,,,,,,,,,,
36457,-0.04991689293179661,1.14,0.94,60600,60600,0,,,,,,,-0.02115413136780262,0.06290052831172943,-0.2285959467291832,0.21066564321517944,0.001,0.2,0.09110440462827682,2010,0.18629968166351318,0.019032408
,,,,60600,,,-0.34371221999999996,0,1.81,90248,0.62,202,,,,,,,,,,
36636,-0.11335583656094968,1.38,0.82,60900,60900,0,,,,,,,-0.026166634168475866,0.026164714246988297,-0.23673646450042723,0.2263316512107849,0.001,0.2,0.11413352303206921,2020,0.1768575392663479,0.066344485
,,,,60900,,,-0.25554047999999996,0,1.68,90725,0.69,203,,,,,,,,,,
36818,-0.08946029545739292,1.24,0.88,61200,61200,0,,,,,,,-0.02698482807027176,0.00837630033493042,-0.2528177358210087,0.1848486065864563,0.001,0.2,0.10435014255344868,2030,0.17424439452588558,0.068118505
,,,,61200,,,-0.28985128,0,1.69,91221,0.69,204,,,,,,,,,,
37010,-0.09558053539600224,1.22,0.92,61500,61500,0,,,,,,,-0.027545058797113598,0.04221777990460396,-0.27480952218174937,0.16010433435440063,0.001,0.2,0.11638849526643753,2040,0.1835934713482857,0.05741855
,,,,61500,,,-0.26095003,0,1.67,91681,0.73,205,,,,,,,,,,
37201,-0.11131151123903692,1.26,0.88,61800,61800,0,,,,,,,-0.026126406155526638,0.04029938578605652,-0.2211539138108492,0.2532729506492615,0.001,0.2,0.12311789803206921,2050,0.15781741291284562,0.034579262
,,,,61800,,,-0.21965504999999996,0,1.53,92165,0.77,206,,,,,,,,,,
37390,-0.04786058790516108,1.12,0.94,62100,62100,0,,,,,,,-0.02013381063734414,0.05234961211681366,-0.20577517226338388,0.3173943758010864,0.001,0.2,0.08144531324505806,2060,0.15486029349267483,0.08435558
,,,,62100,,,-0.19455951,0,1.58,92626,0.76,207,,,,,,,,,,
37564,-0.07122955964878201,1.36,0.88,62400,62400,0,,,,,,,-0.018316449015401304,0.042542800307273865,-0.24220248237252234,0.2606494426727295,0.001,0.2,0.11081321090459824,2070,0.15740875862538814,0.046249103
,,,,62400,,,-0.32544844999999994,0,1.67,93134,0.71,208,,,,,,,,,,
37731,-0.07498228377196937,1.26,0.9,62700,62700,0,,,,,,,-0.020788233879602557,0.05742226913571358,-0.24079898744821548,0.22924017906188965,0.001,0.2,0.09080255776643753,2080,0.18409103006124497,0.02443375
,,,,62700,,,-0.33743427,0,1.8,93608,0.63,209,,,,,,,,,,
37915,-0.11126128957606853,1.32,0.86,63000,63000,0,,,,,,,-0.020322621491504832,0.061556436121463776,-0.20782651901245117,0.15318840742111206,0.001,0.2,0.08371804058551788,2090,0.20190534070134164,0.035507236
,,,,63000,,,-0.22201388999999996,0,1.65,94326,0.72,210,,,,,,,,,,
38092,-0.11089436668902636,1.32,0.86,63300,63300,0,,,,,,,-0.014107841480290517,0.013693112879991531,-0.17224446758627893,0.16451841592788696,0.001,0.2,0.09382102377712727,2100,0.1792358234524727,0.044165634
,,,,63300,,,-0.26378147,0,1.68,94793,0.7,211,,,,,,,,,,
38282,-0.09161333919502795,1.24,0.92,63600,63600,0,,,,,,,-0.014959813500172458,0.06592098623514175,-0.17734732441604137,0.2775875926017761,0.001,0.2,0.0952059667557478,2110,0.1746893186122179,0.06381855
,,,,63600,,,-0.19846708,0,1.48,95259,0.79,212,,,,,,,,,,
38459,-0.06834784052800387,1.22,0.92,63900,63900,0,,,,,,,-0.01694223426748067,0.04578223079442978,-0.17350089997053147,0.24499499797821045,0.001,0.2,0.08444602377712726,2120,0.16395798251032828,0.031870224
,,,,63900,,,-0.29332201,0,1.81,95763,0.64,213,,,,,,,,,,
38649,-0.0725781369023025,1.34,0.86,64200,64200,0,,,,,,,-0.0232716734521091,0.03854235261678696,-0.23425321355462075,0.2074887752532959,0.001,0.2,0.08868963196873665,2130,0.18165062181651592,0.057094302
,,,,64200,,,-0.22836379999999995,0,1.54,96216,0.75,214,,,,,,,,,,
38827,-0.11295074622146785,1.34,0.9,64500,64500,0,,,,,,,-0.017916382802650333,0.06333450973033905,-0.1718803606927395,0.22080695629119873,0.001,0.2,0.07927912063896655,2140,0.16685151644051074,0.028845549
,,,,64500,,,-0.29255233999999997,0,1.72,96708,0.68,215,,,,,,,,,,
39002,-0.0713267189078033,1.3,0.9,64800,64800,0,,,,,,,-0.01717920320224948,0.025909680873155594,-0.20080961436033248,0.18784970045089722,0.001,0.2,0.10074573941528797,2150,0.17348304614424706,0.04384034
,,,,64800,,,-0.35804537,0,1.88,97222,0.6,216,,,,,,,,,,
39173,-0.06933613957371562,1.2,0.92,65100,65100,0,,,,,,,-0.023677324573509396,0.016326915472745895,-0.19876174330711366,0.232205331325531,0.001,0.2,0.11718750037252904,2160,0.16753662675619124,0.11757989
,,,,65100,,,-0.34929820999999994,0,1.85,97688,0.62,217,,,,,,,,,,
39356,-0.028719722190871835,1.18,0.92,65400,65400,0,,,,,,,-0.019622854143381118,0.07305967807769775,-0.21435463801026344,0.23261845111846924,0.001,0.2,0.09209872260689736,2170,0.18190951123833657,0.031982157
,,,,65400,,,-0.22024159,0,1.55,98155,0.76,218,,,,,,,,,,
39527,-0.07283268217463046,1.24,0.9,65700,65700,0,,,,,,,-0.023124860727693885,0.05179206281900406,-0.19916382282972336,0.14106035232543945,0.001,0.2,0.0889204554259777,2180,0.19799904823303222,0.03878027
,,,,65700,,,-0.23952266000000003,0,1.57,98613,0.75,219,,,,,,,,,,
39718,-0.03059189410880208,1.26,0.92,66000,66000,0,,,,,,,-0.018625605661873122,0.06686729192733765,-0.22661237493157388,0.2606305480003357,0.001,0.2,0.09964488744735718,2190,0.17629764564335346,0.057358567
,,,,66000,,,-0.22403035999999996,0,1.54,99073,0.75,220,,,,,,,,,,
