time/total_timesteps,env/completion_counter,eval/success_rate,env/current_idx,eval/mean_ep_length,env/n_steps,eval/mean_reward,time/time_elapsed,rollout/success_rate,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss,train/value_loss
8280,0,0.9,3811,1.5,8280,-0.07432962897233665,,,,,,,0.2,0.0001,2750,0.00012991964984392367,-0.12811195850372314,0.0,0.09556557983160019,8.412401e-05,-0.1529545545578003,0.22447912991046906
8280,,,,,,,33945,0.81,0,2.12,276,-0.23475849000000001,,,,,,,,,,
8310,0,0.98,3831,1.26,8310,-0.029598206831142306,,,,,,,0.2,0.0001,2760,-0.0013114898831312338,-0.2807753086090088,0.0,0.08163951337337494,0.00014763474,-0.15954453945159913,0.20916380286216735
8310,,,,,,,34063,0.81,0,2.1,277,-0.2500755,,,,,,,,,,
8340,0,0.86,3845,1.76,8340,-0.1574748877901584,,,,,,,0.2,0.0001,2770,-2.6277875097946434e-05,0.12170559167861938,0.0,0.04796242713928223,1.2636185e-06,-0.1683914318680763,0.11467337831854821
8340,,,,,,,34216,0.81,0,2.09,278,-0.24414508999999995,,,,,,,,,,
8370,0,0.96,3858,1.18,8370,-0.051257493258453905,,,,,,,0.2,0.0001,2780,2.5081435648388606e-05,0.18160945177078247,0.0,0.10376257449388504,1.1722247e-07,-0.172959803044796,0.24381119161844253
8370,,,,,,,34325,0.81,0,2.05,279,-0.24449790999999998,,,,,,,,,,
8400,0,0.9,3868,1.48,8400,-0.053771603680215774,,,,,,,0.2,0.0001,2790,-0.0009134596525109728,0.4702814817428589,0.0,0.07638261467218399,0.00015984774,-0.1715997889637947,0.17466626465320587
8400,,,,,,,34469,0.8,0,2.18,280,-0.24805954999999996,,,,,,,,,,
8430,0,0.92,3884,1.36,8430,-0.08988326842430978,,,,,,,0.2,0.0001,2800,-0.0001153951891077476,-0.2159978151321411,0.0,0.1469111144542694,2.5339921e-05,-0.1620394393801689,0.32203246653079987
8430,,,,,,,34586,0.81,0,2.13,281,-0.24366556999999997,,,,,,,,,,
8460,0,1.0,3907,1.16,8460,-0.009276475897058845,,,,,,,0.2,0.0001,2810,2.5830667088300176e-05,0.574561357498169,0.0,0.05646223574876785,1.6291937e-06,-0.15825030952692032,0.12629021927714348
8460,,,,,,,34697,0.84,0,1.91,282,-0.20147006999999997,,,,,,,,,,
8490,0,0.98,3923,1.2,8490,-0.009192835241556167,,,,,,,0.2,0.0001,2820,-0.00118226887318702,0.1428707242012024,0.0,0.06241068243980408,0.00017158588,-0.16282369196414948,0.16473786979913713
8490,,,,,,,34804,0.84,0,1.93,283,-0.2066652,,,,,,,,,,
8520,0,0.96,3937,1.22,8520,-0.052243014089763166,,,,,,,0.2,0.0001,2830,-0.0034627904824446887,0.15623021125793457,0.0,0.07477039843797684,0.00031187336,-0.17424784004688262,0.17982539385557175
8520,,,,,,,34921,0.81,0,2.0,284,-0.21794627000000003,,,,,,,,,,
8550,0,0.98,3953,1.34,8550,-0.03186767093837261,,,,,,,0.2,0.0001,2840,-0.006152863286745714,-0.19365155696868896,0.003333333507180214,0.04550272971391678,0.0011968235,-0.19476573318243026,0.13280219584703445
8550,,,,,,,35057,0.85,0,1.9,285,-0.17432275,,,,,,,,,,
8580,0,0.96,3963,1.2,8580,-0.029787125373259185,,,,,,,0.2,0.0001,2850,-0.0009584321979007271,0.10027194023132324,0.0,0.06748175621032715,0.0005486508,-0.21949828416109085,0.16082531064748765
8580,,,,,,,35163,0.82,0,1.95,286,-0.21037874,,,,,,,,,,
8610,0,0.94,3977,1.4,8610,-0.0798976917564869,,,,,,,0.2,0.0001,2860,-0.00100547517475178,0.34526491165161133,0.0,0.10438616573810577,0.00014703671,-0.23661431968212127,0.2959553450345993
8610,,,,,,,35283,0.83,0,1.96,287,-0.20904334000000005,,,,,,,,,,
8640,0,0.9,3989,1.5,8640,-0.10552891014143824,,,,,,,0.2,0.0001,2870,-0.0005523838567992101,0.15002816915512085,0.0,0.13014933466911316,4.3773653e-05,-0.2469802215695381,0.27241292893886565
8640,,,,,,,35410,0.82,0,2.03,288,-0.2116019,,,,,,,,,,
8670,0,0.96,4004,1.3,8670,-0.05195402008015662,,,,,,,0.2,0.0001,2880,-9.969870291115513e-07,0.0419197678565979,0.0,0.10209707170724869,3.6756197e-07,-0.2533917725086212,0.23456612080335618
8670,,,,,,,35520,0.8,0,2.13,289,-0.23439337,,,,,,,,,,
8700,0,0.94,4016,1.38,8700,-0.035385267767123876,,,,,,,0.2,0.0001,2890,-0.0008402043663712888,0.059783756732940674,0.0,0.10870280861854553,0.00010765791,-0.25351653099060056,0.2430448979139328
8700,,,,,,,35645,0.78,0,2.27,290,-0.26094514,,,,,,,,,,
8730,0,0.98,4028,1.18,8730,-0.03372060162480921,,,,,,,0.2,0.0001,2900,-0.003824785834294886,0.15939629077911377,0.0,0.088398277759552,0.0006408135,-0.24088815450668336,0.21242667734622955
8730,,,,,,,35748,0.79,0,2.25,291,-0.25525880000000006,,,,,,,,,,
8760,0,0.98,4044,1.28,8760,-0.02993037954904139,,,,,,,0.2,0.0001,2910,1.011242472692686e-06,0.15327638387680054,0.0,0.08364731073379517,5.098184e-06,-0.21918795853853226,0.1916852504014969
8760,,,,,,,35856,0.79,0,2.28,292,-0.27553736,,,,,,,,,,
8790,0,1.0,4064,1.1,8790,-0.007242639334872365,,,,,,,0.2,0.0001,2920,-9.437401669032396e-08,0.48484885692596436,0.0,0.07363363355398178,5.9604645e-07,-0.20928415209054946,0.17036719620227814
8790,,,,,,,35962,0.84,0,2.09,293,-0.21418269999999995,,,,,,,,,,
8820,0,0.96,4076,1.36,8820,-0.05201243171002716,,,,,,,0.2,0.0001,2930,-4.1226545142158957e-07,-0.22586464881896973,0.0,0.07434994727373123,1.1920929e-07,-0.2061546638607979,0.16129207015037536
8820,,,,,,,36083,0.82,0,2.12,294,-0.225467,,,,,,,,,,
8850,0,0.98,4095,1.14,8850,-0.028239952139556407,,,,,,,0.2,0.0001,2940,-0.0003303282504687033,0.2109079360961914,0.0,0.09645091742277145,2.6243924e-05,-0.205679814517498,0.2133045345544815
8850,,,,,,,36199,0.86,0,1.96,295,-0.18342978,,,,,,,,,,
8880,0,0.96,4117,1.28,8880,-0.05061523688957095,,,,,,,0.2,0.0001,2950,0.00012065142332495782,0.5883580446243286,0.0,0.031478188931941986,1.9735098e-05,-0.20846062600612641,0.07128442227840423
8880,,,,,,,36310,0.89,0,1.78,296,-0.14451037,,,,,,,,,,
8910,0,0.98,4130,1.26,8910,-0.0293518598144874,,,,,,,0.2,0.0001,2960,-4.111727044620039e-07,0.5861784219741821,0.0,0.02890673652291298,0.0,-0.20940734595060348,0.06196020171046257
8910,,,,,,,36421,0.88,0,1.73,297,-0.13993503000000002,,,,,,,,,,
8940,0,0.92,4143,1.46,8940,-0.07757483789697289,,,,,,,0.2,0.0001,2970,-1.5437602876033907e-07,0.10259777307510376,0.0,0.1069447472691536,0.0,-0.209223572909832,0.26233729273080825
8940,,,,,,,36532,0.87,0,1.79,298,-0.15886329000000002,,,,,,,,,,
8970,0,0.96,4158,1.34,8970,-0.031978062829002736,,,,,,,0.2,0.0001,2980,-5.491251657829821e-05,0.5129706263542175,0.0,0.06784897297620773,5.9028466e-06,-0.2093837022781372,0.14657321572303772
8970,,,,,,,36650,0.85,0,1.85,299,-0.18083169999999996,,,,,,,,,,
9000,0,0.94,4169,1.46,9000,-0.07334788503590971,,,,,,,0.2,0.0001,2990,-0.0008390501090616454,0.09288603067398071,0.0,0.1160428375005722,7.839401e-05,-0.20854664891958236,0.2559284746646881
9000,,,,,,,36765,0.82,0,1.99,300,-0.21197141000000005,,,,,,,,,,
9030,0,0.92,4193,1.46,9030,-0.09263017998076975,,,,,,,0.2,0.0001,3000,8.232444542954909e-06,0.33653610944747925,0.0,0.080030657351017,9.411573e-06,-0.2023187667131424,0.1844494730234146
9030,,,,,,,36887,0.84,0,1.85,301,-0.20602413999999997,,,,,,,,,,
9060,0,0.94,4201,1.52,9060,-0.05626842053607106,,,,,,,0.2,0.0001,3010,-4.251797991461359e-08,0.5631968975067139,0.0,0.05580975487828255,0.0,-0.19817917346954345,0.1205379918217659
9060,,,,,,,37013,0.8,0,2.01,302,-0.25224267,,,,,,,,,,
9090,0,0.98,4215,1.26,9090,-0.030289466390386224,,,,,,,0.2,0.0001,3020,-1.3529459616989925e-05,-0.48187100887298584,0.0,0.16353103518486023,3.9339065e-07,-0.1981268510222435,0.3915277987718582
9090,,,,,,,37127,0.78,0,2.11,303,-0.27536053000000005,,,,,,,,,,
9120,0,0.96,4236,1.26,9120,-0.053306857203133405,,,,,,,0.2,0.0001,3030,-1.8694003692587557e-06,-0.11667656898498535,0.0,0.16703906655311584,0.0,-0.19783860445022583,0.38112823367118837
9120,,,,,,,37235,0.81,0,2.02,304,-0.24575915,,,,,,,,,,
9150,0,0.88,4253,1.68,9150,-0.07918723202776164,,,,,,,0.2,0.0001,3040,-0.0004633066078651993,0.3651484251022339,0.0,0.05697968602180481,2.2693475e-05,-0.19713552296161652,0.15033207312226296
9150,,,,,,,37364,0.84,0,1.91,305,-0.20606324999999998,,,,,,,,,,
9180,0,0.9,4271,1.58,9180,-0.11805598412640393,,,,,,,0.2,0.0001,3050,-0.0001481821117826243,-0.20385289192199707,0.0,0.06704797595739365,2.2323926e-05,-0.19332323223352432,0.154630446434021
9180,,,,,,,37494,0.88,0,1.77,306,-0.16037984000000002,,,,,,,,,,
9210,0,0.96,4287,1.44,9210,-0.05304316819179803,,,,,,,0.2,0.0001,3060,-2.211332346568895e-07,-0.14069271087646484,0.0,0.05816297605633736,3.0994414e-07,-0.1975849002599716,0.1301700048148632
9210,,,,,,,37614,0.86,0,1.9,307,-0.16374061,,,,,,,,,,
9240,0,0.98,4298,1.16,9240,-0.0280855510244146,,,,,,,0.2,0.0001,3070,-0.0005687916287087091,-3.3626708984375,0.0,0.00889224000275135,0.00011279583,-0.20195037573575975,0.02787094172090292
9240,,,,,,,37715,0.86,0,1.9,308,-0.15297292999999998,,,,,,,,,,
9270,0,0.94,4312,1.3,9270,-0.05054736134596169,,,,,,,0.2,0.0001,3080,0.00019600590065245173,0.33075064420700073,0.0,0.14659541845321655,3.9140383e-07,-0.2077046349644661,0.33075290322303774
9270,,,,,,,37826,0.86,0,1.91,309,-0.1517151,,,,,,,,,,
9300,0,0.96,4330,1.3,9300,-0.05015147081576288,,,,,,,0.2,0.0001,3090,-0.0002705597374674795,0.39806127548217773,0.0,0.10901504755020142,1.5763442e-05,-0.20749436169862748,0.29439930617809296
9300,,,,,,,37938,0.86,0,1.87,310,-0.14546497999999997,,,,,,,,,,
9330,0,0.92,4346,1.42,9330,-0.05335676910355687,,,,,,,0.2,0.0001,3100,-0.00449005407708043,0.08962011337280273,0.0,0.08271428942680359,0.00028916795,-0.20346581935882568,0.19099849909543992
9330,,,,,,,38067,0.86,0,1.9,311,-0.14673529,,,,,,,,,,
9360,0,0.94,4358,1.28,9360,-0.0732837007381022,,,,,,,0.2,0.0001,3110,1.5884141081556891e-06,0.16250509023666382,0.0,0.028129752725362778,2.3841858e-07,-0.19766686707735062,0.07643166109919548
9360,,,,,,,38173,0.82,0,2.02,312,-0.20237870000000002,,,,,,,,,,
9390,0,0.9,4374,1.58,9390,-0.09475378684699536,,,,,,,0.2,0.0001,3120,-0.0010145807126582084,0.2932969331741333,0.0,0.19142377376556396,3.234347e-05,-0.19672223031520844,0.40447331964969635
9390,,,,,,,38299,0.81,0,2.06,313,-0.21825215,,,,,,,,,,
9420,0,0.96,4388,1.28,9420,-0.05082007144577801,,,,,,,0.2,0.0001,3130,-1.7656882752348223e-06,0.31041061878204346,0.0,0.056175000965595245,4.172325e-07,-0.20182516574859619,0.13019368648529053
9420,,,,,,,38412,0.81,0,2.03,314,-0.22615849999999998,,,,,,,,,,
9450,0,0.92,4404,1.48,9450,-0.09287580512464047,,,,,,,0.2,0.0001,3140,-2.9293696366394784e-06,-0.25699663162231445,0.0,0.08782996237277985,5.9604645e-08,-0.20458986908197402,0.2009027361869812
9450,,,,,,,38535,0.82,0,1.96,315,-0.21332990999999996,,,,,,,,,,
9480,0,0.96,4422,1.36,9480,-0.031133852531202138,,,,,,,0.2,0.0001,3150,-0.0007522187675203185,0.3780089020729065,0.0,0.0538172610104084,7.077853e-05,-0.204383285343647,0.13923670575022698
9480,,,,,,,38655,0.85,0,1.92,316,-0.19344298000000001,,,,,,,,,,
9510,0,0.96,4433,1.32,9510,-0.030797159047797323,,,,,,,0.2,0.0001,3160,-5.627880539904595e-05,0.3447023034095764,0.0,0.11869075894355774,1.1603038e-05,-0.19810361713171004,0.2568365573883057
9510,,,,,,,38780,0.83,0,2.02,317,-0.22294988,,,,,,,,,,
9540,0,0.98,4446,1.26,9540,-0.009689549603499471,,,,,,,0.2,0.0001,3170,-1.051028571286139e-06,-0.11783552169799805,0.0,0.10274273157119751,1.1920929e-07,-0.19470400661230086,0.2246982142329216
9540,,,,,,,38893,0.79,0,2.12,318,-0.27291779,,,,,,,,,,
9570,0,0.9,4458,1.56,9570,-0.09458635909017175,,,,,,,0.2,0.0001,3180,-3.3867359686468034e-06,0.14939361810684204,0.0,0.0910809263586998,0.0,-0.19382109194993974,0.20399270951747894
9570,,,,,,,39028,0.8,0,2.11,319,-0.25383739,,,,,,,,,,
9600,0,0.94,4475,1.34,9600,-0.05233984953723848,,,,,,,0.2,0.0001,3190,-0.00016001909799649993,0.33026790618896484,0.0,0.06546658277511597,3.935496e-05,-0.1950496554374695,0.1381191909313202
9600,,,,,,,39141,0.8,0,2.06,320,-0.23061625000000008,,,,,,,,,,
9630,0,0.96,4487,1.34,9630,-0.05144697216339409,,,,,,,0.2,0.0001,3200,-0.0016162949816012962,0.17097270488739014,0.0,0.08893955498933792,0.00016469558,-0.20110575258731841,0.22068684846162795
9630,,,,,,,39256,0.79,0,2.15,321,-0.24998933000000004,,,,,,,,,,
9660,0,0.92,4507,1.4,9660,-0.07284397763200104,,,,,,,0.2,0.0001,3210,-0.0001314417525888345,0.23164421319961548,0.0,0.0836944654583931,3.9958955e-05,-0.21057203263044358,0.17865268141031265
9660,,,,,,,39382,0.82,0,2.06,322,-0.23109780000000002,,,,,,,,,,
9690,0,0.92,4524,1.56,9690,-0.0965332551393658,,,,,,,0.2,0.0001,3220,-0.0035829456058369845,0.4887911081314087,0.0,0.03127962723374367,0.00031390588,-0.21426003575325012,0.08668194860219955
9690,,,,,,,39526,0.81,0,2.08,323,-0.23857914000000002,,,,,,,,,,
9720,0,0.92,4540,1.44,9720,-0.07238554847426712,,,,,,,0.2,0.0001,3230,-0.0017289976245956407,0.4739696979522705,0.0,0.05348343402147293,0.0004080673,-0.20315254032611846,0.12160499766469002
9720,,,,,,,39651,0.82,0,1.99,324,-0.20828202,,,,,,,,,,
9750,0,0.9,4555,1.56,9750,-0.07401440374553203,,,,,,,0.2,0.0001,3240,-1.7789999764872277e-06,0.28541499376296997,0.0,0.05950039625167847,1.66893e-06,-0.18938937932252883,0.13199461102485657
9750,,,,,,,39789,0.87,0,1.9,325,-0.15050815,,,,,,,,,,
9780,0,0.94,4573,1.32,9780,-0.05135068745352328,,,,,,,0.2,0.0001,3250,-7.061163670663006e-07,0.2913709282875061,0.0,0.036235321313142776,2.3841858e-07,-0.18375843912363052,0.08186442404985428
9780,,,,,,,39902,0.89,0,1.82,326,-0.14432218,,,,,,,,,,
9810,0,0.98,4593,1.18,9810,-0.03541019829921424,,,,,,,0.2,0.0001,3260,-2.2038817291125667e-07,0.3008800745010376,0.0,0.06771547347307205,0.0,-0.18174966424703598,0.15271269679069518
9810,,,,,,,40014,0.91,0,1.73,327,-0.11244031999999998,,,,,,,,,,
9840,0,0.94,4610,1.36,9840,-0.05314818660728633,,,,,,,0.2,0.0001,3270,-9.90629216746086e-07,-0.2921416759490967,0.0,0.07731971889734268,0.0,-0.18132581561803818,0.173590812087059
9840,,,,,,,40131,0.9,0,1.77,328,-0.12387637000000001,,,,,,,,,,
9870,0,0.98,4631,1.22,9870,-0.030160862738266587,,,,,,,0.2,0.0001,3280,-0.00018019726080942267,0.34375518560409546,0.0,0.0627465695142746,3.1481188e-05,-0.18205367922782897,0.1335952475667
9870,,,,,,,40233,0.92,0,1.67,329,-0.10664832000000002,,,,,,,,,,
9900,0,0.88,4643,1.62,9900,-0.11979233654681593,,,,,,,0.2,0.0001,3290,-6.196399511715355e-07,0.3599802255630493,0.0,0.03772629052400589,2.3841858e-07,-0.18652141094207764,0.08057587146759033
9900,,,,,,,40365,0.91,0,1.72,330,-0.11276487000000002,,,,,,,,,,
9930,0,0.94,4661,1.32,9930,-0.06021494004875422,,,,,,,0.2,0.0001,3300,-7.311503164686429e-07,0.2341008186340332,0.0,0.06377420574426651,5.9604646e-09,-0.1887739583849907,0.13716820627450943
9930,,,,,,,40477,0.9,0,1.72,331,-0.12523493,,,,,,,,,,
9960,0,0.98,4676,1.26,9960,-0.030372319663874804,,,,,,,0.2,0.0001,3310,-5.533297834148243e-07,0.2973557710647583,0.0,0.07136375457048416,0.0,-0.18940483778715134,0.16234055012464524
9960,,,,,,,40582,0.9,0,1.71,332,-0.12498973,,,,,,,,,,
9990,0,0.88,4696,1.66,9990,-0.12011169362813234,,,,,,,0.2,0.0001,3320,-8.164842910218795e-07,0.4367523789405823,0.0,0.05414404347538948,0.0,-0.18987157046794892,0.1180257372558117
9990,,,,,,,40727,0.89,0,1.77,333,-0.12778168999999998,,,,,,,,,,
10020,0,0.9,4709,1.52,10020,-0.12410814217291773,,,,,,,0.2,0.0001,3330,-4.423995831226435e-05,-0.4134242534637451,0.0,0.05203920602798462,2.0722548e-06,-0.1895924910902977,0.13751909509301186
10020,,,,,,,40853,0.87,0,1.81,334,-0.15075383999999997,,,,,,,,,,
10050,0,0.92,4724,1.46,10050,-0.09327944950200617,,,,,,,0.2,0.0001,3340,-5.269050582512591e-07,0.28839945793151855,0.0,0.14494077861309052,0.0,-0.18776284754276276,0.3136687844991684
10050,,,,,,,40975,0.86,0,1.88,335,-0.16473784,,,,,,,,,,
10080,0,0.96,4743,1.34,10080,-0.031536174225620925,,,,,,,0.2,0.0001,3350,-0.004204737348579046,0.21109944581985474,0.0,0.07897541671991348,0.00056628586,-0.19234608113765717,0.1889086902141571
10080,,,,,,,41093,0.86,0,1.83,336,-0.15398074,,,,,,,,,,
10110,0,0.98,4757,1.24,10110,-0.032527733854949475,,,,,,,0.2,0.0001,3360,1.5874703782614574e-06,0.28465330600738525,0.0,0.03962640464305878,6.5068402e-06,-0.21262360811233522,0.09654116183519364
10110,,,,,,,41211,0.83,0,1.88,337,-0.16318850000000001,,,,,,,,,,
10140,0,0.96,4771,1.38,10140,-0.0536156237218529,,,,,,,0.2,0.0001,3370,-0.0024054400126139797,0.4456378221511841,0.0,0.04376774653792381,0.00020719568,-0.22056084424257277,0.10905091688036919
10140,,,,,,,41321,0.83,0,1.94,338,-0.16679937999999997,,,,,,,,,,
10170,0,0.98,4789,1.14,10170,-0.02823910266160965,,,,,,,0.2,0.0001,3380,4.376312110281333e-05,0.3590714931488037,0.0,0.05928129330277443,4.4226645e-06,-0.2139323115348816,0.1372960776090622
10170,,,,,,,41417,0.85,0,1.88,339,-0.15539395,,,,,,,,,,
10200,0,0.94,4804,1.52,10200,-0.08020749921910465,,,,,,,0.2,0.0001,3390,-5.20517425048439e-05,-0.166151762008667,0.0,0.06653828918933868,4.227956e-06,-0.210843588411808,0.1595414713025093
10200,,,,,,,41540,0.84,0,1.94,340,-0.15590853000000002,,,,,,,,,,
10230,0,0.92,4817,1.48,10230,-0.09344470759853721,,,,,,,0.2,0.0001,3400,-0.005836325424024835,0.02922874689102173,0.0,0.07853195816278458,0.0004780968,-0.20330689400434493,0.19110658168792724
10230,,,,,,,41672,0.85,0,1.89,341,-0.15067790999999997,,,,,,,,,,
10260,0,0.96,4829,1.3,10260,-0.030907097621820867,,,,,,,0.2,0.0001,3410,-0.0010411607272787116,-0.44231998920440674,0.0,0.1449800282716751,0.0004126211,-0.1828538164496422,0.32900171875953677
10260,,,,,,,41793,0.82,0,2.0,342,-0.19623154999999998,,,,,,,,,,
10290,0,0.94,4841,1.48,10290,-0.06700269963592291,,,,,,,0.2,0.0001,3420,-0.000764541628401716,-0.16910934448242188,0.0,0.1983838975429535,4.9004953e-05,-0.17241401076316834,0.469831183552742
10290,,,,,,,41920,0.79,0,2.13,343,-0.2298624,,,,,,,,,,
10320,0,0.94,4851,1.48,10320,-0.05320779163856059,,,,,,,0.2,0.0001,3430,2.7318795674524666e-07,0.32593661546707153,0.0,0.06389997899532318,2.3841858e-07,-0.1665797173976898,0.1395401954650879
10320,,,,,,,42049,0.78,0,2.21,344,-0.26537877,,,,,,,,,,
10350,0,0.9,4860,1.44,10350,-0.09215969852171839,,,,,,,0.2,0.0001,3440,-0.002192812009307088,0.5016402006149292,0.0,0.08136016875505447,0.00025011896,-0.1672605901956558,0.18661876767873764
10350,,,,,,,42177,0.76,0,2.3,345,-0.29092969999999996,,,,,,,,,,
10380,0,0.98,4877,1.16,10380,-0.028888401151634754,,,,,,,0.2,0.0001,3450,-0.002959927177289501,-0.14992213249206543,0.003333333507180214,0.11601624637842178,0.00060797733,-0.181041020154953,0.2661929622292519
10380,,,,,,,42280,0.76,0,2.28,346,-0.29368421,,,,,,,,,,
10410,0,0.96,4891,1.34,10410,-0.010623977440409361,,,,,,,0.2,0.0001,3460,5.722045894884786e-07,0.0968332290649414,0.0,0.10419820994138718,2.2947788e-06,-0.19697193652391434,0.23202704638242722
10410,,,,,,,42405,0.73,0,2.37,347,-0.33209341000000003,,,,,,,,,,
10440,0,0.92,4904,1.36,10440,-0.09606567096896469,,,,,,,0.2,0.0001,3470,-0.0032764586891667947,0.41180330514907837,0.006666667014360428,0.07115229219198227,0.0011901796,-0.20795587301254273,0.1751364767551422
10440,,,,,,,42523,0.72,0,2.4,348,-0.36264488,,,,,,,,,,
10470,0,0.94,4926,1.62,10470,-0.05890105926431716,,,,,,,0.2,0.0001,3480,-0.0008457849412415897,0.3464025855064392,0.0,0.08593729883432388,7.486939e-05,-0.22217086404561998,0.22115040421485901
10470,,,,,,,42649,0.77,0,2.18,349,-0.30546063,,,,,,,,,,
10500,0,0.96,4948,1.28,10500,-0.05865057694260031,,,,,,,0.2,0.0001,3490,2.3217995803292977e-06,0.22532033920288086,0.0,0.1375798135995865,7.1525574e-07,-0.23118780553340912,0.2927331060171127
10500,,,,,,,42759,0.82,0,1.9,350,-0.23200996000000004,,,,,,,,,,
10530,0,0.94,4958,1.36,10530,-0.05256679144687951,,,,,,,0.2,0.0001,3500,-8.510132662493674e-05,0.6226578950881958,0.0,0.0410333015024662,1.8080075e-07,-0.2358276814222336,0.10582770332694054
10530,,,,,,,42877,0.82,0,1.88,351,-0.21763348999999996,,,,,,,,,,
10560,0,0.94,4972,1.38,10560,-0.07844889934640378,,,,,,,0.2,0.0001,3510,-0.005519941840708897,0.422413170337677,0.0,0.054967060685157776,0.0004316191,-0.2287774220108986,0.14078576266765594
10560,,,,,,,42993,0.83,0,1.85,352,-0.22277857999999998,,,,,,,,,,
10590,0,0.92,4990,1.56,10590,-0.07429196928627789,,,,,,,0.2,0.0001,3520,0.0008282490542235621,0.5125585794448853,0.0,0.08066810667514801,1.4722348e-06,-0.21183387488126754,0.17696250081062317
10590,,,,,,,43115,0.84,0,1.81,353,-0.20905763,,,,,,,,,,
10620,0,0.92,4999,1.38,10620,-0.0743328049685806,,,,,,,0.2,0.0001,3530,-2.3778279489405916e-06,0.46437764167785645,0.0,0.07320992648601532,8.1261e-07,-0.21488098353147506,0.1620570421218872
10620,,,,,,,43229,0.83,0,1.86,354,-0.21808929000000002,,,,,,,,,,
10650,0,0.98,5017,1.26,10650,-0.029636455555446445,,,,,,,0.2,0.0001,3540,-0.000241582392482087,-0.0030183792114257812,0.0,0.1084352508187294,2.0947058e-05,-0.21954100281000138,0.264670267701149
10650,,,,,,,43335,0.83,0,1.86,355,-0.21865474,,,,,,,,,,
10680,0,0.96,5027,1.28,10680,-0.05042809823993594,,,,,,,0.2,0.0001,3550,-0.000656308328082833,0.5113481283187866,0.0,0.06959480792284012,5.7089328e-05,-0.2246473863720894,0.15543354749679567
10680,,,,,,,43440,0.79,0,2.09,356,-0.2561432,,,,,,,,,,
10710,0,0.9,5040,1.46,10710,-0.09500128489453345,,,,,,,0.2,0.0001,3560,-2.1403034505595996e-06,-0.3314932584762573,0.0,0.12674163281917572,6.0200693e-07,-0.2316387951374054,0.2856495022773743
10710,,,,,,,43562,0.77,0,2.22,357,-0.28475364,,,,,,,,,,
10740,0,0.94,5062,1.32,10740,-0.07174675540532917,,,,,,,0.2,0.0001,3570,-1.4464805566660743e-06,0.2726486325263977,0.0,0.08965350687503815,6.1591464e-08,-0.23514245748519896,0.20030401647090912
10740,,,,,,,43673,0.82,0,2.0,358,-0.23353552000000005,,,,,,,,,,
10770,0,0.98,5080,1.1,10770,-0.02738410853780806,,,,,,,0.2,0.0001,3580,-1.3744830778428252e-06,0.0775485634803772,0.0,0.06478098034858704,0.0,-0.2368840143084526,0.1543655663728714
10770,,,,,,,43766,0.84,0,1.98,359,-0.20692141,,,,,,,,,,
10800,0,0.9,5093,1.54,10800,-0.11919263260439038,,,,,,,0.2,0.0001,3590,-8.476446172611674e-05,0.1603110432624817,0.0,0.053502824157476425,3.017982e-06,-0.23670490086078644,0.13848879411816598
10800,,,,,,,43892,0.83,0,2.03,360,-0.21352915,,,,,,,,,,
10830,0,0.86,5108,1.68,10830,-0.1447519965749234,,,,,,,0.2,0.0001,3600,-0.0003108893902144416,0.25867074728012085,0.0,0.10464417934417725,2.3202101e-05,-0.23247216194868087,0.23725366741418838
10830,,,,,,,44021,0.85,0,1.98,361,-0.18923500000000004,,,,,,,,,,
10860,0,0.92,5124,1.38,10860,-0.03406145379878581,,,,,,,0.2,0.0001,3610,-0.0012435129505684373,0.033086538314819336,0.0,0.07975715398788452,0.00016980966,-0.23058052957057953,0.18410330563783645
10860,,,,,,,44134,0.86,0,1.87,362,-0.18560959000000005,,,,,,,,,,
10890,0,0.9,5138,1.54,10890,-0.09443983488716184,,,,,,,0.2,0.0001,3620,-0.0018193373867930519,0.2093927264213562,0.003333333507180214,0.0961935967206955,0.0006180922,-0.24543787986040116,0.21637425869703292
10890,,,,,,,44259,0.87,0,1.83,363,-0.17333598000000006,,,,,,,,,,
10920,0,0.96,5152,1.42,10920,-0.03165544610004872,,,,,,,0.2,0.0001,3630,-0.005056894860463501,0.339297354221344,0.0,0.07767393440008163,0.00066889526,-0.2678429394960403,0.18827100694179535
10920,,,,,,,44377,0.85,0,1.92,364,-0.17974619,,,,,,,,,,
10950,0,0.96,5171,1.34,10950,-0.051085604345425965,,,,,,,0.2,0.0001,3640,-0.002914296377372638,0.03684896230697632,0.0,0.08712764084339142,0.00046937267,-0.2966644912958145,0.21306800842285156
10950,,,,,,,44493,0.84,0,1.96,365,-0.19854758,,,,,,,,,,
10980,0,0.96,5183,1.26,10980,-0.04947939161676913,,,,,,,0.2,0.0001,3650,-0.0017067450468312372,0.18149685859680176,0.0,0.05290662497282028,0.0010352671,-0.323772069811821,0.12882066890597343
10980,,,,,,,44598,0.81,0,2.02,366,-0.21403051,,,,,,,,,,
11010,0,0.96,5194,1.24,11010,-0.04983049240428954,,,,,,,0.2,0.0001,3660,-3.47405669951506e-05,0.3205873966217041,0.0,0.07696466147899628,0.00013518533,-0.34923833012580874,0.18035904467105865
11010,,,,,,,44700,0.79,0,2.08,367,-0.23021087,,,,,,,,,,
