eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/completion_counter,env/current_idx,eval/mean_reward,env/n_steps,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/success_rate,rollout/ep_len_mean,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/value_loss,train/loss
1.4,0.96,54300,0,27426,-0.032718730801716445,54300,,,,,,,8.4983185e-08,0.2,0.001,900,-0.02591808307915926,3.87878918761686e-07,0.16725409030914307,0.0,0.21125251948833465,0.10256713628768921
,,54300,,,,,-0.20540259999999996,0,79107,181,0.83,1.93,,,,,,,,,,
1.44,0.94,54600,0,27588,-0.05632435027509928,54600,,,,,,,8.291099e-07,0.2,0.001,905,-0.02620778847485781,-4.484123465253731e-06,0.3679119944572449,0.0,0.17803340554237365,0.09976928681135178
,,54600,,,,,-0.16088205,0,79553,182,0.84,1.81,,,,,,,,,,
1.46,0.92,54900,0,27737,-0.07274544988758862,54900,,,,,,,0.0,0.2,0.001,910,-0.02694327011704445,-8.879314137288929e-08,0.3556920289993286,0.0,0.16382574662566185,0.10201610624790192
,,54900,,,,,-0.23107121999999997,0,79981,183,0.8,2.03,,,,,,,,,,
1.44,0.92,55200,0,27875,-0.07414891396649181,55200,,,,,,,0.0,0.2,0.001,915,-0.02731268610805273,-1.0278414830366956e-08,0.2012084722518921,0.0,0.22549361139535903,0.10165273398160934
,,55200,,,,,-0.28659477,0,80418,184,0.78,2.17,,,,,,,,,,
1.48,0.94,55500,0,28018,-0.08170261207502336,55500,,,,,,,0.00019711324,0.2,0.001,920,-0.026711624674499036,-0.0005000661889262403,0.22950482368469238,0.0,0.19805191457271576,0.07937559485435486
,,55500,,,,,-0.28079208,0,80857,185,0.78,2.17,,,,,,,,,,
1.28,0.98,55800,0,28179,-0.030055321212857963,55800,,,,,,,1.1920929e-07,0.2,0.001,925,-0.023491554893553257,-2.1366232836328435e-07,0.2815706729888916,0.0,0.18759399354457856,0.09024511277675629
,,55800,,,,,-0.17296914000000002,0,81311,186,0.85,1.83,,,,,,,,,,
1.3,0.94,56100,0,28323,-0.0728096186183393,56100,,,,,,,2.1593138e-05,0.2,0.001,930,-0.021842526085674763,-1.109138165134027e-06,0.2813776135444641,0.0,0.16755575761198999,0.052892640233039856
,,56100,,,,,-0.25989145,0,81753,187,0.78,2.1,,,,,,,,,,
1.24,0.96,56400,0,28496,-0.04944615905173123,56400,,,,,,,5.9604645e-08,0.2,0.001,935,-0.02390748932957649,1.2880190976005678e-07,0.33765357732772827,0.0,0.17462727129459382,0.07378143817186356
,,56400,,,,,-0.10395185000000001,0,82191,188,0.92,1.57,,,,,,,,,,
1.52,0.9,56700,0,28644,-0.09397776857018471,56700,,,,,,,0.0,0.2,0.001,940,-0.025398599915206432,-4.693865740534875e-08,0.1977178454399109,0.0,0.17813904732465743,0.06241411343216896
,,56700,,,,,-0.19493441,0,82629,189,0.85,1.94,,,,,,,,,,
1.4,0.94,57000,0,28807,-0.0515540015976876,57000,,,,,,,3.8726255e-05,0.2,0.001,945,-0.026211777701973915,-0.0002325404477726778,0.28520268201828003,0.0,0.1832893520593643,0.111801877617836
,,57000,,,,,-0.22326084999999996,0,83062,190,0.83,2.02,,,,,,,,,,
1.68,0.86,57300,0,28962,-0.15585989433340727,57300,,,,,,,0.00013311366,0.2,0.001,950,-0.02571686785668135,-0.0006307749966609321,0.1666164994239807,0.0,0.2075651541352272,0.07475864887237549
,,57300,,,,,-0.12150570000000002,0,83511,191,0.89,1.87,,,,,,,,,,
1.4,0.94,57600,0,29114,-0.07295155799482017,57600,,,,,,,4.601686e-07,0.2,0.001,955,-0.019250445999205112,5.815684815502209e-07,0.17077314853668213,0.0,0.17042016834020615,0.0775354653596878
,,57600,,,,,-0.19968846999999998,0,83956,192,0.83,1.92,,,,,,,,,,
1.48,0.92,57900,0,29273,-0.09430923227220774,57900,,,,,,,6.0138504e-05,0.2,0.001,960,-0.019938521645963193,-0.000232578064741773,0.256733238697052,0.000390625,0.18628768473863602,0.08780018240213394
,,57900,,,,,-0.18335475000000007,0,84381,193,0.86,1.85,,,,,,,,,,
1.36,0.96,58200,0,29432,-0.05120502247475087,58200,,,,,,,3.874302e-07,0.2,0.001,965,-0.027742053009569646,1.1812345093176191e-07,0.1510947346687317,0.0,0.22358868271112442,0.09712165594100952
,,58200,,,,,-0.22623575,0,84806,194,0.85,1.91,,,,,,,,,,
1.44,0.9,58500,0,29588,-0.0815725869173184,58500,,,,,,,5.9604645e-08,0.2,0.001,970,-0.03208323009312153,4.084272866577976e-08,0.3164074420928955,0.0,0.1925833985209465,0.10066474974155426
,,58500,,,,,-0.24192014999999997,0,85247,195,0.81,2.0,,,,,,,,,,
1.2,0.96,58800,0,29733,-0.029503820342943073,58800,,,,,,,6.746035e-06,0.2,0.001,975,-0.032548229582607745,-5.440020256259892e-05,0.213462233543396,0.0,0.22275375127792357,0.1045956090092659
,,58800,,,,,-0.22914917,0,85663,196,0.82,2.12,,,,,,,,,,
1.66,0.9,59100,0,29894,-0.05733209805563092,59100,,,,,,,2.640509e-05,0.2,0.001,980,-0.029508809559047222,-3.6887707060806464e-05,0.2981768250465393,0.0,0.1770453169941902,0.09564390778541565
,,59100,,,,,-0.2457994,0,86108,197,0.8,1.96,,,,,,,,,,
1.42,0.92,59400,0,30059,-0.09263938022777438,59400,,,,,,,3.1734817e-07,0.2,0.001,985,-0.028083046339452265,2.644024789510979e-06,0.24894022941589355,0.0,0.1779310882091522,0.09578868001699448
,,59400,,,,,-0.17721178999999998,0,86555,198,0.86,1.76,,,,,,,,,,
1.28,0.94,59700,0,30228,-0.06989913777913898,59700,,,,,,,0.0,0.2,0.001,990,-0.02971196174621582,-1.2379817029284368e-07,0.19525396823883057,0.0,0.19783791154623032,0.11393130570650101
,,59700,,,,,-0.13552396,0,86996,199,0.89,1.62,,,,,,,,,,
1.48,0.92,60000,0,30384,-0.07414188488386571,60000,,,,,,,0.0,0.2,0.001,995,-0.03070634454488754,-4.563480793251528e-09,0.3462201952934265,0.0,0.14128070175647736,0.03731754422187805
,,60000,,,,,-0.11413894000000001,0,87433,200,0.9,1.76,,,,,,,,,,
1.3,0.94,60300,0,30542,-0.06993963853921742,60300,,,,,,,3.4012366e-05,0.2,0.001,1000,-0.03214478213340044,-0.00012332228943696678,0.17395418882369995,0.0,0.17289699912071227,0.0905124768614769
,,60300,,,,,-0.20205788000000002,0,87869,201,0.82,1.98,,,,,,,,,,
1.2,0.96,60600,0,30686,-0.0491043671965599,60600,,,,,,,9.666255e-05,0.2,0.001,1005,-0.036958131939172745,-0.00011855036189132307,0.22152018547058105,0.0,0.17768173217773436,0.08784271031618118
,,60600,,,,,-0.23380882000000003,0,88293,202,0.8,2.14,,,,,,,,,,
1.22,0.96,60900,0,30851,-0.049253749316558244,60900,,,,,,,4.430183e-05,0.2,0.001,1010,-0.04315683506429195,-0.00021568254768844497,0.2829185724258423,0.000390625,0.18164453357458116,0.10607326775789261
,,60900,,,,,-0.18226071999999996,0,88719,203,0.86,1.91,,,,,,,,,,
1.88,0.82,61200,0,30990,-0.18294958617072551,61200,,,,,,,0.0002057315,0.2,0.001,1015,-0.05122621990740299,-0.0004674569190346034,0.2997867465019226,0.0015625,0.16663507297635077,0.07879110425710678
,,61200,,,,,-0.26463085,0,89193,204,0.81,2.16,,,,,,,,,,
1.2,0.96,61500,0,31138,-0.04955287262797356,61500,,,,,,,0.00043144182,0.2,0.001,1020,-0.06689146459102631,-0.0007540132427203972,0.23584645986557007,0.0065696023404598234,0.23583037555217742,0.09949148446321487
,,61500,,,,,-0.23503695000000005,0,89642,205,0.8,2.06,,,,,,,,,,
1.44,0.92,61800,0,31287,-0.09535897720139473,61800,,,,,,,2.2647902e-05,0.2,0.001,1025,-0.06647899560630322,-6.473387855470137e-05,0.2435835599899292,0.0,0.18555224686861038,0.06686029583215714
,,61800,,,,,-0.2740117,0,90114,206,0.77,2.1,,,,,,,,,,
1.18,0.98,62100,0,31442,-0.008805800396949053,62100,,,,,,,0.0002786881,0.2,0.001,1030,-0.05416289009153843,-0.0009188246870806438,0.35190510749816895,0.0038352273404598236,0.18925968259572984,0.10161431133747101
,,62100,,,,,-0.15848327,0,90588,207,0.86,1.87,,,,,,,,,,
1.26,0.98,62400,0,31596,-0.02998653451912105,62400,,,,,,,0.0002934831,0.2,0.001,1035,-0.04170580618083477,-0.0002152651273229722,0.32270902395248413,0.0022727273404598235,0.16143778711557388,0.10096688568592072
,,62400,,,,,-0.16251152000000002,0,91030,208,0.87,1.81,,,,,,,,,,
1.44,0.92,62700,0,31733,-0.09480547019280493,62700,,,,,,,0.0003379786,0.2,0.001,1040,-0.034826960787177084,-0.00045578933500536325,0.32346898317337036,0.00078125,0.16887321472167968,0.06671570986509323
,,62700,,,,,-0.23645021000000002,0,91512,209,0.82,2.11,,,,,,,,,,
1.3,0.94,63000,0,31880,-0.07022463014815003,63000,,,,,,,1.8103323e-05,0.2,0.001,1045,-0.03229297623038292,-0.00010831781599449642,0.30995434522628784,0.0,0.19803382009267806,0.09088866412639618
,,63000,,,,,-0.23933705000000002,0,91992,210,0.79,2.16,,,,,,,,,,
1.38,0.94,63300,0,32036,-0.07719963614828884,63300,,,,,,,0.00026249982,0.2,0.001,1050,-0.04380981512367725,-0.00042869121110982177,0.25403308868408203,0.0030539773404598238,0.1908308044075966,0.08561576902866364
,,63300,,,,,-0.14020648,0,92468,211,0.88,1.77,,,,,,,,,,
1.42,0.92,63600,0,32186,-0.07321390280965716,63600,,,,,,,0.00042518508,0.2,0.001,1055,-0.06492138355970382,-0.0014401250434104896,0.15084242820739746,0.004936079680919647,0.19222311675548553,0.09328832477331161
,,63600,,,,,-0.21966754000000002,0,92916,212,0.83,1.96,,,,,,,,,,
1.38,0.92,63900,0,32341,-0.07639731804840266,63900,,,,,,,0.00021354719,0.2,0.001,1060,-0.08808368742465973,-0.00038689818149393316,0.2177269458770752,0.0,0.20169702023267747,0.10810870677232742
,,63900,,,,,-0.20014285,0,93356,213,0.84,2.07,,,,,,,,,,
1.34,0.92,64200,0,32509,-0.07540375116746872,64200,,,,,,,0.002537186,0.2,0.001,1065,-0.04707115851342678,-0.000927525777262872,0.12621033191680908,0.011896307021379471,0.20064749121665953,0.10391905158758163
,,64200,,,,,-0.15523225999999998,0,93814,214,0.87,1.76,,,,,,,,,,
1.38,0.94,64500,0,32659,-0.07181458942126483,64500,,,,,,,4.585227e-05,0.2,0.001,1070,-0.028688195161521435,0.00011873292003770076,0.15720462799072266,0.000390625,0.19233322143554688,0.1028539165854454
,,64500,,,,,-0.22407841999999994,0,94536,215,0.82,1.95,,,,,,,,,,
1.3,0.96,64800,0,32808,-0.05192718198057264,64800,,,,,,,0.0,0.2,0.001,1075,-0.026137715205550194,1.3478777560749223e-08,0.3303980827331543,0.0,0.16820845007896423,0.07181839644908905
,,64800,,,,,-0.19156851000000003,0,94991,216,0.83,2.06,,,,,,,,,,
1.2,0.96,65100,0,32975,-0.051193416356109085,65100,,,,,,,4.4840854e-06,0.2,0.001,1080,-0.02618709597736597,-3.088529814374574e-05,0.18299078941345215,0.0,0.2020532175898552,0.1297050416469574
,,65100,,,,,-0.17607623999999997,0,95453,217,0.87,1.87,,,,,,,,,,
1.4,0.9,65400,0,33136,-0.11152770305518062,65400,,,,,,,0.00038720443,0.2,0.001,1085,-0.021930818259716035,-0.0008108579950430794,0.06955713033676147,0.001171875,0.18747626543045043,0.08460535854101181
,,65400,,,,,-0.17571997999999994,0,95915,218,0.86,1.86,,,,,,,,,,
1.44,0.92,65700,0,33289,-0.09343853140249848,65700,,,,,,,1.1920929e-07,0.2,0.001,1090,-0.012746143154799938,3.742222531855077e-09,0.2527438998222351,0.0,0.18955037146806716,0.1194775179028511
,,65700,,,,,-0.19566560000000002,0,96480,219,0.84,2.06,,,,,,,,,,
1.54,0.92,66000,0,33446,-0.07585985635407269,66000,,,,,,,0.0,0.2,0.001,1095,-0.010461140144616365,8.93307689153744e-08,0.17011386156082153,0.0,0.20733002424240113,0.11419668048620224
,,66000,,,,,-0.14757827,0,96965,220,0.86,1.77,,,,,,,,,,
1.34,0.94,66300,0,33598,-0.05222432495094836,66300,,,,,,,0.0,0.2,0.001,1100,-0.009774751495569944,-3.3781609865002336e-08,0.253654420375824,0.0,0.17300071120262145,0.08391781151294708
,,66300,,,,,-0.15169492999999998,0,97455,221,0.88,1.83,,,,,,,,,,
1.54,0.9,66600,0,33767,-0.09504164581187069,66600,,,,,,,0.0,0.2,0.001,1105,-0.009551585279405117,-8.936463391506778e-09,0.2237580418586731,0.0,0.16097233518958093,0.07378089427947998
,,66600,,,,,-0.18572407,0,97932,222,0.85,1.86,,,,,,,,,,
1.36,0.92,66900,0,33909,-0.09103677446953952,66900,,,,,,,0.0,0.2,0.001,1110,-0.009484742116183043,5.333938624119128e-10,0.18476325273513794,0.0,0.22785378396511077,0.13707421720027924
,,66900,,,,,-0.22845235000000003,0,98381,223,0.78,2.15,,,,,,,,,,
1.7,0.88,67200,0,34056,-0.10158207469619811,67200,,,,,,,2.2517052e-05,0.2,0.001,1115,-0.009696880914270877,-9.106536057146286e-05,0.25895166397094727,0.0,0.1768095001578331,0.06729952245950699
,,67200,,,,,-0.22227314,0,98849,224,0.8,1.99,,,,,,,,,,
