eval/mean_ep_length,eval/success_rate,env/current_idx,env/n_steps,time/total_timesteps,eval/mean_reward,env/completion_counter,time/fps,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/n_updates,train/entropy_loss,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl
,,,,53400,,,0,178,0.77,1.59,76736,-0.22861627999999992,,,,,,,,,,
1.44,0.8,31781,53700,53700,-0.19722643266431988,0,,,,,,,-0.024847947343369016,0.001,0.18042008727788925,1780,-0.3971238359808922,0.2,0.10250355266034603,0.04499412328004837,0.1959388256072998,0.020839013
,,,,53700,,,0,179,0.81,1.48,77181,-0.19943661,,,,,,,,,,
1.2,0.94,31974,54000,54000,-0.028942188350483775,0,,,,,,,-0.029485067224595696,0.001,0.17482121512293816,1790,-0.41093471050262453,0.2,0.11789772808551788,0.018682271242141724,0.1315132975578308,0.063299365
,,,,54000,,,0,180,0.8,1.54,77621,-0.21085031999999995,,,,,,,,,,
1.18,0.92,32165,54300,54300,-0.0712692918907851,0,,,,,,,-0.023091376115917227,0.001,0.15952204838395118,1800,-0.288569737970829,0.2,0.11676136553287506,0.04305008426308632,0.18411242961883545,0.018798405
,,,,54300,,,0,181,0.83,1.45,78046,-0.15091838,,,,,,,,,,
1.28,0.9,32351,54600,54600,-0.11084139722399414,0,,,,,,,-0.020960690296487883,0.001,0.15070380978286266,1810,-0.26737749576568604,0.2,0.07350852340459824,0.0278620645403862,0.29915207624435425,0.022949731
,,,,54600,,,0,182,0.78,1.6,78487,-0.22645855,,,,,,,,,,
1.16,0.94,32529,54900,54900,-0.06791347925551236,0,,,,,,,-0.01908736260375008,0.001,0.15619636960327626,1820,-0.244145218282938,0.2,0.091761364787817,0.03626497462391853,0.3509659171104431,0.04269272
,,,,54900,,,0,183,0.75,1.64,78918,-0.22792352999999999,,,,,,,,,,
1.14,0.96,32710,55200,55200,-0.050004195109941064,0,,,,,,,-0.02158558462979272,0.001,0.16664012856781482,1830,-0.30066885948181155,0.2,0.08661221712827682,0.024254493415355682,0.26351821422576904,0.036860097
,,,,55200,,,0,184,0.78,1.58,79336,-0.23143901,,,,,,,,,,
1.26,0.9,32889,55500,55500,-0.11034924139734358,0,,,,,,,-0.013737052050419151,0.001,0.17702328152954577,1840,-0.2327181614935398,0.2,0.05923295542597771,0.04344284534454346,0.20509380102157593,0.020334098
,,,,55500,,,0,185,0.73,1.65,79764,-0.22695648000000002,,,,,,,,,,
1.28,0.88,33071,55800,55800,-0.10943149810656905,0,,,,,,,-0.01256812212523073,0.001,0.16812383234500886,1850,-0.2732579655945301,0.2,0.06290838122367859,0.043664492666721344,0.20486271381378174,0.0137706045
,,,,55800,,,0,186,0.75,1.66,80197,-0.24898431000000001,,,,,,,,,,
1.26,0.9,33250,56100,56100,-0.09009515494573861,0,,,,,,,-0.01714079057564959,0.001,0.16076253950595856,1860,-0.24745198860764503,0.2,0.0752840917557478,0.006150960922241211,0.2747591733932495,0.022565993
,,,,56100,,,0,187,0.67,1.74,80621,-0.33511737,,,,,,,,,,
1.28,0.88,33426,56400,56400,-0.13076190988533198,0,,,,,,,-0.015407185565709369,0.001,0.16757037192583085,1870,-0.22035839967429638,0.2,0.055397728085517885,0.023664705455303192,0.2784045934677124,0.013488295
,,,,56400,,,0,188,0.72,1.7,81060,-0.26632709,,,,,,,,,,
1.28,0.88,33605,56700,56700,-0.1309348641568795,0,,,,,,,-0.012082020998059306,0.001,0.17251315899193287,1880,-0.1988769255578518,0.2,0.049360796064138415,0.05220049247145653,0.16442275047302246,0.018202428
,,,,56700,,,0,189,0.73,1.68,81485,-0.26677833,,,,,,,,,,
1.2,0.92,33789,57000,57000,-0.07532166304066777,0,,,,,,,-0.016058712475933136,0.001,0.16725326776504518,1890,-0.2615980550646782,0.2,0.10337357968091965,0.04500575363636017,0.18418008089065552,0.042724967
,,,,57000,,,0,190,0.74,1.59,81917,-0.21377660999999995,,,,,,,,,,
1.24,0.92,33975,57300,57300,-0.07165271040052175,0,,,,,,,-0.015300120308529586,0.001,0.1722406629472971,1900,-0.19680456891655923,0.2,0.06716974526643753,0.06519394367933273,0.22607380151748657,0.016584802
,,,,57300,,,0,191,0.76,1.61,82354,-0.23089263,,,,,,,,,,
1.14,0.94,34153,57600,57600,-0.06729195069056004,0,,,,,,,-0.0139081796631217,0.001,0.16117714270949363,1910,-0.22682992070913316,0.2,0.09341264367103577,0.03140825033187866,0.2503235340118408,0.029135644
,,,,57600,,,0,192,0.72,1.67,82777,-0.29572451,,,,,,,,,,
1.38,0.9,34335,57900,57900,-0.09141547916457057,0,,,,,,,-0.009746058299788274,0.001,0.14135220348834993,1920,-0.20933096185326577,0.2,0.051793324574828145,0.03306818753480911,0.3351949453353882,0.010235706
,,,,57900,,,0,193,0.7,1.72,83225,-0.25832222,,,,,,,,,,
1.14,0.94,34516,58200,58200,-0.048500113869085905,0,,,,,,,-0.01208731833148704,0.001,0.1483293004333973,1930,-0.2459227815270424,0.2,0.0470525573939085,0.030354412272572517,0.2673565745353699,0.01986492
,,,,58200,,,0,194,0.75,1.68,83649,-0.21835190000000002,,,,,,,,,,
1.26,0.9,34701,58500,58500,-0.11020420909393579,0,,,,,,,-0.01867598098469898,0.001,0.16389527656137942,1940,-0.25125618651509285,0.2,0.07230113744735718,0.06329886615276337,0.1789027452468872,0.03067439
,,,,58500,,,0,195,0.77,1.63,84068,-0.18261032,,,,,,,,,,
1.12,0.94,34889,58800,58800,-0.04809390801005065,0,,,,,,,-0.016268782920815284,0.001,0.16464574374258517,1950,-0.2746052511036396,0.2,0.07175071090459824,0.02744222618639469,0.20170867443084717,0.034666
,,,,58800,,,0,196,0.78,1.58,84505,-0.22477194999999997,,,,,,,,,,
1.3,0.9,35077,59100,59100,-0.11557010987307877,0,,,,,,,-0.018369965098099784,0.001,0.18028340637683868,1960,-0.24715195074677468,0.2,0.07109375111758709,0.06075359508395195,0.17389297485351562,0.021170165
,,,,59100,,,0,197,0.78,1.56,84944,-0.21599664999999998,,,,,,,,,,
1.1,0.96,35259,59400,59400,-0.04755884925834834,0,,,,,,,-0.012097828136757017,0.001,0.17004138939082622,1970,-0.23247915767133237,0.2,0.0662286937236786,0.03843047469854355,0.2006201148033142,0.020344343
,,,,59400,,,0,198,0.69,1.66,85391,-0.27556587,,,,,,,,,,
1.26,0.96,35444,59700,59700,-0.050652385605499145,0,,,,,,,-0.010536513268016278,0.001,0.17192260697484016,1980,-0.22881290689110756,0.2,0.058682529255747795,0.06493128836154938,0.26971328258514404,0.032552145
,,,,59700,,,0,199,0.73,1.65,85822,-0.23987462000000004,,,,,,,,,,
1.14,0.94,35610,60000,60000,-0.06808992519509047,0,,,,,,,-0.011064458095643204,0.001,0.17077886760234834,1990,-0.24317072108387947,0.2,0.04960937537252903,0.04706139117479324,0.217970609664917,0.019059937
,,,,60000,,,0,200,0.68,1.81,86266,-0.28422653999999997,,,,,,,,,,
1.24,0.9,35796,60300,60300,-0.06999457889702171,0,,,,,,,-0.012681447027716786,0.001,0.1837373197078705,2000,-0.2665762834250927,0.2,0.056463069096207616,0.06842466443777084,0.20553946495056152,0.007362129
,,,,60300,,,0,201,0.73,1.68,86694,-0.23807036,,,,,,,,,,
1.14,0.96,35973,60600,60600,-0.029832955370657145,0,,,,,,,-0.013182743848301471,0.001,0.13944742158055307,2010,-0.29162251353263857,0.2,0.04968039840459824,0.035054657608270645,0.29742616415023804,0.01691473
,,,,60600,,,0,202,0.75,1.63,87118,-0.28335927,,,,,,,,,,
1.28,0.86,36174,60900,60900,-0.09277394774369896,0,,,,,,,-0.016698295157402752,0.001,0.15395242311060428,2020,-0.37215894237160685,0.2,0.08371804058551788,0.04537145793437958,0.34709590673446655,0.031953532
,,,,60900,,,0,203,0.82,1.47,87542,-0.17057740999999996,,,,,,,,,,
1.1,0.96,36359,61200,61200,-0.04850696695968509,0,,,,,,,-0.021824960655067116,0.001,0.15171373970806598,2030,-0.41960711032152176,0.2,0.10516690425574779,0.027139466255903244,0.24834895133972168,0.02481215
,,,,61200,,,0,204,0.7,1.79,87963,-0.26105361,,,,,,,,,,
1.38,0.9,36550,61500,61500,-0.052061572880484165,0,,,,,,,-0.018060830200556665,0.001,0.15883129388093947,2040,-0.2782653011381626,0.2,0.07684659212827682,0.04013809934258461,0.14150148630142212,0.021121645
,,,,61500,,,0,205,0.72,1.67,88408,-0.25708723,,,,,,,,,,
1.22,0.92,36734,61800,61800,-0.09024068330414593,0,,,,,,,-0.02609577534167329,0.001,0.16090235859155655,2050,-0.3161494038999081,0.2,0.08705610856413841,0.04275577515363693,0.2763945460319519,0.037091523
,,,,61800,,,0,206,0.74,1.66,88843,-0.24526783000000002,,,,,,,,,,
1.08,1.0,36914,62100,62100,-0.007329820790328085,0,,,,,,,-0.01967300537507981,0.001,0.14934804625809192,2060,-0.24247939512133598,0.2,0.09531250074505807,0.005506150424480438,0.23427969217300415,0.050287623
,,,,62100,,,0,207,0.73,1.63,89280,-0.22715838,,,,,,,,,,
1.2,0.94,37102,62400,62400,-0.0505506720719859,0,,,,,,,-0.01826280590612441,0.001,0.17661815136671066,2070,-0.2578463673591614,0.2,0.08396662063896657,0.050667598843574524,0.2323969006538391,0.025625449
,,,,62400,,,0,208,0.68,1.7,89713,-0.26559484,,,,,,,,,,
1.3,0.9,37294,62700,62700,-0.1099279972165823,0,,,,,,,-0.017812758400395978,0.001,0.17139186784625055,2080,-0.2897480525076389,0.2,0.075355114787817,0.02516818419098854,0.15704989433288574,0.03595135
,,,,62700,,,0,209,0.76,1.62,90183,-0.23658478,,,,,,,,,,
1.32,0.88,37477,63000,63000,-0.1105991479381919,0,,,,,,,-0.024343528831377626,0.001,0.1691540226340294,2090,-0.35434087812900544,0.2,0.10529119409620762,0.04499654844403267,0.2151055932044983,0.02373678
,,,,63000,,,0,210,0.74,1.6,90655,-0.21804577000000003,,,,,,,,,,
1.42,0.84,37664,63300,63300,-0.15169394651427864,0,,,,,,,-0.030682793399319053,0.001,0.16740536466240882,2100,-0.4071352168917656,0.2,0.1197088073939085,-0.005357898771762848,0.22416430711746216,0.029353477
,,,,63300,,,0,211,0.74,1.63,91114,-0.26611958,,,,,,,,,,
1.26,0.9,37853,63600,63600,-0.06933518833015113,0,,,,,,,-0.033042082306928934,0.001,0.1719813883304596,2110,-0.46010665893554686,0.2,0.1361505687236786,0.006422504782676697,0.21927863359451294,0.0378154
,,,,63600,,,0,212,0.75,1.61,91581,-0.21944179000000003,,,,,,,,,,
1.3,0.9,38034,63900,63900,-0.11029514203313738,0,,,,,,,-0.020239048881921917,0.001,0.17599161416292192,2120,-0.39339553415775297,0.2,0.09188565351068974,0.04305451735854149,0.17734640836715698,0.019756122
,,,,63900,,,0,213,0.7,1.67,92066,-0.27645633000000003,,,,,,,,,,
1.4,0.82,38218,64200,64200,-0.15349437980912625,0,,,,,,,-0.022811011865269393,0.001,0.18135266192257404,2130,-0.38442099243402483,0.2,0.09865056872367858,0.054787494242191315,0.21399569511413574,0.018665476
,,,,64200,,,0,214,0.76,1.58,92529,-0.23789592999999998,,,,,,,,,,
1.24,0.88,38403,64500,64500,-0.12871787102427334,0,,,,,,,-0.025392712885513903,0.001,0.18129326179623603,2140,-0.32775736451148985,0.2,0.0944424718618393,0.044900890439748764,0.22682851552963257,0.03345894
,,,,64500,,,0,215,0.79,1.61,92963,-0.20088718999999997,,,,,,,,,,
1.16,0.94,38586,64800,64800,-0.07096814513672144,0,,,,,,,-0.022633794008288532,0.001,0.17453541606664658,2150,-0.3525582954287529,0.2,0.08998579643666745,0.017772071063518524,0.0963699221611023,0.06774202
,,,,64800,,,0,216,0.74,1.66,93419,-0.24811671000000002,,,,,,,,,,
1.2,0.92,38754,65100,65100,-0.06885247039142996,0,,,,,,,-0.028141653712373225,0.001,0.17258280217647554,2160,-0.3683977797627449,0.2,0.11525213159620762,0.03298212215304375,0.22473376989364624,0.025923971
,,,,65100,,,0,217,0.64,1.89,93867,-0.3447588200000001,,,,,,,,,,
1.32,0.88,38944,65400,65400,-0.11485018135979772,0,,,,,,,-0.026051531692792194,0.001,0.17503273710608483,2170,-0.3472869820892811,0.2,0.11200284212827682,0.005777370184659958,0.1320989727973938,0.048349775
,,,,65400,,,0,218,0.81,1.48,94635,-0.17331899,,,,,,,,,,
1.42,0.86,39117,65700,65700,-0.09487199975643307,0,,,,,,,-0.029747612995561213,0.001,0.1554829679429531,2180,-0.3886343613266945,0.2,0.14620028473436833,0.061430446803569794,0.27727198600769043,0.061620697
,,,,65700,,,0,219,0.74,1.68,95109,-0.22363008,,,,,,,,,,
1.16,0.94,39294,66000,66000,-0.028765169624239206,0,,,,,,,-0.03176563070592238,0.001,0.1815812073647976,2190,-0.33726736456155776,0.2,0.15056818164885044,0.034938789904117584,0.11273974180221558,0.045321807
,,,,66000,,,0,220,0.7,1.73,95549,-0.2509472,,,,,,,,,,
1.24,0.92,39470,66300,66300,-0.02891209424007684,0,,,,,,,-0.03291561759542674,0.001,0.18475979343056678,2200,-0.35982115715742113,0.2,0.13098366670310496,0.02214331179857254,0.11825650930404663,0.020880688
,,,,66300,,,0,221,0.69,1.75,96051,-0.32502192999999996,,,,,,,,,,
1.32,0.84,39646,66600,66600,-0.07018300979398191,0,,,,,,,-0.021678244101349265,0.001,0.17771086953580378,2210,-0.2877248182892799,0.2,0.11283735893666744,0.025856290012598038,0.2057214379310608,0.03443853
,,,,66600,,,0,222,0.67,1.78,96514,-0.31654351,,,,,,,,,,
1.34,0.86,39834,66900,66900,-0.11243307918310165,0,,,,,,,-0.030794442805927247,0.001,0.18790721148252487,2220,-0.34063333123922346,0.2,0.1433948878198862,-0.0008079707622528076,0.14055383205413818,0.028845016
,,,,66900,,,0,223,0.78,1.54,96998,-0.23844597999999997,,,,,,,,,,
1.34,0.88,40029,67200,67200,-0.11003182085696608,0,,,,,,,-0.02970406541135162,0.001,0.1651006005704403,2230,-0.3097976200282574,0.2,0.11793323941528797,-0.006733067333698273,0.2798351049423218,0.028635612
,,,,67200,,,0,224,0.79,1.55,97513,-0.22229174999999995,,,,,,,,,,
1.08,0.96,40217,67500,67500,-0.047416620068252084,0,,,,,,,-0.024303679284639657,0.001,0.16529555805027485,2240,-0.26624410673975946,0.2,0.09769176207482815,0.04050624370574951,0.28237032890319824,0.028276207
,,,,67500,,,0,225,0.69,1.71,97955,-0.32754267,,,,,,,,,,
1.12,0.94,40400,67800,67800,-0.06920467780902982,0,,,,,,,-0.02491906941868365,0.001,0.16745966523885727,2250,-0.30344888344407084,0.2,0.10035511404275894,0.03849971294403076,0.2888551354408264,0.033833906
,,,,67800,,,0,226,0.74,1.61,98415,-0.26919577999999994,,,,,,,,,,
1.38,0.84,40579,68100,68100,-0.1327289545815438,0,,,,,,,-0.02596119641093537,0.001,0.16470723897218703,2260,-0.2783920973539352,0.2,0.10662287063896655,0.04591072350740433,0.289226233959198,0.026681282
,,,,68100,,,0,227,0.7,1.74,98873,-0.26236587000000006,,,,,,,,,,
