eval/mean_ep_length,time/total_timesteps,eval/mean_reward,eval/success_rate,env/completion_counter,env/n_steps,env/current_idx,time/iterations,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,train/entropy_loss,train/n_updates,train/policy_gradient_loss,train/value_loss,train/clip_range,train/approx_kl,train/loss,train/explained_variance,train/clip_fraction,train/learning_rate
1.28,54600,-0.09039833068847657,0.88,0,54600,33324,,,,,,,-0.020586911514401438,905,-0.0004323676601052284,0.18544346302747727,0.2,3.7212485e-05,0.08085401356220245,0.24209070205688477,0.0,0.0001
,54600,,,,,,182,80819,0,-0.23291106999999997,1.65,0.74,,,,,,,,,,
1.32,54900,-0.09214260625652969,0.88,0,54900,33509,,,,,,,-0.018825502246618272,910,9.258193038874651e-09,0.19602026104927062,0.2,0.0,0.09010715037584305,0.13486707210540771,0.0,0.0001
,54900,,,,,,183,81270,0,-0.2333485,1.63,0.72,,,,,,,,,,
1.28,55200,-0.11089612547773868,0.88,0,55200,33698,,,,,,,-0.019019237756729125,915,-0.0001324689325866757,0.18174108862876892,0.2,2.8868122e-05,0.07329337298870087,0.21950411796569824,0.0,0.0001
,55200,,,,,,184,81718,0,-0.18316403999999997,1.5,0.8,,,,,,,,,,
1.38,55500,-0.13288068141322584,0.84,0,55500,33872,,,,,,,-0.020051957219839097,920,1.5476887895715664e-08,0.15894820749759675,0.2,0.0,0.06421155482530594,0.26757341623306274,0.0,0.0001
,55500,,,,,,185,82170,0,-0.30520136999999997,1.83,0.64,,,,,,,,,,
1.36,55800,-0.15935118547640742,0.84,0,55800,34050,,,,,,,-0.02024729236960411,925,-9.16082754542913e-09,0.1826236742734909,0.2,0.0,0.0976523756980896,0.1998576521873474,0.0,0.0001
,55800,,,,,,186,82614,0,-0.28604974,1.74,0.65,,,,,,,,,,
1.26,56100,-0.05331555253826082,0.9,0,56100,34241,,,,,,,-0.02025776945054531,930,-1.9713559140654978e-08,0.17982128739356995,0.2,0.0,0.08800092339515686,0.23263323307037354,0.0,0.0001
,56100,,,,,,187,83061,0,-0.18941032999999996,1.58,0.76,,,,,,,,,,
1.22,56400,-0.09159974929410965,0.92,0,56400,34426,,,,,,,-0.020260744392871857,935,-9.008428847323558e-10,0.1734176057577133,0.2,0.0,0.08850126713514328,0.15836572647094727,0.0,0.0001
,56400,,,,,,188,83526,0,-0.23784966999999999,1.57,0.76,,,,,,,,,,
1.3,56700,-0.09108409107197075,0.9,0,56700,34615,,,,,,,-0.019947257936000825,940,-7.806485349487246e-05,0.1881033742427826,0.2,1.0511651e-05,0.09627620875835419,0.256767213344574,0.0,0.0001
,56700,,,,,,189,83997,0,-0.18501780999999998,1.54,0.78,,,,,,,,,,
1.24,57000,-0.009400096982717513,0.94,0,57000,34791,,,,,,,-0.019337827116250993,945,-1.7460638692767816e-06,0.16505545973777772,0.2,5.6102874e-07,0.10344137251377106,0.2271978259086609,0.0,0.0001
,57000,,,,,,190,84433,0,-0.27066349,1.66,0.73,,,,,,,,,,
1.18,57300,-0.08801164530683309,0.92,0,57300,34969,,,,,,,-0.019403690695762633,950,-5.720860549729423e-09,0.17127765715122223,0.2,0.0,0.10159332305192947,0.305023193359375,0.0,0.0001
,57300,,,,,,191,84880,0,-0.33472150999999994,1.73,0.67,,,,,,,,,,
1.22,57600,-0.0689699386805296,0.92,0,57600,35149,,,,,,,-0.019431978687644003,955,-2.1098689728660245e-09,0.1656603169441223,0.2,0.0,0.08087775856256485,0.35436880588531494,0.0,0.0001
,57600,,,,,,192,85313,0,-0.2790704,1.67,0.72,,,,,,,,,,
1.34,57900,-0.09067838095128536,0.84,0,57900,35332,,,,,,,-0.019419273659586907,960,-1.1311336081121226e-08,0.18346185624599456,0.2,0.0,0.07195262610912323,0.23613935708999634,0.0,0.0001
,57900,,,,,,193,85747,0,-0.25505921,1.74,0.7,,,,,,,,,,
1.12,58200,-0.048676847163587805,0.96,0,58200,35516,,,,,,,-0.019421520978212356,965,-2.5264241543254686e-09,0.16393359184265135,0.2,0.0,0.06231395900249481,0.29601097106933594,0.0,0.0001
,58200,,,,,,194,86170,0,-0.20259078000000003,1.6,0.76,,,,,,,,,,
1.32,58500,-0.11273541622795165,0.86,0,58500,35706,,,,,,,-0.019422032237052918,970,3.3290548984155067e-09,0.17444214522838591,0.2,0.0,0.08451929688453674,0.2131403684616089,0.0,0.0001
,58500,,,,,,195,86620,0,-0.19439823,1.53,0.79,,,,,,,,,,
1.24,58800,-0.09003166262060404,0.92,0,58800,35903,,,,,,,-0.019422561451792716,975,1.0380013648614294e-09,0.16026255190372468,0.2,0.0,0.06914688646793365,0.2422957420349121,0.0,0.0001
,58800,,,,,,196,87043,0,-0.18463074000000002,1.48,0.81,,,,,,,,,,
1.28,59100,-0.10993556161876768,0.88,0,59100,36090,,,,,,,-0.019422911927103995,980,2.0929358157673052e-09,0.15929020404815675,0.2,0.0,0.06459410488605499,0.27181828022003174,0.0,0.0001
,59100,,,,,,197,87524,0,-0.29494193999999996,1.65,0.69,,,,,,,,,,
1.32,59400,-0.0905320556787774,0.86,0,59400,36272,,,,,,,-0.01941783718764782,985,-7.531859615994562e-09,0.18356726109981536,0.2,0.0,0.11494670808315277,0.25655311346054077,0.0,0.0001
,59400,,,,,,198,87968,0,-0.24477190000000001,1.61,0.71,,,,,,,,,,
1.26,59700,-0.07010747475549578,0.9,0,59700,36453,,,,,,,-0.019421579092741014,990,3.8861551843183404e-09,0.16464922964572906,0.2,0.0,0.08776693046092987,0.3060395121574402,0.0,0.0001
,59700,,,,,,199,88394,0,-0.30923934,1.75,0.68,,,,,,,,,,
1.2,60000,-0.06997404793277383,0.94,0,60000,36642,,,,,,,-0.019169391244649888,995,-5.6853561916163643e-05,0.16317696928977965,0.2,1.37396155e-05,0.08946239948272705,0.36536306142807007,0.0,0.0001
,60000,,,,,,200,88824,0,-0.20491895,1.59,0.75,,,,,,,,,,
1.24,60300,-0.0702401531022042,0.92,0,60300,36824,,,,,,,-0.018651303872466087,1000,-1.9176778458529496e-08,0.17365649223327637,0.2,0.0,0.08183369785547256,0.17893320322036743,0.0,0.0001
,60300,,,,,,201,89280,0,-0.27067429,1.65,0.72,,,,,,,,,,
1.26,60600,-0.0898027915880084,0.88,0,60600,37017,,,,,,,-0.018571382835507393,1005,-2.8870992707652475e-10,0.16850765645503998,0.2,0.0,0.11230102926492691,0.28716522455215454,0.0,0.0001
,60600,,,,,,202,89742,0,-0.23836216999999998,1.56,0.74,,,,,,,,,,
1.32,60900,-0.09309079692699015,0.88,0,60900,37211,,,,,,,-0.018566420301795006,1010,3.6626377664106258e-09,0.14918240398168564,0.2,0.0,0.04654351994395256,0.33872050046920776,0.0,0.0001
,60900,,,,,,203,90208,0,-0.21368144,1.49,0.78,,,,,,,,,,
1.16,61200,-0.0687402066681534,0.94,0,61200,37414,,,,,,,-0.01869699627161026,1015,-1.5182339332326933e-05,0.16348208725452423,0.2,3.0256808e-06,0.054324373602867126,0.2719179391860962,0.0,0.0001
,61200,,,,,,204,90652,0,-0.14265258,1.44,0.83,,,,,,,,,,
1.3,61500,-0.09033770910464227,0.88,0,61500,37607,,,,,,,-0.018554203808307648,1020,-0.00021854964254245602,0.15835145026445388,0.2,4.8810514e-05,0.057083215564489365,0.24349796772003174,0.0,0.0001
,61500,,,,,,205,91109,0,-0.22946410000000003,1.54,0.76,,,,,,,,,,
1.18,61800,-0.06834163621533662,0.92,0,61800,37798,,,,,,,-0.018363000452518465,1025,-0.0005302228304471867,0.14935855835676193,0.2,5.867891e-05,0.0761004090309143,0.35697048902511597,0.000625,0.0001
,61800,,,,,,206,91597,0,-0.23309895,1.62,0.75,,,,,,,,,,
1.28,62100,-0.08960775341372937,0.88,0,62100,37979,,,,,,,-0.019315764605998993,1030,-2.9259950494058273e-05,0.17342843353748322,0.2,3.7513673e-06,0.09005264192819595,0.22164523601531982,0.0,0.0001
,62100,,,,,,207,92066,0,-0.25496151,1.7,0.68,,,,,,,,,,
1.32,62400,-0.1294570454908535,0.86,0,62400,38172,,,,,,,-0.018421847000718118,1035,-0.00020678514614704823,0.16865958750247956,0.2,4.5040808e-05,0.07989256829023361,0.2761545181274414,0.0,0.0001
,62400,,,,,,208,92533,0,-0.18789146999999995,1.5,0.79,,,,,,,,,,
1.34,62700,-0.11215362061746419,0.88,0,62700,38361,,,,,,,-0.01657143358141184,1040,-0.0005607781372964737,0.15783221334218978,0.2,8.7226e-05,0.08900599181652069,0.2989380955696106,0.000625,0.0001
,62700,,,,,,209,92989,0,-0.28165024,1.65,0.73,,,,,,,,,,
1.18,63000,-0.07162155313882977,0.94,0,63000,38538,,,,,,,-0.015318068787455558,1045,4.2703334741212017e-07,0.19352645993232728,0.2,6.8762085e-07,0.07632218301296234,0.1682194471359253,0.0,0.0001
,63000,,,,,,210,93444,0,-0.23101817,1.71,0.69,,,,,,,,,,
1.3,63300,-0.11280440672300757,0.88,0,63300,38721,,,,,,,-0.015088106617331504,1050,-0.00012892765501010928,0.18845482766628266,0.2,2.1776557e-05,0.09359706938266754,0.20757317543029785,0.0,0.0001
,63300,,,,,,211,93938,0,-0.25339952,1.64,0.71,,,,,,,,,,
1.32,63600,-0.10971804650500416,0.88,0,63600,38914,,,,,,,-0.014711146876215934,1055,-0.00013313473519779962,0.1832512730360031,0.2,1.7905608e-05,0.08411258459091187,0.21098637580871582,0.0,0.0001
,63600,,,,,,212,94614,0,-0.20366942000000002,1.57,0.75,,,,,,,,,,
1.18,63900,-0.07111788047477603,0.94,0,63900,39091,,,,,,,-0.015497350580990315,1060,7.709163164797417e-06,0.1646975541114807,0.2,1.6875565e-07,0.05290164425969124,0.23067378997802734,0.0,0.0001
,63900,,,,,,213,95082,0,-0.23752288,1.61,0.75,,,,,,,,,,
1.3,64200,-0.1346751271886751,0.86,0,64200,39281,,,,,,,-0.01618142083287239,1065,-0.0004873882742255731,0.17211679637432098,0.2,8.212328e-05,0.09046722948551178,0.27056145668029785,0.0015340909361839295,0.0001
,64200,,,,,,214,95580,0,-0.1966697,1.53,0.79,,,,,,,,,,
1.22,64500,-0.06964376104064286,0.92,0,64500,39474,,,,,,,-0.016634553149342538,1070,-8.127066788301108e-05,0.16827150136232377,0.2,1.8239394e-05,0.08105361461639404,0.2848106622695923,0.0,0.0001
,64500,,,,,,215,96075,0,-0.20809234999999998,1.58,0.75,,,,,,,,,,
1.14,64800,-0.04858973171561956,0.94,0,64800,39666,,,,,,,-0.016058946549892424,1075,1.1465813440736383e-05,0.16629825115203858,0.2,4.8652294e-07,0.07934364676475525,0.23188453912734985,0.0,0.0001
,64800,,,,,,216,96561,0,-0.21606140999999998,1.58,0.76,,,,,,,,,,
1.16,65100,-0.06891622773371636,0.92,0,65100,39855,,,,,,,-0.01642894372344017,1080,-0.00012444653378967274,0.17864436626434327,0.2,1.3463199e-05,0.07866720855236053,0.19455981254577637,0.0,0.0001
,65100,,,,,,217,97018,0,-0.23678003,1.62,0.75,,,,,,,,,,
1.16,65400,-0.048251443644985556,0.94,0,65400,40047,,,,,,,-0.017430188432335854,1085,1.0136176200603586e-08,0.1716158175468445,0.2,0.0,0.08358407020568848,0.27355849742889404,0.0,0.0001
,65400,,,,,,218,97482,0,-0.16212849000000001,1.59,0.75,,,,,,,,,,
1.14,65700,-0.047927851104177535,0.96,0,65700,40228,,,,,,,-0.017637543976306916,1090,-1.3549896955566965e-08,0.16034214079380035,0.2,0.0,0.09343714267015457,0.21443617343902588,0.0,0.0001
,65700,,,,,,219,97942,0,-0.24556557,1.7,0.7,,,,,,,,,,
1.3,66000,-0.11337579133920371,0.86,0,66000,40415,,,,,,,-0.01764435313642025,1095,-1.3238326985742787e-08,0.17635128408670425,0.2,0.0,0.10325556248426437,0.16172999143600464,0.0,0.0001
,66000,,,,,,220,98397,0,-0.25128245,1.61,0.76,,,,,,,,,,
1.36,66300,-0.17369600865058601,0.84,0,66300,40609,,,,,,,-0.01768639698624611,1100,-8.491430092902874e-06,0.16423497289419176,0.2,7.0296227e-07,0.09756296128034592,0.3214973211288452,0.0,0.0001
,66300,,,,,,221,98870,0,-0.2987506,1.65,0.69,,,,,,,,,,
