env/n_steps,eval/mean_ep_length,eval/success_rate,time/total_timesteps,eval/mean_reward,env/completion_counter,env/current_idx,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,train/learning_rate,train/n_updates,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/loss,train/approx_kl,train/policy_gradient_loss
,,,53100,,,,177,1.75,0,-0.12582926,0.88,77475,,,,,,,,,,
53400,1.3,0.96,53400,-0.052622313699685036,0,25089,,,,,,,0.001,1770,-0.37200748175382614,0.17497545704245568,0.2,0.07131046056747437,0.1330255687236786,0.03041651099920273,0.100975476,-0.025785221166734117
,,,53400,,,,178,1.86,0,-0.16081387999999996,0.87,77920,,,,,,,,,,
53700,1.54,0.9,53700,-0.05753223639447242,0,25231,,,,,,,0.001,1780,-0.3166184589266777,0.1345713108778,0.2,0.29082322120666504,0.10917968824505805,0.011460330337285995,0.036807735,-0.020902965472487267
,,,53700,,,,179,1.99,0,-0.19282168,0.83,78400,,,,,,,,,,
54000,1.54,0.92,54000,-0.09825777751393616,0,25379,,,,,,,0.001,1790,-0.3453796587884426,0.16732029169797896,0.2,0.15683627128601074,0.09584517143666745,0.019234830513596535,0.04110315,-0.02035631948383525
,,,54000,,,,180,2.01,0,-0.1921705,0.82,78873,,,,,,,,,,
54300,1.3,0.98,54300,-0.029781477535143496,0,25518,,,,,,,0.001,1800,-0.4307828277349472,0.1890064351260662,0.2,0.02194899320602417,0.14875710308551787,0.048703067004680634,0.036004834,-0.03070331737981178
,,,54300,,,,181,2.16,0,-0.23396328000000005,0.82,79310,,,,,,,,,,
54600,1.42,0.94,54600,-0.033557895198464395,0,25654,,,,,,,0.001,1810,-0.3528279483318329,0.21340949833393097,0.2,0.16012609004974365,0.14756747297942638,0.051820121705532074,0.041389655,-0.025381630519405007
,,,54600,,,,182,2.12,0,-0.20867738,0.83,79742,,,,,,,,,,
54900,1.58,0.9,54900,-0.10325539659243077,0,25803,,,,,,,0.001,1820,-0.3948607355356216,0.18235885314643382,0.2,0.21352481842041016,0.11310369409620762,0.02538635954260826,0.038805775,-0.02642440239433199
,,,54900,,,,183,2.05,0,-0.21745849000000003,0.82,80190,,,,,,,,,,
55200,1.22,1.0,55200,-0.009472344694659114,0,25969,,,,,,,0.001,1830,-0.3561474643647671,0.14570921175181867,0.2,0.3340839743614197,0.09753196127712727,0.002195928245782852,0.029118393,-0.023103048640768974
,,,55200,,,,184,1.97,0,-0.17759152999999997,0.84,80602,,,,,,,,,,
55500,1.22,0.98,55500,-0.03224183041602373,0,26091,,,,,,,0.001,1840,-0.3423283725976944,0.15828983299434185,0.2,0.20466583967208862,0.13265269994735718,0.011945806443691254,0.029079814,-0.024755666346754877
,,,55500,,,,185,2.37,0,-0.29822842,0.75,81045,,,,,,,,,,
55800,1.38,0.94,55800,-0.0732120882673189,0,26230,,,,,,,0.001,1850,-0.450515216588974,0.18808401450514795,0.2,0.2644945979118347,0.13275923393666744,0.04857669398188591,0.027337994,-0.023376784287393093
,,,55800,,,,186,2.08,0,-0.21717806999999997,0.82,81487,,,,,,,,,,
56100,1.26,0.98,56100,-0.03534046733751893,0,26380,,,,,,,0.001,1860,-0.37609309107065203,0.19541610181331634,0.2,0.18953418731689453,0.1566761363297701,0.03839436173439026,0.03784766,-0.024710132624022663
,,,56100,,,,187,2.04,0,-0.19779945000000002,0.85,81912,,,,,,,,,,
56400,1.32,0.96,56400,-0.058177945781499145,0,26521,,,,,,,0.001,1870,-0.41103004217147826,0.1759779341518879,0.2,0.19454848766326904,0.10916193313896656,-0.01558474451303482,0.02837034,-0.02476285574521171
,,,56400,,,,188,2.04,0,-0.2421799,0.8,82344,,,,,,,,,,
56700,1.46,0.9,56700,-0.11435046789702027,0,26655,,,,,,,0.001,1880,-0.4380420371890068,0.16934828981757163,0.2,0.32909828424453735,0.10857599452137948,0.024178024381399155,0.043907147,-0.02610644433661946
,,,56700,,,,189,2.19,0,-0.23979676000000003,0.79,82791,,,,,,,,,,
57000,1.3,0.94,57000,-0.07173257764428854,0,26812,,,,,,,0.001,1890,-0.45792902410030367,0.16327298954129219,0.2,0.3142680525779724,0.146448864787817,-0.021310903131961823,0.03151544,-0.036322739953175184
,,,57000,,,,190,1.91,0,-0.18772871000000002,0.86,83218,,,,,,,,,,
57300,1.34,0.96,57300,-0.05458323033992201,0,26952,,,,,,,0.001,1900,-0.37034736573696136,0.165399793908,0.2,0.18493300676345825,0.13071733005344868,0.005534753203392029,0.11659637,-0.026715309807332232
,,,57300,,,,191,2.14,0,-0.22128467000000002,0.8,83671,,,,,,,,,,
57600,1.52,0.94,57600,-0.07241540766786785,0,27087,,,,,,,0.001,1910,-0.306624473631382,0.17289279475808145,0.2,0.228368878364563,0.08117897845804692,0.020285900682210922,0.034164697,-0.021795584613573737
,,,57600,,,,192,2.35,0,-0.2894042,0.73,84122,,,,,,,,,,
57900,1.54,0.92,57900,-0.08831336134579032,0,27232,,,,,,,0.001,1920,-0.29359279945492744,0.15328464061021804,0.2,0.3232807517051697,0.12226562537252902,0.07298944890499115,0.046609014,-0.025705224997363985
,,,57900,,,,193,2.21,0,-0.23497453999999998,0.81,84556,,,,,,,,,,
58200,1.12,1.0,58200,-0.008236561184749008,0,27392,,,,,,,0.001,1930,-0.2625625215470791,0.1396768916398287,0.2,0.31818950176239014,0.10257457457482815,0.04167356342077255,0.03166101,-0.02022896093549207
,,,58200,,,,194,1.94,0,-0.19116617000000002,0.85,84978,,,,,,,,,,
58500,1.26,0.98,58500,-0.030882985275238754,0,27541,,,,,,,0.001,1940,-0.23345341831445693,0.1468684609979391,0.2,0.19334954023361206,0.09870383590459823,0.01111585646867752,0.04283188,-0.02047769398195669
,,,58500,,,,195,1.94,0,-0.19163007,0.84,85433,,,,,,,,,,
58800,1.42,0.92,58800,-0.07309357164893299,0,27673,,,,,,,0.001,1950,-0.24327063113451003,0.1552712544798851,0.2,0.2500190734863281,0.11047585345804692,0.027479905635118484,0.04163597,-0.025031772605143488
,,,58800,,,,196,2.2,0,-0.31461711,0.75,85856,,,,,,,,,,
59100,1.24,0.96,59100,-0.030208186279051006,0,27819,,,,,,,0.001,1960,-0.2970414489507675,0.150695825740695,0.2,0.3773990273475647,0.09586292766034603,0.017835896462202072,0.046120778,-0.019539997103856878
,,,59100,,,,197,2.07,0,-0.1803643,0.84,86296,,,,,,,,,,
59400,1.28,0.94,59400,-0.030325972149148582,0,27964,,,,,,,0.001,1970,-0.3281287498772144,0.2040181342512369,0.2,0.02910524606704712,0.1286576721817255,0.0214637853205204,0.034407023,-0.023558124760165812
,,,59400,,,,198,2.12,0,-0.21498173999999998,0.82,86723,,,,,,,,,,
59700,1.84,0.84,59700,-0.15685807288158685,0,28109,,,,,,,0.001,1980,-0.34648357331752777,0.18362619876861572,0.2,0.1518080234527588,0.12017045579850674,-0.007031485438346863,0.03847541,-0.031170324311824517
,,,59700,,,,199,2.13,0,-0.26163269000000006,0.78,87189,,,,,,,,,,
60000,1.18,0.98,60000,-0.029340071389451623,0,28254,,,,,,,0.001,1990,-0.287834420055151,0.11947826892137528,0.2,0.4037087559700012,0.12040127888321876,0.01587088592350483,0.054563407,-0.025293720525223762
,,,60000,,,,200,2.08,0,-0.20666042999999998,0.83,87588,,,,,,,,,,
60300,1.78,0.84,60300,-0.14351614160463214,0,28418,,,,,,,0.001,2000,-0.307690754532814,0.18926724940538406,0.2,0.23482894897460938,0.12283380813896656,0.01970124989748001,0.044115506,-0.025990963651565835
,,,60300,,,,201,1.78,0,-0.17240211,0.86,88050,,,,,,,,,,
60600,1.3,0.96,60600,-0.05550023623742163,0,28569,,,,,,,0.001,2010,-0.35955885648727415,0.15579388663172722,0.2,0.3057126998901367,0.11915838234126568,0.014485236257314682,0.022713631,-0.02418208260787651
,,,60600,,,,202,2.0,0,-0.20733957,0.83,88457,,,,,,,,,,
60900,1.26,0.96,60900,-0.033328728321939706,0,28712,,,,,,,0.001,2020,-0.34271084815263747,0.15759128406643869,0.2,0.2903556823730469,0.07452059723436832,0.05808625370264053,0.027038185,-0.01811233198386617
,,,60900,,,,203,2.06,0,-0.21389491,0.81,88905,,,,,,,,,,
61200,1.48,0.92,61200,-0.07531603849958629,0,28855,,,,,,,0.001,2030,-0.3343158781528473,0.18278444297611712,0.2,0.1790974736213684,0.11972656361758709,0.013529691845178604,0.04706517,-0.021218115568626673
,,,61200,,,,204,2.01,0,-0.19165774,0.83,89360,,,,,,,,,,
61500,1.34,0.94,61500,-0.07080280237365515,0,29004,,,,,,,0.001,2040,-0.2858583301305771,0.17593370154500007,0.2,0.16371041536331177,0.10371093824505806,0.0716618224978447,0.055168323,-0.02320652117487043
,,,61500,,,,205,2.07,0,-0.19972174000000004,0.81,89811,,,,,,,,,,
61800,1.54,0.9,61800,-0.09789121938403696,0,29156,,,,,,,0.001,2050,-0.28575247079133986,0.1939454786479473,0.2,0.19198203086853027,0.11349431872367859,0.07018084824085236,0.033457622,-0.022831935435533524
,,,61800,,,,206,2.0,0,-0.18077843,0.81,90254,,,,,,,,,,
62100,1.48,0.94,62100,-0.07419639131519944,0,29301,,,,,,,0.001,2060,-0.25211277306079866,0.1590736873447895,0.2,0.2165176272392273,0.11537642180919647,0.023302657529711723,0.023768123,-0.015559055656194688
,,,62100,,,,207,1.99,0,-0.17429702000000002,0.85,90731,,,,,,,,,,
62400,1.54,0.88,62400,-0.11473264782689511,0,29443,,,,,,,0.001,2070,-0.30403717830777166,0.19324756637215615,0.2,0.09714245796203613,0.10337358079850674,0.01977410539984703,0.03407443,-0.022467536688782274
,,,62400,,,,208,2.23,0,-0.24722366,0.8,91205,,,,,,,,,,
62700,1.46,0.94,62700,-0.054208886385895313,0,29591,,,,,,,0.001,2080,-0.3071121945977211,0.19457580149173737,0.2,0.18822836875915527,0.13201349563896655,0.06376245617866516,0.037755206,-0.020948271988891064
,,,62700,,,,209,2.07,0,-0.27200683999999997,0.78,91656,,,,,,,,,,
63000,1.48,0.94,63000,-0.05551630737259984,0,29738,,,,,,,0.001,2090,-0.40050766319036485,0.15727147534489633,0.2,0.21304303407669067,0.13243963085114957,-0.022506259381771088,0.048737153,-0.03377312979428097
,,,63000,,,,210,2.03,0,-0.21494329000000004,0.84,92159,,,,,,,,,,
63300,1.48,0.9,63300,-0.11200469219591469,0,29887,,,,,,,0.001,2100,-0.3026563189923763,0.17665482610464095,0.2,0.2422758936882019,0.09037642106413842,0.05982084572315216,0.023965208,-0.01425436096615158
,,,63300,,,,211,2.08,0,-0.23525557,0.8,92617,,,,,,,,,,
63600,1.38,0.96,63600,-0.031144906720146536,0,30025,,,,,,,0.001,2110,-0.31976578533649447,0.15461191087961196,0.2,0.2763366103172302,0.09912997260689735,0.05365533381700516,0.024463486,-0.012310512852855027
,,,63600,,,,212,2.06,0,-0.22515649000000004,0.81,93064,,,,,,,,,,
63900,1.42,0.92,63900,-0.07624259308446199,0,30162,,,,,,,0.001,2120,-0.2064170092344284,0.2098609946668148,0.2,0.13453179597854614,0.08545809760689735,0.050767604261636734,0.04752727,-0.02096457642619498
,,,63900,,,,213,2.27,0,-0.29356719000000003,0.76,93527,,,,,,,,,,
64200,1.3,0.98,64200,-0.03155642808880657,0,30303,,,,,,,0.001,2130,-0.32716131433844564,0.18331801742315293,0.2,0.22973257303237915,0.1305220190435648,0.02015792578458786,0.08577809,-0.026499600941315295
,,,64200,,,,214,2.06,0,-0.21329436,0.81,94333,,,,,,,,,,
64500,1.28,0.96,64500,-0.05243868899997324,0,30444,,,,,,,0.001,2140,-0.3124038279056549,0.19727754071354867,0.2,0.15695106983184814,0.12638494446873666,0.04281005635857582,0.062060643,-0.02983791328733787
,,,64500,,,,215,1.96,0,-0.24752546999999997,0.79,94788,,,,,,,,,,
64800,1.54,0.9,64800,-0.10084470598492772,0,30609,,,,,,,0.001,2150,-0.31247815638780596,0.17269469760358333,0.2,0.3444710969924927,0.09206321164965629,0.06516493856906891,0.09762928,-0.02269724595826119
,,,64800,,,,216,1.81,0,-0.16668215999999997,0.84,95267,,,,,,,,,,
65100,1.48,0.9,65100,-0.09728144233580678,0,30764,,,,,,,0.001,2160,-0.29703923091292384,0.1416797313839197,0.2,0.3058626055717468,0.08998579680919647,0.033758290112018585,0.0390221,-0.02384269856993342
,,,65100,,,,217,1.79,0,-0.11485831,0.9,95770,,,,,,,,,,
65400,1.18,0.96,65400,-0.04840302194468677,0,30895,,,,,,,0.001,2170,-0.3614501953125,0.13093649856746198,0.2,0.25474119186401367,0.12484019994735718,0.0316704586148262,0.032086823,-0.02297539447899908
,,,65400,,,,218,2.37,0,-0.29584397,0.75,96235,,,,,,,,,,
65700,1.44,0.92,65700,-0.08418108707759529,0,31057,,,,,,,0.001,2180,-0.37035852372646333,0.20008452981710434,0.2,0.16609030961990356,0.09875710271298885,0.04253247007727623,0.02811034,-0.023998336122895127
,,,65700,,,,219,1.84,0,-0.17409812,0.86,96684,,,,,,,,,,
66000,1.4,0.94,66000,-0.07154769038781524,0,31198,,,,,,,0.001,2190,-0.3550749719142914,0.14734836407005786,0.2,0.308398962020874,0.1127840917557478,0.005849726498126984,0.047497883,-0.028920528206799644
,,,66000,,,,220,1.97,0,-0.20678468999999997,0.83,97167,,,,,,,,,,
66300,1.18,0.96,66300,-0.05648812792263925,0,31362,,,,,,,0.001,2200,-0.4584366798400879,0.16801182143390178,0.2,0.29878467321395874,0.150745739787817,0.014184802770614624,0.05498928,-0.026980347972130402
,,,66300,,,,221,1.85,0,-0.14681847999999997,0.86,97608,,,,,,,,,,
66600,1.84,0.84,66600,-0.18427428032271564,0,31526,,,,,,,0.001,2210,-0.4854895740747452,0.16483158096671105,0.2,0.2903292775154114,0.11441761404275894,0.01836518384516239,0.035610147,-0.023657046037260442
,,,66600,,,,222,1.83,0,-0.17173628000000002,0.87,98094,,,,,,,,,,
66900,1.38,0.94,66900,-0.05572203617542982,0,31676,,,,,,,0.001,2220,-0.4254355013370514,0.18108244836330414,0.2,0.21580249071121216,0.09369673430919648,0.03780793771147728,0.016847694,-0.02414025051984936
,,,66900,,,,223,2.04,0,-0.21539993000000002,0.81,98569,,,,,,,,,,
67200,1.44,0.92,67200,-0.09551722551696003,0,31801,,,,,,,0.001,2230,-0.4367617130279541,0.1553029503673315,0.2,0.3030104637145996,0.1405007101595402,0.006933566182851791,0.061823077,-0.027623985352693125
,,,67200,,,,224,2.38,0,-0.24823225999999998,0.76,99035,,,,,,,,,,
