env/completion_counter,eval/mean_reward,env/current_idx,eval/mean_ep_length,time/total_timesteps,env/n_steps,eval/success_rate,time/fps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/approx_kl
0,-0.031178325759246946,13784,1.3,29100,29100,0.98,,,,,,,0.2,0.1264204552769661,-0.4035027277469635,-0.018453919806052,480,0.001,0.32204699516296387,0.002893839031457901,0.1211586406826973,0.03683786
,,,,29100,,,0,0.8,97,43878,2.08,-0.25717032,,,,,,,,,,
0,-0.04971706028562039,13942,1.28,29400,29400,0.96,,,,,,,0.2,0.08443181842565536,-0.41797337770462034,-0.019432776514440774,485,0.001,0.2257339358329773,0.03785885125398636,0.1804263886809349,0.02633692
,,,,29400,,,0,0.88,98,44306,1.83,-0.15177863999999996,,,,,,,,,,
0,-0.13334405388217418,14087,1.52,29700,29700,0.88,,,,,,,0.2,0.12443181842565537,-0.5166189897060395,-0.0244606072246097,490,0.001,0.27472519874572754,0.017189741134643555,0.1433870714902878,0.022577377
,,,,29700,,,0,0.79,99,44740,2.12,-0.26676158,,,,,,,,,,
0,-0.029182312618941067,14228,1.24,30000,30000,0.96,,,,,,,0.2,0.1255113637447357,-0.5668697094917298,-0.029044899009168148,495,0.001,0.22400009632110596,-0.012649770826101303,0.16200786739587783,0.030564297
,,,,30000,,,0,0.83,100,45132,2.07,-0.19425927,,,,,,,,,,
0,-0.07271939525846392,14370,1.48,30300,30300,0.92,,,,,,,0.2,0.10761363685131073,-0.5869819831848144,-0.029059828110039234,500,0.001,0.2619730234146118,-0.0018360614776611328,0.1719496926665306,0.015079131
,,,,30300,,,0,0.81,101,45568,2.1,-0.20319410000000004,,,,,,,,,,
0,-0.09394542208407074,14504,1.4,30600,30600,0.92,,,,,,,0.2,0.15340909123420715,-0.4785922431945801,-0.023616571202874182,505,0.001,0.15259301662445068,0.028322618454694748,0.15108823269605637,0.03293503
,,,,30600,,,0,0.8,102,45992,2.19,-0.22832412000000002,,,,,,,,,,
0,-0.14693499677814542,14655,1.72,30900,30900,0.88,,,,,,,0.2,0.10977272778749465,-0.6206687653064727,-0.026804953925311566,510,0.001,0.1465398669242859,0.03566374629735947,0.18267979741096496,0.021055434
,,,,30900,,,0,0.87,103,46427,1.93,-0.14530526,,,,,,,,,,
0,-0.09359916990622878,14797,1.34,31200,31200,0.92,,,,,,,0.2,0.14204545468091964,-0.46505061149597166,-0.015960690192878248,515,0.001,0.14352482557296753,0.04271780699491501,0.14328642755746843,0.027499104
,,,,31200,,,0,0.79,104,47015,2.22,-0.23965144000000002,,,,,,,,,,
0,-0.09245574505999685,14943,1.46,31500,31500,0.9,,,,,,,0.2,0.0804545459151268,-0.46662795543670654,-0.019991474397247657,520,0.001,0.21790534257888794,0.018036164343357086,0.16648593544960022,0.02096216
,,,,31500,,,0,0.81,105,47434,2.11,-0.19830870999999997,,,,,,,,,,
0,-0.11979136877227575,15093,1.54,31800,31800,0.9,,,,,,,0.2,0.1086931824684143,-0.5311600756645203,-0.02453638508915901,525,0.001,0.15437084436416626,0.03952036052942276,0.16070973873138428,0.02472243
,,,,31800,,,0,0.86,106,47850,1.92,-0.18903473999999998,,,,,,,,,,
0,-0.05100837783887982,15251,1.36,32100,32100,0.96,,,,,,,0.2,0.1366477280855179,-0.49322662949562074,-0.030002627335488797,530,0.001,0.19848257303237915,-0.008182067424058914,0.1634984189271927,0.02311627
,,,,32100,,,0,0.88,107,48264,1.73,-0.12607677,,,,,,,,,,
0,-0.1160556801687926,15393,1.5,32400,32400,0.9,,,,,,,0.2,0.11880681842565537,-0.41100553154945374,-0.007857429292052985,535,0.001,0.09511089324951172,0.05884357914328575,0.16314249992370605,0.029554551
,,,,32400,,,0,0.77,108,48673,2.24,-0.26598740000000004,,,,,,,,,,
0,-0.030350195192731917,15537,1.26,32700,32700,0.96,,,,,,,0.2,0.15511363595724106,-0.6421745562553406,-0.022926625162363053,540,0.001,0.21647655963897705,-0.01424204558134079,0.15833902448415757,0.024685144
,,,,32700,,,0,0.84,109,49071,1.98,-0.18687940999999994,,,,,,,,,,
0,-0.0532608116324991,15690,1.42,33000,33000,0.94,,,,,,,0.2,0.10778409123420715,-0.5524631631374359,-0.022256697323173286,545,0.001,0.1852726936340332,0.03509253263473511,0.15188480645418168,0.02004821
,,,,33000,,,0,0.84,110,49490,1.93,-0.21377588,,,,,,,,,,
0,-0.03425443595740944,15823,1.24,33300,33300,0.98,,,,,,,0.2,0.13034090965986253,-0.5828108608722686,-0.020826315963640808,550,0.001,0.42034822702407837,0.005031570792198181,0.13969986021518707,0.016779454
,,,,33300,,,0,0.74,111,49908,2.38,-0.31393187,,,,,,,,,,
0,-0.031452050609514115,15961,1.36,33600,33600,0.96,,,,,,,0.2,0.09914772808551789,-0.551420693397522,-0.01842740997322835,555,0.001,0.2254706621170044,0.05395253002643585,0.1789441302418709,0.03048866
,,,,33600,,,0,0.78,112,50365,2.26,-0.23429154,,,,,,,,,,
0,-0.09493884332012385,16107,1.6,33900,33900,0.9,,,,,,,0.2,0.09965909123420716,-0.5192756462097168,-0.015153613798320293,560,0.001,0.23454231023788452,0.016330808401107788,0.1487589219212532,0.015384468
,,,,33900,,,0,0.83,113,50822,2.03,-0.21592328,,,,,,,,,,
0,-0.09725390892010183,16256,1.6,34200,34200,0.92,,,,,,,0.2,0.13494318157434462,-0.597363053560257,-0.03191260393941775,565,0.001,0.27114516496658325,0.025146082043647766,0.15590577721595764,0.034920566
,,,,34200,,,0,0.84,114,51237,2.0,-0.15668249,,,,,,,,,,
0,-0.09579875557683408,16390,1.48,34500,34500,0.92,,,,,,,0.2,0.08642045497894286,-0.627973005771637,-0.022569027058780194,570,0.001,0.14681684970855713,0.02190157026052475,0.16091411918401718,0.01631179
,,,,34500,,,0,0.77,115,51654,2.37,-0.25134714999999996,,,,,,,,,,
0,-0.05040737927425653,16544,1.32,34800,34800,0.96,,,,,,,0.2,0.14789772778749466,-0.7223574566841126,-0.03035726649686694,575,0.001,0.1761438250541687,0.008097987622022629,0.16814426422119141,0.021269886
,,,,34800,,,0,0.82,116,52083,1.98,-0.20873957000000004,,,,,,,,,,
0,-0.02815511935390532,16683,1.14,35100,35100,0.98,,,,,,,0.2,0.1365909093618393,-0.49232593417167664,-0.022711449335329235,580,0.001,0.18084216117858887,0.019612833857536316,0.16658647507429122,0.027319897
,,,,35100,,,0,0.79,117,52505,2.27,-0.2748261000000001,,,,,,,,,,
0,-0.07360256819054484,16831,1.36,35400,35400,0.92,,,,,,,0.2,0.1484659096598625,-0.5311554181575775,-0.021888656169176103,585,0.001,0.16670626401901245,0.05189988389611244,0.20170654743909835,0.021941746
,,,,35400,,,0,0.84,118,52946,1.91,-0.19040481000000004,,,,,,,,,,
0,-0.1186431676801294,16973,1.6,35700,35700,0.88,,,,,,,0.2,0.1148295459151268,-0.5432353746891022,-0.028022041525691748,590,0.001,0.28392064571380615,0.044393330812454224,0.1424489650130272,0.029404279
,,,,35700,,,0,0.79,119,53397,2.07,-0.24118912,,,,,,,,,,
0,-0.0711010437970981,17127,1.36,36000,36000,0.94,,,,,,,0.2,0.08625,-0.4319930922985077,-0.017948002498596908,595,0.001,0.3054956793785095,0.04218548163771629,0.15396521776914596,0.025449296
,,,,36000,,,0,0.87,120,53823,2.04,-0.15794396000000002,,,,,,,,,,
0,-0.0554857830516994,17283,1.2,36300,36300,0.96,,,,,,,0.2,0.06238636404275894,-0.3440426367521286,-0.011867918688803911,600,0.001,0.13309568166732788,0.04632953554391861,0.16600459843873977,0.016907053
,,,,36300,,,0,0.84,121,54242,1.99,-0.20731438000000005,,,,,,,,,,
0,-0.06835766234900803,17426,1.24,36600,36600,0.94,,,,,,,0.2,0.08903409123420715,-0.4392494559288025,-0.020154531514272093,605,0.001,0.24688977003097534,0.02875283546745777,0.15616564244031905,0.020716334
,,,,36600,,,0,0.84,122,54672,1.9,-0.18715162,,,,,,,,,,
0,-0.07058283555787057,17568,1.26,36900,36900,0.94,,,,,,,0.2,0.09931818187236786,-0.48522165298461917,-0.019124265788123013,610,0.001,0.19698435068130493,0.044693924486637115,0.18446746945381165,0.022688072
,,,,36900,,,0,0.8,123,55092,2.02,-0.18966757000000004,,,,,,,,,,
0,-0.007801112486049533,17715,1.12,37200,37200,1.0,,,,,,,0.2,0.10522727340459824,-0.47880101442337036,-0.022770671993494033,615,0.001,0.14811259508132935,0.057776059955358505,0.1723175159096718,0.038027313
,,,,37200,,,0,0.86,124,55492,1.95,-0.15929358,,,,,,,,,,
0,-0.04894431817345321,17850,1.24,37500,37500,0.96,,,,,,,0.2,0.13465909123420716,-0.5634938669204712,-0.024500281205400824,620,0.001,0.13865172863006592,0.041212890297174454,0.15463025897741317,0.032513287
,,,,37500,,,0,0.78,125,55902,2.14,-0.25256857999999993,,,,,,,,,,
0,-0.1137671818677336,17994,1.58,37800,37800,0.9,,,,,,,0.2,0.09545454531908035,-0.6569473206996918,-0.01815503212623298,625,0.001,0.1636885404586792,0.03918440639972687,0.18920402407646178,0.015657395
,,,,37800,,,0,0.78,126,56338,2.21,-0.25744570000000006,,,,,,,,,,
0,-0.07123119284398854,18141,1.4,38100,38100,0.94,,,,,,,0.2,0.13357954621315002,-0.5806855785846711,-0.0220335696823895,630,0.001,0.35691511631011963,-0.029888782650232315,0.12682534158229827,0.027471712
,,,,38100,,,0,0.82,127,56751,1.99,-0.23127677000000002,,,,,,,,,,
0,-0.0728605556068942,18265,1.32,38400,38400,0.94,,,,,,,0.2,0.14875000059604646,-0.6928609871864319,-0.022961678244173528,635,0.001,0.3475356101989746,-0.00831100344657898,0.1352275049686432,0.02122289
,,,,38400,,,0,0.7,128,57155,2.42,-0.3542625800000001,,,,,,,,,,
0,-0.03234843965154141,18414,1.4,38700,38700,0.96,,,,,,,0.2,0.15806818187236785,-0.7044501900672913,-0.032462344784289596,640,0.001,0.3063899278640747,0.0225457064807415,0.16141486436128616,0.030300763
,,,,38700,,,0,0.84,129,57566,2.0,-0.20308140999999996,,,,,,,,,,
0,-0.05240904776379466,18557,1.38,39000,39000,0.96,,,,,,,0.2,0.12585227340459823,-0.7226539087295533,-0.027494328487664463,645,0.001,0.28878694772720337,0.015832584351301193,0.1406395998597145,0.022725783
,,,,39000,,,0,0.78,130,57996,2.14,-0.25819403,,,,,,,,,,
0,-0.09396089447662234,18709,1.46,39300,39300,0.9,,,,,,,0.2,0.11778409123420715,-0.7096875476837158,-0.028852281868457796,650,0.001,0.2978353500366211,-0.018935877829790115,0.15522508680820465,0.02036171
,,,,39300,,,0,0.82,131,58413,2.03,-0.22393592999999995,,,,,,,,,,
0,-0.0748266212688759,18868,1.58,39600,39600,0.94,,,,,,,0.2,0.12181818187236786,-0.6906000399589538,-0.022692230977118016,655,0.001,0.19575297832489014,0.037661634385585785,0.16603283047676087,0.030302148
,,,,39600,,,0,0.9,132,58858,1.84,-0.11371952,,,,,,,,,,
0,-0.07383736648131162,19004,1.28,39900,39900,0.94,,,,,,,0.2,0.19960227251052856,-0.77179279088974,-0.02481067171320319,660,0.001,0.257718026638031,0.026545587927103043,0.1591919967532158,0.03804625
,,,,39900,,,0,0.79,133,59291,2.11,-0.22759278,,,,,,,,,,
0,-0.1254372909106314,19157,1.54,40200,40200,0.88,,,,,,,0.2,0.1550568187236786,-0.7245061993598938,-0.01394686933606863,665,0.001,0.3145906329154968,0.04488155245780945,0.15416256099939346,0.022488404
,,,,40200,,,0,0.83,134,59731,2.2,-0.20532923000000003,,,,,,,,,,
0,-0.0961106920754537,19308,1.44,40500,40500,0.92,,,,,,,0.2,0.17090909123420717,-0.6236704003810882,-0.02784121161326766,670,0.001,0.2523248791694641,0.019524220377206802,0.1508486947417259,0.025982533
,,,,40500,,,0,0.84,135,60171,2.02,-0.19310665,,,,,,,,,,
0,-0.03044834056403488,19443,1.26,40800,40800,0.98,,,,,,,0.2,0.16744318217039109,-0.6396929860115051,-0.027219573543407025,675,0.001,0.35379666090011597,-0.030135534703731537,0.12094801723957062,0.03467058
,,,,40800,,,0,0.78,136,60581,2.22,-0.27380748,,,,,,,,,,
0,-0.06949808750301599,19580,1.3,41100,41100,0.94,,,,,,,0.2,0.13181818187236785,-0.6793392586708069,-0.0302636556327343,680,0.001,0.3037381172180176,0.006673835217952728,0.14871282994747162,0.035351485
,,,,41100,,,0,0.82,137,61001,2.03,-0.20907964000000004,,,,,,,,,,
0,-0.12369602145161479,19729,1.5,41400,41400,0.9,,,,,,,0.2,0.07676136404275895,-0.6162713277339935,-0.018320824252441525,685,0.001,0.07449275255203247,0.04414993152022362,0.19779331088066102,0.010748538
,,,,41400,,,0,0.82,138,61427,1.96,-0.20360212,,,,,,,,,,
0,-0.07498887755908072,19886,1.48,41700,41700,0.94,,,,,,,0.2,0.12687500029802323,-0.7146376013755799,-0.022404311830177902,690,0.001,0.2245665192604065,-0.004904605448246002,0.15973199367523194,0.022800963
,,,,41700,,,0,0.86,139,61852,1.98,-0.15435087,,,,,,,,,,
0,-0.07219195743091404,20042,1.42,42000,42000,0.94,,,,,,,0.2,0.11653409153223038,-0.6660448932647705,-0.02409357886761427,695,0.001,0.16843730211257935,-0.0028776973485946655,0.138824422955513,0.020062393
,,,,42000,,,0,0.85,140,62298,1.92,-0.14962025999999998,,,,,,,,,,
0,-0.11956494175363332,20172,1.46,42300,42300,0.9,,,,,,,0.2,0.1001704552769661,-0.6775384092330933,-0.022820456475019454,700,0.001,0.1177670955657959,0.024322612211108208,0.14924038380384444,0.019627113
,,,,42300,,,0,0.74,141,62707,2.38,-0.31266164,,,,,,,,,,
0,-0.029960057460702957,20323,1.28,42600,42600,0.98,,,,,,,0.2,0.14607954531908035,-0.6126068186759949,-0.023594153486192225,705,0.001,0.2613098621368408,0.029089227318763733,0.16110662788152694,0.039853204
,,,,42600,,,0,0.8,142,63116,2.05,-0.26400207000000003,,,,,,,,,,
0,-0.07191998188383877,20489,1.44,42900,42900,0.92,,,,,,,0.2,0.10818181872367859,-0.5643640351295471,-0.01918054301291704,710,0.001,0.32951194047927856,0.040427066385746,0.168625146150589,0.028137391
,,,,42900,,,0,0.9,143,63545,1.79,-0.13878416,,,,,,,,,,
0,-0.118471545195207,20634,1.58,43200,43200,0.88,,,,,,,0.2,0.15386363625526428,-0.5463316631317139,-0.019319812790490686,715,0.001,0.1364438533782959,0.008335474878549576,0.16072056889533998,0.033954546
,,,,43200,,,0,0.81,144,63995,1.96,-0.23469600999999993,,,,,,,,,,
0,-0.02980744413100183,20780,1.3,43500,43500,0.98,,,,,,,0.2,0.12107954621315002,-0.5673961639404297,-0.011532102404162288,720,0.001,0.23236745595932007,0.06841845065355301,0.18519542574882508,0.026477456
,,,,43500,,,0,0.83,145,64436,2.09,-0.20173831999999997,,,,,,,,,,
0,-0.0334523185249418,20919,1.52,43800,43800,0.98,,,,,,,0.2,0.12238636434078216,-0.5546014964580536,-0.022231105361133815,725,0.001,0.22672498226165771,0.049823299050331116,0.1603423935174942,0.021533351
,,,,43800,,,0,0.78,146,64893,2.09,-0.27831078,,,,,,,,,,
0,-0.05334804752841592,21072,1.22,44100,44100,0.96,,,,,,,0.2,0.13090909153223038,-0.5823879754543304,-0.01856157533824444,730,0.001,0.2932497262954712,0.0732564628124237,0.17284564405679703,0.023660976
,,,,44100,,,0,0.87,147,65294,1.96,-0.17028546999999997,,,,,,,,,,
0,-0.05055825244635344,21220,1.26,44400,44400,0.96,,,,,,,0.2,0.10045454531908035,-0.578306634426117,-0.017001084741204976,735,0.001,0.26879847049713135,0.010579444468021393,0.1363187050819397,0.023991507
,,,,44400,,,0,0.76,148,65728,2.15,-0.28392078,,,,,,,,,,
0,-0.07894083494786173,21361,1.52,44700,44700,0.94,,,,,,,0.2,0.13971590995788574,-0.5493533754348755,-0.02677242361009121,740,0.001,0.36184000968933105,0.00796564295887947,0.15828698098659516,0.028970312
,,,,44700,,,0,0.84,149,66162,2.09,-0.19630243999999997,,,,,,,,,,
0,-0.029802951854653658,21506,1.28,45000,45000,0.98,,,,,,,0.2,0.1369886365532875,-0.4746109938621521,-0.017256527356803417,745,0.001,0.06679421663284302,0.028748780488967896,0.18057759672403337,0.018488297
,,,,45000,,,0,0.77,150,66564,2.17,-0.27147838999999996,,,,,,,,,,
0,-0.11678496735636144,21637,1.52,45300,45300,0.9,,,,,,,0.2,0.11426136434078217,-0.4151397943496704,-0.015493366532027722,750,0.001,0.11314719915390015,0.08107531070709229,0.20780255407094955,0.016968105
,,,,45300,,,0,0.8,151,67002,2.12,-0.22282860999999998,,,,,,,,,,
0,-0.05496413906104863,21793,1.34,45600,45600,0.96,,,,,,,0.2,0.12386363625526428,-0.44862538933753965,-0.025663532372564076,755,0.001,0.29547250270843506,0.029950913041830063,0.15757671117782593,0.028291266
,,,,45600,,,0,0.88,152,67439,1.8,-0.13850696999999998,,,,,,,,,,
0,-0.05562682397663593,21945,1.38,45900,45900,0.96,,,,,,,0.2,0.10187500059604644,-0.3974349570274353,-0.02354791674762964,760,0.001,0.2517678141593933,0.035770125687122345,0.1701843735575676,0.029476523
,,,,45900,,,0,0.81,153,67898,2.02,-0.22537376,,,,,,,,,,
0,-0.031051935460418463,22088,1.32,46200,46200,0.98,,,,,,,0.2,0.09136363655328751,-0.39672245144844054,-0.019961929582059383,765,0.001,0.1964503526687622,0.055121809244155884,0.18388445556163788,0.023804942
,,,,46200,,,0,0.79,154,68336,2.1,-0.24100399,,,,,,,,,,
0,-0.030003563668578863,22230,1.3,46500,46500,0.98,,,,,,,0.2,0.10471590965986252,-0.25879881739616395,-0.014859143048524856,770,0.001,0.25791746377944946,0.033371709287166595,0.13859162628650665,0.024462089
,,,,46500,,,0,0.75,155,68770,2.28,-0.27872197,,,,,,,,,,
0,-0.07847759031224996,22381,1.5,46800,46800,0.94,,,,,,,0.2,0.08590909123420715,-0.2793373888731003,-0.012340105827897787,775,0.001,0.14600849151611328,0.0477166473865509,0.1750072219967842,0.016008748
,,,,46800,,,0,0.84,156,69204,1.97,-0.2053065,,,,,,,,,,
0,-0.029330414356663823,22536,1.2,47100,47100,0.96,,,,,,,0.2,0.07443181842565537,-0.28385666012763977,-0.01400114718824625,780,0.001,0.22014790773391724,0.06349295377731323,0.17220986843109132,0.017043857
,,,,47100,,,0,0.79,157,69628,2.17,-0.24215363,,,,,,,,,,
0,-0.0958029652805999,22679,1.48,47400,47400,0.92,,,,,,,0.2,0.08068181842565536,-0.3593218410015106,-0.019732707496732473,785,0.001,0.22028154134750366,-0.001061808317899704,0.14943895667791365,0.021982346
,,,,47400,,,0,0.78,158,70074,2.11,-0.25988473999999995,,,,,,,,,,
0,-0.07615928969811649,22816,1.46,47700,47700,0.94,,,,,,,0.2,0.10630681872367859,-0.3828087079524994,-0.020242106020450592,790,0.001,0.2850985527038574,0.02664140984416008,0.15562832117080688,0.024269825
,,,,47700,,,0,0.77,159,70508,2.22,-0.24371987,,,,,,,,,,
0,-0.07502750126644969,22973,1.54,48000,48000,0.9,,,,,,,0.2,0.08965909153223038,-0.31806621730327606,-0.01550914816558361,795,0.001,0.17282724380493164,0.042411595582962036,0.17847218334674836,0.033634655
,,,,48000,,,0,0.87,160,70961,1.82,-0.15914774999999998,,,,,,,,,,
0,-0.05015224634669721,23126,1.3,48300,48300,0.96,,,,,,,0.2,0.0503409093618393,-0.35303801894187925,-0.01186288770288229,800,0.001,0.03344541788101196,0.06278032809495926,0.1903598353266716,0.013631357
,,,,48300,,,0,0.85,161,71427,1.95,-0.16787469999999996,,,,,,,,,,
0,-0.058557007825002075,23290,1.26,48600,48600,0.96,,,,,,,0.2,0.05863636404275894,-0.2609990322589874,-0.011642066529020667,805,0.001,0.2554960250854492,0.04998643323779106,0.1505662077665329,0.016094796
,,,,48600,,,0,0.79,162,71852,2.02,-0.22663821000000003,,,,,,,,,,
0,-0.05001130363438278,23436,1.3,48900,48900,0.96,,,,,,,0.2,0.05551136374473572,-0.2980943500995636,-0.014317013835534454,810,0.001,0.2751293182373047,0.041325829923152924,0.15317438989877702,0.019521844
,,,,48900,,,0,0.87,163,72283,1.86,-0.14524668000000002,,,,,,,,,,
0,-0.03342401836998761,23566,1.44,49200,49200,0.98,,,,,,,0.2,0.04732954561710358,-0.31853571712970735,-0.013851944953203202,815,0.001,0.16085726022720337,0.02080928534269333,0.16293347358703614,0.009724748
,,,,49200,,,0,0.76,164,72715,2.38,-0.28697877,,,,,,,,,,
0,-0.05102843380533159,23702,1.22,49500,49500,0.96,,,,,,,0.2,0.08346590965986252,-0.4236712634563446,-0.019727770211175083,820,0.001,0.25025850534439087,0.03551732003688812,0.16071365803480148,0.016250413
,,,,49500,,,0,0.76,165,73143,2.25,-0.27305448000000004,,,,,,,,,,
0,-0.05005888116545975,23878,1.2,49800,49800,0.96,,,,,,,0.2,0.06085227310657501,-0.3275536721944809,-0.011540897879749537,825,0.001,0.15507644414901733,0.04506003484129906,0.18702240526676178,0.014277545
,,,,49800,,,0,0.9,166,73585,1.6,-0.10107999999999999,,,,,,,,,,
0,-0.09817528172861785,24035,1.6,50100,50100,0.9,,,,,,,0.2,0.06267045497894287,-0.34625665068626404,-0.014667712505906821,830,0.001,0.2756096124649048,0.028954602777957916,0.12872813701629637,0.017511476
,,,,50100,,,0,0.85,167,74065,1.93,-0.19372083999999998,,,,,,,,,,
0,-0.029373327875509857,24190,1.22,50400,50400,0.98,,,,,,,0.2,0.07534090936183929,-0.3304834651947022,-0.011253445036709308,835,0.001,0.22282880544662476,0.05759315937757492,0.16306805968284607,0.013926166
,,,,50400,,,0,0.85,168,74514,1.97,-0.14961951,,,,,,,,,,
0,-0.05034089092630893,24341,1.3,50700,50700,0.96,,,,,,,0.2,0.07625000059604645,-0.44717047333717347,-0.01667200919240713,840,0.001,0.2985314726829529,0.00445948913693428,0.14177860110998153,0.011435993
,,,,50700,,,0,0.81,169,74953,1.98,-0.23754836000000001,,,,,,,,,,
0,-0.05203244354575873,24470,1.32,51000,51000,0.92,,,,,,,0.2,0.10221590936183929,-0.5435072076320648,-0.013199128899723292,845,0.001,0.34393638372421265,0.06228309124708176,0.15545864999294282,0.019251889
,,,,51000,,,0,0.74,170,75409,2.29,-0.30038551999999996,,,,,,,,,,
0,-0.07990754859521985,24603,1.48,51300,51300,0.9,,,,,,,0.2,0.08715909093618393,-0.4362226998806,-0.012900045029819012,850,0.001,0.2878429889678955,0.022843345999717712,0.16001594126224516,0.012748281
,,,,51300,,,0,0.73,171,75857,2.45,-0.32734621999999985,,,,,,,,,,
0,-0.11448707540985197,24760,1.68,51600,51600,0.88,,,,,,,0.2,0.05335227310657501,-0.37974934697151186,-0.014440309554338455,855,0.001,0.2204248309135437,0.03430268168449402,0.17439987868070603,0.011189268
,,,,51600,,,0,0.85,172,76311,1.91,-0.19924203,,,,,,,,,,
0,-0.05265573491342366,24920,1.2,51900,51900,0.96,,,,,,,0.2,0.07210227310657501,-0.38845951080322266,-0.010832218937575817,860,0.001,0.2405032515525818,0.04940476268529892,0.16192228436470033,0.013114601
,,,,51900,,,0,0.84,173,76720,1.87,-0.19643458000000003,,,,,,,,,,
0,-0.11223486280068755,25067,1.44,52200,52200,0.9,,,,,,,0.2,0.09681818246841431,-0.2937171936035156,-0.006347279790788889,865,0.001,0.20625239610671997,0.007896024733781815,0.16696490854024887,0.02819708
,,,,52200,,,0,0.8,174,77174,2.09,-0.25122368,,,,,,,,,,
0,-0.07254142408259213,25204,1.44,52500,52500,0.94,,,,,,,0.2,0.06965909123420716,-0.3428187870979309,-0.014786998433992267,870,0.001,0.275674045085907,0.04873865097761154,0.1534053385257721,0.018950213
,,,,52500,,,0,0.78,175,77622,2.19,-0.23801976999999996,,,,,,,,,,
0,-0.07116365040186792,25360,1.38,52800,52800,0.94,,,,,,,0.2,0.11460227310657502,-0.4321213674545288,-0.014507335328962654,875,0.001,0.3223950266838074,0.017199726775288582,0.15492329776287078,0.023519676
,,,,52800,,,0,0.87,176,78069,1.9,-0.15984164000000003,,,,,,,,,,
0,-0.07172846944071352,25513,1.4,53100,53100,0.94,,,,,,,0.2,0.06375000029802322,-0.3935599410533905,-0.016170935686677695,880,0.001,0.20429110527038574,0.0315311960875988,0.17628950834274293,0.020905642
,,,,53100,,,0,0.8,177,78525,2.03,-0.24798932,,,,,,,,,,
0,-0.09426956319250167,25659,1.5,53400,53400,0.92,,,,,,,0.2,0.09619318246841431,-0.4793187701702118,-0.014670407553203403,885,0.001,0.28164130449295044,0.018436159938573837,0.16983654588460922,0.01963876
,,,,53400,,,0,0.81,178,78961,2.05,-0.23604926000000004,,,,,,,,,,
0,-0.05180796438828111,25808,1.32,53700,53700,0.96,,,,,,,0.2,0.148352273106575,-0.5599880027770996,-0.026619156673550606,890,0.001,0.1073945164680481,0.038459111005067825,0.1873129737377167,0.03801193
,,,,53700,,,0,0.86,179,79408,1.91,-0.16681568000000002,,,,,,,,,,
0,-0.09195936906151474,25976,1.42,54000,54000,0.92,,,,,,,0.2,0.14750000089406967,-0.48329187035560606,-0.024386037327349185,895,0.001,0.2287611961364746,0.037499699741601944,0.1661633750796318,0.038976528
,,,,54000,,,0,0.85,180,79863,1.8,-0.16946039999999996,,,,,,,,,,
0,-0.0922812529001385,26113,1.42,54300,54300,0.92,,,,,,,0.2,0.10329545468091965,-0.3490624141693115,-0.022572007700800895,900,0.001,0.33837437629699707,0.03150683268904686,0.12973231613636016,0.023314571
,,,,54300,,,0,0.74,181,80307,2.32,-0.30935883,,,,,,,,,,
0,-0.011749831815250219,26269,1.38,54600,54600,1.0,,,,,,,0.2,0.14085227340459824,-0.5341743707656861,-0.026828573048114777,905,0.001,0.20512020587921143,0.018123313784599304,0.18831089854240418,0.024245603
,,,,54600,,,0,0.81,182,80744,2.03,-0.22173410000000002,,,,,,,,,,
0,-0.09277418571524322,26412,1.36,54900,54900,0.92,,,,,,,0.2,0.16312500059604645,-0.5104844760894776,-0.01537201102823019,910,0.001,0.22479921579360962,0.05411200970411301,0.18048930048942566,0.032982644
,,,,54900,,,0,0.77,183,81186,2.12,-0.28122912000000005,,,,,,,,,,
0,-0.07886196190025657,26552,1.4,55200,55200,0.94,,,,,,,0.2,0.11778409153223038,-0.5680320930480957,-0.023573477789759635,915,0.001,0.34765589237213135,0.05399700254201889,0.15953199982643126,0.026230494
,,,,55200,,,0,0.76,184,81639,2.22,-0.29037836,,,,,,,,,,
0,-0.031358346780762075,26678,1.28,55500,55500,0.98,,,,,,,0.2,0.13034090936183929,-0.6739658260345459,-0.025409302078187465,920,0.001,0.25751006603240967,0.055685196071863174,0.17952871978282928,0.021099411
,,,,55500,,,0,0.73,185,82063,2.38,-0.32506963000000005,,,,,,,,,,
0,-0.07192131196148693,26805,1.34,55800,55800,0.92,,,,,,,0.2,0.16812500059604646,-0.7419722056388856,-0.03277918934822083,925,0.001,0.2623860836029053,0.006596758961677551,0.18202869802713395,0.025969407
,,,,55800,,,0,0.74,186,82503,2.33,-0.30685987000000003,,,,,,,,,,
0,-0.051196346734650434,26939,1.32,56100,56100,0.96,,,,,,,0.2,0.2143181824684143,-0.7146877384185791,-0.031139280721545218,930,0.001,0.3552948832511902,-0.005282364785671234,0.14757242262363435,0.04185467
,,,,56100,,,0,0.75,187,82923,2.33,-0.28021660000000004,,,,,,,,,,
0,-0.1387696368759498,27101,1.56,56400,56400,0.88,,,,,,,0.2,0.14954545527696608,-0.6459890794754028,-0.02460174914973322,935,0.001,0.21380615234375,0.010993342846632004,0.17063638478517532,0.022944938
,,,,56400,,,0,0.83,188,83397,1.82,-0.17457004999999998,,,,,,,,,,
