env/current_idx,eval/mean_ep_length,eval/success_rate,eval/mean_reward,time/total_timesteps,env/completion_counter,env/n_steps,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/iterations,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/loss,train/learning_rate,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/n_updates
8253,1.14,0.94,-0.0504497537156567,14100,0,14100,,,,,,,-0.40777089655399323,0.0043533766,-0.01334293753374368,0.061859291046857834,0.0001,0.039829545766115186,0.18195941284298897,0.17668896913528442,0.2,460
,,,,14100,,,1.59,20743,0.79,-0.18629210000000002,0,47,,,,,,,,,,
8442,1.3,0.9,-0.09024161339737474,14400,0,14400,,,,,,,-0.35770213007926943,0.0038633705,-0.011175757758264808,0.025891628116369247,0.0001,0.03431818202137947,0.16493469521403312,0.10075199604034424,0.2,470
,,,,14400,,,1.6,21186,0.76,-0.21954190999999998,0,48,,,,,,,,,,
8618,1.08,0.98,-0.027771694716066123,14700,0,14700,,,,,,,-0.37643772780895235,0.007401675,-0.013876494513824581,0.033643923699855804,0.0001,0.04113636389374733,0.16440301537513732,0.1753203272819519,0.2,480
,,,,14700,,,1.72,21610,0.7,-0.27319011,0,49,,,,,,,,,,
8800,1.14,0.96,-0.048735756296664476,15000,0,15000,,,,,,,-0.3798659074306488,0.007941762,-0.014160790833993814,0.03339158743619919,0.0001,0.056534091234207155,0.1623162318766117,0.23213446140289307,0.2,490
,,,,15000,,,1.61,22038,0.74,-0.1835992,0,50,,,,,,,,,,
9014,1.34,0.84,-0.15272490202449263,15300,0,15300,,,,,,,-0.3333385878801346,0.0017474752,-0.009307679476914927,0.024508975446224213,0.0001,0.03000000014901161,0.15655477836728096,0.21847140789031982,0.2,500
,,,,15300,,,1.33,22488,0.89,-0.12333127999999999,0,51,,,,,,,,,,
9191,1.34,0.86,-0.11061866907868534,15600,0,15600,,,,,,,-0.3314403027296066,0.004539645,-0.015144989010877907,0.004826664924621582,0.0001,0.053522727489471435,0.14078546181321144,0.12689810991287231,0.2,510
,,,,15600,,,1.74,22939,0.69,-0.2881885,0,52,,,,,,,,,,
9377,1.2,0.92,-0.08902696244884283,15900,0,15900,,,,,,,-0.24859829425811766,0.001622116,-0.005487744249403476,0.058520689606666565,0.0001,0.01400568187236786,0.17516616404056548,0.16446572542190552,0.2,520
,,,,15900,,,1.6,23388,0.75,-0.20130209000000002,0,53,,,,,,,,,,
9548,1.26,0.92,-0.09050273799337447,16200,0,16200,,,,,,,-0.31570623457431796,0.0035550215,-0.011480020415037871,0.0805433988571167,0.0001,0.04718750014901161,0.1853392791748047,0.019427835941314697,0.2,530
,,,,16200,,,1.67,23831,0.73,-0.20714956,0,54,,,,,,,,,,
9715,1.24,0.88,-0.08995578312315047,16500,0,16500,,,,,,,-0.30474251091480253,0.0039425953,-0.00909210960031487,0.06117583438754082,0.0001,0.03227272748947144,0.17582989379763603,0.14313364028930664,0.2,540
,,,,16500,,,1.77,24264,0.7,-0.29556123,0,55,,,,,,,,,,
9895,1.18,0.96,-0.05034343181643635,16800,0,16800,,,,,,,-0.2940554541349411,0.0038202573,-0.00877037980424575,0.05184221267700195,0.0001,0.02400568202137947,0.18800794079899788,0.08447396755218506,0.2,550
,,,,16800,,,1.66,24683,0.73,-0.22097978,0,56,,,,,,,,,,
10090,1.18,0.94,-0.028964669397100806,17100,0,17100,,,,,,,-0.2819235396385193,0.003117901,-0.007806508971843869,0.02951713465154171,0.0001,0.018948863744735717,0.1240231391787529,0.35484135150909424,0.2,560
,,,,17100,,,1.61,25102,0.75,-0.25361365999999996,0,57,,,,,,,,,,
10274,1.16,0.94,-0.06950253028422594,17400,0,17400,,,,,,,-0.38192038536071776,0.004810572,-0.009488070624647661,0.0690474659204483,0.0001,0.04514204576611519,0.15275603368878365,0.177606999874115,0.2,570
,,,,17400,,,1.63,25533,0.75,-0.22198988999999997,0,58,,,,,,,,,,
10457,1.2,0.92,-0.08925633518956602,17700,0,17700,,,,,,,-0.37982684969902036,0.0041052205,-0.012309928545728327,0.027265064418315887,0.0001,0.02775568202137947,0.16626373410224915,0.15218055248260498,0.2,580
,,,,17700,,,1.65,25956,0.74,-0.25255921000000003,0,59,,,,,,,,,,
10639,1.34,0.86,-0.15050198345445095,18000,0,18000,,,,,,,-0.3376916268467903,0.00310318,-0.009872290903294924,0.07560016214847565,0.0001,0.021306818276643755,0.18048539698123933,0.1270921230316162,0.2,590
,,,,18000,,,1.69,26400,0.69,-0.27581823,0,60,,,,,,,,,,
10828,1.32,0.86,-0.07048026334960014,18300,0,18300,,,,,,,-0.3248004075884819,0.0034375973,-0.010929357639979572,0.051083602011203766,0.0001,0.022926136553287506,0.17032948538661002,0.21640002727508545,0.2,600
,,,,18300,,,1.66,26819,0.76,-0.19110004999999997,0,61,,,,,,,,,,
11018,1.44,0.8,-0.15192522469907999,18600,0,18600,,,,,,,-0.3641152620315552,0.0040093223,-0.010802999344887211,0.04415597766637802,0.0001,0.04073863655328751,0.14235783070325853,0.28157275915145874,0.2,610
,,,,18600,,,1.56,27241,0.78,-0.18889676000000002,0,62,,,,,,,,,,
11203,1.14,0.96,-0.027955069788731635,18900,0,18900,,,,,,,-0.4392195579409599,0.0051231184,-0.010876084814080969,0.037647783756256104,0.0001,0.03167613655328751,0.16760906919837,0.08565419912338257,0.2,620
,,,,18900,,,1.59,27675,0.75,-0.25888425000000004,0,63,,,,,,,,,,
11394,1.24,0.92,-0.06946155772078783,19200,0,19200,,,,,,,-0.42142634093761444,0.008939914,-0.016394120992626996,0.021338343620300293,0.0001,0.04173295482993126,0.16778987407684326,0.18355143070220947,0.2,630
,,,,19200,,,1.61,28126,0.75,-0.20953841999999995,0,64,,,,,,,,,,
11574,1.24,0.9,-0.09083387139253318,19500,0,19500,,,,,,,-0.3475139480829239,0.00851951,-0.01418068190017948,0.03952489048242569,0.0001,0.04383522763848305,0.1623036630451679,0.17512810230255127,0.2,640
,,,,19500,,,1.71,28575,0.69,-0.27402208999999994,0,65,,,,,,,,,,
11763,1.34,0.86,-0.07127405578270554,19800,0,19800,,,,,,,-0.37996327221393583,0.0033535957,-0.013880512752803043,0.04832305759191513,0.0001,0.0358522729575634,0.16330489695072173,0.21029889583587646,0.2,650
,,,,19800,,,1.54,29011,0.78,-0.20136320999999996,0,66,,,,,,,,,,
11955,1.16,0.98,-0.02952031195163727,20100,0,20100,,,,,,,-0.32627976953983306,0.005032219,-0.014163802918046713,0.051498301327228546,0.0001,0.048096591234207155,0.169926038980484,0.08310705423355103,0.2,660
,,,,20100,,,1.61,29441,0.79,-0.20998815000000004,0,67,,,,,,,,,,
12131,1.32,0.86,-0.13208550840150565,20400,0,20400,,,,,,,-0.36082869648933413,0.007453027,-0.011740511981770396,0.04698378965258598,0.0001,0.04224431842565537,0.15709161639213562,0.1541057825088501,0.2,670
,,,,20400,,,1.76,29873,0.7,-0.27494346,0,68,,,,,,,,,,
12330,1.16,0.96,-0.008429509443230928,20700,0,20700,,,,,,,-0.3198075047135353,0.008699957,-0.01506608434021473,0.07231171429157257,0.0001,0.04894886389374733,0.1721391972899437,0.14779186248779297,0.2,680
,,,,20700,,,1.47,30300,0.84,-0.1542418,0,69,,,,,,,,,,
12529,1.42,0.8,-0.13404941303189843,21000,0,21000,,,,,,,-0.41635008752346037,0.00612441,-0.01550201217411086,0.05174727737903595,0.0001,0.05198863670229912,0.16225798428058624,0.13657861948013306,0.2,690
,,,,21000,,,1.5,30724,0.82,-0.17300665,0,70,,,,,,,,,,
12701,1.24,0.9,-0.09191610843408853,21300,0,21300,,,,,,,-0.3632874798774719,0.0018765524,-0.006447686095489189,0.04116591066122055,0.0001,0.01738636374473572,0.13337075904011728,0.2120887041091919,0.2,700
,,,,21300,,,1.7,31158,0.73,-0.27141156,0,71,,,,,,,,,,
12887,1.14,0.96,-0.050735437516123055,21600,0,21600,,,,,,,-0.3612550103664398,0.0058348305,-0.011835479526780546,0.038792867213487625,0.0001,0.032187500298023225,0.1740142460167408,0.2230941653251648,0.2,710
,,,,21600,,,1.64,31582,0.79,-0.20435020000000004,0,72,,,,,,,,,,
13079,1.18,0.94,-0.04870834198780358,21900,0,21900,,,,,,,-0.4300495153665543,0.0059046666,-0.01544486828322988,0.052545856684446335,0.0001,0.046335227489471435,0.16386227205395698,0.15545064210891724,0.2,720
,,,,21900,,,1.58,32016,0.78,-0.19913055999999998,0,73,,,,,,,,,,
13255,1.22,0.94,-0.06981815401930362,22200,0,22200,,,,,,,-0.5026049524545669,0.0036721732,-0.011691750893369317,0.026035282760858536,0.0001,0.03860795468091965,0.15549675419926642,0.2247624397277832,0.2,730
,,,,22200,,,1.78,32462,0.69,-0.25087176,0,74,,,,,,,,,,
13428,1.1,0.98,-0.027968309340067207,22500,0,22500,,,,,,,-0.42887664198875425,0.006588196,-0.017807602325920015,0.029192622750997543,0.0001,0.04551136374473572,0.16536404490470885,0.21673166751861572,0.2,740
,,,,22500,,,1.75,32979,0.7,-0.28176268,0,75,,,,,,,,,,
13618,1.28,0.88,-0.1319062391994521,22800,0,22800,,,,,,,-0.34659492909908296,0.0038154214,-0.011933666769182309,0.04747955873608589,0.0001,0.04548295482993126,0.14813202053308486,0.3407987952232361,0.2,750
,,,,22800,,,1.57,33436,0.8,-0.17520674999999997,0,76,,,,,,,,,,
13806,1.1,0.98,-0.027695198804140092,23100,0,23100,,,,,,,-0.31749035477638243,0.004566161,-0.0089350843297143,0.026774927973747253,0.0001,0.029176136553287504,0.1489258174598217,0.12290710210800171,0.2,760
,,,,23100,,,1.65,33857,0.73,-0.21434130000000007,0,77,,,,,,,,,,
13985,1.22,0.92,-0.07032109171152115,23400,0,23400,,,,,,,-0.4173687088489533,0.006016758,-0.015136480915825814,0.02436082810163498,0.0001,0.04329545482993126,0.16836509481072426,0.054936230182647705,0.2,770
,,,,23400,,,1.63,34280,0.72,-0.26804594,0,78,,,,,,,,,,
14166,1.24,0.9,-0.09243331359699368,23700,0,23700,,,,,,,-0.4058053624629974,0.002820659,-0.011209834874607623,0.03943875804543495,0.0001,0.03002840921282768,0.1706380505859852,0.20390576124191284,0.2,780
,,,,23700,,,1.6,34722,0.75,-0.25121681,0,79,,,,,,,,,,
14354,1.36,0.82,-0.1977520185848698,24000,0,24000,,,,,,,-0.4163156074285507,0.0050624516,-0.017375362407183275,0.03246399387717247,0.0001,0.03801136389374733,0.1737970870733261,0.20526224374771118,0.2,790
,,,,24000,,,1.62,35168,0.76,-0.23176110000000003,0,80,,,,,,,,,,
14543,1.2,0.92,-0.0688440128788352,24300,0,24300,,,,,,,-0.328918074965477,0.0051576803,-0.01314311767462641,0.03471923992037773,0.0001,0.05744318202137947,0.15473278298974036,0.20157617330551147,0.2,800
,,,,24300,,,1.59,35611,0.79,-0.22471021000000005,0,81,,,,,,,,,,
14717,1.22,0.9,-0.10963073677383363,24600,0,24600,,,,,,,-0.3565989190340042,0.006075922,-0.01485490848775953,0.047491103410720825,0.0001,0.04431818202137947,0.16305920377373695,0.19008493423461914,0.2,810
,,,,24600,,,1.75,36031,0.71,-0.26722292000000003,0,82,,,,,,,,,,
14888,1.3,0.88,-0.1326197869796306,24900,0,24900,,,,,,,-0.27629058450460436,0.004988864,-0.009488855476956815,0.041698865592479706,0.0001,0.029034091085195543,0.17833481550216676,0.13727861642837524,0.2,820
,,,,24900,,,1.71,36493,0.69,-0.27175034000000003,0,83,,,,,,,,,,
15079,1.34,0.88,-0.11201732588000596,25200,0,25200,,,,,,,-0.3197354233264923,0.0047483575,-0.00969386900542304,0.05064944550395012,0.0001,0.026136363744735717,0.16379339441657068,0.22606950998306274,0.2,830
,,,,25200,,,1.53,36940,0.82,-0.14731632,0,84,,,,,,,,,,
15268,1.26,0.88,-0.13097576382104306,25500,0,25500,,,,,,,-0.40294972389936445,0.0053424253,-0.01422702285228297,0.039450421929359436,0.0001,0.03920454561710358,0.1514692148566246,0.1346573829650879,0.2,840
,,,,25500,,,1.64,37350,0.73,-0.2583505,0,85,,,,,,,,,,
15468,1.22,0.9,-0.08910001169890165,25800,0,25800,,,,,,,-0.4166369295120239,0.004555824,-0.01403813023120165,0.02858051285147667,0.0001,0.03019886389374733,0.1609222437441349,0.192399263381958,0.2,850
,,,,25800,,,1.5,37764,0.83,-0.16126026999999998,0,86,,,,,,,,,,
15658,1.12,0.96,-0.047592084668576715,26100,0,26100,,,,,,,-0.3698640775680542,0.0043554446,-0.01608825728064403,0.030691510066390038,0.0001,0.06372159123420715,0.14873193830251694,0.18589532375335693,0.2,860
,,,,26100,,,1.59,38167,0.76,-0.25112154,0,87,,,,,,,,,,
15832,1.24,0.9,-0.09065464835148304,26400,0,26400,,,,,,,-0.3792236584424973,0.0033202278,-0.013125296746147796,0.02225622348487377,0.0001,0.03715909108519554,0.1260764379799366,0.3324611783027649,0.2,870
,,,,26400,,,1.7,38570,0.72,-0.27447381000000004,0,88,,,,,,,,,,
16012,1.18,0.94,-0.04871771646197885,26700,0,26700,,,,,,,-0.3185857677459717,0.0072705494,-0.013220180147327483,0.05683201551437378,0.0001,0.03306818202137947,0.17807590186595917,0.10006362199783325,0.2,880
,,,,26700,,,1.74,38990,0.67,-0.31283410999999994,0,89,,,,,,,,,,
16198,1.12,0.96,-0.02797703073360026,27000,0,27000,,,,,,,-0.38022017896175386,0.007357558,-0.0156994479666173,0.03893381729722023,0.0001,0.04122159108519554,0.1607859840989113,0.22639107704162598,0.2,890
,,,,27000,,,1.7,39425,0.68,-0.31859665,0,90,,,,,,,,,,
16389,1.26,0.88,-0.1290762205887586,27300,0,27300,,,,,,,-0.29258999824523924,0.0045883902,-0.011493466487154365,0.05672866478562355,0.0001,0.03264204561710358,0.1721857027709484,0.15218639373779297,0.2,900
,,,,27300,,,1.68,39850,0.74,-0.2432991,0,91,,,,,,,,,,
16571,1.18,0.96,-0.00882555586285889,27600,0,27600,,,,,,,-0.3197774764895439,0.0047478015,-0.01314486623276025,0.03905167430639267,0.0001,0.05278409123420715,0.13996293261647225,0.29485809803009033,0.2,910
,,,,27600,,,1.69,40262,0.73,-0.27714849999999996,0,92,,,,,,,,,,
16771,1.32,0.88,-0.07144468477461487,27900,0,27900,,,,,,,-0.3244915363192558,0.007606332,-0.012013333677314221,0.06773758679628372,0.0001,0.04224431842565537,0.1781836912035942,0.1339741349220276,0.2,920
,,,,27900,,,1.44,40686,0.84,-0.14151565,0,93,,,,,,,,,,
16956,1.26,0.9,-0.07231014319229871,28200,0,28200,,,,,,,-0.3685666435956955,0.0057272655,-0.011722196590853854,0.007843852043151855,0.0001,0.03414772748947144,0.14187294498085976,0.1262834668159485,0.2,930
,,,,28200,,,1.51,41103,0.79,-0.18664930999999998,0,94,,,,,,,,,,
17143,1.16,0.94,-0.04873367012478411,28500,0,28500,,,,,,,-0.3168590185046196,0.007494063,-0.011481174239888788,0.0511384978890419,0.0001,0.030767045617103576,0.16790502548217773,0.13556593656539917,0.2,940
,,,,28500,,,1.59,41505,0.75,-0.20878683000000003,0,95,,,,,,,,,,
17324,1.18,0.96,-0.049746530507691206,28800,0,28800,,,,,,,-0.3260007670521736,0.0028737192,-0.00987835921056103,0.061216630041599274,0.0001,0.03292613655328751,0.16425239756703378,0.1586453914642334,0.2,950
,,,,28800,,,1.67,41923,0.73,-0.23197341,0,96,,,,,,,,,,
17501,1.38,0.82,-0.1370263440720737,29100,0,29100,,,,,,,-0.27194005489349365,0.004931918,-0.010965460337465628,0.04446333646774292,0.0001,0.03619318202137947,0.1639317974448204,0.17968320846557617,0.2,960
,,,,29100,,,1.77,42347,0.66,-0.33697166,0,97,,,,,,,,,,
17677,1.32,0.86,-0.13400114928372203,29400,0,29400,,,,,,,-0.265197194814682,0.0049372884,-0.008821128091658465,0.0899076834321022,0.0001,0.027812500149011612,0.1869449335336685,0.14111196994781494,0.2,970
,,,,29400,,,1.74,42754,0.71,-0.2962211799999999,0,98,,,,,,,,,,
17866,1.38,0.82,-0.15116289807483554,29700,0,29700,,,,,,,-0.2896105220913887,0.004442599,-0.010009913417598,0.05396828055381775,0.0001,0.03451704561710358,0.17288761660456659,0.22256022691726685,0.2,980
,,,,29700,,,1.52,43165,0.81,-0.18114059000000002,0,99,,,,,,,,,,
18046,1.4,0.86,-0.11109036582987755,30000,0,30000,,,,,,,-0.23557786524295807,0.005646533,-0.010422297748737036,0.05069863051176071,0.0001,0.02940340921282768,0.1462845379114151,0.245519757270813,0.2,990
,,,,30000,,,1.76,43578,0.67,-0.24936801,0,100,,,,,,,,,,
18234,1.3,0.88,-0.13023385467939078,30300,0,30300,,,,,,,-0.2877531549334526,0.00439698,-0.009941892924252897,0.02204168774187565,0.0001,0.026903409212827682,0.1555499602854252,0.12709558010101318,0.2,1000
,,,,30300,,,1.58,43990,0.79,-0.18713506000000002,0,101,,,,,,,,,,
18405,1.16,0.94,-0.06945583201944829,30600,0,30600,,,,,,,-0.3614258047938347,0.0063252924,-0.012308529381407425,0.03449726477265358,0.0001,0.027613636553287507,0.1528812599182129,0.13340461254119873,0.2,1010
,,,,30600,,,1.76,44388,0.66,-0.29183799000000005,0,102,,,,,,,,,,
18586,1.12,0.98,-0.007937231631949544,30900,0,30900,,,,,,,-0.23690970301628111,0.005806979,-0.00941616965457797,0.0510408990085125,0.0001,0.037897727489471435,0.15657019436359407,0.18737244606018066,0.2,1020
,,,,30900,,,1.64,44781,0.75,-0.24624980999999999,0,103,,,,,,,,,,
18767,1.22,0.9,-0.06959955859463662,31200,0,31200,,,,,,,-0.3474628010392189,0.008538554,-0.012460960117168724,0.03462212532758713,0.0001,0.03386363655328751,0.1532967522740364,0.16288334131240845,0.2,1030
,,,,31200,,,1.65,45183,0.74,-0.26768061,0,104,,,,,,,,,,
18948,1.18,0.96,-0.04981888279318809,31500,0,31500,,,,,,,-0.3882494157552719,0.005026604,-0.014304976409184746,0.032919805496931076,0.0001,0.039687500298023225,0.17728423401713372,0.11071771383285522,0.2,1040
,,,,31500,,,1.54,45598,0.76,-0.21166527999999996,0,105,,,,,,,,,,
19126,1.16,0.94,-0.028466107337735594,31800,0,31800,,,,,,,-0.26461277037858966,0.0030042324,-0.008933459457475692,0.06435754895210266,0.0001,0.03153409108519554,0.16521833196282387,0.14778786897659302,0.2,1050
,,,,31800,,,1.7,45987,0.75,-0.27227860000000004,0,106,,,,,,,,,,
19311,1.36,0.84,-0.09174694931134582,32100,0,32100,,,,,,,-0.3031170663237572,0.0075053433,-0.014817530360305682,0.08981317281723022,0.0001,0.044772727489471434,0.19475071877241135,0.11487632989883423,0.2,1060
,,,,32100,,,1.62,46395,0.73,-0.21969302000000002,0,107,,,,,,,,,,
19474,1.2,0.92,-0.08913117886520922,32400,0,32400,,,,,,,-0.3060192158818245,0.0051912195,-0.009629247236589436,0.08760081976652145,0.0001,0.027556818276643753,0.17917090266942978,0.09339648485183716,0.2,1070
,,,,32400,,,1.84,46870,0.66,-0.34831287000000005,0,108,,,,,,,,,,
19663,1.34,0.86,-0.11010550634935498,32700,0,32700,,,,,,,-0.2989144331216812,0.005923972,-0.011090764433902223,0.05761126056313515,0.0001,0.03309659108519554,0.17004795014858246,0.2563548684120178,0.2,1080
,,,,32700,,,1.59,47275,0.75,-0.22248808999999997,0,109,,,,,,,,,,
19849,1.32,0.86,-0.11344177052844316,33000,0,33000,,,,,,,-0.21470993727445603,0.0033137929,-0.006348015367111656,0.05764389783143997,0.0001,0.020028409212827683,0.16408171519637108,0.17735880613327026,0.2,1090
,,,,33000,,,1.7,47699,0.73,-0.27697749999999993,0,110,,,,,,,,,,
20035,1.3,0.86,-0.10971773261670023,33300,0,33300,,,,,,,-0.3482613590359688,0.0062853447,-0.013569406606839038,0.028630245476961136,0.0001,0.04988636389374733,0.1439079761505127,0.32493066787719727,0.2,1100
,,,,33300,,,1.46,48126,0.86,-0.09616529,0,111,,,,,,,,,,
20219,1.26,0.92,-0.08945634552743285,33600,0,33600,,,,,,,-0.29333260267972944,0.0075124344,-0.01214780987938866,0.019909385591745377,0.0001,0.04886363670229912,0.1209107293188572,0.2858477234840393,0.2,1110
,,,,33600,,,1.62,48548,0.76,-0.19773895999999996,0,112,,,,,,,,,,
20416,1.24,0.88,-0.1099033102625981,33900,0,33900,,,,,,,-0.27679053872823717,0.004229638,-0.009607038538670168,0.07659358531236649,0.0001,0.03261363655328751,0.17318875089287758,0.0452876091003418,0.2,1120
