env/n_steps,env/completion_counter,eval/success_rate,time/total_timesteps,env/current_idx,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,train/n_updates,train/loss,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range
,,,63600,,,,1.68,0,212,-0.29621911,0.69,91268,,,,,,,,,,
63900,0,0.96,63900,37177,1.12,-0.028862125179730354,,,,,,,2120,-0.029421038925647736,0.0058678388595581055,0.21227272763848304,-0.04718002460896969,0.1536618,-0.21898373514413833,0.001,0.14827788934111596,0.2
,,,63900,,,,1.67,0,213,-0.25184418999999997,0.74,91706,,,,,,,,,,
64200,0,0.94,64200,37365,1.26,-0.07333175828680397,,,,,,,2130,-0.05231865867972374,-0.03720593452453613,0.22960227355360985,-0.03951970430091024,0.13885139,-0.22126497715711593,0.001,0.13909536093473435,0.2
,,,64200,,,,1.63,0,214,-0.24381543000000006,0.74,92152,,,,,,,,,,
64500,0,0.86,64500,37547,1.3,-0.1376094451546669,,,,,,,2140,-0.043267473578453064,0.031489551067352295,0.20434659078717232,-0.041519157215952875,0.15471698,-0.2059098143875599,0.001,0.12634854160249234,0.2
,,,64500,,,,1.7,0,215,-0.25707941000000006,0.7,92588,,,,,,,,,,
64800,0,0.9,64800,37731,1.26,-0.06920522599481047,,,,,,,2150,-0.0468873530626297,0.03419506549835205,0.21417613670229912,-0.04924269992858171,0.21365544,-0.21697339564561843,0.001,0.1319723739475012,0.2
,,,64800,,,,1.63,0,216,-0.19580414000000004,0.73,93036,,,,,,,,,,
65100,0,0.98,65100,37905,1.06,-0.0276458513783291,,,,,,,2160,-0.005299016833305359,-0.012994647026062012,0.21059659108519554,-0.04091040788218379,0.20861223,-0.21975877732038498,0.001,0.1498226171731949,0.2
,,,65100,,,,1.75,0,217,-0.30438637999999996,0.7,93465,,,,,,,,,,
65400,0,0.9,65400,38088,1.26,-0.10987454344518482,,,,,,,2170,-0.057903844863176346,0.11807727813720703,0.27400568276643755,-0.055098945749923585,0.18337826,-0.25850672274827957,0.001,0.14058415442705155,0.2
,,,65400,,,,1.66,0,218,-0.25079855999999995,0.72,94345,,,,,,,,,,
65700,0,0.92,65700,38263,1.3,-0.07110317037440836,,,,,,,2180,-0.0169951394200325,-0.1653308868408203,0.21321022719144822,-0.04213093353435397,0.18897119,-0.1913400386273861,0.001,0.16620210602879523,0.2
,,,65700,,,,1.73,0,219,-0.29346592000000005,0.69,94785,,,,,,,,,,
66000,0,0.88,66000,38450,1.36,-0.0529538593441248,,,,,,,2190,-0.029862649738788605,0.13614463806152344,0.2092897728085518,-0.04816313319373876,0.15706174,-0.2292829868197441,0.001,0.13108113467693328,0.2
,,,66000,,,,1.59,0,220,-0.18744745000000002,0.76,95238,,,,,,,,,,
66300,0,0.9,66300,38630,1.26,-0.09060941718518734,,,,,,,2200,-0.07015332579612732,0.14276832342147827,0.23133522778749466,-0.043042354993522165,0.116507195,-0.24270966082811354,0.001,0.10555630162358284,0.2
,,,66300,,,,1.66,0,221,-0.23270546999999997,0.76,95716,,,,,,,,,,
66600,0,0.9,66600,38815,1.22,-0.04941981284879148,,,,,,,2210,-0.03714955598115921,0.06668221950531006,0.22460227310657502,-0.04801185149815865,0.13518043,-0.23392781734466553,0.001,0.130551086217165,0.2
,,,66600,,,,1.61,0,222,-0.21690774000000002,0.74,96160,,,,,,,,,,
66900,0,0.88,66900,38996,1.28,-0.1129776603449136,,,,,,,2220,-0.03530646860599518,-0.0016143321990966797,0.22525568127632142,-0.04129896454513073,0.16594926,-0.24216518074274063,0.001,0.13874607361853122,0.2
,,,66900,,,,1.64,0,223,-0.20659764000000003,0.75,96623,,,,,,,,,,
67200,0,0.88,67200,39170,1.28,-0.11145753948483617,,,,,,,2230,-0.022304240614175797,0.12549376487731934,0.2221590918302536,-0.04049108572304249,0.18851839,-0.2005103212594986,0.001,0.11133385870605707,0.2
,,,67200,,,,1.77,0,224,-0.32895258999999993,0.67,97064,,,,,,,,,,
67500,0,0.94,67500,39349,1.2,-0.028998312852345408,,,,,,,2240,-0.03104526549577713,8.165836334228516e-05,0.20306818231940268,-0.04769318427890539,0.20494011,-0.23082296162843705,0.001,0.14196255505084993,0.2
,,,67500,,,,1.57,0,225,-0.17656196,0.76,97487,,,,,,,,,,
67800,0,0.92,67800,39526,1.2,-0.0962692386796698,,,,,,,2250,-0.052556101232767105,-0.07619869709014893,0.24735795482993125,-0.047147083496674895,0.20414391,-0.27678596109151843,0.001,0.15340014636516572,0.2
,,,67800,,,,1.72,0,226,-0.25423466000000006,0.71,97945,,,,,,,,,,
68100,0,0.96,68100,39708,1.2,-0.04926803877577186,,,,,,,2260,-0.043395016342401505,0.16887742280960083,0.24860795497894286,-0.05426236763596535,0.20643897,-0.24281443983316423,0.001,0.10239090077579022,0.2
,,,68100,,,,1.66,0,227,-0.25485380999999996,0.73,98411,,,,,,,,,,
68400,0,0.88,68400,39895,1.26,-0.0895705242594704,,,,,,,2270,-0.01500820741057396,0.027580320835113525,0.21713068202137947,-0.04233572737313807,0.14720304,-0.1999916034936905,0.001,0.12595930755138396,0.2
,,,68400,,,,1.54,0,228,-0.19677767999999995,0.81,98914,,,,,,,,,,
