env/n_steps,eval/success_rate,eval/mean_reward,eval/mean_ep_length,env/current_idx,env/completion_counter,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/success_rate,time/iterations,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/explained_variance,train/clip_fraction
54000,0.96,-0.02946449551265687,1.24,25469,0,54000,,,,,,,1790,0.001,-0.0584624707698822,0.2,-0.5108649307489395,-0.060967444833368065,0.14696385130286216,0.1151221,0.0950208306312561,0.2783522734045982
,,,,,,54000,82010,-0.26237265000000004,0,0.76,180,2.22,,,,,,,,,,
54300,0.86,-0.10215101078152657,1.64,25611,0,54300,,,,,,,1800,0.001,-0.06639495491981506,0.2,-0.45671997547149656,-0.05938418949022889,0.1430515606701374,0.19153126,-0.1568160057067871,0.2969602279365063
,,,,,,54300,82471,-0.24872947,0,0.8,181,2.15,,,,,,,,,,
54600,0.92,-0.07605099467560648,1.48,25758,0,54600,,,,,,,1810,0.001,-0.06654944270849228,0.2,-0.5083373844623565,-0.06386956820264458,0.15344896636903285,0.10656375,0.07740563154220581,0.28880681782960893
,,,,,,54600,82917,-0.21554385,0,0.85,182,1.9,,,,,,,,,,
54900,0.86,-0.1596260190801695,1.62,25893,0,54900,,,,,,,1820,0.001,-0.019196804612874985,0.2,-0.41088240742683413,-0.05251326644793153,0.15238355606794357,0.12467317,0.043655991554260254,0.24372159153223039
,,,,,,54900,83401,-0.25999049999999996,0,0.8,183,2.23,,,,,,,,,,
55200,0.9,-0.12067004532087594,1.68,26030,0,55200,,,,,,,1830,0.001,-0.03594681993126869,0.2,-0.42033351242542266,-0.06121708027087152,0.1388027510792017,0.17802839,0.024975836277008057,0.2547159095108509
,,,,,,55200,83882,-0.26271796999999997,0,0.77,184,2.24,,,,,,,,,,
55500,0.86,-0.11892494619823993,1.68,26157,0,55500,,,,,,,1840,0.001,-0.0801195278763771,0.2,-0.47602900803089143,-0.057984647545963525,0.14572170197963716,0.17583883,0.13983756303787231,0.29803977146744726
,,,,,,55500,84342,-0.26982992000000006,0,0.75,185,2.35,,,,,,,,,,
55800,0.98,-0.029733785428106785,1.22,26300,0,55800,,,,,,,1850,0.001,-0.055629123002290726,0.2,-0.47557798683643343,-0.061963447779417036,0.14276031114161014,0.16401613,0.05265170335769653,0.29312500059604646
,,,,,,55800,84776,-0.19576846000000003,0,0.83,186,2.01,,,,,,,,,,
56100,0.94,-0.07214875898323952,1.38,26461,0,56100,,,,,,,1860,0.001,-0.04719356819987297,0.2,-0.4880860143899918,-0.057985706124454736,0.14805344097316264,0.14110689,0.0480731725692749,0.3165056815743446
,,,,,,56100,85229,-0.26497256999999996,0,0.78,187,2.13,,,,,,,,,,
56400,0.9,-0.09637584718875587,1.66,26628,0,56400,,,,,,,1870,0.001,0.013928636908531189,0.2,-0.46026197493076326,-0.050087784435600045,0.15470243759453298,0.14223783,0.13681626319885254,0.282102273106575
,,,,,,56400,85674,-0.19516936000000001,0,0.85,188,1.86,,,,,,,,,,
56700,0.98,-0.028201133850961922,1.14,26759,0,56700,,,,,,,1880,0.001,-0.052380986511707306,0.2,-0.4126348513364792,-0.05268150838557631,0.12580209448933602,0.087621555,0.23718327283859253,0.25480113714933394
,,,,,,56700,86122,-0.28066075999999995,0,0.76,189,2.21,,,,,,,,,,
57000,0.98,-0.01228211035951972,1.34,26914,0,57000,,,,,,,1890,0.001,-0.07120025902986526,0.2,-0.4468016117811203,-0.05643604911863804,0.1505047719180584,0.17982057,0.06410735845565796,0.3054261364042759
,,,,,,57000,86563,-0.17946267999999996,0,0.85,190,1.84,,,,,,,,,,
57300,0.94,-0.05895406845957041,1.46,27052,0,57300,,,,,,,1900,0.001,-0.0753374993801117,0.2,-0.3975695013999939,-0.0551280814781785,0.12539100110530854,0.1922507,0.0476260781288147,0.26678977310657503
,,,,,,57300,87009,-0.26276081000000007,0,0.78,191,2.25,,,,,,,,,,
57600,0.96,-0.05788226267788559,1.36,27188,0,57600,,,,,,,1910,0.001,-0.045653119683265686,0.2,-0.4387495219707489,-0.06601229566149414,0.1390276639163494,0.09968819,0.13439077138900757,0.29619318157434465
,,,,,,57600,87438,-0.25322026999999997,0,0.78,192,2.17,,,,,,,,,,
57900,0.98,-0.03195805511903018,1.14,27330,0,57900,,,,,,,1920,0.001,-0.03800211846828461,0.2,-0.4702379137277603,-0.06245221260935068,0.12968532145023345,0.19805914,0.19920188188552856,0.3210511353611946
,,,,,,57900,87874,-0.15889962000000002,0,0.86,193,1.99,,,,,,,,,,
58200,0.84,-0.11800419634208083,1.8,27475,0,58200,,,,,,,1930,0.001,-0.05325435847043991,0.2,-0.3750607693195343,-0.04786255188286304,0.10801438849419355,0.12513907,-0.10523581504821777,0.24312500059604644
,,,,,,58200,88351,-0.16882423,0,0.83,194,1.91,,,,,,,,,,
58500,0.88,-0.07565375150647015,1.62,27625,0,58500,,,,,,,1940,0.001,-0.03923344612121582,0.2,-0.4048801976442337,-0.05463636104017496,0.13444906599819662,0.21735461,0.034207165241241455,0.2693181809782982
,,,,,,58500,88851,-0.16891834999999997,0,0.87,195,1.81,,,,,,,,,,
58800,0.98,-0.0291190066607669,1.22,27764,0,58800,,,,,,,1950,0.001,-0.034490279853343964,0.2,-0.3704530596733093,-0.04905346469953656,0.12810553960502147,0.10769744,-0.04851067066192627,0.2588636361062527
,,,,,,58800,89307,-0.27578452999999997,0,0.77,196,2.29,,,,,,,,,,
59100,0.9,-0.11745114905759692,1.52,27903,0,59100,,,,,,,1960,0.001,-0.04919876903295517,0.2,-0.4090312772989273,-0.053741255439817906,0.11896029707044363,0.15810765,0.19058597087860107,0.28025568202137946
,,,,,,59100,89789,-0.1935354,0,0.81,197,2.06,,,,,,,,,,
59400,0.92,-0.07337532011326403,1.42,28042,0,59400,,,,,,,1970,0.001,-0.08470307290554047,0.2,-0.3750654697418213,-0.05434448535554111,0.11393646109849215,0.17175063,0.06928086280822754,0.26397727340459826
,,,,,,59400,90269,-0.25780794,0,0.79,198,2.17,,,,,,,,,,
59700,0.94,-0.05645177457015962,1.46,28180,0,59700,,,,,,,1980,0.001,-0.05398103594779968,0.2,-0.3530492952466011,-0.05082781873643398,0.10908463343977928,0.15064755,0.1361457109451294,0.24846590921282768
,,,,,,59700,90746,-0.28150053999999997,0,0.76,199,2.17,,,,,,,,,,
60000,0.94,-0.07174677229020744,1.38,28336,0,60000,,,,,,,1990,0.001,-0.04904134199023247,0.2,-0.3809095400571823,-0.05079839397221804,0.11066525004804134,0.1443964,0.17417675256729126,0.24761363685131074
,,,,,,60000,91265,-0.20144559000000004,0,0.84,200,1.9,,,,,,,,,,
60300,0.98,-0.028286345074884593,1.14,28477,0,60300,,,,,,,2000,0.001,-0.034805089235305786,0.2,-0.3164502197504044,-0.04713118238956668,0.13385989643633367,0.097228944,-0.0097886323928833,0.2084375001490116
,,,,,,60300,91736,-0.25052910000000006,0,0.78,201,2.05,,,,,,,,,,
60600,0.92,-0.07206493055447936,1.42,28622,0,60600,,,,,,,2010,0.001,-0.026723168790340424,0.2,-0.31187821507453917,-0.04296679552644491,0.16043479934334756,0.08225022,0.03716623783111572,0.21031250029802323
,,,,,,60600,92215,-0.20571083999999995,0,0.85,202,1.91,,,,,,,,,,
60900,0.98,-0.008650662759318948,1.18,28777,0,60900,,,,,,,2020,0.001,-0.032002225518226624,0.2,-0.2925485897064209,-0.04637311575934291,0.14528453387320042,0.12634416,-0.07001268863677979,0.2347727271914482
,,,,,,60900,92680,-0.24215879999999998,0,0.81,203,1.97,,,,,,,,,,
61200,0.98,-0.030075647849589587,1.14,28935,0,61200,,,,,,,2030,0.001,-0.032427627593278885,0.2,-0.3029258590936661,-0.04031614936888218,0.10416848920285701,0.1538741,0.3076307773590088,0.2176420459151268
,,,,,,61200,93150,-0.16324249999999998,0,0.87,204,1.87,,,,,,,,,,
61500,0.98,-0.030624169427901506,1.12,29075,0,61500,,,,,,,2040,0.001,-0.03712638467550278,0.2,-0.3534435510635376,-0.05687236182857305,0.11196421012282372,0.16291413,0.11728787422180176,0.27710227280855176
,,,,,,61500,93603,-0.25502356,0,0.8,205,2.2,,,,,,,,,,
61800,0.96,-0.0296153878280893,1.3,29215,0,61800,,,,,,,2050,0.001,-0.04846951365470886,0.2,-0.3182910308241844,-0.0482085296488367,0.12575381942093372,0.1269252,0.14947915077209473,0.22744318187236787
,,,,,,61800,94326,-0.25481466,0,0.77,206,2.2,,,,,,,,,,
62100,0.96,-0.05152283664327115,1.42,29360,0,62100,,,,,,,2060,0.001,-0.023164179176092148,0.2,-0.312172064781189,-0.05154363736510277,0.1467553327232599,0.13559428,0.09261822700500488,0.23508522763848305
,,,,,,62100,94810,-0.22753320999999999,0,0.79,207,1.99,,,,,,,,,,
62400,0.94,-0.075425368482247,1.5,29497,0,62400,,,,,,,2070,0.001,-0.07102014869451523,0.2,-0.3407049721479416,-0.04399929865729064,0.10624895617365837,0.10934254,0.2996600866317749,0.2288068188726902
,,,,,,62400,95292,-0.26381059999999995,0,0.77,208,2.23,,,,,,,,,,
62700,0.94,-0.05316935811657458,1.38,29651,0,62700,,,,,,,2080,0.001,-0.05269494652748108,0.2,-0.37745702743530274,-0.04017545137554407,0.12233911938965321,0.11760461,0.18861454725265503,0.25812499940395356
,,,,,,62700,95785,-0.14784304999999998,0,0.89,209,1.83,,,,,,,,,,
63000,0.98,-0.03306379231158644,1.36,29793,0,63000,,,,,,,2090,0.001,-0.047822631895542145,0.2,-0.3154696500301361,-0.05054757606238127,0.1363877769559622,0.103784636,-0.08228528499603271,0.2399431809782982
,,,,,,63000,96254,-0.20971421999999998,0,0.81,210,2.11,,,,,,,,,,
63300,0.98,-0.03091028512455523,1.28,29939,0,63300,,,,,,,2100,0.001,-0.04812116548418999,0.2,-0.3454241716861725,-0.05203319057356566,0.13124070599675178,0.2109406,0.10742241144180298,0.249630681425333
,,,,,,63300,96726,-0.16972912999999998,0,0.85,211,1.86,,,,,,,,,,
63600,0.94,-0.05275793397333473,1.48,30086,0,63600,,,,,,,2110,0.001,-0.06717914342880249,0.2,-0.35578794956207277,-0.047906272001564505,0.148611701130867,0.105831645,-0.0006095170974731445,0.2200852271914482
,,,,,,63600,97305,-0.17441252,0,0.83,212,2.0,,,,,,,,,,
63900,0.98,-0.030615239022299647,1.24,30240,0,63900,,,,,,,2120,0.001,-0.06020393967628479,0.2,-0.33138945281505583,-0.055231925214466175,0.11397297240793705,0.14718509,0.15944993495941162,0.2563352270424366
,,,,,,63900,97775,-0.17617981000000005,0,0.86,213,1.79,,,,,,,,,,
64200,0.98,-0.03403990086168051,1.32,30387,0,64200,,,,,,,2130,0.001,-0.07438864558935165,0.2,-0.28192461967468263,-0.05035841405391693,0.12039819728583097,0.1327749,0.11487466096878052,0.22747159123420715
,,,,,,64200,98243,-0.22190297000000003,0,0.83,214,1.94,,,,,,,,,,
64500,0.94,-0.031486302325502036,1.3,30537,0,64500,,,,,,,2140,0.001,-0.03876402974128723,0.2,-0.33284896731376645,-0.05131297651678324,0.12168151125311852,0.17084396,0.18625110387802124,0.2732102271914482
,,,,,,64500,98731,-0.22490975999999996,0,0.8,215,2.05,,,,,,,,,,
