eval/success_rate,env/n_steps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,env/current_idx,env/completion_counter,time/iterations,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/n_updates,train/approx_kl,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/explained_variance,train/learning_rate
0.96,9540,9540,1.12,-0.027733385385945438,5901,0,,,,,,,0.0,-0.0013507083524018527,3170,0.0,0.04635387659072876,-1.19209286886246e-09,0.12189096063375474,0.2,0.4475191831588745,0.001
,,9540,,,,,318,36308,0,0.74,1.63,-0.24018089999999997,,,,,,,,,,
0.94,9570,9570,1.16,-0.06782413557171822,5918,0,,,,,,,0.0,-0.0013302674982696772,3180,0.0,0.05920788645744324,-1.5000502617823486e-08,0.13649236112833024,0.2,0.27169251441955566,0.001
,,9570,,,,,319,36407,0,0.76,1.58,-0.20503522,,,,,,,,,,
0.9,9600,9600,1.26,-0.06936422637663782,5935,0,,,,,,,0.0,-0.0013544510235078632,3190,0.0,0.07713223248720169,-3.357728355357636e-08,0.17555923461914064,0.2,0.12302100658416748,0.001
,,9600,,,,,320,36518,0,0.73,1.67,-0.22947608,,,,,,,,,,
0.96,9630,9630,1.16,-0.048621241971850394,5956,0,,,,,,,0.0,-0.001343688031192869,3200,0.0,0.06814957410097122,-2.5530656344585624e-08,0.17415899634361268,0.2,0.1344287395477295,0.001
,,9630,,,,,321,36631,0,0.74,1.63,-0.23882431000000004,,,,,,,,,,
0.88,9660,9660,1.26,-0.08994044323451816,5975,0,,,,,,,0.0,-0.0013467201613821089,3210,0.0,0.06648176163434982,-1.1821587753146901e-08,0.15459937900304793,0.2,-0.03289628028869629,0.001
,,9660,,,,,322,36742,0,0.74,1.61,-0.22910778999999998,,,,,,,,,,
0.94,9690,9690,1.16,-0.07028645287733525,5993,0,,,,,,,0.0,-0.0013477938249707223,3220,0.0,0.12529252469539642,3.774961321312275e-09,0.3410393387079239,0.2,0.07845675945281982,0.001
,,9690,,,,,323,36843,0,0.73,1.62,-0.23260945,,,,,,,,,,
0.96,9720,9720,1.18,-0.008859252803958953,6014,0,,,,,,,0.0,-0.0013326201005838811,3230,0.0,0.09927258640527725,1.1622905882191504e-08,0.22966708689928056,0.2,0.16444838047027588,0.001
,,9720,,,,,324,36949,0,0.75,1.6,-0.21372221,,,,,,,,,,
0.9,9750,9750,1.3,-0.09068200500216335,6033,0,,,,,,,0.0,-0.0016207059845328331,3240,0.0,0.054248686879873276,2.364317630565438e-08,0.12925666570663452,0.2,0.21635502576828003,0.001
,,9750,,,,,325,37061,0,0.78,1.53,-0.19823749999999996,,,,,,,,,,
0.88,9780,9780,1.28,-0.070645145252347,6052,0,,,,,,,0.0,-0.001339270710013807,3250,0.0,0.05994785577058792,-8.940696560877371e-09,0.18632029965519906,0.2,0.287089467048645,0.001
,,9780,,,,,326,37170,0,0.77,1.55,-0.21789469999999994,,,,,,,,,,
0.86,9810,9810,1.3,-0.15142534950748085,6070,0,,,,,,,0.0,-0.0013372303568758071,3260,0.0,0.10031009465456009,1.400709193077887e-08,0.2549333840608597,0.2,0.0025371909141540527,0.001
,,9810,,,,,327,37275,0,0.77,1.55,-0.22409367,,,,,,,,,,
0.9,9840,9840,1.22,-0.06811362709384411,6087,0,,,,,,,0.0,-0.0013543405570089818,3270,0.0,0.05823071300983429,4.0431817804886804e-08,0.14136745631694794,0.2,0.4801682233810425,0.001
,,9840,,,,,328,37379,0,0.75,1.58,-0.24038243999999998,,,,,,,,,,
0.96,9870,9870,1.14,-0.03130459275562316,6110,0,,,,,,,0.0,-0.0013287540059536695,3280,0.0,0.05087503418326378,1.3050934022373895e-08,0.14006497263908385,0.2,0.47630107402801514,0.001
,,9870,,,,,329,37476,0,0.76,1.54,-0.23779570000000003,,,,,,,,,,
0.96,9900,9900,1.14,-0.04850030043162405,6132,0,,,,,,,0.0,-0.001352672919165343,3290,0.0,0.0487210638821125,-3.6756201193810512e-09,0.1231828585267067,0.2,0.20231658220291138,0.001
,,9900,,,,,330,37580,0,0.78,1.51,-0.20839994000000003,,,,,,,,,,
0.96,9930,9930,1.16,-0.00879517786204815,6152,0,,,,,,,0.0,-0.0013471250771544875,3300,0.0,0.07051970064640045,-2.3841858709516827e-09,0.17883880883455278,0.2,-0.39258110523223877,0.001
,,9930,,,,,331,37680,0,0.78,1.5,-0.20372686,,,,,,,,,,
0.92,9960,9960,1.18,-0.04863191567827016,6170,0,,,,,,,0.0,-0.0013541209162212908,3310,0.0,0.09619355946779251,9.536743794669177e-09,0.20212176889181138,0.2,0.22014033794403076,0.001
,,9960,,,,,332,37776,0,0.78,1.5,-0.18523771,,,,,,,,,,
0.84,9990,9990,1.34,-0.15430785020347684,6190,0,,,,,,,0.0,-0.0013527339906431735,3320,0.0,0.09202627092599869,-7.3512398390818134e-09,0.21161471158266068,0.2,0.10853308439254761,0.001
,,9990,,,,,333,37892,0,0.8,1.47,-0.16070210000000004,,,,,,,,,,
0.94,10020,10020,1.22,-0.03231039409060031,6212,0,,,,,,,0.0,-0.0013126149075105785,3330,0.0,0.09025786072015762,2.036492081636254e-08,0.20727953761816026,0.2,-0.14989542961120605,0.001
,,10020,,,,,334,38002,0,0.8,1.48,-0.16441452999999995,,,,,,,,,,
0.94,10050,10050,1.2,-0.049833968370221554,6231,0,,,,,,,0.0,-0.0013944970443844796,3340,0.0,0.05573457479476929,-1.5695890009936876e-08,0.11672175526618958,0.2,0.20398539304733276,0.001
,,10050,,,,,335,38105,0,0.79,1.51,-0.18662483000000002,,,,,,,,,,
0.98,10080,10080,1.14,-0.02816592234186828,6252,0,,,,,,,0.0,-0.0013415443594567479,3350,0.0,0.07873734831809998,6.953875320014902e-09,0.18676128685474397,0.2,0.13649600744247437,0.001
,,10080,,,,,336,38209,0,0.79,1.5,-0.18365763999999996,,,,,,,,,,
0.88,10110,10110,1.28,-0.051488932552747425,6272,0,,,,,,,0.0,-0.0014320331043563782,3360,0.0,0.06698475778102875,-3.0001004613922075e-08,0.1535824328660965,0.2,0.29054176807403564,0.001
,,10110,,,,,337,38316,0,0.81,1.48,-0.16844306,,,,,,,,,,
0.94,10140,10140,1.16,-0.0482242680573836,6293,0,,,,,,,0.0,-0.0013338372809812427,3370,0.0,0.04335452988743782,5.165735883494449e-09,0.11296239718794823,0.2,0.3990578055381775,0.001
,,10140,,,,,338,38413,0,0.82,1.46,-0.17402735000000003,,,,,,,,,,
0.92,10170,10170,1.22,-0.0899339306820184,6311,0,,,,,,,0.0,-0.0013508411007933318,3380,0.0,0.08000914007425308,2.7815501679739897e-09,0.18927922695875168,0.2,-0.04411494731903076,0.001
,,10170,,,,,339,38520,0,0.8,1.51,-0.19827516000000003,,,,,,,,,,
0.86,10200,10200,1.32,-0.13292768336832522,6327,0,,,,,,,0.0,-0.001342583680525422,3390,0.0,0.08616591989994049,1.4056761910019589e-08,0.20499551594257354,0.2,0.16230255365371704,0.001
,,10200,,,,,340,38634,0,0.77,1.55,-0.22854136999999997,,,,,,,,,,
0.92,10230,10230,1.2,-0.09220840077847242,6349,0,,,,,,,0.0,-0.0013311018235981464,3400,0.0,0.05332954227924347,-2.6226043381427645e-08,0.1407471016049385,0.2,0.3204391598701477,0.001
,,10230,,,,,341,38743,0,0.78,1.53,-0.22898332999999993,,,,,,,,,,
0.94,10260,10260,1.12,-0.06755465474445373,6366,0,,,,,,,0.0,-0.0013225394999608398,3410,0.0,0.05793822184205055,7.947285052267716e-10,0.16888372525572776,0.2,0.29597073793411255,0.001
,,10260,,,,,342,38843,0,0.75,1.58,-0.25311645,,,,,,,,,,
0.86,10290,10290,1.32,-0.11293769946787506,6384,0,,,,,,,0.0,-0.0013225427363067865,3420,0.0,0.08081366121768951,-6.37024655247842e-09,0.19590049535036086,0.2,0.18695569038391113,0.001
,,10290,,,,,343,38960,0,0.73,1.62,-0.28766873,,,,,,,,,,
0.94,10320,10320,1.14,-0.04853995299898088,6403,0,,,,,,,0.0,-0.0013780229724943637,3430,0.0,0.08318179100751877,5.364418154130135e-09,0.19989942908287048,0.2,0.10863739252090454,0.001
,,10320,,,,,344,39067,0,0.72,1.65,-0.28668092,,,,,,,,,,
0.9,10350,10350,1.24,-0.11078581275884063,6417,0,,,,,,,0.0,-0.0013385126367211342,3440,0.0,0.06921806931495667,1.8676122737204538e-08,0.17282618284225465,0.2,0.21136713027954102,0.001
,,10350,,,,,345,39185,0,0.71,1.68,-0.27915052999999995,,,,,,,,,,
0.94,10380,10380,1.22,-0.04923562172334641,6436,0,,,,,,,0.0,-0.0013888544053770602,3450,0.0,0.08693452924489975,7.947286251308583e-09,0.20969312489032746,0.2,-0.02523326873779297,0.001
,,10380,,,,,346,39299,0,0.71,1.71,-0.25997487999999996,,,,,,,,,,
0.82,10410,10410,1.36,-0.13285864883568138,6455,0,,,,,,,0.0,-0.0013402116019278765,3460,0.0,0.04821280762553215,-7.569789932659887e-08,0.11381689682602883,0.2,0.34838300943374634,0.001
,,10410,,,,,347,39431,0,0.71,1.69,-0.24636537,,,,,,,,,,
0.84,10440,10440,1.36,-0.1561465089255944,6479,0,,,,,,,0.0,-0.0013249455485492944,3470,0.0,0.07578002661466599,-1.6093254373572564e-08,0.18522636890411376,0.2,0.15250617265701294,0.001
,,10440,,,,,348,39548,0,0.78,1.57,-0.16040319,,,,,,,,,,
0.94,10470,10470,1.14,-0.051679129600524905,6497,0,,,,,,,0.0,-0.001334950840100646,3480,0.0,0.03065015934407711,1.1722246995304886e-08,0.13118157908320427,0.2,-11.695121765136719,0.001
,,10470,,,,,349,39648,0,0.76,1.6,-0.18087839,,,,,,,,,,
0.98,10500,10500,1.06,-0.026923774764873086,6517,0,,,,,,,0.0,-0.00437016983050853,3490,1.792113e-06,0.1067444309592247,-0.00013317147765814496,0.2671814575791359,0.2,0.2706872224807739,0.001
,,10500,,,,,350,39746,0,0.82,1.48,-0.14133698,,,,,,,,,,
0.94,10530,10530,1.2,-0.04891137395054102,6534,0,,,,,,,0.0,-0.00133687611669302,3500,0.0,0.04792071506381035,1.3381242620624788e-07,0.11375380232930184,0.2,0.31183862686157227,0.001
,,10530,,,,,351,39856,0,0.8,1.52,-0.16301136000000002,,,,,,,,,,
0.98,10560,10560,1.1,-0.027848662883043288,6555,0,,,,,,,0.0,-0.001363837905228138,3510,0.0,0.08561841398477554,1.2318293096669209e-08,0.19373300075531005,0.2,0.11894726753234863,0.001
,,10560,,,,,352,39956,0,0.81,1.49,-0.17221135,,,,,,,,,,
0.9,10590,10590,1.26,-0.09209987972863018,6575,0,,,,,,,0.0,-0.0013523552101105452,3520,0.0,0.07365761697292328,8.543332707944273e-09,0.15898279696702958,0.2,0.31140393018722534,0.001
,,10590,,,,,353,40083,0,0.79,1.55,-0.19555763000000007,,,,,,,,,,
0.84,10620,10620,1.38,-0.1506771364994347,6596,0,,,,,,,0.026666668057441712,-0.0009461722802370787,3530,0.02374645,0.05835973098874092,-0.010520974866424915,0.1567910686135292,0.2,0.04618257284164429,0.001
,,10620,,,,,354,40209,0,0.79,1.53,-0.20761849999999998,,,,,,,,,,
0.8,10650,10650,1.46,-0.17678996763192117,6622,0,,,,,,,0.0,-0.000415338427410461,3540,0.0,0.06684905290603638,4.96704899433098e-10,0.15730397701263427,0.2,0.3881344795227051,0.001
,,10650,,,,,355,40325,0,0.83,1.44,-0.18611797,,,,,,,,,,
0.92,10680,10680,1.22,-0.06998554327525199,6645,0,,,,,,,0.0,-0.00033734868629835545,3550,0.0,0.04195430874824524,-5.9232109883566865e-09,0.15105105936527252,0.2,0.04762905836105347,0.001
,,10680,,,,,356,40436,0,0.86,1.35,-0.15253388,,,,,,,,,,
0.92,10710,10710,1.24,-0.07254730451852083,6660,0,,,,,,,0.0,-0.0003426133655011654,3560,0.0,0.09931778162717819,7.947287716802976e-10,0.24534133374691008,0.2,0.04129374027252197,0.001
,,10710,,,,,357,40544,0,0.83,1.43,-0.18347011000000002,,,,,,,,,,
0.94,10740,10740,1.12,-0.06994420761242509,6676,0,,,,,,,0.0,-0.00031836279667913915,3570,0.0,0.08153318613767624,8.362034966680199e-08,0.17459963411092758,0.2,0.24515169858932495,0.001
,,10740,,,,,358,40640,0,0.8,1.48,-0.19648273000000002,,,,,,,,,,
0.94,10770,10770,1.2,-0.049403048157691955,6694,0,,,,,,,0.0,-0.0003082745330175385,3580,0.0,0.10592827945947647,1.88748030538477e-09,0.23654145300388335,0.2,0.057548701763153076,0.001
,,10770,,,,,359,40749,0,0.79,1.53,-0.20766846,,,,,,,,,,
0.96,10800,10800,1.1,-0.030172317987307906,6712,0,,,,,,,0.0,-0.0003120426379609853,3590,0.0,0.06890165060758591,-4.013379459877342e-08,0.15745192617177964,0.2,0.3513392210006714,0.001
,,10800,,,,,360,40854,0,0.76,1.62,-0.23804119000000004,,,,,,,,,,
0.94,10830,10830,1.2,-0.05123281508218497,6730,0,,,,,,,0.0,-0.0003141923050861806,3600,0.0,0.09083667397499084,6.049871448254862e-08,0.2252398446202278,0.2,0.2509363889694214,0.001
,,10830,,,,,361,40958,0,0.72,1.71,-0.27078915000000003,,,,,,,,,,
0.92,10860,10860,1.22,-0.089605682650581,6753,0,,,,,,,0.0,-0.0035748953348957004,3610,2.0209949e-05,0.0845785066485405,-0.001098404944059439,0.21232625097036362,0.2,-0.1425238847732544,0.001
,,10860,,,,,362,41071,0,0.76,1.63,-0.21857984999999996,,,,,,,,,,
0.9,10890,10890,1.24,-0.08885313501115888,6769,0,,,,,,,0.0,-0.00029872981540393086,3620,0.0,0.034671008586883545,4.472831935942168e-08,0.0851888231933117,0.2,0.20743489265441895,0.001
,,10890,,,,,363,41173,0,0.75,1.63,-0.22495373999999999,,,,,,,,,,
0.84,10920,10920,1.36,-0.09066340987104922,6789,0,,,,,,,0.0,-0.0002895850222557783,3630,0.0,0.10306540131568909,-4.8677127750806905e-08,0.25230407565832136,0.2,0.112235426902771,0.001
,,10920,,,,,364,41285,0,0.78,1.57,-0.17079226000000003,,,,,,,,,,
0.96,10950,10950,1.1,-0.04725350599735975,6805,0,,,,,,,0.0,-0.0002988822729093954,3640,0.0,0.05336872860789299,5.255142863092033e-08,0.1356917627155781,0.2,-0.021070241928100586,0.001
,,10950,,,,,365,41385,0,0.76,1.6,-0.18289314999999998,,,,,,,,,,
0.94,10980,10980,1.16,-0.04789592639077455,6820,0,,,,,,,0.0,-0.0002835766150383279,3650,0.0,0.11135947704315186,3.70542210248459e-08,0.25965192168951035,0.2,0.19417810440063477,0.001
,,10980,,,,,366,41486,0,0.73,1.63,-0.22957923000000002,,,,,,,,,,
0.88,11010,11010,1.32,-0.1305754904448986,6836,0,,,,,,,0.0,-0.0002871740754926577,3660,0.0,0.08130771666765213,-3.159046197964699e-08,0.18983760774135588,0.2,0.22340917587280273,0.001
,,11010,,,,,367,41592,0,0.69,1.71,-0.27579072,,,,,,,,,,
0.92,11040,11040,1.22,-0.08908907600678503,6853,0,,,,,,,0.0,-0.00028316587558947505,3670,0.0,0.06343300640583038,-7.74860411389966e-09,0.14623795598745346,0.2,0.3523496985435486,0.001
,,11040,,,,,368,41700,0,0.65,1.8,-0.30783544,,,,,,,,,,
0.94,11070,11070,1.16,-0.04843282535672188,6876,0,,,,,,,0.0,-0.0002844944596290588,3680,0.0,0.08807814121246338,2.0066897699067e-08,0.21358709037303925,0.2,0.01945662498474121,0.001
,,11070,,,,,369,41800,0,0.69,1.71,-0.2874539099999999,,,,,,,,,,
0.82,11100,11100,1.38,-0.15115807071793824,6895,0,,,,,,,0.0,-0.00028264837455935774,3690,0.0,0.04448462277650833,1.01327898960335e-08,0.1107566773891449,0.2,0.42073702812194824,0.001
,,11100,,,,,370,41912,0,0.71,1.68,-0.26503052,,,,,,,,,,
0.96,11130,11130,1.1,-0.0281035511335358,6914,0,,,,,,,0.0,-0.00028161354130133985,3700,0.0,0.07156296819448471,8.642673687830893e-09,0.1803462713956833,0.2,-0.20324909687042236,0.001
,,11130,,,,,371,42015,0,0.73,1.64,-0.26510469000000003,,,,,,,,,,
0.84,11160,11160,1.38,-0.15303646174725144,6932,0,,,,,,,0.0,-0.00029616188257932665,3710,0.0,0.08294843137264252,2.076228433622873e-08,0.1993785247206688,0.2,0.2591625452041626,0.001
,,11160,,,,,372,42139,0,0.78,1.56,-0.20442230000000003,,,,,,,,,,
0.94,11190,11190,1.12,-0.0720779178570956,6947,0,,,,,,,0.0,-0.0002848432253813371,3720,0.0,0.10535167902708054,3.5762794947657994e-09,0.2884522289037704,0.2,-0.17129218578338623,0.001
,,11190,,,,,373,42239,0,0.77,1.57,-0.21675001000000002,,,,,,,,,,
0.86,11220,11220,1.3,-0.11207608940079808,6967,0,,,,,,,0.0,-0.0002836943109286949,3730,0.0,0.11613201349973679,1.8775463672682236e-08,0.30427238494157793,0.2,0.13880091905593872,0.001
,,11220,,,,,374,42354,0,0.76,1.6,-0.20837914000000002,,,,,,,,,,
0.94,11250,11250,1.2,-0.07107951178681106,6987,0,,,,,,,0.0,-0.0002861717744963244,3740,0.0,0.05316292867064476,-4.072983905700767e-09,0.13911040499806404,0.2,0.23516780138015747,0.001
,,11250,,,,,375,42468,0,0.73,1.62,-0.21007274000000004,,,,,,,,,,
0.94,11280,11280,1.14,-0.04847507315687835,7008,0,,,,,,,0.0,-0.00028374154935590924,3750,0.0,0.08664707839488983,1.2119611358940575e-08,0.19119400084018706,0.2,-0.13980185985565186,0.001
,,11280,,,,,376,42563,0,0.75,1.6,-0.21425091,,,,,,,,,,
0.94,11310,11310,1.16,-0.04908159834332764,7028,0,,,,,,,0.030000001564621924,-0.055055718123912814,3760,0.083693884,0.10522167384624481,-0.0009117339225485743,0.2197142571210861,0.2,0.026958107948303223,0.001
,,11310,,,,,377,42685,0,0.76,1.57,-0.20486117000000004,,,,,,,,,,
0.9,11340,11340,1.22,-0.07030353027395904,7044,0,,,,,,,0.0,-0.0002928900590632111,3770,0.0,0.06616109609603882,2.0066897588044696e-08,0.15438350588083266,0.2,0.18713730573654175,0.001
,,11340,,,,,378,42805,0,0.75,1.59,-0.21974322999999998,,,,,,,,,,
1.0,11370,11370,1.08,-0.007216971362940967,7066,0,,,,,,,0.0,-0.0002844535018084571,3780,0.0,0.0673246830701828,1.9470851042591164e-08,0.1528633415699005,0.2,0.26474225521087646,0.001
,,11370,,,,,379,42899,0,0.79,1.51,-0.19117478,,,,,,,,,,
0.92,11400,11400,1.24,-0.09452387632802128,7085,0,,,,,,,0.0,-0.000286027995753102,3790,0.0,0.08501441031694412,-6.137415997642392e-09,0.2514420971274376,0.2,0.09833180904388428,0.001
,,11400,,,,,380,43001,0,0.78,1.54,-0.22199322000000002,,,,,,,,,,
0.94,11430,11430,1.16,-0.0682024971023202,7107,0,,,,,,,0.0,-0.0003668212302727625,3800,0.0,0.08757836371660233,9.536743661442416e-09,0.2276891902089119,0.2,0.4422251582145691,0.001
,,11430,,,,,381,43102,0,0.79,1.51,-0.20676794000000004,,,,,,,,,,
0.94,11460,11460,1.24,-0.0688815595395863,7125,0,,,,,,,0.0,-0.0002797492837999016,3810,0.0,0.048199139535427094,-2.6424726762286353e-08,0.11273690313100815,0.2,0.20214080810546875,0.001
,,11460,,,,,382,43207,0,0.76,1.55,-0.23523430999999997,,,,,,,,,,
0.9,11490,11490,1.32,-0.0922277379129082,7149,0,,,,,,,0.0,-0.0002946894819615409,3820,0.0,0.1087285503745079,5.960465676579929e-10,0.26597111076116564,0.2,-0.155920147895813,0.001
,,11490,,,,,383,43315,0,0.82,1.43,-0.18738541,,,,,,,,,,
0.82,11520,11520,1.4,-0.17525430623441934,7166,0,,,,,,,0.0,-0.00029004240059293807,3830,0.0,0.03878815472126007,1.0232130254195226e-08,0.10964871197938919,0.2,0.5158336162567139,0.001
,,11520,,,,,384,43427,0,0.78,1.51,-0.21377411999999998,,,,,,,,,,
0.98,11550,11550,1.14,-0.02859565444290638,7184,0,,,,,,,0.0,-0.0002884615154471248,3840,0.0,0.08295384794473648,1.192092922153165e-08,0.2197508841753006,0.2,0.25206565856933594,0.001
,,11550,,,,,385,43525,0,0.79,1.5,-0.19219822999999997,,,,,,,,,,
0.94,11580,11580,1.2,-0.07321785928681493,7204,0,,,,,,,0.0,-0.00028253487253095957,3850,0.0,0.04962105676531792,-4.569689537881061e-09,0.13190204426646232,0.2,0.3796737790107727,0.001
,,11580,,,,,386,43626,0,0.76,1.56,-0.19539460000000006,,,,,,,,,,
1.0,11610,11610,1.06,-0.007128903176635504,7224,0,,,,,,,0.0,-0.0002990759938256815,3860,0.0,0.06914857029914856,4.867712644074374e-09,0.15744299590587615,0.2,-0.08816373348236084,0.001
,,11610,,,,,387,43726,0,0.78,1.53,-0.20008805000000002,,,,,,,,,,
0.88,11640,11640,1.24,-0.10930069137830287,7243,0,,,,,,,0.0,-0.0002845188544597477,3870,0.0,0.06124277785420418,-7.748604291535343e-09,0.13047029823064804,0.2,0.5113505721092224,0.001
,,11640,,,,,388,43831,0,0.75,1.59,-0.21975009,,,,,,,,,,
0.94,11670,11670,1.12,-0.007838405864313246,7266,0,,,,,,,0.0,-0.0002862753171939403,3880,0.0,0.06142233684659004,1.2914339042602307e-09,0.16336194202303886,0.2,0.21173536777496338,0.001
,,11670,,,,,389,43934,0,0.78,1.51,-0.17859111,,,,,,,,,,
