eval/mean_reward,eval/mean_ep_length,env/current_idx,eval/success_rate,env/completion_counter,env/n_steps,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/value_loss,train/approx_kl,train/explained_variance,train/loss
-0.029754493311047556,1.24,25874,0.98,0,53100,53100,,,,,,,-0.0002669241076166173,0.2,0.0,-0.03611776709556579,0.0001,880,0.1674844965338707,2.3490935e-05,0.3330031633377075,0.08184240758419037
,,,,,,53100,-0.19338483000000004,0,177,79780,0.84,2.02,,,,,,,,,,
-0.07566883559338748,1.4,26025,0.92,0,53400,53400,,,,,,,5.718088841106805e-05,0.2,0.0,-0.037872657924890515,0.0001,885,0.15837648689746855,2.503395e-06,0.27196723222732544,0.05929620563983917
,,,,,,53400,-0.13629212,0,178,80232,0.88,1.87,,,,,,,,,,
-0.031443329732865094,1.2,26187,0.98,0,53700,53700,,,,,,,-0.0001170866394585346,0.2,0.0,-0.037240803241729736,0.0001,890,0.16211937963962555,7.767789e-06,0.20652145147323608,0.07776877284049988
,,,,,,53700,-0.16112404000000005,0,179,80670,0.88,1.7,,,,,,,,,,
-0.053125422238372265,1.26,26339,0.96,0,54000,54000,,,,,,,3.927353364616692e-06,0.2,0.0,-0.0360216960310936,0.0001,895,0.18108559131622315,1.2665987e-08,0.29513615369796753,0.08840100467205048
,,,,,,54000,-0.21743780999999998,0,180,81126,0.84,1.98,,,,,,,,,,
-0.05128333863336593,1.3,26497,0.96,0,54300,54300,,,,,,,-3.317540379299544e-08,0.2,0.0,-0.0360456982254982,0.0001,900,0.1842600190639496,0.0,0.3236340284347534,0.10430186241865158
,,,,,,54300,-0.23841848,0,181,81588,0.81,2.08,,,,,,,,,,
-0.05830355681478977,1.46,26624,0.94,0,54600,54600,,,,,,,-1.467933685717071e-08,0.2,0.0,-0.036078907698392865,0.0001,905,0.17076512783765793,0.0,0.33618879318237305,0.0666632130742073
,,,,,,54600,-0.32099073000000006,0,182,82039,0.74,2.38,,,,,,,,,,
-0.05461915361694992,1.24,26792,0.96,0,54900,54900,,,,,,,-0.00022667958993814353,0.2,0.0,-0.03678448811173439,0.0001,910,0.2099713671207428,2.2455304e-05,0.16035449504852295,0.12173614650964737
,,,,,,54900,-0.13454152,0,183,82471,0.9,1.74,,,,,,,,,,
-0.11746928699314595,1.66,26934,0.88,0,55200,55200,,,,,,,-0.00016485133462333933,0.2,0.0,-0.03811545938253403,0.0001,915,0.2014632761478424,2.198834e-05,-0.027243375778198242,0.07291563600301743
,,,,,,55200,-0.18605934999999998,0,184,82935,0.84,2.07,,,,,,,,,,
-0.07177436294034123,1.42,27078,0.92,0,55500,55500,,,,,,,-2.6007081270869036e-05,0.2,0.0,-0.037847829461097715,0.0001,920,0.16835341453552247,7.4528157e-06,0.2633870244026184,0.0753040760755539
,,,,,,55500,-0.18800794000000004,0,185,83391,0.82,2.06,,,,,,,,,,
-0.009236405729316175,1.24,27233,0.98,0,55800,55800,,,,,,,-5.9729445386125235e-05,0.2,0.0,-0.038925347179174424,0.0001,925,0.1891520929336548,7.238239e-06,0.21709144115447998,0.09097465127706528
,,,,,,55800,-0.19522572,0,186,83848,0.86,1.93,,,,,,,,,,
-0.031130208475515245,1.36,27380,0.96,0,56100,56100,,,,,,,-2.03073769807105e-05,0.2,0.0,-0.03960771188139915,0.0001,930,0.1684274858236313,9.199791e-06,0.35812467336654663,0.07828676700592041
,,,,,,56100,-0.21995216000000004,0,187,84290,0.82,2.01,,,,,,,,,,
-0.07570423162076623,1.56,27529,0.94,0,56400,56400,,,,,,,-0.0012239359454679288,0.2,0.000625,-0.03644349679350853,0.0001,935,0.17230941444635392,0.00014929063,0.33259254693984985,0.10334879159927368
,,,,,,56400,-0.23891020999999998,0,188,84757,0.78,2.23,,,,,,,,,,
-0.029485970637761056,1.24,27690,0.98,0,56700,56700,,,,,,,1.0302121111749329e-08,0.2,0.0,-0.0325660166144371,0.0001,940,0.1660938224196434,0.0,0.2603967785835266,0.08236518502235413
,,,,,,56700,-0.17228151999999997,0,189,85186,0.86,1.83,,,,,,,,,,
-0.05059184529352933,1.32,27847,0.96,0,57000,57000,,,,,,,-0.0001224614882945474,0.2,0.0,-0.03275203675031662,0.0001,945,0.16516783177852631,1.43904235e-05,0.2636980414390564,0.06732054799795151
,,,,,,57000,-0.16072099,0,190,85653,0.88,1.74,,,,,,,,,,
-0.007945309225469828,1.16,28003,1.0,0,57300,57300,,,,,,,-4.636788645711931e-05,0.2,0.0,-0.03454777523875237,0.0001,950,0.16986667156219482,3.5092233e-07,0.29643094539642334,0.06501062214374542
,,,,,,57300,-0.19244819000000002,0,191,86094,0.85,1.95,,,,,,,,,,
-0.10010725488420576,1.6,28156,0.9,0,57600,57600,,,,,,,-0.00017747868877695082,0.2,0.0,-0.03378686249256134,0.0001,955,0.16772219449281692,1.89038e-05,0.30674952268600464,0.0889282152056694
,,,,,,57600,-0.15895634999999997,0,192,86575,0.88,1.88,,,,,,,,,,
-0.11882153865415603,1.6,28312,0.88,0,57900,57900,,,,,,,-4.789226069334518e-05,0.2,0.0,-0.03187229707837105,0.0001,960,0.14773364454507829,4.0050595e-06,0.3750346899032593,0.08721227198839188
,,,,,,57900,-0.17654685999999994,0,193,87034,0.86,1.75,,,,,,,,,,
-0.009101782236248255,1.2,28481,0.98,0,58200,58200,,,,,,,-0.00021954836493179642,0.2,0.0,-0.030611428990960123,0.0001,965,0.18130096554756164,3.546588e-05,0.23756152391433716,0.06337413936853409
,,,,,,58200,-0.1237462,0,194,87464,0.91,1.75,,,,,,,,,,
-0.028955584717914463,1.18,28626,0.98,0,58500,58500,,,,,,,2.342022291657031e-08,0.2,0.0,-0.029314406141638757,0.0001,970,0.17767730861902237,0.0,0.18379133939743042,0.11890073865652084
,,,,,,58500,-0.16961578000000002,0,195,87921,0.85,2.01,,,,,,,,,,
-0.06224855847656727,1.22,28784,0.96,0,58800,58800,,,,,,,-6.341634095988979e-05,0.2,0.0,-0.029497839882969855,0.0001,975,0.15497670322656631,9.324605e-06,0.3155248761177063,0.07209036499261856
,,,,,,58800,-0.16651309,0,196,88366,0.85,1.8,,,,,,,,,,
-0.05443317872937769,1.42,28929,0.96,0,59100,59100,,,,,,,-7.046508518193661e-06,0.2,0.0,-0.030595539286732674,0.0001,980,0.16913262844085694,1.3951212e-06,0.3161213994026184,0.08491983264684677
,,,,,,59100,-0.30529572,0,197,88824,0.76,2.35,,,,,,,,,,
-0.051329526966437694,1.34,29085,0.94,0,59400,59400,,,,,,,-0.00032480973704053897,0.2,0.0,-0.03179804101586342,0.0001,985,0.21353404760360717,6.104562e-05,0.24988168478012085,0.08562374860048294
,,,,,,59400,-0.21070723999999996,0,198,89284,0.83,1.92,,,,,,,,,,
-0.028005910464562477,1.16,29216,0.96,0,59700,59700,,,,,,,-4.3576782019130175e-05,0.2,0.0,-0.03443187937140465,0.0001,990,0.18548493981361389,8.542971e-06,0.2616385817527771,0.08661860972642899
,,,,,,59700,-0.23192154999999995,0,199,89760,0.77,2.38,,,,,,,,,,
-0.027925813519395888,1.12,29357,0.98,0,60000,60000,,,,,,,-0.00014285455378477253,0.2,0.0,-0.03473611295223236,0.0001,995,0.18645208597183227,1.5897676e-05,0.16832506656646729,0.09742248058319092
,,,,,,60000,-0.24023738999999997,0,200,90224,0.81,2.09,,,,,,,,,,
-0.009766303817741573,1.24,29513,0.96,0,60300,60300,,,,,,,7.155944103942602e-09,0.2,0.0,-0.033504963517189026,0.0001,1000,0.1814676696062088,0.0,0.2856783866882324,0.08010812848806381
,,,,,,60300,-0.17061170000000003,0,201,90704,0.85,1.85,,,,,,,,,,
-0.07160419721156358,1.26,29632,0.94,0,60600,60600,,,,,,,-0.0005159535648800784,0.2,0.000625,-0.03424026697874069,0.0001,1005,0.16480353146791457,6.139409e-05,0.26578694581985474,0.052537281066179276
,,,,,,60600,-0.30522434,0,202,91206,0.72,2.48,,,,,,,,,,
-0.07664794976357371,1.48,29799,0.92,0,60900,60900,,,,,,,-0.00043907110663973017,0.2,0.000625,-0.03748830616474152,0.0001,1010,0.19116232216358184,6.1675906e-05,0.22808241844177246,0.09490931034088135
,,,,,,60900,-0.14898044000000002,0,203,91684,0.88,1.75,,,,,,,,,,
-0.05217734058387578,1.3,29939,0.96,0,61200,61200,,,,,,,-0.000612282024865678,0.2,0.0,-0.03806938171386719,0.0001,1015,0.17186982840299606,0.0001043221,0.27753788232803345,0.07811038196086884
,,,,,,61200,-0.23450949,0,204,92133,0.81,2.07,,,,,,,,,,
-0.05756414188072086,1.24,30087,0.96,0,61500,61500,,,,,,,-0.0005411001781658342,0.2,0.0,-0.03368928596377373,0.0001,1020,0.15105636179447174,6.9520436e-05,0.3746531009674072,0.06618878245353699
,,,,,,61500,-0.21256398999999998,0,205,92586,0.81,1.99,,,,,,,,,,
-0.02676762778311968,1.08,30227,0.98,0,61800,61800,,,,,,,-3.55043210649697e-05,0.2,0.0,-0.03193810567259789,0.0001,1025,0.19369697988033294,4.141405e-06,0.23259341716766357,0.10969261080026627
,,,,,,61800,-0.30166915000000005,0,206,93036,0.74,2.2,,,,,,,,,,
-0.07470056265592576,1.5,30378,0.92,0,62100,62100,,,,,,,-0.0001252990210724647,0.2,0.0,-0.03267699718475342,0.0001,1030,0.17949277341365813,1.1594966e-05,0.3112766146659851,0.11110464483499527
,,,,,,62100,-0.18618054999999997,0,207,93552,0.85,2.07,,,,,,,,,,
-0.008590002511627972,1.2,30545,0.98,0,62400,62400,,,,,,,-0.00019616497130215294,0.2,0.0,-0.03476774871349335,0.0001,1035,0.16007433503866195,1.7117336e-05,0.3208957314491272,0.07305753976106644
,,,,,,62400,-0.14912796,0,208,94038,0.87,1.78,,,,,,,,,,
-0.07716449580620974,1.5,30704,0.92,0,62700,62700,,,,,,,4.4229357314407026e-08,0.2,0.0,-0.036964834481477735,0.0001,1040,0.1266610413789749,0.0,0.41332364082336426,0.05921917408704758
,,,,,,62700,-0.15846720000000003,0,209,94736,0.86,1.87,,,,,,,,,,
-0.05376852247398347,1.52,30861,0.94,0,63000,63000,,,,,,,6.878240412788728e-09,0.2,0.0,-0.0373478065431118,0.0001,1045,0.1527783355116844,0.0,0.25553810596466064,0.057082392275333405
,,,,,,63000,-0.19903835999999997,0,210,95218,0.84,1.83,,,,,,,,,,
-0.051927770473994314,1.36,31019,0.94,0,63300,63300,,,,,,,-0.00044559634576401663,0.2,0.0,-0.03609587743878365,0.0001,1050,0.15888292253017425,4.8142538e-05,0.4055577516555786,0.06747294962406158
,,,,,,63300,-0.16130461999999998,0,211,95705,0.87,1.81,,,,,,,,,,
-0.030320229968056084,1.28,31177,0.96,0,63600,63600,,,,,,,-6.660649717105115e-08,0.2,0.0,-0.03320421501994133,0.0001,1055,0.16777175784111023,0.0,0.24576085805892944,0.06361988931894302
,,,,,,63600,-0.23829519999999998,0,212,96215,0.81,2.05,,,,,,,,,,
-0.009665299188345671,1.26,31329,1.0,0,63900,63900,,,,,,,-5.004216323740707e-06,0.2,0.0,-0.03281558409333229,0.0001,1060,0.20978761970996856,3.017485e-07,0.20046448707580566,0.10234531760215759
,,,,,,63900,-0.28647986999999997,0,213,96697,0.77,2.15,,,,,,,,,,
-0.06936954190954565,1.26,31504,0.94,0,64200,64200,,,,,,,-1.9770811565962276e-05,0.2,0.0,-0.03295065864920616,0.0001,1065,0.19120677411556244,1.6823411e-06,0.3048253655433655,0.09156470000743866
,,,,,,64200,-0.2214819,0,214,97186,0.83,1.84,,,,,,,,,,
-0.0710895625082776,1.26,31664,0.94,0,64500,64500,,,,,,,-9.771910448108655e-07,0.2,0.0,-0.03247157603502274,0.0001,1070,0.16361212491989136,7.4505807e-10,0.35685044527053833,0.06776880472898483
,,,,,,64500,-0.15015467000000002,0,215,97668,0.88,1.83,,,,,,,,,,
-0.030210640714503825,1.24,31802,0.98,0,64800,64800,,,,,,,-0.00022310821847057127,0.2,0.0,-0.03303542628884316,0.0001,1075,0.18213143348693847,2.2667646e-05,0.18721550703048706,0.09077746421098709
,,,,,,64800,-0.25530365,0,216,98148,0.79,2.09,,,,,,,,,,
-0.028315223855897784,1.16,31925,0.98,0,65100,65100,,,,,,,2.5888397264850483e-06,0.2,0.0,-0.034970355182886124,0.0001,1080,0.17843358099460602,8.642674e-08,0.3495416045188904,0.10565134882926941
,,,,,,65100,-0.35300536999999993,0,217,98628,0.7,2.58,,,,,,,,,,
-0.02889164728112519,1.2,32085,0.98,0,65400,65400,,,,,,,-0.0003773030206897943,0.2,0.0,-0.03398163080215454,0.0001,1085,0.2244871026277542,9.56333e-05,0.12536078691482544,0.1107034757733345
,,,,,,65400,-0.19721999000000004,0,218,99129,0.84,1.95,,,,,,,,,,
