eval/mean_reward,env/current_idx,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,env/completion_counter,rollout/ep_rew_mean,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/fps,time/time_elapsed,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_range,train/policy_gradient_loss
-0.00900972849689424,2628,1.16,1.0,5550,5550,0,,,,,,,0.0,1840,0.15476798713207246,0.0607290118932724,0.0001,0.5430843830108643,-0.17970882803201677,5.3334235e-05,0.2,-0.0007808368257489651
,,,,5550,,,-0.21769424999999995,185,0.84,1.96,0,22706,,,,,,,,,,
-0.07311294018756598,2642,1.32,0.94,5580,5580,0,,,,,,,0.0,1850,0.09956143200397491,0.03181350976228714,0.0001,0.2625427842140198,-0.17287070155143738,0.00017988881,0.2,-0.0007451087289762626
,,,,5580,,,-0.203355,186,0.84,1.97,0,22829,,,,,,,,,,
-0.13733469774480908,2653,1.62,0.88,5610,5610,0,,,,,,,0.0,1860,0.18774778693914412,0.08181220293045044,0.0001,0.07337826490402222,-0.16789851635694503,3.1590463e-07,0.2,4.656672400145112e-05
,,,,5610,,,-0.23043729,187,0.82,2.06,0,22960,,,,,,,,,,
-0.0571148717449978,2663,1.26,0.96,5640,5640,0,,,,,,,0.0,1870,0.17485646903514862,0.07114401459693909,0.0001,0.34304314851760864,-0.16630978882312775,0.0,0.2,-1.292427392662887e-07
,,,,5640,,,-0.26879081,188,0.78,2.19,0,23083,,,,,,,,,,
-0.038142398889176546,2680,1.24,0.96,5670,5670,0,,,,,,,0.0,1880,0.21214141696691513,0.06804008781909943,0.0001,0.38211917877197266,-0.16600634008646012,0.0,0.2,-7.927417646769186e-08
,,,,5670,,,-0.23046676,189,0.81,2.11,0,23194,,,,,,,,,,
-0.1287224170099944,2693,1.6,0.9,5700,5700,0,,,,,,,0.020000001043081285,1890,0.3731766551733017,0.1783880591392517,0.0001,-0.0572737455368042,-0.221571147441864,0.008625122,0.2,-0.0017680930914744763
,,,,5700,,,-0.23753513999999998,190,0.8,2.06,0,23317,,,,,,,,,,
-0.007429087455384433,2706,1.1,1.0,5730,5730,0,,,,,,,0.0,1900,0.14926765114068985,0.06030759960412979,0.0001,0.2971554398536682,-0.16921491026878357,0.0002634724,0.2,-0.0023481466254452244
,,,,5730,,,-0.24584543999999997,191,0.78,2.15,0,23419,,,,,,,,,,
-0.09885933483950794,2728,1.42,0.92,5760,5760,0,,,,,,,0.0,1910,0.17925339341163635,0.078423872590065,0.0001,0.22257506847381592,-0.1790212869644165,8.0184145e-05,0.2,-0.0012250711739276276
,,,,5760,,,-0.23742178,192,0.79,2.08,0,23544,,,,,,,,,,
-0.09600888272747397,2738,1.44,0.92,5790,5790,0,,,,,,,0.0,1920,0.08772804960608482,0.029394270852208138,0.0001,0.3605053424835205,-0.1765811488032341,3.9557617e-05,0.2,-0.00040112167271821875
,,,,5790,,,-0.25885768,193,0.76,2.18,0,23661,,,,,,,,,,
-0.10026903538964689,2761,1.58,0.9,5820,5820,0,,,,,,,0.0,1930,0.16554710566997527,0.07215702533721924,0.0001,0.37033092975616455,-0.17059119790792465,2.4636586e-07,0.2,-1.4120340354972783e-06
,,,,5820,,,-0.15972868,194,0.85,1.82,0,23800,,,,,,,,,,
-0.02804782839026302,2777,1.1,0.98,5850,5850,0,,,,,,,0.0,1940,0.06662168726325035,0.025768501684069633,0.0001,-2.2828316688537598,-0.1666522964835167,5.915761e-05,0.2,-0.00043084219098119545
,,,,5850,,,-0.16064645000000002,195,0.85,1.84,0,23910,,,,,,,,,,
-0.009087193356826902,2796,1.18,1.0,5880,5880,0,,,,,,,0.0,1950,0.1467376947402954,0.06244470924139023,0.0001,0.09870827198028564,-0.16363276839256286,3.5832327e-05,0.2,-0.0003299832367458677
,,,,5880,,,-0.10575931000000001,196,0.9,1.69,0,24020,,,,,,,,,,
-0.04972671684343368,2812,1.24,0.96,5910,5910,0,,,,,,,0.0,1960,0.05008995458483696,0.015433602035045624,0.0001,-0.5143237113952637,-0.2136291667819023,0.0001436472,0.2,-0.0018310707487579237
,,,,5910,,,-0.14085806,197,0.89,1.72,0,24135,,,,,,,,,,
-0.027996442415751516,2822,1.14,0.98,5940,5940,0,,,,,,,0.0,1970,0.5030960738658905,0.22651804983615875,0.0001,0.01663130521774292,-0.1715207055211067,9.0797744e-07,0.2,7.540980966780352e-07
,,,,5940,,,-0.1761307,198,0.85,1.9,0,24238,,,,,,,,,,
-0.029338022293522954,2841,1.24,0.98,5970,5970,0,,,,,,,0.0,1980,0.2172335386276245,0.08887510746717453,0.0001,0.08611094951629639,-0.17769618332386017,4.9285092e-05,0.2,-0.0006899659862392937
,,,,5970,,,-0.14892526000000003,199,0.89,1.77,0,24358,,,,,,,,,,
-0.11558779098093509,2853,1.42,0.9,6000,6000,0,,,,,,,0.0,1990,0.12472507655620575,0.057604338973760605,0.0001,0.44962966442108154,-0.19552448987960816,6.7730743e-06,0.2,3.017127482358717e-05
,,,,6000,,,-0.1714994,200,0.87,1.9,0,24474,,,,,,,,,,
-0.07401392333675176,2868,1.36,0.94,6030,6030,0,,,,,,,0.0,2000,0.17522476315498353,0.07295334339141846,0.0001,0.07159078121185303,-0.18480953872203826,0.00024194916,0.2,-0.0022550499021114943
,,,,6030,,,-0.18134474,201,0.86,1.97,0,24587,,,,,,,,,,
-0.02823292277753353,2882,1.16,0.98,6060,6060,0,,,,,,,0.0,2010,0.12367917224764824,0.04925981163978577,0.0001,0.3374348282814026,-0.1753372460603714,9.536743e-07,0.2,1.9192695397407533e-07
,,,,6060,,,-0.20784232999999996,202,0.84,1.98,0,24686,,,,,,,,,,
-0.07339540175627918,2897,1.42,0.92,6090,6090,0,,,,,,,0.0,2020,0.306125283241272,0.13208647072315216,0.0001,0.038333117961883545,-0.170892696082592,1.1920929e-07,0.2,-5.016724315076715e-07
,,,,6090,,,-0.21800509999999998,203,0.83,2.08,0,24799,,,,,,,,,,
-0.051096391817554834,2913,1.26,0.96,6120,6120,0,,,,,,,0.0,2030,0.19249407649040223,0.08414174616336823,0.0001,0.08645081520080566,-0.22285526245832443,0.00011101365,0.2,-0.0016461032778412933
,,,,6120,,,-0.19832041,204,0.84,2.09,0,24915,,,,,,,,,,
-0.07263358775060624,2929,1.44,0.92,6150,6150,0,,,,,,,0.0,2040,0.22230255752801895,0.09564276784658432,0.0001,-0.25606274604797363,-0.17422914057970046,4.421274e-05,0.2,-0.0003187604696723412
,,,,6150,,,-0.17912863999999998,205,0.87,1.97,0,25035,,,,,,,,,,
-0.12242563459556549,2943,1.64,0.88,6180,6180,0,,,,,,,0.0,2050,0.2576922863721848,0.10595514625310898,0.0001,0.1315266489982605,-0.1661844328045845,0.0006330252,0.2,-0.0032477034752568025
,,,,6180,,,-0.21756680999999994,206,0.84,2.07,0,25167,,,,,,,,,,
-0.12024194949306548,2962,1.54,0.9,6210,6210,0,,,,,,,0.0,2060,0.17968324869871138,0.0787685289978981,0.0001,0.36581140756607056,-0.1533363714814186,9.536743e-07,0.2,3.3425291379396428e-06
,,,,6210,,,-0.18121171,207,0.87,1.92,0,25295,,,,,,,,,,
-0.09421738279052079,2978,1.44,0.92,6240,6240,0,,,,,,,0.0,2070,0.21127648651599884,0.09056052565574646,0.0001,-0.4003489017486572,-0.1537351980805397,2.613465e-05,0.2,-0.0004495431916559767
,,,,6240,,,-0.16459665999999998,208,0.88,1.83,0,25420,,,,,,,,,,
-0.10044733962975443,2994,1.32,0.92,6270,6270,0,,,,,,,0.0,2080,0.12951396852731706,0.05630190297961235,0.0001,0.32944387197494507,-0.15315807163715361,2.9802322e-07,0.2,3.0020872561209443e-07
,,,,6270,,,-0.16376008000000003,209,0.87,1.85,0,25540,,,,,,,,,,
-0.052513842806220054,3007,1.4,0.96,6300,6300,0,,,,,,,0.0,2090,0.15468506515026093,0.06565342098474503,0.0001,0.2931021451950073,-0.1565869092941284,5.9604645e-08,0.2,-5.265076996607832e-09
,,,,6300,,,-0.17593935,210,0.86,1.85,0,25657,,,,,,,,,,
-0.07578818726819009,3019,1.3,0.94,6330,6330,0,,,,,,,0.0,2100,0.17426136285066604,0.07383163273334503,0.0001,0.4663836359977722,-0.1578455701470375,3.0461948e-05,0.2,-0.0005778659375209827
,,,,6330,,,-0.2045623,211,0.83,1.92,0,25771,,,,,,,,,,
-0.029343671477399767,3033,1.16,0.98,6360,6360,0,,,,,,,0.0,2110,0.21869064569473268,0.08059901744127274,0.0001,0.3586121201515198,-0.16186632513999938,1.847744e-07,0.2,-5.024671616116195e-07
,,,,6360,,,-0.21965448999999995,212,0.82,1.98,0,25881,,,,,,,,,,
-0.03128670449834317,3049,1.24,0.96,6390,6390,0,,,,,,,0.0,2120,0.19862173944711686,0.09344114363193512,0.0001,0.27426886558532715,-0.16386551558971404,0.0,0.2,-6.486972328190178e-08
,,,,6390,,,-0.22978020000000002,213,0.81,1.97,0,26000,,,,,,,,,,
-0.029313383153639735,3060,1.26,0.96,6420,6420,0,,,,,,,0.013333334028720856,2130,0.2179475247859955,0.09013821184635162,0.0001,0.14244788885116577,-0.22225710600614548,0.0016552885,0.2,-0.0025908461866977817
,,,,6420,,,-0.27834248,214,0.77,2.12,0,26108,,,,,,,,,,
-0.09595923316199333,3079,1.52,0.92,6450,6450,0,,,,,,,0.0,2140,0.1423739492893219,0.06182942911982536,0.0001,0.32247376441955566,-0.18269325494766236,0.0002851983,0.2,-0.0007424952103338711
,,,,6450,,,-0.27847765,215,0.77,2.09,0,26230,,,,,,,,,,
-0.07344445080030709,3099,1.4,0.94,6480,6480,0,,,,,,,0.0,2150,0.3456935614347458,0.14991089701652527,0.0001,-0.14754843711853027,-0.15847336053848265,2.9865902e-05,0.2,5.6162277566507154e-05
,,,,6480,,,-0.24619139000000004,216,0.8,1.98,0,26344,,,,,,,,,,
-0.07155329528264702,3110,1.42,0.92,6510,6510,0,,,,,,,0.0,2160,0.12204275727272033,0.04052985459566116,0.0001,0.3489779829978943,-0.16057480424642562,0.0,0.2,8.649503091362475e-06
,,,,6510,,,-0.24418949999999998,217,0.8,1.98,0,26461,,,,,,,,,,
-0.05092260429635644,3128,1.28,0.96,6540,6540,0,,,,,,,0.0,2170,0.25881637930870055,0.11860141903162003,0.0001,-0.12664330005645752,-0.15513607412576674,5.101164e-05,0.2,-0.0013921356158001607
,,,,6540,,,-0.21846629,218,0.82,1.91,0,26569,,,,,,,,,,
-0.1229280908126384,3145,1.54,0.9,6570,6570,0,,,,,,,0.013333334028720856,2180,0.19920425415039061,0.08196668326854706,0.0001,0.0807110071182251,-0.16234692186117172,0.004213677,0.2,-0.0014340470223881852
,,,,6570,,,-0.21646966999999998,219,0.82,1.9,0,26693,,,,,,,,,,
-0.0921892308536917,3155,1.34,0.92,6600,6600,0,,,,,,,0.0,2190,0.15919138193130494,0.06498123705387115,0.0001,0.3151986598968506,-0.16244705617427826,5.7542326e-05,0.2,-0.00031206161006913646
,,,,6600,,,-0.21798219,220,0.82,1.91,0,26813,,,,,,,,,,
-0.09559651738964021,3168,1.48,0.9,6630,6630,0,,,,,,,0.0,2200,0.2229481130838394,0.09117007255554199,0.0001,0.11846011877059937,-0.17021021693944932,3.5762787e-07,0.2,-1.7023086641998476e-05
,,,,6630,,,-0.22910726,221,0.81,1.96,0,26937,,,,,,,,,,
-0.07323311958462,3183,1.36,0.94,6660,6660,0,,,,,,,0.0,2210,0.21472570151090623,0.09477612376213074,0.0001,0.2947787046432495,-0.1707461431622505,5.9604645e-08,0.2,-1.279835890954928e-06
,,,,6660,,,-0.24471942000000002,222,0.79,2.05,0,27053,,,,,,,,,,
-0.07112260247580707,3195,1.3,0.94,6690,6690,0,,,,,,,0.0,2220,0.2910144433379173,0.11545078456401825,0.0001,0.08999627828598022,-0.17367615699768066,1.7605225e-05,0.2,-0.00034219989667079177
,,,,6690,,,-0.26591551,223,0.78,2.14,0,27177,,,,,,,,,,
-0.09475738312117755,3216,1.46,0.92,6720,6720,0,,,,,,,0.0,2230,0.18709404319524764,0.06915748864412308,0.0001,0.23727649450302124,-0.17621967792510987,1.3113022e-07,0.2,-9.033183113160704e-06
,,,,6720,,,-0.22101602,224,0.82,2.0,0,27327,,,,,,,,,,
-0.07474701899569482,3229,1.38,0.94,6750,6750,0,,,,,,,0.0,2240,0.1648733526468277,0.06723251938819885,0.0001,-0.3167327642440796,-0.17790118902921676,1.9868216e-09,0.2,-5.023777492851877e-06
,,,,6750,,,-0.23955035000000002,225,0.8,2.09,0,27460,,,,,,,,,,
-0.050745363249443474,3246,1.32,0.96,6780,6780,0,,,,,,,0.0,2250,0.19423171281814575,0.08191708475351334,0.0001,0.3409571051597595,-0.17800467312335969,0.0,0.2,-1.2099742714433147e-07
,,,,6780,,,-0.23028603,226,0.81,2.09,0,27589,,,,,,,,,,
-0.07586586810648441,3257,1.5,0.9,6810,6810,0,,,,,,,0.0,2260,0.16707711666822433,0.07243748009204865,0.0001,0.18398696184158325,-0.18045623004436492,0.0,0.2,-5.461772320636271e-06
,,,,6810,,,-0.19992184999999998,227,0.84,2.02,0,27714,,,,,,,,,,
-0.07056148459203541,3275,1.32,0.92,6840,6840,0,,,,,,,0.003333333507180214,2270,0.22840089946985245,0.10164260864257812,0.0001,0.08839094638824463,-0.23526861369609833,0.00090698997,0.2,-0.001622729310474824
,,,,6840,,,-0.19374767000000007,228,0.85,1.94,0,27833,,,,,,,,,,
-0.053318033954128624,3288,1.42,0.94,6870,6870,0,,,,,,,0.0,2280,0.1594772070646286,0.0659610852599144,0.0001,0.3860406279563904,-0.1779840886592865,0.000114917755,0.2,-0.0008243922289937089
,,,,6870,,,-0.19563882000000002,229,0.86,1.97,0,27956,,,,,,,,,,
-0.07589107619598508,3302,1.5,0.94,6900,6900,0,,,,,,,0.0,2290,0.19728258848190308,0.08259370923042297,0.0001,-0.10873198509216309,-0.16691153049468993,0.00029166142,0.2,-0.002098419065975232
,,,,6900,,,-0.20165681000000002,230,0.85,2.0,0,28107,,,,,,,,,,
-0.010518020680174232,3318,1.24,0.98,6930,6930,0,,,,,,,0.0,2300,0.11567102074623108,0.04919126257300377,0.0001,0.41840237379074097,-0.15749554187059403,0.00010843873,0.2,-0.0004333833874261117
,,,,6930,,,-0.22346891999999996,231,0.83,2.07,0,28218,,,,,,,,,,
-0.051245516310445965,3333,1.3,0.96,6960,6960,0,,,,,,,0.0,2310,0.1595537930727005,0.06822215765714645,0.0001,0.443261981010437,-0.2110551804304123,6.4911444e-05,0.2,-0.001130542363450049
,,,,6960,,,-0.19343419,232,0.86,2.01,0,28337,,,,,,,,,,
-0.03462612064555287,3348,1.24,0.98,6990,6990,0,,,,,,,0.0,2320,0.1784018188714981,0.07714910060167313,0.0001,-0.18236422538757324,-0.15182006657123565,1.9868216e-09,0.2,-2.3316343721546674e-06
,,,,6990,,,-0.19270210999999995,233,0.86,2.03,0,28455,,,,,,,,,,
-0.03049367595463991,3365,1.32,0.96,7020,7020,0,,,,,,,0.0,2330,0.24266135990619658,0.10916700214147568,0.0001,-0.24058878421783447,-0.1540962740778923,6.635587e-05,0.2,-0.0006645058525707626
,,,,7020,,,-0.16154576,234,0.88,1.95,0,28575,,,,,,,,,,
-0.05046773209702224,3384,1.3,0.96,7050,7050,0,,,,,,,0.0,2340,0.12931018024683,0.0457552894949913,0.0001,-0.0019478797912597656,-0.16256077587604523,0.0004837771,0.2,-0.004229083826454883
,,,,7050,,,-0.14139087,235,0.89,1.81,0,28690,,,,,,,,,,
-0.07321367274504155,3396,1.4,0.94,7080,7080,0,,,,,,,0.0,2350,0.07195389345288276,0.03244895860552788,0.0001,0.5771530270576477,-0.17754270434379577,1.8616518e-06,0.2,-1.2986610440712809e-05
,,,,7080,,,-0.16857895999999997,236,0.87,1.9,0,28806,,,,,,,,,,
-0.07023669644258916,3411,1.26,0.94,7110,7110,0,,,,,,,0.0,2360,0.23958476334810258,0.10768256336450577,0.0001,-0.07151925563812256,-0.18252373486757278,2.0662944e-07,0.2,5.0304333640838195e-06
,,,,7110,,,-0.19208047999999997,237,0.85,1.97,0,28920,,,,,,,,,,
-0.072676958902739,3427,1.38,0.94,7140,7140,0,,,,,,,0.0,2370,0.2656094148755074,0.11492560803890228,0.0001,-0.031720757484436035,-0.18493362218141557,1.5894573e-08,0.2,-1.2183090087436454e-05
,,,,7140,,,-0.19534149,238,0.85,1.93,0,29040,,,,,,,,,,
-0.03119685107842088,3443,1.28,0.98,7170,7170,0,,,,,,,0.026666668057441712,2380,0.19715599864721298,0.08887272328138351,0.0001,0.29576772451400757,-0.21409904211759567,0.018340038,0.2,-0.002275157384574378
,,,,7170,,,-0.17360417999999997,239,0.86,1.86,0,29157,,,,,,,,,,
-0.09335905684158206,3458,1.44,0.9,7200,7200,0,,,,,,,0.0,2390,0.21765612810850143,0.08016978204250336,0.0001,-0.02541184425354004,-0.1940092548727989,8.68837e-06,0.2,-0.00014666219378938193
,,,,7200,,,-0.19035660000000004,240,0.84,1.94,0,29274,,,,,,,,,,
-0.07213879820425063,3471,1.48,0.94,7230,7230,0,,,,,,,0.0,2400,0.17416092306375502,0.07873441278934479,0.0001,0.28849726915359497,-0.18768573105335234,0.0,0.2,-4.553596217427014e-06
,,,,7230,,,-0.20066601999999997,241,0.83,1.98,0,29392,,,,,,,,,,
-0.09754092732444405,3493,1.46,0.92,7260,7260,0,,,,,,,0.0,2410,0.2292522519826889,0.09451834112405777,0.0001,0.1152603030204773,-0.19294181168079377,3.3970675e-05,0.2,-0.0005461708679165511
,,,,7260,,,-0.16843362000000003,242,0.86,1.87,0,29510,,,,,,,,,,
-0.05320490488782525,3511,1.36,0.94,7290,7290,0,,,,,,,0.0,2420,0.21961645781993866,0.10138346999883652,0.0001,0.20383644104003906,-0.19777631908655166,1.2940169e-05,0.2,-9.150505144752685e-05
,,,,7290,,,-0.1584561,243,0.87,1.79,0,29631,,,,,,,,,,
-0.10230132182594388,3524,1.42,0.92,7320,7320,0,,,,,,,0.0,2430,0.16465670019388198,0.07556307315826416,0.0001,0.48015719652175903,-0.19914433360099792,1.1722247e-07,0.2,-2.1485487623706946e-06
,,,,7320,,,-0.17245376,244,0.86,1.84,0,29745,,,,,,,,,,
-0.07442200522869825,3534,1.48,0.94,7350,7350,0,,,,,,,0.0,2440,0.1554738089442253,0.06709252297878265,0.0001,0.4092046618461609,-0.20350303500890732,5.9604646e-09,0.2,-1.0487238620271455e-05
,,,,7350,,,-0.19173217,245,0.85,1.91,0,29871,,,,,,,,,,
-0.07694828134495765,3554,1.42,0.92,7380,7380,0,,,,,,,0.0,2450,0.12119851410388946,0.0558437705039978,0.0001,0.36689484119415283,-0.2018931359052658,0.0,0.2,-1.923441862228259e-06
,,,,7380,,,-0.19665731000000006,246,0.85,1.85,0,30005,,,,,,,,,,
-0.07204362115357071,3571,1.28,0.94,7410,7410,0,,,,,,,0.006666667014360428,2460,0.07418928854167461,0.02791569195687771,0.0001,0.7004284858703613,-0.25918303430080414,0.0008713762,0.2,-0.0014886793448628311
,,,,7410,,,-0.17453638999999996,247,0.87,1.79,0,30120,,,,,,,,,,
-0.03188404119573533,3588,1.18,0.98,7440,7440,0,,,,,,,0.0,2470,0.17879250645637512,0.07276714593172073,0.0001,-0.2472991943359375,-0.20614811182022094,0.00020610094,0.2,-0.0014615982887821843
,,,,7440,,,-0.19643861999999998,248,0.85,1.83,0,30232,,,,,,,,,,
-0.03028194258455187,3601,1.26,0.98,7470,7470,0,,,,,,,0.020000001043081285,2480,0.18968579918146133,0.07333389669656754,0.0001,0.36580586433410645,-0.2628302454948425,0.0030837536,0.2,-0.006227360553263494
,,,,7470,,,-0.21989388,249,0.83,1.99,0,30346,,,,,,,,,,
-0.032837723456323145,3617,1.34,0.94,7500,7500,0,,,,,,,0.0,2490,0.17860521227121354,0.07652640342712402,0.0001,0.09872561693191528,-0.22119959592819213,4.2464337e-05,0.2,-0.00020628084751184161
,,,,7500,,,-0.17733067000000005,250,0.85,1.96,0,30458,,,,,,,,,,
-0.010799973490647971,3630,1.32,0.94,7530,7530,0,,,,,,,0.0,2500,0.13280579820275307,0.04715636372566223,0.0001,-0.02050793170928955,-0.23960936069488525,0.00036113858,0.2,-0.004428104167648783
,,,,7530,,,-0.17905379,251,0.85,1.96,0,30576,,,,,,,,,,
-0.02810116340406239,3650,1.14,0.98,7560,7560,0,,,,,,,0.0,2510,0.2204489901661873,0.09979846328496933,0.0001,-0.06704092025756836,-0.22570765614509583,1.5894572e-07,0.2,-1.5901724074396384e-05
,,,,7560,,,-0.15094476,252,0.88,1.89,0,30710,,,,,,,,,,
-0.033679656484164294,3666,1.22,0.98,7590,7590,0,,,,,,,0.010000000521540642,2520,0.1754839837551117,0.06386128067970276,0.0001,-0.3677384853363037,-0.22562974393367768,0.0012838582,0.2,-0.008031793907284701
,,,,7590,,,-0.16322649000000003,253,0.88,1.94,0,30815,,,,,,,,,,
-0.07600904742255807,3677,1.46,0.94,7620,7620,0,,,,,,,0.0,2530,0.22461228370666503,0.09672379493713379,0.0001,0.22674471139907837,-0.21550491005182265,4.0928524e-07,0.2,2.3244222344764863e-05
,,,,7620,,,-0.18705590999999994,254,0.86,2.0,0,30930,,,,,,,,,,
-0.03231316627468914,3687,1.32,0.94,7650,7650,0,,,,,,,0.0,2540,0.4162148773670197,0.1925400346517563,0.0001,0.10825300216674805,-0.26488388180732725,1.9041698e-05,0.2,-0.0004923091425251159
,,,,7650,,,-0.21096764,255,0.84,2.1,0,31044,,,,,,,,,,
-0.030661380207166074,3698,1.24,0.98,7680,7680,0,,,,,,,0.0,2550,0.39437823593616483,0.1587781459093094,0.0001,-0.0518263578414917,-0.4121574729681015,2.6718775e-05,0.2,-0.0004421448006056039
,,,,7680,,,-0.24623001,256,0.82,2.16,0,31151,,,,,,,,,,
-0.03104519670829177,3716,1.26,0.98,7710,7710,0,,,,,,,0.0,2560,0.30829143822193145,0.13206790387630463,0.0001,0.08852529525756836,-0.21612668633461,0.00023108721,0.2,-0.0019232424360234647
,,,,7710,,,-0.23774342999999998,257,0.84,2.1,0,31262,,,,,,,,,,
-0.008121237875893712,3734,1.14,1.0,7740,7740,0,,,,,,,0.0,2570,0.3140926718711853,0.1340695023536682,0.0001,-0.021099090576171875,-0.2780917763710022,0.0009622196,0.2,-0.006216663741506779
,,,,7740,,,-0.22750162,258,0.84,2.06,0,31361,,,,,,,,,,
-0.008298413841985167,3749,1.14,1.0,7770,7770,0,,,,,,,0.0,2580,0.2367072284221649,0.08196930587291718,0.0001,0.01039046049118042,-0.2480298474431038,3.5526355e-05,0.2,-0.00023764978109603875
,,,,7770,,,-0.24833655999999998,259,0.82,2.11,0,31457,,,,,,,,,,
-0.07353425769601017,3764,1.34,0.94,7800,7800,0,,,,,,,0.0,2590,0.22410296648740768,0.09970921277999878,0.0001,0.21719962358474731,-0.249676014482975,0.00017227134,0.2,-0.0014969954668776707
,,,,7800,,,-0.23917102999999995,260,0.82,2.12,0,31571,,,,,,,,,,
-0.0965718469908461,3783,1.56,0.92,7830,7830,0,,,,,,,0.0,2600,0.16493563652038573,0.06980764865875244,0.0001,0.11877328157424927,-0.24025119245052337,0.00017882387,0.2,-0.001033094317341865
,,,,7830,,,-0.19532432,261,0.86,1.96,0,31708,,,,,,,,,,
-0.07118477802723647,3796,1.36,0.92,7860,7860,0,,,,,,,0.0,2610,0.19568079710006714,0.08843322843313217,0.0001,0.3654971718788147,-0.22274282276630403,0.00014867385,0.2,-0.0016358081666599134
,,,,7860,,,-0.16301387,262,0.87,1.87,0,31819,,,,,,,,,,
-0.010218404559418559,3807,1.24,0.98,7890,7890,0,,,,,,,0.0,2620,0.14609646946191787,0.05642750859260559,0.0001,0.16277295351028442,-0.26453293263912203,0.00085532665,0.2,-0.004203196100036966
,,,,7890,,,-0.16717151999999996,263,0.86,1.9,0,31927,,,,,,,,,,
-0.07317486616782844,3829,1.4,0.92,7920,7920,0,,,,,,,0.0,2630,0.21746802777051927,0.09508709609508514,0.0001,0.06980001926422119,-0.18737735748291015,2.5510788e-06,0.2,-8.965531903015744e-06
,,,,7920,,,-0.17360401,264,0.86,1.86,0,32045,,,,,,,,,,
-0.052738511259667574,3850,1.24,0.96,7950,7950,0,,,,,,,0.0,2640,0.1515497237443924,0.06710802763700485,0.0001,0.2815292477607727,-0.1804510697722435,2.5431316e-07,0.2,2.8589367243370133e-06
,,,,7950,,,-0.14793745000000003,265,0.88,1.79,0,32155,,,,,,,,,,
-0.1119779220269993,3864,1.44,0.9,7980,7980,0,,,,,,,0.0,2650,0.12056842297315598,0.05092097818851471,0.0001,0.0027120113372802734,-0.17830498963594438,0.0,0.2,-2.632737138164032e-06
,,,,7980,,,-0.15674931,266,0.87,1.76,0,32284,,,,,,,,,,
-0.10484769148286432,3879,1.36,0.92,8010,8010,0,,,,,,,0.0,2660,0.1837061434984207,0.08037842065095901,0.0001,0.2669105529785156,-0.17750971168279647,0.0,0.2,-3.308057841522327e-06
,,,,8010,,,-0.17816628,267,0.85,1.85,0,32404,,,,,,,,,,
-0.09209819134324788,3894,1.4,0.92,8040,8040,0,,,,,,,0.0,2670,0.166232368350029,0.06573191285133362,0.0001,0.33565521240234375,-0.17389970719814302,0.00028680364,0.2,-0.0016912102556187135
,,,,8040,,,-0.16891011,268,0.87,1.83,0,32523,,,,,,,,,,
-0.07268362836912275,3908,1.42,0.92,8070,8070,0,,,,,,,0.023333334550261497,2680,0.16062885671854019,0.05852007120847702,0.0001,0.05148249864578247,-0.1912994146347046,0.012213695,0.2,-0.009565444273563628
,,,,8070,,,-0.15657395999999998,269,0.87,1.78,0,32650,,,,,,,,,,
-0.05067982813809067,3922,1.3,0.96,8100,8100,0,,,,,,,0.0,2690,0.1788966566324234,0.07883701473474503,0.0001,0.21350079774856567,-0.1447035029530525,1.4623006e-06,0.2,-6.595253945196333e-06
,,,,8100,,,-0.17654464999999997,270,0.85,1.89,0,32771,,,,,,,,,,
-0.05321124006528408,3934,1.38,0.92,8130,8130,0,,,,,,,0.0,2700,0.22401492446660995,0.09694188833236694,0.0001,0.13504093885421753,-0.13710545748472214,0.00030771494,0.2,-0.0033963093863954795
,,,,8130,,,-0.20893968999999998,271,0.82,2.04,0,32894,,,,,,,,,,
-0.0314078828971833,3949,1.24,0.98,8160,8160,0,,,,,,,0.0,2710,0.1919056534767151,0.0817461758852005,0.0001,0.2162516713142395,-0.1306122601032257,0.00022128424,0.2,-0.0013427782232852791
,,,,8160,,,-0.22250927000000004,272,0.8,2.12,0,33005,,,,,,,,,,
-0.05630886557977646,3964,1.38,0.96,8190,8190,0,,,,,,,0.026666668057441712,2720,0.18738472312688828,0.07091791927814484,0.0001,0.13355553150177002,-0.19171683341264725,0.075335436,0.2,-0.01188343921055397
,,,,8190,,,-0.22316644000000005,273,0.79,2.14,0,33131,,,,,,,,,,
-0.03566757807973772,3978,1.2,0.98,8220,8220,0,,,,,,,0.0,2730,0.23612502068281174,0.1026938334107399,0.0001,-0.2846583127975464,-0.13755977600812913,0.00013882121,0.2,-0.0012214343584979303
,,,,8220,,,-0.21298987,274,0.8,2.11,0,33263,,,,,,,,,,
-0.0317577204015106,3999,1.3,0.94,8250,8250,0,,,,,,,0.0,2740,0.12230339646339417,0.0553608164191246,0.0001,0.329639196395874,-0.13178682327270508,7.947286e-07,0.2,-8.475631539894835e-06
,,,,8250,,,-0.20025134000000006,275,0.81,2.01,0,33380,,,,,,,,,,
-0.05167150898836553,4010,1.38,0.94,8280,8280,0,,,,,,,0.0,2750,0.14309923574328423,0.05653228238224983,0.0001,0.5842731595039368,-0.13183108866214752,1.4702479e-07,0.2,9.33011387616034e-07
