eval/mean_reward,env/current_idx,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,env/completion_counter,rollout/ep_rew_mean,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/fps,time/time_elapsed,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_range,train/policy_gradient_loss
-0.029376537543721496,5396,1.18,0.98,11070,11070,0,,,,,,,0.0,3680,0.26744907945394514,0.11951930075883865,0.0001,-0.12330365180969238,-0.07569134533405304,0.0,0.2,-8.224447528348833e-07
,,,,11070,,,-0.29282271,369,0.73,2.25,0,44419,,,,,,,,,,
-0.04939516100101173,5410,1.24,0.96,11100,11100,0,,,,,,,0.006666667014360428,3690,0.13150794431567192,0.038030609488487244,0.0001,0.34534966945648193,-0.2226129561662674,0.0032111784,0.2,-0.004931798137452681
,,,,11100,,,-0.29661132,370,0.74,2.19,0,44520,,,,,,,,,,
-0.048117280611768364,5431,1.18,0.96,11130,11130,0,,,,,,,0.0,3700,0.16726746410131454,0.07959999144077301,0.0001,0.3962792754173279,-0.07534378319978714,0.0,0.2,6.052156318236967e-06
,,,,11130,,,-0.26527032,371,0.78,2.06,0,44620,,,,,,,,,,
-0.0307070289272815,5446,1.26,0.98,11160,11160,0,,,,,,,0.0,3710,0.2428327262401581,0.08947202563285828,0.0001,0.17110669612884521,-0.24777380824089051,5.8130423e-05,0.2,-0.0013140932702420116
,,,,11160,,,-0.2654067,372,0.78,2.03,0,44724,,,,,,,,,,
-0.07787039291113615,5465,1.26,0.94,11190,11190,0,,,,,,,0.0,3720,0.16434630304574965,0.07271281629800797,0.0001,0.43390029668807983,-0.15393563807010652,5.601843e-05,0.2,-0.0007040655694193987
,,,,11190,,,-0.24138052999999995,373,0.81,1.95,0,44827,,,,,,,,,,
-0.0775844263844192,5482,1.6,0.9,11220,11220,0,,,,,,,0.0,3730,0.2138761803507805,0.09397909790277481,0.0001,0.2445361614227295,-0.08160999864339828,1.5894573e-08,0.2,1.4755998972759698e-05
,,,,11220,,,-0.21550054999999996,374,0.81,1.94,0,44957,,,,,,,,,,
-0.05169518193230033,5500,1.38,0.94,11250,11250,0,,,,,,,0.006666667014360428,3740,0.12341468408703804,0.031738318502902985,0.0001,0.1141899824142456,-0.17415352314710617,0.0022274076,0.2,-0.004507740367941437
,,,,11250,,,-0.13233369,375,0.88,1.67,0,45066,,,,,,,,,,
-0.049545662626624104,5513,1.18,0.96,11280,11280,0,,,,,,,0.0,3750,0.2200520008802414,0.10407209396362305,0.0001,0.06258422136306763,-0.08041419461369514,3.973643e-09,0.2,4.824399971603555e-06
,,,,11280,,,-0.13680598,376,0.87,1.77,0,45169,,,,,,,,,,
-0.03546813533641398,5529,1.2,0.98,11310,11310,0,,,,,,,0.0,3760,0.12639388293027878,0.0505203939974308,0.0001,0.3135867118835449,-0.13592093288898469,0.00012122393,0.2,-0.0008849577194875557
,,,,11310,,,-0.14905051,377,0.85,1.83,0,45279,,,,,,,,,,
-0.1141093376930803,5548,1.42,0.9,11340,11340,0,,,,,,,0.0,3770,0.16778922975063323,0.07323849946260452,0.0001,0.3821867108345032,-0.0801912747323513,0.0,0.2,-3.5762787211623957e-07
,,,,11340,,,-0.12209605999999999,378,0.87,1.73,0,45398,,,,,,,,,,
-0.028528349567204715,5557,1.14,0.98,11370,11370,0,,,,,,,0.0,3780,0.14238133281469345,0.06466615945100784,0.0001,0.3070601224899292,-0.13872671127319336,2.4696192e-05,0.2,-0.00029551128448179753
,,,,11370,,,-0.14880942,379,0.84,1.91,0,45494,,,,,,,,,,
-0.09405995762441308,5574,1.52,0.92,11400,11400,0,,,,,,,0.0,3790,0.15590234622359275,0.05664461478590965,0.0001,0.022767484188079834,-0.30640807151794436,0.00024246176,0.2,-0.0019086217287501484
,,,,11400,,,-0.15738353000000002,380,0.85,1.9,0,45615,,,,,,,,,,
-0.0603688347293064,5586,1.56,0.94,11430,11430,0,,,,,,,0.020000001043081285,3800,0.1294851191341877,0.04002191126346588,0.0001,0.3203115463256836,-0.1688535213470459,0.0029052715,0.2,-0.008513158378191577
,,,,11430,,,-0.19047282,381,0.81,2.05,0,45740,,,,,,,,,,
-0.029819810213521123,5603,1.24,0.96,11460,11460,0,,,,,,,0.0,3810,0.1366461917757988,0.05672057345509529,0.0001,0.38927161693573,-0.08329086750745773,4.529953e-07,0.2,-3.27169892139878e-05
,,,,11460,,,-0.18145724999999996,382,0.82,2.0,0,45842,,,,,,,,,,
-0.009966640491038561,5618,1.26,0.98,11490,11490,0,,,,,,,0.010000000521540642,3820,0.20476534813642502,0.08262880146503448,0.0001,0.1380455493927002,-0.21306083500385284,0.0010109743,0.2,-0.005110185359371755
,,,,11490,,,-0.18567400000000006,383,0.83,1.99,0,45953,,,,,,,,,,
-0.05380387651268393,5633,1.32,0.96,11520,11520,0,,,,,,,0.020000001043081285,3830,0.17663658559322357,0.07813482731580734,0.0001,0.09602624177932739,-0.3129057914018631,0.0049928767,0.2,-0.00201131126009082
,,,,11520,,,-0.20580731,384,0.82,2.06,0,46065,,,,,,,,,,
-0.0776096786931157,5650,1.54,0.9,11550,11550,0,,,,,,,0.0,3840,0.12984026968479156,0.057772330939769745,0.0001,0.4851723909378052,-0.0850833497941494,3.973643e-09,0.2,-8.302927088266188e-06
,,,,11550,,,-0.19851693,385,0.83,2.05,0,46192,,,,,,,,,,
-0.09337422444485127,5663,1.48,0.92,11580,11580,0,,,,,,,0.0,3850,0.14097945690155028,0.06277425587177277,0.0001,0.5130794048309326,-0.0883103534579277,9.8598e-05,0.2,-0.0008315079364789923
,,,,11580,,,-0.17069413,386,0.85,1.9,0,46304,,,,,,,,,,
-0.11447508400771766,5676,1.44,0.9,11610,11610,0,,,,,,,0.0,3860,0.15071786493062972,0.06829040497541428,0.0001,0.14104795455932617,-0.08792694956064225,1.3709068e-07,0.2,-8.054574362503785e-06
,,,,11610,,,-0.18677930999999998,387,0.83,2.04,0,46414,,,,,,,,,,
-0.03134137526154518,5689,1.34,0.98,11640,11640,0,,,,,,,0.0,3870,0.05279544144868851,0.005421465262770653,0.0001,0.6505156755447388,-0.08676444068551063,0.0007335603,0.2,-0.007241695811195825
,,,,11640,,,-0.20196814,388,0.83,2.04,0,46581,,,,,,,,,,
-0.09480586443562061,5704,1.54,0.92,11670,11670,0,,,,,,,0.026666668057441712,3880,0.3155057817697525,0.1234719306230545,0.0001,-0.1413416862487793,-0.14799511432647705,0.018475274,0.2,-0.01600125808889672
,,,,11670,,,-0.205557,389,0.82,2.06,0,46700,,,,,,,,,,
