env/current_idx,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,env/completion_counter,env/n_steps,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/iterations,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/clip_fraction,train/n_updates,train/loss,train/policy_gradient_loss
13077,28200,1.18,-0.00870737868361175,1.0,0,28200,,,,,,,0.16357425302267076,-0.45325923413038255,0.001,0.02453516,0.13544964790344238,0.2,0.09758522808551788,930,0.023556265980005264,-0.022848168277414517
,28200,,,,,,1.73,0,43192,-0.15919444,0.88,94,,,,,,,,,,
13206,28500,1.52,-0.059002234409563245,0.92,0,28500,,,,,,,0.1394844837486744,-0.46932113468647,0.001,0.020303626,0.3263877034187317,0.2,0.10944602377712727,940,-0.025897342711687088,-0.026203585579060017
,28500,,,,,,2.29,0,43639,-0.27511954,0.78,95,,,,,,,,,,
13355,28800,1.26,-0.029875852223485707,0.96,0,28800,,,,,,,0.20379568487405778,-0.4883633702993393,0.001,0.01723873,0.1759987473487854,0.2,0.10786576792597771,950,0.026112273335456848,-0.025309537118300796
,28800,,,,,,2.0,0,44057,-0.21415593000000002,0.85,96,,,,,,,,,,
13491,29100,1.48,-0.05522277731448412,0.94,0,29100,,,,,,,0.18099751323461533,-0.36436553597450255,0.001,0.03394779,0.22712326049804688,0.2,0.10101207494735717,960,0.032924458384513855,-0.024807439307915048
,29100,,,,,,2.34,0,44490,-0.30268097,0.74,97,,,,,,,,,,
13636,29400,1.3,-0.03397277693729848,0.98,0,29400,,,,,,,0.19369130656123162,-0.43268660008907317,0.001,0.02132093,0.19081097841262817,0.2,0.08955966010689735,970,0.037102241069078445,-0.027952977153472603
,29400,,,,,,2.15,0,44926,-0.24039026,0.8,98,,,,,,,,,,
13790,29700,1.2,-0.03296406655572355,0.98,0,29700,,,,,,,0.15265207774937153,-0.43802306056022644,0.001,0.02552478,0.25432950258255005,0.2,0.12803622260689734,980,0.05458838865160942,-0.02345134749193676
,29700,,,,,,1.94,0,45358,-0.16554797000000002,0.85,99,,,,,,,,,,
13933,30000,1.48,-0.033057621121406554,0.96,0,30000,,,,,,,0.17238345518708229,-0.30344209969043734,0.001,0.018197495,0.22200947999954224,0.2,0.0724609386175871,990,-0.00011386722326278687,-0.018572843406582253
,30000,,,,,,2.19,0,45801,-0.30443557000000004,0.76,100,,,,,,,,,,
14079,30300,1.46,-0.09423065518029033,0.92,0,30300,,,,,,,0.18055333495140075,-0.3330985397100449,0.001,0.01031721,0.238883376121521,0.2,0.060848722234368324,1000,0.016174525022506714,-0.02007946121002533
,30300,,,,,,2.03,0,46240,-0.24416714000000003,0.81,101,,,,,,,,,,
14230,30600,1.28,-0.030484156883321702,0.96,0,30600,,,,,,,0.17816125974059105,-0.3668931856751442,0.001,0.020309975,0.24613183736801147,0.2,0.07697088159620762,1010,0.045050449669361115,-0.012841592251788825
,30600,,,,,,1.99,0,46729,-0.20491173,0.82,102,,,,,,,,,,
14375,30900,1.22,-0.05187686040066183,0.96,0,30900,,,,,,,0.13423812091350557,-0.3089021533727646,0.001,0.018317882,0.39033377170562744,0.2,0.11392045579850674,1020,0.043671149760484695,-0.018139001631789144
,30900,,,,,,2.09,0,47123,-0.2237079,0.81,103,,,,,,,,,,
14522,31200,1.22,-0.02973590591456741,0.98,0,31200,,,,,,,0.1897637017071247,-0.2974949061870575,0.001,0.04640186,0.21037012338638306,0.2,0.08769531324505805,1030,0.05182179808616638,-0.020751726923481328
,31200,,,,,,1.89,0,47545,-0.16349388999999998,0.85,104,,,,,,,,,,
14671,31500,1.64,-0.11665605256799609,0.9,0,31500,,,,,,,0.15205898210406305,-0.2663146875798702,0.001,0.020941913,0.26389676332473755,0.2,0.07397017143666744,1040,0.07536525279283524,-0.010605352145648794
,31500,,,,,,2.03,0,47997,-0.23703412999999998,0.82,105,,,,,,,,,,
14814,31800,1.38,-0.07768142353743315,0.94,0,31800,,,,,,,0.16129034273326398,-0.33038643896579745,0.001,0.017636567,0.30777090787887573,0.2,0.06887429058551789,1050,0.007189512252807617,-0.024737636960344388
,31800,,,,,,2.06,0,48408,-0.19503394999999998,0.84,106,,,,,,,,,,
14962,32100,1.26,-0.03002818231936544,0.96,0,32100,,,,,,,0.17506842575967313,-0.4049728810787201,0.001,0.021575075,0.18169432878494263,0.2,0.09442471675574779,1060,0.016133952885866165,-0.02467712461366318
,32100,,,,,,1.96,0,48825,-0.18361929000000005,0.85,107,,,,,,,,,,
15110,32400,1.28,-0.030226889816112816,0.98,0,32400,,,,,,,0.14668283611536026,-0.29948109537363055,0.001,0.010802196,0.25818002223968506,0.2,0.06787997260689735,1070,0.03453335538506508,-0.018747699732193722
,32400,,,,,,1.95,0,49263,-0.15855349,0.84,108,,,,,,,,,,
15266,32700,1.46,-0.09450790474191308,0.92,0,32700,,,,,,,0.1701946072280407,-0.3597220957279205,0.001,0.012188638,0.028755545616149902,0.2,0.0980291198939085,1080,0.04387712851166725,-0.020869312854483724
,32700,,,,,,1.95,0,49701,-0.15563218,0.86,109,,,,,,,,,,
15412,33000,1.3,-0.07074745152145624,0.94,0,33000,,,,,,,0.14812143854796886,-0.25274626836180686,0.001,0.024135226,0.26294267177581787,0.2,0.057830256223678586,1090,0.04127754271030426,-0.016049609662150032
,33000,,,,,,1.92,0,50135,-0.24466332000000002,0.83,110,,,,,,,,,,
15554,33300,1.12,-0.009813759704120456,1.0,0,33300,,,,,,,0.17214798219501973,-0.3351633742451668,0.001,0.019944886,0.36288076639175415,0.2,0.09080255776643753,1100,0.049439702183008194,-0.019974676554556935
,33300,,,,,,2.25,0,50570,-0.28730517,0.75,111,,,,,,,,,,
15707,33600,1.3,-0.03080299570225179,0.96,0,33600,,,,,,,0.19788707941770553,-0.33119945228099823,0.001,0.048334703,0.10411512851715088,0.2,0.13268821127712727,1110,0.046746376901865005,-0.025601295987144113
,33600,,,,,,1.94,0,50980,-0.16511395000000004,0.87,112,,,,,,,,,,
15861,33900,1.24,-0.04984042637981474,0.96,0,33900,,,,,,,0.15297942608594894,-0.23374434188008308,0.001,0.010771369,0.14730650186538696,0.2,0.05332031324505806,1120,0.051218271255493164,-0.01485161526943557
,33900,,,,,,2.09,0,51389,-0.25803430000000005,0.77,113,,,,,,,,,,
16000,34200,1.5,-0.06166742072440684,0.94,0,34200,,,,,,,0.14189538024365903,-0.2309435486793518,0.001,0.022529298,0.40967148542404175,0.2,0.06170099526643753,1130,0.03138137236237526,-0.01115704086405458
,34200,,,,,,2.19,0,51830,-0.22253361,0.8,114,,,,,,,,,,
16144,34500,1.4,-0.037980233365669844,0.94,0,34500,,,,,,,0.18366181217133998,-0.23407606333494185,0.001,0.013628545,0.1662883758544922,0.2,0.06566051207482815,1140,0.06465063989162445,-0.018899605073966087
,34500,,,,,,2.14,0,52248,-0.23597011,0.77,115,,,,,,,,,,
16284,34800,1.38,-0.07188360227737575,0.94,0,34800,,,,,,,0.17794049456715583,-0.26979232057929037,0.001,0.02860912,0.3183899521827698,0.2,0.08309659138321876,1150,0.040259845554828644,-0.02195116621442139
,34800,,,,,,1.95,0,52685,-0.18313375,0.87,116,,,,,,,,,,
16436,35100,1.42,-0.05208418034482747,0.94,0,35100,,,,,,,0.15652165599167348,-0.2705908343195915,0.001,0.048891943,0.2947935461997986,0.2,0.11377841047942638,1160,0.03855591267347336,-0.02369922548532486
,35100,,,,,,1.98,0,53128,-0.13604541999999997,0.89,117,,,,,,,,,,
16591,35400,1.26,-0.03381675593554974,0.98,0,35400,,,,,,,0.18864343911409379,-0.3469359055161476,0.001,0.023584723,-0.09156477451324463,0.2,0.10800781361758709,1170,0.06001656875014305,-0.025462059781420975
,35400,,,,,,1.85,0,53552,-0.10562389999999999,0.93,118,,,,,,,,,,
16746,35700,1.44,-0.03437012133188546,0.96,0,35700,,,,,,,0.15663209855556487,-0.3113246835768223,0.001,0.05039757,0.2549819350242615,0.2,0.09792258590459824,1180,0.06175674498081207,-0.018922880591708234
,35700,,,,,,2.04,0,53969,-0.17962196,0.84,119,,,,,,,,,,
16875,36000,1.32,-0.05244649969041348,0.96,0,36000,,,,,,,0.14898975864052771,-0.274468670040369,0.001,0.016873144,0.14530128240585327,0.2,0.06862571090459824,1190,0.0021640248596668243,-0.02109469733259175
,36000,,,,,,2.29,0,54394,-0.19369796000000009,0.83,120,,,,,,,,,,
17010,36300,1.28,-0.051703900727443394,0.94,0,36300,,,,,,,0.18456713035702704,-0.32508001029491423,0.001,0.016952215,0.16402709484100342,0.2,0.07237216010689736,1200,0.05564010888338089,-0.020895634428597987
,36300,,,,,,2.06,0,54807,-0.18353525999999998,0.83,121,,,,,,,,,,
17141,36600,1.54,-0.08383028525859118,0.92,0,36600,,,,,,,0.19356354400515557,-0.3459293022751808,0.001,0.017202128,0.09167879819869995,0.2,0.09962713122367858,1210,0.02035779505968094,-0.030303328472655267
,36600,,,,,,2.27,0,55257,-0.2543709,0.79,122,,,,,,,,,,
17276,36900,1.56,-0.054973455490544436,0.92,0,36900,,,,,,,0.17240163683891296,-0.33155874013900755,0.001,0.036515176,0.23624730110168457,0.2,0.1080610804259777,1220,0.0541447214782238,-0.020104201533831655
,36900,,,,,,2.25,0,55782,-0.25643605,0.79,123,,,,,,,,,,
17426,37200,1.36,-0.05410597003530711,0.96,0,37200,,,,,,,0.17718535736203195,-0.3109442204236984,0.001,0.023136307,0.2568315863609314,0.2,0.10117187537252903,1230,0.030224207788705826,-0.021016589272767304
,37200,,,,,,1.97,0,56208,-0.16532840999999998,0.84,124,,,,,,,,,,
17579,37500,1.36,-0.030818835706450044,0.98,0,37500,,,,,,,0.187479405105114,-0.3053294874727726,0.001,0.014693057,0.21066224575042725,0.2,0.09300426132977009,1240,0.0346563346683979,-0.02147184109489899
,37500,,,,,,1.97,0,56639,-0.15775408999999999,0.85,125,,,,,,,,,,
17714,37800,1.62,-0.09591065149754285,0.9,0,37800,,,,,,,0.16766912266612052,-0.34532761573791504,0.001,0.012520598,0.2936819791793823,0.2,0.07563920579850673,1250,0.04177526384592056,-0.016491223796037957
,37800,,,,,,2.3,0,57070,-0.28376967999999997,0.75,126,,,,,,,,,,
17856,38100,1.54,-0.0794423956098035,0.94,0,38100,,,,,,,0.19230707436800004,-0.3746426239609718,0.001,0.02191336,0.14468812942504883,0.2,0.10843394994735718,1260,0.06494927406311035,-0.030108003556961194
,38100,,,,,,2.1,0,57515,-0.26122179,0.77,127,,,,,,,,,,
18000,38400,1.3,-0.030817263238132,0.96,0,38400,,,,,,,0.1784422442317009,-0.3380019888281822,0.001,0.013166793,0.2881556749343872,0.2,0.09030539840459824,1270,0.03486451506614685,-0.02531818829011172
,38400,,,,,,2.15,0,57942,-0.22196073000000002,0.81,128,,,,,,,,,,
18147,38700,1.54,-0.09336534624919296,0.9,0,38700,,,,,,,0.18767129480838776,-0.33129936903715135,0.001,0.020353265,0.286498486995697,0.2,0.07670454643666744,1280,0.023938285186886787,-0.017494814285601023
,38700,,,,,,2.18,0,58381,-0.24467274,0.79,129,,,,,,,,,,
18285,39000,1.24,-0.010262842490337789,1.0,0,39000,,,,,,,0.13949365504086017,-0.3890006884932518,0.001,0.02800003,0.3124033808708191,0.2,0.10353338122367858,1290,0.03584422916173935,-0.022330747048954436
,39000,,,,,,2.21,0,58800,-0.27536822000000005,0.8,130,,,,,,,,,,
18429,39300,1.32,-0.03172380655072629,0.96,0,39300,,,,,,,0.1966440960764885,-0.3639312729239464,0.001,0.021213975,0.19278347492218018,0.2,0.09359019994735718,1300,0.04107455164194107,-0.02434553005732596
,39300,,,,,,2.26,0,59242,-0.32363665999999996,0.76,131,,,,,,,,,,
18573,39600,1.28,-0.050547962379641834,0.96,0,39600,,,,,,,0.18242800198495387,-0.3263092525303364,0.001,0.017370807,0.2932208776473999,0.2,0.097425427287817,1310,0.04258506000041962,-0.021007245662622152
,39600,,,,,,1.98,0,59658,-0.21690536000000002,0.82,132,,,,,,,,,,
18716,39900,1.42,-0.08104515302926302,0.94,0,39900,,,,,,,0.20707691833376884,-0.28858123272657393,0.001,0.026715465,0.18352007865905762,0.2,0.06599787026643752,1320,0.054085638374090195,-0.01652711120987078
,39900,,,,,,2.12,0,60100,-0.25459081,0.8,133,,,,,,,,,,
18870,40200,1.24,-0.030235593374818563,0.98,0,40200,,,,,,,0.19833604246377945,-0.2997272975742817,0.001,0.017844113,0.16664361953735352,0.2,0.07237216010689736,1330,0.07989001274108887,-0.015265034006006317
,40200,,,,,,1.98,0,60533,-0.19594828,0.86,134,,,,,,,,,,
19016,40500,1.48,-0.11718987718224526,0.9,0,40500,,,,,,,0.15667378567159176,-0.29042426943778993,0.001,0.03816419,0.24203777313232422,0.2,0.10463423393666745,1340,0.013299897313117981,-0.026176390500040725
,40500,,,,,,1.9,0,60995,-0.16464604000000002,0.88,135,,,,,,,,,,
19165,40800,1.52,-0.09933373782783747,0.9,0,40800,,,,,,,0.14308200478553773,-0.3387788742780685,0.001,0.017614087,0.24446755647659302,0.2,0.0965909093618393,1350,0.03314698487520218,-0.0205090539297089
,40800,,,,,,2.09,0,61430,-0.23431319999999997,0.82,136,,,,,,,,,,
19308,41100,1.3,-0.010451197247020901,0.98,0,41100,,,,,,,0.1567241854965687,-0.3229007214307785,0.001,0.029297838,0.2047843337059021,0.2,0.08959517143666744,1360,0.02243860438466072,-0.022740438813343644
,41100,,,,,,2.11,0,61859,-0.21049669000000001,0.82,137,,,,,,,,,,
19457,41400,1.76,-0.1356927301036194,0.88,0,41400,,,,,,,0.1675265148282051,-0.3063692435622215,0.001,0.015706426,0.2496979832649231,0.2,0.06004971601068974,1370,0.0692664086818695,-0.018193552918091882
,41400,,,,,,2.11,0,62303,-0.24697111000000002,0.79,138,,,,,,,,,,
19620,41700,1.3,-0.07407420826610178,0.94,0,41700,,,,,,,0.1716812640428543,-0.24204972982406617,0.001,0.0196179,0.23595738410949707,0.2,0.061399148777127266,1380,0.019110392779111862,-0.019566017662327795
,41700,,,,,,1.84,0,62727,-0.16241517000000003,0.87,139,,,,,,,,,,
19770,42000,1.64,-0.09939364378340543,0.92,0,42000,,,,,,,0.16842339001595974,-0.24805260300636292,0.001,0.1416927,0.1797245740890503,0.2,0.09497514218091965,1390,0.02946612611413002,-0.024275936634512617
,42000,,,,,,2.08,0,63163,-0.18611237000000003,0.82,140,,,,,,,,,,
19906,42300,1.54,-0.09337382587138564,0.92,0,42300,,,,,,,0.20989926606416703,-0.35915257781744003,0.001,0.026173387,0.09877550601959229,0.2,0.11617542691528797,1400,0.035956043750047684,-0.028295790136326104
,42300,,,,,,2.32,0,63622,-0.29082343,0.74,141,,,,,,,,,,
20060,42600,1.36,-0.0710150518734008,0.92,0,42600,,,,,,,0.20232243537902833,-0.3624462798237801,0.001,0.020843828,0.15622961521148682,0.2,0.10593039840459824,1410,0.06127355620265007,-0.027770766627509148
,42600,,,,,,1.99,0,64053,-0.18569891000000002,0.86,142,,,,,,,,,,
20206,42900,1.18,-0.029045797288417816,0.98,0,42900,,,,,,,0.1855823092162609,-0.42756390422582624,0.001,0.032557633,0.2908652424812317,0.2,0.13522727377712726,1420,0.036981020122766495,-0.025707596400752663
,42900,,,,,,2.14,0,64489,-0.27816703,0.79,143,,,,,,,,,,
20348,43200,1.32,-0.0313316080532968,0.98,0,43200,,,,,,,0.1974880188703537,-0.39059327989816667,0.001,0.032735713,0.2213689684867859,0.2,0.09003906324505806,1430,0.03966187685728073,-0.018891579145565628
,43200,,,,,,2.03,0,64932,-0.18644224,0.81,144,,,,,,,,,,
20485,43500,1.4,-0.05282172485254705,0.96,0,43500,,,,,,,0.16904827542603015,-0.35219986140728,0.001,0.044507243,0.23218703269958496,0.2,0.13116122260689736,1440,0.00846845656633377,-0.024576207681093365
,43500,,,,,,2.27,0,65371,-0.25687474,0.78,145,,,,,,,,,,
20636,43800,1.34,-0.03632392876781523,0.96,0,43800,,,,,,,0.21870098561048507,-0.3548581495881081,0.001,0.025381345,0.025800585746765137,0.2,0.08615056909620762,1450,0.03604378178715706,-0.021717609162442385
,43800,,,,,,1.94,0,65801,-0.19500463,0.83,146,,,,,,,,,,
20767,44100,1.44,-0.05225049548782408,0.94,0,44100,,,,,,,0.17143007405102254,-0.3350418858230114,0.001,0.046347518,0.20764654874801636,0.2,0.11075994446873665,1460,0.037293653935194016,-0.027787416882347316
,44100,,,,,,2.39,0,66231,-0.32896023,0.74,147,,,,,,,,,,
20925,44400,1.44,-0.0629462658520788,0.94,0,44400,,,,,,,0.22716593295335769,-0.37274515330791474,0.001,0.0308805,0.2256261706352234,0.2,0.11969105191528798,1470,0.053780436515808105,-0.02070932372007519
,44400,,,,,,1.92,0,66675,-0.17189263,0.85,148,,,,,,,,,,
21070,44700,1.2,-0.0540623435517773,0.96,0,44700,,,,,,,0.20596615150570868,-0.28558619469404223,0.001,0.013113117,0.24854415655136108,0.2,0.068519177287817,1480,0.07775117456912994,-0.010754302167333663
,44700,,,,,,2.02,0,67108,-0.17327983000000002,0.82,149,,,,,,,,,,
21207,45000,1.34,-0.031932938718236985,0.94,0,45000,,,,,,,0.17608144208788873,-0.30683083906769754,0.001,0.029160121,0.174491286277771,0.2,0.1095703136175871,1490,0.055323127657175064,-0.025673689832910896
,45000,,,,,,2.07,0,67559,-0.23167474999999998,0.81,150,,,,,,,,,,
21342,45300,1.46,-0.05384728032164276,0.94,0,45300,,,,,,,0.22941028475761413,-0.29708597660064695,0.001,0.020396048,0.1895134449005127,0.2,0.0796697448939085,1500,0.09736233949661255,-0.021075285147526303
,45300,,,,,,2.07,0,68015,-0.18598886999999997,0.84,151,,,,,,,,,,
21502,45600,1.36,-0.07192261886317283,0.94,0,45600,,,,,,,0.17569958791136742,-0.2836009509861469,0.001,0.02782548,0.2583380341529846,0.2,0.09843750074505805,1510,0.04391074180603027,-0.017284568294417112
,45600,,,,,,1.93,0,68469,-0.22020608,0.83,152,,,,,,,,,,
21657,45900,1.32,-0.030218790834769606,0.96,0,45900,,,,,,,0.16323397159576417,-0.23245692998170853,0.001,0.02714138,0.3659091591835022,0.2,0.09209872297942638,1520,0.036187514662742615,-0.021124673821032048
,45900,,,,,,1.85,0,68905,-0.14282927,0.9,153,,,,,,,,,,
21817,46200,1.42,-0.07120018096175044,0.94,0,46200,,,,,,,0.15737079344689847,-0.25438414290547373,0.001,0.015964966,0.1505773663520813,0.2,0.06787997223436833,1530,0.030497848987579346,-0.01953149868058972
,46200,,,,,,1.89,0,69354,-0.18126214000000002,0.84,154,,,,,,,,,,
21954,46500,1.38,-0.03174431079532951,0.96,0,46500,,,,,,,0.14498000778257847,-0.22291745245456696,0.001,0.026727837,0.2836001515388489,0.2,0.09463778510689735,1540,0.04998406767845154,-0.013918527029454708
,46500,,,,,,2.26,0,69798,-0.29048607,0.77,155,,,,,,,,,,
22104,46800,1.26,-0.029618285847827792,0.98,0,46800,,,,,,,0.19137928895652295,-0.19251747205853462,0.001,0.015776424,0.29320502281188965,0.2,0.07418323941528797,1550,0.07738000154495239,-0.014484738208557247
,46800,,,,,,2.04,0,70220,-0.22168235000000003,0.79,156,,,,,,,,,,
22267,47100,1.42,-0.055205465983599426,0.94,0,47100,,,,,,,0.17641087137162687,-0.17433527410030364,0.001,0.020182103,0.22594153881072998,0.2,0.0746981542557478,1560,0.06008145958185196,-0.012247951922472567
,47100,,,,,,1.83,0,70656,-0.17553024999999994,0.85,157,,,,,,,,,,
22415,47400,1.4,-0.051916759805753825,0.94,0,47400,,,,,,,0.1739625044167042,-0.19768396466970445,0.001,0.016461499,0.19269371032714844,0.2,0.07961647808551789,1570,0.056001998484134674,-0.019542854861356318
,47400,,,,,,2.04,0,71119,-0.21398763000000007,0.84,158,,,,,,,,,,
22546,47700,1.44,-0.07217040359973907,0.92,0,47700,,,,,,,0.194578405469656,-0.1812749683856964,0.001,0.020591777,0.19133591651916504,0.2,0.054776279255747795,1580,0.03257540240883827,-0.015779367426875978
,47700,,,,,,2.17,0,71655,-0.23449311,0.79,159,,,,,,,,,,
22696,48000,1.34,-0.05139509311877191,0.96,0,48000,,,,,,,0.19749921336770057,-0.22158820703625678,0.001,0.023949713,0.21123558282852173,0.2,0.08595525659620762,1590,0.052492644637823105,-0.022248832450713962
,48000,,,,,,1.92,0,72102,-0.14584258999999997,0.87,160,,,,,,,,,,
22846,48300,1.22,-0.009467073841951787,1.0,0,48300,,,,,,,0.17812975719571114,-0.2094463363289833,0.001,0.028912704,0.21163445711135864,0.2,0.05502485856413841,1600,0.06279118359088898,-0.016102421970572323
,48300,,,,,,1.99,0,72529,-0.20096133,0.83,161,,,,,,,,,,
22993,48600,1.44,-0.05801041166298091,0.94,0,48600,,,,,,,0.1805716712027788,-0.28903582543134687,0.001,0.013340909,0.30554819107055664,0.2,0.09021662026643754,1610,0.04074888676404953,-0.020734303584322333
,48600,,,,,,1.93,0,72974,-0.15185101999999998,0.87,162,,,,,,,,,,
23136,48900,1.42,-0.057125310329720375,0.92,0,48900,,,,,,,0.1980658121407032,-0.2740959346294403,0.001,0.028930385,0.10263633728027344,0.2,0.09078480154275895,1620,0.026391267776489258,-0.021176426541933323
,48900,,,,,,2.07,0,73420,-0.20489297000000004,0.83,163,,,,,,,,,,
23285,49200,1.12,-0.008997068982571363,0.98,0,49200,,,,,,,0.1908122032880783,-0.22171201929450035,0.001,0.021766728,0.14971691370010376,0.2,0.0583806823939085,1630,0.07099880278110504,-0.012076090078335256
,49200,,,,,,1.79,0,73845,-0.14597213,0.87,164,,,,,,,,,,
23445,49500,1.28,-0.010079952799715101,1.0,0,49500,,,,,,,0.16037090681493282,-0.22322922348976135,0.001,0.019590009,0.2672466039657593,0.2,0.06582031361758708,1640,0.02813977748155594,-0.0185360215138644
,49500,,,,,,1.65,0,74287,-0.11607490999999999,0.89,165,,,,,,,,,,
23583,49800,1.48,-0.07469716920517384,0.92,0,49800,,,,,,,0.16070839315652846,-0.26887369230389596,0.001,0.014496477,0.1379176378250122,0.2,0.06910511441528797,1650,0.05226539075374603,-0.015698353178595425
,49800,,,,,,2.2,0,74747,-0.26587383,0.77,166,,,,,,,,,,
23742,50100,1.62,-0.13839494874700903,0.88,0,50100,,,,,,,0.20074444487690926,-0.23457914665341378,0.001,0.027225405,0.21510082483291626,0.2,0.09026988707482815,1660,0.03988192602992058,-0.0210307078785263
,50100,,,,,,1.86,0,75218,-0.15911341,0.86,167,,,,,,,,,,
23887,50400,1.56,-0.09304950098972768,0.92,0,50400,,,,,,,0.17560926899313928,-0.18562480993568897,0.001,0.019023698,0.2942752242088318,0.2,0.05452769957482815,1670,0.06500634551048279,-0.011803792632417754
,50400,,,,,,2.08,0,75699,-0.15169591999999998,0.85,168,,,,,,,,,,
24036,50700,1.12,-0.028504854631610215,0.98,0,50700,,,,,,,0.17161832116544246,-0.1766621321439743,0.001,0.030540776,0.10262995958328247,0.2,0.07127130776643753,1680,0.04471626132726669,-0.01604507075244328
,50700,,,,,,2.3,0,76166,-0.2521069,0.78,169,,,,,,,,,,
24177,51000,1.26,-0.05209233261179179,0.94,0,51000,,,,,,,0.15856507793068886,-0.16824477426707746,0.001,0.028839454,0.29996758699417114,0.2,0.05058593824505806,1690,0.029812272638082504,-0.01349199660726299
,51000,,,,,,2.02,0,76584,-0.20226749000000002,0.81,170,,,,,,,,,,
24326,51300,1.26,-0.030749235581606627,0.98,0,51300,,,,,,,0.18472923077642917,-0.211514263600111,0.001,0.024616182,0.20309412479400635,0.2,0.07711292617022991,1700,0.02259095013141632,-0.02028203916270286
,51300,,,,,,1.97,0,77025,-0.20842122999999993,0.82,171,,,,,,,,,,
24461,51600,1.38,-0.07681871508713811,0.94,0,51600,,,,,,,0.1794702008366585,-0.24075387492775918,0.001,0.012730827,0.1915065050125122,0.2,0.08023792691528797,1710,0.050834834575653076,-0.018594961566850542
,51600,,,,,,2.17,0,77477,-0.27352681000000006,0.79,172,,,,,,,,,,
24614,51900,1.18,-0.030551473386585714,0.98,0,51900,,,,,,,0.20987341180443764,-0.212148517370224,0.001,0.01911748,0.20568346977233887,0.2,0.08664772808551788,1720,0.08817937225103378,-0.019722309728967956
,51900,,,,,,1.89,0,77908,-0.20033884000000005,0.85,173,,,,,,,,,,
24776,52200,1.4,-0.05155612523201853,0.96,0,52200,,,,,,,0.16062992960214614,-0.2371536299586296,0.001,0.018832227,0.2969685196876526,0.2,0.0900745753198862,1730,0.036852315068244934,-0.02690465629566461
,52200,,,,,,1.79,0,78367,-0.16465526000000005,0.87,174,,,,,,,,,,
24926,52500,1.56,-0.09663865586742759,0.9,0,52500,,,,,,,0.17011652737855912,-0.20533614605665207,0.001,0.01833102,0.23707342147827148,0.2,0.06894531324505807,1740,0.035700492560863495,-0.01936541034374386
,52500,,,,,,1.99,0,78833,-0.2112098,0.81,175,,,,,,,,,,
25070,52800,1.26,-0.009963500476442278,0.98,0,52800,,,,,,,0.19011324122548104,-0.24939744025468827,0.001,0.023937177,0.23866170644760132,0.2,0.09343039840459824,1750,0.03041677176952362,-0.02334420711704297
,52800,,,,,,1.9,0,79291,-0.13205631,0.85,176,,,,,,,,,,
25226,53100,1.26,-0.06916025621816516,0.94,0,53100,,,,,,,0.17240691594779492,-0.2868197910487652,0.001,0.0206021,0.12418115139007568,0.2,0.09147727340459824,1760,0.05819912254810333,-0.02026798904989846
,53100,,,,,,1.75,0,79767,-0.15533424,0.88,177,,,,,,,,,,
25361,53400,1.72,-0.1387952459231019,0.88,0,53400,,,,,,,0.1893475130200386,-0.21845271438360214,0.001,0.019933082,0.18253177404403687,0.2,0.09765625074505806,1770,0.0512271523475647,-0.021428382585872895
,53400,,,,,,2.25,0,80244,-0.2519077,0.77,178,,,,,,,,,,
25500,53700,1.24,-0.009338456308469176,1.0,0,53700,,,,,,,0.17103141695261,-0.2703130543231964,0.001,0.026859295,0.2527132034301758,0.2,0.09145951755344868,1780,0.036937225610017776,-0.0194065761344973
,53700,,,,,,2.17,0,80672,-0.22736586,0.81,179,,,,,,,,,,
25642,54000,1.36,-0.0816805646987632,0.94,0,54000,,,,,,,0.18273090235888959,-0.32538590729236605,0.001,0.022049826,0.2645851969718933,0.2,0.0831143468618393,1790,0.011847224086523056,-0.022002345661167055
,54000,,,,,,2.2,0,81144,-0.26272498,0.78,180,,,,,,,,,,
25769,54300,1.28,-0.05154668452218175,0.96,0,54300,,,,,,,0.17267936691641808,-0.315191875398159,0.001,0.025558952,0.26250070333480835,0.2,0.09364346712827683,1800,0.009595103561878204,-0.022783893765881656
,54300,,,,,,2.54,0,81616,-0.33853863999999995,0.7,181,,,,,,,,,,
25918,54600,1.52,-0.11602299265563489,0.88,0,54600,,,,,,,0.1962933823466301,-0.31812196373939516,0.001,0.028531764,0.17864805459976196,0.2,0.15504261367022992,1810,0.040909260511398315,-0.027628478477708995
,54600,,,,,,2.0,0,82089,-0.18662754999999998,0.85,182,,,,,,,,,,
26062,54900,1.36,-0.05339970445260406,0.96,0,54900,,,,,,,0.18786345273256302,-0.32158412784338,0.001,0.046159744,0.22843706607818604,0.2,0.09723011516034603,1820,0.044296108186244965,-0.02113902074052021
,54900,,,,,,2.06,0,82534,-0.23966353,0.83,183,,,,,,,,,,
26197,55200,1.7,-0.09788522555492818,0.86,0,55200,,,,,,,0.18288779333233834,-0.3332974910736084,0.001,0.043538332,0.23322147130966187,0.2,0.1338245738297701,1830,0.015419039875268936,-0.032802050353348024
,55200,,,,,,2.14,0,83011,-0.29068662,0.8,184,,,,,,,,,,
26340,55500,1.24,-0.011216505039483309,0.98,0,55500,,,,,,,0.22654782980680466,-0.2803150832653046,0.001,0.027877541,0.32458484172821045,0.2,0.16890980191528798,1840,0.09061011672019958,-0.022770053381100296
