env/n_steps,env/current_idx,env/completion_counter,eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,rollout/success_rate,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,train/clip_fraction,train/learning_rate,train/explained_variance,train/n_updates,train/value_loss,train/policy_gradient_loss
10500,5831,0,-0.06799701481126248,1.14,0.94,10500,,,,,,,-0.6942384552955627,0.027441632,-0.022754590958356857,0.2,0.11687500059604644,0.001,0.10446691513061523,170,0.1489145627617836,-0.027097892463207245
,,,,,,10500,0.73,35,1.74,0,15416,-0.26108812,,,,,,,,,,
10800,6015,0,-0.09066111351363361,1.3,0.9,10800,,,,,,,-0.5955361723899841,0.01804061,0.022047661244869232,0.2,0.09431818217039108,0.001,-0.05704307556152344,175,0.18403946816921235,-0.021896863523870706
,,,,,,10800,0.72,36,1.65,0,15848,-0.23768339000000002,,,,,,,,,,
11100,6201,0,-0.08849473103880882,1.22,0.9,11100,,,,,,,-0.5955544042587281,0.035022322,0.015200894325971603,0.2,0.11431818246841431,0.001,0.06527328491210938,180,0.16577233940362932,-0.030471199452877046
,,,,,,11100,0.76,37,1.64,0,16309,-0.22359708,,,,,,,,,,
11400,6385,0,-0.04779453321360052,1.12,0.96,11400,,,,,,,-0.5762102162837982,0.026180822,-0.0008525364100933075,0.2,0.1135795459151268,0.001,0.1697794795036316,185,0.1478487378358841,-0.03383305359631777
,,,,,,11400,0.79,38,1.56,0,16765,-0.21560615000000002,,,,,,,,,,
11700,6567,0,-0.07262473121285438,1.2,0.92,11700,,,,,,,-0.5975615513324738,0.041548155,-0.006021220237016678,0.2,0.14414772778749466,0.001,0.10712146759033203,190,0.14797019988298415,-0.034239206267520784
,,,,,,11700,0.77,39,1.63,0,17223,-0.17926678,,,,,,,,,,
12000,6734,0,-0.02798406037501991,1.1,0.98,12000,,,,,,,-0.5965512704849243,0.040876556,0.0006830692291259766,0.2,0.13874999970197677,0.001,0.046296775341033936,195,0.15962196618318558,-0.03098830621689558
,,,,,,12000,0.68,40,1.78,0,17660,-0.27343165,,,,,,,,,,
12300,6914,0,-0.04886077814735472,1.16,0.96,12300,,,,,,,-0.6221839928627014,0.024421498,0.0025991499423980713,0.2,0.14931818187236787,0.001,0.055988311767578125,200,0.1746522456407547,-0.021993984021246433
,,,,,,12300,0.73,41,1.72,0,18097,-0.22983637999999998,,,,,,,,,,
12600,7096,0,-0.08987298848573118,1.28,0.88,12600,,,,,,,-0.7158874368667603,0.027876174,0.013081125915050507,0.2,0.1500000002980232,0.001,0.1069905161857605,205,0.1561993020772934,-0.02876030736602843
,,,,,,12600,0.74,42,1.62,0,18542,-0.23686614000000003,,,,,,,,,,
12900,7276,0,-0.048380251028575,1.16,0.94,12900,,,,,,,-0.6629656004905701,0.029276397,-0.021161384880542755,0.2,0.1335795459151268,0.001,0.10286283493041992,210,0.17493069648742676,-0.032052542292512955
,,,,,,12900,0.77,43,1.61,0,18973,-0.21132894,,,,,,,,,,
13200,7451,0,-0.10896041047759354,1.24,0.88,13200,,,,,,,-0.6798447251319886,0.02524453,-0.019530687481164932,0.2,0.11693181902170181,0.001,0.09318119287490845,215,0.16642772138118744,-0.030143082826398312
,,,,,,13200,0.7,44,1.74,0,19402,-0.29160746,,,,,,,,,,
13500,7629,0,-0.051535387015901504,1.24,0.92,13500,,,,,,,-0.6573142826557159,0.049569912,0.01385563611984253,0.2,0.11892045497894287,0.001,0.12092804908752441,220,0.1811113864183426,-0.027187815625220536
,,,,,,13500,0.7,45,1.7,0,19842,-0.26399313,,,,,,,,,,
13800,7798,0,-0.07133829778525978,1.12,0.94,13800,,,,,,,-0.5415636491775513,0.051538855,0.007622074335813522,0.2,0.18801136314868927,0.001,0.06191849708557129,225,0.18565736591815948,-0.031736549139022824
,,,,,,13800,0.7,46,1.68,0,20270,-0.26940869999999995,,,,,,,,,,
14100,7968,0,-0.21663117744494229,1.48,0.78,14100,,,,,,,-0.5598759508132934,0.029044623,0.02035437524318695,0.2,0.1110795459151268,0.001,0.12161517143249512,230,0.17968025118112563,-0.028823000490665437
,,,,,,14100,0.67,47,1.77,0,20712,-0.31414267,,,,,,,,,,
14400,8146,0,-0.027866267217323184,1.12,0.98,14400,,,,,,,-0.5031957006454468,0.029499236,0.030800815671682358,0.2,0.1353409096598625,0.001,0.0073680877685546875,235,0.1924673593044281,-0.026917159631848334
,,,,,,14400,0.76,48,1.63,0,21145,-0.24930565000000002,,,,,,,,,,
14700,8321,0,-0.04894877118524164,1.2,0.92,14700,,,,,,,-0.5280523610115051,0.027896533,0.004817448556423187,0.2,0.1097727271914482,0.001,0.26975929737091064,240,0.15307289570569993,-0.026754149347543717
,,,,,,14700,0.71,49,1.71,0,21588,-0.20728802,,,,,,,,,,
15000,8494,0,-0.15099721847102046,1.38,0.82,15000,,,,,,,-0.4795405411720276,0.022908866,-0.00019206851720809937,0.2,0.11698863625526429,0.001,0.08232623338699341,245,0.1784531518816948,-0.023135827612131833
,,,,,,15000,0.72,50,1.76,0,22019,-0.26056656,,,,,,,,,,
15300,8675,0,-0.029088812107220294,1.2,0.96,15300,,,,,,,-0.5280214655399322,0.033331938,0.012401480227708817,0.2,0.14289772748947144,0.001,0.12168705463409424,250,0.17348790019750596,-0.02521500501781702
,,,,,,15300,0.67,51,1.73,0,22458,-0.33174639,,,,,,,,,,
15600,8861,0,-0.10927213954739273,1.24,0.9,15600,,,,,,,-0.5638361954689026,0.051888872,0.004166737198829651,0.2,0.19227272689342498,0.001,0.32355570793151855,255,0.13788413107395173,-0.02125033311545849
,,,,,,15600,0.76,52,1.61,0,22906,-0.20551766000000002,,,,,,,,,,
15900,9033,0,-0.04812854570802301,1.16,0.96,15900,,,,,,,-0.44644769430160525,0.032614976,-0.01971128210425377,0.2,0.1380113646388054,0.001,0.2129451036453247,260,0.12853937685489655,-0.026047445498406888
,,,,,,15900,0.69,53,1.77,0,23328,-0.28651293,,,,,,,,,,
16200,9211,0,-0.09022320038639009,1.24,0.92,16200,,,,,,,-0.5566517031192779,0.037550554,0.0167725570499897,0.2,0.12193181842565537,0.001,0.10705184936523438,265,0.17874671131372452,-0.03132829799782485
,,,,,,16200,0.77,54,1.62,0,23777,-0.23215747999999997,,,,,,,,,,
16500,9395,0,-0.053275255882181224,1.24,0.9,16500,,,,,,,-0.48469112157821653,0.026656035,0.04423218220472336,0.2,0.10352272748947143,0.001,0.19267582893371582,270,0.1608802992105484,-0.023751242849975825
