env/current_idx,env/n_steps,env/completion_counter,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,time/fps,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/learning_rate,train/clip_fraction,train/n_updates,train/entropy_loss,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/loss
,,,10500,,,,0,-0.24032451000000005,0.73,1.65,16065,35,,,,,,,,,,
6035,10800,0,10800,1.28,-0.09048200532793998,0.88,,,,,,,0.001,0.11829545497894287,175,-0.5495111751556396,0.16640865236520766,0.2,0.017177109,-0.025499976240098476,0.07414275407791138,0.03743935376405716
,,,10800,,,,0,-0.21335825999999997,0.77,1.55,16516,36,,,,,,,,,,
6223,11100,0,11100,1.22,-0.11287847724743187,0.9,,,,,,,0.001,0.1510795459151268,180,-0.5070789182186126,0.1784009200334549,0.2,0.018458908,-0.027662167213857173,0.08780789375305176,0.0025530830025672913
,,,11100,,,,0,-0.25587266000000003,0.73,1.61,16993,37,,,,,,,,,,
6407,11400,0,11400,1.28,-0.03101910443045199,0.88,,,,,,,0.001,0.11642045468091965,185,-0.5363467729091644,0.1610907620191574,0.2,0.020344205,-0.020699772499501706,0.13444989919662476,-0.003926664590835571
,,,11400,,,,0,-0.21161867999999998,0.69,1.69,17467,38,,,,,,,,,,
6588,11700,0,11700,1.16,-0.029386230381205677,0.96,,,,,,,0.001,0.14062500029802322,190,-0.5686644828319549,0.15110082745552064,0.2,0.025700113,-0.014981594050768763,0.08304578065872192,0.006266981363296509
,,,11700,,,,0,-0.2904692099999999,0.71,1.65,17953,39,,,,,,,,,,
6774,12000,0,12000,1.32,-0.07083858244121075,0.9,,,,,,,0.001,0.07812500029802322,195,-0.5604435586929322,0.17297592431306838,0.2,0.011090899,-0.01598991483449936,0.16835510730743408,0.047564491629600525
,,,12000,,,,0,-0.26762657,0.69,1.68,18407,40,,,,,,,,,,
6952,12300,0,12300,1.12,-0.028690561098046602,0.96,,,,,,,0.001,0.07539772778749466,200,-0.47609448313713076,0.1707510045170784,0.2,0.01775176,-0.022435258766636254,0.17999696731567383,-0.011883921921253204
,,,12300,,,,0,-0.27563087,0.69,1.7,18850,41,,,,,,,,,,
7139,12600,0,12600,1.4,-0.0920819005742669,0.84,,,,,,,0.001,0.07403409123420715,205,-0.4708457136154175,0.17911967724561692,0.2,0.014560973,-0.016654866207391025,0.11954635381698608,0.035378869622945786
,,,12600,,,,0,-0.20121480000000003,0.76,1.56,19299,42,,,,,,,,,,
7330,12900,0,12900,1.34,-0.09031956139951944,0.86,,,,,,,0.001,0.1173295459151268,210,-0.49731555581092834,0.16006891340017318,0.2,0.03262716,-0.022423159275203945,0.2558497190475464,0.006002593785524368
,,,12900,,,,0,-0.20101453000000002,0.76,1.58,19761,43,,,,,,,,,,
7515,13200,0,13200,1.3,-0.031764016058295964,0.92,,,,,,,0.001,0.08636363685131072,215,-0.38480631947517396,0.16559772938489914,0.2,0.01940504,-0.015587328001856804,0.08415669202804565,0.06818521022796631
,,,13200,,,,0,-0.2558486,0.72,1.64,20239,44,,,,,,,,,,
7698,13500,0,13500,1.18,-0.07098907187115401,0.92,,,,,,,0.001,0.06840909123420716,220,-0.4014108234643936,0.15744036495685576,0.2,0.017622977,-0.01511456087231636,0.17509758472442627,0.042535893619060516
,,,13500,,,,0,-0.23886062,0.74,1.66,20696,45,,,,,,,,,,
7883,13800,0,13800,1.26,-0.09079026761464774,0.88,,,,,,,0.001,0.08551136404275894,225,-0.396732485294342,0.20580150306224823,0.2,0.010880182,-0.005201004343107342,0.05749988555908203,0.06158418953418732
,,,13800,,,,0,-0.22109516000000004,0.77,1.6,21144,46,,,,,,,,,,
8066,14100,0,14100,1.26,-0.08978275950066746,0.9,,,,,,,0.001,0.08517045497894288,230,-0.42295211136341093,0.17254738718271256,0.2,0.029741544,-0.02530165746808052,0.11484271287918091,0.020927533507347107
,,,14100,,,,0,-0.28304382000000006,0.69,1.71,21605,47,,,,,,,,,,
8243,14400,0,14400,1.26,-0.04952046470250934,0.92,,,,,,,0.001,0.12022727310657501,235,-0.4962218141555786,0.1791156479716301,0.2,0.023622932,-0.021473427948221796,0.1700422167778015,0.016821421682834625
,,,14400,,,,0,-0.26051579,0.66,1.75,22056,48,,,,,,,,,,
8428,14700,0,14700,1.22,-0.08931043759454042,0.92,,,,,,,0.001,0.10113636404275894,240,-0.4210377216339111,0.154155033826828,0.2,0.010720651,-0.0202867800090462,0.16583377122879028,0.017987560480833054
,,,14700,,,,0,-0.23072390000000007,0.73,1.65,22532,49,,,,,,,,,,
8605,15000,0,15000,1.12,-0.05052086168900132,0.96,,,,,,,0.001,0.08789772778749466,245,-0.4367390501499176,0.1624184602499008,0.2,0.01548742,-0.016232276633381844,0.10783267021179199,0.033594269305467606
,,,15000,,,,0,-0.28277351,0.71,1.65,22969,50,,,,,,,,,,
8798,15300,0,15300,1.18,-0.06938857404049487,0.94,,,,,,,0.001,0.08272727280855179,250,-0.3861610198020935,0.17846193432807922,0.2,0.016020406,-0.018984674137318507,0.20453733205795288,0.03380187228322029
,,,15300,,,,0,-0.24038131,0.77,1.55,23420,51,,,,,,,,,,
8991,15600,0,15600,1.38,-0.1124123417492956,0.84,,,,,,,0.001,0.06772727310657502,255,-0.404074889421463,0.1816093397140503,0.2,0.014144448,-0.0174615441262722,0.17937129735946655,0.0399441197514534
,,,15600,,,,0,-0.20655056000000002,0.77,1.54,23897,52,,,,,,,,,,
9174,15900,0,15900,1.26,-0.1139655416784808,0.88,,,,,,,0.001,0.09238636404275895,260,-0.40247642993927,0.14193392753601075,0.2,0.020002838,-0.015727819185703994,0.27172166109085083,0.019797537475824356
,,,15900,,,,0,-0.27742026,0.72,1.67,24344,53,,,,,,,,,,
9368,16200,0,16200,1.3,-0.1497101889923215,0.86,,,,,,,0.001,0.05448863685131073,265,-0.4490813231468201,0.18981662511825562,0.2,0.015090674,-0.016302005806937813,0.0186426043510437,0.0391535758972168
,,,16200,,,,0,-0.23765661,0.79,1.49,24796,54,,,,,,,,,,
9557,16500,0,16500,1.32,-0.11470308831427246,0.86,,,,,,,0.001,0.08573863685131072,270,-0.35969820082187653,0.17331166476011275,0.2,0.010108875,-0.0149209990282543,0.18449312448501587,-0.0012318938970565796
,,,16500,,,,0,-0.21071036000000004,0.73,1.6,25241,55,,,,,,,,,,
9745,16800,0,16800,1.34,-0.09227111961692572,0.86,,,,,,,0.001,0.06869318187236786,275,-0.4333911001682281,0.17589458882808684,0.2,0.013785225,-0.020224923770874738,0.10330444574356079,-0.0001100301742553711
,,,16800,,,,0,-0.20647668,0.73,1.64,25670,56,,,,,,,,,,
9931,17100,0,17100,1.08,-0.027080895430408418,0.98,,,,,,,0.001,0.08119318217039108,280,-0.4169395577907562,0.1542847302556038,0.2,0.01900799,-0.019035241045057775,0.060550570487976074,0.015329185873270035
,,,17100,,,,0,-0.2388553,0.71,1.67,26101,57,,,,,,,,,,
10130,17400,0,17400,1.24,-0.09018357350956649,0.9,,,,,,,0.001,0.07903409123420715,285,-0.33503713011741637,0.1970691764354706,0.2,0.013752935,-0.015601258627139031,0.07146930694580078,0.0399780198931694
,,,17400,,,,0,-0.16569322,0.83,1.47,26537,58,,,,,,,,,,
10304,17700,0,17700,1.3,-0.1098528444673866,0.88,,,,,,,0.001,0.08875000059604644,290,-0.3370923203229904,0.1559900760650635,0.2,0.014619345,-0.013986282311379909,0.2428850531578064,0.006921552121639252
,,,17700,,,,0,-0.36529325999999995,0.63,1.8,26975,59,,,,,,,,,,
10478,18000,0,18000,1.3,-0.08967075947206467,0.88,,,,,,,0.001,0.09693181842565536,295,-0.39374056935310364,0.18035874307155608,0.2,0.017583735,-0.012269877449143677,0.23921769857406616,0.03926148638129234
,,,18000,,,,0,-0.28614975000000004,0.68,1.74,27436,60,,,,,,,,,,
10671,18300,0,18300,1.28,-0.06981511924881488,0.92,,,,,,,0.001,0.07426136374473571,300,-0.42023699641227724,0.18173852026462556,0.2,0.022076275,-0.019603928867727518,0.16821986436843872,0.024255361407995224
,,,18300,,,,0,-0.19761401000000003,0.77,1.55,27902,61,,,,,,,,,,
10859,18600,0,18600,1.26,-0.09216684714425355,0.9,,,,,,,0.001,0.07835227310657501,305,-0.2970515990257263,0.1695668429136276,0.2,0.01746857,-0.01966257330728695,0.20646929740905762,0.05583216995000839
,,,18600,,,,0,-0.21739714000000002,0.73,1.58,28347,62,,,,,,,,,,
11055,18900,0,18900,1.16,-0.02807129880413413,0.92,,,,,,,0.001,0.037897727489471435,310,-0.2795466613769531,0.1514657935500145,0.2,0.012894514,-0.01002185210119933,0.2537034749984741,0.0305579025298357
,,,18900,,,,0,-0.14034296,0.83,1.44,28772,63,,,,,,,,,,
11233,19200,0,19200,1.14,-0.0475715119112283,0.96,,,,,,,0.001,0.09840909123420716,315,-0.3288701719045639,0.15605347990989685,0.2,0.03118217,-0.018440132988616825,0.03514021635055542,-0.00357891246676445
,,,19200,,,,0,-0.26999823,0.69,1.78,29205,64,,,,,,,,,,
11404,19500,0,19500,1.26,-0.07515482892747968,0.94,,,,,,,0.001,0.07914772778749465,320,-0.41006972908973693,0.18423255920410156,0.2,0.016398037,-0.014523332631215453,0.06229269504547119,0.03798196464776993
,,,19500,,,,0,-0.2590845,0.69,1.7,29650,65,,,,,,,,,,
11586,19800,0,19800,1.18,-0.06784461684990674,0.92,,,,,,,0.001,0.09465909123420715,325,-0.4280452370643616,0.1628931736946106,0.2,0.022859229,-0.021618337612599136,0.24019426107406616,0.014096081256866455
,,,19800,,,,0,-0.23301063000000002,0.75,1.57,30081,66,,,,,,,,,,
11775,20100,0,20100,1.3,-0.091454065348953,0.88,,,,,,,0.001,0.11323863685131073,330,-0.40995479106903077,0.15723468512296676,0.2,0.0183958,-0.02332696706056595,0.22453773021697998,0.02560747042298317
,,,20100,,,,0,-0.28035873,0.7,1.64,30549,67,,,,,,,,,,
11966,20400,0,20400,1.36,-0.11070012215059251,0.86,,,,,,,0.001,0.08545454561710358,335,-0.3729822087287903,0.1713079872727394,0.2,0.019537702,-0.020692218877375126,0.178608238697052,0.02858532965183258
,,,20400,,,,0,-0.20912571999999996,0.77,1.54,31014,68,,,,,,,,,,
12146,20700,0,20700,1.16,-0.0898092968063429,0.92,,,,,,,0.001,0.06704545497894288,340,-0.3557111692428589,0.13578313380479812,0.2,0.010699026,-0.01662634663283825,0.33531343936920166,0.037784382700920105
,,,20700,,,,0,-0.24121442,0.72,1.62,31449,69,,,,,,,,,,
12328,21000,0,21000,1.2,-0.06838915882632136,0.92,,,,,,,0.001,0.06289772748947144,345,-0.3954468274116516,0.16709439516067504,0.2,0.010820611,-0.016409039925783873,0.19859516620635986,0.03654375299811363
,,,21000,,,,0,-0.22407207000000004,0.75,1.58,31899,70,,,,,,,,,,
12517,21300,0,21300,1.26,-0.06963280488271266,0.9,,,,,,,0.001,0.08659090936183929,350,-0.3274687671661377,0.16744195342063903,0.2,0.025808891,-0.022340148370712996,0.1662619709968567,0.02664908394217491
,,,21300,,,,0,-0.26542282,0.73,1.61,32365,71,,,,,,,,,,
12702,21600,0,21600,1.34,-0.09046247548423708,0.9,,,,,,,0.001,0.0967045459151268,355,-0.2984857875108719,0.19030235946178437,0.2,0.014143546,-0.01806011760607362,0.08325022459030151,0.04202405363321304
,,,21600,,,,0,-0.26488113,0.69,1.69,32849,72,,,,,,,,,,
12876,21900,0,21900,1.28,-0.13270214721094817,0.88,,,,,,,0.001,0.11221590995788575,360,-0.45286335825920104,0.18242721796035766,0.2,0.021691881,-0.02241619408130646,0.14872872829437256,-0.0038146600127220154
,,,21900,,,,0,-0.27750901,0.67,1.72,33315,73,,,,,,,,,,
13057,22200,0,22200,1.16,-0.02838877876289189,0.94,,,,,,,0.001,0.12738636374473572,365,-0.43721858024597166,0.18704043388366698,0.2,0.021500329,-0.021722106551751493,0.18232101202011108,0.01833728328347206
,,,22200,,,,0,-0.2731931000000001,0.71,1.67,33761,74,,,,,,,,,,
13247,22500,0,22500,1.32,-0.11384352650959045,0.86,,,,,,,0.001,0.1293181824684143,370,-0.4485207951068878,0.16177785247564316,0.2,0.030287752,-0.01674568995833397,0.1589941382408142,0.032560743391513824
,,,22500,,,,0,-0.19851148999999998,0.76,1.6,34210,75,,,,,,,,,,
13427,22800,0,22800,1.28,-0.11222930836025626,0.9,,,,,,,0.001,0.11818181872367858,375,-0.4468213450908661,0.16900504022836685,0.2,0.022900458,-0.021256604678928852,0.11412912607192993,0.050979625433683395
,,,22800,,,,0,-0.2689544,0.68,1.69,34670,76,,,,,,,,,,
13619,23100,0,23100,1.32,-0.07042284602764994,0.86,,,,,,,0.001,0.13596590995788574,380,-0.5583240497112274,0.17261350959539412,0.2,0.024388373,-0.024595402460545302,0.16572028398513794,0.0006412453949451447
,,,23100,,,,0,-0.21362389999999998,0.76,1.53,35140,77,,,,,,,,,,
13795,23400,0,23400,1.2,-0.04915817268192768,0.94,,,,,,,0.001,0.08880681872367858,385,-0.4938121223449707,0.1727586117386818,0.2,0.01764572,-0.020079274363815784,0.1533626914024353,0.05291871726512909
,,,23400,,,,0,-0.28996941,0.72,1.64,35588,78,,,,,,,,,,
13967,23700,0,23700,1.26,-0.0502588634006679,0.9,,,,,,,0.001,0.13312500059604646,390,-0.45564365983009336,0.1798171091079712,0.2,0.022737246,-0.023756185844540596,0.17603766918182373,0.011435259133577347
,,,23700,,,,0,-0.31945776,0.69,1.68,36034,79,,,,,,,,,,
14144,24000,0,24000,1.3,-0.11508384255692362,0.88,,,,,,,0.001,0.11153409123420716,395,-0.48276993989944456,0.196687188744545,0.2,0.018077333,-0.021212630132213237,0.18174529075622559,0.06276234984397888
,,,24000,,,,0,-0.35625788,0.66,1.72,36467,80,,,,,,,,,,
14327,24300,0,24300,1.2,-0.02909191178623587,0.94,,,,,,,0.001,0.13255681812763215,400,-0.47605108737945556,0.1732321959733963,0.2,0.029178236,-0.022957653189077974,0.2994534969329834,0.025317199528217316
,,,24300,,,,0,-0.18961155,0.8,1.53,36888,81,,,,,,,,,,
14505,24600,0,24600,1.2,-0.04891477750148624,0.92,,,,,,,0.001,0.07142045468091965,405,-0.36171282589435577,0.16281590163707732,0.2,0.029413948,-0.015510076731443405,0.2387564778327942,0.04657302051782608
,,,24600,,,,0,-0.22113028999999998,0.74,1.63,37327,82,,,,,,,,,,
14699,24900,0,24900,1.16,-0.0684571238560602,0.94,,,,,,,0.001,0.09767045497894287,410,-0.29700164079666136,0.1753355333209038,0.2,0.033302315,-0.01751163313165307,0.13959956169128418,0.04336440563201904
,,,24900,,,,0,-0.18997559999999997,0.79,1.49,37771,83,,,,,,,,,,
14883,25200,0,25200,1.34,-0.15083176053129135,0.84,,,,,,,0.001,0.0704545459151268,415,-0.2846814399957657,0.1477519091963768,0.2,0.013125248,-0.01506308676674962,0.18742966651916504,0.02582799643278122
,,,25200,,,,0,-0.20580363000000002,0.77,1.58,38224,84,,,,,,,,,,
15071,25500,0,25500,1.34,-0.11177341369912028,0.88,,,,,,,0.001,0.06551136404275894,420,-0.2431236344575882,0.17163220316171646,0.2,0.0148093905,-0.014814776182174683,0.2238420844078064,0.03194865584373474
,,,25500,,,,0,-0.21946282,0.78,1.54,38667,85,,,,,,,,,,
15244,25800,0,25800,1.2,-0.07398210957180709,0.92,,,,,,,0.001,0.06988636404275894,425,-0.2853596180677414,0.16535263299942016,0.2,0.016378598,-0.014577805921435356,0.2564823627471924,0.05613154545426369
,,,25800,,,,0,-0.31639125,0.63,1.8,39085,86,,,,,,,,,,
15417,26100,0,26100,1.08,-0.027592827351763844,0.96,,,,,,,0.001,0.07142045497894287,430,-0.3590379464626312,0.16859714984893798,0.2,0.014104399,-0.016871050521731375,0.22369307279586792,0.05721418932080269
,,,26100,,,,0,-0.2986244599999999,0.68,1.75,39535,87,,,,,,,,,,
15598,26400,0,26400,1.26,-0.08863869244698436,0.9,,,,,,,0.001,0.08738636404275894,435,-0.40037092208862307,0.15813836097717285,0.2,0.022468332,-0.01827478416264057,0.3039613366127014,0.028551477938890457
,,,26400,,,,0,-0.29382225,0.7,1.69,39987,88,,,,,,,,,,
15780,26700,0,26700,1.14,-0.06796858659945429,0.94,,,,,,,0.001,0.05994318217039108,440,-0.2956792867183685,0.16069924503564834,0.2,0.013868341,-0.01645213767886162,0.2787013053894043,0.05018005520105362
,,,26700,,,,0,-0.26926447,0.69,1.71,40400,89,,,,,,,,,,
15956,27000,0,27000,1.24,-0.0699328543059528,0.88,,,,,,,0.001,0.08403409153223038,445,-0.36475867569446563,0.17538197457790375,0.2,0.019661367,-0.016128557585179806,0.15204089879989624,0.02852330170571804
,,,27000,,,,0,-0.30467166,0.67,1.77,40833,90,,,,,,,,,,
16143,27300,0,27300,1.24,-0.06931023043580353,0.9,,,,,,,0.001,0.1004545459151268,450,-0.40330069184303285,0.1872992432117462,0.2,0.013114001,-0.01839510653167963,0.1223796010017395,0.02301022782921791
,,,27300,,,,0,-0.22240289000000002,0.74,1.58,41255,91,,,,,,,,,,
16339,27600,0,27600,1.36,-0.1522622644994408,0.86,,,,,,,0.001,0.06579545497894287,455,-0.29462371408939364,0.17161351472139358,0.2,0.016863525,-0.015341095170006156,0.10835355520248413,0.005779828876256943
,,,27600,,,,0,-0.20193221000000006,0.79,1.5,41690,92,,,,,,,,,,
16522,27900,0,27900,1.16,-0.07000002045184374,0.94,,,,,,,0.001,0.07534090965986252,460,-0.311774440407753,0.17117583096027375,0.2,0.025408005,-0.018805358099052684,0.17279911041259766,0.04722384363412857
,,,27900,,,,0,-0.24050602,0.7,1.67,42126,93,,,,,,,,,,
16710,28200,0,28200,1.24,-0.06940008411649615,0.92,,,,,,,0.001,0.09494318217039108,465,-0.23575953304767608,0.16036416262388228,0.2,0.0456159,-0.01831298148492351,0.22641992568969727,0.036692216992378235
,,,28200,,,,0,-0.33025161000000003,0.65,1.78,42569,94,,,,,,,,,,
16903,28500,0,28500,1.22,-0.05089787058532238,0.92,,,,,,,0.001,0.07892045497894287,470,-0.24082890033721924,0.17796206057071687,0.2,0.028325703,-0.01744652345776558,0.14177769422531128,0.02628163993358612
,,,28500,,,,0,-0.21985215,0.72,1.63,42982,95,,,,,,,,,,
17087,28800,0,28800,1.42,-0.1550848260242492,0.8,,,,,,,0.001,0.08289772778749466,475,-0.2441396337747574,0.1571544274687767,0.2,0.032094844,-0.017497909106314182,0.12452530860900879,0.0580279603600502
,,,28800,,,,0,-0.33035173000000007,0.67,1.68,43423,96,,,,,,,,,,
17283,29100,0,29100,1.3,-0.07143361767753958,0.92,,,,,,,0.001,0.06295454561710358,480,-0.26437905728816985,0.17441553503274917,0.2,0.020976424,-0.014491847269237041,0.23041141033172607,0.02895873412489891
,,,29100,,,,0,-0.20722902999999998,0.79,1.46,43872,97,,,,,,,,,,
17460,29400,0,29400,1.12,-0.047594826053828004,0.94,,,,,,,0.001,0.0817045459151268,485,-0.2743885809183121,0.16505754828453065,0.2,0.016490567,-0.017703422494232655,0.24208498001098633,0.04159911349415779
,,,29400,,,,0,-0.26886113,0.68,1.69,44283,98,,,,,,,,,,
17634,29700,0,29700,1.32,-0.1500760841043666,0.86,,,,,,,0.001,0.06142045497894287,490,-0.2632346451282501,0.14735898107290268,0.2,0.014830969,-0.013493937077000737,0.2807310223579407,0.043696723878383636
,,,29700,,,,0,-0.27286436999999997,0.73,1.62,44700,99,,,,,,,,,,
17815,30000,0,30000,1.14,-0.04817916649393737,0.94,,,,,,,0.001,0.09113636404275895,495,-0.2985710537433624,0.16926807016134263,0.2,0.023126854,-0.020213909205049275,0.24378657341003418,0.03077145665884018
,,,30000,,,,0,-0.25626876,0.74,1.64,45112,100,,,,,,,,,,
17999,30300,0,30300,1.38,-0.1363293346669525,0.84,,,,,,,0.001,0.10386363655328751,500,-0.2711930698156357,0.15540983974933625,0.2,0.022166133,-0.016330189574509858,0.2734643816947937,0.036143068224191666
,,,30300,,,,0,-0.30956261999999996,0.69,1.66,45526,101,,,,,,,,,,
18179,30600,0,30600,1.22,-0.07000238759443164,0.92,,,,,,,0.001,0.07522727310657501,505,-0.24153252124786376,0.1671959015727043,0.2,0.014968395,-0.0115835396386683,0.256226122379303,0.028995681554079056
,,,30600,,,,0,-0.24909283,0.72,1.62,45932,102,,,,,,,,,,
18357,30900,0,30900,1.3,-0.05273403459694236,0.88,,,,,,,0.001,0.101477273106575,510,-0.27284054398536683,0.16440994530916214,0.2,0.03332473,-0.018334650127217175,0.22577506303787231,0.056782178580760956
,,,30900,,,,0,-0.25648138,0.7,1.65,46364,103,,,,,,,,,,
18547,31200,0,31200,1.3,-0.07155167322605849,0.88,,,,,,,0.001,0.1230113634467125,515,-0.24587228298187255,0.18563372850418092,0.2,0.051136177,-0.017670078352093697,0.16334140300750732,0.06358707696199417
,,,31200,,,,0,-0.28803344000000003,0.72,1.68,46838,104,,,,,,,,,,
18729,31500,0,31500,1.58,-0.23613645411096512,0.74,,,,,,,0.001,0.07528409123420715,520,-0.27219027757644654,0.16355986922979354,0.2,0.024225015,-0.019202444795519115,0.2736457586288452,0.0418882854282856
,,,31500,,,,0,-0.20702035999999996,0.78,1.56,47267,105,,,,,,,,,,
18910,31800,0,31800,1.24,-0.07303830312099308,0.92,,,,,,,0.001,0.08386363685131074,525,-0.300625262260437,0.17409726202487946,0.2,0.020190245,-0.019985797833651304,0.17795789241790771,0.022425876930356026
,,,31800,,,,0,-0.25717729,0.72,1.62,47692,106,,,,,,,,,,
19082,32100,0,32100,1.38,-0.15372052273713052,0.82,,,,,,,0.001,0.08642045497894286,530,-0.27080208718776705,0.1663112708926201,0.2,0.020492526,-0.015777488090097904,0.23583239316940308,0.030460301786661148
,,,32100,,,,0,-0.26405324999999996,0.66,1.75,48105,107,,,,,,,,,,
19270,32400,0,32400,1.26,-0.03047236950136721,0.9,,,,,,,0.001,0.09375,535,-0.2736170130968094,0.1649046930670738,0.2,0.02296352,-0.015371191687881947,0.2546349763870239,0.025357667356729507
,,,32400,,,,0,-0.18454501000000004,0.76,1.6,48523,108,,,,,,,,,,
19455,32700,0,32700,1.18,-0.04997730067931116,0.96,,,,,,,0.001,0.11357954561710358,540,-0.24375644087791443,0.1562512609362602,0.2,0.036936834,-0.019275507144629955,0.19130605459213257,0.01405380479991436
,,,32700,,,,0,-0.23307861000000002,0.73,1.71,48937,109,,,,,,,,,,
19650,33000,0,33000,1.24,-0.04950490116607398,0.92,,,,,,,0.001,0.07255681842565537,545,-0.25113332390785215,0.17450932741165162,0.2,0.021409374,-0.016550519689917564,0.1605069637298584,0.03228002041578293
,,,33000,,,,0,-0.22396694,0.76,1.57,49356,110,,,,,,,,,,
19846,33300,0,33300,1.2,-0.0894253509491682,0.92,,,,,,,0.001,0.07323863685131073,550,-0.19967102885246277,0.15181245297193527,0.2,0.02467078,-0.0064375252416357396,0.28134089708328247,0.03920217603445053
,,,33300,,,,0,-0.22912734999999998,0.77,1.52,49771,111,,,,,,,,,,
20025,33600,0,33600,1.22,-0.0495265819132328,0.92,,,,,,,0.001,0.0717045459151268,555,-0.21757351636886596,0.1781999784708023,0.2,0.025513837,-0.011324594076722861,0.11996370553970337,0.026427768170833588
,,,33600,,,,0,-0.21307861000000003,0.72,1.66,50193,112,,,,,,,,,,
20201,33900,0,33900,1.28,-0.09110639619641006,0.88,,,,,,,0.001,0.046250000298023224,560,-0.16210366427898407,0.19821387827396392,0.2,0.019492563,-0.010809784866869449,0.026892423629760742,0.04655107855796814
,,,33900,,,,0,-0.29917752,0.65,1.8,50606,113,,,,,,,,,,
20401,34200,0,34200,1.26,-0.08965580656658859,0.88,,,,,,,0.001,0.08829545497894287,565,-0.23916289627552031,0.1805879980325699,0.2,0.029037451,-0.01862662799656391,0.15411287546157837,0.05332929641008377
,,,34200,,,,0,-0.21364139000000001,0.78,1.49,51029,114,,,,,,,,,,
20599,34500,0,34500,1.18,-0.05011427464429289,0.94,,,,,,,0.001,0.07392045497894287,570,-0.19004862546920775,0.16789903461933137,0.2,0.044393666,-0.0091697146743536,0.14777201414108276,0.05030433088541031
,,,34500,,,,0,-0.22310104,0.75,1.57,51437,115,,,,,,,,,,
20788,34800,0,34800,1.16,-0.048152645132504404,0.94,,,,,,,0.001,0.11062500029802322,575,-0.3238689750432968,0.1380329331755638,0.2,0.027642583,-0.01567071529105306,0.3287227153778076,0.0317814014852047
,,,34800,,,,0,-0.23212674999999997,0.73,1.61,51853,116,,,,,,,,,,
20967,35100,0,35100,1.16,-0.04896777200046927,0.96,,,,,,,0.001,0.10000000059604645,580,-0.263136550784111,0.1404497268795967,0.2,0.027399486,-0.017834485145285725,0.3161439895629883,0.012171763926744461
,,,35100,,,,0,-0.24231517999999996,0.75,1.57,52254,117,,,,,,,,,,
21145,35400,0,35400,1.3,-0.15057878740131855,0.86,,,,,,,0.001,0.07653409123420715,585,-0.19992172598838806,0.18215309083461761,0.2,0.030827064,-0.01075996082276106,0.16557979583740234,0.05125588923692703
