eval/success_rate,env/current_idx,env/completion_counter,time/total_timesteps,eval/mean_reward,eval/mean_ep_length,env/n_steps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/learning_rate,train/clip_fraction
,,,53400,,,,0.74,2.31,78427,0,178,-0.31127033,,,,,,,,,,
0.94,24652,0,53700,-0.0514117927197367,1.36,53700,,,,,,,-0.4696957916021347,0.11830722168087959,1780,0.10414296388626099,-0.059643903262913224,0.17303643,0.2,-0.04726976901292801,0.001,0.3234659092128277
,,,53700,,,,0.8,2.09,78870,0,179,-0.22208357999999995,,,,,,,,,,
0.94,24789,0,54000,-0.05116776910610497,1.38,54000,,,,,,,-0.4564043700695038,0.1361135572195053,1790,-0.04742085933685303,-0.056955041084438565,0.11258111,0.2,-0.05471396446228027,0.001,0.28053977265954017
,,,54000,,,,0.8,2.22,79316,0,180,-0.22730340999999998,,,,,,,,,,
0.92,24932,0,54300,-0.07556006863247604,1.42,54300,,,,,,,-0.40067831337451937,0.12792829290032387,1800,0.03942590951919556,-0.054363658111542465,0.10507405,0.2,-0.06692365556955338,0.001,0.2662215903401375
,,,54300,,,,0.79,2.09,79738,0,181,-0.21109835999999998,,,,,,,,,,
0.8,25085,0,54600,-0.22254452499561012,1.9,54600,,,,,,,-0.3662939485907555,0.10905084423720837,1810,0.02350938320159912,-0.04426592935575172,0.12910041,0.2,-0.07838805019855499,0.001,0.2583806824684143
,,,54600,,,,0.81,2.1,80210,0,182,-0.23677268,,,,,,,,,,
0.94,25233,0,54900,-0.07418500375002622,1.44,54900,,,,,,,-0.3086359515786171,0.11141345284879207,1820,0.10113286972045898,-0.042619552779942754,0.113289036,0.2,-0.0813736617565155,0.001,0.22971590861678123
,,,54900,,,,0.84,2.0,80638,0,183,-0.19934377,,,,,,,,,,
1.0,25392,0,55200,-0.007858580858446658,1.1,55200,,,,,,,-0.3280291873216629,0.12359647259116173,1830,0.056316494941711426,-0.03847354648634791,0.16998062,0.2,-0.022170841693878174,0.001,0.2345170459151268
,,,55200,,,,0.86,1.78,81084,0,184,-0.19199255,,,,,,,,,,
0.94,25517,0,55500,-0.07437898339238018,1.42,55500,,,,,,,-0.3003208926320076,0.10814778629690408,1840,0.2081645131111145,-0.050402266789460554,0.26242253,0.2,-0.023931249976158142,0.001,0.24196022748947144
,,,55500,,,,0.74,2.44,81553,0,185,-0.3216527,,,,,,,,,,
0.9,25674,0,55800,-0.11636212986893951,1.54,55800,,,,,,,-0.3820580369234085,0.1516565055400133,1850,-0.130609393119812,-0.04462850043084472,0.17663427,0.2,-0.019423361867666245,0.001,0.2228977271914482
,,,55800,,,,0.8,2.02,82007,0,186,-0.25055564,,,,,,,,,,
0.92,25820,0,56100,-0.09541965652722866,1.38,56100,,,,,,,-0.36767260372638705,0.12753455638885497,1860,0.14977627992630005,-0.051894498427864165,0.23851533,0.2,-0.043777063488960266,0.001,0.2501136365532875
,,,56100,,,,0.81,2.01,82429,0,187,-0.23434027000000002,,,,,,,,,,
0.92,25980,0,56400,-0.09290422802325338,1.5,56400,,,,,,,-0.38554861962795256,0.12290676549077034,1870,0.10933274030685425,-0.05482934707775712,0.20245373,0.2,-0.04782343655824661,0.001,0.2540056823194027
,,,56400,,,,0.88,1.85,82860,0,188,-0.15870743,,,,,,,,,,
0.94,26120,0,56700,-0.08236669703386724,1.42,56700,,,,,,,-0.3622167778015137,0.1275495531409979,1880,-0.09167134761810303,-0.052733903247863055,0.18120703,0.2,-0.041321929544210434,0.001,0.2509375002980232
,,,56700,,,,0.84,2.08,83286,0,189,-0.16926695,,,,,,,,,,
0.96,26265,0,57000,-0.052922942815348505,1.42,57000,,,,,,,-0.4516134142875671,0.10257807932794094,1890,0.1861545443534851,-0.052241403795778754,0.14543687,0.2,-0.04160209745168686,0.001,0.2823295459151268
,,,57000,,,,0.8,2.1,83739,0,190,-0.24503161,,,,,,,,,,
0.94,26405,0,57300,-0.03146123956888914,1.42,57300,,,,,,,-0.4066680175065994,0.11807430543005466,1900,0.11805915832519531,-0.05284697763621807,0.15972473,0.2,-0.04719463735818863,0.001,0.27605113670229914
,,,57300,,,,0.82,2.04,84169,0,191,-0.18804929,,,,,,,,,,
0.98,26537,0,57600,-0.031421895241364836,1.16,57600,,,,,,,-0.40115666449069975,0.12465416662395,1910,-0.21836328506469727,-0.052078541349619624,0.13630864,0.2,-0.05177627503871918,0.001,0.281306818574667
,,,57600,,,,0.76,2.33,84578,0,192,-0.30459022,,,,,,,,,,
0.98,26679,0,57900,-0.03050901769660413,1.2,57900,,,,,,,-0.4598691737651825,0.1397103286162019,1920,-0.0018918514251708984,-0.053193783382885156,0.131798,0.2,-0.05537646636366844,0.001,0.27667613565921784
,,,57900,,,,0.82,1.93,85005,0,193,-0.17924892000000003,,,,,,,,,,
0.92,26835,0,58200,-0.10345316890627146,1.64,58200,,,,,,,-0.4019616201519966,0.13270106919109823,1930,-0.10391557216644287,-0.053326257104054094,0.14485142,0.2,-0.019897740334272385,0.001,0.2722727277874947
,,,58200,,,,0.82,1.99,85443,0,194,-0.20959319999999998,,,,,,,,,,
0.96,26982,0,58500,-0.03121558601502329,1.3,58500,,,,,,,-0.4528734892606735,0.1329743145406246,1940,0.011948585510253906,-0.04984415703453124,0.1598966,0.2,-0.07115520536899567,0.001,0.2763068178296089
,,,58500,,,,0.79,2.17,85863,0,195,-0.26609087,,,,,,,,,,
0.94,27132,0,58800,-0.07134911365807056,1.38,58800,,,,,,,-0.40436809659004214,0.1301561452075839,1950,-0.06832170486450195,-0.048275779504328965,0.16096643,0.2,-0.060827478766441345,0.001,0.2702272729575634
,,,58800,,,,0.87,2.06,86300,0,196,-0.16226866,,,,,,,,,,
0.92,27275,0,59100,-0.0940473836613819,1.58,59100,,,,,,,-0.356336010992527,0.09208587098866701,1960,0.007760226726531982,-0.0387848815205507,0.16832253,0.2,-0.04446571320295334,0.001,0.22196022808551788
,,,59100,,,,0.78,2.04,86743,0,197,-0.28943202,,,,,,,,,,
0.96,27421,0,59400,-0.04822438302449882,1.18,59400,,,,,,,-0.401141545176506,0.12228649780154228,1970,0.19999271631240845,-0.04750638291239739,0.12500316,0.2,-0.026416528970003128,0.001,0.25400568172335625
,,,59400,,,,0.78,2.16,87162,0,198,-0.25093314,,,,,,,,,,
0.96,27565,0,59700,-0.030555115747265518,1.26,59700,,,,,,,-0.31705224364995954,0.10921913027763366,1980,0.12055450677871704,-0.04674918469041586,0.08626797,0.2,-0.05058865249156952,0.001,0.2208522728085518
,,,59700,,,,0.81,1.94,87614,0,199,-0.22605625999999998,,,,,,,,,,
0.96,27716,0,60000,-0.05118569144513458,1.28,60000,,,,,,,-0.3206345227360725,0.11559518299996853,1990,0.04970735311508179,-0.04819595700129867,0.25615394,0.2,-0.0645768940448761,0.001,0.24428977221250534
,,,60000,,,,0.83,1.93,88042,0,200,-0.18830402000000007,,,,,,,,,,
0.92,27874,0,60300,-0.09190286451950669,1.34,60300,,,,,,,-0.39307561337947844,0.09285677012056112,2000,0.2669602632522583,-0.04999393591890112,0.18328173,0.2,-0.022590838372707367,0.001,0.24113636404275895
,,,60300,,,,0.85,1.93,88479,0,201,-0.15575086000000002,,,,,,,,,,
0.98,28010,0,60600,-0.02890197729691863,1.2,60600,,,,,,,-0.29979165732860563,0.07345104226842522,2010,0.2753264307975769,-0.05092293858528137,0.14753668,0.2,-0.0860835462808609,0.001,0.23650568217039108
,,,60600,,,,0.77,2.14,88908,0,202,-0.234523,,,,,,,,,,
0.94,28153,0,60900,-0.03288597657345235,1.46,60900,,,,,,,-0.32096839129924776,0.1274095994979143,2020,0.09199756383895874,-0.03544650081545114,0.12502408,0.2,-0.01653394103050232,0.001,0.20349431917071342
,,,60900,,,,0.77,2.12,89364,0,203,-0.2357538,,,,,,,,,,
0.98,28301,0,61200,-0.008922544629313052,1.16,61200,,,,,,,-0.3354802006483078,0.12007624499499797,2030,0.0377659797668457,-0.04615973178762942,0.14135417,0.2,-0.03444870561361313,0.001,0.19821022793650628
,,,61200,,,,0.83,2.06,89809,0,204,-0.19811359000000003,,,,,,,,,,
0.88,28451,0,61500,-0.13569880892988295,1.58,61500,,,,,,,-0.4224110975861549,0.1259060074388981,2040,0.12131112813949585,-0.059540985198691485,0.12558793,0.2,-0.0408603809773922,0.001,0.24485795482993125
,,,61500,,,,0.86,1.92,90278,0,205,-0.15294004000000003,,,,,,,,,,
0.88,28596,0,61800,-0.09509264247491955,1.56,61800,,,,,,,-0.34099497020244596,0.10240134447813035,2050,0.2438899278640747,-0.03623960787896067,0.09445737,0.2,-0.03687453269958496,0.001,0.18784090936183928
,,,61800,,,,0.77,2.24,90745,0,206,-0.23726620999999998,,,,,,,,,,
0.92,28732,0,62100,-0.057381444219499825,1.46,62100,,,,,,,-0.38747844338417053,0.10257499646395445,2060,0.05771678686141968,-0.05020445574307814,0.14763303,0.2,-0.054147783666849136,0.001,0.22372159108519554
,,,62100,,,,0.78,2.12,91217,0,207,-0.23337809999999998,,,,,,,,,,
0.96,28862,0,62400,-0.029773782705888152,1.28,62400,,,,,,,-0.4464046114683151,0.1322380242496729,2070,0.11253845691680908,-0.05461061660200357,0.15597062,0.2,-0.05684506148099899,0.001,0.2435511365532875
,,,62400,,,,0.75,2.32,91671,0,208,-0.26176520000000003,,,,,,,,,,
0.96,29004,0,62700,-0.050487954830750824,1.34,62700,,,,,,,-0.4379438430070877,0.11033250726759433,2080,0.24707263708114624,-0.04955008298158645,0.11992743,0.2,-0.0519818440079689,0.001,0.2723295445740223
,,,62700,,,,0.81,2.14,92113,0,209,-0.23697816999999996,,,,,,,,,,
0.94,29145,0,63000,-0.07070737775880843,1.36,63000,,,,,,,-0.537245232462883,0.1140354423224926,2090,0.15547901391983032,-0.05936333671212196,0.14255837,0.2,-0.041241925209760666,0.001,0.31866477221250533
,,,63000,,,,0.83,2.08,92553,0,210,-0.20421291999999994,,,,,,,,,,
0.9,29271,0,63300,-0.12279822955839335,1.54,63300,,,,,,,-0.54676529109478,0.11431201431900263,2100,0.1179971694946289,-0.05725007623899728,0.13744822,0.2,-0.033602192997932434,0.001,0.3195738638937473
,,,63300,,,,0.76,2.33,93035,0,211,-0.25935016,,,,,,,,,,
0.98,29404,0,63600,-0.029109832174144687,1.16,63600,,,,,,,-0.5650677847862243,0.09923133861273527,2110,0.11959022283554077,-0.055817028414458035,0.18940283,0.2,-0.09045387804508209,0.001,0.35275568187236783
,,,63600,,,,0.76,2.19,93465,0,212,-0.28138954,,,,,,,,,,
0.96,29540,0,63900,-0.04979274014476687,1.26,63900,,,,,,,-0.6102176964282989,0.1311977556720376,2120,-0.021098732948303223,-0.06269228304736316,0.15563396,0.2,-0.059556975960731506,0.001,0.3485227280855179
,,,63900,,,,0.78,2.19,94274,0,213,-0.24275409,,,,,,,,,,
0.98,29672,0,64200,-0.030901447720825672,1.18,64200,,,,,,,-0.562313842177391,0.13268171109259128,2130,-0.06461000442504883,-0.06563454466871917,0.15842532,0.2,-0.036120641976594925,0.001,0.34107954531908036
,,,64200,,,,0.73,2.31,94711,0,214,-0.31108132,,,,,,,,,,
0.96,29802,0,64500,-0.05203326532617211,1.36,64500,,,,,,,-0.5578114253282547,0.12388023138046264,2140,0.12094920873641968,-0.05971161218360067,0.12152477,0.2,-0.02554171159863472,0.001,0.3333806817233562
,,,64500,,,,0.79,2.2,95180,0,215,-0.25042615000000007,,,,,,,,,,
0.94,29948,0,64800,-0.050769873415119945,1.34,64800,,,,,,,-0.47216265261173246,0.12388323739171028,2150,0.10576719045639038,-0.055305642690509554,0.17006072,0.2,-0.049010828137397766,0.001,0.32147727251052854
,,,64800,,,,0.84,1.99,95642,0,216,-0.16838299000000004,,,,,,,,,,
0.92,30093,0,65100,-0.1039764643739909,1.64,65100,,,,,,,-0.46212441504001617,0.10867283683270217,2160,-0.058490753173828125,-0.05350974768400192,0.10584571,0.2,-0.06725667417049408,0.001,0.27443181827664376
,,,65100,,,,0.81,2.08,96125,0,217,-0.18654088,,,,,,,,,,
0.98,30233,0,65400,-0.031206778874620797,1.28,65400,,,,,,,-0.5167661267518997,0.11652397438883781,2170,0.11187243461608887,-0.05559865648858249,0.16963932,0.2,-0.05391182005405426,0.001,0.3131250002980232
,,,65400,,,,0.8,2.19,96588,0,218,-0.25921822,,,,,,,,,,
0.94,30364,0,65700,-0.052544706990011035,1.3,65700,,,,,,,-0.5764285826683044,0.13495931424200536,2180,0.07882797718048096,-0.05980183415114879,0.13845965,0.2,-0.0427127443253994,0.001,0.2901136365532875
,,,65700,,,,0.81,2.23,97025,0,219,-0.24321029999999996,,,,,,,,,,
0.94,30504,0,66000,-0.07513566419947892,1.38,66000,,,,,,,-0.5793871182203293,0.1244821790792048,2190,0.08372217416763306,-0.062125765178352596,0.17089312,0.2,-0.05622133985161781,0.001,0.3318181821703911
,,,66000,,,,0.79,2.13,97485,0,220,-0.2573316,,,,,,,,,,
0.88,30649,0,66300,-0.11611840256489814,1.66,66300,,,,,,,-0.5058849769830703,0.13066588521003722,2200,0.09901320934295654,-0.05573778260499239,0.19138563,0.2,-0.04921237379312515,0.001,0.311875
,,,66300,,,,0.79,2.08,97978,0,221,-0.25269498,,,,,,,,,,
0.88,30797,0,66600,-0.11637523632030934,1.68,66600,,,,,,,-0.5379914915561677,0.1315574585646391,2210,0.15519315004348755,-0.061268987879157064,0.13452543,0.2,-0.0519292838871479,0.001,0.34139204621315
,,,66600,,,,0.84,1.98,98456,0,222,-0.15371282,,,,,,,,,,
0.9,30943,0,66900,-0.09603777545038611,1.6,66900,,,,,,,-0.47273411095142365,0.11730316191911698,2220,-0.023106813430786133,-0.06503274273127317,0.18505125,0.2,-0.04657752439379692,0.001,0.31982954576611516
,,,66900,,,,0.84,1.97,98930,0,223,-0.21220921,,,,,,,,,,
