env/n_steps,env/completion_counter,time/fps,time/total_timesteps,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,env/current_idx,time/iterations,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
26460,1,0,26460,32841,0.91,1.37,3184,882,-0.08483834999999999,0.01693838189356029,0.0001,0.2,0.0513333360105753,-0.01679922271744967,-0.032105251103639605,0.06376889,44050,0.6209408044815063,-0.018438607454299927,,,
26490,1,0,26490,32873,0.89,1.43,3206,883,-0.09561742000000001,0.12848389811813832,0.0001,0.2,0.12133333928883076,-0.03329396536325415,-0.08778775572776794,0.14956994,44100,-0.04228222370147705,-0.016676543280482292,,,
26520,1,0,26520,32904,0.9,1.37,3228,884,-0.07257515,0.0590829467587173,0.0001,0.2,0.12733333729207516,-0.03524396660303076,-0.07515106856822967,0.014426054,44150,-0.30281639099121094,-0.03524459898471832,,,
26550,1,0,26550,32936,0.93,1.28,3251,885,-0.06079482,0.027505021672695876,0.0001,0.2,0.04333333507180214,-0.017834965722635373,-0.044740551933646205,0.06412271,44200,0.4107128381729126,-0.02977057732641697,,,
26580,1,0,26580,32969,0.92,1.32,3275,886,-0.07032827999999999,0.06296766508370638,0.0001,0.2,0.19466666921973227,-0.026310721632093248,-0.14422669678926467,0.26769203,44250,-0.552474856376648,-0.025373628363013268,,,
26610,1,0,26610,33001,0.92,1.3,3299,887,-0.060407590000000004,0.05236862239427865,0.0001,0.2,0.2020000072568655,-0.0484563559498638,-0.14685203969478608,0.32666752,44300,-0.31340503692626953,-0.0691399872303009,,,
26640,1,0,26640,33032,0.93,1.32,3318,888,-0.06100589,0.031040627676993608,0.0001,0.2,0.22666667737066745,-0.04294773541018365,-0.26548065841197965,0.5326332,44350,0.2528653144836426,-0.05060886591672897,,,
26670,1,0,26670,33064,0.9,1.39,3338,889,-0.08204889000000001,0.06839881811290979,0.0001,0.2,0.22600000903010367,-0.0422961950233827,-0.24586559534072877,0.29164985,44400,-0.8083633184432983,-0.04736323654651642,,,
26700,1,0,26700,33096,0.89,1.43,3358,890,-0.08305241000000001,0.0843337407335639,0.0001,0.2,0.2813333437591791,-0.060960297329972164,-0.2503336438536644,0.51490855,44450,0.10249805450439453,-0.08320934325456619,,,
26730,1,0,26730,33131,0.88,1.47,3377,891,-0.09484122,0.0237761096842587,0.0001,0.2,0.16933333583176136,-0.045858264449983824,-0.23039446294307708,0.08290657,44500,0.5562999844551086,-0.057990796864032745,,,
26760,1,0,26760,33170,0.87,1.53,3393,892,-0.11880701000000002,0.09377827562391758,0.0001,0.2,0.20466667279601097,-0.061672188632190234,-0.15425175547599793,0.9512108,44550,-0.46903538703918457,-0.07250437885522842,,,
26790,1,0,26790,33202,0.86,1.52,3415,893,-0.14311486,0.1453598839789629,0.0001,0.2,0.28600000731647013,-0.06751995460813244,-0.25250819385051726,0.17466433,44600,0.2285311222076416,-0.05542386323213577,,,
26820,1,0,26820,33234,0.86,1.56,3432,894,-0.14388014,0.05947917674668133,0.0001,0.2,0.23066667348146438,-0.04643873816293974,-0.221659052670002,0.57067883,44650,0.4152369499206543,-0.06404069066047668,,,
26850,1,0,26850,33269,0.86,1.57,3451,895,-0.14378242,0.04547761938534677,0.0001,0.2,0.2720000048726797,-0.07143552821874617,-0.4499195504188538,0.06243015,44700,0.3687019944190979,-0.09198295325040817,,,
26880,1,0,26880,33302,0.89,1.43,3481,896,-0.11815233000000001,0.08998654469847679,0.0001,0.2,0.09266666807234288,-0.0144856566010664,-0.044530185647308825,0.04613436,44750,0.179237961769104,-0.002234678715467453,,,
26910,1,0,26910,33336,0.9,1.41,3501,897,-0.10558938000000001,0.052339499816298485,0.0001,0.2,0.1486666714400053,-0.013817829740078516,-0.08321122035384178,0.8552294,44800,-1.876715898513794,-0.007954858243465424,,,
26940,1,0,26940,33366,0.89,1.43,3519,898,-0.12375080999999997,0.04232806384563446,0.0001,0.2,0.16466667011380196,-0.027679732484122112,-0.17072882026433944,0.2435905,44850,0.46088868379592896,-0.046672333031892776,,,
26970,1,0,26970,33399,0.92,1.32,3545,899,-0.09197562,0.12522151380777358,0.0001,0.2,0.33600000612437725,-0.07278007645532483,-0.38479204058647154,0.2302803,44900,0.2739424705505371,-0.06558378040790558,,,
27000,1,,27000,,,,3564,,,0.05824876651167869,0.0001,0.2,0.13066667079925537,-0.030397649666294484,-0.1637647721171379,0.10207754,44950,-197.1562957763672,-0.0332019180059433,0.93,-0.08539388045668601,1.29
,,0,27000,33577,0.92,1.37,,900,-0.08238764,,,,,,,,,,,,,
27030,1,0,27030,33610,0.92,1.39,3587,901,-0.08316008,0.03269061644561589,0.0001,0.2,0.17200000546872615,-0.03945793401574093,-0.19035741716623306,0.17252655,45000,-0.161065936088562,-0.048336565494537354,,,
27060,1,0,27060,33649,0.93,1.36,3612,902,-0.07546132,0.04369423164054751,0.0001,0.2,0.17533333621919156,-0.05353206830099225,-0.0761117199063301,0.3990699,45050,0.24433815479278564,-0.053229596465826035,,,
27090,1,0,27090,33679,0.94,1.33,3633,903,-0.044516589999999995,0.0225754841696471,0.0001,0.2,0.14933333806693555,-0.05437697141245007,-0.039297687634825704,0.40447778,45100,0.6255251169204712,-0.05511040985584259,,,
27120,1,0,27120,33715,0.91,1.38,3652,904,-0.06510009,0.022696168120019136,0.0001,0.2,0.1546666707098484,-0.029021461082467184,-0.21556845486164092,0.08274077,45150,-51.34803771972656,-0.040707919746637344,,,
27150,1,0,27150,33757,0.92,1.33,3678,905,-0.06413993999999999,0.10616864886134864,0.0001,0.2,0.2526666747778654,-0.0621475977698962,-0.21616394460201263,0.3594333,45200,-0.016114354133605957,-0.08079588413238525,,,
27180,1,0,27180,33792,0.92,1.32,3704,906,-0.06480748,0.03715162001550198,0.0001,0.2,0.17866666853427887,-0.04513432523041651,-0.049862182028591634,1.1235201,45250,0.14063644409179688,-0.05832899361848831,,,
27210,1,0,27210,33825,0.94,1.28,3726,907,-0.06186821000000001,0.02249226885382086,0.0001,0.2,0.21933334171772004,-0.05442234294116496,-0.12808574989438057,0.19232705,45300,0.2195470929145813,-0.06287343055009842,,,
27240,1,0,27240,33868,0.96,1.22,3751,908,-0.05170521,0.032311450289562345,0.0001,0.2,0.09000000342726708,-0.011212853779705857,-0.0745264469087124,0.21692674,45350,0.1609334945678711,-0.011540964245796204,,,
27270,1,0,27270,33900,0.92,1.35,3766,909,-0.08349102,0.04870696699246764,0.0001,0.2,0.06266666822135449,-0.022374116734640345,-0.08827029585838318,0.30782634,45400,-0.2696889638900757,-0.046766750514507294,,,
27300,1,0,27300,33932,0.93,1.34,3793,910,-0.07330924999999998,0.06095570701174438,0.0001,0.2,0.2420000086724758,-0.060974576727797686,-0.2129565554857254,0.62011874,45450,0.3852425217628479,-0.07367347180843353,,,
27330,1,0,27330,33965,0.94,1.28,3818,911,-0.0612172,0.006108754728920758,0.0001,0.2,0.22133334286510944,-0.04696627701508504,-0.19546488165855408,0.26428288,45500,-384.07220458984375,-0.05212637782096863,,,
27360,1,0,27360,33996,0.9,1.4,3833,912,-0.10557180000000001,0.03372796258889139,0.0001,0.2,0.14133333809673787,-0.03980819285350542,-0.10618540480732917,0.68404824,45550,0.08415359258651733,-0.046585384756326675,,,
27390,1,0,27390,34028,0.89,1.43,3854,913,-0.10504682000000001,0.11279600247740745,0.0001,0.2,0.12066667012870312,-0.019350183334395615,-0.17721506640315055,0.3056349,45600,0.3629254698753357,-0.019365493208169937,,,
27420,1,0,27420,34061,0.91,1.38,3877,914,-0.08589703,0.03453436971176416,0.0001,0.2,0.14666667059063912,-0.028810134501196388,-0.15814059525728225,0.03067658,45650,-6.056678771972656,-0.036792412400245667,,,
27450,1,0,27450,34099,0.88,1.47,3893,915,-0.11979261999999999,0.03504179877229035,0.0001,0.2,0.14600000478327274,-0.023070660099387227,-0.18109436303377152,0.053813424,45700,0.2308613657951355,-0.03469465672969818,,,
27480,1,0,27480,34138,0.86,1.51,3915,916,-0.14026819999999995,0.06358755964785814,0.0001,0.2,0.18600000210106374,-0.05470140488880375,-0.19511914670467376,0.21317214,45750,0.5284072160720825,-0.06264566630125046,,,
27510,1,0,27510,34176,0.91,1.37,3943,917,-0.09552207000000003,0.10347325209528208,0.0001,0.2,0.09733333826065063,-0.03187695892589788,-0.13906237304210664,0.04812019,45800,0.026539862155914307,-0.03131929039955139,,,
27540,1,0,27540,34210,0.89,1.4,3964,918,-0.11583733,0.03946099838241935,0.0001,0.2,0.1480000028014183,-0.04067273592700563,-0.14002460926771165,0.47435272,45850,-0.3092460632324219,-0.0485556423664093,,,
27570,1,0,27570,34247,0.89,1.39,3984,919,-0.12169511,0.12297265622764826,0.0001,0.2,0.1513333372026682,-0.03676123716961593,-0.17855390161275864,0.1405385,45900,-0.6153132915496826,-0.04001142829656601,,,
27600,1,0,27600,34281,0.91,1.36,4004,920,-0.10128727,0.07515386946499347,0.0001,0.2,0.24800001159310342,-0.06387443490698928,-0.13163775965571403,0.4211093,45950,0.3281044363975525,-0.06931168586015701,,,
27630,1,0,27630,34313,0.9,1.4,4022,921,-0.10202123,0.04479463009629399,0.0001,0.2,0.17400000348687172,-0.038011441051959985,-0.1161849184334278,0.1819918,46000,0.25815367698669434,-0.0389518178999424,,,
27660,1,0,27660,34346,0.86,1.52,4042,922,-0.13367978000000003,0.07991985149681569,0.0001,0.2,0.21866667218506336,-0.05457628633951149,-0.2531356871128082,0.89698637,46050,-0.32878053188323975,-0.079827681183815,,,
27690,1,0,27690,34378,0.88,1.45,4068,923,-0.11285835999999999,0.06793256498873233,0.0001,0.2,0.1806666698306799,-0.04689917648707819,-0.09538790628314019,0.75580597,46100,0.3783373236656189,-0.04314678534865379,,,
27720,1,0,27720,34412,0.92,1.33,4092,924,-0.07054769999999999,0.03106166550889611,0.0001,0.2,0.1253333381563425,-0.02535468050713341,-0.09102224677801132,0.23019853,46150,-120.16580963134766,-0.028873659670352936,,,
27750,1,0,27750,34446,0.94,1.31,4116,925,-0.05001618000000001,0.05328877544030547,0.0001,0.2,0.17866666980087756,-0.04324806138128043,-0.11040818691253662,0.1304627,46200,0.08168137073516846,-0.0396861806511879,,,
27780,1,0,27780,34478,0.96,1.25,4137,926,-0.052889030000000004,0.028253475734964013,0.0001,0.2,0.11333333864808083,-0.02498853737146906,-0.1180529947578907,0.0742331,46250,-129.0718994140625,-0.027148256078362465,,,
27810,1,0,27810,34511,0.93,1.33,4157,927,-0.07389779,0.12062312498688697,0.0001,0.2,0.15733333721756934,-0.03695988884568209,-0.09176200225949288,0.27518073,46300,0.2359207272529602,-0.03815077990293503,,,
27840,1,0,27840,34543,0.93,1.31,4182,928,-0.07365289000000001,0.07964333776384593,0.0001,0.2,0.16733333714306353,-0.03897813574845586,-0.181627094745636,0.07433119,46350,-0.390352725982666,-0.05938192829489708,,,
27870,1,0,27870,34580,0.9,1.33,4203,929,-0.09384158000000001,0.07512799732387065,0.0001,0.2,0.16266666918992997,-0.051460057144829374,-0.1436813348531723,0.17447959,46400,-0.5980311632156372,-0.05281569063663483,,,
27900,1,0,27900,34616,0.89,1.36,4227,930,-0.10046411,0.08568861968815326,0.0001,0.2,0.20666667580604553,-0.05133376188824574,-0.08747034065425396,0.3541326,46450,0.11577540636062622,-0.04274875670671463,,,
27930,1,0,27930,34649,0.93,1.24,4253,931,-0.06911411000000002,0.07022724822163581,0.0001,0.2,0.11866667255759239,-0.041921242197354616,-0.09219902753829956,0.018599374,46500,0.18083173036575317,-0.031183801591396332,,,
27960,1,0,27960,34680,0.93,1.25,4274,932,-0.06946122,0.06399198062717915,0.0001,0.2,0.13466666966676713,-0.02532290142929803,-0.14936700522899626,0.06348816,46550,0.07216823101043701,-0.018959734588861465,,,
27990,1,0,27990,34711,0.92,1.31,4295,933,-0.0801515,0.07677626423537731,0.0001,0.2,0.10600000478327275,-0.017671757000886537,-0.08069128647446633,0.005129929,46600,0.0307924747467041,-0.002209087833762169,,,
28020,1,0,28020,34740,0.91,1.35,4312,934,-0.10086101000000001,0.041621197424829004,0.0001,0.2,0.0880000016093254,-0.008003446198534192,-0.11482108250260353,0.04078865,46650,0.41536635160446167,-0.003580415155738592,,,
28050,1,0,28050,34772,0.89,1.41,4333,935,-0.12276693,0.09297109507024288,0.0001,0.2,0.08600000157952309,-0.027824558654800064,-0.05446459516882896,0.024331255,46700,0.4371488094329834,-0.011185184121131897,,,
28080,1,0,28080,34804,0.87,1.49,4353,936,-0.12353705,0.058085795156657696,0.0001,0.2,0.09533333495259284,-0.02640615345692886,-0.07242536969482899,0.072212905,46750,0.4261854887008667,-0.026822997257113457,,,
28110,1,0,28110,34838,0.88,1.47,4376,937,-0.11380635000000001,0.06406389316543937,0.0001,0.2,0.10133333772420883,-0.021881647090427593,-0.04837632201611996,0.15430695,46800,-0.2920255661010742,-0.018253691494464874,,,
28140,1,0,28140,34869,0.88,1.45,4399,938,-0.11398563,0.04616233434528112,0.0001,0.2,0.07066666953265667,-0.02843898029314978,-0.07009202554821968,0.08528107,46850,-0.5867635011672974,-0.06272148340940475,,,
28170,1,0,28170,34901,0.92,1.36,4423,939,-0.06367758,0.038236984852701425,0.0001,0.2,0.16666667319834233,-0.04281552994678107,-0.12222219824790954,0.48079544,46900,0.4859328866004944,-0.06502819061279297,,,
28200,1,0,28200,34933,0.92,1.33,4444,940,-0.0720654,0.009478495609946548,0.0001,0.2,0.1066666704416275,-0.016103224757437893,-0.05671965040266514,0.007207894,46950,-24.12171745300293,-0.019787488505244255,,,
28230,1,0,28230,34963,0.91,1.33,4465,941,-0.09183866,0.06018899615854025,0.0001,0.2,0.09600000187754631,-0.02066415123393135,-0.05820071376860142,0.025997335,47000,0.5528925657272339,-0.02235640585422516,,,
28260,1,0,28260,34997,0.93,1.25,4495,942,-0.07032738,0.08216633338481188,0.0001,0.2,0.20600000634789467,-0.047689015737424255,-0.11731638804078103,0.710822,47050,0.36724168062210083,-0.0520600900053978,,,
28290,1,0,28290,35028,0.9,1.35,4514,943,-0.10206649999999998,0.0340092199947685,0.0001,0.2,0.07533333487808705,-0.011988016618066482,-0.07875216454267502,0.102351174,47100,-44565.78515625,-0.014513669535517693,,,
28320,1,0,28320,35059,0.91,1.33,4531,944,-0.10288739,0.15522559642791747,0.0001,0.2,0.11066666930913925,-0.020854841145842008,-0.06565935723483562,0.44810075,47150,0.16947156190872192,-0.020286627113819122,,,
28350,1,0,28350,35090,0.91,1.34,4554,945,-0.10346361000000001,0.08404535170644521,0.0001,0.2,0.13800000451505184,-0.026404969887613917,-0.09453808516263962,0.13775513,47200,0.20170438289642334,-0.021559633314609528,,,
28380,1,0,28380,35126,0.9,1.37,4578,946,-0.10410101,0.07022655181586743,0.0001,0.2,0.18066666930913924,-0.03449611727769177,-0.11977867588400841,0.04589517,47250,-0.03869187831878662,-0.02552196942269802,,,
28410,1,0,28410,35158,0.92,1.33,4606,947,-0.08323616000000002,0.02045729742385447,0.0001,0.2,0.18000000193715096,-0.049344860264100135,-0.11176730096340179,0.2893573,47300,0.690048098564148,-0.058145906776189804,,,
28440,1,0,28440,35196,0.95,1.22,4630,948,-0.050765529999999996,0.009687190670520067,0.0001,0.2,0.1393333376944065,-0.033729413463423584,-0.06941183984279632,0.19199352,47350,-111.73104095458984,-0.037999227643013,,,
28470,1,0,28470,35227,0.94,1.27,4650,949,-0.06198614,0.024226092305034398,0.0001,0.2,0.104000004529953,-0.045663711816344106,-0.08011620126664638,0.30218157,47400,0.589390754699707,-0.05912330001592636,,,
28500,1,0,28500,35262,0.94,1.28,4673,950,-0.07146011,0.06692570254206658,0.0001,0.2,0.22133334293961526,-0.040862686039879886,-0.14009838670492172,0.07972344,47450,0.2876640558242798,-0.03938315808773041,,,
28530,1,0,28530,35296,0.93,1.35,4693,951,-0.07271673999999999,0.061903069224208594,0.0001,0.2,0.05666666962206364,-0.021156965219260505,-0.1003584872186184,0.07110195,47500,-0.13495373725891113,-0.022453278303146362,,,
28560,1,0,28560,35328,0.91,1.4,4715,952,-0.09318035999999999,0.0729695537686348,0.0001,0.2,0.07533333517611027,-0.017024293748661847,-0.0682244823127985,0.037589088,47550,-0.3635368347167969,-0.005906940437853336,,,
28590,1,0,28590,35357,0.92,1.37,4738,953,-0.08220464999999998,0.05198165692389011,0.0001,0.2,0.1153333380818367,-0.028654374002556614,-0.06882550045847893,0.22668903,47600,0.3549790382385254,-0.036674853414297104,,,
28620,1,0,28620,35390,0.92,1.35,4764,954,-0.08186845999999999,0.016727241156622767,0.0001,0.2,0.13666667081415654,-0.023493758963110522,-0.08581932291388511,0.25695688,47650,0.7084391713142395,-0.03139403462409973,,,
28650,1,0,28650,35423,0.93,1.28,4785,955,-0.07089271,0.02194208917208016,0.0001,0.2,0.0513333360105753,-0.0150194506640546,-0.08870487481355667,0.06200017,47700,0.3980250358581543,-0.019552115350961685,,,
28680,1,0,28680,35457,0.93,1.28,4807,956,-0.07070457,0.031568117151036856,0.0001,0.2,0.268000011369586,-0.054297669596970195,-0.09542930334806442,0.7259562,47750,0.6243128776550293,-0.05842457711696625,,,
28710,1,0,28710,35488,0.91,1.31,4828,957,-0.09205586,0.054236652180552486,0.0001,0.2,0.056000002920627595,-0.013653158033266664,-0.037845734097063544,0.0019292632,47800,0.11909258365631104,-0.011098528280854225,,,
28740,1,0,28740,35521,0.9,1.34,4853,958,-0.10261664999999999,0.02202650875784457,0.0001,0.2,0.094666668176651,-0.022057663475473676,-0.033736723102629186,0.1281776,47850,0.777484655380249,-0.021295256912708282,,,
28770,1,0,28770,35556,0.89,1.39,4873,959,-0.1129151,0.03382689101621508,0.0001,0.2,0.09133333541452884,-0.018248355207964764,-0.06886197619140148,0.25957608,47900,0.4094313383102417,-0.03026670031249523,,,
28800,1,0,28800,35589,0.91,1.36,4896,960,-0.0925105,0.043940078858286144,0.0001,0.2,0.0720000022649765,-0.02104385781241582,-0.07407137706875801,0.07009411,47950,0.29569053649902344,-0.02515782229602337,,,
28830,1,0,28830,35620,0.92,1.38,4916,961,-0.07280889,0.020478263702243565,0.0001,0.2,0.0740000032633543,-0.006889594730998692,-0.05151361659169197,0.3027128,48000,0.39107561111450195,-0.022142108529806137,,,
28860,1,0,28860,35652,0.92,1.43,4935,962,-0.07259246,0.01769452851265669,0.0001,0.2,0.1533333368599415,-0.03103271316379928,-0.11196201831102372,0.045101643,48050,-92.489990234375,-0.04321029409766197,,,
28890,1,0,28890,35684,0.92,1.42,4957,963,-0.07185591000000001,0.0661331423278898,0.0001,0.2,0.18333333760499954,-0.04685915187870462,-0.12440343245863915,0.5913822,48100,-0.03145146369934082,-0.07425808906555176,,,
28920,1,0,28920,35716,0.94,1.34,4980,964,-0.05045342,0.05963409449905157,0.0001,0.2,0.17333333604037762,-0.0436111878566444,-0.08776193857192993,0.17596331,48150,0.11189574003219604,-0.04808162525296211,,,
28950,1,0,28950,35750,0.92,1.39,5005,965,-0.07231199,0.030307391695678233,0.0001,0.2,0.13400000393390654,-0.018271164488668248,-0.06241052880883217,0.062337007,48200,0.23175013065338135,-0.018017830327153206,,,
28980,1,0,28980,35784,0.92,1.32,5028,966,-0.08165951999999999,0.056178047806024554,0.0001,0.2,0.15800000362098218,-0.04841372878989205,-0.0932086530327797,0.20664106,48250,0.1796981692314148,-0.06191758066415787,,,
29010,1,0,29010,35817,0.93,1.26,5054,967,-0.07083149999999999,0.045200983863323926,0.0001,0.2,0.18866666920483113,-0.03917460050371787,-0.11675003156065941,0.26136345,48300,0.4914702773094177,-0.04127001017332077,,,
29040,1,0,29040,35849,0.9,1.35,5071,968,-0.09337291999999998,0.020235963724553586,0.0001,0.2,0.12000000596046448,-0.029382375760003895,-0.05297131150960922,0.17865422,48350,0.5960012674331665,-0.03096589259803295,,,
29070,1,0,29070,35884,0.91,1.32,5093,969,-0.09211427000000003,0.039544997317716477,0.0001,0.2,0.17400000289082526,-0.031658524284139275,-0.17460252612829208,0.05077014,48400,0.6218094825744629,-0.04200201854109764,,,
29100,1,0,29100,35917,0.92,1.3,5122,970,-0.08180702000000001,0.052274925000965596,0.0001,0.2,0.20533333614468574,-0.03665870840630183,-0.14569411158561707,0.09618559,48450,0.20547783374786377,-0.04152689501643181,,,
29130,1,0,29130,35949,0.91,1.36,5141,971,-0.08233391,0.012174726508092135,0.0001,0.2,0.24466667331755163,-0.05339650746186574,-0.11600938990712166,0.97103465,48500,-4136.51513671875,-0.06672549247741699,,,
29160,1,0,29160,35980,0.91,1.35,5165,972,-0.08250836000000002,0.017070994633249938,0.0001,0.2,0.11333333820104599,-0.022866704359340205,-0.11569539234042167,0.12551312,48550,0.5532801151275635,-0.03781510889530182,,,
29190,1,0,29190,36013,0.91,1.36,5185,973,-0.08210175000000001,0.015922343544661998,0.0001,0.2,0.20133333787322044,-0.05120890404811753,-0.16397128105163575,0.13665025,48600,0.7661301493644714,-0.06491144001483917,,,
29220,1,0,29220,36046,0.9,1.37,5206,974,-0.09255358,0.12568943813443184,0.0001,0.2,0.2200000061094761,-0.06546008382054667,-0.1544005572795868,0.210381,48650,0.11236023902893066,-0.060472793877124786,,,
29250,1,0,29250,36078,0.89,1.38,5229,975,-0.09303631999999999,0.05076082766056061,0.0001,0.2,0.08800000257790089,-0.01984780913280943,-0.07006300747394562,0.044559944,48700,0.3799952268600464,-0.03598842769861221,,,
29280,1,0,29280,36116,0.86,1.45,5244,976,-0.13363364,0.03260532644577324,0.0001,0.2,0.20600000582635403,-0.04658141669072211,-0.17614595651626586,0.1487296,48750,0.38599634170532227,-0.0556909553706646,,,
29310,1,0,29310,36153,0.86,1.48,5265,977,-0.13368267,0.10035238515585661,0.0001,0.2,0.12933333575725556,-0.03456820466710873,-0.11547696501016617,0.22924991,48800,0.21169781684875488,-0.03658492863178253,,,
29340,1,0,29340,36190,0.89,1.43,5289,978,-0.11180894999999999,0.04386465584859252,0.0001,0.2,0.1540000033378601,-0.029252526174144186,-0.14525683343410492,0.088982016,48850,0.34151649475097656,-0.03927471861243248,,,
29370,1,0,29370,36220,0.88,1.49,5307,979,-0.11526157,0.016999812880530953,0.0001,0.2,0.2786666754633188,-0.05176413484662774,-0.20406183689832688,0.177224,48900,0.38399821519851685,-0.05838102847337723,,,
29400,1,0,29400,36255,0.86,1.58,5325,980,-0.14679841999999999,0.10434598349034786,0.0001,0.2,0.15266667038202286,-0.03795212474154929,-0.14478388875722886,0.034779795,48950,-0.18168818950653076,-0.03880579024553299,,,
29430,1,0,29430,36287,0.89,1.47,5346,981,-0.11539666000000003,0.03419331008568406,0.0001,0.2,0.08666667073965073,-0.013177098346408513,-0.07905807510018349,0.06789781,49000,0.49291855096817017,-0.01613088697195053,,,
29460,1,0,29460,36321,0.9,1.4,5372,982,-0.10512811999999999,0.054944098144769665,0.0001,0.2,0.15333333663642407,-0.04665479665994639,-0.09652794882655144,0.73013395,49050,0.43643349409103394,-0.06395963579416275,,,
29490,1,0,29490,36354,0.89,1.41,5392,983,-0.12482771000000004,0.05728947419673205,0.0001,0.2,0.16000000394880773,-0.03368215688876809,-0.1700449499487877,0.07047164,49100,-0.5697145462036133,-0.04260995239019394,,,
29520,1,0,29520,36387,0.89,1.36,5413,984,-0.11169013000000001,0.1341582153737545,0.0001,0.2,0.20600000783801078,-0.054083024887988974,-0.15412164270877837,0.20790307,49150,-0.03370368480682373,-0.055220115929841995,,,
29550,1,0,29550,36424,0.9,1.36,5433,985,-0.09238617999999998,0.05807858733460307,0.0001,0.2,0.13333333760499955,-0.029902823179960264,-0.11162719354033471,0.29101562,49200,-0.24378442764282227,-0.04460923746228218,,,
29580,1,0,29580,36462,0.9,1.37,5458,986,-0.09375195000000001,0.04882490989752114,0.0001,0.2,0.11800000384449959,-0.02456493764867389,-0.10256240516901016,0.04914572,49250,-0.08935606479644775,-0.028865907341241837,,,
29610,1,0,29610,36496,0.9,1.4,5482,987,-0.09454297000000002,0.062334145307540896,0.0001,0.2,0.11933333911001683,-0.014980758785425383,-0.057445795983076094,0.02301028,49300,0.13521116971969604,-0.008097229525446892,,,
29640,1,0,29640,36529,0.9,1.4,5498,988,-0.09447915999999999,0.041293345605954525,0.0001,0.2,0.17533333659172057,-0.05265009640902292,-0.09475467041134834,0.42601797,49350,-0.22026801109313965,-0.05845726281404495,,,
29670,1,0,29670,36561,0.88,1.44,5519,989,-0.11651978999999998,0.1136910100094974,0.0001,0.2,0.2500000085681677,-0.053962112317793076,-0.15049067944288252,0.20742194,49400,0.12402641773223877,-0.06031034141778946,,,
29700,1,0,29700,36594,0.89,1.41,5541,990,-0.11683537,0.093649434549734,0.0001,0.2,0.22000001043081283,-0.05705553476947046,-0.138413924574852,0.13748455,49450,-0.05296206474304199,-0.060595083981752396,,,
29730,1,0,29730,36626,0.88,1.45,5562,991,-0.12674561,0.13442005462944506,0.0001,0.2,0.09866667076945305,-0.024736838484803833,-0.05217972658574581,0.035832465,49500,-0.4009350538253784,-0.013803649693727493,,,
29760,1,0,29760,36663,0.86,1.47,5583,992,-0.14998335000000002,0.05471136923879385,0.0001,0.2,0.22466667093336581,-0.03875026248147087,-0.17567330330610276,0.074253,49550,0.23926925659179688,-0.04237795248627663,,,
29790,1,0,29790,36700,0.9,1.37,5604,993,-0.11637428,0.046179136261343956,0.0001,0.2,0.23666667528450488,-0.04531904760561886,-0.11811463341116905,0.3885198,49600,0.5302615165710449,-0.05145281180739403,,,
29820,1,0,29820,36734,0.91,1.34,5629,994,-0.10543773999999999,0.04860884912312031,0.0001,0.2,0.13533333636820316,-0.041757996565041394,-0.11791494682431221,0.31690806,49650,0.3427336812019348,-0.06037189066410065,,,
29850,1,0,29850,36768,0.92,1.32,5653,995,-0.09501777,0.04773169942200184,0.0001,0.2,0.16333333715796472,-0.015310821569214247,-0.1166733431816101,0.040843047,49700,0.3641383647918701,-0.0134035125374794,,,
29880,1,0,29880,36800,0.89,1.4,5670,996,-0.12709254999999997,0.023180992063134908,0.0001,0.2,0.17200000628829,-0.030817713678814442,-0.11701686143875122,0.36670175,49750,0.6124013662338257,-0.04389183595776558,,,
29910,1,0,29910,36837,0.91,1.35,5695,997,-0.10298031000000003,0.11200968880206347,0.0001,0.2,0.20666667476296424,-0.06248176601156587,-0.17094071358442306,0.18831328,49800,0.22321373224258423,-0.0690699964761734,,,
29940,1,0,29940,36869,0.93,1.27,5719,998,-0.08480923000000001,0.029588740514591337,0.0001,0.2,0.22000000752508642,-0.029699574525778517,-0.1555185881257057,0.0358771,49850,0.3305039405822754,-0.032202430069446564,,,
29970,1,0,29970,36900,0.91,1.36,5740,999,-0.10655186999999999,0.05179105175659061,0.0001,0.2,0.10400000408291817,-0.03194226930973429,-0.10370306059718132,0.1022706,49900,0.21682941913604736,-0.03358502313494682,,,
30000,1,,30000,,,,5762,,,0.04437537931837141,0.0001,0.2,0.132000005915761,-0.04640143678088982,-0.10261094018816948,0.08299172,49950,0.5017869472503662,-0.054180506616830826,0.85,-0.14783106237882748,1.55
,,0,30000,37103,0.93,1.31,,1000,-0.08533045,,,,,,,,,,,,,
30030,1,0,30030,37136,0.91,1.37,5783,1001,-0.10625906999999998,0.06042134307324886,0.0001,0.2,0.2146666742861271,-0.03767628204139571,-0.1881616246700287,0.08158609,50000,-0.33301448822021484,-0.039405714720487595,,,
30060,1,0,30060,37176,0.91,1.4,5804,1002,-0.10668586,0.051843106113374234,0.0001,0.2,0.20200000651180744,-0.050037808800737056,-0.11914742723107338,0.33949202,50050,0.4177001714706421,-0.06169385090470314,,,
