time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,env/current_idx,env/n_steps,env/completion_counter,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/learning_rate,train/value_loss
56400,,,,,,,-0.35619669000000004,0.64,1.87,81074,0,188,,,,,,,,,,
56700,1.26,-0.07001726643182338,0.9,34982,56700,0,,,,,,,1880,0.23237168788909912,0.2,6.807121488705548e-09,-0.022966649290174244,0.0,0.0,0.10453184694051743,0.0001,0.1940814234316349
56700,,,,,,,-0.19663017,0.79,1.54,81509,0,189,,,,,,,,,,
57000,1.44,-0.13619989686645567,0.8,35172,57000,0,,,,,,,1890,0.288551390171051,0.2,-2.154064452142279e-07,-0.023038282245397567,0.0,0.0,0.07727345079183578,0.0001,0.1634842876344919
57000,,,,,,,-0.25085312,0.75,1.6,81957,0,190,,,,,,,,,,
57300,1.24,-0.06915660687722265,0.92,35360,57300,0,,,,,,,1900,0.27203184366226196,0.2,-3.263595988904911e-05,-0.027132417447865008,1.757266e-05,0.0,0.08491893112659454,0.0001,0.16919282153248788
57300,,,,,,,-0.26392053,0.74,1.61,82391,0,191,,,,,,,,,,
57600,1.06,-0.0270406892336905,0.98,35551,57600,0,,,,,,,1910,0.2757565379142761,0.2,-2.982518238603404e-07,-0.02307728324085474,2.3283064e-10,0.0,0.08103089034557343,0.0001,0.17434603311121463
57600,,,,,,,-0.20821399,0.76,1.66,82811,0,192,,,,,,,,,,
57900,1.16,-0.05003311191685498,0.96,35731,57900,0,,,,,,,1920,0.24330240488052368,0.2,-0.00015267075240543715,-0.02281250199303031,6.5780478e-06,0.0,0.08948878198862076,0.0001,0.16433835364878177
57900,,,,,,,-0.2350392,0.71,1.69,83258,0,193,,,,,,,,,,
58200,1.2,-0.08976688059978187,0.9,35910,58200,0,,,,,,,1930,0.1545432209968567,0.2,-0.0004794754151422609,-0.02103589978069067,4.3896143e-05,0.0,0.08131914585828781,0.0001,0.191299644112587
58200,,,,,,,-0.26429176,0.68,1.76,83694,0,194,,,,,,,,,,
58500,1.24,-0.08941863709129393,0.9,36105,58500,0,,,,,,,1940,0.15279549360275269,0.2,3.924254652343251e-08,-0.01939063547179103,0.0,0.0,0.06156918779015541,0.0001,0.18028518855571746
58500,,,,,,,-0.23417705999999996,0.74,1.59,84121,0,195,,,,,,,,,,
58800,1.24,-0.10944743126165121,0.9,36288,58800,0,,,,,,,1950,0.21212100982666016,0.2,-8.895287332655321e-06,-0.01928482633084059,5.1711686e-07,0.0,0.0853143036365509,0.0001,0.17496192269027233
58800,,,,,,,-0.22331156,0.78,1.62,84573,0,196,,,,,,,,,,
59100,1.14,-0.0281704143807292,0.94,36480,59100,0,,,,,,,1960,0.2376466989517212,0.2,-7.050535244523814e-09,-0.019415799342095853,0.0,0.0,0.1125606968998909,0.0001,0.18052490726113318
59100,,,,,,,-0.24388461,0.76,1.56,85011,0,197,,,,,,,,,,
59400,1.44,-0.11287340792827308,0.82,36668,59400,0,,,,,,,1970,0.211850106716156,0.2,-1.1880712769141155e-08,-0.019470723439008,0.0,0.0,0.10018155723810196,0.0001,0.18220725059509277
59400,,,,,,,-0.26732424,0.74,1.68,85451,0,198,,,,,,,,,,
59700,1.3,-0.09191955956164748,0.9,36861,59700,0,,,,,,,1980,0.29769033193588257,0.2,-2.4385723041397965e-05,-0.020405548438429833,6.094575e-06,0.0,0.07622476667165756,0.0001,0.17097935192286967
59700,,,,,,,-0.18927916,0.75,1.6,85901,0,199,,,,,,,,,,
60000,1.24,-0.09209568480961025,0.88,37048,60000,0,,,,,,,1990,0.3243783116340637,0.2,-3.2180369746726e-08,-0.01946290712803602,0.0,0.0,0.09187493473291397,0.0001,0.1477911863476038
60000,,,,,,,-0.19530095,0.78,1.54,86316,0,200,,,,,,,,,,
60300,1.4,-0.1726231104740873,0.84,37250,60300,0,,,,,,,2000,0.2978059649467468,0.2,-0.0007382649895248505,-0.018648794293403624,3.9695646e-05,0.0,0.06866955012083054,0.0001,0.1663788728415966
60300,,,,,,,-0.15401087000000002,0.82,1.45,86745,0,201,,,,,,,,,,
60600,1.4,-0.09483374444302171,0.84,37436,60600,0,,,,,,,2010,0.202265202999115,0.2,-9.600769474182869e-06,-0.017012633569538593,1.8608989e-06,0.0,0.0798618420958519,0.0001,0.16764452457427978
60600,,,,,,,-0.25189425,0.75,1.6,87173,0,202,,,,,,,,,,
60900,1.12,-0.04751994446385652,0.96,37623,60900,0,,,,,,,2020,0.22031521797180176,0.2,-9.9852425624114e-05,-0.01692722849547863,1.4848033e-05,0.0,0.10933899134397507,0.0001,0.19748468920588494
60900,,,,,,,-0.18137524,0.76,1.56,87600,0,203,,,,,,,,,,
61200,1.1,-0.04730604054406285,0.96,37813,61200,0,,,,,,,2030,0.27958112955093384,0.2,-1.1307011730110617e-05,-0.019964293483644723,4.6845526e-07,0.0,0.09455961734056473,0.0001,0.16608870662748815
61200,,,,,,,-0.19000896999999994,0.75,1.6,88049,0,204,,,,,,,,,,
61500,1.16,-0.048123883875086905,0.94,38010,61500,0,,,,,,,2040,0.27405470609664917,0.2,-0.00028323116520447835,-0.016094675473868846,2.7457485e-05,0.0,0.07109304517507553,0.0001,0.15379224643111228
61500,,,,,,,-0.18242535000000001,0.78,1.57,88482,0,205,,,,,,,,,,
61800,1.34,-0.17452764052897693,0.84,38204,61800,0,,,,,,,2050,0.1979578137397766,0.2,-0.0004950153513433531,-0.014536319905892015,2.375769e-05,0.0,0.09554313868284225,0.0001,0.18408406600356103
61800,,,,,,,-0.17026623000000005,0.79,1.51,88919,0,206,,,,,,,,,,
62100,1.34,-0.11253486948087811,0.88,38395,62100,0,,,,,,,2060,0.25287818908691406,0.2,-2.0916957898764467e-05,-0.020228428347036243,5.410984e-07,0.0,0.09088669717311859,0.0001,0.1696736089885235
62100,,,,,,,-0.26475425999999996,0.74,1.62,89370,0,207,,,,,,,,,,
62400,1.32,-0.09047182406298816,0.88,38581,62400,0,,,,,,,2070,0.21566015481948853,0.2,3.36546110979441e-09,-0.013213819079101085,0.0,0.0,0.10716471076011658,0.0001,0.18725515082478522
62400,,,,,,,-0.25785437999999994,0.73,1.64,89826,0,208,,,,,,,,,,
62700,1.34,-0.07032848868519068,0.88,38780,62700,0,,,,,,,2080,0.3346443176269531,0.2,-0.000693333364192128,-0.012892385199666023,4.66574e-05,0.0001953125,0.08219493925571442,0.0001,0.16095628663897515
62700,,,,,,,-0.13942533,0.84,1.42,90289,0,209,,,,,,,,,,
63000,1.12,-0.02764172905590385,0.96,38962,63000,0,,,,,,,2090,0.29134613275527954,0.2,-0.0003722814374548467,-0.01301575256511569,5.2860196e-05,0.0,0.10695706307888031,0.0001,0.16234674155712128
63000,,,,,,,-0.20582893999999996,0.75,1.64,90733,0,210,,,,,,,,,,
63300,1.22,-0.08909829774871468,0.92,39148,63300,0,,,,,,,2100,0.13778603076934814,0.2,-1.2306157826103003e-08,-0.013642555940896273,0.0,0.0,0.09998181462287903,0.0001,0.19116999953985214
63300,,,,,,,-0.27472165000000004,0.72,1.71,91173,0,211,,,,,,,,,,
63600,1.1,-0.028342655431479215,0.96,39335,63600,0,,,,,,,2110,0.2441333532333374,0.2,-6.07512089013662e-06,-0.013851540116593241,1.0186976e-06,0.0,0.08608923852443695,0.0001,0.17743294760584832
63600,,,,,,,-0.22665509,0.75,1.59,91612,0,212,,,,,,,,,,
63900,1.2,-0.049056336246430875,0.94,39516,63900,0,,,,,,,2120,0.27747225761413574,0.2,5.234456201819171e-09,-0.013728950126096606,0.0,0.0,0.08336511254310608,0.0001,0.1664104238152504
63900,,,,,,,-0.23625424999999997,0.73,1.61,92083,0,213,,,,,,,,,,
64200,1.22,-0.09100203315261751,0.92,39692,64200,0,,,,,,,2130,0.19933825731277466,0.2,-4.689209172070719e-08,-0.013701506098732353,0.0,0.0,0.08231350034475327,0.0001,0.1924456961452961
64200,,,,,,,-0.31418073,0.68,1.76,92537,0,214,,,,,,,,,,
64500,1.26,-0.08948504436295479,0.88,39883,64500,0,,,,,,,2140,0.20591241121292114,0.2,-0.0004908998756062655,-0.02999198599718511,0.00072265544,0.0034446023404598237,0.06966542452573776,0.0001,0.1887524388730526
64500,,,,,,,-0.28378763,0.71,1.66,93010,0,215,,,,,,,,,,
64800,1.26,-0.10964261942077429,0.88,40065,64800,0,,,,,,,2150,0.32678908109664917,0.2,1.8717466865325604e-08,-0.013695325795561075,0.0,0.0,0.07361792773008347,0.0001,0.1604724857956171
64800,,,,,,,-0.26278315,0.75,1.62,93441,0,216,,,,,,,,,,
65100,1.3,-0.11127866914030164,0.88,40239,65100,0,,,,,,,2160,0.21549469232559204,0.2,-2.9018678563197397e-06,-0.016026787273585797,1.6010281e-07,0.0,0.08687321096658707,0.0001,0.17557325921952724
65100,,,,,,,-0.27877337,0.73,1.63,94018,0,217,,,,,,,,,,
65400,1.4,-0.19497776904609054,0.8,40438,65400,0,,,,,,,2170,0.20151066780090332,0.2,-1.1115358161273291e-05,-0.018737415317445993,1.033186e-06,0.0,0.1031099334359169,0.0001,0.19728853777050973
65400,,,,,,,-0.13944403,0.85,1.45,94720,0,218,,,,,,,,,,
65700,1.28,-0.05009805847890675,0.9,40616,65700,0,,,,,,,2180,0.32675009965896606,0.2,-4.700850653183153e-08,-0.013709396030753851,0.0,0.0,0.0905444324016571,0.0001,0.1542628314346075
65700,,,,,,,-0.20055298,0.71,1.63,95185,0,219,,,,,,,,,,
66000,1.26,-0.07084616933949292,0.9,40809,66000,0,,,,,,,2190,0.2003726363182068,0.2,-7.611445695943075e-09,-0.01368833165615797,0.0,0.0,0.06398288160562515,0.0001,0.1737511672079563
66000,,,,,,,-0.1696312,0.81,1.48,95636,0,220,,,,,,,,,,
66300,1.38,-0.1408291822206229,0.86,40994,66300,0,,,,,,,2200,0.24722450971603394,0.2,-6.773254179748278e-11,-0.013683490082621574,0.0,0.0,0.08224719017744064,0.0001,0.17082289457321168
66300,,,,,,,-0.17730009000000002,0.83,1.5,96112,0,221,,,,,,,,,,
66600,1.26,-0.0893104973807931,0.9,41198,66600,0,,,,,,,2210,0.2333153486251831,0.2,-5.9572895505510814e-09,-0.013689142744988203,0.0,0.0,0.06990756839513779,0.0001,0.18448679000139237
66600,,,,,,,-0.22418647000000003,0.77,1.57,96588,0,222,,,,,,,,,,
66900,1.06,-0.007769901212304831,1.0,41382,66900,0,,,,,,,2220,0.2602421045303345,0.2,5.850399098505932e-09,-0.013691276358440519,0.0,0.0,0.0742034912109375,0.0001,0.16808863133192062
66900,,,,,,,-0.25118680000000004,0.78,1.57,97054,0,223,,,,,,,,,,
67200,1.2,-0.0720407319162041,0.94,41572,67200,0,,,,,,,2230,0.31587451696395874,0.2,-1.5534400881733744e-05,-0.014658132754266261,1.9546133e-06,0.0,0.09730137884616852,0.0001,0.17773617953062057
67200,,,,,,,-0.21918039999999997,0.76,1.55,97512,0,224,,,,,,,,,,
67500,1.26,-0.08954939885996283,0.88,41769,67500,0,,,,,,,2240,0.18450725078582764,0.2,-0.0004992848255575665,-0.01333858878351748,6.9838716e-05,0.0,0.08447535336017609,0.0001,0.18877036720514298
67500,,,,,,,-0.21906894999999998,0.78,1.52,97978,0,225,,,,,,,,,,
67800,1.1,-0.007540680803358555,0.96,41956,67800,0,,,,,,,2250,0.2432902455329895,0.2,4.165551814594437e-09,-0.012276814365759493,0.0,0.0,0.06941168010234833,0.0001,0.16922846920788287
67800,,,,,,,-0.26156441999999996,0.73,1.64,98435,0,226,,,,,,,,,,
68100,1.4,-0.15102506360504775,0.84,42159,68100,0,,,,,,,2260,0.24293524026870728,0.2,-4.792077956672358e-09,-0.01203044136054814,0.0,0.0,0.09123868495225906,0.0001,0.17472466304898263
68100,,,,,,,-0.23304960000000002,0.77,1.55,98895,0,227,,,,,,,,,,
