rollout/ep_rew_mean,rollout/ep_len_mean,env/current_idx,env/n_steps,time/total_timesteps,rollout/success_rate,time/time_elapsed,env/completion_counter,time/fps,time/iterations,train/n_updates,train/clip_fraction,train/explained_variance,train/learning_rate,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_range,eval/mean_reward,eval/success_rate,eval/mean_ep_length
-0.15336495,1.63,429,660,660,0.84,973,0,0,22,210,0.0,0.0771721601486206,0.0001,0.08177189528942108,-1.920877254009247,0.00038464664,-0.004182390433658556,0.2351481705904007,0.2,,,
-0.13129854,1.58,451,690,690,0.87,1011,0,0,23,220,0.0,-0.5134551525115967,0.0001,0.05536063760519028,-1.9158350586891175,0.00034840504,-0.002709914412504766,0.16164566054940224,0.2,,,
-0.12191620000000002,1.57,470,720,720,0.88,1048,0,0,24,230,0.0,0.10299527645111084,0.0001,0.014327498152852058,-1.905686581134796,0.0013229251,-0.008029535372431163,0.07484533488750458,0.2,,,
-0.12068320999999999,1.55,487,750,750,0.88,1087,0,0,25,240,0.0,0.0632697343826294,0.0001,0.0057563502341508865,-1.8917952060699463,0.0019432068,-0.01343431528812893,0.09294514209032059,0.2,,,
-0.09750748000000002,1.5,508,780,780,0.9,1120,0,0,26,250,0.0,0.1289663314819336,0.0001,0.06579981744289398,-1.872963011264801,0.0006534477,-0.002692852245236299,0.17380307167768477,0.2,,,
-0.07595725,1.38,535,810,810,0.93,1155,0,0,27,260,0.0,-0.07352149486541748,0.0001,0.05782163143157959,-1.8754703283309937,0.0006497304,-0.003121138011920266,0.1679128587245941,0.2,,,
-0.09870983999999998,1.52,549,840,840,0.88,1190,0,0,28,270,0.0,-21.901578903198242,0.0001,0.001218227669596672,-1.875658643245697,0.00065341,-0.005465360671126618,0.06360398791730404,0.2,,,
-0.13227226000000003,1.59,566,870,870,0.85,1231,0,0,29,280,0.0,-0.07198309898376465,0.0001,0.06919185072183609,-1.8900147080421448,0.0005496343,-0.004346699231343032,0.1881142869591713,0.2,,,
-0.10811946,1.48,589,900,900,0.88,1269,0,0,30,290,0.0,0.39363402128219604,0.0001,0.0545724593102932,-1.8954755067825317,0.0003890554,-0.002571526577618677,0.17559694424271582,0.2,,,
-0.09783235,1.45,611,930,930,0.89,1307,0,0,31,300,0.0,0.04785346984863281,0.0001,0.07721675932407379,-1.898111057281494,9.554227e-05,0.000709480944787444,0.19475326240062713,0.2,,,
