eval/success_rate,time/total_timesteps,eval/mean_ep_length,env/completion_counter,env/n_steps,env/current_idx,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/explained_variance,train/entropy_loss,train/value_loss,train/n_updates
0.96,8130,1.38,0,8130,3528,-0.05271320717409253,,,,,,,-0.0008614623523314435,1.0238091e-05,0.0001,0.058006834238767624,0.0,0.2,0.012730121612548828,-0.27545934319496157,0.13759520947933196,1350
,8130,,,,,,0,1.76,271,0.88,33285,-0.13197154,,,,,,,,,,
0.92,8160,1.44,0,8160,3541,-0.09602871343959123,,,,,,,-4.2378901969897244e-07,2.3841858e-07,0.0001,0.05826214700937271,0.0,0.2,0.26919442415237427,-0.27034944891929624,0.12721947133541106,1355
,8160,,,,,,0,1.84,272,0.85,33424,-0.19252962,,,,,,,,,,
0.98,8190,1.2,0,8190,3551,-0.02986185028217733,,,,,,,-5.968411670664864e-07,1.1920929e-07,0.0001,0.1811402291059494,0.0,0.2,0.328361451625824,-0.2676562249660492,0.35837199091911315,1360
,8190,,,,,,0,1.92,273,0.83,33541,-0.21158709999999994,,,,,,,,,,
1.0,8220,1.12,0,8220,3566,-0.008714410653337836,,,,,,,-0.0001144624783773196,3.2027563e-06,0.0001,0.21105769276618958,0.0,0.2,-0.11975502967834473,-0.26599072813987734,0.444053453207016,1365
,8220,,,,,,0,1.87,274,0.85,33651,-0.19152627000000003,,,,,,,,,,
0.98,8250,1.32,0,8250,3582,-0.0322651000553742,,,,,,,-9.902517055238036e-06,6.059806e-07,0.0001,0.10235270112752914,0.0,0.2,0.04046225547790527,-0.264143294095993,0.21570083498954773,1370
,8250,,,,,,0,1.91,275,0.84,33764,-0.19931204000000005,,,,,,,,,,
0.94,8280,1.32,0,8280,3597,-0.05046434736344963,,,,,,,-0.0002758073838776909,8.742015e-06,0.0001,0.05693414434790611,0.0,0.2,0.4327322244644165,-0.2620701313018799,0.12066458314657211,1375
,8280,,,,,,0,1.98,276,0.83,33881,-0.20852665,,,,,,,,,,
0.96,8310,1.24,0,8310,3619,-0.051445120507851244,,,,,,,-0.00028394083448795014,9.83874e-06,0.0001,0.10626382380723953,0.0,0.2,-0.12098968029022217,-0.25868430733680725,0.2231162816286087,1380
,8310,,,,,,0,1.93,277,0.83,33995,-0.19743018000000004,,,,,,,,,,
0.94,8340,1.4,0,8340,3632,-0.07115250105503947,,,,,,,0.0002531901979821782,9.2784563e-07,0.0001,0.03752964735031128,0.0,0.2,-2.64241886138916,-0.2576955437660217,0.08241582959890366,1385
,8340,,,,,,0,2.0,278,0.82,34114,-0.19335773000000006,,,,,,,,,,
0.92,8370,1.48,0,8370,3648,-0.07449911830481142,,,,,,,-0.0003546191309578006,1.1636814e-05,0.0001,0.10188049077987671,0.0,0.2,0.05547076463699341,-0.25784409046173096,0.2129620909690857,1390
,8370,,,,,,0,1.82,279,0.88,34235,-0.12907647,,,,,,,,,,
0.94,8400,1.38,0,8400,3661,-0.0768029044335708,,,,,,,-0.011809291032453383,0.0040382487,0.0001,0.04441490024328232,0.04000000208616257,0.2,-0.13092410564422607,-0.3840035617351532,0.15220990777015686,1395
,8400,,,,,,0,1.88,280,0.87,34360,-0.14148681999999999,,,,,,,,,,
0.96,8430,1.24,0,8430,3678,-0.05082427847199142,,,,,,,-6.388346317720561e-05,3.2524267e-06,0.0001,0.06543964892625809,0.0,0.2,0.08705198764801025,-0.2559688210487366,0.13618340194225312,1400
,8430,,,,,,0,1.85,281,0.87,34478,-0.13097523000000003,,,,,,,,,,
0.9,8460,1.6,0,8460,3687,-0.11600941643118859,,,,,,,1.032352465024644e-06,1.8080075e-07,0.0001,0.0650452971458435,0.0,0.2,0.30021095275878906,-0.2593911409378052,0.13846343159675598,1405
,8460,,,,,,0,1.96,282,0.85,34618,-0.15347059999999998,,,,,,,,,,
0.96,8490,1.34,0,8490,3700,-0.0313116099871695,,,,,,,-0.00022826751102371644,2.447764e-06,0.0001,0.11357568949460983,0.0,0.2,0.24775344133377075,-0.26219499111175537,0.259260755777359,1410
,8490,,,,,,0,2.05,283,0.82,34736,-0.19117123,,,,,,,,,,
0.98,8520,1.16,0,8520,3716,-0.029043437675572933,,,,,,,5.388657421789844e-06,1.8278757e-07,0.0001,0.08751344680786133,0.0,0.2,0.3583577871322632,-0.26503315567970276,0.1896021544933319,1415
,8520,,,,,,0,2.14,284,0.81,34838,-0.21993612999999995,,,,,,,,,,
0.92,8550,1.54,0,8550,3731,-0.09846044204197824,,,,,,,-1.396735517467107e-07,0.0,0.0001,0.13861435651779175,0.0,0.2,-0.010126471519470215,-0.2654216349124908,0.27125653624534607,1420
,8550,,,,,,0,2.15,285,0.8,34978,-0.21762217000000003,,,,,,,,,,
0.88,8580,1.54,0,8580,3751,-0.13384666131343692,,,,,,,-0.00013161371078851403,1.0152658e-06,0.0001,0.09594520926475525,0.0,0.2,0.11715340614318848,-0.264678555727005,0.2048853874206543,1425
,8580,,,,,,0,2.05,286,0.82,35109,-0.19196001,,,,,,,,,,
0.92,8610,1.52,0,8610,3766,-0.03483502859249711,,,,,,,-2.571701995908171e-05,1.9868214e-07,0.0001,0.0796196237206459,0.0,0.2,0.12712472677230835,-0.264377361536026,0.18264667987823485,1430
,8610,,,,,,0,2.02,287,0.83,35237,-0.16490682999999998,,,,,,,,,,
0.92,8640,1.42,0,8640,3780,-0.09175314041785895,,,,,,,-0.00010852932954179551,1.2556712e-06,0.0001,0.061029911041259766,0.0,0.2,-11.661518096923828,-0.2644602179527283,0.16344517469406128,1435
,8640,,,,,,0,1.98,288,0.84,35364,-0.15944693000000001,,,,,,,,,,
0.96,8670,1.32,0,8670,3795,-0.030923559428192676,,,,,,,-0.00014938374234283459,4.7127405e-06,0.0001,0.0635632872581482,0.0,0.2,0.5023702383041382,-0.2679287314414978,0.12198453843593597,1440
,8670,,,,,,0,1.91,289,0.87,35480,-0.12849236999999997,,,,,,,,,,
0.98,8700,1.18,0,8700,3805,-0.0296063550747931,,,,,,,-0.00017714023536754552,9.54469e-06,0.0001,0.04583083838224411,0.0,0.2,0.32970213890075684,-0.2686730623245239,0.09852195829153061,1445
,8700,,,,,,0,2.02,290,0.84,35593,-0.13556985,,,,,,,,,,
0.96,8730,1.28,0,8730,3822,-0.030487835998646916,,,,,,,-8.281071830040787e-07,5.9604645e-08,0.0001,0.11191009730100632,0.0,0.2,-0.3061032295227051,-0.2713412880897522,0.23498834371566774,1450
,8730,,,,,,0,1.95,291,0.86,35715,-0.12925889000000002,,,,,,,,,,
0.96,8760,1.32,0,8760,3836,-0.030603053346276284,,,,,,,-1.1785824979071434e-06,3.973643e-09,0.0001,0.09849418699741364,0.0,0.2,0.23958921432495117,-0.2738426744937897,0.2059381425380707,1455
,8760,,,,,,0,2.02,292,0.85,35826,-0.15225506,,,,,,,,,,
0.92,8790,1.4,0,8790,3847,-0.0998725676164031,,,,,,,-0.00047811110581577056,1.9691388e-05,0.0001,0.12283777445554733,0.0,0.2,-0.22606253623962402,-0.27742409110069277,0.2555298298597336,1460
,8790,,,,,,0,2.18,293,0.82,35954,-0.18123815000000001,,,,,,,,,,
1.0,8820,1.08,0,8820,3865,-0.006931723481975496,,,,,,,0.00042591949459165336,9.957949e-06,0.0001,0.14045019447803497,0.0,0.2,-0.056195974349975586,-0.2803671956062317,0.2928254842758179,1465
,8820,,,,,,0,2.1,294,0.83,36052,-0.19305587999999996,,,,,,,,,,
0.96,8850,1.28,0,8850,3884,-0.032525307508185504,,,,,,,-0.0002679077821326814,3.03785e-06,0.0001,0.07396699488162994,0.0,0.2,0.41417115926742554,-0.28073142766952514,0.14636891782283784,1470
,8850,,,,,,0,2.03,295,0.85,36160,-0.17462973999999998,,,,,,,,,,
0.94,8880,1.32,0,8880,3900,-0.07136830583680422,,,,,,,0.0001763500786424288,3.3795834e-06,0.0001,0.11213604360818863,0.0,0.2,0.17666614055633545,-0.27804927825927733,0.23974307477474213,1475
,8880,,,,,,0,1.96,296,0.85,36281,-0.18557373000000002,,,,,,,,,,
0.9,8910,1.5,0,8910,3913,-0.09499555478803813,,,,,,,-0.0003266426009940204,4.6948594e-06,0.0001,0.12360694259405136,0.0,0.2,0.1477774977684021,-0.27615891098976136,0.24929147362709045,1480
,8910,,,,,,0,1.89,297,0.88,36403,-0.16496685999999997,,,,,,,,,,
0.88,8940,1.7,0,8940,3925,-0.121957311690785,,,,,,,-0.00047379969968464053,1.4555454e-05,0.0001,0.08018434792757034,0.0,0.2,0.28098422288894653,-0.2788172781467438,0.17006830871105194,1485
,8940,,,,,,0,2.06,298,0.84,36536,-0.18545820999999996,,,,,,,,,,
1.0,8970,1.14,0,8970,3940,-0.012455963408574461,,,,,,,-4.0731033319829636e-05,1.2775262e-06,0.0001,0.07302674651145935,0.0,0.2,-0.23458397388458252,-0.2813400447368622,0.15532377362251282,1490
,8970,,,,,,0,2.01,299,0.84,36637,-0.18736592999999999,,,,,,,,,,
0.98,9000,1.2,0,9000,3951,-0.029051453564316033,,,,,,,0.00016067306210345577,2.1417936e-06,0.0001,0.13909436762332916,0.0,0.2,0.31424158811569214,-0.28349011540412905,0.27745555639266967,1495
,9000,,,,,,0,2.05,300,0.83,36747,-0.18310708,,,,,,,,,,
0.94,9030,1.38,0,9030,3964,-0.052667347686365246,,,,,,,-0.00017012595591943126,4.1385492e-06,0.0001,0.08229102194309235,0.0,0.2,0.12241965532302856,-0.2838223397731781,0.17251676619052886,1500
,9030,,,,,,0,2.11,301,0.81,36862,-0.21176882,,,,,,,,,,
0.98,9060,1.3,0,9060,3980,-0.010803116778843104,,,,,,,2.5200845121275962e-05,9.196997e-06,0.0001,0.14079974591732025,0.0,0.2,0.28883808851242065,-0.2868320643901825,0.3063632965087891,1505
,9060,,,,,,0,2.2,302,0.79,36980,-0.22237469999999998,,,,,,,,,,
0.94,9090,1.5,0,9090,3995,-0.07366613104939461,,,,,,,-0.00013877431735931367,7.130702e-06,0.0001,0.06898710876703262,0.0,0.2,0.18255114555358887,-0.29076541066169737,0.14034493863582612,1510
,9090,,,,,,0,2.23,303,0.78,37103,-0.2348195,,,,,,,,,,
0.88,9120,1.62,0,9120,4009,-0.11537909106351435,,,,,,,-0.0004977627583624411,1.9647678e-05,0.0001,0.10037534683942795,0.0,0.2,0.2241833209991455,-0.2926880240440369,0.20663727819919586,1515
,9120,,,,,,0,2.17,304,0.78,37237,-0.22596639000000004,,,,,,,,,,
0.96,9150,1.32,0,9150,4027,-0.033633958487771454,,,,,,,-0.00013086319367445754,5.30084e-06,0.0001,0.07622215151786804,0.0,0.2,0.37053418159484863,-0.2893369674682617,0.15962377190589905,1520
,9150,,,,,,0,2.07,305,0.8,37348,-0.21657934999999998,,,,,,,,,,
0.92,9180,1.44,0,9180,4040,-0.08108396116644144,,,,,,,-0.0012473102713315143,2.2576252e-05,0.0001,0.1022241935133934,0.0,0.2,-0.033487558364868164,-0.2829655289649963,0.21377832889556886,1525
,9180,,,,,,0,2.11,306,0.79,37472,-0.22067805,,,,,,,,,,
0.94,9210,1.42,0,9210,4053,-0.07273120041936636,,,,,,,2.709925208659314e-05,3.6239624e-06,0.0001,0.10004337877035141,0.0,0.2,0.267810583114624,-0.27559850215911863,0.20581939220428466,1530
,9210,,,,,,0,2.04,307,0.8,37584,-0.23013809,,,,,,,,,,
0.88,9240,1.52,0,9240,4063,-0.11933376807253808,,,,,,,-0.0003912925658125843,1.5503168e-05,0.0001,0.08898545801639557,0.0,0.2,0.1515236496925354,-0.27053544521331785,0.18630219697952272,1535
,9240,,,,,,0,2.14,308,0.79,37711,-0.23814402999999998,,,,,,,,,,
1.0,9270,1.2,0,9270,4079,-0.009543750248849393,,,,,,,-0.0005186391020352233,3.7000576e-05,0.0001,0.13275709748268127,0.0,0.2,0.27118897438049316,-0.26511760950088503,0.27635408043861387,1540
,9270,,,,,,0,2.08,309,0.81,37811,-0.22665262000000003,,,,,,,,,,
0.94,9300,1.32,0,9300,4096,-0.056995431850664316,,,,,,,-2.3510058987774585e-05,2.4974347e-06,0.0001,0.11253546178340912,0.0,0.2,0.13086211681365967,-0.26246207356452944,0.22628573179244996,1545
,9300,,,,,,0,2.07,310,0.8,37925,-0.23406153999999998,,,,,,,,,,
0.92,9330,1.42,0,9330,4116,-0.07382101458963007,,,,,,,-3.5683314045797945e-07,0.0,0.0001,0.08755259215831757,0.0,0.2,0.22457081079483032,-0.26039682030677797,0.1839345335960388,1550
,9330,,,,,,0,1.96,311,0.82,38046,-0.221433,,,,,,,,,,
0.92,9360,1.5,0,9360,4127,-0.10650170880369841,,,,,,,-0.00027362903288974394,8.080403e-06,0.0001,0.06721539050340652,0.0,0.2,0.40091896057128906,-0.2592868983745575,0.13997111916542054,1555
,9360,,,,,,0,2.11,312,0.78,38173,-0.25379657999999994,,,,,,,,,,
0.94,9390,1.36,0,9390,4147,-0.07902903204783797,,,,,,,-0.0004902398537765862,3.0980507e-05,0.0001,0.13360939919948578,0.0,0.2,0.11161863803863525,-0.25564728379249574,0.27746219635009767,1560
,9390,,,,,,0,1.88,313,0.83,38299,-0.20650597999999998,,,,,,,,,,
0.94,9420,1.3,0,9420,4163,-0.07141990137286484,,,,,,,-2.3643175879328736e-07,2.3841858e-07,0.0001,0.08171722292900085,0.0,0.2,0.3656100630760193,-0.25172067880630494,0.17197573482990264,1565
,9420,,,,,,0,1.79,314,0.84,38414,-0.16858846000000002,,,,,,,,,,
0.94,9450,1.42,0,9450,4180,-0.052101711202412845,,,,,,,-6.32170835647372e-05,7.7088674e-07,0.0001,0.07678325474262238,0.0,0.2,0.05772984027862549,-0.24882017970085143,0.16065927147865294,1570
,9450,,,,,,0,1.79,315,0.83,38527,-0.18685467,,,,,,,,,,
0.96,9480,1.26,0,9480,4195,-0.029536112206988038,,,,,,,-0.0007054159105368996,1.0810296e-05,0.0001,0.09091324359178543,0.0,0.2,0.496157169342041,-0.24796476364135742,0.18722717761993407,1575
,9480,,,,,,0,1.82,316,0.83,38638,-0.19200065000000005,,,,,,,,,,
0.98,9510,1.36,0,9510,4212,-0.03463176707271486,,,,,,,4.2259692918378277e-07,1.1523564e-07,0.0001,0.11163397878408432,0.0,0.2,0.23983073234558105,-0.24518373608589172,0.23214588165283204,1580
,9510,,,,,,0,1.85,317,0.83,38746,-0.19815742,,,,,,,,,,
0.94,9540,1.38,0,9540,4230,-0.07197371277958155,,,,,,,-1.89824897961266e-05,6.7750614e-07,0.0001,0.10082858055830002,0.0,0.2,0.3510230779647827,-0.24311586916446687,0.2097858190536499,1585
,9540,,,,,,0,1.75,318,0.87,38865,-0.16863016999999997,,,,,,,,,,
0.96,9570,1.3,0,9570,4244,-0.05225131519138813,,,,,,,-0.0018766532178659645,3.086527e-05,0.0001,0.08305840939283371,0.0,0.2,0.02681499719619751,-0.2423182964324951,0.17805647253990173,1590
,9570,,,,,,0,1.83,319,0.87,38983,-0.17371810999999998,,,,,,,,,,
0.98,9600,1.34,0,9600,4267,-0.031940086861141026,,,,,,,3.854433732186635e-08,1.1920929e-07,0.0001,0.07991920411586761,0.0,0.2,0.47209644317626953,-0.23875094652175904,0.1678237199783325,1595
,9600,,,,,,0,1.67,320,0.92,39099,-0.13558171000000002,,,,,,,,,,
0.94,9630,1.4,0,9630,4281,-0.07268555249553174,,,,,,,-0.0010163482208739084,2.6915472e-05,0.0001,0.05763263255357742,0.0,0.2,-8.573923110961914,-0.2359941005706787,0.12662655711174012,1600
,9630,,,,,,0,1.73,321,0.92,39227,-0.12540320000000002,,,,,,,,,,
0.98,9660,1.18,0,9660,4294,-0.03142105996143073,,,,,,,0.00022475997354671763,2.7457872e-06,0.0001,0.08134260028600693,0.0,0.2,0.24759304523468018,-0.2337434321641922,0.17104119956493377,1605
,9660,,,,,,0,1.82,322,0.9,39333,-0.15284468999999998,,,,,,,,,,
1.0,9690,1.0,0,9690,4313,-0.006147128264419734,,,,,,,-0.0011235070108277512,3.4370027e-05,0.0001,0.08666733652353287,0.0,0.2,0.24470990896224976,-0.23487946689128875,0.1834403842687607,1610
,9690,,,,,,0,1.78,323,0.9,39436,-0.13806633999999998,,,,,,,,,,
1.0,9720,1.12,0,9720,4325,-0.008358424361795187,,,,,,,-0.0006679507814017604,1.792113e-05,0.0001,0.07914293557405472,0.0,0.2,0.1308693289756775,-0.2407604843378067,0.16711817383766175,1615
,9720,,,,,,0,1.91,324,0.87,39554,-0.16794361000000002,,,,,,,,,,
0.94,9750,1.46,0,9750,4337,-0.07673327112570405,,,,,,,-8.503595871900416e-08,0.0,0.0001,0.05758816748857498,0.0,0.2,0.5279648303985596,-0.23968184888362884,0.12418253272771836,1620
,9750,,,,,,0,1.94,325,0.86,39686,-0.16886067999999999,,,,,,,,,,
0.9,9780,1.52,0,9780,4351,-0.11446306641213595,,,,,,,-0.00022791902718992673,7.804235e-06,0.0001,0.09956521540880203,0.0,0.2,0.1629791259765625,-0.23856154084205627,0.20253393948078155,1625
,9780,,,,,,0,2.0,326,0.86,39813,-0.16622824000000003,,,,,,,,,,
1.0,9810,1.12,0,9810,4365,-0.007893520188517869,,,,,,,2.7914843414578173e-08,1.1920929e-07,0.0001,0.0761212483048439,0.0,0.2,-0.13476455211639404,-0.23467912375926972,0.1600740671157837,1630
,9810,,,,,,0,2.1,327,0.83,39929,-0.20055151999999996,,,,,,,,,,
0.96,9840,1.32,0,9840,4383,-0.05076281153131276,,,,,,,8.13126565972766e-05,5.165736e-07,0.0001,0.07096052169799805,0.0,0.2,0.6610375046730042,-0.23315024375915527,0.14289051592350005,1635
,9840,,,,,,0,2.01,328,0.84,40053,-0.18162619000000008,,,,,,,,,,
0.92,9870,1.5,0,9870,4400,-0.0855932490201667,,,,,,,-4.175106740120782e-05,3.4014383e-06,0.0001,0.03819528594613075,0.0,0.2,0.6083093881607056,-0.23479842245578766,0.08360769450664521,1640
,9870,,,,,,0,1.94,329,0.86,40189,-0.17095763000000003,,,,,,,,,,
0.96,9900,1.48,0,9900,4414,-0.03501882677897811,,,,,,,-2.826015089993916e-05,2.1457672e-07,0.0001,0.07482007890939713,0.0,0.2,-0.09638440608978271,-0.23648880422115326,0.14945503771305085,1645
,9900,,,,,,0,2.05,330,0.84,40309,-0.17906086000000002,,,,,,,,,,
0.96,9930,1.22,0,9930,4427,-0.052305480330251154,,,,,,,-0.00011675715541059617,4.172325e-06,0.0001,0.09522897750139236,0.0,0.2,0.023987650871276855,-0.23622788786888121,0.203652423620224,1650
,9930,,,,,,0,2.02,331,0.85,40413,-0.17654358000000003,,,,,,,,,,
0.98,9960,1.22,0,9960,4438,-0.029144447022117673,,,,,,,-0.0010328193629774774,1.4567375e-05,0.0001,0.10869864374399185,0.0,0.2,0.11375302076339722,-0.23349079191684724,0.2311743378639221,1655
,9960,,,,,,0,2.08,332,0.83,40522,-0.20973703,,,,,,,,,,
0.98,9990,1.18,0,9990,4463,-0.03197668850421906,,,,,,,-0.0005478080032236931,2.3267667e-05,0.0001,0.15481899678707123,0.0,0.2,0.1647019386291504,-0.22942641079425813,0.33785431981086733,1660
,9990,,,,,,0,1.87,333,0.86,40622,-0.17312218000000001,,,,,,,,,,
0.94,10020,1.4,0,10020,4475,-0.07823237898759544,,,,,,,-0.00022580106868792528,1.5793245e-05,0.0001,0.039410300552845,0.0,0.2,-0.9100043773651123,-0.22538201808929442,0.07813368290662766,1665
,10020,,,,,,0,1.9,334,0.88,40738,-0.15488681999999998,,,,,,,,,,
0.94,10050,1.3,0,10050,4488,-0.054203567933291195,,,,,,,2.7404428061927888e-05,4.539887e-06,0.0001,0.08335627615451813,0.0,0.2,-0.30684375762939453,-0.22223365902900696,0.17491098046302794,1670
,10050,,,,,,0,2.04,335,0.86,40844,-0.16584258,,,,,,,,,,
0.9,10080,1.5,0,10080,4503,-0.09262631927151233,,,,,,,-0.0002076794776559865,4.911423e-06,0.0001,0.09423532336950302,0.0,0.2,0.263854444026947,-0.2212329924106598,0.19982541501522064,1675
,10080,,,,,,0,2.03,336,0.85,40963,-0.16853689999999996,,,,,,,,,,
0.96,10110,1.36,0,10110,4519,-0.05662959308829159,,,,,,,-0.0006222327655024173,1.7533699e-05,0.0001,0.021426985040307045,0.0,0.2,0.6249643564224243,-0.22278413772583008,0.046147482842206954,1680
,10110,,,,,,0,1.98,337,0.85,41102,-0.15348432000000004,,,,,,,,,,
0.96,10140,1.38,0,10140,4531,-0.05093597875442356,,,,,,,-6.055831827289637e-06,1.3113022e-07,0.0001,0.06826814264059067,0.0,0.2,-0.20631027221679688,-0.22153907418251037,0.14262451231479645,1685
,10140,,,,,,0,1.95,338,0.86,41213,-0.131851,,,,,,,,,,
0.98,10170,1.22,0,10170,4554,-0.029485819628462195,,,,,,,0.0001256791784545186,7.871787e-06,0.0001,0.07094399631023407,0.0,0.2,0.413926362991333,-0.2171976774930954,0.1545326143503189,1690
,10170,,,,,,0,1.93,339,0.87,41319,-0.10421379,,,,,,,,,,
0.92,10200,1.46,0,10200,4569,-0.09380186574533582,,,,,,,-6.14581502617284e-05,5.5034957e-07,0.0001,0.033860884606838226,0.0,0.2,-24.507911682128906,-0.21732931733131408,0.06397926062345505,1695
,10200,,,,,,0,1.93,340,0.85,41445,-0.13016999,,,,,,,,,,
0.96,10230,1.28,0,10230,4580,-0.03173248733393848,,,,,,,-0.00016004562470079976,5.680323e-06,0.0001,0.0629400983452797,0.0,0.2,0.5532622337341309,-0.214993616938591,0.13579472303390502,1700
,10230,,,,,,0,1.92,341,0.85,41546,-0.15276280000000003,,,,,,,,,,
0.96,10260,1.4,0,10260,4598,-0.03173305666074157,,,,,,,4.2111475485739903e-05,2.8868517e-06,0.0001,0.11002084612846375,0.0,0.2,0.1181291937828064,-0.21259692311286926,0.23724405169487,1705
,10260,,,,,,0,1.88,342,0.84,41666,-0.16892976999999998,,,,,,,,,,
0.92,10290,1.5,0,10290,4613,-0.09244703799020498,,,,,,,-8.013248637794845e-06,1.0530154e-06,0.0001,0.07545102387666702,0.0,0.2,0.2672373652458191,-0.21052237153053283,0.1579494446516037,1710
,10290,,,,,,0,1.92,343,0.83,41801,-0.20282677,,,,,,,,,,
0.96,10320,1.28,0,10320,4636,-0.053166284905746576,,,,,,,-0.0006218767222403443,1.0244052e-05,0.0001,0.13729023933410645,0.0,0.2,0.12319988012313843,-0.21049914956092836,0.2861893594264984,1715
,10320,,,,,,0,1.71,344,0.87,41909,-0.18902146000000003,,,,,,,,,,
0.9,10350,1.44,0,10350,4651,-0.09873716300819069,,,,,,,-1.5894570992713853e-09,2.9802322e-07,0.0001,0.12989680469036102,0.0,0.2,0.20542865991592407,-0.21484606862068176,0.26806833148002623,1720
,10350,,,,,,0,1.83,345,0.84,42036,-0.21171256,,,,,,,,,,
0.98,10380,1.22,0,10380,4667,-0.03005100166425109,,,,,,,-1.9907951660513844e-07,1.1920929e-07,0.0001,0.09839373081922531,0.0,0.2,0.03478008508682251,-0.2185007691383362,0.21291953325271606,1725
,10380,,,,,,0,1.86,346,0.84,42146,-0.19926604999999997,,,,,,,,,,
0.94,10410,1.34,0,10410,4679,-0.07084793679416179,,,,,,,-1.2675921183813444e-07,5.9604645e-08,0.0001,0.07626897096633911,0.0,0.2,0.12139809131622314,-0.22076275646686555,0.17637281119823456,1730
,10410,,,,,,0,1.86,347,0.84,42275,-0.18585178,,,,,,,,,,
0.98,10440,1.14,0,10440,4692,-0.028432061392813922,,,,,,,-2.400080347797484e-07,0.0,0.0001,0.1629904955625534,0.0,0.2,-0.06879246234893799,-0.22173022031784057,0.3248948395252228,1735
,10440,,,,,,0,1.89,348,0.85,42379,-0.17711531,,,,,,,,,,
0.92,10470,1.6,0,10470,4706,-0.0944380985852331,,,,,,,-0.00016464750292168872,6.099542e-06,0.0001,0.06890042126178741,0.0,0.2,0.20497453212738037,-0.222187340259552,0.14340363442897797,1740
,10470,,,,,,0,1.94,349,0.83,42510,-0.20376357000000003,,,,,,,,,,
0.96,10500,1.3,0,10500,4721,-0.010021666893735529,,,,,,,-2.1139780717049917e-07,1.1920929e-07,0.0001,0.13016577064990997,0.0,0.2,0.17121845483779907,-0.21978808641433717,0.279215145111084,1745
,10500,,,,,,0,2.02,350,0.82,42611,-0.20539026000000005,,,,,,,,,,
0.96,10530,1.32,0,10530,4733,-0.03223596937023103,,,,,,,-0.0007191411737585085,1.6901891e-05,0.0001,0.06810986995697021,0.0,0.2,0.3689923882484436,-0.21726984083652495,0.14580622911453248,1750
,10530,,,,,,0,2.17,351,0.78,42724,-0.25462007999999997,,,,,,,,,,
0.92,10560,1.42,0,10560,4747,-0.09527755789458751,,,,,,,-7.998943235776323e-07,4.7683716e-07,0.0001,0.060571055859327316,0.0,0.2,0.48732078075408936,-0.21088590025901793,0.12509407103061676,1755
,10560,,,,,,0,2.14,352,0.78,42839,-0.24928208,,,,,,,,,,
0.88,10590,1.64,0,10590,4762,-0.11713914097752422,,,,,,,-2.10603077199778e-08,1.1920929e-07,0.0001,0.08421823382377625,0.0,0.2,0.2808249592781067,-0.20664093196392058,0.1745657205581665,1760
,10590,,,,,,0,2.2,353,0.77,42967,-0.27402255,,,,,,,,,,
0.96,10620,1.28,0,10620,4781,-0.03389224635902792,,,,,,,-9.536743172944284e-08,0.0,0.0001,0.07927414029836655,0.0,0.2,0.4127957224845886,-0.20366608798503877,0.16315842568874359,1765
,10620,,,,,,0,2.05,354,0.8,43072,-0.24264573000000003,,,,,,,,,,
0.96,10650,1.34,0,10650,4793,-0.054570266022346915,,,,,,,-0.0003740235262860381,6.904205e-06,0.0001,0.09935067594051361,0.0,0.2,0.3393176198005676,-0.20225070416927338,0.21380466520786284,1770
,10650,,,,,,0,2.06,355,0.78,43193,-0.26710466000000005,,,,,,,,,,
0.96,10680,1.34,0,10680,4809,-0.050202761846594515,,,,,,,-0.0007834899351776059,2.6039283e-05,0.0001,0.1085987240076065,0.0,0.2,0.14034730195999146,-0.19845710694789886,0.2223992258310318,1775
,10680,,,,,,0,2.0,356,0.8,43313,-0.24215530000000002,,,,,,,,,,
0.96,10710,1.3,0,10710,4823,-0.03692046673502773,,,,,,,-2.876917470473472e-07,2.6226044e-07,0.0001,0.09470227360725403,0.0,0.2,0.29390835762023926,-0.19307185411453248,0.1973266124725342,1780
,10710,,,,,,0,2.02,357,0.79,43422,-0.24792711000000003,,,,,,,,,,
0.96,10740,1.34,0,10740,4841,-0.050329688163474204,,,,,,,-0.0008291272139949512,3.14494e-05,0.0001,0.08467567712068558,0.0,0.2,0.31300050020217896,-0.18871056735515596,0.17855557203292846,1785
,10740,,,,,,0,1.94,358,0.82,43539,-0.22093126999999999,,,,,,,,,,
0.94,10770,1.4,0,10770,4853,-0.07679475963581353,,,,,,,-0.0023847793942938012,0.00011447072,0.0001,0.08501149713993073,0.0,0.2,0.17781096696853638,-0.18220705389976502,0.18436470925807952,1790
,10770,,,,,,0,1.99,359,0.82,43655,-0.22900408,,,,,,,,,,
0.94,10800,1.4,0,10800,4873,-0.07134159553796053,,,,,,,9.09964256834428e-08,7.1525574e-07,0.0001,0.08771128952503204,0.0,0.2,0.24296021461486816,-0.1723003327846527,0.1807242900133133,1795
,10800,,,,,,0,1.94,360,0.83,43772,-0.21927798000000004,,,,,,,,,,
0.9,10830,1.52,0,10830,4885,-0.09440139459446073,,,,,,,0.0002556137174057671,2.7020772e-07,0.0001,0.06334428489208221,0.0,0.2,0.44109851121902466,-0.16788926124572753,0.13165087699890138,1800
,10830,,,,,,0,2.06,361,0.8,43916,-0.24380689000000003,,,,,,,,,,
