eval/mean_ep_length,eval/success_rate,env/current_idx,env/n_steps,eval/mean_reward,env/completion_counter,time/total_timesteps,time/time_elapsed,rollout/success_rate,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/clip_range,train/clip_fraction,train/loss,train/n_updates,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/explained_variance
1.48,0.78,14,30,-0.1804530767025426,0,30,,,,,,,,,,,,,,,,
,,,,,,30,146,0.46153846153846156,1,-0.5971947692307691,0,2.230769230769231,,,,,,,,,,
1.38,0.86,28,60,-0.153986878041178,0,60,,,,,,,0.2,0.0,-0.040197212249040604,5,-1.943240213394165,0.2852739155292511,-0.03709045045077808,0.00811398,0.001,-0.15801966190338135
,,,,,,60,264,0.48148148148148145,2,-0.5778521481481482,0,2.1481481481481484,,,,,,,,,,
1.26,0.88,42,90,-0.06954313435126096,0,90,,,,,,,0.2,0.013333334028720856,0.015262842178344727,10,-1.9223327875137328,0.19488182663917542,-0.01559203239157796,0.004214412,0.001,-0.38435840606689453
,,,,,,90,378,0.4634146341463415,3,-0.5201893902439024,0,2.1707317073170733,,,,,,,,,,
1.2,0.92,54,120,-0.0497850595600903,0,120,,,,,,,0.2,0.0,0.01537979394197464,15,-1.9001802682876587,0.3561793237924576,-0.0307029425849517,0.007927958,0.001,-1.4224402904510498
,,,,,,120,488,0.41509433962264153,4,-0.5682430188679246,0,2.2641509433962264,,,,,,,,,,
1.34,0.86,68,150,-0.09094813177362085,0,150,,,,,,,0.2,0.020000000298023225,0.0689748227596283,20,-1.8613949298858643,0.24313609004020692,-0.01296082189306631,0.009689605,0.001,-0.24361634254455566
,,,,,,150,606,0.4626865671641791,5,-0.5338318358208956,0,2.2238805970149254,,,,,,,,,,
1.12,0.96,83,180,-0.05019986453466117,0,180,,,,,,,0.2,0.03333333432674408,0.10878072679042816,25,-1.7775823593139648,0.4479925334453583,-0.015969940908253478,0.0104408525,0.001,-0.7177886962890625
,,,,,,180,707,0.47560975609756095,6,-0.5201483292682926,0,2.1951219512195124,,,,,,,,,,
1.18,0.92,100,210,-0.08826926837675274,0,210,,,,,,,0.2,0.006666667014360428,0.10029254108667374,30,-1.6637199878692628,0.34496029913425447,-0.008268639814729539,0.008891044,0.001,-0.5791696310043335
,,,,,,210,830,0.5252525252525253,7,-0.4751438282828283,0,2.111111111111111,,,,,,,,,,
1.28,0.9,119,240,-0.07079337756615132,0,240,,,,,,,0.2,0.026666668057441712,0.06631375104188919,35,-1.4891099691390992,0.3495354771614075,-0.03240903103103232,0.016060429,0.001,-0.5625920295715332
,,,,,,240,943,0.58,8,-0.41184446,0,2.0,,,,,,,,,,
1.24,0.9,134,270,-0.09152712068054825,0,270,,,,,,,0.2,0.013333334028720856,0.09679652750492096,40,-1.2695314407348632,0.26730755269527434,-0.002170925562580095,0.0082997,0.001,-0.20625758171081543
,,,,,,270,1050,0.57,9,-0.4059975899999999,0,2.01,,,,,,,,,,
1.24,0.9,152,300,-0.07487998681142927,0,300,,,,,,,0.2,0.006666667014360428,0.07791486382484436,45,-1.1522815465927123,0.2393437922000885,-0.012009333142389523,0.003551072,0.001,0.06723880767822266
,,,,,,300,1158,0.66,10,-0.3315066699999999,0,1.84,,,,,,,,,,
1.28,0.88,171,330,-0.09242798715364188,0,330,,,,,,,0.2,0.09333333671092987,0.0320582240819931,50,-0.9799281835556031,0.24336954057216645,-0.043641161620617194,0.020098696,0.001,-0.11657679080963135
,,,,,,330,1271,0.69,11,-0.28993984000000006,0,1.74,,,,,,,,,,
1.3,0.9,186,360,-0.08920843861997127,0,360,,,,,,,0.2,0.0,0.14331181347370148,55,-0.7635305285453796,0.3223868191242218,0.004361238808681378,0.0011566599,0.001,-0.6105891466140747
,,,,,,360,1378,0.7,12,-0.27122461000000003,0,1.74,,,,,,,,,,
1.3,0.88,202,390,-0.05218618744518608,0,390,,,,,,,0.2,0.0,0.09513025730848312,60,-0.7150879859924316,0.23329295814037324,-0.002321418494297234,0.00059667823,0.001,-0.024960994720458984
,,,,,,390,1491,0.67,13,-0.29142693000000003,0,1.77,,,,,,,,,,
1.26,0.88,226,420,-0.0906495038792491,0,420,,,,,,,0.2,0.006666667014360428,0.09265697002410889,65,-0.6434776425361634,0.22632356286048888,-0.005482526880999572,0.0021840592,0.001,0.04816150665283203
,,,,,,420,1603,0.73,14,-0.25401458,0,1.66,,,,,,,,,,
1.2,0.94,242,450,-0.05031443496234715,0,450,,,,,,,0.2,0.020000000298023225,0.024218900129199028,70,-0.5484221696853637,0.16219602227211,-0.00927905833348639,0.0040428797,0.001,0.058938443660736084
,,,,,,450,1710,0.72,15,-0.25779998,0,1.7,,,,,,,,,,
1.26,0.88,259,480,-0.10937562740873545,0,480,,,,,,,0.2,0.0,0.24975940585136414,75,-0.46587371826171875,0.5376776933670044,-0.0009940953847639377,0.00052643416,0.001,-0.1225968599319458
,,,,,,480,1818,0.73,16,-0.26173851,0,1.67,,,,,,,,,,
1.44,0.82,277,510,-0.1522610170766711,0,510,,,,,,,0.2,0.0,0.10138075798749924,80,-0.41414437294006345,0.3452626347541809,-0.0005454933592893951,0.0009438376,0.001,0.1452203392982483
,,,,,,510,1937,0.7,17,-0.30088584,0,1.69,,,,,,,,,,
1.2,0.94,289,540,-0.049531180476769805,0,540,,,,,,,0.2,0.0,0.13121770322322845,85,-0.3680330991744995,0.26142919063568115,-0.0035177508415657143,0.0006852448,0.001,0.056187331676483154
,,,,,,540,2040,0.69,18,-0.31376654,0,1.73,,,,,,,,,,
1.06,1.0,309,570,-0.006606242107227445,0,570,,,,,,,0.2,0.0,0.07692292332649231,90,-0.3168382585048676,0.16824195086956023,-0.0014909684797750344,0.0006367346,0.001,0.05134022235870361
,,,,,,570,2137,0.71,19,-0.29541534999999997,0,1.7,,,,,,,,,,
1.4,0.82,327,600,-0.1512444512732327,0,600,,,,,,,0.2,0.006666667014360428,0.12536261975765228,95,-0.26938278079032896,0.3139033317565918,-0.004352042184521565,0.0010557254,0.001,-0.07063436508178711
,,,,,,600,2251,0.67,20,-0.32967531,0,1.78,,,,,,,,,,
1.28,0.86,347,630,-0.12961542600765824,0,630,,,,,,,0.2,0.006666667014360428,0.08813412487506866,100,-0.2330102413892746,0.2033531755208969,-0.008854025729621285,0.001685073,0.001,0.09411156177520752
,,,,,,630,2367,0.71,21,-0.29886674,0,1.73,,,,,,,,,,
1.2,0.92,366,660,-0.04860809091944247,0,660,,,,,,,0.2,0.0,0.08408810198307037,105,-0.20944417417049407,0.18726197481155396,0.0003279467419879722,0.0002520005,0.001,-0.00020313262939453125
,,,,,,660,2473,0.76,22,-0.25080985,0,1.65,,,,,,,,,,
1.18,0.92,389,690,-0.08859880750533193,0,690,,,,,,,0.2,0.0,0.0707365870475769,110,-0.20205106139183043,0.15683726370334625,7.070302890532787e-06,1.8676123e-07,0.001,0.2763392925262451
,,,,,,690,2581,0.83,23,-0.17821299,0,1.51,,,,,,,,,,
1.3,0.88,413,720,-0.09083706775214523,0,720,,,,,,,0.2,0.0,0.08020142465829849,115,-0.2012108325958252,0.18478972911834718,-0.0011124877154362167,0.0005340576,0.001,-0.07137644290924072
,,,,,,720,2708,0.87,24,-0.13990663,0,1.42,,,,,,,,,,
1.28,0.9,433,750,-0.052521344828419386,0,750,,,,,,,0.2,0.0,0.05901677533984184,120,-0.21789226830005645,0.1372034251689911,-3.352204930706648e-05,4.764398e-06,0.001,0.0985683798789978
,,,,,,750,2818,0.87,25,-0.14941791999999998,0,1.41,,,,,,,,,,
1.26,0.88,451,780,-0.10907592279836535,0,780,,,,,,,0.2,0.006666667014360428,0.048814985901117325,125,-0.218715637922287,0.14340034127235413,-0.007003425156387522,0.001626124,0.001,0.25002050399780273
,,,,,,780,2931,0.83,26,-0.16998267000000003,0,1.45,,,,,,,,,,
1.3,0.9,468,810,-0.051942595052532854,0,810,,,,,,,0.2,0.0,0.09247557073831558,130,-0.18603673875331878,0.21084600389003755,-1.4617443218156723e-05,8.646647e-06,0.001,-0.035656094551086426
,,,,,,810,3046,0.81,27,-0.18366080000000004,0,1.48,,,,,,,,,,
1.18,0.92,491,840,-0.08863325660582631,0,840,,,,,,,0.2,0.0,0.10921849310398102,135,-0.16767959892749787,0.2695864200592041,1.0748704074359239e-05,2.0186105e-06,0.001,-0.09704256057739258
,,,,,,840,3150,0.8,28,-0.19155139000000002,0,1.47,,,,,,,,,,
1.44,0.8,508,870,-0.1320311211096123,0,870,,,,,,,0.2,0.0,0.07296741008758545,140,-0.15783836841583251,0.17981225848197938,-2.650817223326385e-06,5.801519e-07,0.001,0.24237442016601562
,,,,,,870,3268,0.77,29,-0.23104099,0,1.53,,,,,,,,,,
1.48,0.78,524,900,-0.19268225491978228,0,900,,,,,,,0.2,0.0,0.15653690695762634,145,-0.15205903053283693,0.33998329043388364,-3.7876763975930315e-06,1.8278757e-07,0.001,-0.1007469892501831
,,,,,,900,3414,0.71,30,-0.27565523,0,1.65,,,,,,,,,,
1.2,0.94,545,930,-0.04890787596814335,0,930,,,,,,,0.2,0.0,0.08875922858715057,150,-0.14838666021823882,0.20320688486099242,-9.20216230650972e-06,7.5499216e-08,0.001,0.09691804647445679
,,,,,,930,3525,0.76,31,-0.22577091,0,1.61,,,,,,,,,,
1.22,0.9,565,960,-0.11071415525395423,0,960,,,,,,,0.2,0.0,0.016453340649604797,155,-0.14690225422382355,0.10187061503529549,-1.1205673224878865e-07,0.0,0.001,-53.580623626708984
,,,,,,960,3645,0.81,32,-0.17145776000000001,0,1.55,,,,,,,,,,
1.24,0.88,583,990,-0.1310769356181845,0,990,,,,,,,0.2,0.0,0.08430919796228409,160,-0.1452921837568283,0.16506226658821105,6.186962098198023e-07,0.0,0.001,0.08759033679962158
,,,,,,990,3751,0.81,33,-0.16756318999999997,0,1.58,,,,,,,,,,
1.24,0.92,602,1020,-0.06894893088843673,0,1020,,,,,,,0.2,0.0,0.0820215567946434,165,-0.14383429586887359,0.2123549073934555,-0.00015244483545142628,2.3573637e-05,0.001,0.044272422790527344
,,,,,,1020,3866,0.78,34,-0.18748395,0,1.65,,,,,,,,,,
1.36,0.82,619,1050,-0.1758498003333807,0,1050,,,,,,,0.2,0.006666667014360428,0.10869023948907852,170,-0.14409856796264647,0.2216121882200241,-0.0025140861922409385,0.0008054296,0.001,0.02054077386856079
,,,,,,1050,3989,0.8,35,-0.17508648999999998,0,1.59,,,,,,,,,,
1.16,0.96,638,1080,-0.027893509590066968,0,1080,,,,,,,0.2,0.0,0.10448199510574341,175,-0.1607948958873749,0.2226692795753479,1.959800714068649e-06,3.2544135e-06,0.001,0.11062055826187134
,,,,,,1080,4094,0.8,36,-0.16218289000000002,0,1.56,,,,,,,,,,
1.26,0.9,658,1110,-0.07411848154384643,0,1110,,,,,,,0.2,0.0,0.06045245751738548,180,-0.17544008195400237,0.17541226446628572,-0.0004736653864775064,8.445382e-05,0.001,-0.01665353775024414
,,,,,,1110,4210,0.77,37,-0.17898365000000005,0,1.56,,,,,,,,,,
1.34,0.86,676,1140,-0.08991554133128375,0,1140,,,,,,,0.2,0.0,0.0852479636669159,185,-0.18911682665348054,0.1690298080444336,-4.746913873532321e-06,1.8676122e-06,0.001,0.18041616678237915
,,,,,,1140,4325,0.77,38,-0.19504967999999998,0,1.59,,,,,,,,,,
1.2,0.94,692,1170,-0.050128173590637745,0,1170,,,,,,,0.2,0.0,0.08694947510957718,190,-0.19824816286563873,0.19063540697097778,-6.850560603233191e-07,7.7684723e-07,0.001,0.11556804180145264
,,,,,,1170,4435,0.73,39,-0.23922242999999999,0,1.68,,,,,,,,,,
1.34,0.86,714,1200,-0.11119773293845356,0,1200,,,,,,,0.2,0.0,0.06968872994184494,195,-0.19830212891101837,0.16433756947517394,-0.0022499501573228996,0.00067860883,0.001,0.33752042055130005
,,,,,,1200,4555,0.77,40,-0.21270761,0,1.61,,,,,,,,,,
1.2,0.94,735,1230,-0.02906666021794081,0,1230,,,,,,,0.2,0.0,0.13264481723308563,200,-0.175336492061615,0.33530269265174867,0.00020713617879692948,0.0001118203,0.001,0.2758626937866211
,,,,,,1230,4663,0.8,41,-0.21006186,0,1.55,,,,,,,,,,
1.18,0.96,760,1260,-0.04860886939801276,0,1260,,,,,,,0.2,0.0,0.07846654951572418,205,-0.15941929519176484,0.16462029814720153,-1.6399224413987668e-06,1.3192495e-06,0.001,0.32350265979766846
,,,,,,1260,4768,0.85,42,-0.17866048000000004,0,1.47,,,,,,,,,,
1.24,0.9,779,1290,-0.08888353683520109,0,1290,,,,,,,0.2,0.0,0.034569304436445236,210,-0.15109212696552277,0.0770800232887268,-2.0815928369444235e-06,3.616015e-07,0.001,0.11173588037490845
,,,,,,1290,4872,0.84,43,-0.19683669,0,1.44,,,,,,,,,,
1.16,0.94,801,1320,-0.04954420077148825,0,1320,,,,,,,0.2,0.0,0.10032889991998672,215,-0.14656369984149933,0.2572325229644775,-6.214777602764343e-07,1.1920929e-07,0.001,0.27950239181518555
,,,,,,1320,4978,0.88,44,-0.14939108,0,1.37,,,,,,,,,,
1.2,0.94,819,1350,-0.07091399990953505,0,1350,,,,,,,0.2,0.0,0.1571478694677353,220,-0.14389173984527587,0.3005192309617996,7.262229955529164e-06,9.338061e-08,0.001,0.022702157497406006
,,,,,,1350,5104,0.85,45,-0.1796191,0,1.43,,,,,,,,,,
1.3,0.9,840,1380,-0.07009745033457876,0,1380,,,,,,,0.2,0.0,0.10511701554059982,225,-0.1435352087020874,0.2389991819858551,-3.0001005306701246e-07,0.0,0.001,0.0016829967498779297
,,,,,,1380,5218,0.83,46,-0.17944775999999998,0,1.45,,,,,,,,,,
1.36,0.86,856,1410,-0.11091528631746769,0,1410,,,,,,,0.2,0.0,0.07918467372655869,230,-0.14304980337619783,0.16034402847290039,-1.9987424053624637e-07,0.0,0.001,0.09199261665344238
,,,,,,1410,5329,0.78,47,-0.21357298,0,1.57,,,,,,,,,,
1.2,0.9,874,1440,-0.07133319299668074,0,1440,,,,,,,0.2,0.0,0.08218391239643097,235,-0.14361490905284882,0.19018335044384002,-0.00026449441415028475,6.224712e-05,0.001,0.11554670333862305
,,,,,,1440,5434,0.77,48,-0.20577048,0,1.6,,,,,,,,,,
1.08,0.96,897,1470,-0.0469062899146229,0,1470,,,,,,,0.2,0.0,0.09131608158349991,240,-0.15098014175891877,0.18163462579250336,6.409486154268506e-07,8.2055726e-07,0.001,0.21103435754776
,,,,,,1470,5530,0.79,49,-0.18344431999999997,0,1.55,,,,,,,,,,
1.14,0.98,914,1500,-0.008500064355321229,0,1500,,,,,,,0.2,0.0,0.06284469366073608,245,-0.16007085740566254,0.1483524888753891,-0.000551628670267057,0.0001233697,0.001,0.25097107887268066
,,,,,,1500,5633,0.77,50,-0.2007331,0,1.58,,,,,,,,,,
1.3,0.9,935,1530,-0.09036139915697276,0,1530,,,,,,,0.2,0.0,0.0981796532869339,250,-0.1740613102912903,0.20506640672683715,-9.87450301082049e-08,2.9782454e-06,0.001,0.2131103277206421
,,,,,,1530,5749,0.78,51,-0.19964253999999998,0,1.58,,,,,,,,,,
1.24,0.92,954,1560,-0.07017031489405781,0,1560,,,,,,,0.2,0.0,0.06877755373716354,255,-0.18638109862804414,0.15293112993240357,-5.017121590356055e-06,1.313289e-06,0.001,0.2893460988998413
,,,,,,1560,5862,0.79,52,-0.21540982999999997,0,1.53,,,,,,,,,,
1.26,0.88,975,1590,-0.13154345925431699,0,1590,,,,,,,0.2,0.0,0.06386075913906097,260,-0.1940535545349121,0.14620188176631926,2.105236095850671e-06,5.364418e-07,0.001,0.4580915570259094
,,,,,,1590,5972,0.82,53,-0.19480107000000005,0,1.49,,,,,,,,,,
1.3,0.86,997,1620,-0.13195520312525333,0,1620,,,,,,,0.2,0.0,0.07036648690700531,265,-0.19849977493286133,0.1404238760471344,-1.2890498014783703e-06,1.8278757e-07,0.001,0.2937188148498535
,,,,,,1620,6093,0.83,54,-0.188527,0,1.49,,,,,,,,,,
1.28,0.9,1019,1650,-0.07342737489379943,0,1650,,,,,,,0.2,0.0,0.049945518374443054,270,-0.20130133330821992,0.1128446489572525,-1.6144911175075549e-06,5.9604645e-08,0.001,-0.15381646156311035
,,,,,,1650,6207,0.87,55,-0.15081885,0,1.44,,,,,,,,,,
1.22,0.92,1037,1680,-0.08906025537755341,0,1680,,,,,,,0.2,0.0,0.06587439030408859,275,-0.20303140282630922,0.14154739081859588,-2.2657215694721345e-07,0.0,0.001,0.031261146068573
,,,,,,1680,6315,0.86,56,-0.16845457,0,1.47,,,,,,,,,,
1.22,0.9,1056,1710,-0.09028141004033387,0,1710,,,,,,,0.2,0.026666668057441712,0.07683560252189636,280,-0.24494080543518065,0.2068760722875595,-0.00963276706635945,0.18048833,0.001,0.15245598554611206
,,,,,,1710,6435,0.87,57,-0.14864817000000002,0,1.47,,,,,,,,,,
1.2,0.9,1071,1740,-0.10869923118967563,0,1740,,,,,,,0.2,0.020000001043081285,0.09571584314107895,285,-0.20005928575992585,0.2200369119644165,-0.007500670412555266,0.005783818,0.001,0.13490301370620728
,,,,,,1740,6580,0.83,58,-0.19232274000000005,0,1.55,,,,,,,,,,
1.24,0.92,1093,1770,-0.07060883002355695,0,1770,,,,,,,0.2,0.020000001043081285,0.07836298644542694,290,-0.14465751945972444,0.18457442224025727,-0.004898915222535294,0.0035330553,0.001,0.15776687860488892
,,,,,,1770,6697,0.81,59,-0.21030530000000003,0,1.56,,,,,,,,,,
1.22,0.9,1109,1800,-0.07040206004865468,0,1800,,,,,,,0.2,0.0,0.09061741828918457,295,-0.13507382273674012,0.20200373530387877,-0.00021775287265626275,0.00013059974,0.001,0.16137701272964478
,,,,,,1800,6821,0.78,60,-0.22551991000000002,0,1.63,,,,,,,,,,
1.22,0.92,1125,1830,-0.06938421070110053,0,1830,,,,,,,0.2,0.0,0.09961109608411789,300,-0.11634128391742707,0.20986520051956176,-5.1771797977018254e-05,8.603732e-05,0.001,-0.02084791660308838
,,,,,,1830,6948,0.73,61,-0.27858311999999996,0,1.71,,,,,,,,,,
1.22,0.9,1143,1860,-0.0689005579892546,0,1860,,,,,,,0.2,0.0,0.13774359226226807,305,-0.11978723853826523,0.30827202200889586,4.470348243046373e-06,5.3246816e-07,0.001,0.1343759298324585
,,,,,,1860,7059,0.73,62,-0.25843461999999995,0,1.69,,,,,,,,,,
1.26,0.88,1160,1890,-0.09282796816900372,0,1890,,,,,,,0.2,0.0,0.09377849847078323,310,-0.12756730616092682,0.19644589424133302,-0.00040328622038945385,0.00025094548,0.001,0.16005223989486694
,,,,,,1890,7178,0.7,63,-0.27074180000000003,0,1.75,,,,,,,,,,
1.3,0.9,1179,1920,-0.0910222807759419,0,1920,,,,,,,0.2,0.0,0.07277952134609222,315,-0.13922590911388397,0.15549402832984924,4.12940981426857e-06,1.66893e-06,0.001,0.06086850166320801
,,,,,,1920,7294,0.73,64,-0.22010379,0,1.7,,,,,,,,,,
1.28,0.92,1196,1950,-0.08936686986591667,0,1950,,,,,,,0.2,0.0,0.02863064780831337,320,-0.19047505557537078,0.08327298313379287,-0.0037920998502521284,0.00064058305,0.001,0.4164009094238281
,,,,,,1950,7410,0.7,65,-0.2387544,0,1.74,,,,,,,,,,
1.24,0.92,1212,1980,-0.07126888195052743,0,1980,,,,,,,0.2,0.0,0.10785473138093948,325,-0.14915890097618104,0.26292452216148376,-3.375212337886069e-06,1.9868216e-09,0.001,0.15158039331436157
,,,,,,1980,7520,0.67,66,-0.28716138999999996,0,1.76,,,,,,,,,,
1.26,0.9,1231,2010,-0.0700317913852632,0,2010,,,,,,,0.2,0.0,0.09873302280902863,330,-0.1481205552816391,0.20119716823101044,-0.00016747821893652314,6.1319275e-05,0.001,0.05069190263748169
,,,,,,2010,7653,0.7,67,-0.24912765000000006,0,1.7,,,,,,,,,,
1.26,0.88,1248,2040,-0.10868367770221084,0,2040,,,,,,,0.2,0.0,0.16441966593265533,335,-0.14413123726844787,0.34820005893707273,-7.806221864825602e-06,3.7352245e-07,0.001,0.058175504207611084
,,,,,,2040,7770,0.71,68,-0.24838868000000003,0,1.71,,,,,,,,,,
1.38,0.84,1266,2070,-0.13535876183304935,0,2070,,,,,,,0.2,0.0,0.11622516065835953,340,-0.13905825316905976,0.2723820388317108,-2.718766565301678e-06,1.1920929e-07,0.001,0.12819337844848633
,,,,,,2070,7893,0.71,69,-0.28159441,0,1.7,,,,,,,,,,
1.24,0.9,1285,2100,-0.1096692443266511,0,2100,,,,,,,0.2,0.0,0.09705552458763123,345,-0.13692553341388702,0.1953130006790161,-1.4352003987738726e-05,1.5894573e-08,0.001,0.08701276779174805
,,,,,,2100,8005,0.72,70,-0.27968783999999997,0,1.68,,,,,,,,,,
1.18,0.94,1301,2130,-0.06998596707358956,0,2130,,,,,,,0.2,0.0,0.07715292274951935,350,-0.13568442761898042,0.1673711806535721,-2.1886825660288876e-06,0.0,0.001,0.30089354515075684
,,,,,,2130,8112,0.71,71,-0.29086392000000005,0,1.69,,,,,,,,,,
1.24,0.9,1320,2160,-0.06925271869637072,0,2160,,,,,,,0.2,0.0866666704416275,0.0616905614733696,355,-0.2482921451330185,0.20181995630264282,-0.023051750908295254,0.17571273,0.001,0.0493963360786438
,,,,,,2160,8234,0.72,72,-0.27512993,0,1.67,,,,,,,,,,
1.1,0.96,1336,2190,-0.04770399886649102,0,2190,,,,,,,0.2,0.0,0.08882351964712143,360,-0.1804807722568512,0.1940940499305725,-7.690350348035224e-05,1.9162893e-05,0.001,0.11456018686294556
,,,,,,2190,8344,0.7,73,-0.29940812,0,1.71,,,,,,,,,,
1.38,0.84,1358,2220,-0.1337260176660493,0,2220,,,,,,,0.2,0.0,0.10891398042440414,365,-0.2108911991119385,0.2251220554113388,0.0014909155791006158,0.00030884545,0.001,0.3212969899177551
,,,,,,2220,8470,0.73,74,-0.26059282,0,1.61,,,,,,,,,,
1.34,0.88,1375,2250,-0.11078716082964092,0,2250,,,,,,,0.2,0.0,0.07480114698410034,370,-0.22050558030605316,0.15892854928970337,-0.00013330618816915775,1.2338162e-06,0.001,0.28395724296569824
,,,,,,2250,8598,0.7,75,-0.29536523000000003,0,1.68,,,,,,,,,,
1.26,0.92,1392,2280,-0.06986376416869461,0,2280,,,,,,,0.2,0.006666667014360428,0.09405559301376343,375,-0.21022816598415375,0.22250533401966094,-0.005715294579664842,0.002312378,0.001,0.23759335279464722
,,,,,,2280,8710,0.69,76,-0.30945385999999997,0,1.71,,,,,,,,,,
1.3,0.9,1413,2310,-0.050054142265580595,0,2310,,,,,,,0.2,0.0,0.06498996913433075,380,-0.16979410350322724,0.14527735412120818,-1.926183696925321e-05,1.3573965e-05,0.001,0.4679067134857178
,,,,,,2310,8832,0.75,77,-0.2694346899999999,0,1.59,,,,,,,,,,
1.34,0.88,1430,2340,-0.12978396121878177,0,2340,,,,,,,0.2,0.0,0.11484610289335251,385,-0.1487626999616623,0.2575393706560135,2.9512245387053325e-06,2.8133393e-06,0.001,0.24814307689666748
,,,,,,2340,8950,0.73,78,-0.29249798,0,1.63,,,,,,,,,,
1.12,0.94,1445,2370,-0.0676358327548951,0,2370,,,,,,,0.2,0.0,0.08206421136856079,390,-0.13776093423366548,0.17532719671726227,-3.949801142155707e-06,7.947286e-07,0.001,0.29319143295288086
,,,,,,2370,9068,0.71,79,-0.28415708,0,1.67,,,,,,,,,,
1.46,0.78,1467,2400,-0.1739660427439958,0,2400,,,,,,,0.2,0.0,0.08614514023065567,395,-0.1351226657629013,0.19304830133914946,-0.0011369498751200523,0.0005891562,0.001,0.14103394746780396
,,,,,,2400,9193,0.71,80,-0.29883042000000004,0,1.68,,,,,,,,,,
1.22,0.9,1490,2430,-0.06918984673451632,0,2430,,,,,,,0.2,0.0,0.051684994250535965,400,-0.14676106870174407,0.11983912885189056,0.00013115763916502488,2.2272268e-06,0.001,0.5442556142807007
,,,,,,2430,9314,0.77,81,-0.22636029000000002,0,1.52,,,,,,,,,,
1.24,0.9,1512,2460,-0.09015328150708228,0,2460,,,,,,,0.2,0.0,0.06848598271608353,405,-0.1533892810344696,0.15535445809364318,-0.0007233770637927961,0.00025650064,0.001,-0.05165541172027588
,,,,,,2460,9435,0.78,82,-0.20226488000000006,0,1.51,,,,,,,,,,
1.2,0.96,1536,2490,-0.02902107371017337,0,2490,,,,,,,0.2,0.0,0.06732171028852463,410,-0.16131720840930938,0.1557568669319153,9.207883277362328e-05,8.735061e-05,0.001,0.15723299980163574
,,,,,,2490,9563,0.86,83,-0.11306887000000002,0,1.38,,,,,,,,,,
1.1,0.96,1555,2520,-0.050356627278961244,0,2520,,,,,,,0.2,0.020000001043081285,0.027515413239598274,415,-0.13555215895175934,0.09092090874910355,-0.011245730482041694,0.003266108,0.001,-0.08786630630493164
,,,,,,2520,9680,0.88,84,-0.10920154,0,1.34,,,,,,,,,,
1.14,0.96,1573,2550,-0.027950614914298056,0,2550,,,,,,,0.2,0.0,0.0994553416967392,420,-0.10415336787700653,0.22953067421913148,-1.5094081621414012e-05,4.4902167e-06,0.001,0.07882916927337646
,,,,,,2550,9795,0.84,85,-0.12903175,0,1.42,,,,,,,,,,
1.16,0.94,1588,2580,-0.04907171636354178,0,2580,,,,,,,0.2,0.0,0.09623466432094574,425,-0.08891509473323822,0.20061034262180327,-4.964669530416188e-06,9.854634e-07,0.001,0.0733376145362854
,,,,,,2580,9902,0.78,86,-0.18997114,0,1.54,,,,,,,,,,
1.36,0.86,1611,2610,-0.11434484753292054,0,2610,,,,,,,0.2,0.0,0.06959798187017441,430,-0.08112185299396515,0.15078918337821962,7.104873599672601e-07,2.4239222e-07,0.001,0.4114517569541931
,,,,,,2610,10031,0.79,87,-0.18176143000000003,0,1.52,,,,,,,,,,
1.2,0.92,1635,2640,-0.06871578238904476,0,2640,,,,,,,0.2,0.0,0.10032372921705246,435,-0.07700540274381637,0.22951045036315917,-7.112820803456543e-08,1.1920929e-07,0.001,-0.4050161838531494
,,,,,,2640,10148,0.78,88,-0.18486758000000003,0,1.51,,,,,,,,,,
1.28,0.88,1658,2670,-0.11271602848079056,0,2670,,,,,,,0.2,0.0,0.06011821702122688,440,-0.07454178333282471,0.18308016657829285,7.416804422177847e-07,0.0,0.001,-0.2001403570175171
,,,,,,2670,10268,0.8,89,-0.1723022,0,1.46,,,,,,,,,,
1.28,0.88,1680,2700,-0.11253110683523118,0,2700,,,,,,,0.2,0.0,0.10405648499727249,445,-0.0731278896331787,0.1867418259382248,1.311302177064988e-07,0.0,0.001,0.3932257294654846
,,,,,,2700,10388,0.84,90,-0.13928149,0,1.39,,,,,,,,,,
1.32,0.88,1698,2730,-0.09041609472595155,0,2730,,,,,,,0.2,0.0,0.08895699679851532,450,-0.07641870379447938,0.2079847753047943,-9.81491779384669e-05,4.6094257e-07,0.001,-0.18702983856201172
,,,,,,2730,10508,0.85,91,-0.13371094,0,1.35,,,,,,,,,,
1.16,0.94,1718,2760,-0.06788785963319242,0,2760,,,,,,,0.2,0.0,0.08520065993070602,455,-0.07258682399988174,0.21955734491348267,-0.0007631532527739183,0.00010675788,0.001,0.27585506439208984
,,,,,,2760,10623,0.83,92,-0.16241519999999998,0,1.4,,,,,,,,,,
1.36,0.88,1733,2790,-0.11170199951156974,0,2790,,,,,,,0.2,0.0,0.1319556087255478,460,-0.0798137292265892,0.23810004591941833,-7.317463634137766e-07,6.556511e-07,0.001,0.42829811573028564
,,,,,,2790,10746,0.78,93,-0.21059909000000002,0,1.5,,,,,,,,,,
1.34,0.9,1753,2820,-0.09257483067922294,0,2820,,,,,,,0.2,0.0,0.09780798107385635,465,-0.0872251644730568,0.20577354729175568,-9.910265671209117e-07,3.0001004e-07,0.001,0.13630884885787964
