env/current_idx,env/n_steps,eval/mean_reward,time/total_timesteps,eval/mean_ep_length,eval/success_rate,env/completion_counter,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/approx_kl
,,,65400,,,,96790,0,1.69,0.71,-0.24784568999999998,218,,,,,,,,,,
39377,65700,-0.05004168986808508,65700,1.26,0.9,0,,,,,,,0.0,1090,0.23991012573242188,0.2,0.08624130487442017,-0.057361748442053793,0.17395804673433304,-3.246293545799972e-05,0.0001,7.124406e-07
,,,65700,,,,97245,0,1.54,0.79,-0.19954998999999998,219,,,,,,,,,,
39566,66000,-0.07124519106931984,66000,1.2,0.92,0,,,,,,,0.0,1095,0.18387484550476074,0.2,0.10250674188137054,-0.056346938386559485,0.17218000441789627,1.1302869529217219e-08,0.0001,0.0
,,,66000,,,,97700,0,1.58,0.76,-0.21266809000000003,220,,,,,,,,,,
39751,66300,-0.04950361852999777,66300,1.18,0.94,0,,,,,,,0.0,1100,0.2227054238319397,0.2,0.10349071025848389,-0.055928564816713336,0.1836077928543091,9.757720498271283e-09,0.0001,0.0
,,,66300,,,,98162,0,1.66,0.71,-0.28576015,221,,,,,,,,,,
39948,66600,-0.08935253984294832,66600,1.28,0.88,0,,,,,,,0.0,1105,0.25688499212265015,0.2,0.09567872434854507,-0.05563947893679142,0.19235727488994597,-2.1883464333605217e-05,0.0001,2.781162e-07
,,,66600,,,,98611,0,1.59,0.77,-0.20765325,222,,,,,,,,,,
40133,66900,-0.09032713949680328,66900,1.32,0.86,0,,,,,,,0.0,1110,0.17102915048599243,0.2,0.08209087699651718,-0.055083469673991206,0.17853850424289702,-3.374069042774153e-05,0.0001,5.234033e-07
,,,66900,,,,99087,0,1.58,0.74,-0.21102496,223,,,,,,,,,,
