env/n_steps,eval/success_rate,env/current_idx,eval/mean_ep_length,time/total_timesteps,env/completion_counter,eval/mean_reward,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/entropy_loss,train/clip_fraction
6210,0.92,2756,1.44,6210,0,-0.09221617423463613,,,,,,,0.05293638575822115,2.9404958e-07,0.010912461206316948,2060,6.328026586288615e-07,0.2,-1.916884183883667,0.0001,-0.5037540078163147,0.0
,,,,6210,,,207,0,2.07,25620,-0.19438102000000004,0.82,,,,,,,,,,
6240,0.98,2775,1.22,6240,0,-0.030563219613395632,,,,,,,0.28284384310245514,6.279945e-05,0.12986698746681213,2070,-0.0017649269086540188,0.2,-0.014687061309814453,0.0001,-0.5089654564857483,0.0
,,,,6240,,,208,0,2.01,25727,-0.18301637999999998,0.83,,,,,,,,,,
6270,0.96,2791,1.28,6270,0,-0.05080411502625793,,,,,,,0.08037642240524293,0.00019996167,0.03309556469321251,2080,-0.001162982578195315,0.2,0.057651400566101074,0.0001,-0.5128994286060333,0.0
,,,,6270,,,209,0,1.98,25836,-0.17778422,0.83,,,,,,,,,,
6300,0.96,2812,1.38,6300,0,-0.05199200980365276,,,,,,,0.1617312714457512,0.00052366056,0.06444162130355835,2090,-0.0008765731245512054,0.2,0.41530942916870117,0.0001,-0.4871054947376251,0.0
,,,,6300,,,210,0,1.82,25967,-0.14004160999999998,0.87,,,,,,,,,,
6330,0.94,2829,1.36,6330,0,-0.07306736941915006,,,,,,,0.14681701958179474,0.0027968725,0.03827301412820816,2100,-0.014500639250812597,0.2,-0.10783505439758301,0.0001,-0.4927132040262222,0.013333334028720856
,,,,6330,,,211,0,1.65,26079,-0.12281618000000001,0.89,,,,,,,,,,
6360,0.92,2844,1.48,6360,0,-0.09325068979058415,,,,,,,0.15179896205663682,7.366538e-05,0.06440301239490509,2110,-0.00014023900420090385,0.2,0.27477526664733887,0.0001,-0.4509807676076889,0.0
,,,,6360,,,212,0,1.81,26199,-0.15825519999999998,0.85,,,,,,,,,,
6390,0.98,2858,1.24,6390,0,-0.031928273779340086,,,,,,,0.15983311980962753,1.5217066e-05,0.07216969132423401,2120,-0.00019596040496256962,0.2,0.22401368618011475,0.0001,-0.4562926679849625,0.0
,,,,6390,,,213,0,1.76,26314,-0.14448638000000003,0.86,,,,,,,,,,
6420,0.94,2874,1.48,6420,0,-0.07710082644596696,,,,,,,0.21128661036491395,0.00043605367,0.08295682817697525,2130,-0.0023174606818550103,0.2,0.018964290618896484,0.0001,-0.4430730402469635,0.0
,,,,6420,,,214,0,1.82,26443,-0.15504031000000001,0.84,,,,,,,,,,
6450,0.92,2885,1.5,6450,0,-0.07286056504119187,,,,,,,0.13954981043934822,0.00044349828,0.05254358425736427,2140,-0.003330675959975138,0.2,0.21649229526519775,0.0001,-0.4180656522512436,0.0
,,,,6450,,,215,0,1.85,26571,-0.17219057000000004,0.83,,,,,,,,,,
6480,0.86,2902,1.72,6480,0,-0.1399804765265435,,,,,,,0.2846057265996933,0.00013243158,0.1285906732082367,2150,0.0009205086899843895,0.2,0.29434239864349365,0.0001,-0.39058355093002317,0.0
,,,,6480,,,216,0,1.94,26709,-0.19869962999999996,0.81,,,,,,,,,,
6510,0.94,2914,1.32,6510,0,-0.07830958022736013,,,,,,,0.23408125191926957,0.00026533206,0.09481406956911087,2160,-0.004140475933284904,0.2,-0.15655529499053955,0.0001,-0.37807324826717376,0.0
,,,,6510,,,217,0,2.08,26824,-0.23725293999999997,0.77,,,,,,,,,,
6540,0.94,2932,1.44,6540,0,-0.05337215314619243,,,,,,,0.17464456409215928,4.57565e-05,0.06773127615451813,2170,-0.0001104319096580042,0.2,0.4324031472206116,0.0001,-0.35392807722091674,0.0
,,,,6540,,,218,0,2.06,26949,-0.22638669000000003,0.78,,,,,,,,,,
6570,0.96,2944,1.36,6570,0,-0.03024717674124986,,,,,,,0.2793296843767166,6.9932146e-05,0.1304832547903061,2180,-0.0019275696985035617,0.2,-0.12818074226379395,0.0001,-0.3388965308666229,0.0
,,,,6570,,,219,0,2.08,27062,-0.23432061999999998,0.78,,,,,,,,,,
6600,0.96,2956,1.28,6600,0,-0.030691819521598517,,,,,,,0.13510265424847603,3.223022e-05,0.05890139192342758,2190,-0.0004372219260645238,0.2,0.35131168365478516,0.0001,-0.33340432941913606,0.0
,,,,6600,,,220,0,2.16,27173,-0.23322178999999998,0.79,,,,,,,,,,
6630,0.92,2972,1.46,6630,0,-0.07284041226375848,,,,,,,0.17799406200647355,4.5933328e-05,0.07205882668495178,2200,0.0003753026325528097,0.2,0.19144481420516968,0.0001,-0.3423389881849289,0.0
,,,,6630,,,221,0,2.12,27302,-0.23475954999999998,0.8,,,,,,,,,,
6660,0.98,2989,1.22,6660,0,-0.029321734555996955,,,,,,,0.10949736982583999,9.23872e-06,0.04955253750085831,2210,-7.237255595100578e-05,0.2,0.3146691918373108,0.0001,-0.34264896512031556,0.0
,,,,6660,,,222,0,1.99,27426,-0.17370501000000002,0.84,,,,,,,,,,
6690,0.94,3000,1.34,6690,0,-0.052782735247164966,,,,,,,0.12901242300868035,1.7742316e-06,0.052091460675001144,2220,-7.605701592128256e-06,0.2,-0.18972110748291016,0.0001,-0.3451725900173187,0.0
,,,,6690,,,223,0,2.12,27552,-0.20532467999999998,0.81,,,,,,,,,,
6720,1.0,3019,1.16,6720,0,-0.009134686784818769,,,,,,,0.35399041175842283,2.0202e-05,0.15522275865077972,2230,-0.0007176580973705882,0.2,0.021184444427490234,0.0001,-0.3483004093170166,0.0
,,,,6720,,,224,0,2.01,27660,-0.17875913999999998,0.84,,,,,,,,,,
6750,0.92,3040,1.54,6750,0,-0.09560063424520195,,,,,,,0.12141964137554169,0.00010853013,0.04900788888335228,2240,-0.0009179611877577542,0.2,0.42955440282821655,0.0001,-0.356354808807373,0.0
,,,,6750,,,225,0,1.92,27790,-0.16804966,0.85,,,,,,,,,,
6780,1.0,3058,1.18,6780,0,-0.008403334189206363,,,,,,,0.12635571211576463,0.00052372215,0.04985342174768448,2250,-0.00390842750086442,0.2,0.17103660106658936,0.0001,-0.37030590176582334,0.0
,,,,6780,,,226,0,1.78,27911,-0.14053174,0.88,,,,,,,,,,
6810,0.96,3073,1.26,6810,0,-0.03402126041706652,,,,,,,0.12507458478212358,3.897349e-05,0.05462205410003662,2260,4.09014984809275e-05,0.2,0.09147524833679199,0.0001,-0.3789866387844086,0.0
,,,,6810,,,227,0,1.79,28024,-0.16021346999999994,0.87,,,,,,,,,,
6840,0.96,3090,1.38,6840,0,-0.03243968068622052,,,,,,,0.136048324406147,7.342895e-05,0.05697251111268997,2270,-0.0009245612327746678,0.2,0.5910050868988037,0.0001,-0.3670697659254074,0.0
,,,,6840,,,228,0,1.76,28144,-0.15502317000000002,0.88,,,,,,,,,,
6870,0.96,3099,1.4,6870,0,-0.05347411207854748,,,,,,,0.12530873492360114,6.6280363e-06,0.05861268192529678,2280,4.521211021710769e-05,0.2,0.11789911985397339,0.0001,-0.35379689633846284,0.0
,,,,6870,,,229,0,1.89,28268,-0.19166078000000003,0.85,,,,,,,,,,
6900,0.94,3110,1.32,6900,0,-0.07326345729641616,,,,,,,0.2842915251851082,0.00042082666,0.11450017243623734,2290,-0.0027384807301373826,0.2,-0.06199216842651367,0.0001,-0.3585738718509674,0.0
,,,,6900,,,230,0,1.94,28381,-0.19684258,0.85,,,,,,,,,,
6930,0.9,3126,1.5,6930,0,-0.09840243928134441,,,,,,,0.3293685555458069,0.00022475322,0.1501523107290268,2300,-0.002080084135620197,0.2,-0.17252707481384277,0.0001,-0.3554915517568588,0.0
,,,,6930,,,231,0,1.98,28508,-0.21594393999999997,0.84,,,,,,,,,,
6960,0.96,3135,1.3,6960,0,-0.031122709079645573,,,,,,,0.18127114474773406,0.00011923313,0.07983646541833878,2310,-0.0007968769397121101,0.2,0.4271792769432068,0.0001,-0.33537170588970183,0.0
,,,,6960,,,232,0,2.17,28637,-0.27935023000000003,0.79,,,,,,,,,,
6990,0.94,3154,1.38,6990,0,-0.07131557833869011,,,,,,,0.20751706808805465,3.8226444e-06,0.0863020196557045,2320,-1.2056777700308885e-05,0.2,0.19712567329406738,0.0001,-0.31876049637794496,0.0
,,,,6990,,,233,0,2.13,28755,-0.28178261,0.79,,,,,,,,,,
7020,0.92,3167,1.46,7020,0,-0.05450437382794917,,,,,,,0.33481244146823885,1.3748805e-05,0.15343093872070312,2330,-0.0004315415928189736,0.2,0.05165374279022217,0.0001,-0.31124699413776397,0.0
,,,,7020,,,234,0,2.21,28889,-0.30593163,0.77,,,,,,,,,,
7050,0.96,3183,1.36,7050,0,-0.05127216718159616,,,,,,,0.1255795456469059,0.00029290715,0.045950084924697876,2340,-0.0035020479346469457,0.2,0.4414227604866028,0.0001,-0.319264754652977,0.0
,,,,7050,,,235,0,2.18,29009,-0.28018218,0.79,,,,,,,,,,
7080,1.0,3197,1.06,7080,0,-0.007155410372652113,,,,,,,0.24746693968772887,0.00014155109,0.09418044239282608,2350,-0.0003848890417916806,0.2,-1.0165693759918213,0.0001,-0.34238772094249725,0.0
,,,,7080,,,236,0,2.18,29115,-0.30108850000000004,0.79,,,,,,,,,,
7110,0.94,3209,1.28,7110,0,-0.06927905580960214,,,,,,,0.3219339281320572,3.1352043e-05,0.14477895200252533,2360,-0.00019605239101405658,0.2,-0.19168269634246826,0.0001,-0.3547592550516129,0.0
,,,,7110,,,237,0,2.14,29227,-0.2859368,0.79,,,,,,,,,,
7140,0.98,3223,1.18,7140,0,-0.0085495949909091,,,,,,,0.26712069660425186,9.621183e-05,0.10442527383565903,2370,-0.001534549797837137,0.2,-0.4905189275741577,0.0001,-0.3569814771413803,0.0
,,,,7140,,,238,0,2.23,29335,-0.28367682,0.79,,,,,,,,,,
7170,0.96,3240,1.26,7170,0,-0.05243085408583283,,,,,,,0.23993889093399048,0.00029710532,0.10155089199542999,2380,-0.005736746072846799,0.2,0.17395377159118652,0.0001,-0.33898958563804626,0.0
,,,,7170,,,239,0,2.02,29448,-0.20458953999999996,0.85,,,,,,,,,,
7200,1.0,3253,1.3,7200,0,-0.010757523817010223,,,,,,,0.21073760837316513,9.7870825e-06,0.07917097955942154,2390,-7.637143139582747e-06,0.2,-0.6387612819671631,0.0001,-0.31351031363010406,0.0
,,,,7200,,,240,0,2.12,29559,-0.19435312,0.84,,,,,,,,,,
7230,0.9,3272,1.6,7230,0,-0.11766417516861111,,,,,,,0.06428829841315746,1.0768573e-06,0.0094299940392375,2400,3.8574139292091305e-06,0.2,-6.2071099281311035,0.0001,-0.30234120786190033,0.0
,,,,7230,,,241,0,2.03,29694,-0.16495056000000002,0.87,,,,,,,,,,
7260,0.96,3284,1.34,7260,0,-0.051128317015245554,,,,,,,0.16685634702444077,6.7154565e-07,0.07577439397573471,2410,-2.5443832031513125e-05,0.2,0.35866445302963257,0.0001,-0.2989869862794876,0.0
,,,,7260,,,242,0,2.08,29804,-0.18444866000000004,0.85,,,,,,,,,,
7290,0.92,3299,1.7,7290,0,-0.09859311596956104,,,,,,,0.37260870933532714,1.1920929e-07,0.14040514826774597,2420,-1.0772546207071797e-06,0.2,0.12735581398010254,0.0001,-0.30258499681949613,0.0
,,,,7290,,,243,0,2.08,29953,-0.17156216999999999,0.85,,,,,,,,,,
7320,0.96,3312,1.38,7320,0,-0.05259412184357643,,,,,,,0.16712639778852462,8.0867605e-05,0.07481474429368973,2430,-0.001109254643524782,0.2,0.11431002616882324,0.0001,-0.29742085337638857,0.0
,,,,7320,,,244,0,2.05,30070,-0.16339879000000004,0.87,,,,,,,,,,
7350,1.0,3326,1.08,7350,0,-0.00714782826602459,,,,,,,0.19296817481517792,3.492832e-06,0.08729378134012222,2440,-3.858407293733101e-06,0.2,0.11067062616348267,0.0001,-0.28353025317192077,0.0
,,,,7350,,,245,0,2.04,30172,-0.17511728999999998,0.86,,,,,,,,,,
7380,1.0,3338,1.06,7380,0,-0.00646074038464576,,,,,,,0.3198885589838028,1.569589e-06,0.13807223737239838,2450,-2.946207934897416e-05,0.2,0.19812703132629395,0.0001,-0.27694265842437743,0.0
,,,,7380,,,246,0,2.13,30267,-0.19713713,0.83,,,,,,,,,,
7410,0.92,3356,1.46,7410,0,-0.07572314651682972,,,,,,,0.17883767187595367,0.00013527075,0.0789041593670845,2460,-0.001055501516433055,0.2,0.14917927980422974,0.0001,-0.27521936893463134,0.0
,,,,7410,,,247,0,2.06,30396,-0.21624668000000008,0.83,,,,,,,,,,
7440,0.92,3372,1.4,7440,0,-0.09267836838029325,,,,,,,0.1421523131430149,0.00013824106,0.05801866576075554,2470,-0.0016702725639333948,0.2,0.33774423599243164,0.0001,-0.2630479007959366,0.0
,,,,7440,,,248,0,2.08,30516,-0.22873466,0.81,,,,,,,,,,
7470,0.92,3384,1.4,7470,0,-0.0721708236541599,,,,,,,0.13427126929163932,0.0011686902,0.05020410194993019,2480,-0.004786391875241236,0.2,0.3761671185493469,0.0001,-0.2726212054491043,0.0
,,,,7470,,,249,0,2.1,30630,-0.23614464000000002,0.8,,,,,,,,,,
7500,0.98,3401,1.16,7500,0,-0.008201531739905477,,,,,,,0.24531176388263704,0.0005948206,0.09987259656190872,2490,-0.0028763844682060833,0.2,0.11804980039596558,0.0001,-0.22158957421779632,0.0
,,,,7500,,,250,0,2.05,30737,-0.23781323000000001,0.8,,,,,,,,,,
7530,0.98,3411,1.28,7530,0,-0.010101940734311938,,,,,,,0.1612990528345108,0.00011768341,0.0698724091053009,2500,-0.001292450057129102,0.2,0.3688088059425354,0.0001,-0.2170323446393013,0.0
,,,,7530,,,251,0,2.13,30854,-0.26208521,0.78,,,,,,,,,,
7560,0.94,3424,1.46,7560,0,-0.07429927065502852,,,,,,,0.19246534407138824,7.430712e-07,0.08290129154920578,2510,-3.8365523469252594e-07,0.2,0.13104629516601562,0.0001,-0.19684795290231705,0.0
,,,,7560,,,252,0,2.09,30983,-0.25399758999999994,0.79,,,,,,,,,,
7590,1.0,3442,1.32,7590,0,-0.012340959911234677,,,,,,,0.2811452060937881,1.1920929e-07,0.12614218890666962,2520,-7.132689185951336e-08,0.2,0.2350407838821411,0.0001,-0.1927611529827118,0.0
,,,,7590,,,253,0,2.06,31098,-0.23240680000000002,0.81,,,,,,,,,,
7620,0.96,3464,1.16,7620,0,-0.02818631791975349,,,,,,,0.133997842669487,0.0,0.048941683024168015,2530,-7.867813365258768e-08,0.2,0.042516350746154785,0.0001,-0.19130819737911225,0.0
,,,,7620,,,254,0,1.97,31204,-0.20164170999999997,0.84,,,,,,,,,,
7650,0.92,3477,1.42,7650,0,-0.10103600775822998,,,,,,,0.06494881473481655,0.00020837983,0.024382535368204117,2540,-0.001428303137557485,0.2,-1.1098978519439697,0.0001,-0.1939949631690979,0.0
,,,,7650,,,255,0,1.95,31322,-0.20939600000000003,0.84,,,,,,,,,,
7680,0.88,3494,1.6,7680,0,-0.1375911084236577,,,,,,,0.36877444982528684,0.00014289022,0.13783268630504608,2550,-0.002081568368400255,0.2,0.28968697786331177,0.0001,-0.20491314083337783,0.0
,,,,7680,,,256,0,1.91,31460,-0.19877974000000007,0.85,,,,,,,,,,
7710,0.94,3509,1.42,7710,0,-0.08004347468260675,,,,,,,0.10303848311305046,5.642573e-07,0.044930219650268555,2560,7.851918605084052e-07,0.2,0.49383604526519775,0.0001,-0.2121441125869751,0.0
,,,,7710,,,257,0,1.86,31571,-0.19121315,0.86,,,,,,,,,,
7740,0.98,3523,1.14,7740,0,-0.028550046561285854,,,,,,,0.19148651361465455,2.063314e-05,0.08112397789955139,2570,-0.000589770079265417,0.2,0.47263020277023315,0.0001,-0.21576630622148513,0.0
,,,,7740,,,258,0,1.85,31680,-0.18052611,0.86,,,,,,,,,,
7770,0.94,3538,1.36,7770,0,-0.08046970479190349,,,,,,,0.19102267920970917,3.236731e-05,0.08398761600255966,2580,-0.0002298025323639763,0.2,0.23664045333862305,0.0001,-0.21502747237682343,0.0
,,,,7770,,,259,0,1.89,31805,-0.21199025999999999,0.84,,,,,,,,,,
7800,0.94,3553,1.36,7800,0,-0.032091135000810025,,,,,,,0.14639423936605453,0.0,0.06353122740983963,2590,2.6126702934448075e-08,0.2,0.4937823414802551,0.0001,-0.21579674929380416,0.0
,,,,7800,,,260,0,1.97,31935,-0.22696539999999996,0.82,,,,,,,,,,
7830,0.9,3572,1.6,7830,0,-0.1154812081856653,,,,,,,0.1547388643026352,2.1239123e-06,0.06389062106609344,2600,-1.6526281994444503e-05,0.2,0.39582663774490356,0.0001,-0.21523982137441636,0.0
,,,,7830,,,261,0,1.88,32068,-0.20151482999999998,0.84,,,,,,,,,,
7860,0.92,3589,1.42,7860,0,-0.07441481593996287,,,,,,,0.16698143184185027,0.00020496646,0.06860949099063873,2610,-0.0037780194913889175,0.2,0.05407756567001343,0.0001,-0.21250891983509063,0.0
,,,,7860,,,262,0,1.88,32200,-0.19800257,0.84,,,,,,,,,,
7890,0.98,3611,1.16,7890,0,-0.032721181600354615,,,,,,,0.1972568839788437,0.0,0.08006825298070908,2620,-6.570915404680023e-07,0.2,0.3704988360404968,0.0001,-0.20859643965959548,0.0
,,,,7890,,,263,0,1.75,32315,-0.17342524,0.86,,,,,,,,,,
7920,0.92,3623,1.42,7920,0,-0.09207474519032985,,,,,,,0.09156118333339691,0.00016886195,0.030848953872919083,2630,-0.0035090941435186097,0.2,0.7424488067626953,0.0001,-0.2051760733127594,0.0
,,,,7920,,,264,0,1.8,32441,-0.17578192999999998,0.86,,,,,,,,,,
7950,0.98,3641,1.24,7950,0,-0.009548874911852181,,,,,,,0.1525515802204609,8.841952e-05,0.062365297228097916,2640,0.0002486676991004799,0.2,0.21418333053588867,0.0001,-0.19745282977819442,0.0
,,,,7950,,,265,0,1.69,32565,-0.14437376999999998,0.89,,,,,,,,,,
7980,0.9,3656,1.68,7980,0,-0.09919807826168835,,,,,,,0.17803653031587602,4.0302675e-05,0.07052867114543915,2650,-0.0003326865558240577,0.2,0.2884750962257385,0.0001,-0.1906483754515648,0.0
,,,,7980,,,266,0,1.74,32704,-0.17206452,0.88,,,,,,,,,,
8010,0.96,3666,1.26,8010,0,-0.03676859589293599,,,,,,,0.1933570086956024,3.5762787e-07,0.07647620886564255,2660,-4.501144138302493e-07,0.2,0.13990408182144165,0.0001,-0.18476054668426514,0.0
,,,,8010,,,267,0,1.95,32817,-0.20748844000000002,0.85,,,,,,,,,,
8040,0.94,3686,1.28,8040,0,-0.05161239345557988,,,,,,,0.19481200575828553,0.00016428232,0.07759600132703781,2670,-0.0019181778300358943,0.2,0.08143240213394165,0.0001,-0.1904815912246704,0.0
,,,,8040,,,268,0,1.85,32930,-0.16518211000000002,0.88,,,,,,,,,,
8070,0.96,3695,1.2,8070,0,-0.048381428965367373,,,,,,,0.10813407823443413,1.2814999e-06,0.046894147992134094,2680,2.4919709176174365e-06,0.2,0.08678996562957764,0.0001,-0.19428229033946992,0.0
,,,,8070,,,269,0,1.95,33047,-0.18404220000000002,0.86,,,,,,,,,,
8100,0.88,3707,1.58,8100,0,-0.1422173858154565,,,,,,,0.16630191057920457,1.8278757e-07,0.06933247298002243,2690,1.7920135885418632e-06,0.2,0.3067263960838318,0.0001,-0.2009648934006691,0.0
,,,,8100,,,270,0,2.1,33190,-0.21867983000000002,0.83,,,,,,,,,,
8130,0.92,3719,1.44,8130,0,-0.09135178407654167,,,,,,,0.17758852392435073,0.0,0.0802953690290451,2700,-5.550185937508445e-07,0.2,0.00023001432418823242,0.0001,-0.20204655528068544,0.0
,,,,8130,,,271,0,2.15,33325,-0.21759491000000003,0.82,,,,,,,,,,
8160,0.94,3734,1.42,8160,0,-0.0519089995091781,,,,,,,0.26560460180044176,5.7733057e-05,0.11353817582130432,2710,-0.0007946268720601779,0.2,-0.16157424449920654,0.0001,-0.20489627569913865,0.0
,,,,8160,,,272,0,2.23,33447,-0.22935934,0.8,,,,,,,,,,
8190,0.94,3752,1.34,8190,0,-0.053049749918282034,,,,,,,0.14699446484446527,0.00021870136,0.05964362621307373,2720,-0.0008078321846550551,0.2,0.2392074465751648,0.0001,-0.21716076880693436,0.0
,,,,8190,,,273,0,2.16,33582,-0.22389169000000003,0.81,,,,,,,,,,
8220,0.96,3765,1.3,8220,0,-0.051542503256350757,,,,,,,0.42655332684516906,5.5034957e-07,0.19538097083568573,2730,0.0006418819126945863,0.2,0.13997280597686768,0.0001,-0.22676627486944198,0.0
,,,,8220,,,274,0,2.11,33695,-0.23668232999999994,0.8,,,,,,,,,,
8250,0.96,3783,1.24,8250,0,-0.02918437171727419,,,,,,,0.2103874310851097,2.026558e-07,0.09049655497074127,2740,-5.221962946944103e-06,0.2,0.21589696407318115,0.0001,-0.22587089687585832,0.0
,,,,8250,,,275,0,2.13,33810,-0.26033767999999996,0.78,,,,,,,,,,
8280,0.98,3797,1.16,8280,0,-0.03542778813280165,,,,,,,0.19890483021736144,0.0,0.08820778131484985,2750,-1.5769402312848513e-06,0.2,0.2332916259765625,0.0001,-0.2231443703174591,0.0
,,,,8280,,,276,0,2.01,33914,-0.23032394999999997,0.81,,,,,,,,,,
8310,0.98,3816,1.4,8310,0,-0.032500400678254666,,,,,,,0.15893869549036027,1.9868216e-09,0.0724806934595108,2760,-7.736285400383736e-06,0.2,0.3723744750022888,0.0001,-0.22511784732341766,0.0
,,,,8310,,,277,0,1.85,34029,-0.2046485,0.84,,,,,,,,,,
8340,0.88,3826,1.6,8340,0,-0.11733302195556462,,,,,,,0.11666869893670082,4.7204892e-05,0.051837094128131866,2770,-0.0003853170592751809,0.2,0.2570291757583618,0.0001,-0.22458646297454835,0.0
,,,,8340,,,278,0,2.0,34166,-0.26376411,0.79,,,,,,,,,,
8370,0.96,3839,1.24,8370,0,-0.03231394869275391,,,,,,,0.3287501960992813,7.289648e-05,0.13269038498401642,2780,-0.0003730670080887677,0.2,0.3306543827056885,0.0001,-0.23201726377010345,0.0
,,,,8370,,,279,0,1.97,34286,-0.22732707000000002,0.82,,,,,,,,,,
8400,0.82,3856,1.76,8400,0,-0.1830704109929502,,,,,,,0.13401157334446906,3.01222e-05,0.05543901398777962,2790,-0.00020062168264605161,0.2,0.29534912109375,0.0001,-0.23967961221933365,0.0
,,,,8400,,,280,0,1.97,34430,-0.21440599,0.83,,,,,,,,,,
8430,0.96,3868,1.32,8430,0,-0.05154028100892902,,,,,,,0.11696254909038543,0.00023656884,0.047218069434165955,2800,-0.0027387862124791163,0.2,0.05893981456756592,0.0001,-0.24931717216968535,0.0
,,,,8430,,,281,0,2.03,34557,-0.20353006999999998,0.83,,,,,,,,,,
8460,1.0,3887,1.08,8460,0,-0.00722342717461288,,,,,,,0.09285890236496926,0.00022117297,0.033551763743162155,2810,-0.001971801716911958,0.2,0.4440780282020569,0.0001,-0.2707836747169495,0.0
,,,,8460,,,282,0,2.02,34661,-0.18805161999999995,0.84,,,,,,,,,,
8490,0.98,3899,1.26,8490,0,-0.029124173736199736,,,,,,,0.18562699109315872,9.604295e-06,0.08254911750555038,2820,1.448591536146182e-06,0.2,0.3356534242630005,0.0001,-0.29520969092845917,0.0
,,,,8490,,,283,0,2.05,34773,-0.19871659000000005,0.82,,,,,,,,,,
8520,0.98,3915,1.38,8520,0,-0.03122637214139104,,,,,,,0.17634346038103105,1.4821689e-05,0.06919273734092712,2830,-0.0007488097845875785,0.2,0.30838340520858765,0.0001,-0.31501440703868866,0.0
,,,,8520,,,284,0,2.09,34900,-0.21327296999999998,0.81,,,,,,,,,,
8550,0.94,3936,1.44,8550,0,-0.07421997087076307,,,,,,,0.2185856118798256,0.00013126929,0.09597458690404892,2840,-0.0008752809838915354,0.2,0.06363826990127563,0.0001,-0.30693037807941437,0.0
,,,,8550,,,285,0,1.84,35025,-0.15397967999999998,0.86,,,,,,,,,,
8580,0.92,3950,1.34,8580,0,-0.09424119205679744,,,,,,,0.11848078668117523,3.6358833e-06,0.05379375442862511,2850,-3.3795833305205746e-07,0.2,0.3763323426246643,0.0001,-0.2932569861412048,0.0
,,,,8580,,,286,0,1.91,35136,-0.15608281999999998,0.86,,,,,,,,,,
8610,0.96,3964,1.32,8610,0,-0.030982237569987775,,,,,,,0.15353627353906632,0.00022290746,0.06005863845348358,2860,-0.0012643747360563395,0.2,-0.07491922378540039,0.0001,-0.28459241390228274,0.0
,,,,8610,,,287,0,1.94,35274,-0.17616819999999997,0.85,,,,,,,,,,
8640,0.92,3979,1.38,8640,0,-0.05102245077025145,,,,,,,0.16722836196422577,2.2967656e-06,0.07579514384269714,2870,2.7198393878968828e-05,0.2,0.15877938270568848,0.0001,-0.271167454123497,0.0
,,,,8640,,,288,0,1.93,35390,-0.16758209000000002,0.86,,,,,,,,,,
8670,0.92,3996,1.48,8670,0,-0.09487722505815327,,,,,,,0.1220375843346119,2.3841858e-07,0.05556616559624672,2880,6.9722532453297955e-06,0.2,0.3242871165275574,0.0001,-0.26692778468132017,0.0
,,,,8670,,,289,0,1.91,35512,-0.15643459999999998,0.87,,,,,,,,,,
8700,1.0,4013,1.28,8700,0,-0.01197848872281611,,,,,,,0.09363909065723419,1.822114e-05,0.038918349891901016,2890,-0.0002297562980674961,0.2,0.3052014708518982,0.0001,-0.26297788619995116,0.0
,,,,8700,,,290,0,1.9,35623,-0.14735998,0.88,,,,,,,,,,
8730,0.9,4027,1.44,8730,0,-0.09866050735116005,,,,,,,0.20206279307603836,7.1525574e-07,0.08877167850732803,2900,-1.4606118148741131e-06,0.2,0.3455626368522644,0.0001,-0.25529617071151733,0.0
,,,,8730,,,291,0,1.89,35747,-0.14974484,0.88,,,,,,,,,,
8760,0.94,4041,1.42,8760,0,-0.052964122593402864,,,,,,,0.1762642666697502,2.9782454e-06,0.0781295970082283,2910,-1.134003181491039e-06,0.2,0.3461587429046631,0.0001,-0.2530281513929367,0.0
,,,,8760,,,292,0,1.94,35872,-0.17769524999999997,0.86,,,,,,,,,,
8790,0.96,4058,1.32,8790,0,-0.052750050616450606,,,,,,,0.14923558086156846,0.0,0.06776322424411774,2920,-2.3091832665578236e-06,0.2,0.3399572968482971,0.0001,-0.25109682977199554,0.0
,,,,8790,,,293,0,1.91,35980,-0.17522519000000003,0.86,,,,,,,,,,
8820,0.84,4070,1.74,8820,0,-0.17850129682105034,,,,,,,0.23348238617181777,7.071694e-05,0.08746873587369919,2930,-0.0015059220810266006,0.2,0.01858818531036377,0.0001,-0.24802901595830917,0.0
,,,,8820,,,294,0,1.94,36131,-0.18729980999999998,0.85,,,,,,,,,,
8850,0.94,4085,1.36,8850,0,-0.07181355744600296,,,,,,,0.3273045033216476,1.2954076e-06,0.15391325950622559,2940,-9.215871413559285e-07,0.2,0.03716111183166504,0.0001,-0.23976491391658783,0.0
,,,,8850,,,295,0,2.04,36259,-0.20927275,0.83,,,,,,,,,,
8880,0.94,4097,1.34,8880,0,-0.052406337894499305,,,,,,,0.18911373019218444,0.0001285533,0.08306867629289627,2950,-0.002428980496091171,0.2,0.16907596588134766,0.0001,-0.23091385811567305,0.0
,,,,8880,,,296,0,2.07,36374,-0.23980482000000003,0.81,,,,,,,,,,
8910,0.98,4110,1.2,8910,0,-0.02872570656705648,,,,,,,0.14138394594192505,2.2331874e-06,0.06238905340433121,2960,-8.887052482364766e-07,0.2,0.29233771562576294,0.0001,-0.21804270297288894,0.0
,,,,8910,,,297,0,2.15,36479,-0.24082214999999998,0.81,,,,,,,,,,
8940,0.98,4120,1.24,8940,0,-0.016378525495529175,,,,,,,0.21301708668470382,2.3841858e-07,0.09893028438091278,2970,-5.452334846722806e-07,0.2,0.17363005876541138,0.0001,-0.2121713787317276,0.0
