env/n_steps,eval/mean_ep_length,time/total_timesteps,env/current_idx,eval/success_rate,eval/mean_reward,env/completion_counter,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,rollout/success_rate,train/loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance
11370,1.3,11370,7034,0.86,-0.1176591997500509,0,,,,,,,0.10789678990840912,0.0,0.001,-0.0018369575729593635,1890,0.2,0.22348812520503997,0.0,-4.2716662385089424e-08,-0.17977118492126465
,,11370,,,,,-0.24457538,43398,379,1.65,0,0.71,,,,,,,,,,
11400,1.22,11400,7052,0.92,-0.07166114572435617,0,,,,,,,0.09026610106229782,0.0,0.001,-0.0017994561698287726,1895,0.2,0.1857471466064453,0.0,-1.3510385974413452e-07,0.26226669549942017
,,11400,,,,,-0.23605309999999996,43505,380,1.66,0,0.72,,,,,,,,,,
11430,1.22,11430,7066,0.92,-0.07242704804986716,0,,,,,,,0.0870041772723198,0.0,0.001,-0.0019026141846552492,1900,0.2,0.17883673012256623,0.0,1.907348687879562e-08,0.1998407244682312
,,11430,,,,,-0.24478458999999994,43606,381,1.68,0,0.71,,,,,,,,,,
11460,1.34,11460,7088,0.86,-0.0707148117525503,0,,,,,,,0.13315150141716003,0.00036255718,0.001,-0.0017485823016613721,1905,0.2,0.2841871500015259,0.0,-0.0012487594306003658,0.16113132238388062
,,11460,,,,,-0.25322827000000003,43720,382,1.69,0,0.7,,,,,,,,,,
11490,1.22,11490,7110,0.92,-0.08858008803799748,0,,,,,,,0.06382710486650467,0.0,0.001,-0.0016502853482961654,1910,0.2,0.13594529032707214,0.0,7.07308457137401e-08,0.37019360065460205
,,11490,,,,,-0.23311172000000002,43828,383,1.63,0,0.73,,,,,,,,,,
11520,1.24,11520,7129,0.9,-0.0910769573180005,0,,,,,,,0.07579934597015381,0.0,0.001,-0.0019133323337882757,1915,0.2,0.16149217784404754,0.0,1.581509849302165e-07,0.188981294631958
,,11520,,,,,-0.22588783999999998,43936,384,1.6,0,0.74,,,,,,,,,,
11550,1.24,11550,7144,0.9,-0.06931782501749695,0,,,,,,,0.07093742489814758,0.0,0.001,-0.0014458032557740808,1920,0.2,0.14619570970535278,0.0,3.794828984382548e-08,0.2944653034210205
,,11550,,,,,-0.22402239999999998,44045,385,1.62,0,0.74,,,,,,,,,,
11580,1.22,11580,7161,0.9,-0.06955834248568862,0,,,,,,,0.12502075731754303,0.0,0.001,-0.00140820296946913,1925,0.2,0.26867353916168213,0.0,-5.1259995625940744e-08,-0.04869675636291504
,,11580,,,,,-0.24478493999999998,44150,386,1.62,0,0.73,,,,,,,,,,
11610,1.32,11610,7181,0.88,-0.09020827698521316,0,,,,,,,0.0647955983877182,0.0,0.001,-0.0020691005047410727,1930,0.2,0.13464667797088622,0.0,-5.563100238248353e-08,0.454555869102478
,,11610,,,,,-0.22698574000000002,44278,387,1.61,0,0.74,,,,,,,,,,
11640,1.18,11640,7200,0.92,-0.07307804601732641,0,,,,,,,0.09492810070514679,4.708767e-07,0.001,-0.0065448031760752205,1935,0.2,0.22875264286994934,0.0,-0.0002642550099214436,0.25171905755996704
,,11640,,,,,-0.23053785999999993,44383,388,1.63,0,0.74,,,,,,,,,,
11670,1.3,11670,7216,0.88,-0.07242798280436545,0,,,,,,,0.07505150139331818,0.0,0.001,-0.0013996846275404096,1940,0.2,0.19417586028575898,0.0,-1.1126200227806749e-08,0.1770251989364624
,,11670,,,,,-0.24656429,44494,389,1.68,0,0.72,,,,,,,,,,
