env/completion_counter,eval/mean_ep_length,eval/mean_reward,env/n_steps,eval/success_rate,time/total_timesteps,env/current_idx,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/success_rate,time/fps,train/explained_variance,train/entropy_loss,train/clip_range,train/n_updates,train/clip_fraction,train/value_loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/loss
0,1.48,-0.09208771092817188,54300,0.92,54300,27138,,,,,,,0.23946678638458252,-0.031213048100471496,0.2,900,0.0015625,0.1791576623916626,0.00016053874,0.001,-0.0004471687230282129,0.09561876952648163
,,,,,54300,,-0.15483836,1.75,181,80223,0.86,0,,,,,,,,,,
0,1.24,-0.05927474597468972,54600,0.96,54600,27296,,,,,,,0.4230436682701111,-0.03605751171708107,0.2,905,0.0,0.12625889778137206,9.4620045e-06,0.001,-1.9066882426699294e-06,0.05779845640063286
,,,,,54600,,-0.20214763000000005,1.95,182,80646,0.84,0,,,,,,,,,,
0,1.16,-0.028779367711395026,54900,0.98,54900,27443,,,,,,,0.32774198055267334,-0.037661129422485826,0.2,910,0.00078125,0.17684127762913704,0.00018273946,0.001,-0.0008654853837057885,0.05895249918103218
,,,,,54900,,-0.19168125000000003,1.9,183,81072,0.83,0,,,,,,,,,,
0,1.28,-0.050828663194552065,55200,0.94,55200,27612,,,,,,,0.2231370210647583,-0.03332257643342018,0.2,915,0.0,0.18909384235739707,6.7732553e-10,0.001,2.5442039115475267e-07,0.04949042946100235
,,,,,55200,,-0.15589767,1.73,184,81497,0.85,0,,,,,,,,,,
0,1.22,-0.011174581577070058,55500,1.0,55500,27767,,,,,,,0.29817235469818115,-0.030568200163543224,0.2,920,0.005326704680919647,0.161041197180748,0.001385095,0.001,-0.0017779309891295726,0.06934738159179688
,,,,,55500,,-0.20879441000000004,1.84,185,81948,0.83,0,,,,,,,,,,
0,1.38,-0.05665960885584354,55800,0.94,55800,27927,,,,,,,0.2760894298553467,-0.02780920285731554,0.2,925,0.0034446023404598237,0.19439380019903182,0.00075197185,0.001,-0.0007400174879187204,0.09473969787359238
,,,,,55800,,-0.22623467000000003,1.91,186,82386,0.81,0,,,,,,,,,,
0,1.56,-0.137456022920087,56100,0.88,56100,28087,,,,,,,0.33386683464050293,-0.02053483370691538,0.2,930,0.0,0.17861522138118743,6.4074993e-07,0.001,2.4250399490455266e-05,0.11920782178640366
,,,,,56100,,-0.14521886,1.77,187,82832,0.86,0,,,,,,,,,,
0,1.56,-0.09433088436722756,56400,0.9,56400,28254,,,,,,,0.2756001949310303,-0.021439134143292904,0.2,935,0.0,0.1558354139328003,5.482463e-06,0.001,-2.3128778085457213e-05,0.07265063375234604
,,,,,56400,,-0.17430842999999996,1.8,188,83283,0.87,0,,,,,,,,,,
0,1.18,-0.009600218222476541,56700,0.98,56700,28395,,,,,,,0.24628329277038574,-0.022062544710934162,0.2,940,0.0,0.19216326549649237,2.9336661e-08,0.001,-5.706382747039385e-06,0.10848116874694824
,,,,,56700,,-0.26718798000000005,2.17,189,83733,0.78,0,,,,,,,,,,
0,1.72,-0.03623044249601662,57000,0.92,57000,28541,,,,,,,0.2135477066040039,-0.022791809029877187,0.2,945,0.0,0.18193707019090652,6.4593783e-06,0.001,-4.135387181030126e-05,0.06399510055780411
,,,,,57000,,-0.23937894999999998,1.99,190,84188,0.81,0,,,,,,,,,,
0,1.54,-0.10039179747458547,57300,0.9,57300,28692,,,,,,,0.17800825834274292,-0.024122525379061698,0.2,950,0.0,0.22007063031196594,1.424388e-05,0.001,-2.574581986651836e-05,0.11220448464155197
,,,,,57300,,-0.15657955,1.86,191,84645,0.87,0,,,,,,,,,,
0,1.42,-0.09360991182271391,57600,0.92,57600,28846,,,,,,,0.3367745876312256,-0.025702792778611185,0.2,955,0.0,0.15502361655235292,0.0,0.001,-3.958120498026574e-09,0.08567618578672409
,,,,,57600,,-0.22864049,2.09,192,85103,0.81,0,,,,,,,,,,
0,1.66,-0.0970284779369831,57900,0.86,57900,28984,,,,,,,0.30316752195358276,-0.025946224853396416,0.2,960,0.0,0.17106714174151422,3.0132942e-06,0.001,-2.097661860971378e-05,0.11151985079050064
,,,,,57900,,-0.29928332,2.38,193,85592,0.75,0,,,,,,,,,,
0,1.36,-0.07292847059201449,58200,0.94,58200,29147,,,,,,,0.27272188663482666,-0.027938356436789036,0.2,965,0.000390625,0.1932038627564907,9.2718285e-05,0.001,-0.0002917128847911954,0.09913527220487595
,,,,,58200,,-0.18166474000000002,1.79,194,86032,0.86,0,,,,,,,,,,
0,1.28,-0.03153429922182113,58500,0.98,58500,29285,,,,,,,0.34399378299713135,-0.026738403551280498,0.2,970,0.0,0.15528186038136482,7.762457e-06,0.001,-5.9885250944180515e-05,0.05196748301386833
,,,,,58500,,-0.25515724,2.19,195,86458,0.76,0,,,,,,,,,,
0,1.52,-0.11559066415764391,58800,0.88,58800,29429,,,,,,,0.2723461985588074,-0.021482198126614095,0.2,975,0.000390625,0.18509737849235536,6.766664e-05,0.001,-0.0002788959494348653,0.09624189883470535
,,,,,58800,,-0.22955041,2.04,196,86907,0.81,0,,,,,,,,,,
0,1.56,-0.1142779446998611,59100,0.88,59100,29592,,,,,,,0.39868730306625366,-0.023231964744627475,0.2,980,0.0,0.16995092779397963,2.5110086e-05,0.001,7.552675352542337e-05,0.10292507708072662
,,,,,59100,,-0.19372109,1.95,197,87358,0.81,0,,,,,,,,,,
0,1.38,-0.09223442202433944,59400,0.94,59400,29735,,,,,,,0.22539490461349487,-0.026539247110486032,0.2,985,0.0,0.21524254828691483,1.855311e-06,0.001,-7.928027350878607e-06,0.11528134346008301
,,,,,59400,,-0.21191801,2.06,198,87788,0.78,0,,,,,,,,,,
0,1.44,-0.09844225923065096,59700,0.92,59700,29881,,,,,,,0.34890878200531006,-0.02255881205201149,0.2,990,0.0,0.18184894919395447,0.0,0.001,-2.438371815571827e-09,0.08615115284919739
,,,,,59700,,-0.26229431000000003,2.19,199,88249,0.79,0,,,,,,,,,,
0,1.38,-0.07334231402724982,60000,0.94,60000,30022,,,,,,,0.28212106227874756,-0.018791446182876825,0.2,995,0.004225852340459824,0.17640828043222428,0.0013028462,0.001,-0.001531015484148668,0.06528878957033157
,,,,,60000,,-0.24229080999999997,2.08,200,88704,0.79,0,,,,,,,,,,
0,1.16,-0.02864574975799769,60300,0.98,60300,30183,,,,,,,0.3530362844467163,-0.01717514554038644,0.2,1000,0.0,0.15699867829680442,5.178852e-06,0.001,-1.483541828539714e-05,0.08570495247840881
,,,,,60300,,-0.21509649999999997,1.94,201,89127,0.83,0,,,,,,,,,,
0,1.38,-0.09215496385470033,60600,0.92,60600,30331,,,,,,,0.3334099054336548,-0.015502485353499651,0.2,1005,0.0015625,0.16028593331575394,0.00052176486,0.001,-0.00019020536406557653,0.0782579630613327
,,,,,60600,,-0.28131450999999996,2.1,202,89579,0.78,0,,,,,,,,,,
0,1.5,-0.07487139203585684,60900,0.92,60900,30489,,,,,,,0.30148130655288696,-0.012195991445332765,0.2,1010,0.0,0.18723880052566527,3.4924597e-10,0.001,-1.921064578302989e-07,0.09230481833219528
,,,,,60900,,-0.18902031,1.84,203,90053,0.84,0,,,,,,,,,,
0,1.38,-0.07214136269874871,61200,0.94,61200,30661,,,,,,,0.2797326445579529,-0.010442326962947845,0.2,1015,0.0015625,0.17108722329139708,0.0003956966,0.001,-0.0009659095635552006,0.10397851467132568
,,,,,61200,,-0.19628302,1.87,204,90550,0.83,0,,,,,,,,,,
0,1.46,-0.10503523391205817,61500,0.9,61500,30812,,,,,,,0.3052712678909302,-0.016956885578110814,0.2,1020,0.0030539773404598238,0.18797951340675353,6.1984174e-05,0.001,-0.0016446457329124086,0.10396190732717514
,,,,,61500,,-0.13859900000000003,1.8,205,91002,0.88,0,,,,,,,,,,
0,1.2,-0.0506171307945624,61800,0.96,61800,30983,,,,,,,0.2564079761505127,-0.006455685058608651,0.2,1025,0.0,0.19156032502651216,0.0,0.001,-1.0258518194916632e-07,0.07581840455532074
,,,,,61800,,-0.17268245000000002,1.79,206,91466,0.85,0,,,,,,,,,,
0,1.3,-0.05240856693591923,62100,0.96,62100,31141,,,,,,,0.38896751403808594,-0.012891810154542327,0.2,1030,0.0,0.13970699161291122,3.0116644e-06,0.001,-1.8603676289785652e-05,0.07048793882131577
,,,,,62100,,-0.16981056,1.97,207,91938,0.85,0,,,,,,,,,,
0,1.18,-0.031419705487787726,62400,0.96,62400,31294,,,,,,,0.23884618282318115,-0.020161414798349143,0.2,1035,0.0,0.17702517360448838,0.00017864993,0.001,-0.00017570486525064766,0.08386397361755371
,,,,,62400,,-0.19202349999999999,2.0,208,92401,0.83,0,,,,,,,,,,
0,1.48,-0.05662061291746795,62700,0.92,62700,31429,,,,,,,0.2217368483543396,-0.019668779149651528,0.2,1040,0.0030539773404598238,0.1713798463344574,0.00019608159,0.001,-0.0015698577303824735,0.0984271690249443
,,,,,62700,,-0.30603869,2.21,209,92875,0.74,0,,,,,,,,,,
0,1.08,-0.027021056385710836,63000,0.98,63000,31602,,,,,,,0.33252453804016113,-0.006333954259753227,0.2,1045,0.0,0.17613540291786195,4.5401976e-09,0.001,4.780749771526871e-06,0.06594590842723846
,,,,,63000,,-0.1536198,1.67,210,93330,0.89,0,,,,,,,,,,
0,1.24,-0.04952886493410915,63300,0.96,63300,31749,,,,,,,0.3265143632888794,-0.006037628836929798,0.2,1050,0.0,0.1729023389518261,5.2174382e-05,0.001,-0.0002113904412455625,0.05804210156202316
,,,,,63300,,-0.27655093999999997,2.03,211,93821,0.8,0,,,,,,,,,,
0,1.46,-0.11731224790681154,63600,0.9,63600,31880,,,,,,,0.27723103761672974,-0.006679746834561229,0.2,1055,0.00078125,0.22067411988973618,9.9638244e-05,0.001,-0.00033712857403283,0.11931487172842026
,,,,,63600,,-0.29775130000000005,2.33,212,94566,0.73,0,,,,,,,,,,
0,1.42,-0.07112808359786868,63900,0.92,63900,32029,,,,,,,0.18357348442077637,-0.011318980110809207,0.2,1060,0.00078125,0.23238543719053267,0.00028432952,0.001,-3.180640977200611e-05,0.12934929132461548
,,,,,63900,,-0.22849254000000002,1.95,213,95046,0.82,0,,,,,,,,,,
0,1.46,-0.07607036781031638,64200,0.94,64200,32177,,,,,,,0.28549742698669434,-0.004779372736811638,0.2,1065,0.0,0.19649359732866287,0.0,0.001,-2.313066591597135e-08,0.07795199006795883
,,,,,64200,,-0.21200211,2.01,214,95521,0.8,0,,,,,,,,,,
0,1.28,-0.030748064648360014,64500,0.98,64500,32330,,,,,,,0.23021352291107178,-0.0058828213717788454,0.2,1070,0.0,0.18076441586017608,1.0390173e-06,0.001,-1.5538376864743242e-05,0.06065163388848305
,,,,,64500,,-0.19533244,1.94,215,96015,0.85,0,,,,,,,,,,
0,1.4,-0.07245454043149949,64800,0.94,64800,32493,,,,,,,0.2803732752799988,-0.005524359829723835,0.2,1075,0.0,0.18307314813137054,6.4028427e-09,0.001,7.60001566257884e-07,0.09346349537372589
,,,,,64800,,-0.18966144000000004,1.96,216,96478,0.84,0,,,,,,,,,,
0,1.52,-0.07512350492645055,65100,0.9,65100,32648,,,,,,,0.25043976306915283,-0.006522850273177028,0.2,1080,0.0,0.16579535007476806,2.46102e-06,0.001,-4.804557696846956e-06,0.07348483055830002
,,,,,65100,,-0.16238372,1.85,217,96937,0.87,0,,,,,,,,,,
0,1.22,-0.04919756074436009,65400,0.96,65400,32796,,,,,,,0.2556896209716797,-0.004736493714153767,0.2,1085,0.0,0.15509189665317535,0.0,0.001,-9.994784200273443e-09,0.08889099210500717
,,,,,65400,,-0.23460994,2.12,218,97434,0.82,0,,,,,,,,,,
0,1.08,-0.007584922374226153,65700,1.0,65700,32962,,,,,,,0.2607874870300293,-0.00479164351709187,0.2,1090,0.0,0.1721649572253227,0.0,0.001,-8.06271343023468e-08,0.06776348501443863
,,,,,65700,,-0.19133536000000004,1.88,219,97943,0.82,0,,,,,,,,,,
0,1.22,-0.04859194385819137,66000,0.96,66000,33114,,,,,,,0.24806809425354004,-0.014869563840329647,0.2,1095,0.001171875,0.1863524615764618,0.00031305267,0.001,-0.00014041740953634195,0.10986069589853287
,,,,,66000,,-0.20448593999999998,1.9,220,98394,0.83,0,,,,,,,,,,
0,1.46,-0.09521330326329917,66300,0.9,66300,33272,,,,,,,0.2938283085823059,-0.0082712032366544,0.2,1100,0.0,0.1789347141981125,1.6265549e-06,0.001,-1.7564972354566778e-05,0.07088246941566467
,,,,,66300,,-0.21543314,1.89,221,98842,0.83,0,,,,,,,,,,
