time/total_timesteps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_reward,env/n_steps,eval/mean_ep_length,time/iterations,time/fps,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/time_elapsed,train/explained_variance,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/clip_range,train/value_loss
60000,0.9,37477,0,-0.11068627142813056,60000,1.24,,,,,,,0.24401497840881348,0.0,995,2.9759991804212406e-09,0.09199626743793488,0.0,0.001,-0.0019280829816125332,0.2,0.17029906660318375
60000,,,,,,,200,0,1.45,0.82,-0.1472908,87109,,,,,,,,,,
60300,0.92,37663,0,-0.04886632362380624,60300,1.2,,,,,,,0.2926098704338074,0.0,1000,-8.881784197001253e-17,0.08265545219182968,0.0,0.001,-0.001916155789513141,0.2,0.16078120917081834
60300,,,,,,,201,0,1.53,0.79,-0.20651972000000002,87543,,,,,,,,,,
60600,0.94,37865,0,-0.05023960190359503,60600,1.18,,,,,,,0.21923261880874634,0.0,1005,-1.7314133238244268e-09,0.09195072203874588,0.0,0.001,-0.0019188805599696934,0.2,0.17247731536626815
60600,,,,,,,202,0,1.49,0.82,-0.17443483999999998,87974,,,,,,,,,,
60900,0.92,38057,0,-0.07038449252955616,60900,1.24,,,,,,,0.34905117750167847,0.0,1010,8.889893265973115e-11,0.07997608184814453,0.0,0.001,-0.0019262773683294653,0.2,0.13688062578439714
60900,,,,,,,203,0,1.45,0.82,-0.17777104,88406,,,,,,,,,,
61200,0.98,38252,0,-0.02883330344222486,61200,1.12,,,,,,,0.29491180181503296,0.0,1015,-5.0799231487985706e-11,0.07020224630832672,0.0,0.001,-0.0019128319225274026,0.2,0.1563586749136448
61200,,,,,,,204,0,1.48,0.81,-0.21219032999999998,88828,,,,,,,,,,
61500,0.94,38436,0,-0.04852035434450954,61500,1.2,,,,,,,0.21960055828094482,0.0,1020,-5.985864071078595e-09,0.09440502524375916,0.0,0.001,-0.0019178018323145808,0.2,0.18177053779363633
61500,,,,,,,205,0,1.6,0.75,-0.21863126000000005,89256,,,,,,,,,,
61800,0.94,38631,0,-0.0696763426065445,61800,1.2,,,,,,,0.19654881954193115,0.0,1025,-1.7187137490992654e-09,0.08650287985801697,0.0,0.001,-0.001919926144182682,0.2,0.18106890469789505
61800,,,,,,,206,0,1.53,0.8,-0.18855781,89712,,,,,,,,,,
62100,0.94,38825,0,-0.04931852454319596,62100,1.18,,,,,,,0.24477708339691162,0.0,1030,-1.1755830531257061e-08,0.0660911574959755,0.0,0.001,-0.0019848547293804587,0.2,0.1537029705941677
62100,,,,,,,207,0,1.55,0.78,-0.18873346999999996,90142,,,,,,,,,,
62400,0.9,39014,0,-0.08872801682446152,62400,1.22,,,,,,,0.2475554347038269,0.0,1035,2.379105890071287e-09,0.07136625051498413,0.0,0.001,-0.0019132384564727544,0.2,0.16627065241336822
62400,,,,,,,208,0,1.66,0.76,-0.22696862999999998,90615,,,,,,,,,,
62700,0.94,39202,0,-0.048043732382357124,62700,1.16,,,,,,,0.1690429449081421,0.0,1040,-6.146728992462158e-09,0.08687959611415863,0.0,0.001,-0.0019154398934915662,0.2,0.1902795061469078
62700,,,,,,,209,0,1.52,0.79,-0.17701431999999998,91060,,,,,,,,,,
63000,0.92,39386,0,-0.09259095565415919,63000,1.2,,,,,,,0.25995075702667236,0.0,1045,-1.1218202589091674e-09,0.07748033851385117,0.0,0.001,-0.0019208200741559268,0.2,0.16367324963212013
63000,,,,,,,210,0,1.61,0.75,-0.25348839,91504,,,,,,,,,,
63300,0.96,39570,0,-0.028105213344097137,63300,1.16,,,,,,,0.20602059364318848,0.0,1050,-8.127906347965564e-10,0.06962931901216507,0.0,0.001,-0.0019414075883105396,0.2,0.1757287099957466
63300,,,,,,,211,0,1.74,0.67,-0.30707794,91960,,,,,,,,,,
63600,0.94,39754,0,-0.03148285448551178,63600,1.26,,,,,,,0.20130527019500732,0.0,1055,5.418604098750279e-09,0.07784818112850189,0.0,0.001,-0.00192148401401937,0.2,0.1914422668516636
63600,,,,,,,212,0,1.64,0.76,-0.22600498,92404,,,,,,,,,,
63900,0.9,39935,0,-0.07177118916995823,63900,1.28,,,,,,,0.2050391435623169,0.0,1060,-5.626035104455696e-09,0.09120633453130722,0.0,0.001,-0.001914186414796859,0.2,0.19303742200136184
63900,,,,,,,213,0,1.74,0.71,-0.25940499000000006,92848,,,,,,,,,,
64200,0.86,40123,0,-0.13113536737393588,64200,1.32,,,,,,,0.2774697542190552,0.0,1065,-1.4266169579002507e-09,0.08719802647829056,0.0,0.001,-0.0019112404668703675,0.2,0.16495929807424545
64200,,,,,,,214,0,1.67,0.72,-0.25977344,93296,,,,,,,,,,
64500,0.9,40298,0,-0.05205888003576547,64500,1.24,,,,,,,0.2036675214767456,0.0,1070,2.539968235737433e-11,0.06039632111787796,0.0,0.001,-0.0019160647643730044,0.2,0.17514364123344422
64500,,,,,,,215,0,1.72,0.68,-0.30736953000000006,93740,,,,,,,,,,
64800,0.88,40496,0,-0.1128744361223653,64800,1.28,,,,,,,0.2305605411529541,0.0,1075,3.132630599367303e-09,0.09985120594501495,0.0,0.001,-0.0019127096398733555,0.2,0.1961066573858261
64800,,,,,,,216,0,1.44,0.82,-0.16271778,94368,,,,,,,,,,
65100,0.9,40675,0,-0.09184476903639734,65100,1.3,,,,,,,0.13490039110183716,0.0,1080,-6.3414602013978085e-09,0.07894260436296463,0.0,0.001,-0.0019121274701319635,0.2,0.1745902642607689
65100,,,,,,,217,0,1.64,0.73,-0.24006633,94830,,,,,,,,,,
65400,0.8,40863,0,-0.1312640160601586,65400,1.42,,,,,,,0.23398524522781372,0.0,1085,-1.235272413246946e-08,0.08025529980659485,0.0,0.001,-0.0019151197047904134,0.2,0.1755268916487694
65400,,,,,,,218,0,1.45,0.83,-0.15454461000000003,95303,,,,,,,,,,
65700,0.88,41047,0,-0.10925508108921349,65700,1.26,,,,,,,0.28594446182250977,0.0,1090,-4.847110623984463e-09,0.09111190587282181,0.0,0.001,-0.0019497177447192371,0.2,0.17648422122001647
65700,,,,,,,219,0,1.65,0.74,-0.26733823,95795,,,,,,,,,,
66000,0.92,41237,0,-0.06872716129757464,66000,1.2,,,,,,,0.23549890518188477,0.0,1095,-6.493858517586659e-09,0.08509410172700882,0.0,0.001,-0.001917903427965939,0.2,0.19116279631853103
66000,,,,,,,220,0,1.6,0.76,-0.24008315999999993,96288,,,,,,,,,,
66300,0.9,41432,0,-0.09074249233584851,66300,1.28,,,,,,,0.29107582569122314,0.0,1100,2.920966402086833e-09,0.057534437626600266,0.0,0.001,-0.0019341100589372218,0.2,0.1615529626607895
66300,,,,,,,221,0,1.48,0.83,-0.19394909000000002,96739,,,,,,,,,,
66600,0.96,41628,0,-0.04934822015929967,66600,1.16,,,,,,,0.1029403805732727,0.0,1105,-6.86215404499535e-09,0.09694746136665344,0.0,0.001,-0.0019229791010729968,0.2,0.19941405951976776
66600,,,,,,,222,0,1.58,0.78,-0.20277337000000004,97194,,,,,,,,,,
66900,0.92,41803,0,-0.04853785287123173,66900,1.18,,,,,,,0.17153596878051758,0.0,1110,2.749518035471965e-09,0.08598078042268753,0.0,0.001,-0.0019208328216336668,0.2,0.17267211973667146
66900,,,,,,,223,0,1.74,0.7,-0.31450511000000003,97649,,,,,,,,,,
67200,0.96,41989,0,-0.048105105748400094,67200,1.14,,,,,,,0.24942803382873535,0.0,1115,1.4867294861886649e-08,0.07325401902198792,0.0,0.001,-0.0019129653228446841,0.2,0.19222489595413209
67200,,,,,,,224,0,1.65,0.71,-0.26918045999999995,98109,,,,,,,,,,
67500,0.86,42175,0,-0.11155566916335374,67500,1.36,,,,,,,0.30454128980636597,3.246311e-05,1120,-0.0001352038255639343,0.06972316652536392,0.0,0.001,-0.0019917125580832364,0.2,0.16816953122615813
67500,,,,,,,225,0,1.63,0.73,-0.25644214000000004,98569,,,,,,,,,,
67800,0.92,42363,0,-0.09036657835356891,67800,1.28,,,,,,,0.296109139919281,0.0,1125,1.9244511229032922e-08,0.08990593999624252,0.0,0.001,-0.0022003350546583532,0.2,0.18026763200759888
67800,,,,,,,226,0,1.57,0.76,-0.21779618000000006,99031,,,,,,,,,,
