env/n_steps,env/current_idx,eval/mean_reward,eval/mean_ep_length,env/completion_counter,eval/success_rate,time/total_timesteps,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/learning_rate
30,18,-0.1312870864570141,1.34,0,0.86,30,,,,,,,,,,,,,,,,
,,,,,,30,1,0.6470588235294118,1.7647058823529411,0,-0.3855055294117647,139,,,,,,,,,,
60,33,-0.0686688385810703,1.16,0,0.94,60,,,,,,,-1.9441028594970704,0.005755629,0.0,0.11084824800491333,-0.5364181995391846,0.972047358751297,-0.030238493482271877,0.2,5,0.001
,,,,,,60,2,0.625,1.875,0,-0.39024446874999996,239,,,,,,,,,,
90,46,-0.006845866246148944,1.06,0,0.98,90,,,,,,,-1.930750274658203,0.0085066855,0.026666668057441712,0.02143315225839615,-0.14362072944641113,0.2806749939918518,-0.03410610773911067,0.2,10,0.001
,,,,,,90,3,0.5777777777777777,1.9777777777777779,0,-0.3873871555555556,332,,,,,,,,,,
120,58,-0.04830147952307016,1.16,0,0.96,120,,,,,,,-1.9149137735366821,0.00912846,0.0,0.0002126544713973999,-0.15567398071289062,0.2335701048374176,-0.034921220565835756,0.2,15,0.001
,,,,,,120,4,0.5263157894736842,2.0701754385964914,0,-0.4182879122807018,445,,,,,,,,,,
150,71,-0.06884508443530649,1.22,0,0.92,150,,,,,,,-1.8987159967422484,0.012832401,0.04000000059604645,0.009432941675186157,-0.5032122135162354,0.2559743046760559,-0.03852527906497336,0.2,20,0.001
,,,,,,150,5,0.5,2.1285714285714286,0,-0.47326192857142857,565,,,,,,,,,,
180,85,-0.212778041055426,1.48,0,0.78,180,,,,,,,-1.8691924333572387,0.0069794557,0.026666668057441712,0.022608231753110886,-0.34444141387939453,0.17961010038852693,-0.015052172727882862,0.2,25,0.001
,,,,,,180,6,0.5119047619047619,2.142857142857143,0,-0.4638369642857142,678,,,,,,,,,,
210,100,-0.30020898473449054,1.62,0,0.72,210,,,,,,,-1.87861967086792,0.00500858,0.006666667014360428,0.08828416466712952,-0.1379687786102295,0.26572742164134977,-0.0044644099753350375,0.2,30,0.001
,,,,,,210,7,0.5252525252525253,2.121212121212121,0,-0.46315853535353524,811,,,,,,,,,,
240,113,-0.09267046268563718,1.22,0,0.92,240,,,,,,,-1.8448890209198,0.0061834296,0.013333334028720856,0.037979573011398315,0.18636053800582886,0.19525601863861083,-0.014499215614050343,0.2,35,0.001
,,,,,,240,8,0.52,2.15,0,-0.46065132000000003,913,,,,,,,,,,
270,127,-0.04873873929493129,1.22,0,0.94,270,,,,,,,-1.7969397068023683,0.009499083,0.04000000059604645,0.012543760240077972,0.22686231136322021,0.16272805035114288,-0.024810710996389318,0.2,40,0.001
,,,,,,270,9,0.49,2.21,0,-0.4837040700000001,1023,,,,,,,,,,
300,142,-0.027917945347726344,1.12,0,0.96,300,,,,,,,-1.7596307754516602,0.007971495,0.013333334028720856,0.05483251437544823,-0.2750203609466553,0.23372421860694886,-0.01094218399996567,0.2,45,0.001
,,,,,,300,10,0.49,2.2,0,-0.51316854,1118,,,,,,,,,,
330,157,-0.04744205793365836,1.1,0,0.96,330,,,,,,,-1.676501989364624,0.017738849,0.11333333253860474,-0.02928343415260315,0.11582773923873901,0.16891543865203856,-0.04885056734085076,0.2,50,0.001
,,,,,,330,11,0.52,2.14,0,-0.4970062400000001,1229,,,,,,,,,,
360,173,-0.07361707596108318,1.26,0,0.9,360,,,,,,,-1.5245571851730346,0.012741546,0.03333333432674408,0.018801193684339523,0.1859729290008545,0.15445054024457933,-0.017392538736263674,0.2,55,0.001
,,,,,,360,12,0.57,2.04,0,-0.44551143000000004,1335,,,,,,,,,,
390,189,-0.07014497831929475,1.26,0,0.88,390,,,,,,,-1.3719916343688965,0.012545302,0.07333333641290665,0.11550503224134445,-0.7370786666870117,0.39666162729263305,-0.018301622209449774,0.2,60,0.001
,,,,,,390,13,0.56,2.05,0,-0.44455656,1451,,,,,,,,,,
420,205,-0.1352248966693878,1.36,0,0.84,420,,,,,,,-1.251827645301819,0.003071789,0.0,0.10232085734605789,-0.2578932046890259,0.2748116493225098,0.001589769108686312,0.2,65,0.001
,,,,,,420,14,0.58,2.01,0,-0.41489723999999994,1567,,,,,,,,,,
450,221,-0.04878021182492375,1.22,0,0.92,450,,,,,,,-1.198278546333313,0.003231279,0.0,0.06116678565740585,-0.0028589963912963867,0.23600513935089112,-0.013161939202497308,0.2,70,0.001
,,,,,,450,15,0.59,1.96,0,-0.37854611000000005,1687,,,,,,,,,,
480,236,-0.11078701185062528,1.3,0,0.88,480,,,,,,,-1.0693448066711426,0.0053947447,0.020000000298023225,0.07258685678243637,-0.058972716331481934,0.19771649539470673,-0.006133227227255134,0.2,75,0.001
,,,,,,480,16,0.65,1.89,0,-0.31806776999999997,1808,,,,,,,,,,
510,249,-0.02950454648118466,1.16,0,0.94,510,,,,,,,-1.0443276643753052,0.00091631216,0.0,0.07838146388530731,0.16019272804260254,0.2052968382835388,-0.003407061210212525,0.2,80,0.001
,,,,,,510,17,0.64,1.92,0,-0.30893432000000004,1911,,,,,,,,,,
540,264,-0.049358842000365256,1.18,0,0.96,540,,,,,,,-1.1548279047012329,0.013625692,0.10000000298023223,0.08389648795127869,-0.3893272876739502,0.26628683507442474,-0.018884050920605678,0.2,85,0.001
,,,,,,540,18,0.62,1.98,0,-0.30816627999999996,2009,,,,,,,,,,
570,279,-0.17360642011277377,1.42,0,0.82,570,,,,,,,-1.14549822807312,0.0095626395,0.04000000059604645,0.07503766566514969,0.04340642690658569,0.21672435104846954,-0.011592808396865984,0.2,90,0.001
,,,,,,570,19,0.61,1.99,0,-0.31419521000000006,2135,,,,,,,,,,
600,304,-0.11084027581848205,1.26,0,0.9,600,,,,,,,-1.0163726449012755,0.009613866,0.02666666731238365,0.06705737859010696,0.11885666847229004,0.197653067111969,-0.010029496631274526,0.2,95,0.001
,,,,,,600,20,0.68,1.82,0,-0.25564956,2257,,,,,,,,,,
630,322,-0.07362780079711229,1.3,0,0.92,630,,,,,,,-0.8261666893959045,0.0073258183,0.02666666731238365,0.027269158512353897,-0.38924968242645264,0.17892831265926362,-0.02620184626430273,0.2,100,0.001
,,,,,,630,21,0.73,1.75,0,-0.23630358,2366,,,,,,,,,,
660,345,-0.048650914910249414,1.18,0,0.94,660,,,,,,,-0.6149314880371094,0.013077319,0.0800000011920929,0.04084176570177078,0.034636080265045166,0.20128314793109894,-0.02644018195569515,0.2,105,0.001
,,,,,,660,22,0.78,1.61,0,-0.20101084,2478,,,,,,,,,,
690,364,-0.028441825774498285,1.12,0,0.98,690,,,,,,,-0.44863097071647645,0.0076762675,0.053333336114883424,0.060738496482372284,0.07683223485946655,0.16506327390670777,-0.010417126820733813,0.2,110,0.001
,,,,,,690,23,0.83,1.49,0,-0.14685110999999998,2588,,,,,,,,,,
720,382,-0.0689301696466282,1.2,0,0.94,720,,,,,,,-0.34158450961112974,0.0018985966,0.006666667014360428,0.03844062238931656,-0.18441522121429443,0.12178035378456116,-0.006880824419980414,0.2,115,0.001
,,,,,,720,24,0.84,1.47,0,-0.14262807,2705,,,,,,,,,,
750,400,-0.13083149378187955,1.32,0,0.86,750,,,,,,,-0.2766460180282593,0.00013820926,0.0,0.117152139544487,0.16617906093597412,0.30507780611515045,0.0025393894826994056,0.2,120,0.001
,,,,,,750,25,0.79,1.55,0,-0.18667424000000005,2827,,,,,,,,,,
780,422,-0.09432118688710034,1.3,0,0.9,780,,,,,,,-0.2544111043214798,3.0875206e-06,0.0,0.12914162874221802,0.04054468870162964,0.2573516756296158,-4.206101111758897e-06,0.2,125,0.001
,,,,,,780,26,0.79,1.52,0,-0.18546514000000003,2951,,,,,,,,,,
810,443,-0.11076079862192273,1.26,0,0.88,810,,,,,,,-0.24565983116626738,9.614229e-05,0.0,0.1043676882982254,0.29010528326034546,0.29757314920425415,-0.0007576946343760937,0.2,130,0.001
,,,,,,810,27,0.78,1.53,0,-0.18518685000000001,3065,,,,,,,,,,
840,461,-0.11204939261544496,1.26,0,0.9,840,,,,,,,-0.23618555963039398,0.00067941943,0.0,0.11448763310909271,-0.16566169261932373,0.249824258685112,-0.004214567962723237,0.2,135,0.001
,,,,,,840,28,0.78,1.54,0,-0.20857083999999998,3171,,,,,,,,,,
870,477,-0.11231978355906903,1.38,0,0.84,870,,,,,,,-0.21384925842285157,0.00012055834,0.0,0.08331762999296188,0.13047713041305542,0.1952175587415695,-0.0006136991540557802,0.2,140,0.001
,,,,,,870,29,0.75,1.6,0,-0.23841700999999996,3283,,,,,,,,,,
900,495,-0.0933428773097694,1.22,0,0.92,900,,,,,,,-0.18984697461128236,3.1312306e-06,0.0,0.11708831787109375,0.07059508562088013,0.24712481796741487,0.000536920622689685,0.2,145,0.001
,,,,,,900,30,0.76,1.56,0,-0.22713801999999997,3405,,,,,,,,,,
930,515,-0.10961649376433343,1.22,0,0.9,930,,,,,,,-0.1935122936964035,1.5874704e-06,0.0,0.1075526773929596,0.1322057843208313,0.24345293939113616,-5.491574678018196e-06,0.2,150,0.001
,,,,,,930,31,0.75,1.58,0,-0.25652256,3511,,,,,,,,,,
960,531,-0.11058262591250241,1.26,0,0.9,960,,,,,,,-0.19539816975593566,0.0001530389,0.0,0.1035129502415657,0.1288611888885498,0.2160137563943863,-0.000602900161369746,0.2,155,0.001
,,,,,,960,32,0.7,1.67,0,-0.3128443,3623,,,,,,,,,,
990,553,-0.04917640270199627,1.22,0,0.94,990,,,,,,,-0.17368358075618745,0.0006504277,0.0,0.09316060692071915,0.17829495668411255,0.222995787858963,-0.0024172850434361235,0.2,160,0.001
,,,,,,990,33,0.73,1.62,0,-0.26934990000000003,3733,,,,,,,,,,
1020,573,-0.05050095077138394,1.16,0,0.94,1020,,,,,,,-0.1480722099542618,6.0717266e-06,0.0,0.14930228888988495,-0.48130226135253906,0.3656121551990509,6.622473271988838e-06,0.2,165,0.001
,,,,,,1020,34,0.76,1.56,0,-0.25310655,3835,,,,,,,,,,
1050,589,-0.11045608773361891,1.32,0,0.84,1050,,,,,,,-0.13150253593921662,1.5536945e-06,0.0,0.07005880773067474,0.361575186252594,0.15363148748874664,1.3021628252118943e-06,0.2,170,0.001
,,,,,,1050,35,0.73,1.62,0,-0.27614737,3953,,,,,,,,,,
1080,610,-0.04864492928609252,1.18,0,0.94,1080,,,,,,,-0.12295925170183182,4.7683716e-07,0.0,0.08328533172607422,0.32295793294906616,0.1718021035194397,-3.2722949931951463e-07,0.2,175,0.001
,,,,,,1080,36,0.76,1.57,0,-0.24465482000000002,4093,,,,,,,,,,
1110,628,-0.10894653567578644,1.2,0,0.9,1110,,,,,,,-0.11804376840591431,1.1920929e-07,0.0,0.09019785374403,0.04450643062591553,0.2358564704656601,1.3589859042539844e-07,0.2,180,0.001
,,,,,,1110,37,0.78,1.54,0,-0.21222159999999998,4209,,,,,,,,,,
1140,645,-0.048568004416301845,1.16,0,0.96,1140,,,,,,,-0.11518472731113434,0.0,0.0,0.10647689551115036,0.20823854207992554,0.22825338542461396,-1.0848045484124214e-07,0.2,185,0.001
,,,,,,1140,38,0.74,1.62,0,-0.25630763000000006,4316,,,,,,,,,,
1170,661,-0.10988343730568886,1.28,0,0.88,1170,,,,,,,-0.1150533989071846,0.00020220876,0.0,0.05987253785133362,0.5178055763244629,0.12739056944847107,-0.0007419784884161729,0.2,190,0.001
,,,,,,1170,39,0.73,1.66,0,-0.26432705999999995,4430,,,,,,,,,,
1200,678,-0.19187194341793656,1.38,0,0.82,1200,,,,,,,-0.12500549703836442,0.0012047311,0.013333334028720856,0.10723471641540527,-0.0667886734008789,0.2787549465894699,-0.004347687658543364,0.2,195,0.001
,,,,,,1200,40,0.71,1.7,0,-0.29700436,4544,,,,,,,,,,
1230,698,-0.047623642990365624,1.12,0,0.96,1230,,,,,,,-0.13695491552352906,1.2258689e-06,0.0,0.09040612727403641,0.3269882798194885,0.19639432728290557,-5.982319562392035e-07,0.2,200,0.001
,,,,,,1230,41,0.73,1.67,0,-0.27487842,4642,,,,,,,,,,
1260,717,-0.06983549030032009,1.28,0,0.88,1260,,,,,,,-0.20587944686412812,0.2519037,0.0800000011920929,0.03384120762348175,0.17612606287002563,0.15237176418304443,-0.027661271442969683,0.2,205,0.001
,,,,,,1260,42,0.73,1.64,0,-0.2588628,4753,,,,,,,,,,
1290,736,-0.151491982601583,1.44,0,0.82,1290,,,,,,,-0.14048416912555695,0.0013021529,0.006666667014360428,0.03255775570869446,0.46820539236068726,0.10839023739099503,-0.005814996512296134,0.2,210,0.001
,,,,,,1290,43,0.74,1.66,0,-0.23717876000000002,4870,,,,,,,,,,
1320,754,-0.09072473072446882,1.32,0,0.9,1320,,,,,,,-0.1185307964682579,0.00018285711,0.0,0.07730656117200851,-0.10454511642456055,0.19077724814414979,0.00015644411439978966,0.2,215,0.001
,,,,,,1320,44,0.73,1.66,0,-0.24460168,5000,,,,,,,,,,
1350,772,-0.11204550458118319,1.28,0,0.88,1350,,,,,,,-0.10650073289871216,3.39965e-05,0.0,0.1684584617614746,0.18956243991851807,0.3542472004890442,0.000180961287890824,0.2,220,0.001
,,,,,,1350,45,0.76,1.6,0,-0.23058042999999998,5108,,,,,,,,,,
1380,789,-0.04796918028499931,1.16,0,0.96,1380,,,,,,,-0.10120089799165725,1.1920929e-07,0.0,0.08848512917757034,0.17481166124343872,0.21675930321216583,6.945927842672006e-07,0.2,225,0.001
,,,,,,1380,46,0.76,1.62,0,-0.23265971,5208,,,,,,,,,,
1410,808,-0.11590903934091329,1.38,0,0.84,1410,,,,,,,-0.09825726300477981,0.0,0.0,0.08423445373773575,0.2756168842315674,0.18730480074882508,5.441904090908167e-07,0.2,230,0.001
,,,,,,1410,47,0.76,1.64,0,-0.23386276000000003,5330,,,,,,,,,,
1440,829,-0.11025835079606622,1.24,0,0.9,1440,,,,,,,-0.09736660420894623,7.481575e-05,0.0,0.07550317794084549,0.20414918661117554,0.17468368411064147,-0.00027218540533802127,0.2,235,0.001
,,,,,,1440,48,0.78,1.59,0,-0.23488396,5447,,,,,,,,,,
1470,848,-0.13206669767852872,1.32,0,0.88,1470,,,,,,,-0.09903526753187179,0.00021667877,0.0,0.11285162717103958,0.20304632186889648,0.26339698731899264,-0.0025413354587120905,0.2,240,0.001
,,,,,,1470,49,0.76,1.6,0,-0.25495907,5559,,,,,,,,,,
1500,863,-0.08908932551275939,1.2,0,0.92,1500,,,,,,,-0.09458374232053757,2.3841858e-07,0.0,0.0942077487707138,0.19796234369277954,0.20837978422641754,-3.5524369650374866e-07,0.2,245,0.001
,,,,,,1500,50,0.74,1.66,0,-0.27241943,5663,,,,,,,,,,
1530,885,-0.047845275122672316,1.14,0,0.94,1530,,,,,,,-0.09376514106988906,0.00031189123,0.0,0.09444066137075424,0.02251201868057251,0.22217277586460113,-0.0012314657416816032,0.2,250,0.001
,,,,,,1530,51,0.76,1.58,0,-0.22632013999999998,5768,,,,,,,,,,
1560,897,-0.07005826495122164,1.28,0,0.9,1560,,,,,,,-0.10555811375379562,2.1417936e-06,0.0,0.053757406771183014,-0.12857651710510254,0.15143790990114211,-1.8840034874401112e-07,0.2,255,0.001
,,,,,,1560,52,0.72,1.67,0,-0.27058011,5889,,,,,,,,,,
1590,913,-0.0901000384800136,1.22,0,0.9,1590,,,,,,,-0.11724689304828644,1.0728836e-06,0.0,0.23346394300460815,0.09863215684890747,0.4473676383495331,-6.794929504394531e-07,0.2,260,0.001
,,,,,,1590,53,0.67,1.74,0,-0.31460928,6008,,,,,,,,,,
1620,937,-0.04922120602801442,1.24,0,0.9,1620,,,,,,,-0.12468484938144683,4.7683716e-07,0.0,0.0880526453256607,0.19461119174957275,0.21399016976356505,2.6146570633045483e-07,0.2,265,0.001
,,,,,,1620,54,0.71,1.68,0,-0.27962519999999996,6131,,,,,,,,,,
1650,959,-0.06830736033618451,1.16,0,0.94,1650,,,,,,,-0.12351002991199493,0.0008246859,0.0,0.08394600450992584,0.23278206586837769,0.1911156803369522,-0.0074404390823715975,0.2,270,0.001
,,,,,,1650,55,0.74,1.6,0,-0.24523965999999997,6250,,,,,,,,,,
1680,975,-0.13304376412648708,1.28,0,0.88,1680,,,,,,,-0.10148409008979797,0.0020436724,0.013333334028720856,0.03977099806070328,0.4821389317512512,0.13614669740200042,-0.00923501910020974,0.2,275,0.001
,,,,,,1680,56,0.71,1.63,0,-0.27875183000000003,6369,,,,,,,,,,
1710,994,-0.07205121527425945,1.26,0,0.88,1710,,,,,,,-0.07922295928001404,2.2649765e-06,0.0,0.15510962903499603,0.2494494915008545,0.3386301755905151,2.9484430328352575e-07,0.2,280,0.001
,,,,,,1710,57,0.74,1.59,0,-0.26980115,6487,,,,,,,,,,
1740,1013,-0.049757537972182034,1.14,0,0.96,1740,,,,,,,-0.0681154802441597,5.00679e-07,0.0,0.07053539156913757,0.2933821678161621,0.15969284772872924,-1.2318293086011067e-06,0.2,285,0.001
,,,,,,1740,58,0.78,1.5,0,-0.24857984,6604,,,,,,,,,,
1770,1031,-0.07043041679542511,1.2,0,0.92,1770,,,,,,,-0.060893803089857104,0.0006629666,0.0,0.09457524120807648,0.023823082447052002,0.22769914269447328,-0.0012139562862769182,0.2,290,0.001
,,,,,,1770,59,0.74,1.58,0,-0.25958262,6730,,,,,,,,,,
1800,1054,-0.1141873431764543,1.32,0,0.86,1800,,,,,,,-0.05122912004590034,0.00089785655,0.006666667014360428,0.08783513307571411,-0.4930131435394287,0.24723884463310242,-0.007163315586124952,0.2,295,0.001
,,,,,,1800,60,0.76,1.55,0,-0.21751994000000002,6874,,,,,,,,,,
1830,1071,-0.0908035526284948,1.3,0,0.88,1830,,,,,,,-0.0410453200340271,4.172325e-07,0.0,0.041500575840473175,0.14553481340408325,0.08057978898286819,-3.7352244675048493e-08,0.2,300,0.001
,,,,,,1830,61,0.76,1.56,0,-0.20652533,7002,,,,,,,,,,
1860,1089,-0.08930056229233742,1.22,0,0.9,1860,,,,,,,-0.03541395515203476,1.1920929e-07,0.0,0.10110100358724594,0.2652694582939148,0.2720193207263947,-3.3020973546626917e-07,0.2,305,0.001
,,,,,,1860,62,0.77,1.54,0,-0.19327423999999996,7121,,,,,,,,,,
1890,1107,-0.14957772325724364,1.28,0,0.86,1890,,,,,,,-0.03245885148644447,0.0,0.0,0.09353351593017578,0.2577711343765259,0.19825841784477233,-1.6649563860937633e-07,0.2,310,0.001
,,,,,,1890,63,0.77,1.57,0,-0.19391091,7242,,,,,,,,,,
1920,1125,-0.12985782431904228,1.3,0,0.88,1920,,,,,,,-0.030009014159440996,0.0005128324,0.0,0.11023756861686707,0.13241088390350342,0.260071337223053,-0.004127177015567795,0.2,315,0.001
,,,,,,1920,64,0.76,1.58,0,-0.21902342000000005,7369,,,,,,,,,,
1950,1142,-0.08920515839941799,1.2,0,0.9,1950,,,,,,,-0.02581561617553234,1.1920929e-07,0.0,0.07892178744077682,0.16967296600341797,0.1821925699710846,-7.351239439401525e-08,0.2,320,0.001
,,,,,,1950,65,0.73,1.63,0,-0.26115530000000003,7487,,,,,,,,,,
1980,1159,-0.06892065087333321,1.16,0,0.94,1980,,,,,,,-0.023110991716384886,0.0,0.0,0.10997264087200165,-0.2629889249801636,0.25883627533912656,-4.212061659458754e-08,0.2,325,0.001
,,,,,,1980,66,0.7,1.7,0,-0.29333059999999994,7613,,,,,,,,,,
2010,1181,-0.08846496756188571,1.2,0,0.92,2010,,,,,,,-0.021647940576076507,0.0,0.0,0.11470989137887955,0.06377291679382324,0.2521050930023193,6.020069278633856e-08,0.2,330,0.001
,,,,,,2010,67,0.75,1.61,0,-0.23749976999999997,7740,,,,,,,,,,
2040,1202,-0.027563058002851904,1.1,0,0.98,2040,,,,,,,-0.020853059366345406,0.0,0.0,0.09428040683269501,-0.21530461311340332,0.2045885443687439,4.470348402563218e-08,0.2,335,0.001
,,,,,,2040,68,0.76,1.59,0,-0.21450816999999997,7851,,,,,,,,,,
2070,1222,-0.11201331627089531,1.28,0,0.88,2070,,,,,,,-0.020392489433288575,0.0,0.0,0.054835256189107895,-0.40563809871673584,0.13014435023069382,-6.556511067401516e-08,0.2,340,0.001
,,,,,,2070,69,0.79,1.54,0,-0.18338542999999993,7976,,,,,,,,,,
2100,1243,-0.08925737568177283,1.26,0,0.9,2100,,,,,,,-0.020082774013280867,0.0,0.0,0.10598376393318176,0.009178578853607178,0.23554575443267822,-7.549921843263974e-09,0.2,345,0.001
,,,,,,2100,70,0.83,1.48,0,-0.17459494,8095,,,,,,,,,,
2130,1256,-0.04933022731915116,1.24,0,0.94,2130,,,,,,,-0.0199384193867445,0.0,0.0,0.09104372560977936,0.24310016632080078,0.19915439784526826,-1.2318293052260287e-08,0.2,350,0.001
,,,,,,2130,71,0.79,1.56,0,-0.19209864,8205,,,,,,,,,,
2160,1275,-0.06801087697036565,1.16,0,0.94,2160,,,,,,,-0.019844305887818336,0.0,0.0,0.09932595491409302,0.12096649408340454,0.21023960113525392,-2.980232345350942e-08,0.2,355,0.001
,,,,,,2160,72,0.79,1.58,0,-0.20108013,8327,,,,,,,,,,
2190,1292,-0.13289782792329788,1.3,0,0.86,2190,,,,,,,-0.01978875920176506,0.0,0.0,0.07505805045366287,0.2474123239517212,0.1689761370420456,2.0265579570022395e-08,0.2,360,0.001
,,,,,,2190,73,0.74,1.66,0,-0.25260711999999996,8447,,,,,,,,,,
2220,1310,-0.1085494552506134,1.22,0,0.9,2220,,,,,,,-0.019765688851475716,0.0,0.0,0.11980723589658737,0.2936895489692688,0.2517720729112625,-5.563099669814165e-09,0.2,365,0.001
,,,,,,2220,74,0.72,1.69,0,-0.27435311,8568,,,,,,,,,,
2250,1330,-0.06894441711250693,1.16,0,0.94,2250,,,,,,,-0.019728629291057585,0.0,0.0,0.11099396646022797,0.01928555965423584,0.2369927793741226,-4.3710072272773457e-08,0.2,370,0.001
,,,,,,2250,75,0.7,1.7,0,-0.29265036,8683,,,,,,,,,,
2280,1345,-0.07080666344147175,1.28,0,0.9,2280,,,,,,,-0.019726163893938064,0.0,0.0,0.08762368559837341,0.24188953638076782,0.18621589839458466,4.629294121372141e-08,0.2,375,0.001
,,,,,,2280,76,0.69,1.73,0,-0.30887188000000004,8813,,,,,,,,,,
2310,1368,-0.06951777346432209,1.26,0,0.88,2310,,,,,,,-0.01971595324575901,0.0,0.0,0.07586502283811569,0.30749088525772095,0.16173068583011627,2.1457672971791908e-08,0.2,380,0.001
,,,,,,2310,77,0.75,1.6,0,-0.25819865999999997,8937,,,,,,,,,,
2340,1386,-0.11188412578776478,1.22,0,0.9,2340,,,,,,,-0.019708945229649544,0.0,0.0,0.08428521454334259,0.3035476803779602,0.18839291334152222,-5.7220459481754915e-08,0.2,385,0.001
,,,,,,2340,78,0.72,1.64,0,-0.26547702000000006,9058,,,,,,,,,,
2370,1403,-0.010137904076837003,1.12,0,0.98,2370,,,,,,,-0.019715368375182153,0.0,0.0,0.0883813202381134,0.07563728094100952,0.19606590270996094,-2.4835268686018707e-08,0.2,390,0.001
,,,,,,2370,79,0.72,1.63,0,-0.26218641000000004,9162,,,,,,,,,,
2400,1418,-0.08958660306874662,1.26,0,0.9,2400,,,,,,,-0.019719942659139632,0.0,0.0,0.09330985695123672,0.12892580032348633,0.20573989450931549,-3.1391779842238066e-08,0.2,395,0.001
,,,,,,2400,80,0.69,1.69,0,-0.30283192,9273,,,,,,,,,,
2430,1441,-0.06968677556142211,1.22,0,0.92,2430,,,,,,,-0.019699094444513322,0.0,0.0,0.0533340759575367,0.4455217123031616,0.11359855234622955,-6.755192849539071e-09,0.2,400,0.001
,,,,,,2430,81,0.76,1.59,0,-0.24276320999999995,9427,,,,,,,,,,
2460,1459,-0.1328531516250223,1.34,0,0.88,2460,,,,,,,-0.019705535471439363,0.0,0.0,0.1127600148320198,-0.03535950183868408,0.2826406121253967,6.556511067401516e-09,0.2,405,0.001
,,,,,,2460,82,0.75,1.61,0,-0.23940033999999996,9548,,,,,,,,,,
2490,1477,-0.0698461870290339,1.24,0,0.9,2490,,,,,,,-0.019699415564537047,0.0,0.0,0.10757261514663696,-0.07837510108947754,0.2206212967634201,-7.549921887672894e-09,0.2,410,0.001
,,,,,,2490,83,0.72,1.66,0,-0.27134031999999997,9660,,,,,,,,,,
2520,1498,-0.05476631674449891,1.2,0,0.92,2520,,,,,,,-0.019701118394732476,0.0,0.0,0.14060401916503906,-0.16183006763458252,0.32798380851745607,9.53674348380673e-09,0.2,415,0.001
,,,,,,2520,84,0.76,1.6,0,-0.22846989000000004,9775,,,,,,,,,,
2550,1518,-0.17226061947643756,1.42,0,0.84,2550,,,,,,,-0.01971413381397724,0.0,0.0,0.086052805185318,0.020473182201385498,0.17449645400047303,-7.947286206899663e-09,0.2,420,0.001
,,,,,,2550,85,0.81,1.51,0,-0.18471193999999996,9901,,,,,,,,,,
2580,1539,-0.10919917594641447,1.26,0,0.88,2580,,,,,,,-0.019704553484916686,0.0,0.0,0.11130630970001221,-0.05051589012145996,0.23217052221298218,8.74201502298888e-09,0.2,425,0.001
,,,,,,2580,86,0.8,1.52,0,-0.19601342,10024,,,,,,,,,,
2610,1556,-0.08802140710875392,1.2,0,0.92,2610,,,,,,,-0.019710610434412957,0.0,0.0,0.09440869837999344,0.12414777278900146,0.1993480145931244,-4.768371830721208e-09,0.2,430,0.001
,,,,,,2610,87,0.78,1.53,0,-0.19628505999999998,10139,,,,,,,,,,
2640,1575,-0.04898064794484526,1.14,0,0.94,2640,,,,,,,-0.019687235355377197,0.0,0.0,0.08306502550840378,0.1587163805961609,0.17357942461967468,4.371007378267677e-09,0.2,435,0.001
,,,,,,2640,88,0.78,1.54,0,-0.21026597,10247,,,,,,,,,,
2670,1594,-0.04950261035468429,1.2,0,0.94,2670,,,,,,,-0.019713064283132554,0.0,0.0,0.09030484408140182,0.2805584669113159,0.20037735998630524,7.947287272713766e-10,0.2,440,0.001
,,,,,,2670,89,0.76,1.56,0,-0.24873574999999998,10356,,,,,,,,,,
2700,1609,-0.08940748964436353,1.2,0,0.92,2700,,,,,,,-0.019690780341625212,0.0,0.0,0.0909416675567627,0.26458197832107544,0.188817623257637,-2.880891178946854e-08,0.2,445,0.001
,,,,,,2700,90,0.73,1.63,0,-0.25247865999999997,10469,,,,,,,,,,
2730,1632,-0.15275270975660532,1.4,0,0.86,2730,,,,,,,-0.019724203273653984,0.0,0.0,0.09755023568868637,0.13178813457489014,0.2232539862394333,1.6093254551208248e-08,0.2,450,0.001
,,,,,,2730,91,0.73,1.59,0,-0.25016388,10607,,,,,,,,,,
2760,1651,-0.04969342883210629,1.22,0,0.92,2760,,,,,,,-0.01971142999827862,0.0,0.0,0.06636440008878708,0.4497604966163635,0.13281961381435395,1.19209286886246e-09,0.2,455,0.001
,,,,,,2760,92,0.75,1.55,0,-0.25243313,10722,,,,,,,,,,
2790,1676,-0.07357666314579546,1.28,0,0.88,2790,,,,,,,-0.01968606412410736,0.0,0.0,0.09271923452615738,0.228057861328125,0.21514828205108644,5.1657359279033696e-09,0.2,460,0.001
,,,,,,2790,93,0.8,1.47,0,-0.19802355,10845,,,,,,,,,,
2820,1697,-0.006305674803443253,1.02,0,1.0,2820,,,,,,,-0.01972573846578598,0.0,0.0,0.10365815460681915,0.21856403350830078,0.20915820300579072,-3.13917805527808e-08,0.2,465,0.001
,,,,,,2820,94,0.81,1.45,0,-0.17722532000000005,10955,,,,,,,,,,
2850,1718,-0.13242573142517358,1.38,0,0.84,2850,,,,,,,-0.019738129526376724,0.0,0.0,0.04160231724381447,0.4967559576034546,0.13424780815839768,2.0662943889249165e-08,0.2,470,0.001
