env/n_steps,rollout/ep_rew_mean,time/total_timesteps,env/current_idx,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,env/completion_counter,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
27060,-0.06279466000000002,27060,2919,451,1.41,0,34971,0.93,1,0.5214932,22500,-0.08776719003915787,0.2,0.31595033407211304,0.08589962467551232,-0.0315043069422245,0.23433333471417428,0.001,-0.05794008184721079,,,
27120,-0.030129990000000006,27120,2965,452,1.29,0,35047,0.95,1,3.225896,22550,-0.12156126305460929,0.2,-92.33831024169922,0.015253220635931939,-0.06516917794942856,0.3756666637957096,0.001,-0.05018502948929864,,,
27180,-0.06451909,27180,3003,453,1.43,0,35116,0.92,1,0.20864254,22600,-0.03932178102433682,0.2,0.0013942122459411621,0.09986076459288597,0.018455870449543,0.12466667268425226,0.001,-0.025726941601683713,,,
27240,-0.08567866,27240,3045,454,1.48,0,35184,0.91,1,6.4867535,22650,-0.053074823841452595,0.2,0.06243407726287842,0.09800254993140697,-0.031956326216459274,0.24466667547822,0.001,-0.04856695238252477,,,
27300,-0.09458393000000001,27300,3089,455,1.41,0,35255,0.92,1,1.0845517,22700,-0.09243088975548744,0.2,0.010752618312835693,0.12523147389292716,-0.003430791199207306,0.26433333441615103,0.001,-0.04992494502166906,,,
27360,-0.09284150000000001,27360,3134,456,1.34,0,35325,0.92,1,1.3071007,22750,-0.09302358493208886,0.2,0.1319643259048462,0.1597993877530098,0.010282717645168304,0.25600000470876694,0.001,-0.05725671118249522,,,
27420,-0.05979414000000001,27420,3183,457,1.26,0,35400,0.93,1,0.4497259,22800,-0.04114503975957632,0.2,0.06696611642837524,0.07611056201159955,-0.013282048515975475,0.11366667032241821,0.001,-0.01630565479708217,,,
27480,-0.07032967000000001,27480,3227,458,1.3,0,35469,0.92,1,0.9952284,22850,-0.10116762369871139,0.2,-0.6674513816833496,0.0854490914195776,-0.029179805889725685,0.1560000044479966,0.001,-0.05033855682425198,,,
27540,-0.07133980999999999,27540,3273,459,1.35,0,35546,0.93,1,0.9137299,22900,-0.10767631009221076,0.2,-0.07770192623138428,0.14785024717450143,-0.022612933069467545,0.2536666689068079,0.001,-0.058759235784411314,,,
27600,-0.05130534,27600,3322,460,1.26,0,35616,0.96,1,0.7892792,22950,-0.08922290541231633,0.2,0.06870663166046143,0.093185293674469,-0.021349139511585236,0.18100000336766242,0.001,-0.04588580280790726,,,
27660,-0.051300689999999996,27660,3369,461,1.23,0,35684,0.96,1,0.65116554,23000,-0.06662057898938656,0.2,0.07713156938552856,0.07544861666858196,-0.025976236909627914,0.2343333338201046,0.001,-0.04613074949259563,,,
27720,-0.06280934999999999,27720,3412,462,1.31,0,35750,0.94,1,0.20351696,23050,-0.08985425278544426,0.2,-0.12007761001586914,0.07804477743804455,-0.02809954807162285,0.17100000359117984,0.001,-0.045466933685044425,,,
27780,-0.06249251,27780,3461,463,1.32,0,35819,0.94,1,0.5099231,23100,-0.04742415919899941,0.2,0.0426253080368042,0.1222466643154621,0.009361758828163147,0.2236666677892208,0.001,-0.04057967887322109,,,
27840,-0.05139583000000001,27840,3503,464,1.31,0,35886,0.94,1,0.2032627,23150,-0.0826627019047737,0.2,-0.12280571460723877,0.10074092820286751,0.006088312715291977,0.1963333357870579,0.001,-0.02271740946918726,,,
27900,-0.06364159999999999,27900,3547,465,1.36,0,35969,0.93,1,0.45698723,23200,-0.03755917876958847,0.2,0.13574165105819702,0.04460670117288828,-0.0305396169424057,0.155666671320796,0.001,-0.02956569510574143,,,
27960,-0.11433213000000002,27960,3584,466,1.42,0,36043,0.89,1,0.7565848,23250,-0.06687345370650291,0.2,0.04767864942550659,0.08530834190547466,-0.036367543041706085,0.22300000086426736,0.001,-0.05587465410927933,,,
28020,-0.10353779000000002,28020,3630,467,1.41,0,36112,0.89,1,0.36652234,23300,-0.07113815285265446,0.2,-0.049883484840393066,0.12609464343637228,-0.03313816711306572,0.1693333375453949,0.001,-0.0325160545905431,,,
28080,-0.08194765999999998,28080,3674,468,1.41,0,36181,0.9,1,1.6064677,23350,-0.12197578385472298,0.2,-0.9007797241210938,0.07525080263614654,-0.011476874351501465,0.27033333718776703,0.001,-0.026453583543499314,,,
28140,-0.09115529999999998,28140,3716,469,1.39,0,36255,0.89,1,1.1242067,23400,-0.040395188890397546,0.2,-0.13769841194152832,0.09835509315133095,-0.00198470801115036,0.16166667141020297,0.001,-0.02942081847290211,,,
28200,-0.05863036000000001,28200,3771,470,1.23,0,36324,0.94,1,1.1451337,23450,-0.05464149385690689,0.2,-0.03976285457611084,0.12001349940896035,-0.020350035279989243,0.21566666826605796,0.001,-0.05404826905081677,,,
28260,-0.028737290000000006,28260,3816,471,1.2,0,36390,0.96,1,0.47021294,23500,-0.06647302336990833,0.2,0.40919917821884155,0.021538255214691163,-0.020372003316879272,0.16366667084395886,0.001,-0.020364413770536594,,,
28320,-0.06223974,28320,3859,472,1.35,0,36468,0.93,1,2.1128628,23550,-0.08961167067289352,0.2,-0.5541894435882568,0.042925237379968166,-0.029359128326177597,0.2806666722148657,0.001,-0.03622484726955491,,,
28380,-0.051667529999999996,28380,3908,473,1.3,0,36539,0.95,1,0.48101085,23600,-0.1059362356364727,0.2,0.04352068901062012,0.07940291292965412,-0.046264298260211945,0.23133333697915076,0.001,-0.0539436958407363,,,
28440,-0.04893973000000001,28440,3956,474,1.23,0,36610,0.95,1,0.69331056,23650,-0.07575479827821255,0.2,-0.13364100456237793,0.03437511205673218,-0.0033232858404517174,0.15333333637565374,0.001,-0.009114472238036485,,,
28500,-0.08160776,28500,3999,475,1.32,0,36681,0.92,1,1.4553237,23700,-0.061234258487820624,0.2,0.25911474227905273,0.08672627575695514,-0.045975152403116226,0.20233333542943,0.001,-0.056524025322161296,,,
28560,-0.08274293,28560,4039,476,1.35,0,36751,0.92,1,0.7620116,23750,-0.05126516073942185,0.2,0.0766376256942749,0.10690821498632432,-0.00636628270149231,0.16700000379234553,0.001,-0.032878113778928936,,,
28620,-0.09504787,28620,4080,477,1.49,0,36818,0.91,1,0.29564947,23800,-0.022128952564671636,0.2,-0.03272688388824463,0.06319895036518573,-0.012471744790673256,0.0983333346992731,0.001,-0.016364579465240236,,,
28680,-0.08248734,28680,4123,478,1.43,0,36893,0.92,1,1.1564205,23850,-0.0623225212097168,0.2,-0.4129905700683594,0.11520536437630653,-0.0077536441385746,0.18133333683013916,0.001,-0.03691773274292551,,,
