env/n_steps,rollout/ep_rew_mean,time/total_timesteps,env/current_idx,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,env/completion_counter,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
20880,-0.04241577999999999,20880,14468,348,1.32,0,27260,0.95,0,5.099455,17350,-0.046212656814605,0.2,-14.33382511138916,0.004037809830624611,-0.03568921238183975,0.22833333555608987,0.001,-0.011445004721793026,,,
20940,-0.06453843000000001,20940,14508,349,1.41,0,27338,0.92,0,0.7348541,17400,-0.0800597209483385,0.2,0.094460129737854,0.12953179717063903,-0.019844822585582733,0.19533333603292705,0.001,-0.07014990382144848,,,
21000,-0.07550501000000001,21000,14550,350,1.45,0,27421,0.9,0,1.5512738,17450,-0.06058197349309921,0.2,0.4058453440666199,0.029357166569679974,-0.04523715749382973,0.22200000822544097,0.001,-0.040904560056825474,,,
21060,-0.052073160000000014,21060,14600,351,1.34,0,27493,0.93,0,0.5861786,17500,-0.03346135152503848,0.2,0.06705397367477417,0.06535346724092961,-0.03158392012119293,0.17400000408291816,0.001,-0.03548524171610673,,,
21120,-0.04992408,21120,14644,352,1.29,0,27568,0.94,0,1.9190958,17550,-0.039839282892644406,0.2,0.3539259433746338,0.012778435368090868,-0.010583480820059776,0.20200000196695328,0.001,-0.011378782518208013,,,
21180,-0.09388401999999997,21180,14687,353,1.4,0,27635,0.9,0,0.5799515,17600,-0.044884341433644295,0.2,-0.785079836845398,0.08786017211154103,-0.03653364256024361,0.16266667008399963,0.001,-0.03703237831965083,,,
21240,-0.10531379000000002,21240,14722,354,1.48,0,27703,0.87,0,0.49704272,17650,-0.03830404754728079,0.2,0.19548863172531128,0.07667698927223682,-0.011524033732712269,0.1180000039935112,0.001,-0.020066509336233124,,,
21300,-0.1301975,21300,14754,355,1.6,0,27771,0.84,0,0.08409476,17700,-0.03020732570439577,0.2,-0.14730048179626465,0.08747177086770534,0.0018615834414958954,0.07766666907817125,0.001,-0.024345476145545605,,,
21360,-0.1402772,21360,14799,356,1.6,0,27851,0.84,0,0.4354542,17750,-0.06650513669475913,0.2,-0.14235568046569824,0.08719354443252086,-0.01069970428943634,0.12266667004674674,0.001,-0.02227071385822878,,,
21420,-0.11939183999999999,21420,14837,357,1.55,0,27919,0.87,0,1.1557887,17800,-0.07857556506991387,0.2,-0.09336602687835693,0.05772961929440498,-0.03839029371738434,0.23066667541861535,0.001,-0.04613237043097627,,,
21480,-0.11860301999999995,21480,14875,358,1.52,0,27989,0.89,0,0.47642773,17850,-0.016020509819500147,0.2,0.004893183708190918,0.051710432283580306,-0.019951414316892624,0.09966666780412198,0.001,-0.02340470620865623,,,
21540,-0.09776111,21540,14922,359,1.46,0,28064,0.91,0,2.1691234,17900,-0.08209445267915726,0.2,-0.06566619873046875,0.11458193570375443,-0.030871223658323288,0.2556666693091392,0.001,-0.05015428173790375,,,
21600,-0.03384028,21600,14967,360,1.31,0,28133,0.97,0,1.440481,17950,-0.12486117333173752,0.2,0.5534853935241699,0.008459876533597708,-0.0370158851146698,0.3016666673123837,0.001,-0.027290882171752563,,,
21660,-0.06486716,21660,15011,361,1.36,0,28208,0.93,0,0.66736114,18000,-0.09492719948291778,0.2,-105.99200439453125,0.015887075847713275,-0.04962415248155594,0.22866666957736015,0.001,-0.04084889845425877,,,
21720,-0.07405262,21720,15054,362,1.4,0,28281,0.92,0,0.34623662,18050,-0.07478248745203019,0.2,0.03181511163711548,0.12478137746453286,-0.02895316854119301,0.21966666795313358,0.001,-0.06179293001691505,,,
21780,-0.0978044,21780,15096,363,1.44,0,28356,0.91,0,0.25271076,18100,-0.06020312704145908,0.2,0.25845474004745483,0.047429994978010655,-0.03111557476222515,0.16033333778381348,0.001,-0.039221557146559165,,,
21840,-0.10783514999999999,21840,15132,364,1.43,0,28430,0.91,0,0.65368944,18150,-0.06857440464198589,0.2,0.4205845594406128,0.05858298253268004,-0.04310246929526329,0.21666667282581328,0.001,-0.04109025344252586,,,
21900,-0.08643905,21900,15179,365,1.42,0,28500,0.92,0,0.6493375,18200,-0.021836916720494627,0.2,0.17529696226119995,0.11227529034018517,0.008494416251778603,0.06866666957736016,0.001,-0.021035105647519217,,,
21960,-0.0719113,21960,15226,366,1.35,0,28570,0.92,0,2.4475281,18250,-0.16097194850444793,0.2,-1.1401433944702148,0.0564650172367692,-0.0647452250123024,0.35633333507925274,0.001,-0.04671967253213125,,,
22020,-0.061858909999999996,22020,15271,367,1.3,0,28704,0.93,0,2.5351403,18300,-0.09190144576132298,0.2,0.2795177102088928,0.06286869995296002,-0.04048013314604759,0.26033333674073217,0.001,-0.04714974105358124,,,
22080,-0.08400726999999998,22080,15312,368,1.38,0,28778,0.92,0,0.36259165,18350,-0.08157408513128757,0.2,-0.5472406148910522,0.05729980193078518,-0.030737560242414474,0.21700000137090683,0.001,-0.03349886715287962,,,
22140,-0.0733876,22140,15356,369,1.38,0,28859,0.94,0,0.6373324,18400,-0.12344223812222481,0.2,0.29708725214004517,0.06393169639166445,-0.07930964976549149,0.28000000938773156,0.001,-0.07003621957451102,,,
22200,-0.09185012000000001,22200,15399,370,1.42,0,28929,0.92,0,3.0321887,18450,-0.13012846186757088,0.2,-0.8734585046768188,0.09484403446316719,-0.04052005708217621,0.34233333498239515,0.001,-0.05389941917111472,,,
22260,-0.06065791,22260,15450,371,1.26,0,29001,0.95,0,0.38936964,18500,-0.08483696974813938,0.2,0.021904051303863525,0.15786849439144135,-0.0019174963235855103,0.2336666724830866,0.001,-0.06720399070282773,,,
22320,-0.06018281,22320,15493,372,1.26,0,29078,0.95,0,0.05017231,18550,-0.06658803403377533,0.2,-0.39859580993652344,0.054139604195952415,0.019259823486208916,0.10966667030006647,0.001,-0.002781761081782541,,,
22380,-0.07196002,22380,15533,373,1.39,0,29150,0.93,0,0.63072336,18600,-0.06249227486550808,0.2,0.12912827730178833,0.11823500208556652,-0.032417088747024536,0.17500000402331353,0.001,-0.04327898414184645,,,
22440,-0.0515265,22440,15580,374,1.34,0,29227,0.95,0,0.71503377,18650,-0.11581958025693893,0.2,-0.6980786323547363,0.08427464485168457,-0.023206911981105804,0.23100000493228434,0.001,-0.03666660176714259,,,
22500,-0.0722121,22500,15624,375,1.32,0,29297,0.94,0,0.69717324,18700,-0.08430958695709706,0.2,-0.1131523847579956,0.05927809551358223,-0.01513105258345604,0.2146666683256626,0.001,-0.02930325932304058,,,
22560,-0.06262240999999999,22560,15667,376,1.37,0,29366,0.92,0,0.48855123,18750,-0.03522110410034657,0.2,0.19276022911071777,0.10133684679865837,-0.03532342240214348,0.1876666694507003,0.001,-0.03934340617184837,,,
22620,-0.08326818,22620,15701,377,1.49,0,29444,0.88,0,0.95074433,18800,-0.07270991086959838,0.2,-0.32058870792388916,0.016929510910995305,-0.044146303087472916,0.19066667214035987,0.001,-0.037139020302022485,,,
22680,-0.08200389,22680,15752,378,1.38,0,29527,0.9,0,1.0743908,18850,-0.07686305724084377,0.2,0.09206509590148926,0.09921393647789956,-0.04666794463992119,0.19000000216066837,0.001,-0.0640187921586136,,,
22740,-0.10228495,22740,15792,379,1.38,0,29609,0.91,0,0.61610216,18900,-0.032614000737667084,0.2,0.19211846590042114,0.031399906370788815,-0.04420547932386398,0.1440000057220459,0.001,-0.047329957368473285,,,
22800,-0.11680353,22800,15834,380,1.44,0,29684,0.9,0,1.3015565,18950,-0.09378881573677063,0.2,0.11085766553878784,0.10353803198784589,-0.06841015815734863,0.27466666892170905,0.001,-0.0642920571664969,,,
22860,-0.0960589,22860,15877,381,1.41,0,29755,0.92,0,0.81475717,19000,-0.11053387701511383,0.2,0.4613800644874573,0.03403864543884993,-0.0706292912364006,0.267000003606081,0.001,-0.06527412809183204,,,
22920,-0.07703803,22920,4,382,1.5,0,29834,0.91,1,0.4382674,19050,-0.08768618918955326,0.2,-0.05773007869720459,0.09675169192254543,-0.04420027509331703,0.22366666980087757,0.001,-0.04353524367014568,,,
22980,-0.05248288999999999,22980,49,383,1.46,0,29908,0.93,1,2.3498778,19100,-0.1257777553796768,0.2,-2.8019769191741943,0.07776563607156277,-0.07231555134057999,0.366666664108634,0.001,-0.058097696396211804,,,
23040,-0.04352519,23040,92,384,1.39,0,29979,0.93,1,0.26732004,19150,-0.08319752402603627,0.2,0.05866062641143799,0.030626817531883718,-0.011934117414057255,0.11900000505149365,0.001,-0.019354480924705656,,,
23100,-0.06322385999999999,23100,136,385,1.34,0,30062,0.93,1,0.42897597,19200,-0.13047281995415688,0.2,0.05278122425079346,0.052081031650304796,-0.06909675151109695,0.23333333522081376,0.001,-0.06925655627747375,,,
23160,-0.06164055,23160,180,386,1.38,0,30136,0.93,1,2.2466722,19250,-0.10621057257056236,0.2,0.010670840740203857,0.11713199123740196,-0.018105145543813705,0.2796666683256626,0.001,-0.059098396142323824,,,
23220,-0.12646009000000002,23220,210,387,1.56,0,30210,0.87,1,0.9801543,19300,-0.08241260662674904,0.2,0.2938341498374939,0.054776346459984776,-0.02624150551855564,0.295333334505558,0.001,-0.044151681567231794,,,
23280,-0.1286157,23280,254,388,1.58,0,30285,0.86,1,1.4015394,19350,-0.11406764820218086,0.2,0.30333036184310913,0.08225685574114322,-0.08307258039712906,0.32099999926984313,0.001,-0.0764979011987647,,,
23340,-0.10760201999999999,23340,295,389,1.48,0,30361,0.9,1,0.7734814,19400,-0.16254916295409202,0.2,-0.4307602643966675,0.07585461415350438,-0.03594724088907242,0.2786666655540466,0.001,-0.03815174396894861,,,
23400,-0.13142835,23400,328,390,1.6,0,30430,0.87,1,0.84633666,19450,-0.1264679476618767,0.2,0.4791262149810791,0.05045741982758045,-0.07697337120771408,0.28866666823625564,0.001,-0.08094853989283238,,,
23460,-0.12708646,23460,371,391,1.55,0,30499,0.88,1,262.6246,19500,-0.18814262717962266,0.2,-0.4626535177230835,0.18165849685668944,-0.0252968892455101,0.37733333244919776,0.001,-0.07017076266929508,,,
23520,-0.105269,23520,413,392,1.51,0,30581,0.9,1,1.0115424,19550,-0.08338343977928162,0.2,0.19026732444763184,0.06987946772947908,-0.08074625581502914,0.3000000040233135,0.001,-0.07822962076961992,,,
23580,-0.10363888000000002,23580,454,393,1.46,0,30652,0.9,1,0.97968596,19600,-0.10168864011764527,0.2,0.05808299779891968,0.07744473770260811,-0.040205128490924835,0.2820000000298023,0.001,-0.060250962540507304,,,
23640,-0.06074827000000001,23640,507,394,1.27,0,30726,0.94,1,2.4726598,19650,-0.04550048515200615,0.2,0.123576819896698,0.12330218479037285,-0.02320464700460434,0.2190000034868717,0.001,-0.05139414482315381,,,
23700,-0.04187983000000001,23700,549,395,1.22,0,30798,0.95,1,0.25780043,19700,-0.04425408396869898,0.2,-0.6206475496292114,0.0676274348050356,0.024134399369359016,0.1003333343192935,0.001,-0.0027393742722149027,,,
23760,-0.06414481,23760,600,396,1.27,0,30873,0.92,1,0.117737606,19750,-0.019615800604224205,0.2,-0.004415392875671387,0.08858171477913857,0.011966580525040627,0.10100000113248825,0.001,-0.01854748279477157,,,
23820,-0.06479075999999999,23820,640,397,1.32,0,30944,0.9,1,1.328053,19800,-0.03857437718659639,0.2,0.02367764711380005,0.07912538036704063,-0.03675707057118416,0.21800000146031379,0.001,-0.05241364699353774,,,
23880,-0.0878119,23880,682,398,1.41,0,31014,0.88,1,0.34496844,19850,-0.05761838547885418,0.2,0.06387662887573242,0.05170820690691471,-0.009712222963571548,0.09966666772961616,0.001,-0.0216467334125191,,,
23940,-0.06151041,23940,735,399,1.25,0,31087,0.94,1,0.45377418,19900,-0.0602318062633276,0.2,-0.12311649322509766,0.12515722505748272,-0.026249688118696213,0.1846666695922613,0.001,-0.04288086214661599,,,
24000,,24000,780,,,,,,1,0.69694316,19950,-0.0642236428707838,0.2,-0.37756192684173584,0.033300484493374825,-0.02473299577832222,0.1830000028759241,0.001,-0.027370007429271936,1.33,-0.06542191367130727,0.93
,-0.05163270999999999,24000,,400,1.25,0,31327,0.95,,,,,,,,,,,,,,
24060,-0.06451855999999999,24060,818,401,1.39,0,31402,0.93,1,0.18515474,20000,-0.018558098170906305,0.2,0.12882626056671143,0.017170048388652503,-0.00550821702927351,0.06900000233203173,0.001,-0.0060904928343370555,,,
24120,-0.09481687,24120,866,402,1.42,0,31474,0.91,1,2.5720055,20050,-0.03918106570839882,0.2,0.024058997631072998,0.061765296049416066,-0.0378420427441597,0.1700000039488077,0.001,-0.040660297282040146,,,
24180,-0.052463159999999995,24180,907,403,1.34,0,31546,0.93,1,0.46600825,20100,-0.057027984112501144,0.2,0.2739190459251404,0.03131858325563371,-0.04877730458974838,0.13666667021811008,0.001,-0.030235994733870085,,,
24240,-0.07603129,24240,952,404,1.4,0,31619,0.91,1,2.451249,20150,-0.13625486999750136,0.2,-0.7544140815734863,0.029535420592874288,-0.04506905749440193,0.32533333405852316,0.001,-0.04583208867907523,,,
24300,-0.06447849,24300,995,405,1.38,0,31690,0.91,1,0.20030126,20200,-0.08891199722886085,0.2,0.2850610017776489,0.05221714312210679,-0.03003527969121933,0.15733333811163902,0.001,-0.026426224119961265,,,
24360,-0.11148569000000003,24360,1033,406,1.49,0,31760,0.88,1,0.35267588,20250,-0.07059115640819073,0.2,0.08392232656478882,0.025783440531231463,-0.03845905140042305,0.13066667094826698,0.001,-0.0349324074089526,,,
24420,-0.09042079000000003,24420,1073,407,1.52,0,31833,0.91,1,0.35131693,20300,-0.11717023089528084,0.2,0.3172863721847534,0.09864381298422814,-0.03910987079143524,0.21900000259280206,0.001,-0.05142966877048209,,,
24480,-0.11189223999999999,24480,1111,408,1.6,0,31907,0.88,1,1.0513444,20350,-0.1334144088625908,0.2,0.06546211242675781,0.05068133786320686,-0.0417807400226593,0.35066666394472124,0.001,-0.052338985393444656,,,
24540,-0.07382029999999999,24540,1154,409,1.47,0,31978,0.9,1,1.4083617,20400,-0.1434223957359791,0.2,0.061594367027282715,0.09221033662557603,-0.01518728956580162,0.30433333694934844,0.001,-0.04998447417467844,,,
24600,-0.09544435,24600,1196,410,1.47,0,32053,0.9,1,0.25578684,20450,-0.11068240150809289,0.2,0.30062001943588257,0.041681027561426165,-0.05395205318927765,0.26766667172312736,0.001,-0.046434791882832796,,,
24660,-0.07493069,24660,1239,411,1.39,0,32124,0.93,1,0.39650023,20500,-0.13054845064878465,0.2,0.05037468671798706,0.07903504699468612,-0.04182562604546547,0.25200000807642936,0.001,-0.05735729645937681,,,
24720,-0.08261782000000001,24720,1281,412,1.4,0,32193,0.92,1,0.97298336,20550,-0.1321707683801651,0.2,-0.2285372018814087,0.11140215739607812,-0.062130484730005264,0.31299999848008153,0.001,-0.08412076946596304,,,
24780,-0.12820490000000004,24780,1318,413,1.58,0,32263,0.88,1,0.48564932,20600,-0.1269156025350094,0.2,0.3169933557510376,0.037086485857144,-0.08745823055505753,0.293666670024395,0.001,-0.08037846896052361,,,
24840,-0.07484527999999999,24840,1366,414,1.4,0,32329,0.92,1,2.4360433,20650,-0.11410645067691803,0.2,0.35321104526519775,0.09128582336008549,-0.039394598454236984,0.24433333799242973,0.001,-0.05406025273104518,,,
24900,-0.06337775,24900,1413,415,1.31,0,32403,0.93,1,0.39874896,20700,-0.11965599492192268,0.2,0.2680886387825012,0.017763546656351537,-0.048835042864084244,0.2053333355486393,0.001,-0.04513425790270162,,,
24960,-0.052280259999999995,24960,1457,416,1.28,0,32470,0.96,1,0.56903034,20750,-0.12614412233233452,0.2,0.26259541511535645,0.04027667563408613,-0.043364156037569046,0.2570000015199184,0.001,-0.04923829339941349,,,
25020,-0.08412672,25020,1493,417,1.47,0,32542,0.9,1,0.352293,20800,-0.14235591664910316,0.2,-0.6778126955032349,0.04262595950625837,-0.057798825204372406,0.20200000323355197,0.001,-0.027961894625176988,,,
25080,-0.10399270000000004,25080,1533,418,1.54,0,32610,0.86,1,0.25265673,20850,-0.19631079763174056,0.2,-0.1436784267425537,0.1289212018251419,-0.04425283893942833,0.3413333364576101,0.001,-0.0801891406327486,,,
25140,-0.13565822,25140,1570,419,1.62,0,32681,0.82,1,0.86219305,20900,-0.1023900631070137,0.2,0.08630269765853882,0.09491527557373047,-0.04611971974372864,0.24466667138040066,0.001,-0.059592793891206385,,,
25200,-0.11288714999999999,25200,1619,420,1.48,0,32749,0.85,1,0.39858767,20950,-0.2515786388516426,0.2,-0.056555747985839844,0.16658593878149985,-0.07417330145835876,0.41899999484419825,0.001,-0.09171837138632935,,,
25260,-0.11257397,25260,1657,421,1.44,0,32818,0.87,1,0.3972009,21000,-0.2105471098423004,0.2,-0.202498197555542,0.04533000161871314,-0.04379154369235039,0.2930000028386712,0.001,-0.038894870951771736,,,
25320,-0.10551469999999999,25320,1695,422,1.48,0,32889,0.88,1,0.35071507,21050,-0.15316855370998383,0.2,-0.03419852256774902,0.11748915411531925,-0.04034721478819847,0.26033333629369737,0.001,-0.046292887682716034,,,
25380,-0.11782817,25380,1731,423,1.57,0,32962,0.87,1,0.40244707,21100,-0.16776427671313285,0.2,-0.287711501121521,0.13751139029860496,-0.017181843519210815,0.26833333864808084,0.001,-0.055036264431973264,,,
25440,-0.11004889000000001,25440,1774,424,1.57,0,33032,0.89,1,0.9047321,21150,-0.16229630529880523,0.2,0.07124531269073486,0.10013247076421976,-0.08098116517066956,0.37000000283122064,0.001,-0.08209258052458367,,,
25500,-0.05543262,25500,1822,425,1.37,0,33111,0.95,1,1.5435809,21200,-0.1762316644191742,0.2,0.006281018257141113,0.03671982225030661,-0.08853068202733994,0.4616666685044766,0.001,-0.07741312739749745,,,
25560,-0.031199909999999997,25560,1867,426,1.32,0,33179,0.97,1,0.5961825,21250,-0.18978409737348556,0.2,-0.481023907661438,0.036410194523632526,-0.038531217724084854,0.2853333350270987,0.001,-0.04549330088744561,,,
25620,-0.0721471,25620,1903,427,1.39,0,33246,0.94,1,0.84636176,21300,-0.11327595978975297,0.2,0.061270296573638916,0.03162375748157501,-0.0459384061396122,0.2236666677892208,0.001,-0.04854106704145671,,,
25680,-0.11548918999999998,25680,1942,428,1.52,0,33311,0.89,1,1.3844037,21350,-0.14644945338368415,0.2,-0.02821028232574463,0.11927508771419525,-0.07137277722358704,0.3740000005066395,0.001,-0.07460864952951671,,,
25740,-0.16730165,25740,1980,429,1.64,0,33381,0.83,1,0.7247003,21400,-0.09916903093457222,0.2,-0.3486297130584717,0.15822868905961512,-0.03669131547212601,0.27066667035222053,0.001,-0.04506544429808855,,,
25800,-0.10592337999999998,25800,2023,430,1.48,0,33462,0.89,1,1.1994202,21450,-0.11549442484974862,0.2,-0.04721343517303467,0.07733245737850666,-0.06180340051651001,0.28400000527501107,0.001,-0.05654456569751105,,,
25860,-0.12743134,25860,2061,431,1.57,0,33533,0.87,1,2.170904,21500,-0.19790863752365112,0.2,-0.10855507850646973,0.033881413247436286,-0.08743657171726227,0.5176666696369648,0.001,-0.0795401159723599,,,
25920,-0.08391629999999997,25920,2107,432,1.44,0,33606,0.92,1,0.91007775,21550,-0.1407824556529522,0.2,0.005321323871612549,0.12749274350702763,-0.06304673105478287,0.31033333972096444,0.001,-0.07403686686356864,,,
25980,-0.05126219,25980,2156,433,1.26,0,33677,0.96,1,2.4722526,21600,-0.11590612575411796,0.2,-0.19979894161224365,0.05177512621507049,-0.08338257670402527,0.44966666504740715,0.001,-0.07561742657919723,,,
26040,-0.05385029,26040,2194,434,1.35,0,33743,0.95,1,0.8421654,21650,-0.0779990803450346,0.2,-0.03132224082946777,0.06968808390200137,-0.0360650010406971,0.1540000033006072,0.001,-0.05064116023977597,,,
26100,-0.08490932,26100,2238,435,1.42,0,33822,0.92,1,1.2750685,21700,-0.10086782857775688,0.2,-0.23953914642333984,0.08088100098073482,-0.034506313502788544,0.29400000229477885,0.001,-0.06031646833320458,,,
26160,-0.10660333999999999,26160,2277,436,1.48,0,33895,0.89,1,2.016722,21750,-0.10889119133353234,0.2,0.07247370481491089,0.1076625131815672,-0.07722912728786469,0.36099999621510503,0.001,-0.086805546755592,,,
26220,-0.11077932000000003,26220,2311,437,1.56,0,33964,0.88,1,0.9587271,21800,-0.1480764351785183,0.2,-0.04113364219665527,0.11752227142453193,-0.04779401794075966,0.39466666206717493,0.001,-0.07604713912804922,,,
26280,-0.12047287,26280,2349,438,1.63,0,34040,0.85,1,1.8171895,21850,-0.1492995984852314,0.2,-0.2025665044784546,0.09864244215190411,-0.06909583508968353,0.38033333256840707,0.001,-0.06543348904947437,,,
