env/completion_counter,env/current_idx,eval/mean_ep_length,eval/success_rate,eval/mean_reward,time/total_timesteps,env/n_steps,rollout/success_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/explained_variance,train/entropy_loss
0,16,1.42,0.82,-0.1928482556901872,30,30,,,,,,,,,,,,,,,,
,,,,,30,,0.6,0,155,1.8666666666666667,-0.38980213333333336,1,,,,,,,,,,
0,30,1.26,0.94,-0.04940171224065125,60,60,,,,,,,10,0.03411294,0.2666666701436043,-0.09804186969995499,0.2,-0.06717256235579683,0.18050446528941394,0.001,0.004533231258392334,-1.9358861684799193
,,,,,60,,0.5172413793103449,0,264,2.0689655172413794,-0.4461883103448276,2,,,,,,,,,,
0,45,1.3,0.9,-0.11540980566293,90,90,,,,,,,20,0.014942388,0.0766666702926159,-0.0648164451122284,0.2,-0.046199581480274435,0.27541606277227404,0.001,-0.0938715934753418,-1.9185003519058228
,,,,,90,,0.5454545454545454,0,376,2.022727272727273,-0.40359311363636363,3,,,,,,,,,,
0,57,1.28,0.88,-0.1112047685496509,120,120,,,,,,,30,0.014871364,0.1433333359658718,-0.07001916319131851,0.2,-0.045828492650762165,0.12253318950533867,0.001,0.24695390462875366,-1.876692807674408
,,,,,120,,0.5,0,486,2.107142857142857,-0.4815879821428571,4,,,,,,,,,,
0,72,1.18,0.92,-0.028550423053093254,150,150,,,,,,,40,0.026882697,0.13333333656191826,-0.05640396103262901,0.2,-0.04701897825036827,0.18956252336502075,0.001,-0.4583015441894531,-1.861823070049286
,,,,,150,,0.5070422535211268,0,589,2.112676056338028,-0.4957071971830985,5,,,,,,,,,,
0,85,1.22,0.92,-0.04996032669674605,180,180,,,,,,,50,0.020822326,0.11666666977107525,-0.06058758497238159,0.2,-0.058363945266852825,0.22690716236829758,0.001,-0.3146708011627197,-1.7562098503112793
,,,,,180,,0.5119047619047619,0,689,2.119047619047619,-0.4934225833333334,6,,,,,,,,,,
0,100,1.1,0.96,-0.02756329636555165,210,210,,,,,,,60,0.07756774,0.3766666740179062,-0.061274852603673935,0.2,-0.07479573542252176,0.1927388019859791,0.001,0.10835427045822144,-1.6707874894142152
,,,,,210,,0.5050505050505051,0,787,2.111111111111111,-0.4921041919191919,7,,,,,,,,,,
0,117,1.22,0.9,-0.08973280551843345,240,240,,,,,,,70,0.037315644,0.23333333879709245,-0.07003767788410187,0.2,-0.06706477558861187,0.20531244054436684,0.001,-0.12232887744903564,-1.5925148367881774
,,,,,240,,0.53,0,898,2.09,-0.47561997000000006,8,,,,,,,,,,
0,132,1.22,0.9,-0.06900173459667712,270,270,,,,,,,80,0.0103390915,0.2700000017881393,-0.05940987914800644,0.2,-0.04775750991577894,0.20547065734863282,0.001,-0.32957756519317627,-1.4145352602005006
,,,,,270,,0.55,0,1016,2.04,-0.4578194900000001,9,,,,,,,,,,
0,149,1.36,0.84,-0.1115265181614086,300,300,,,,,,,90,0.045599207,0.42333332896232606,-0.05335114523768425,0.2,-0.06653971572717018,0.1846098206937313,0.001,-0.10236358642578125,-1.3922993659973144
,,,,,300,,0.56,0,1130,2.02,-0.44306034000000005,10,,,,,,,,,,
0,169,1.3,0.88,-0.1111067819269374,330,330,,,,,,,100,0.040677276,0.17333333678543567,-0.09671125560998917,0.2,-0.0601717478657763,0.14478034861385822,0.001,0.1902642846107483,-1.369692862033844
,,,,,330,,0.65,0,1244,1.86,-0.33216407000000003,11,,,,,,,,,,
0,187,1.36,0.86,-0.15116069137584418,360,360,,,,,,,110,0.02211126,0.13333333730697633,-0.061658263206481934,0.2,-0.043302911837041956,0.13317329362034797,0.001,-0.1690133810043335,-1.2181386590003966
,,,,,360,,0.69,0,1351,1.76,-0.28452129,12,,,,,,,,,,
0,202,1.1,0.96,-0.03257164217531681,390,390,,,,,,,120,0.060219448,0.24333333671092988,-0.09801162034273148,0.2,-0.07541705029085292,0.15465837232768537,0.001,-0.18737459182739258,-1.2104203343391418
,,,,,390,,0.69,0,1448,1.76,-0.26608285000000004,13,,,,,,,,,,
0,218,1.32,0.88,-0.13069381657987833,420,420,,,,,,,130,0.06380788,0.376666671782732,-0.061224501579999924,0.2,-0.06646515756845472,0.22156663313508035,0.001,-0.4807692766189575,-0.8865149199962616
,,,,,420,,0.66,0,1563,1.79,-0.31268619000000003,14,,,,,,,,,,
0,236,1.16,0.94,-0.02887245691847056,450,450,,,,,,,140,0.030056756,0.25666667222976686,0.003713086247444153,0.2,-0.04969251825163745,0.2565809816122055,0.001,0.016028761863708496,-1.0367994487285614
,,,,,450,,0.7,0,1670,1.74,-0.27883136000000003,15,,,,,,,,,,
0,252,1.28,0.9,-0.06969415373168886,480,480,,,,,,,150,0.03691592,0.18333334103226662,-0.0074114203453063965,0.2,-0.04628039052089052,0.22691305428743364,0.001,0.07939350605010986,-0.8389057397842408
,,,,,480,,0.68,0,1783,1.75,-0.31651401,16,,,,,,,,,,
0,273,1.26,0.9,-0.11209816629532725,510,510,,,,,,,160,0.033217784,0.14333333782851695,-0.02551056444644928,0.2,-0.04780753055276978,0.21232870668172837,0.001,-0.1460249423980713,-1.1830934166908265
,,,,,510,,0.7,0,1894,1.71,-0.31299378,17,,,,,,,,,,
0,296,1.2,0.92,-0.05025372358504683,540,540,,,,,,,170,0.03761746,0.13000000230967998,-0.025582831352949142,0.2,-0.039065928179770726,0.11450215354561806,0.001,0.24755221605300903,-0.7800495743751525
,,,,,540,,0.75,0,1997,1.63,-0.29062442,18,,,,,,,,,,
0,310,1.34,0.86,-0.14991411738097668,570,570,,,,,,,180,0.033883724,0.143333338201046,-0.07023105025291443,0.2,-0.05120879168311756,0.11287591606378555,0.001,0.009799838066101074,-0.805607134103775
,,,,,570,,0.75,0,2122,1.66,-0.29764918000000007,19,,,,,,,,,,
0,330,1.24,0.9,-0.11369336436968297,600,600,,,,,,,190,0.027206276,0.07666666880249977,-0.020855627954006195,0.2,-0.02960753727393848,0.1910116769373417,0.001,0.20429116487503052,-0.8876939594745636
,,,,,600,,0.78,0,2241,1.61,-0.23551182999999998,20,,,,,,,,,,
0,348,1.24,0.9,-0.11076889724470675,630,630,,,,,,,200,0.014191232,0.10666666813194751,0.017696570605039597,0.2,-0.025156844720088854,0.22531217634677886,0.001,-0.6675591468811035,-0.9863565862178802
,,,,,630,,0.8,0,2357,1.56,-0.18147478000000003,21,,,,,,,,,,
0,363,1.18,0.94,-0.04806052059866488,660,660,,,,,,,210,0.015781777,0.14666667059063912,-0.03878112509846687,0.2,-0.03206822355588272,0.09891675636172295,0.001,0.22375160455703735,-1.194681453704834
,,,,,660,,0.78,0,2463,1.61,-0.19650541000000005,22,,,,,,,,,,
0,378,1.22,0.92,-0.07157921859063208,690,690,,,,,,,220,0.025816156,0.14000000432133675,-0.01985999196767807,0.2,-0.03240776715024065,0.17623238414525985,0.001,0.047464191913604736,-0.8501697301864624
,,,,,690,,0.71,0,2571,1.74,-0.25893725999999995,23,,,,,,,,,,
0,394,1.14,0.96,-0.007954069906845688,720,720,,,,,,,230,0.032636445,0.08333333507180214,-0.02401595190167427,0.2,-0.03427505929660875,0.18075510933995248,0.001,0.16236472129821777,-0.9410471022129059
,,,,,720,,0.66,0,2676,1.82,-0.27047654,24,,,,,,,,,,
0,408,1.2,0.96,-0.048834181679412725,750,750,,,,,,,240,0.09872517,0.44000001028180125,-0.03229672089219093,0.2,-0.04893204758564629,0.1256553888320923,0.001,0.35203248262405396,-0.803590327501297
,,,,,750,,0.64,0,2787,1.84,-0.27631226000000003,25,,,,,,,,,,
0,427,1.24,0.9,-0.05146992976777256,780,780,,,,,,,250,0.06534431,0.1200000062584877,-0.04671834036707878,0.2,-0.04309836696212495,0.16884154677391053,0.001,0.08521795272827148,-0.785374891757965
,,,,,780,,0.66,0,2889,1.82,-0.25172623,26,,,,,,,,,,
0,447,1.1,0.96,-0.050369383310899137,810,810,,,,,,,260,0.0061141313,0.056666669249534604,0.006025675684213638,0.2,-0.013824803859849143,0.16660630255937575,0.001,-1.3424763679504395,-0.7510761439800262
,,,,,810,,0.67,0,2986,1.81,-0.2623105,27,,,,,,,,,,
0,463,1.26,0.9,-0.11162860077340156,840,840,,,,,,,270,0.094530456,0.33333333432674406,0.0039983466267585754,0.2,-0.040134432706981825,0.15586368590593339,0.001,0.10054939985275269,-0.918772405385971
,,,,,840,,0.66,0,3095,1.82,-0.24820902999999994,28,,,,,,,,,,
0,478,1.2,0.94,-0.048836117745377126,870,870,,,,,,,280,0.05785732,0.1666666693985462,-0.05140479654073715,0.2,-0.04499434637526667,0.11107039973139762,0.001,0.27525925636291504,-0.9292705833911896
,,,,,870,,0.67,0,3203,1.81,-0.24345452,29,,,,,,,,,,
0,497,1.32,0.88,-0.1107566913496703,900,900,,,,,,,290,0.025215806,0.15333333946764469,0.00476856529712677,0.2,-0.039274442990620884,0.21351010948419571,0.001,0.1853145956993103,-1.0984467267990112
,,,,,900,,0.74,0,3317,1.72,-0.1965327,30,,,,,,,,,,
0,515,1.12,0.96,-0.027822016538120806,930,930,,,,,,,300,0.010451438,0.10000000186264515,-0.019926730543375015,0.2,-0.017978365973879917,0.10659858956933022,0.001,0.19446557760238647,-0.9499633431434631
,,,,,930,,0.74,0,3422,1.71,-0.20926793,31,,,,,,,,,,
0,532,1.32,0.86,-0.12989031969569623,960,960,,,,,,,310,0.026524615,0.12333333641290664,0.006483875215053558,0.2,-0.03606377928517759,0.20546866506338118,0.001,0.12484121322631836,-0.9209766447544098
,,,,,960,,0.73,0,3538,1.72,-0.24829848,32,,,,,,,,,,
0,550,1.2,0.94,-0.04964477763045579,990,990,,,,,,,320,0.025448067,0.11333333626389504,-0.03328874707221985,0.2,-0.04272142825648188,0.16328257396817208,0.001,0.29826945066452026,-1.0662409305572509
,,,,,990,,0.73,0,3656,1.71,-0.2497306,33,,,,,,,,,,
0,569,1.24,0.94,-0.00914879450108856,1020,1020,,,,,,,330,0.040275462,0.2133333384990692,-0.05822397395968437,0.2,-0.057429836541414224,0.17974878922104837,0.001,-0.08707892894744873,-1.1393249392509461
,,,,,1020,,0.75,0,3764,1.64,-0.24389709,34,,,,,,,,,,
0,586,1.16,0.96,-0.029507863144390287,1050,1050,,,,,,,340,0.041519832,0.22666667103767396,-0.029741697013378143,0.2,-0.04140696265424282,0.18745653629302977,0.001,-0.11873030662536621,-1.2535192251205445
,,,,,1050,,0.73,0,3866,1.69,-0.25572772,35,,,,,,,,,,
0,606,1.14,0.94,-0.04798707622103393,1080,1080,,,,,,,350,0.06742926,0.35000000447034835,-0.06567275524139404,0.2,-0.0610137708112596,0.10793529488146306,0.001,0.29542815685272217,-1.1294480443000794
,,,,,1080,,0.72,0,3995,1.66,-0.27839061,36,,,,,,,,,,
0,625,1.3,0.9,-0.10958619399927556,1110,1110,,,,,,,360,0.021568898,0.11000000387430191,-0.019510548561811447,0.2,-0.0325094549683854,0.17924239709973336,0.001,0.17772406339645386,-1.031118679046631
,,,,,1110,,0.75,0,4105,1.61,-0.24806432,37,,,,,,,,,,
0,640,1.4,0.84,-0.15305244508199395,1140,1140,,,,,,,370,0.058846608,0.2966666750609875,-0.04782920703291893,0.2,-0.0684369896352294,0.16904808282852174,0.001,0.28987276554107666,-0.8159223437309265
,,,,,1140,,0.73,0,4225,1.66,-0.25684942000000005,38,,,,,,,,,,
0,659,1.26,0.9,-0.11243467770516873,1170,1170,,,,,,,380,0.013273595,0.06000000238418579,0.0005889609456062317,0.2,-0.021777160201842706,0.195333094894886,0.001,0.09350079298019409,-0.8838697791099548
,,,,,1170,,0.75,0,4341,1.65,-0.24392311999999997,39,,,,,,,,,,
0,682,1.2,0.92,-0.08885180697310716,1200,1200,,,,,,,390,0.026935553,0.19000000581145288,-0.011424444615840912,0.2,-0.03205986555665703,0.15090674608945848,0.001,0.19868695735931396,-0.9342534124851227
,,,,,1200,,0.75,0,4450,1.6,-0.2595158,40,,,,,,,,,,
0,698,1.2,0.94,-0.0504440719075501,1230,1230,,,,,,,400,0.043653805,0.23666666969656944,-0.05916609615087509,0.2,-0.06306238107693699,0.16159651577472686,0.001,0.10713154077529907,-1.0114198803901673
,,,,,1230,,0.74,0,4556,1.63,-0.2774212,41,,,,,,,,,,
0,716,1.3,0.86,-0.15097531168721617,1260,1260,,,,,,,410,0.03358186,0.3033333383500576,0.003333650529384613,0.2,-0.038166811627646166,0.19807972609996796,0.001,0.21550512313842773,-0.7873969435691833
,,,,,1260,,0.75,0,4671,1.62,-0.25480866,42,,,,,,,,,,
0,729,1.22,0.9,-0.11055234589613974,1290,1290,,,,,,,420,0.016195364,0.18000000342726707,0.01928219571709633,0.2,-0.026291267750784896,0.16789475083351135,0.001,0.16380661725997925,-0.6968248367309571
,,,,,1290,,0.69,0,4789,1.72,-0.30247638000000004,43,,,,,,,,,,
0,747,1.28,0.88,-0.09050024142954499,1320,1320,,,,,,,430,0.034435146,0.1066666692495346,-0.012889400124549866,0.2,-0.03882844018128999,0.17273160964250564,0.001,0.17912530899047852,-0.5904551029205323
,,,,,1320,,0.7,0,4917,1.7,-0.28011443,44,,,,,,,,,,
0,768,1.4,0.82,-0.15437304733786733,1350,1350,,,,,,,440,0.008549162,0.05666666850447655,0.023575779050588608,0.2,-0.020417204899713416,0.23954412788152696,0.001,-0.20779430866241455,-0.5075597196817399
,,,,,1350,,0.71,0,5039,1.68,-0.25015483,45,,,,,,,,,,
0,787,1.06,0.98,-0.027073113885708152,1380,1380,,,,,,,450,0.030892609,0.06666666828095913,0.000754818320274353,0.2,-0.028470140676945376,0.1121215894818306,0.001,-0.6439192295074463,-0.36366629898548125
,,,,,1380,,0.7,0,5139,1.71,-0.23360281000000005,46,,,,,,,,,,
0,807,1.38,0.84,-0.1121208941983059,1410,1410,,,,,,,460,0.0064736945,0.026666668057441712,0.06708177924156189,0.2,-0.007315151765942574,0.1767268106341362,0.001,0.07965576648712158,-0.2586134672164917
,,,,,1410,,0.73,0,5256,1.65,-0.21090961000000003,47,,,,,,,,,,
0,831,1.22,0.92,-0.08970900983549654,1440,1440,,,,,,,470,0.010905369,0.04000000208616257,0.028935043141245842,0.2,-0.013519797675932565,0.14160775244235993,0.001,0.15692514181137085,-0.1848539188504219
,,,,,1440,,0.82,0,5357,1.47,-0.12857659,48,,,,,,,,,,
0,848,1.26,0.9,-0.05408977707847953,1470,1470,,,,,,,480,0.0031187118,0.020000001043081285,0.049166928976774216,0.2,-0.002086132701175991,0.13788655400276184,0.001,-0.4268803596496582,-0.11970061734318733
,,,,,1470,,0.81,0,5479,1.49,-0.15260326000000002,49,,,,,,,,,,
0,866,1.2,0.92,-0.0687296808604151,1500,1500,,,,,,,490,1.0053317e-06,0.0,0.10655729472637177,0.2,0.00010570069197726183,0.27738719433546066,0.001,0.0781603455543518,-0.08685901090502739
,,,,,1500,,0.78,0,5582,1.52,-0.20800585000000002,50,,,,,,,,,,
0,886,1.26,0.9,-0.09550143918953836,1530,1530,,,,,,,500,0.06439242,0.04333333559334278,0.06604084372520447,0.2,-0.01180245492917802,0.21147532910108566,0.001,0.08852416276931763,-0.12116765454411507
,,,,,1530,,0.79,0,5692,1.5,-0.20889457999999997,51,,,,,,,,,,
0,906,1.34,0.84,-0.1543773874361068,1560,1560,,,,,,,510,0.0047845123,0.030000001564621924,0.04929117113351822,0.2,-0.010370128733726957,0.16265581101179122,0.001,0.205308198928833,-0.08204212710261345
,,,,,1560,,0.78,0,5820,1.51,-0.23009445999999997,52,,,,,,,,,,
0,924,1.24,0.92,-0.06975922177080066,1590,1590,,,,,,,520,7.589658e-07,0.0,0.05956636369228363,0.2,-5.3987503548924566e-05,0.15779392123222352,0.001,0.3284858465194702,-0.06441182121634484
,,,,,1590,,0.75,0,5949,1.58,-0.25622013000000005,53,,,,,,,,,,
0,941,1.16,0.96,-0.04813033770304173,1620,1620,,,,,,,530,1.35660175e-05,0.0,0.037999093532562256,0.2,-0.0003758361871829763,0.11141774207353591,0.001,0.42986470460891724,-0.07407826632261276
,,,,,1620,,0.73,0,6069,1.64,-0.26417616,54,,,,,,,,,,
0,960,1.3,0.86,-0.11015063925646246,1650,1650,,,,,,,540,0.00018993815,0.0,0.05231855437159538,0.2,-0.0008359049744588454,0.15870630964636803,0.001,-0.002054929733276367,-0.08118919655680656
,,,,,1650,,0.76,0,6191,1.58,-0.22969230999999998,55,,,,,,,,,,
0,979,1.26,0.9,-0.09424344542901963,1680,1680,,,,,,,550,7.564028e-05,0.0,0.09410414844751358,0.2,-0.0006169762191412076,0.22142841517925263,0.001,0.1745578646659851,-0.0695847064256668
,,,,,1680,,0.74,0,6321,1.65,-0.24339910999999997,56,,,,,,,,,,
0,997,1.14,0.94,-0.030435015349648892,1710,1710,,,,,,,560,2.570947e-05,0.0,0.09499834477901459,0.2,-0.0004739599958703877,0.23600879609584807,0.001,-0.01822948455810547,-0.0756567321717739
,,,,,1710,,0.76,0,6439,1.61,-0.23176228999999998,57,,,,,,,,,,
0,1016,1.36,0.86,-0.07053880749270319,1740,1740,,,,,,,570,2.9246012e-06,0.0,0.10289996862411499,0.2,8.150915273290593e-05,0.26505875289440156,0.001,0.18145352602005005,-0.06772256419062614
,,,,,1740,,0.73,0,6578,1.65,-0.2304727,58,,,,,,,,,,
0,1034,1.22,0.92,-0.07355152085889131,1770,1770,,,,,,,580,0.0017546256,0.010000000521540642,0.0277561042457819,0.2,-0.00936895013398793,0.26256385669112203,0.001,-1.8100359439849854,-0.07075550183653831
,,,,,1770,,0.74,0,6711,1.62,-0.22681227000000004,59,,,,,,,,,,
0,1054,1.3,0.9,-0.11211982324253768,1800,1800,,,,,,,590,0.0023199618,0.013333334028720856,0.08604321628808975,0.2,-0.0044169819545157194,0.23397982865571976,0.001,0.25474584102630615,-0.05207306854426861
,,,,,1800,,0.76,0,6833,1.6,-0.20787854999999997,60,,,,,,,,,,
0,1073,1.18,0.92,-0.08877625879831612,1830,1830,,,,,,,600,4.9670535e-07,0.0,0.04453373700380325,0.2,-4.5975645298312885e-05,0.1266076683998108,0.001,0.19886767864227295,-0.036699481308460236
,,,,,1830,,0.77,0,6949,1.59,-0.18754707,61,,,,,,,,,,
0,1096,1.28,0.86,-0.14951507698744534,1860,1860,,,,,,,610,1.748403e-07,0.0,0.03193103149533272,0.2,1.3107061544559429e-06,0.09045973122119903,0.001,0.296339213848114,-0.03401102758944034
,,,,,1860,,0.82,0,7076,1.49,-0.12000575,62,,,,,,,,,,
0,1113,1.32,0.86,-0.1313021117914468,1890,1890,,,,,,,620,0.05007657,0.026666668057441712,0.009952482767403126,0.2,-0.008956969796369308,0.051133035123348235,0.001,-1.3182024955749512,-0.04190741553902626
,,,,,1890,,0.8,0,7202,1.53,-0.17589062000000003,63,,,,,,,,,,
0,1133,1.18,0.94,-0.04875757341273129,1920,1920,,,,,,,630,0.00091854134,0.006666667014360428,0.0870182067155838,0.2,-0.002880084543139816,0.3587877437472343,0.001,0.3111422657966614,-0.05663614645600319
,,,,,1920,,0.8,0,7329,1.53,-0.18954144,64,,,,,,,,,,
0,1154,1.26,0.88,-0.13142945530358702,1950,1950,,,,,,,640,2.7219454e-07,0.0,0.08287012577056885,0.2,1.648545254280265e-05,0.2127150386571884,0.001,0.1707555651664734,-0.045590049400925634
,,,,,1950,,0.81,0,7462,1.49,-0.17960978000000005,65,,,,,,,,,,
0,1176,1.16,0.94,-0.06792055908124894,1980,1980,,,,,,,650,3.576279e-08,0.0,0.059297576546669006,0.2,-3.859281589200236e-05,0.1444498248398304,0.001,0.10868370532989502,-0.05171618089079857
,,,,,1980,,0.83,0,7572,1.45,-0.18868104000000002,66,,,,,,,,,,
0,1193,1.3,0.86,-0.1102954141702503,2010,2010,,,,,,,660,0.0143329585,0.026666668057441712,0.07466099411249161,0.2,-0.008310835290079232,0.19633297324180604,0.001,-0.10440635681152344,-0.05071762725710869
,,,,,2010,,0.78,0,7700,1.54,-0.22895069999999998,67,,,,,,,,,,
0,1215,1.28,0.9,-0.11070844820700586,2040,2040,,,,,,,670,1.9272169e-07,0.0,0.0690421611070633,0.2,-6.605028974564498e-05,0.1669246196746826,0.001,0.26106029748916626,-0.04939462207257748
,,,,,2040,,0.83,0,7826,1.46,-0.17232709999999998,68,,,,,,,,,,
0,1235,1.12,0.96,-0.03379950622096658,2070,2070,,,,,,,680,6.198883e-07,0.0,0.047161735594272614,0.2,-6.885250434311985e-05,0.1416996382176876,0.001,0.18741178512573242,-0.0431368563324213
,,,,,2070,,0.83,0,7948,1.46,-0.16272159999999997,69,,,,,,,,,,
0,1254,1.26,0.9,-0.08915702815633267,2100,2100,,,,,,,690,1.1920929e-08,0.0,0.03245163708925247,0.2,-7.2515012159879435e-06,0.09524370804429054,0.001,0.2420455813407898,-0.034977877512574196
,,,,,2100,,0.81,0,8101,1.51,-0.16438097,70,,,,,,,,,,
0,1270,1.2,0.92,-0.07183798770885914,2130,2130,,,,,,,700,0.0,0.0,0.0407603494822979,0.2,3.785887997764803e-07,0.1263832852244377,0.001,-0.02707839012145996,-0.03483600951731205
,,,,,2130,,0.77,0,8211,1.56,-0.1970463,71,,,,,,,,,,
0,1291,1.16,0.94,-0.04840560644399375,2160,2160,,,,,,,710,3.973643e-09,0.0,0.09550177305936813,0.2,-1.2112061269853313e-05,0.21919270604848862,0.001,0.20590144395828247,-0.03750182278454304
,,,,,2160,,0.77,0,8318,1.55,-0.21520177000000001,72,,,,,,,,,,
0,1310,1.26,0.92,-0.04925939309410751,2190,2190,,,,,,,720,3.973643e-09,0.0,0.07574243098497391,0.2,-8.068581409226283e-06,0.204414302110672,0.001,0.35296255350112915,-0.0402417428791523
,,,,,2190,,0.76,0,8440,1.55,-0.22327923,73,,,,,,,,,,
0,1325,1.18,0.92,-0.07392135922797025,2220,2220,,,,,,,730,8.225441e-07,0.0,0.05649437755346298,0.2,-0.00010731081227857153,0.15277423486113548,0.001,0.24656009674072266,-0.038118543848395345
,,,,,2220,,0.71,0,8556,1.65,-0.2755189,74,,,,,,,,,,
0,1343,1.0,1.0,-0.006455511995591223,2250,2250,,,,,,,740,5.7419143e-06,0.0,0.09043183922767639,0.2,-0.00028318007136185486,0.22040769308805466,0.001,0.07044678926467896,-0.04131046086549759
,,,,,2250,,0.7,0,8656,1.67,-0.28371462000000003,75,,,,,,,,,,
0,1366,1.26,0.9,-0.11078087578061968,2280,2280,,,,,,,750,2.7815501e-08,0.0,0.09547389298677444,0.2,1.7063617969981237e-05,0.22927126735448838,0.001,0.20144057273864746,-0.033686565980315206
,,,,,2280,,0.75,0,8785,1.56,-0.26310023,76,,,,,,,,,,
0,1383,1.24,0.9,-0.08997668753378094,2310,2310,,,,,,,760,3.973643e-09,0.0,0.052389923483133316,0.2,-7.571379348236818e-06,0.13945316299796104,0.001,0.4692538380622864,-0.03318815343081951
,,,,,2310,,0.75,0,8904,1.62,-0.26301757,77,,,,,,,,,,
0,1399,1.3,0.86,-0.1495241228863597,2340,2340,,,,,,,770,0.0011286676,0.006666667014360428,0.0422278493642807,0.2,-0.0003037930487092222,0.13952342048287392,0.001,0.276653528213501,-0.08483697474002838
,,,,,2340,,0.72,0,9028,1.69,-0.28340156000000005,78,,,,,,,,,,
0,1419,1.28,0.92,-0.07013540455605835,2370,2370,,,,,,,780,0.00063721935,0.003333333507180214,0.07735694944858551,0.2,-0.0009429495595395743,0.22081466317176818,0.001,0.05998915433883667,-0.0812877357006073
,,,,,2370,,0.78,0,9144,1.58,-0.22607806,79,,,,,,,,,,
0,1439,1.08,0.98,-0.007402856932021678,2400,2400,,,,,,,790,0.0,0.0,0.05884547904133797,0.2,7.430712427591857e-08,0.1432169109582901,0.001,0.23360580205917358,-0.03029721397906542
,,,,,2400,,0.78,0,9252,1.55,-0.21678500999999997,80,,,,,,,,,,
0,1457,1.12,0.96,-0.04706743963994086,2430,2430,,,,,,,800,1.39077505e-08,0.0,0.06662020087242126,0.2,-9.112358022367317e-06,0.16795650124549866,0.001,0.03172755241394043,-0.03699059896171093
,,,,,2430,,0.76,0,9358,1.61,-0.23111110999999998,81,,,,,,,,,,
0,1477,1.36,0.84,-0.1308039888041094,2460,2460,,,,,,,810,0.002003952,0.020000001043081285,0.04641442745923996,0.2,-0.0009192852184059852,0.1579633593559265,0.001,0.16512250900268555,-0.03175127115100622
,,,,,2460,,0.76,0,9491,1.58,-0.22842194,82,,,,,,,,,,
0,1494,1.34,0.86,-0.1517022939864546,2490,2490,,,,,,,820,0.0,0.0,0.03394489735364914,0.2,-4.162391082918049e-07,0.1171171359717846,0.001,0.25686025619506836,-0.030234958045184612
,,,,,2490,,0.77,0,9612,1.55,-0.22756473,83,,,,,,,,,,
0,1517,1.26,0.88,-0.13153910379856826,2520,2520,,,,,,,830,0.008819668,0.023333334550261497,0.03694472461938858,0.2,-0.005232208330805043,0.13570139184594154,0.001,0.3868110775947571,-0.034823868051171304
,,,,,2520,,0.77,0,9724,1.54,-0.23032845,84,,,,,,,,,,
0,1533,1.2,0.92,-0.08895381602924317,2550,2550,,,,,,,840,0.0047039627,0.030000001564621924,0.04438629001379013,0.2,-0.0050221552172055265,0.1518447831273079,0.001,0.07131576538085938,-0.0861112765967846
,,,,,2550,,0.73,0,9839,1.64,-0.27944097,85,,,,,,,,,,
0,1551,1.26,0.9,-0.10923051381483674,2580,2580,,,,,,,850,0.0004909754,0.0,0.05326686426997185,0.2,-0.0019754277472141977,0.18562188297510146,0.001,0.1675887107849121,-0.08183794841170311
,,,,,2580,,0.74,0,9957,1.6,-0.28111715000000004,86,,,,,,,,,,
0,1566,1.46,0.84,-0.13153853672090918,2610,2610,,,,,,,860,1.0285775e-05,0.0,0.0492105558514595,0.2,-0.00023335973382927478,0.15740720555186272,0.001,0.18851298093795776,-0.05901614092290401
,,,,,2610,,0.73,0,10083,1.65,-0.27231967,87,,,,,,,,,,
0,1586,1.14,0.94,-0.07442060736473649,2640,2640,,,,,,,870,3.707409e-06,0.0,0.01487793866544962,0.2,6.261110299714545e-05,0.09283607546240091,0.001,0.39150941371917725,-0.07064253985881805
,,,,,2640,,0.72,0,10193,1.66,-0.28496348999999993,88,,,,,,,,,,
0,1608,1.3,0.86,-0.12999660711735486,2670,2670,,,,,,,880,0.012537583,0.023333334550261497,0.050739988684654236,0.2,-0.001640133654388265,0.17747914642095566,0.001,0.14913898706436157,-0.12721728086471557
,,,,,2670,,0.75,0,10337,1.6,-0.24385335000000002,89,,,,,,,,,,
0,1629,1.2,0.9,-0.06835804019588977,2700,2700,,,,,,,890,5.586942e-06,0.0,0.06228403374552727,0.2,-0.00013355918080071305,0.18378642350435256,0.001,-0.4994868040084839,-0.08747330978512764
,,,,,2700,,0.79,0,10452,1.55,-0.19151624,90,,,,,,,,,,
0,1647,1.32,0.88,-0.09093939303886145,2730,2730,,,,,,,900,2.2912025e-05,0.0,0.059789884835481644,0.2,-0.00032644584698573456,0.14873808473348618,0.001,-0.5065065622329712,-0.10480106770992278
,,,,,2730,,0.76,0,10574,1.6,-0.20463627000000006,91,,,,,,,,,,
0,1667,1.26,0.88,-0.12974933694582433,2760,2760,,,,,,,910,0.07151222,0.08666667118668556,0.08294729143381119,0.2,-0.018548047207296036,0.27039323896169665,0.001,0.0045105814933776855,-0.1963364489376545
,,,,,2760,,0.82,0,10694,1.49,-0.16326087,92,,,,,,,,,,
0,1685,1.14,0.94,-0.06787524562794715,2790,2790,,,,,,,920,0.00066343544,0.0,0.07146543264389038,0.2,-0.0024644462321399274,0.2269547775387764,0.001,0.1284388303756714,-0.18453913778066636
,,,,,2790,,0.82,0,10809,1.5,-0.16313018000000004,93,,,,,,,,,,
