env/current_idx,eval/mean_reward,env/n_steps,eval/success_rate,env/completion_counter,time/total_timesteps,eval/mean_ep_length,time/fps,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/loss,train/clip_range,train/n_updates,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/value_loss,train/approx_kl,train/policy_gradient_loss
,,,,,5520,,0,21160,0.71,1.66,184,-0.27550427999999993,,,,,,,,,,
2950,-0.028828105060383677,5550,0.92,0,5550,1.26,,,,,,,0.1385466456413269,0.2,920,0.0001,0.2618616223335266,-0.4395461559295654,0.0,0.2866544544696808,1.1098385e-05,-0.00033789395762156004
,,,,,5550,,0,21272,0.73,1.64,185,-0.26440335000000004,,,,,,,,,,
2967,-0.11011169686447829,5580,0.88,0,5580,1.3,,,,,,,0.11331866681575775,0.2,925,0.0001,0.050626158714294434,-0.4445755839347839,0.0,0.23944245874881745,2.56896e-06,0.000127801894365831
,,,,,5580,,0,21394,0.73,1.67,186,-0.27439230000000003,,,,,,,,,,
2987,-0.06898151130415499,5610,0.94,0,5610,1.16,,,,,,,0.12429848313331604,0.2,930,0.0001,-0.08381712436676025,-0.43944730758666994,0.0,0.2567897170782089,7.2975954e-06,-0.00022912184911554333
,,,,,5610,,0,21509,0.72,1.66,187,-0.29888679,,,,,,,,,,
3006,-0.09040782982017845,5640,0.88,0,5640,1.36,,,,,,,0.09067340195178986,0.2,935,0.0001,0.3444759249687195,-0.4431666910648346,0.0,0.18836979269981385,5.1041443e-06,-0.0005498025908309501
,,,,,5640,,0,21632,0.75,1.62,188,-0.25581205,,,,,,,,,,
3025,-0.06986343884374946,5670,0.9,0,5670,1.28,,,,,,,0.07243310660123825,0.2,940,0.0001,0.3815920352935791,-0.44015820026397706,0.0,0.15942092835903168,1.7172099e-05,3.279606498836074e-05
,,,,,5670,,0,21744,0.76,1.61,189,-0.23682281999999996,,,,,,,,,,
3041,-0.09560118439141661,5700,0.84,0,5700,1.34,,,,,,,0.1154380664229393,0.2,945,0.0001,-0.07234680652618408,-0.5288735032081604,0.006666667014360428,0.2749646842479706,0.0008227567,-0.006219268298397296
,,,,,5700,,0,21865,0.73,1.67,190,-0.25275572,,,,,,,,,,
3056,-0.028311223569326104,5730,0.94,0,5730,1.12,,,,,,,0.11875046789646149,0.2,950,0.0001,-0.07668936252593994,-0.4333575963973999,0.0,0.2418632447719574,8.781751e-06,-0.00040428162048016246
,,,,,5730,,0,21979,0.71,1.71,191,-0.27222617000000005,,,,,,,,,,
3076,-0.07069084115326404,5760,0.94,0,5760,1.16,,,,,,,0.18063530325889587,0.2,955,0.0001,-0.12218117713928223,-0.426183420419693,0.0,0.3815843045711517,3.1564632e-05,-0.00050565651637271
,,,,,5760,,0,22090,0.73,1.67,192,-0.24980909000000004,,,,,,,,,,
3095,-0.0725179246533662,5790,0.9,0,5790,1.32,,,,,,,0.0732627734541893,0.2,960,0.0001,0.27097344398498535,-0.4215176224708557,0.0,0.1519046813249588,3.2981237e-07,1.4214515515931226e-05
,,,,,5790,,0,22215,0.74,1.66,193,-0.22576763000000002,,,,,,,,,,
3112,-0.09141683828085662,5820,0.86,0,5820,1.3,,,,,,,0.08582014590501785,0.2,965,0.0001,0.17746984958648682,-0.42179412841796876,0.0,0.17940568327903747,1.5866757e-05,-0.0007527522251862707
,,,,,5820,,0,22334,0.7,1.72,194,-0.28302538,,,,,,,,,,
3131,-0.051933687166310846,5850,0.9,0,5850,1.28,,,,,,,0.10067498683929443,0.2,970,0.0001,0.1766321063041687,-0.42374512553215027,0.0,0.21282962262630462,4.5895575e-07,-2.968311281748015e-06
,,,,,5850,,0,22446,0.73,1.68,195,-0.26796061000000004,,,,,,,,,,
3153,-0.11130263627041131,5880,0.88,0,5880,1.3,,,,,,,0.10423041135072708,0.2,975,0.0001,0.0514073371887207,-0.4274262547492981,0.0,0.21762088239192962,1.1205673e-06,-6.387631098405677e-05
,,,,,5880,,0,22562,0.78,1.54,196,-0.21170322,,,,,,,,,,
3169,-0.04756358810700476,5910,0.96,0,5910,1.14,,,,,,,0.0838758796453476,0.2,980,0.0001,-0.07347369194030762,-0.4242685854434967,0.0,0.17700961232185364,2.3841858e-07,-2.274115897904494e-06
,,,,,5910,,0,22697,0.76,1.57,197,-0.22902597000000002,,,,,,,,,,
3188,-0.13318852686323226,5940,0.86,0,5940,1.34,,,,,,,0.11706830561161041,0.2,985,0.0001,0.15650391578674316,-0.4280277669429779,0.0,0.24400482475757598,1.2636185e-06,-7.80816865153966e-05
,,,,,5940,,0,22825,0.73,1.61,198,-0.25014601,,,,,,,,,,
3205,-0.06994480970315635,5970,0.9,0,5970,1.26,,,,,,,0.06790332496166229,0.2,990,0.0001,0.32627880573272705,-0.42432727813720705,0.0,0.1479377865791321,1.3830265e-05,-0.000622035056391379
,,,,,5970,,0,22944,0.73,1.62,199,-0.25292923999999994,,,,,,,,,,
3225,-0.047476898198947314,6000,0.96,0,6000,1.14,,,,,,,0.1166686862707138,0.2,995,0.0001,0.10209715366363525,-0.42600635886192323,0.0,0.2449281096458435,4.3139855e-05,-0.0009170051454566064
,,,,,6000,,0,23050,0.73,1.62,200,-0.22720400999999998,,,,,,,,,,
3243,-0.07001855580601841,6030,0.88,0,6030,1.28,,,,,,,0.10643649846315384,0.2,1000,0.0001,-1.1445822715759277,-0.41519362926483155,0.0,0.22673228979110718,1.1422237e-05,-0.00021661341064245222
,,,,,6030,,0,23159,0.72,1.65,201,-0.23277603,,,,,,,,,,
3262,-0.09096297197509556,6060,0.88,0,6060,1.34,,,,,,,0.10684794932603836,0.2,1005,0.0001,0.09009444713592529,-0.4037951946258545,0.0,0.22135398983955384,1.3122956e-05,-0.00037253300455617475
,,,,,6060,,0,23280,0.74,1.64,202,-0.22047640999999998,,,,,,,,,,
3282,-0.026635281844064593,6090,0.98,0,6090,1.04,,,,,,,0.08537926524877548,0.2,1010,0.0001,0.3410106301307678,-0.39811253547668457,0.0,0.17677120864391327,8.896986e-06,6.725390766710859e-05
,,,,,6090,,0,23391,0.77,1.59,203,-0.20226093000000003,,,,,,,,,,
3299,-0.11239862922113389,6120,0.86,0,6120,1.34,,,,,,,0.08197800070047379,0.2,1015,0.0001,0.2407071590423584,-0.443252420425415,0.026666668057441712,0.18128420710563659,0.01029917,-0.0036283043337364874
,,,,,6120,,0,23514,0.77,1.61,204,-0.20908014999999996,,,,,,,,,,
3314,-0.073423144351691,6150,0.84,0,6150,1.36,,,,,,,0.083015076816082,0.2,1020,0.0001,0.27020686864852905,-0.42011632919311526,0.020000001043081285,0.17720531225204467,0.0032872062,-0.0022926485786832983
,,,,,6150,,0,23637,0.75,1.65,205,-0.25645506999999995,,,,,,,,,,
3337,-0.04798423132393509,6180,0.96,0,6180,1.1,,,,,,,0.13037139177322388,0.2,1025,0.0001,-0.018471121788024902,-0.38431490063667295,0.0,0.2698524832725525,1.736482e-05,-0.0005702229383555135
,,,,,6180,,0,23733,0.78,1.57,206,-0.24172067999999997,,,,,,,,,,
3357,-0.07059362441767007,6210,0.9,0,6210,1.22,,,,,,,0.09562015533447266,0.2,1030,0.0001,0.10404795408248901,-0.47143396735191345,0.0,0.2097913920879364,1.8364191e-05,-0.0010862171696499167
,,,,,6210,,0,23845,0.76,1.58,207,-0.26612062000000003,,,,,,,,,,
3376,-0.11140855217818171,6240,0.88,0,6240,1.34,,,,,,,0.07612067461013794,0.2,1035,0.0001,0.39870190620422363,-0.36711922883987425,0.0,0.16450195610523224,6.259481e-05,-0.0017216257401742041
,,,,,6240,,0,23960,0.77,1.56,208,-0.25977691,,,,,,,,,,
3394,-0.13126941036432982,6270,0.88,0,6270,1.3,,,,,,,0.11631421744823456,0.2,1040,0.0001,0.12834489345550537,-0.35457637906074524,0.0,0.24058956503868104,6.0617924e-05,-0.0005939026778410295
,,,,,6270,,0,24072,0.74,1.61,209,-0.27570849000000003,,,,,,,,,,
3413,-0.0690657899947837,6300,0.92,0,6300,1.2,,,,,,,0.09917523711919785,0.2,1045,0.0001,0.11941897869110107,-0.3510245084762573,0.006666667014360428,0.22208060324192047,0.0011529684,-0.002399593679389689
,,,,,6300,,0,24189,0.78,1.52,210,-0.22719148999999997,,,,,,,,,,
3431,-0.09591880067717284,6330,0.9,0,6330,1.26,,,,,,,0.05381521210074425,0.2,1050,0.0001,0.44179099798202515,-0.3433669149875641,0.0,0.11045698076486588,1.7086664e-06,3.933638390023475e-05
,,,,,6330,,0,24303,0.77,1.56,211,-0.23904904999999996,,,,,,,,,,
3450,-0.09164308660198003,6360,0.88,0,6360,1.3,,,,,,,0.09638985991477966,0.2,1055,0.0001,0.33006882667541504,-0.3375837504863739,0.0,0.19985535144805908,2.4636586e-07,-1.5544494696584365e-05
,,,,,6360,,0,24420,0.75,1.6,212,-0.24774522,,,,,,,,,,
3472,-0.11003758900333196,6390,0.9,0,6390,1.26,,,,,,,0.09161384403705597,0.2,1060,0.0001,0.17037874460220337,-0.3380389273166656,0.0,0.19981833696365356,2.6067098e-06,-0.00020782669923704588
,,,,,6390,,0,24532,0.75,1.59,213,-0.24847254999999996,,,,,,,,,,
3489,-0.0502787724789232,6420,0.86,0,6420,1.34,,,,,,,0.08402211219072342,0.2,1065,0.0001,0.3056567311286926,-0.33919190168380736,0.0,0.17111825942993164,2.3047129e-07,8.870363314628094e-06
,,,,,6420,,0,24648,0.75,1.58,214,-0.2628567,,,,,,,,,,
3506,-0.027712880806066095,6450,0.96,0,6450,1.12,,,,,,,0.08953271806240082,0.2,1070,0.0001,0.21779698133468628,-0.3525380253791809,0.0,0.18894499242305757,2.1606684e-05,-0.0007806867273757234
,,,,,6450,,0,24748,0.75,1.6,215,-0.27694904,,,,,,,,,,
3530,-0.06956861154176294,6480,0.92,0,6480,1.2,,,,,,,0.10284555703401566,0.2,1075,0.0001,0.2135339379310608,-0.38206193447113035,0.0,0.21373213231563568,3.9676825e-06,-9.445347992809162e-06
,,,,,6480,,0,24852,0.78,1.52,216,-0.23158545999999994,,,,,,,,,,
3552,-0.13051879671867936,6510,0.88,0,6510,1.36,,,,,,,0.09195753931999207,0.2,1080,0.0001,0.09811902046203613,-0.3361725747585297,0.0,0.19728032350540162,9.441375e-06,-0.0003453882447987056
,,,,,6510,,0,24965,0.82,1.44,217,-0.19589160999999997,,,,,,,,,,
3568,-0.06966224830131978,6540,0.9,0,6540,1.24,,,,,,,0.08831584453582764,0.2,1085,0.0001,0.13099640607833862,-0.3322324573993683,0.0,0.1876038759946823,2.8030077e-05,-0.000627110991626978
,,,,,6540,,0,25068,0.77,1.54,218,-0.22890671999999998,,,,,,,,,,
3587,-0.0889166156295687,6570,0.9,0,6570,1.24,,,,,,,0.09974664449691772,0.2,1090,0.0001,0.1254388689994812,-0.3232937574386597,0.0,0.2061335951089859,1.1384487e-05,-0.0002678418112918024
,,,,,6570,,0,25184,0.79,1.53,219,-0.19653548,,,,,,,,,,
3606,-0.11008896118029952,6600,0.88,0,6600,1.28,,,,,,,0.07884413003921509,0.2,1095,0.0001,0.04353147745132446,-0.3176817536354065,0.0,0.16797756552696227,2.0398697e-05,-0.0004950618656586414
,,,,,6600,,0,25299,0.78,1.51,220,-0.18151006,,,,,,,,,,
3623,-0.11162026720587165,6630,0.86,0,6630,1.28,,,,,,,0.08849047124385834,0.2,1100,0.0001,0.317219614982605,-0.31740103363990785,0.0,0.18081401586532592,1.7523765e-06,-3.796458329201613e-05
,,,,,6630,,0,25419,0.77,1.57,221,-0.18242438999999996,,,,,,,,,,
3643,-0.07183712388388813,6660,0.9,0,6660,1.24,,,,,,,0.08376128226518631,0.2,1105,0.0001,-0.42117953300476074,-0.3182011365890503,0.0,0.17506853938102723,1.5775363e-06,2.4389227328214246e-05
,,,,,6660,,0,25535,0.77,1.6,222,-0.16288291000000002,,,,,,,,,,
3662,-0.11151194705627859,6690,0.9,0,6690,1.24,,,,,,,0.060593634843826294,0.2,1110,0.0001,-0.39569127559661865,-0.4217787802219391,0.013333334028720856,0.14141013026237487,0.00548711,-0.003550989708552521
,,,,,6690,,0,25654,0.79,1.58,223,-0.15301656000000002,,,,,,,,,,
3682,-0.05153023430146277,6720,0.96,0,6720,1.14,,,,,,,0.06317608058452606,0.2,1115,0.0001,0.4711177349090576,-0.32963395714759824,0.0,0.1321594536304474,2.0229816e-05,-0.0009250775747933204
,,,,,6720,,0,25759,0.79,1.56,224,-0.16704870000000002,,,,,,,,,,
3703,-0.04814366807229817,6750,0.96,0,6750,1.14,,,,,,,0.10890644043684006,0.2,1120,0.0001,0.29243528842926025,-0.3317535698413849,0.0,0.23448584079742432,1.3130903e-05,0.00024318575665027709
,,,,,6750,,0,25864,0.81,1.53,225,-0.15511114,,,,,,,,,,
3721,-0.07082245464902372,6780,0.94,0,6780,1.16,,,,,,,0.060745589435100555,0.2,1125,0.0001,0.42521822452545166,-0.3338850736618042,0.0,0.12457234114408493,5.8174132e-06,-0.00032423655695339447
,,,,,6780,,0,25967,0.8,1.53,226,-0.17371509000000004,,,,,,,,,,
3741,-0.050894149113446474,6810,0.94,0,6810,1.22,,,,,,,0.07649729400873184,0.2,1130,0.0001,0.15168046951293945,-0.32998375296592714,0.0,0.16218318939208984,4.819234e-05,-0.0015418517806876863
,,,,,6810,,0,26073,0.78,1.56,227,-0.19691391000000003,,,,,,,,,,
3760,-0.11771399909630417,6840,0.86,0,6840,1.34,,,,,,,0.1203218549489975,0.2,1135,0.0001,-0.17850828170776367,-0.3209776759147644,0.0,0.25261934101581573,1.5799205e-05,-0.0005449783738001202
,,,,,6840,,0,26188,0.79,1.52,228,-0.19537382999999994,,,,,,,,,,
3776,-0.009681470757350326,6870,0.92,0,6870,1.24,,,,,,,0.09873403608798981,0.2,1140,0.0001,0.2672157287597656,-0.3132474899291992,0.0,0.19850289523601533,2.6367108e-05,-1.1878413740085136e-05
,,,,,6870,,0,26295,0.77,1.6,229,-0.20837408,,,,,,,,,,
3799,-0.0709871927415952,6900,0.92,0,6900,1.2,,,,,,,0.07184344530105591,0.2,1145,0.0001,0.2803112864494324,-0.30572877526283265,0.0,0.14993739426136016,2.044638e-05,-0.00026353121609030695
,,,,,6900,,0,26401,0.8,1.57,230,-0.18237812,,,,,,,,,,
3821,-0.09677429079078138,6930,0.86,0,6930,1.34,,,,,,,0.05066122114658356,0.2,1150,0.0001,0.2965054512023926,-0.298776113986969,0.0,0.10807623863220214,5.9604645e-07,2.4120013097927995e-07
,,,,,6930,,0,26527,0.82,1.51,231,-0.16351464,,,,,,,,,,
3842,-0.06958605045452713,6960,0.92,0,6960,1.2,,,,,,,0.052163004875183105,0.2,1155,0.0001,0.307975172996521,-0.29656139612197874,0.0,0.10632377117872238,5.2471955e-06,-0.0002868692047194088
,,,,,6960,,0,26633,0.83,1.49,232,-0.14277071000000002,,,,,,,,,,
3861,-0.09227017455734313,6990,0.9,0,6990,1.28,,,,,,,0.04007541760802269,0.2,1160,0.0001,0.006334483623504639,-0.3005713403224945,0.0,0.08149914145469665,1.5298525e-06,0.000156427419666727
,,,,,6990,,0,26743,0.83,1.48,233,-0.12373213,,,,,,,,,,
3879,-0.04759106596931815,7020,0.96,0,7020,1.12,,,,,,,0.06443799287080765,0.2,1165,0.0001,0.17612653970718384,-0.2973702847957611,0.0,0.13719695508480073,1.6619762e-05,-0.001018315356147248
,,,,,7020,,0,26846,0.82,1.46,234,-0.14450758,,,,,,,,,,
3898,-0.08814464311581105,7050,0.92,0,7050,1.18,,,,,,,0.10909293591976166,0.2,1170,0.0001,0.4820358157157898,-0.29007828831672666,0.0,0.23814277946949006,5.8412553e-07,0.00015966554094717366
,,,,,7050,,0,26951,0.78,1.51,235,-0.17686651,,,,,,,,,,
3919,-0.09126007520593703,7080,0.9,0,7080,1.22,,,,,,,0.10291098803281784,0.2,1175,0.0001,0.07293695211410522,-0.286452978849411,0.0,0.22178430557250978,5.3322314e-05,-0.0014363300722713746
,,,,,7080,,0,27061,0.76,1.54,236,-0.20925054999999998,,,,,,,,,,
3937,-0.09223540953360498,7110,0.86,0,7110,1.36,,,,,,,0.09644762426614761,0.2,1180,0.0001,0.17229336500167847,-0.2801723420619965,0.0,0.202765491604805,4.3535234e-05,-0.0005816272832454672
,,,,,7110,,0,27177,0.75,1.54,237,-0.23972518,,,,,,,,,,
3960,-0.07004305209964513,7140,0.92,0,7140,1.24,,,,,,,0.08223598450422287,0.2,1185,0.0001,0.34269219636917114,-0.27135683298110963,0.0,0.17485194504261017,6.0796737e-07,-1.0112921732030599e-06
,,,,,7140,,0,27291,0.76,1.52,238,-0.24738510000000002,,,,,,,,,,
3981,-0.04765194204170257,7170,0.96,0,7170,1.1,,,,,,,0.10530044883489609,0.2,1190,0.0001,0.34095561504364014,-0.2665759980678558,0.0,0.20486186146736146,2.3841858e-07,-9.52482239569008e-07
,,,,,7170,,0,27395,0.79,1.46,239,-0.22509577,,,,,,,,,,
4002,-0.05023830753285438,7200,0.9,0,7200,1.24,,,,,,,0.0978321060538292,0.2,1195,0.0001,0.28677642345428467,-0.2644572675228119,0.0,0.20929052531719208,3.4868717e-06,-0.00039842845057194156
,,,,,7200,,0,27514,0.8,1.46,240,-0.20688768000000002,,,,,,,,,,
4026,-0.1408970426861197,7230,0.78,0,7230,1.54,,,,,,,0.0664280578494072,0.2,1200,0.0001,0.33038783073425293,-0.26385352611541746,0.0,0.15412552952766417,1.4742216e-06,-2.5357802478254143e-05
,,,,,7230,,0,27644,0.83,1.4,241,-0.17120106,,,,,,,,,,
4042,-0.15292034337762744,7260,0.84,0,7260,1.38,,,,,,,0.07832248508930206,0.2,1205,0.0001,0.12418752908706665,-0.2637536823749542,0.0,0.1729360342025757,4.3710074e-08,-2.9112894502247856e-06
,,,,,7260,,0,27768,0.84,1.4,242,-0.15244296999999998,,,,,,,,,,
4060,-0.09145487717352807,7290,0.9,0,7290,1.24,,,,,,,0.1479727327823639,0.2,1210,0.0001,0.29918408393859863,-0.31464204788208006,0.0,0.2817214846611023,5.5631002e-08,2.0798842136393602e-05
,,,,,7290,,0,27879,0.79,1.5,243,-0.21168179,,,,,,,,,,
4078,-0.009076753281988204,7320,1.0,0,7320,1.06,,,,,,,0.12389596551656723,0.2,1215,0.0001,0.2994561195373535,-0.263195675611496,0.0,0.2625436395406723,1.1483828e-06,-0.00018041690467072158
,,,,,7320,,0,27977,0.77,1.53,244,-0.22425167000000001,,,,,,,,,,
4098,-0.028625451596453785,7350,0.94,0,7350,1.18,,,,,,,0.08452188968658447,0.2,1220,0.0001,0.4035603404045105,-0.26222493052482604,0.0,0.19233706295490266,1.7770131e-05,-0.0009130926946332885
,,,,,7350,,0,28081,0.75,1.56,245,-0.23483512,,,,,,,,,,
4113,-0.0517456251103431,7380,0.9,0,7380,1.28,,,,,,,0.07334098219871521,0.2,1225,0.0001,0.04134774208068848,-0.31367868185043335,0.0,0.15163166522979737,4.324317e-05,-0.0010167030439090397
,,,,,7380,,0,28216,0.71,1.64,246,-0.29584201,,,,,,,,,,
4129,-0.1089004487823695,7410,0.9,0,7410,1.28,,,,,,,0.1213609054684639,0.2,1230,0.0001,0.13536566495895386,-0.24757472574710845,0.0,0.2555438905954361,1.947681e-05,-0.00014081875405551613
,,,,,7410,,0,28330,0.66,1.72,247,-0.30902522,,,,,,,,,,
4144,-0.08903319394681602,7440,0.92,0,7440,1.18,,,,,,,0.07638847082853317,0.2,1235,0.0001,0.3532676696777344,-0.29533393383026124,0.0,0.1591178923845291,0.00036287706,-0.0015168766475589734
,,,,,7440,,0,28435,0.64,1.76,248,-0.33348837,,,,,,,,,,
4161,-0.09121649099513889,7470,0.9,0,7470,1.26,,,,,,,0.10303367674350739,0.2,1240,0.0001,0.14796626567840576,-0.23583459854125977,0.0,0.21902100145816802,4.51684e-05,-0.0007420957204885781
,,,,,7470,,0,28543,0.65,1.75,249,-0.32388334,,,,,,,,,,
4182,-0.1527453982597217,7500,0.82,0,7500,1.42,,,,,,,0.08218444138765335,0.2,1245,0.0001,0.25606703758239746,-0.2292093962430954,0.0,0.17632807791233063,9.0545414e-05,-0.002782214912586056
,,,,,7500,,0,28662,0.67,1.72,250,-0.31095127,,,,,,,,,,
4199,-0.07095133038703352,7530,0.92,0,7530,1.22,,,,,,,0.08030426502227783,0.2,1250,0.0001,0.3318136930465698,-0.2201317846775055,0.0,0.16665549874305724,8.34465e-07,-2.3365020656029857e-07
,,,,,7530,,0,28768,0.64,1.77,251,-0.36205322,,,,,,,,,,
4216,-0.06948395901359618,7560,0.88,0,7560,1.28,,,,,,,0.0799151360988617,0.2,1255,0.0001,0.3384624123573303,-0.2140870749950409,0.0,0.16337636411190032,7.4664754e-06,-0.00011477361098499728
,,,,,7560,,0,28882,0.64,1.77,252,-0.34486836999999987,,,,,,,,,,
4235,-0.028354193149134517,7590,0.94,0,7590,1.16,,,,,,,0.12772820889949799,0.2,1260,0.0001,-0.08568239212036133,-0.2098528802394867,0.0,0.2662392556667328,1.1920929e-07,1.1841456313277376e-07
,,,,,7590,,0,28985,0.71,1.66,253,-0.26987866,,,,,,,,,,
4252,-0.028118424685671925,7620,0.96,0,7620,1.16,,,,,,,0.10387156903743744,0.2,1265,0.0001,0.1575070023536682,-0.20710987448692322,0.0,0.23771241009235383,2.8947989e-06,-0.00018791278358492035
,,,,,7620,,0,29091,0.72,1.65,254,-0.26711364,,,,,,,,,,
4273,-0.09073999298736453,7650,0.88,0,7650,1.24,,,,,,,0.09126758575439453,0.2,1270,0.0001,0.3293699622154236,-0.20516662895679474,0.0,0.1864284962415695,0.0,-6.516774568865457e-08
,,,,,7650,,0,29201,0.74,1.61,255,-0.23464275999999998,,,,,,,,,,
4295,-0.049414584096521136,7680,0.92,0,7680,1.18,,,,,,,0.058402176946401596,0.2,1275,0.0001,0.43514513969421387,-0.21291837394237517,0.0,0.12018895298242568,3.5464764e-06,-9.849726974309192e-05
,,,,,7680,,0,29303,0.77,1.61,256,-0.19273218999999997,,,,,,,,,,
4314,-0.06983195570297539,7710,0.94,0,7710,1.22,,,,,,,0.03092046268284321,0.2,1280,0.0001,-135.173583984375,-0.20234899520874022,0.0,0.07852826714515686,8.163849e-06,-0.0005300817966538585
,,,,,7710,,0,29410,0.8,1.54,257,-0.14599947,,,,,,,,,,
4331,-0.04814945545513183,7740,0.96,0,7740,1.12,,,,,,,0.08887261897325516,0.2,1285,0.0001,0.03776484727859497,-0.19948557317256926,0.0,0.1855415165424347,1.1920929e-07,-9.878476385338786e-07
,,,,,7740,,0,29510,0.8,1.55,258,-0.14740739000000003,,,,,,,,,,
4353,-0.07164390576072037,7770,0.92,0,7770,1.3,,,,,,,0.06866707652807236,0.2,1290,0.0001,0.14625591039657593,-0.19764699339866637,0.0,0.14215076863765716,0.0,-5.853176180181663e-07
,,,,,7770,,0,29638,0.82,1.49,259,-0.12030663999999999,,,,,,,,,,
4379,-0.048929202975705265,7800,0.92,0,7800,1.18,,,,,,,0.054921410977840424,0.2,1295,0.0001,0.3649306297302246,-0.1952898234128952,0.0,0.12017660737037658,1.0659297e-05,-0.00038565496739479955
,,,,,7800,,0,29741,0.84,1.42,260,-0.09800309,,,,,,,,,,
4394,-0.027752724909223616,7830,0.98,0,7830,1.1,,,,,,,0.03538849577307701,0.2,1300,0.0001,0.19821077585220337,-0.19263928532600402,0.0,0.07081770896911621,1.1920929e-07,7.122755167898731e-08
,,,,,7830,,0,29847,0.79,1.49,261,-0.15128211,,,,,,,,,,
4416,-0.09189831427764147,7860,0.88,0,7860,1.32,,,,,,,0.10296528041362762,0.2,1305,0.0001,0.2775476574897766,-0.23852876126766204,0.020000001043081285,0.22860433161258698,0.004493133,-0.003910839138552546
,,,,,7860,,0,29964,0.81,1.45,262,-0.14204843999999997,,,,,,,,,,
4438,-0.07055711352266371,7890,0.94,0,7890,1.16,,,,,,,0.05524337291717529,0.2,1310,0.0001,0.37663358449935913,-0.18958579003810883,0.0,0.1137502983212471,9.409587e-06,-0.0005446823449648975
,,,,,7890,,0,30072,0.83,1.41,263,-0.15187235,,,,,,,,,,
4456,-0.08935978561639786,7920,0.9,0,7920,1.2,,,,,,,0.05893159657716751,0.2,1315,0.0001,0.2692405581474304,-0.18762370944023132,0.0,0.12177403271198273,0.0,4.3819348061191477e-07
,,,,,7920,,0,30181,0.8,1.47,264,-0.17296801000000003,,,,,,,,,,
4475,-0.04849660390987992,7950,0.94,0,7950,1.16,,,,,,,0.1292901486158371,0.2,1320,0.0001,-0.002658843994140625,-0.18630914092063905,0.0,0.26394116282463076,6.0717266e-06,-3.411293121970971e-05
,,,,,7950,,0,30285,0.76,1.56,265,-0.2200479,,,,,,,,,,
4497,-0.0707075803168118,7980,0.9,0,7980,1.28,,,,,,,0.10404994338750839,0.2,1325,0.0001,0.2533729076385498,-0.18508995473384857,0.0,0.2205186516046524,0.0,-5.960464548593336e-08
,,,,,7980,,0,30401,0.81,1.47,266,-0.17556659999999996,,,,,,,,,,
4515,-0.08941453254316002,8010,0.9,0,8010,1.24,,,,,,,0.06287194788455963,0.2,1330,0.0001,0.3520253300666809,-0.1848287671804428,0.0,0.12378003150224685,1.9510587e-06,-0.00012866348144626726
,,,,,8010,,0,30523,0.79,1.51,267,-0.19741909999999996,,,,,,,,,,
4534,-0.09380035801324993,8040,0.92,0,8040,1.18,,,,,,,0.07206069678068161,0.2,1335,0.0001,0.2915063500404358,-0.18325125873088838,0.0,0.15148547291755676,3.4809113e-06,-0.00018198251944943067
,,,,,8040,,0,30634,0.75,1.57,268,-0.22902519,,,,,,,,,,
4551,-0.1756523756776005,8070,0.82,0,8070,1.36,,,,,,,0.09387818723917007,0.2,1340,0.0001,0.17544490098953247,-0.18483062088489532,0.0,0.19277442693710328,0.0,8.463859693108589e-08
,,,,,8070,,0,30749,0.76,1.56,269,-0.20863785000000004,,,,,,,,,,
4571,-0.028407108490355312,8100,0.92,0,8100,1.18,,,,,,,0.07986302673816681,0.2,1345,0.0001,0.29876405000686646,-0.18629083037376404,0.0,0.16536677479743958,2.2111337e-05,-0.000634864956955461
,,,,,8100,,0,30853,0.76,1.58,270,-0.21435688,,,,,,,,,,
4590,-0.09066409935243427,8130,0.9,0,8130,1.22,,,,,,,0.11167407035827637,0.2,1350,0.0001,-0.03862142562866211,-0.18886737227439881,0.0,0.2295806437730789,7.673105e-06,-0.0004067687230417505
,,,,,8130,,0,30965,0.76,1.6,271,-0.20847023000000003,,,,,,,,,,
4608,-0.04962578279431909,8160,0.96,0,8160,1.14,,,,,,,0.07742506265640259,0.2,1355,0.0001,0.337003231048584,-0.188051176071167,0.0,0.15946349501609802,2.1457672e-07,7.353226244788402e-07
,,,,,8160,,0,31066,0.75,1.6,272,-0.23419827999999993,,,,,,,,,,
4622,-0.02967791319824755,8190,0.96,0,8190,1.12,,,,,,,0.09356679022312164,0.2,1360,0.0001,0.37720394134521484,-0.1845176637172699,0.0,0.19191226363182068,0.0,-3.238519070691837e-08
,,,,,8190,,0,31165,0.72,1.67,273,-0.23819811000000002,,,,,,,,,,
4641,-0.11389486240688712,8220,0.9,0,8220,1.28,,,,,,,0.1282806247472763,0.2,1365,0.0001,-0.3838573694229126,-0.18236704766750336,0.0,0.26606738567352295,2.0428499e-05,-0.0008241398667450994
,,,,,8220,,0,31273,0.72,1.69,274,-0.24870080000000006,,,,,,,,,,
4662,-0.09103164613246918,8250,0.9,0,8250,1.26,,,,,,,0.07398843765258789,0.2,1370,0.0001,0.2801573872566223,-0.17957778871059418,0.0,0.15467698872089386,1.390775e-07,2.7763843681860578e-05
,,,,,8250,,0,31385,0.73,1.67,275,-0.26059456999999997,,,,,,,,,,
