env/n_steps,eval/success_rate,env/completion_counter,env/current_idx,eval/mean_ep_length,eval/mean_reward,time/total_timesteps,rollout/success_rate,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/clip_range,train/n_updates
6000,0.94,0,2525,1.36,-0.05647549123503268,6000,,,,,,,0.1623734174668789,0.0049100737,0.05642045482993126,-0.01556880642194301,0.26574766635894775,-1.0103022038936615,0.0001,0.01630687713623047,0.2,190
,,,,,,6000,0.83,0,20,2.14,8930,-0.20703955000000002,,,,,,,,,,
6300,0.96,0,2653,1.34,-0.051027646269649264,6300,,,,,,,0.16526742056012153,0.0025984552,0.006676136404275894,-0.010428994006942957,0.013684868812561035,-0.9838081574440003,0.0001,0.04120730236172676,0.2,200
,,,,,,6300,0.73,0,21,2.37,9418,-0.26327495,,,,,,,,,,
6600,0.92,0,2796,1.42,-0.05361924156546593,6600,,,,,,,0.16837756782770158,0.003256477,0.03798295482993126,-0.01618656041129725,0.11745291948318481,-1.036578929424286,0.0001,0.03665180876851082,0.2,210
,,,,,,6600,0.85,0,22,1.93,9875,-0.17436432000000007,,,,,,,,,,
6900,0.98,0,2933,1.28,-0.036585572804324326,6900,,,,,,,0.16227506831288338,0.007027297,0.07852272763848304,-0.01766984197543934,0.1386752724647522,-1.082844853401184,0.0001,0.005901392549276352,0.2,220
,,,,,,6900,0.78,0,23,2.2,10339,-0.26913196999999994,,,,,,,,,,
7200,0.96,0,3075,1.24,-0.04986383954528719,7200,,,,,,,0.16895216599106788,0.0107096005,0.11247159093618393,-0.022672077005263417,0.1291142702102661,-1.041215990781784,0.0001,0.007543187588453293,0.2,230
,,,,,,7200,0.85,0,24,2.02,10778,-0.18141335000000003,,,,,,,,,,
7500,0.8,0,3219,1.86,-0.1848869116138667,7500,,,,,,,0.16669051066040994,0.00490505,0.01846590921282768,-0.016540969175403007,0.07034647464752197,-0.9634056162834167,0.0001,0.017588600516319275,0.2,240
,,,,,,7500,0.8,0,25,2.14,11273,-0.25701111,,,,,,,,,,
7800,0.9,0,3373,1.56,-0.09404144826345145,7800,,,,,,,0.16930986911058427,0.0074315243,0.05375000029802322,-0.020638244636356832,0.17515254020690918,-0.9313378047943115,0.0001,0.06270714849233627,0.2,250
,,,,,,7800,0.83,0,26,2.02,11744,-0.21516904999999997,,,,,,,,,,
8100,0.94,0,3524,1.38,-0.07206632079090923,8100,,,,,,,0.14907571643590928,0.006318932,0.05332386389374733,-0.01424834765610285,0.2043963074684143,-0.9169753682613373,0.0001,0.03524691238999367,0.2,260
,,,,,,8100,0.85,0,27,1.88,12233,-0.15138675999999998,,,,,,,,,,
8400,0.98,0,3659,1.34,-0.03100869248621166,8400,,,,,,,0.11997221164405346,0.006012908,0.03653409108519554,-0.018592711300589145,0.33423882722854614,-0.9323493111133575,0.0001,0.00872776284813881,0.2,270
,,,,,,8400,0.76,0,28,2.29,12688,-0.27278431999999997,,,,,,,,,,
