env/current_idx,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/success_rate,env/n_steps,time/fps,env/completion_counter,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,eval/success_rate,eval/mean_reward,eval/mean_ep_length
5468,9044,1.14,-0.028470100000000005,246,7380,0.98,7380,0,0,0.001,-3.238519048487376e-08,-0.003349266666918993,0.17666375637054443,0.04289509728550911,0.0,2450,0.2,0.11620275303721428,0.0,,,
5490,9077,1.14,-0.03887538000000001,247,7410,0.97,7410,0,0,0.001,-4.460414242402066e-08,-0.0033691910095512865,-104.69348907470703,0.0060634613037109375,0.0,2460,0.2,0.04737203642725944,0.0,,,
5515,9112,1.16,-0.04894273000000001,248,7440,0.96,7440,0,0,0.001,-1.1940797115528312e-07,-0.003659417387098074,0.1902889609336853,0.0756658986210823,0.0,2470,0.2,0.18596692085266114,0.0,,,
5534,9149,1.25,-0.08011620000000001,249,7470,0.93,7470,0,0,0.001,3.963708903320651e-08,-0.00340075702406466,0.2424963116645813,0.04972929134964943,0.0,2480,0.2,0.10976765230298043,0.0,,,
5562,9186,1.26,-0.08017506999999999,250,7500,0.93,7500,0,0,0.001,-4.4306119306725124e-08,-0.0032857030164450407,0.3622961640357971,0.0472848005592823,0.0,2490,0.2,0.13172333762049676,0.0,,,
5583,9220,1.29,-0.08018911000000001,251,7530,0.93,7530,0,0,0.001,-0.011825695455384987,-0.04966521859169006,-77.4957504272461,-0.0037651853635907173,0.0050076204,2500,0.2,0.10658260174095631,0.020000001043081285,,,
5602,9256,1.34,-0.07087017999999999,252,7560,0.94,7560,0,0,0.001,2.5828679417472244e-08,-0.0034603903768584132,0.10177057981491089,0.07657957077026367,0.0,2510,0.2,0.2436892032623291,0.0,,,
5628,9293,1.34,-0.07075379,253,7590,0.93,7590,0,0,0.001,-2.086162487202614e-08,-0.0035294895293191074,0.023323535919189453,0.03962738439440727,0.0,2520,0.2,0.09213449582457542,0.0,,,
5651,9337,1.33,-0.06127135000000001,254,7620,0.94,7620,0,0,0.001,1.9868214895524262e-08,-0.0034430513624101877,-5.078695774078369,0.004947525914758444,0.0,2530,0.2,0.014604143891483545,0.0,,,
5672,9378,1.35,-0.07169622000000002,255,7650,0.93,7650,0,0,0.001,-4.8478443881450064e-08,-0.00361922038719058,0.3552541732788086,0.05890535190701485,0.0,2540,0.2,0.12872183173894883,0.0,,,
5691,9413,1.38,-0.08191437,256,7680,0.91,7680,0,0,0.001,-8.165836344886656e-08,-0.0033948330208659174,0.31360626220703125,0.05138421058654785,0.0,2550,0.2,0.12116960063576698,0.0,,,
5713,9447,1.39,-0.08248783999999999,257,7710,0.9,7710,0,0,0.001,-1.847744002247964e-08,-0.0034159276634454726,0.15700876712799072,0.050621286034584045,0.0,2560,0.2,0.12092252522706985,0.0,,,
5738,9483,1.35,-0.07145684999999999,258,7740,0.92,7740,0,0,0.001,-5.556891409241871e-08,-0.0033742238767445086,0.5687320232391357,0.008476261049509048,0.0,2570,0.2,0.03360771257430315,0.0,,,
5759,9522,1.37,-0.07148455999999999,259,7770,0.92,7770,0,0,0.001,1.2914338487490795e-09,-0.0035107310861349104,0.29880213737487793,0.0082643898203969,0.0,2580,0.2,0.01850799061357975,0.0,,,
5786,9558,1.28,-0.04990733999999999,260,7800,0.94,7800,0,0,0.001,1.887480483020454e-08,-0.0034759103553369643,0.12277847528457642,0.049139589071273804,0.0,2590,0.2,0.1341386191546917,0.0,,,
5810,9592,1.23,-0.02887797999999999,261,7830,0.96,7830,0,0,0.001,-0.005233011154923517,-0.04811167605221271,-48.03488540649414,0.003045075573027134,0.04979284,2600,0.2,0.023771663056686522,0.023333334550261497,,,
5839,9629,1.19,-0.03821349,262,7860,0.96,7860,0,0,0.001,-1.768271165047963e-08,-0.0033613283652812243,-17.93354606628418,0.003057979978621006,0.0,2610,0.2,0.008934153942391276,0.0,,,
5863,9665,1.14,-0.027876,263,7890,0.97,7890,0,0,0.001,2.6126703289719445e-08,-0.0033585520926862956,0.19566327333450317,0.01287311315536499,0.0,2620,0.2,0.02604357209056616,0.0,,,
5887,9700,1.18,-0.02845194,264,7920,0.97,7920,0,0,0.001,-2.5828679728334693e-08,-0.0033585422206670046,0.06534373760223389,0.044351253658533096,0.0,2630,0.2,0.09353941679000854,0.0,,,
5910,9739,1.21,-0.048761729999999996,265,7950,0.95,7950,0,0,0.001,-1.748402733703358e-08,-0.0033714255318045617,-2.911614179611206,0.007480249740183353,0.0,2640,0.2,0.017006159853190185,0.0,,,
5934,9774,1.26,-0.03948358999999999,266,7980,0.95,7980,0,0,0.001,4.589557676126788e-08,-0.003343945718370378,0.2198161482810974,0.050681598484516144,0.0,2650,0.2,0.1532970167696476,0.0,,,
5957,9806,1.23,-0.02898444999999999,267,8010,0.97,8010,0,0,0.001,-6.635983851310812e-08,-0.0033971933415159585,-37.44154357910156,0.02621648646891117,0.0,2660,0.2,0.12381768338382244,0.0,,,
5980,9844,1.28,-0.060128320000000006,268,8040,0.94,8040,0,0,0.001,-3.372629526765536e-08,-0.0032916196621954443,-0.3605663776397705,0.012849481776356697,0.0,2670,0.2,0.02718724850565195,0.0,,,
5999,9880,1.33,-0.07140755,269,8070,0.93,8070,0,0,0.001,-4.708766958572141e-08,-0.003312074625864625,0.2080930471420288,0.06916527450084686,0.0,2680,0.2,0.17007832378149032,0.0,,,
6021,9914,1.33,-0.08154851,270,8100,0.93,8100,0,0,0.001,-6.357828996605974e-09,-0.003306112065911293,0.2851797938346863,0.046061791479587555,0.0,2690,0.2,0.13007578998804092,0.0,,,
6043,9950,1.39,-0.10267949000000001,271,8130,0.91,8130,0,0,0.001,-0.0013507661161323626,-0.026356131490319967,0.28576040267944336,0.0440480001270771,0.047281735,2700,0.2,0.095539540797472,0.030000001564621924,,,
6065,9984,1.42,-0.11260638,272,8160,0.9,8160,0,0,0.001,5.649526906736923e-07,-0.0035459799226373436,-0.4688040018081665,0.05934876948595047,0.0,2710,0.2,0.1537926137447357,0.0,,,
6085,10019,1.39,-0.10211192999999998,273,8190,0.91,8190,0,0,0.001,-4.669030513326789e-08,-0.0033875533379614355,0.3987610936164856,0.05106678977608681,0.0,2720,0.2,0.11300581470131874,0.0,,,
6113,10054,1.36,-0.08133359999999998,274,8220,0.92,8220,0,0,0.001,-1.7275412940165323e-07,-0.0033580176765099167,-0.162994384765625,0.07384596765041351,0.0,2730,0.2,0.17208321988582612,0.0,,,
6137,10090,1.3,-0.06990856000000002,275,8250,0.93,8250,0,0,0.001,4.5895580358390474e-08,-0.0033603480784222483,-21.541000366210938,0.0015962151810526848,0.0,2740,0.2,0.05940869541373104,0.0,,,
6159,10124,1.26,-0.059774030000000006,276,8280,0.94,8280,0,0,0.001,-0.007633519698865854,-0.049376557022333144,-0.06509184837341309,0.04667777568101883,0.009297387,2750,0.2,0.1381102368235588,0.026666668057441712,,,
6179,10159,1.32,-0.08051301999999999,277,8310,0.92,8310,0,0,0.001,9.040037873830897e-08,-0.003270709328353405,0.1516900658607483,0.06360647082328796,0.0,2760,0.2,0.1470588654279709,0.0,,,
6205,10203,1.28,-0.06969824000000001,278,8340,0.93,8340,0,0,0.001,2.165635417661349e-08,-0.0030922561418265104,0.14805573225021362,0.07063647359609604,0.0,2770,0.2,0.16862727403640748,0.0,,,
6229,10248,1.33,-0.07040426999999999,279,8370,0.92,8370,0,0,0.001,-2.0464260930275203e-08,-0.00325830290094018,-24.864986419677734,0.016696428880095482,0.0,2780,0.2,0.07624403797090054,0.0,,,
6255,10289,1.28,-0.05992179,280,8400,0.93,8400,0,0,0.001,-1.0073184828485182e-07,-0.0032802684465423225,-154.90069580078125,0.004336351063102484,0.0,2790,0.2,0.0204206426627934,0.0,,,
6279,10327,1.17,-0.018334490000000002,281,8430,0.97,8430,0,0,0.001,-5.014737563868721e-07,-0.003442159295082092,-0.04330039024353027,0.03128621354699135,0.0,2800,0.2,0.09356468468904496,0.0,,,
6301,10372,1.24,-0.02915938999999999,282,8460,0.96,8460,0,0,0.001,-6.576379165679214e-08,-0.003202421800233424,-1.506096601486206,0.0058211381547153,0.0,2810,0.2,0.012483756942674517,0.0,,,
6325,10422,1.24,-0.04927961,283,8490,0.95,8490,0,0,0.001,-1.3570239178584132e-06,-0.0035948132164776323,-0.28703737258911133,0.01708354614675045,0.0,2820,0.2,0.0381668284535408,0.0,,,
6347,10457,1.29,-0.06382788,284,8520,0.94,8520,0,0,0.001,-2.5828679373063323e-08,-0.0030625123297795655,0.05111336708068848,0.07959847152233124,0.0,2830,0.2,0.18036784380674362,0.0,,,
6372,10491,1.31,-0.07412265000000001,285,8550,0.93,8550,0,0,0.001,-1.7384687787114216e-07,-0.003146232990548015,0.3269028663635254,0.053722891956567764,0.0,2840,0.2,0.12811309546232225,0.0,,,
6394,10524,1.33,-0.0758899,286,8580,0.92,8580,0,0,0.001,-4.410743699168052e-08,-0.0032029613619670274,0.02116560935974121,0.031419698148965836,0.0,2850,0.2,0.08776925802230835,0.0,,,
6418,10559,1.3,-0.08535885,287,8610,0.92,8610,0,0,0.001,-2.0712614157147868e-07,-0.003656465117819607,0.4642007350921631,0.016756292432546616,0.0,2860,0.2,0.056598217040300366,0.0,,,
6441,10601,1.26,-0.06086273000000002,288,8640,0.94,8640,0,0,0.001,2.0066897521431316e-08,-0.0032162254210561514,0.4563441872596741,0.045734018087387085,0.0,2870,0.2,0.1107049860060215,0.0,,,
6467,10641,1.26,-0.06073746999999999,289,8670,0.94,8670,0,0,0.001,-5.6823094096714045e-08,-0.0031530538806691768,0.199357807636261,0.02845173515379429,0.0,2880,0.2,0.07942407131195069,0.0,,,
6484,10676,1.29,-0.07989819,290,8700,0.92,8700,0,0,0.001,5.761782673197047e-09,-0.003121546027250588,-0.03581702709197998,0.027546722441911697,0.0,2890,0.2,0.08502866365015507,0.0,,,
6510,10713,1.31,-0.07003497000000002,291,8730,0.93,8730,0,0,0.001,1.3322676295501878e-16,-0.003078088932670653,-0.1726616621017456,0.08595866709947586,0.0,2900,0.2,0.23001235127449035,0.0,,,
6534,10748,1.28,-0.049933059999999994,292,8760,0.94,8760,0,0,0.001,-3.7686277583048876e-07,-0.003479300928302109,-68.7015609741211,0.0034631802700459957,0.0,2910,0.2,0.08574040052480995,0.0,,,
6562,10788,1.28,-0.04996713999999999,293,8790,0.94,8790,0,0,0.001,-8.509556316482758e-07,-0.0034485798329114913,-128.4353790283203,0.0011857426725327969,0.0,2920,0.2,0.01077367776306346,0.0,,,
6587,10822,1.15,-0.01795628,294,8820,0.98,8820,0,0,0.001,7.112820963328658e-08,-0.0030108732637017964,-24.55970001220703,0.000537729705683887,0.0,2930,0.2,0.0022932733118068427,0.0,,,
6612,10858,1.17,-0.018183360000000003,295,8850,0.97,8850,0,0,0.001,6.516774502252076e-08,-0.003322124807164073,0.09116464853286743,0.03968194127082825,0.0,2940,0.2,0.09769097045063972,0.0,,,
6633,10899,1.21,-0.038765959999999995,296,8880,0.96,8880,0,0,0.001,2.4835259182509618e-09,-0.0030874347547069194,-0.8178344964981079,0.002439551055431366,0.0,2950,0.2,0.02316028573550284,0.0,,,
6656,10935,1.26,-0.06034147,297,8910,0.94,8910,0,0,0.001,-6.556510045996333e-09,-0.003158801095560193,0.0383608341217041,0.094547338783741,0.0,2960,0.2,0.23353094458580018,0.0,,,
6671,10973,1.36,-0.09211336,298,8940,0.91,8940,0,0,0.001,5.12599961588478e-08,-0.0032665735809132455,0.07550680637359619,0.08023206889629364,0.0,2970,0.2,0.1674641638994217,0.0,,,
6693,11019,1.44,-0.11348745999999998,299,8970,0.89,8970,0,0,0.001,-7.1525576128550485e-09,-0.0030651048524305224,0.1292264461517334,0.09015173465013504,0.0,2980,0.2,0.19371600747108458,0.0,,,
6715,,,,,9000,,9000,,0,0.001,-6.854534184697059e-08,-0.003299085213802755,0.38807928562164307,0.050107672810554504,0.0,2990,0.2,0.134262515604496,0.0,0.91,-0.09218792412430048,1.35
,11228,1.44,-0.11370074,300,9000,0.9,,0,,,,,,,,,,,,,,
6741,11268,1.39,-0.10276108,301,9030,0.91,9030,0,0,0.001,-0.007872335333377122,-0.14171792566776276,0.4208605885505676,0.008701988495886326,1.0682887,3000,0.2,0.053234416991472244,0.08333333507180214,,,
6764,11311,1.34,-0.09117266,302,9060,0.92,9060,0,0,0.001,2.9802310841375856e-09,-0.0033323192968964578,0.4761306047439575,0.007156455423682928,0.0,3010,0.2,0.034012404084205625,0.0,,,
6787,11344,1.29,-0.07073024000000001,303,9090,0.94,9090,0,0,0.001,-0.003097414602525461,-0.062265929952263835,0.5136629343032837,0.01923518255352974,0.030976657,3020,0.2,0.07229923270642757,0.030000001564621924,,,
6814,11382,1.21,-0.05925796000000001,304,9120,0.95,9120,0,0,0.001,-0.007748486514513686,-0.10010862424969673,0.43929773569107056,-0.0034250225871801376,0.06680775,3030,0.2,0.038894093316048386,0.023333334550261497,,,
6837,11419,1.23,-0.05966664,305,9150,0.95,9150,0,0,0.001,-2.7877390054342755e-05,-0.006848434265702963,0.6112374067306519,0.0018371155019849539,3.6557515e-07,3040,0.2,0.01820881445892155,0.0,,,
6861,11453,1.23,-0.05075579,306,9180,0.96,9180,0,0,0.001,-0.012549858695516747,-0.006569659081287682,0.5479531288146973,-0.009379196912050247,0.020187533,3050,0.2,0.026262575760483742,0.026666668057441712,,,
6882,11486,1.26,-0.07243307999999998,307,9210,0.94,9210,0,0,0.001,-0.0028475322667508964,-0.058413219079375266,-0.18718230724334717,0.0515100471675396,0.035864674,3060,0.2,0.12976019233465194,0.030000001564621924,,,
6912,11533,1.22,-0.06195809000000001,308,9240,0.95,9240,0,0,0.001,-0.004385608596106349,-0.01273453962057829,0.43699461221694946,0.04085609316825867,0.0026159605,3070,0.2,0.12076756656169892,0.030000001564621924,,,
6936,11568,1.22,-0.051726490000000014,309,9270,0.96,9270,0,0,0.001,-0.0007528541755405626,-0.013607407454401255,-10701.7529296875,0.01951143704354763,0.0007768234,3080,0.2,0.06208011675626039,0.003333333507180214,,,
6961,11602,1.2,-0.05066281000000001,310,9300,0.96,9300,0,0,0.001,-7.225076373629236e-07,-0.0019047537702135743,-189.44375610351562,0.003072032704949379,0.0,3090,0.2,0.017815608717501163,0.0,,,
6986,11636,1.16,-0.028857430000000003,311,9330,0.98,9330,0,0,0.001,4.903475336881513e-07,-0.0017703009070828557,0.18322914838790894,0.03407568484544754,0.0,3100,0.2,0.07952257245779037,0.0,,,
7006,11674,1.26,-0.060034590000000006,312,9360,0.95,9360,0,0,0.001,-0.0033247093064710854,-0.049560606479644775,0.1582532525062561,0.020025668665766716,0.006676837,3110,0.2,0.06608222611248493,0.026666668057441712,,,
7023,11711,1.37,-0.07240173999999999,313,9390,0.92,9390,0,0,0.001,-0.00030262490541344,-0.010111366398632526,0.5007852911949158,0.023102514445781708,1.7488002e-05,3120,0.2,0.09033136963844299,0.0,,,
7046,11744,1.37,-0.08215006000000001,314,9420,0.91,9420,0,0,0.001,-0.0013026808795984835,-0.053799986466765405,-0.6563311815261841,0.0578414686024189,0.0042935926,3130,0.2,0.16449350714683533,0.01666666753590107,,,
7075,11779,1.31,-0.07086822000000001,315,9450,0.92,9450,0,0,0.001,-0.0017002308417188416,-0.04555421322584152,0.7477506399154663,0.022643255069851875,0.002015845,3140,0.2,0.06035668458789587,0.01666666753590107,,,
7093,11817,1.42,-0.09431919999999998,316,9480,0.9,9480,0,0,0.001,-0.008619821622657753,-0.06226780191063881,-234.86106872558594,-0.004631740041077137,0.08077998,3150,0.2,0.028757332172244788,0.04333333559334278,,,
7116,11851,1.3,-0.06269781,317,9510,0.93,9510,0,0,0.001,-0.01992257385825109,-0.14868242666125298,0.07611405849456787,0.028047386556863785,0.14723556,3160,0.2,0.19382081776857377,0.08333333693444729,,,
7139,11886,1.3,-0.07276165000000001,318,9540,0.93,9540,0,0,0.001,-0.015338968266732955,-0.1438838928937912,0.09113508462905884,0.0213942714035511,0.078175716,3170,0.2,0.12221895456314087,0.06000000238418579,,,
7164,11921,1.32,-0.06338859,319,9570,0.94,9570,0,0,0.001,-0.029530822206288575,-0.2580867618322372,0.19348597526550293,0.015513584017753601,0.048234336,3180,0.2,0.15748853534460067,0.13333333879709244,,,
7188,11954,1.31,-0.0642537,320,9600,0.94,9600,0,0,0.001,-0.010848496674249475,-0.15998019501566887,-17.564842224121094,-0.013702038675546646,0.10392247,3190,0.2,0.0379677795805037,0.0833333358168602,,,
7208,11987,1.31,-0.06338566999999999,321,9630,0.93,9630,0,0,0.001,-0.025317682996391967,-0.49524663388729095,0.47258901596069336,0.0015487819910049438,0.10200276,3200,0.2,0.07698403596878052,0.18666667267680168,,,
