eval/success_rate,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/clip_range,train/loss,train/learning_rate,train/value_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss
0.74,-0.277655813973397,1.58,30,0,30,16,,,,,,,,,,,,,,,,
,,,30,,,,177,0,2.0,0.5333333333333333,-0.5017574666666667,1,,,,,,,,,,
0.92,-0.09106666489038616,1.24,60,0,60,31,,,,,,,0.2,0.08668893575668335,0.0001,0.41771762520074845,-1.9458266615867614,-0.30618882179260254,0.00027261773,0.0,10,-0.006572961963247437
,,,60,,,,289,0,2.0,0.5666666666666667,-0.44398103333333333,2,,,,,,,,,,
0.9,-0.08945363050326705,1.26,90,0,90,46,,,,,,,0.2,0.09654521942138672,0.0001,0.28441507667303084,-1.9453881859779358,-0.006359577178955078,0.00031885903,0.0,20,-0.003237117047344018
,,,90,,,,401,0,1.9555555555555555,0.5777777777777777,-0.3918901777777778,3,,,,,,,,,,
0.84,-0.1718889802740887,1.46,120,0,120,61,,,,,,,0.2,0.07724180072546005,0.0001,0.2434945285320282,-1.9448494076728822,-0.3559199571609497,0.00032017034,0.0,30,-0.005621768900503632
,,,120,,,,523,0,2.0,0.55,-0.418585,4,,,,,,,,,,
0.92,-0.08780184886883945,1.18,150,0,150,73,,,,,,,0.2,0.06059225648641586,0.0001,0.19084082096815108,-1.9436572313308715,0.25025516748428345,0.00033240716,0.0,40,-0.005614312931429666
,,,150,,,,631,0,2.0555555555555554,0.5277777777777778,-0.41749668055555555,5,,,,,,,,,,
0.92,-0.05135630279313773,1.2,180,0,180,89,,,,,,,0.2,0.03914342075586319,0.0001,0.14447468817234038,-1.9420360565185546,0.19072860479354858,0.0005405724,0.0,50,-0.004799220038500351
,,,180,,,,737,0,2.0454545454545454,0.5340909090909091,-0.4062151022727273,6,,,,,,,,,,
0.88,-0.11111706824973226,1.3,210,0,210,106,,,,,,,0.2,0.07581419497728348,0.0001,0.2355666935443878,-1.9393903374671937,-0.11740899085998535,0.00069436827,0.0,60,-0.005773722012527216
,,,210,,,,854,0,1.99,0.57,-0.38617487000000006,7,,,,,,,,,,
0.94,-0.07173190605361014,1.22,240,0,240,122,,,,,,,0.2,0.07254654914140701,0.0001,0.22350880801677703,-1.9356365919113159,0.033111393451690674,0.00072034996,0.0,70,-0.0053322209945569025
,,,240,,,,959,0,1.97,0.57,-0.37698125,8,,,,,,,,,,
0.96,-0.04994826508685946,1.14,270,0,270,134,,,,,,,0.2,0.06372896581888199,0.0001,0.21560288071632386,-1.9308900594711305,0.02636963129043579,0.0010517378,0.0,80,-0.01054813308408491
,,,270,,,,1065,0,2.01,0.55,-0.40661780999999997,9,,,,,,,,,,
0.94,-0.04879077618010342,1.18,300,0,300,150,,,,,,,0.2,0.08143004775047302,0.0001,0.2113815352320671,-1.9275417566299438,-0.03868448734283447,0.0003287395,0.0,90,-0.00041507314657796
,,,300,,,,1203,0,2.02,0.57,-0.39032678000000004,10,,,,,,,,,,
0.96,-0.04911148361861706,1.12,330,0,330,164,,,,,,,0.2,0.07317802309989929,0.0001,0.21482466012239457,-1.9258496522903443,0.0478900671005249,0.0005516569,0.0,100,-0.005658700858863774
,,,330,,,,1309,0,2.02,0.57,-0.38997011,11,,,,,,,,,,
0.98,-0.02890133316628635,1.12,360,0,360,176,,,,,,,0.2,0.04936240613460541,0.0001,0.18199636042118073,-1.920205557346344,0.09291422367095947,0.00070831575,0.0,110,-0.00634523454355076
,,,360,,,,1408,0,2.03,0.57,-0.41262034999999997,12,,,,,,,,,,
0.96,-0.047998696956783535,1.14,390,0,390,190,,,,,,,0.2,0.09197741001844406,0.0001,0.27946379631757734,-1.9148776412010193,-0.24693262577056885,0.00027962326,0.0,120,-0.0019325458135183381
,,,390,,,,1504,0,2.06,0.55,-0.43230576,13,,,,,,,,,,
0.92,-0.07018956793472171,1.26,420,0,420,203,,,,,,,0.2,0.09336726367473602,0.0001,0.2883480653166771,-1.9101374387741088,0.10641884803771973,0.00054548384,0.0,130,-0.0039527100673879545
,,,420,,,,1615,0,2.14,0.51,-0.4695405099999999,14,,,,,,,,,,
0.96,-0.02872215456329286,1.1,450,0,450,216,,,,,,,0.2,0.06584727019071579,0.0001,0.21074792444705964,-1.9006889104843139,0.07538527250289917,0.00075404445,0.0,140,-0.008135219651740045
,,,450,,,,1718,0,2.2,0.48,-0.50483055,15,,,,,,,,,,
0.88,-0.09442734190728515,1.32,480,0,480,229,,,,,,,0.2,0.06797737628221512,0.0001,0.18019916713237763,-1.8914048194885253,0.1608944535255432,0.00034685532,0.0,150,-0.0016102709936966163
,,,480,,,,1826,0,2.23,0.47,-0.51778161,16,,,,,,,,,,
0.86,-0.13106411889195443,1.32,510,0,510,245,,,,,,,0.2,0.08597707003355026,0.0001,0.24538466483354568,-1.8890424966812134,-0.12211132049560547,0.00037686824,0.0,160,-0.002882329695857777
,,,510,,,,1934,0,2.17,0.5,-0.50600791,17,,,,,,,,,,
0.98,-0.02845429541543126,1.12,540,0,540,263,,,,,,,0.2,0.07015257328748703,0.0001,0.1821732699871063,-1.8738393425941466,0.16406404972076416,0.0007065455,0.0,170,-0.004504281863725446
,,,540,,,,2037,0,2.09,0.54,-0.47318167,18,,,,,,,,,,
0.94,-0.029108918104320765,1.2,570,0,570,283,,,,,,,0.2,0.052995260804891586,0.0001,0.19983577579259873,-1.8547025799751282,0.07694131135940552,0.0021105686,0.0,180,-0.014922266692543928
,,,570,,,,2140,0,1.97,0.59,-0.39052154,19,,,,,,,,,,
0.96,-0.0283607229962945,1.16,600,0,600,296,,,,,,,0.2,0.04286257177591324,0.0001,0.1835741236805916,-1.824799156188965,-0.0034862756729125977,0.001990215,0.0,190,-0.009253970836289227
,,,600,,,,2250,0,1.96,0.6,-0.3810662,20,,,,,,,,,,
0.92,-0.051055610734038054,1.2,630,0,630,309,,,,,,,0.2,0.12050473690032959,0.0001,0.3776651114225388,-1.793528425693512,-0.23465323448181152,0.0012059073,0.0,200,-0.008088739113882148
,,,630,,,,2356,0,1.97,0.59,-0.3972846700000001,21,,,,,,,,,,
0.88,-0.05216675173491239,1.36,660,0,660,329,,,,,,,0.2,0.08418002724647522,0.0001,0.263382163643837,-1.767291820049286,-0.10351812839508057,0.0012294094,0.0,210,-0.008486832308893444
,,,660,,,,2475,0,1.8,0.68,-0.28623871999999995,22,,,,,,,,,,
0.88,-0.1106738345278427,1.24,690,0,690,347,,,,,,,0.2,0.1871311366558075,0.0001,0.5737525373697281,-1.7242923259735108,-0.3115816116333008,0.0012531261,0.0,220,-0.009420691626146472
,,,690,,,,2596,0,1.78,0.68,-0.25711773,23,,,,,,,,,,
0.8,-0.17319432402495294,1.42,720,0,720,361,,,,,,,0.2,0.056981489062309265,0.0001,0.281145778298378,-1.691636312007904,-1.1401920318603516,0.0010177533,0.0,230,-0.00822148418519646
,,,720,,,,2737,0,1.85,0.63,-0.30324395,24,,,,,,,,,,
0.92,-0.06923328330274671,1.2,750,0,750,374,,,,,,,0.2,0.17320610582828522,0.0001,0.4475523501634598,-1.6610517144203185,0.07124799489974976,0.00061127346,0.0,240,-0.004699086130131036
,,,750,,,,2848,0,1.94,0.6,-0.33869900999999997,25,,,,,,,,,,
1.0,-0.007284352798014879,1.06,780,0,780,391,,,,,,,0.2,0.04519917815923691,0.0001,0.17623278498649597,-1.6335260152816773,0.3273997902870178,0.0012392382,0.0,250,-0.009833700370509036
,,,780,,,,2954,0,1.9,0.62,-0.34763833,26,,,,,,,,,,
0.88,-0.07017037950456143,1.32,810,0,810,411,,,,,,,0.2,0.11425965279340744,0.0001,0.281095452606678,-1.6040785193443299,-0.19577372074127197,0.00070336065,0.0,260,-0.0019301432346886748
,,,810,,,,3065,0,1.77,0.68,-0.27230012,27,,,,,,,,,,
0.82,-0.17268120299093426,1.4,840,0,840,428,,,,,,,0.2,0.06848091632127762,0.0001,0.19951919764280318,-1.5714537262916566,-0.03929722309112549,0.00063041446,0.0,270,-0.005282652676881483
,,,840,,,,3181,0,1.81,0.66,-0.32029865999999996,28,,,,,,,,,,
0.88,-0.12994830840732902,1.3,870,0,870,445,,,,,,,0.2,0.12888383865356445,0.0001,0.3424540191888809,-1.5468732357025146,-0.09252119064331055,0.00067382253,0.0,280,-0.0068816514658585955
,,,870,,,,3301,0,1.83,0.66,-0.35255556,29,,,,,,,,,,
0.92,-0.048537630550563336,1.2,900,0,900,462,,,,,,,0.2,0.06868061423301697,0.0001,0.2167246326804161,-1.5070816278457642,0.03679049015045166,0.0013271113,0.0,290,-0.008566421570722049
,,,900,,,,3417,0,1.77,0.71,-0.31055046999999997,30,,,,,,,,,,
0.86,-0.11042859356850386,1.3,930,0,930,481,,,,,,,0.2,0.08337832987308502,0.0001,0.23833600282669068,-1.4388956785202027,-0.10177040100097656,0.0018233836,0.0,300,-0.00755254013696689
,,,930,,,,3529,0,1.62,0.78,-0.22566136,31,,,,,,,,,,
0.92,-0.04928920629434288,1.28,960,0,960,496,,,,,,,0.2,0.04321785271167755,0.0001,0.13085364997386933,-1.3710395455360413,0.27370816469192505,0.0014911969,0.0,310,-0.005333889461665642
,,,960,,,,3641,0,1.72,0.74,-0.24746603999999997,32,,,,,,,,,,
0.84,-0.1328357117017731,1.4,990,0,990,516,,,,,,,0.2,0.05070464313030243,0.0001,0.17254073172807693,-1.2982230305671691,0.17421555519104004,0.002954807,0.0,320,-0.010264186849817492
,,,990,,,,3765,0,1.71,0.74,-0.24565356000000002,33,,,,,,,,,,
0.9,-0.11042538372799754,1.28,1020,0,1020,531,,,,,,,0.2,0.10401041805744171,0.0001,0.3022642970085144,-1.2192897200584412,-0.5854479074478149,0.0026724776,0.0,330,-0.015471013011411117
,,,1020,,,,3886,0,1.73,0.72,-0.23775236000000002,34,,,,,,,,,,
0.98,-0.009758359882980586,1.08,1050,0,1050,552,,,,,,,0.2,0.024244289845228195,0.0001,0.10643774121999741,-1.134187114238739,0.4610632658004761,0.002678593,0.0,340,-0.007011632556871916
,,,1050,,,,4018,0,1.66,0.75,-0.20366529,35,,,,,,,,,,
0.9,-0.11549664580263197,1.2,1080,0,1080,565,,,,,,,0.2,0.07749645411968231,0.0001,0.17019134908914565,-1.07140154838562,0.06771188974380493,5.358855e-05,0.0,350,0.0030311287326428627
,,,1080,,,,4132,0,1.76,0.69,-0.26415139,36,,,,,,,,,,
0.88,-0.11236533950082958,1.32,1110,0,1110,582,,,,,,,0.2,0.09900587052106857,0.0001,0.29486405551433564,-1.0847112894058228,0.106697678565979,3.7713846e-05,0.0,360,0.0016664139449133585
,,,1110,,,,4248,0,1.77,0.68,-0.26798068,37,,,,,,,,,,
0.84,-0.1572965293750167,1.48,1140,0,1140,596,,,,,,,0.2,0.078595370054245,0.0001,0.20046606212854384,-1.0815846562385558,0.06533217430114746,0.00025275152,0.0,370,-0.0027484822326611534
,,,1140,,,,4369,0,1.8,0.65,-0.27599175,38,,,,,,,,,,
0.88,-0.0700861955108121,1.24,1170,0,1170,611,,,,,,,0.2,0.08972363919019699,0.0001,0.2209903746843338,-1.0830627799034118,-0.002129793167114258,0.00024368365,0.0,380,-0.001172797358231037
,,,1170,,,,4491,0,1.87,0.61,-0.313,39,,,,,,,,,,
0.96,-0.04786294462159276,1.12,1200,0,1200,626,,,,,,,0.2,0.09996502101421356,0.0001,0.2752992048859596,-1.096275234222412,0.040972888469696045,8.19385e-05,0.0,390,-0.00043152401825246044
,,,1200,,,,4593,0,1.92,0.59,-0.32367195000000004,40,,,,,,,,,,
0.9,-0.0295977299567312,1.26,1230,0,1230,641,,,,,,,0.2,0.08075807243585587,0.0001,0.19474330097436904,-1.1071087956428527,0.20473307371139526,8.618633e-05,0.0,400,-0.0013724038879201928
,,,1230,,,,4703,0,1.97,0.57,-0.36601644,41,,,,,,,,,,
0.96,-0.02734859720803797,1.08,1260,0,1260,658,,,,,,,0.2,0.09155020117759705,0.0001,0.2234719514846802,-1.1106351017951965,-0.05124032497406006,0.00037103693,0.0,410,-0.002142048164776078
,,,1260,,,,4805,0,1.96,0.59,-0.3536323300000001,42,,,,,,,,,,
0.92,-0.06919347122777253,1.22,1290,0,1290,674,,,,,,,0.2,0.0703158751130104,0.0001,0.18927851170301438,-1.0799300909042358,0.20672136545181274,0.00027478734,0.0,420,-0.0015805709414415503
,,,1290,,,,4909,0,1.91,0.62,-0.32281823,43,,,,,,,,,,
0.9,-0.09085588672664016,1.24,1320,0,1320,694,,,,,,,0.2,0.10123199969530106,0.0001,0.245308081805706,-1.0575074195861816,-0.08975255489349365,0.00013965568,0.0,430,-0.0021598064936068084
,,,1320,,,,5022,0,1.83,0.66,-0.32341051,44,,,,,,,,,,
0.92,-0.049158674804493784,1.2,1350,0,1350,709,,,,,,,0.2,0.07211872935295105,0.0001,0.18703868389129638,-1.0529808163642884,0.06318020820617676,0.0004098177,0.0,440,-0.004047683259705082
,,,1350,,,,5135,0,1.85,0.66,-0.32524280000000005,45,,,,,,,,,,
0.86,-0.08951609971001745,1.28,1380,0,1380,725,,,,,,,0.2,0.061980295926332474,0.0001,0.1817876875400543,-1.0332894682884217,0.2043578028678894,0.0010522545,0.0,450,-0.007306297790298011
,,,1380,,,,5266,0,1.81,0.67,-0.30833196,46,,,,,,,,,,
0.92,-0.09239110459573567,1.2,1410,0,1410,744,,,,,,,0.2,0.09840802848339081,0.0001,0.2321701541543007,-0.9962435662746429,0.020201921463012695,0.00024052858,0.0,460,0.001521589165010262
,,,1410,,,,5379,0,1.75,0.69,-0.28468146,47,,,,,,,,,,
0.9,-0.049289224916137755,1.24,1440,0,1440,763,,,,,,,0.2,0.05039975047111511,0.0001,0.1375306122004986,-0.9837264716625214,0.42756563425064087,0.0005195002,0.0,470,-0.004187694491313998
,,,1440,,,,5484,0,1.71,0.71,-0.27165460999999996,48,,,,,,,,,,
0.92,-0.06925833485089243,1.22,1470,0,1470,777,,,,,,,0.2,0.026648012921214104,0.0001,0.11445939838886261,-0.9363512575626374,0.4502541422843933,0.0012784938,0.0,480,-0.011228843720940417
,,,1470,,,,5596,0,1.75,0.68,-0.2812675,49,,,,,,,,,,
0.88,-0.09114186834543943,1.3,1500,0,1500,794,,,,,,,0.2,0.08389964699745178,0.0001,0.20328794419765472,-0.8791526973247528,-0.051297903060913086,0.0006682555,0.0,490,-0.0021900638199689126
,,,1500,,,,5756,0,1.82,0.65,-0.29015796000000005,50,,,,,,,,,,
0.92,-0.029461289779283105,1.18,1530,0,1530,809,,,,,,,0.2,0.060135290026664734,0.0001,0.16859242618083953,-0.8693849146366119,0.12268680334091187,0.0002862851,0.0,500,-0.0034919163392622466
,,,1530,,,,5867,0,1.82,0.64,-0.3067805,51,,,,,,,,,,
0.84,-0.15629515315871687,1.34,1560,0,1560,828,,,,,,,0.2,0.08853432536125183,0.0001,0.23448609858751296,-0.8693225920200348,-0.008214950561523438,0.00089665654,0.0,510,-0.006635798014855654
,,,1560,,,,5997,0,1.75,0.67,-0.28634717,52,,,,,,,,,,
0.96,-0.04775849422439933,1.12,1590,0,1590,845,,,,,,,0.2,0.06873833388090134,0.0001,0.16977643370628356,-0.8418980002403259,0.28950029611587524,0.00013874173,0.0,520,-0.00037426123662349654
,,,1590,,,,6100,0,1.78,0.67,-0.26850409,53,,,,,,,,,,
0.9,-0.06842036064248531,1.22,1620,0,1620,860,,,,,,,0.2,0.06740584224462509,0.0001,0.17084000557661055,-0.8304884970188141,0.062357306480407715,0.00018268824,0.0,530,-0.002170731776920265
,,,1620,,,,6215,0,1.82,0.64,-0.30959372999999996,54,,,,,,,,,,
0.92,-0.030212621260434388,1.24,1650,0,1650,877,,,,,,,0.2,0.14518938958644867,0.0001,0.41042305827140807,-0.835917454957962,-0.14504146575927734,0.000100004676,0.0,540,-0.0012463600436845468
,,,1650,,,,6337,0,1.81,0.65,-0.33711575000000005,55,,,,,,,,,,
0.96,-0.05566082088742405,1.12,1680,0,1680,898,,,,,,,0.2,0.08832433074712753,0.0001,0.20856525897979736,-0.82107492685318,0.3087499141693115,0.00018892289,0.0,550,-0.002456215235676673
,,,1680,,,,6451,0,1.73,0.68,-0.30239298,56,,,,,,,,,,
0.88,-0.08937361942138523,1.24,1710,0,1710,917,,,,,,,0.2,0.06505674868822098,0.0001,0.1848234698176384,-0.794831907749176,0.12340086698532104,0.00016010602,0.0,560,0.000806296762117853
,,,1710,,,,6582,0,1.67,0.73,-0.26684295999999996,57,,,,,,,,,,
0.88,-0.09045743437483907,1.28,1740,0,1740,934,,,,,,,0.2,0.02651355043053627,0.0001,0.19897946417331697,-0.818103140592575,0.07091671228408813,0.014497336,0.020000001043081285,570,-0.019278890665931046
,,,1740,,,,6702,0,1.67,0.74,-0.28579466000000003,58,,,,,,,,,,
0.94,-0.0684137981524691,1.18,1770,0,1770,951,,,,,,,0.2,0.04774555563926697,0.0001,0.1424665555357933,-0.7721023201942444,0.5425866842269897,8.865595e-05,0.0,580,-0.0011106030254936171
,,,1770,,,,6822,0,1.69,0.73,-0.28682405,59,,,,,,,,,,
0.96,-0.05115139864385128,1.22,1800,0,1800,969,,,,,,,0.2,0.14450976252555847,0.0001,0.3430985152721405,-0.7448871195316314,-0.3223605155944824,0.00077026285,0.0,590,-0.004061961575644091
,,,1800,,,,6933,0,1.63,0.77,-0.22618955,60,,,,,,,,,,
0.94,-0.04857473192736506,1.22,1830,0,1830,990,,,,,,,0.2,0.07330868393182755,0.0001,0.17160798609256744,-0.7158117175102234,0.16140347719192505,0.0001270493,0.0,600,-0.0005250219636945275
,,,1830,,,,7050,0,1.59,0.79,-0.22102897,61,,,,,,,,,,
0.92,-0.06880478133447468,1.2,1860,0,1860,1007,,,,,,,0.2,0.06382102519273758,0.0001,0.17750011682510375,-0.734809160232544,0.10381311178207397,0.0009153565,0.0,610,-0.005454102335109656
,,,1860,,,,7159,0,1.66,0.74,-0.27529349,62,,,,,,,,,,
0.92,-0.09009522929787636,1.24,1890,0,1890,1019,,,,,,,0.2,0.08384119719266891,0.0001,0.216508349776268,-0.8108286559581757,0.08535629510879517,0.00016654929,0.0,620,0.0007524462434233215
,,,1890,,,,7273,0,1.73,0.71,-0.30458011000000007,63,,,,,,,,,,
0.9,-0.09099142129532993,1.24,1920,0,1920,1038,,,,,,,0.2,0.04769894480705261,0.0001,0.1507464714348316,-0.8093353152275086,0.1877732276916504,0.0004923681,0.0,630,-0.0036003717974137928
,,,1920,,,,7381,0,1.74,0.71,-0.30369385,64,,,,,,,,,,
0.94,-0.07123249827884137,1.22,1950,0,1950,1056,,,,,,,0.2,0.17421017587184906,0.0001,0.40352991223335266,-0.8195076227188111,0.06651204824447632,0.00018623869,0.0,640,0.0027499393397011573
,,,1950,,,,7496,0,1.73,0.7,-0.29733076999999997,65,,,,,,,,,,
0.92,-0.0690178333967924,1.22,1980,0,1980,1074,,,,,,,0.2,0.08460023254156113,0.0001,0.265451043844223,-0.8160816609859467,0.06884557008743286,0.0002895971,0.0,650,-0.0038537115159364534
,,,1980,,,,7607,0,1.72,0.71,-0.28888314000000004,66,,,,,,,,,,
0.98,-0.007043634541332722,1.06,2010,0,2010,1091,,,,,,,0.2,0.04448964446783066,0.0001,0.10951763764023781,-0.8036788821220398,0.3064107298851013,0.0004939357,0.0,660,-0.0032662631348166827
,,,2010,,,,7716,0,1.77,0.69,-0.31160768,67,,,,,,,,,,
0.96,-0.04688352493569255,1.08,2040,0,2040,1109,,,,,,,0.2,0.09935147315263748,0.0001,0.2882020264863968,-0.8153279185295105,0.22911369800567627,8.394917e-05,0.0,670,-0.001041643113518731
,,,2040,,,,7815,0,1.73,0.7,-0.2921299,68,,,,,,,,,,
0.98,-0.028176689306274056,1.12,2070,0,2070,1127,,,,,,,0.2,0.0761910080909729,0.0001,0.19216701090335847,-0.792814314365387,0.19220149517059326,0.0004898111,0.0,680,-0.004696729451340431
,,,2070,,,,7929,0,1.66,0.72,-0.25336590999999997,69,,,,,,,,,,
0.94,-0.048558243587613105,1.18,2100,0,2100,1148,,,,,,,0.2,0.07686834037303925,0.0001,0.2175399497151375,-0.7504754304885864,0.09596061706542969,0.000748988,0.0,690,-0.006262278359693951
,,,2100,,,,8040,0,1.64,0.74,-0.23636192000000006,70,,,,,,,,,,
0.82,-0.17076588985510172,1.4,2130,0,2130,1165,,,,,,,0.2,0.0510835200548172,0.0001,0.14559478014707566,-0.71053506731987,0.10148870944976807,0.0013546626,0.0,700,-0.007198356610800616
,,,2130,,,,8171,0,1.66,0.73,-0.2498635,71,,,,,,,,,,
0.9,-0.048950057532638314,1.26,2160,0,2160,1188,,,,,,,0.2,0.09542739391326904,0.0001,0.21778206378221512,-0.6891195595264434,0.02793186902999878,0.00015712381,0.0,710,0.00039307564191410905
,,,2160,,,,8282,0,1.55,0.78,-0.20286200000000001,72,,,,,,,,,,
0.94,-0.07216475476510822,1.24,2190,0,2190,1206,,,,,,,0.2,0.07555586844682693,0.0001,0.1836058557033539,-0.7012370944023132,-0.20320069789886475,8.6736676e-05,0.0,720,-0.0010981596479057386
,,,2190,,,,8404,0,1.59,0.78,-0.19184668000000002,73,,,,,,,,,,
0.94,-0.027562012751586734,1.12,2220,0,2220,1223,,,,,,,0.2,0.06694872677326202,0.0001,0.17387502789497375,-0.687372237443924,0.0932353138923645,0.00070420705,0.0,730,-0.006302360839520871
,,,2220,,,,8514,0,1.56,0.81,-0.16364733,74,,,,,,,,,,
0.96,-0.028642618181183934,1.16,2250,0,2250,1240,,,,,,,0.2,0.04992031678557396,0.0001,0.14680910110473633,-0.6444234251976013,-0.034844398498535156,0.00074296194,0.0,740,-0.006221476737410114
,,,2250,,,,8620,0,1.59,0.8,-0.18676086999999997,75,,,,,,,,,,
0.92,-0.08993243565317244,1.22,2280,0,2280,1259,,,,,,,0.2,0.1304260939359665,0.0001,0.33491592705249784,-0.6004402220249176,-0.22098195552825928,0.00021300514,0.0,750,-0.002363114941011446
,,,2280,,,,8734,0,1.58,0.8,-0.18802471000000004,76,,,,,,,,,,
0.88,-0.08974454808514565,1.3,2310,0,2310,1272,,,,,,,0.2,0.08515239506959915,0.0001,0.19734718650579453,-0.5686815738677978,0.16951340436935425,0.00043259462,0.0,760,-0.0009808862123948715
,,,2310,,,,8847,0,1.71,0.74,-0.23268494999999997,77,,,,,,,,,,
0.92,-0.07171544646378607,1.2,2340,0,2340,1291,,,,,,,0.2,0.058313652873039246,0.0001,0.14867942854762078,-0.5433066248893738,0.2772262692451477,0.00035788814,0.0,770,-0.0011861375029548426
,,,2340,,,,8961,0,1.73,0.75,-0.21627058,78,,,,,,,,,,
0.94,-0.05086956268176437,1.2,2370,0,2370,1307,,,,,,,0.2,0.06692227721214294,0.0001,0.1618291527032852,-0.5170930981636047,0.10448986291885376,0.00012799898,0.0,780,-0.0011189810370948905
,,,2370,,,,9065,0,1.78,0.71,-0.25133179,79,,,,,,,,,,
0.96,-0.04895004550926387,1.16,2400,0,2400,1324,,,,,,,0.2,0.1067691519856453,0.0001,0.25359866172075274,-0.49608513414859773,-0.05456209182739258,0.00037984253,0.0,790,-0.002043762194031551
,,,2400,,,,9168,0,1.79,0.7,-0.28153817999999997,80,,,,,,,,,,
0.96,-0.02834357866551727,1.14,2430,0,2430,1343,,,,,,,0.2,0.07222015410661697,0.0001,0.18783027529716492,-0.4769775211811066,0.2726127505302429,0.00041769742,0.0,800,-0.0021406471919426908
,,,2430,,,,9283,0,1.77,0.7,-0.2894348,81,,,,,,,,,,
0.88,-0.09306672577280552,1.34,2460,0,2460,1359,,,,,,,0.2,0.08389067649841309,0.0001,0.19816940724849702,-0.4515418767929077,0.12712883949279785,1.1022886e-05,0.0,810,-9.851654254644514e-06
,,,2460,,,,9397,0,1.79,0.69,-0.30061136,82,,,,,,,,,,
0.86,-0.11132018282543868,1.34,2490,0,2490,1374,,,,,,,0.2,0.0851559266448021,0.0001,0.19109948128461837,-0.44428346753120423,0.23556053638458252,0.00024793943,0.0,820,-0.0016346175536940065
,,,2490,,,,9515,0,1.77,0.69,-0.32640536,83,,,,,,,,,,
0.96,-0.027353045251220464,1.1,2520,0,2520,1391,,,,,,,0.2,0.07659212499856949,0.0001,0.19842395633459092,-0.47160927653312684,0.23155784606933594,0.0005911688,0.0,830,-0.004919769879585712
,,,2520,,,,9622,0,1.8,0.67,-0.3324886,84,,,,,,,,,,
0.96,-0.05063408543355763,1.12,2550,0,2550,1408,,,,,,,0.2,0.07312022894620895,0.0001,0.20845910161733627,-0.5445943057537079,0.31586331129074097,0.00068452157,0.0,840,-0.0032039845663042856
,,,2550,,,,9731,0,1.77,0.68,-0.32778253,85,,,,,,,,,,
0.96,-0.028376992400735615,1.14,2580,0,2580,1426,,,,,,,0.2,0.08000573515892029,0.0001,0.19425348192453384,-0.5036390662193299,0.1608661413192749,0.00015856624,0.0,850,-0.0034172062050008114
,,,2580,,,,9838,0,1.76,0.68,-0.31689422,86,,,,,,,,,,
0.84,-0.1351958353444934,1.36,2610,0,2610,1447,,,,,,,0.2,0.08412256836891174,0.0001,0.21288667023181915,-0.49017529785633085,0.14955759048461914,0.0005018731,0.0,860,-0.005175673630243782
,,,2610,,,,9954,0,1.73,0.69,-0.28553287000000005,87,,,,,,,,,,
0.86,-0.11136890978552401,1.34,2640,0,2640,1463,,,,,,,0.2,0.05560740828514099,0.0001,0.15829354673624038,-0.4660806775093079,0.146023690700531,9.522835e-06,0.0,870,0.0005014124499091111
,,,2640,,,,10076,0,1.73,0.69,-0.27150009999999997,88,,,,,,,,,,
0.92,-0.09187960979528725,1.22,2670,0,2670,1483,,,,,,,0.2,0.1206383928656578,0.0001,0.26982427537441256,-0.4577892035245895,0.15947437286376953,5.0346057e-06,0.0,880,-1.7777781491901122e-05
,,,2670,,,,10190,0,1.63,0.75,-0.20472024000000005,89,,,,,,,,,,
0.86,-0.1528456708462909,1.34,2700,0,2700,1499,,,,,,,0.2,0.054254382848739624,0.0001,0.1364033341407776,-0.4555563241243362,0.07923364639282227,0.00016063849,0.0,890,-0.0018622091426127696
,,,2700,,,,10318,0,1.67,0.71,-0.24443576,90,,,,,,,,,,
0.92,-0.04843329344876111,1.18,2730,0,2730,1516,,,,,,,0.2,0.07397684454917908,0.0001,0.17374592125415803,-0.4395134687423706,0.29002928733825684,8.99752e-05,0.0,900,0.0004174981519462051
,,,2730,,,,10432,0,1.67,0.72,-0.24427882999999997,91,,,,,,,,,,
0.96,-0.04888870975933969,1.14,2760,0,2760,1536,,,,,,,0.2,0.0823189839720726,0.0001,0.1913250520825386,-0.43255555629730225,0.23479044437408447,7.9343714e-05,0.0,910,-0.0010504623182351126
,,,2760,,,,10541,0,1.67,0.72,-0.24440906,92,,,,,,,,,,
0.9,-0.08861314612440765,1.2,2790,0,2790,1555,,,,,,,0.2,0.057724833488464355,0.0001,0.14211682230234146,-0.44234890341758726,0.2704799175262451,0.0002830446,0.0,920,-0.001334826967613445
,,,2790,,,,10655,0,1.67,0.73,-0.23406377999999997,93,,,,,,,,,,
0.88,-0.12917727391701192,1.26,2820,0,2820,1575,,,,,,,0.2,0.07713878154754639,0.0001,0.19580209702253343,-0.4289193034172058,-0.09330189228057861,6.8342684e-05,0.0,930,-0.0008984853769894663
,,,2820,,,,10767,0,1.61,0.76,-0.22132332,94,,,,,,,,,,
0.86,-0.11260743646416813,1.32,2850,0,2850,1598,,,,,,,0.2,0.04358289763331413,0.0001,0.10536633506417274,-0.41774803400039673,0.41056281328201294,1.2061993e-05,0.0,940,-2.29018925680613e-05
,,,2850,,,,10893,0,1.54,0.8,-0.19297852999999995,95,,,,,,,,,,
