eval/mean_ep_length,env/n_steps,env/current_idx,time/total_timesteps,eval/mean_reward,env/completion_counter,eval/success_rate,time/iterations,rollout/success_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/loss
,,,7890,,,,263,0.82,0,-0.23155023000000002,1.93,32082,,,,,,,,,,
1.62,7920,3943,7920,-0.13664570458233358,0,0.88,,,,,,,2630,-0.001356372726149857,7.053216588559508e-09,0.2,0.001,0.14277241751551628,0.35786914825439453,0.0,0.0,0.051489755511283875
,,,7920,,,,264,0.81,0,-0.23031650000000004,1.94,32215,,,,,,,,,,
1.38,7950,3952,7950,-0.07444024044089019,0,0.94,,,,,,,2640,-0.0013520648935809731,-1.2417634254191512e-08,0.2,0.001,0.15611021667718888,-0.23779869079589844,0.0,0.0,0.0639617070555687
,,,7950,,,,265,0.79,0,-0.24835116,2.06,32337,,,,,,,,,,
1.34,7980,3966,7980,-0.05135425696149468,0,0.92,,,,,,,2650,-0.0013581163599155842,-3.0001005790758484e-08,0.2,0.001,0.23974122256040573,-0.06033587455749512,0.0,0.0,0.08069775253534317
,,,7980,,,,266,0.79,0,-0.23645761999999998,2.07,32461,,,,,,,,,,
1.22,8010,3985,8010,-0.02947675120085478,0,0.98,,,,,,,2660,-0.0013480040710419417,1.5000502218143198e-08,0.2,0.001,0.19737054854631425,0.20359748601913452,0.0,0.0,0.08615212142467499
,,,8010,,,,267,0.82,0,-0.20531202,1.99,32576,,,,,,,,,,
1.28,8040,3997,8040,-0.04967912419233471,0,0.94,,,,,,,2670,-0.0013844945351593196,3.1540791312067995e-08,0.2,0.001,0.10596333667635918,-0.1565636396408081,0.0,0.0,0.0475277453660965
,,,8040,,,,268,0.8,0,-0.22186404999999998,2.1,32686,,,,,,,,,,
1.3,8070,4014,8070,-0.01133987323846668,0,0.98,,,,,,,2680,-0.0013490720884874463,2.6645352591003756e-16,0.2,0.001,0.2602144479751587,0.07456707954406738,0.0,0.0,0.09279397130012512
,,,8070,,,,269,0.83,0,-0.18611892000000002,1.99,32795,,,,,,,,,,
1.4,8100,4034,8100,-0.09285127276089042,0,0.92,,,,,,,2690,-0.001361215813085437,-6.953875431037204e-09,0.2,0.001,0.1732953518629074,0.33331143856048584,0.0,0.0,0.07403702288866043
,,,8100,,,,270,0.83,0,-0.18365547000000004,1.92,32915,,,,,,,,,,
1.52,8130,4054,8130,-0.11465470617637039,0,0.9,,,,,,,2700,-0.0013508772826753557,7.152557568446128e-09,0.2,0.001,0.09682825431227685,0.4227863550186157,0.0,0.0,0.030934898182749748
,,,8130,,,,271,0.88,0,-0.13835276999999999,1.72,33047,,,,,,,,,,
1.48,8160,4067,8160,-0.09338560129981488,0,0.9,,,,,,,2710,-0.0013566992012783885,-2.284845290745352e-09,0.2,0.001,0.11483382396399974,0.3605424165725708,0.0,0.0,0.021888716146349907
,,,8160,,,,272,0.87,0,-0.13085513000000001,1.77,33172,,,,,,,,,,
1.46,8190,4080,8190,-0.07254558347631246,0,0.92,,,,,,,2720,-0.0013519782340154051,-6.357828929992593e-09,0.2,0.001,0.08441821262240409,0.24476248025894165,0.0,0.0,0.026899727061390877
,,,8190,,,,273,0.83,0,-0.17456103000000003,1.9,33300,,,,,,,,,,
1.18,8220,4099,8220,-0.02843492543324828,0,0.98,,,,,,,2730,-0.0013478980981744826,2.145767314942759e-08,0.2,0.001,0.25504989475011824,-0.01773214340209961,0.0,0.0,0.1018984317779541
,,,8220,,,,274,0.87,0,-0.12850442,1.7,33415,,,,,,,,,,
1.36,8250,4114,8250,-0.03127421751152724,0,0.94,,,,,,,2740,-0.0013479179004207253,3.2583873021962974e-08,0.2,0.001,0.29683650135993955,0.07775890827178955,0.0,0.0,0.11903009563684464
,,,8250,,,,275,0.85,0,-0.15561304,1.79,33535,,,,,,,,,,
1.3,8280,4129,8280,-0.03314782814122737,0,0.96,,,,,,,2750,-0.0013548777205869555,1.6093254506799326e-08,0.2,0.001,0.23351695835590364,0.15146130323410034,0.0,0.0,0.10556162148714066
,,,8280,,,,276,0.83,0,-0.17803766000000004,1.9,33650,,,,,,,,,,
1.4,8310,4146,8310,-0.0715476339822635,0,0.92,,,,,,,2760,-0.001348421222064644,8.94069702717104e-09,0.2,0.001,0.18212737292051315,0.1314988136291504,0.0,0.0,0.08303696662187576
,,,8310,,,,277,0.83,0,-0.1985397,1.9,33772,,,,,,,,,,
1.36,8340,4160,8340,-0.051917848023585976,0,0.94,,,,,,,2770,-0.001353716547600925,1.2516975433918276e-08,0.2,0.001,0.17261434048414231,0.4185933470726013,0.0,0.0,0.06516045331954956
,,,8340,,,,278,0.82,0,-0.22441803999999993,1.93,33891,,,,,,,,,,
1.42,8370,4181,8370,-0.09327992710284888,0,0.92,,,,,,,2780,-0.0013550956617109477,1.728534746447963e-08,0.2,0.001,0.09088251180946827,0.5108013153076172,0.0,0.0,0.029375940561294556
,,,8370,,,,279,0.86,0,-0.18964756000000002,1.78,34011,,,,,,,,,,
1.28,8400,4199,8400,-0.0733981929672882,0,0.94,,,,,,,2790,-0.0013659302028827369,-7.748604224921963e-09,0.2,0.001,0.04697070196270943,0.7664434313774109,0.0,0.0,0.01809586025774479
,,,8400,,,,280,0.86,0,-0.19206596000000004,1.82,34124,,,,,,,,,,
1.3,8430,4217,8430,-0.05328464758582413,0,0.96,,,,,,,2800,-0.0013484412105754019,-1.6291936288936882e-08,0.2,0.001,0.1083591666072607,0.03776085376739502,0.0,0.0,0.02781183086335659
,,,8430,,,,281,0.88,0,-0.16384297,1.74,34246,,,,,,,,,,
1.46,8460,4234,8460,-0.031949017839506266,0,0.96,,,,,,,2810,-0.0013560526771470905,1.25169755893495e-08,0.2,0.001,0.05120167937129736,0.5977418422698975,0.0,0.0,0.011037406511604786
,,,8460,,,,282,0.88,0,-0.16774075,1.72,34364,,,,,,,,,,
1.26,8490,4248,8490,-0.05003872763365507,0,0.94,,,,,,,2820,-0.0013527707778848708,1.5894572058527955e-08,0.2,0.001,0.3110720157623291,0.22601664066314697,0.0,0.0,0.105543352663517
,,,8490,,,,283,0.88,0,-0.16600411,1.73,34477,,,,,,,,,,
1.36,8520,4267,8520,-0.05325069481041282,0,0.94,,,,,,,2830,-0.0013468135031871498,-2.6822090681832832e-08,0.2,0.001,0.19416531175374985,0.39705806970596313,0.0,0.0,0.0631667897105217
,,,8520,,,,284,0.9,0,-0.14169842999999996,1.67,34592,,,,,,,,,,
1.34,8550,4284,8550,-0.05437070904765278,0,0.96,,,,,,,2840,-0.0013511818717233837,-1.1126200050171064e-08,0.2,0.001,0.09940118789672851,0.1917879581451416,0.0,0.0,0.0297948457300663
,,,8550,,,,285,0.87,0,-0.18051741,1.76,34708,,,,,,,,,,
1.3,8580,4303,8580,-0.01181401481386274,0,0.98,,,,,,,2850,-0.001359256380237639,1.748402942425287e-08,0.2,0.001,0.28390553295612336,0.39613884687423706,0.0,0.0,0.10395237803459167
,,,8580,,,,286,0.87,0,-0.16848907999999999,1.74,34826,,,,,,,,,,
1.32,8610,4320,8610,-0.03137408217880875,0,0.96,,,,,,,2860,-0.001351262629032135,-8.543332796762115e-09,0.2,0.001,0.2685259163379669,-0.10339319705963135,0.0,0.0,0.09286921471357346
,,,8610,,,,287,0.87,0,-0.16655288,1.71,34954,,,,,,,,,,
1.2,8640,4339,8640,-0.029019990661181508,0,0.96,,,,,,,2870,-0.0013475066400133074,-3.973642836996305e-09,0.2,0.001,0.11510175466537476,0.36524146795272827,0.0,0.0,0.044746167957782745
,,,8640,,,,288,0.87,0,-0.15656457999999998,1.7,35064,,,,,,,,,,
1.34,8670,4351,8670,-0.05548458958975971,0,0.94,,,,,,,2880,-0.0013610107125714421,3.178914509405217e-09,0.2,0.001,0.16934945732355117,0.19454360008239746,0.0,0.0,0.06911014765501022
,,,8670,,,,289,0.85,0,-0.19362445,1.74,35185,,,,,,,,,,
1.36,8700,4364,8700,-0.052147380546666684,0,0.96,,,,,,,2890,-0.0013525621965527535,3.77496105485875e-09,0.2,0.001,0.2672234192490578,-0.06226837635040283,0.0,0.0,0.10737012326717377
,,,8700,,,,290,0.83,0,-0.22167834,1.83,35316,,,,,,,,,,
1.48,8730,4374,8730,-0.0934755959128961,0,0.9,,,,,,,2900,-0.0013559500453993677,5.463759189527906e-09,0.2,0.001,0.2564887970685959,0.1443127989768982,0.0,0.0,0.11529752612113953
,,,8730,,,,291,0.8,0,-0.25916906000000006,1.94,35441,,,,,,,,,,
1.56,8760,4391,8760,-0.09982466510031372,0,0.9,,,,,,,2910,-0.0013521842542104424,2.9802319723160053e-09,0.2,0.001,0.12400823235511779,0.5068076848983765,0.0,0.0,0.05184042453765869
,,,8760,,,,292,0.8,0,-0.26040799000000003,1.98,35560,,,,,,,,,,
1.18,8790,4405,8790,-0.028852527239359917,0,0.98,,,,,,,2920,-0.0013519914587959646,-1.1126200405442432e-08,0.2,0.001,0.2979982763528824,0.1006704568862915,0.0,0.0,0.09953004866838455
,,,8790,,,,293,0.78,0,-0.28476955,2.06,35665,,,,,,,,,,
1.3,8820,4419,8820,-0.029959867289289833,0,0.96,,,,,,,2930,-0.0013590007554739713,-8.742014756535354e-09,0.2,0.001,0.08669240213930607,0.4778595566749573,0.0,0.0,0.025489449501037598
,,,8820,,,,294,0.77,0,-0.29559163,2.11,35778,,,,,,,,,,
1.32,8850,4436,8850,-0.05113775853067636,0,0.96,,,,,,,2940,-0.0013509273063391446,-2.5828674310446333e-09,0.2,0.001,0.16190717816352845,0.38117069005966187,0.0,0.0,0.0687345340847969
,,,8850,,,,295,0.77,0,-0.29389931,2.15,35899,,,,,,,,,,
1.76,8880,4451,8880,-0.13734663689974697,0,0.86,,,,,,,2950,-0.001363305060658604,2.3593505726893226e-08,0.2,0.001,0.17586960643529892,0.1888561248779297,0.0,0.0,0.06627611815929413
,,,8880,,,,296,0.8,0,-0.23889760000000002,2.1,36042,,,,,,,,,,
1.46,8910,4468,8910,-0.11413146657403558,0,0.9,,,,,,,2960,-0.0013535031350329519,-8.89102649281881e-09,0.2,0.001,0.03598702549934387,0.7054773569107056,0.0,0.0,0.012685281224548817
,,,8910,,,,297,0.83,0,-0.20264221,1.98,36158,,,,,,,,,,
1.2,8940,4479,8940,-0.008701001643203199,0,1.0,,,,,,,2970,-0.0013521629967726766,2.1258990434702697e-08,0.2,0.001,0.2849755480885506,0.19666820764541626,0.0,0.0,0.10615533590316772
,,,8940,,,,298,0.84,0,-0.18604281,1.96,36265,,,,,,,,,,
1.28,8970,4496,8970,-0.05272952668368816,0,0.94,,,,,,,2980,-0.0013576561119407415,1.390775006271383e-09,0.2,0.001,0.1865922436118126,0.09063482284545898,0.0,0.0,0.08080822974443436
,,,8970,,,,299,0.85,0,-0.18206918000000002,1.94,36375,,,,,,,,,,
1.22,9000,4515,9000,-0.05164934976492077,0,0.96,,,,,,,2990,-0.0013642645091749728,3.884236013940168e-08,0.2,0.001,0.2373458817601204,0.31313157081604004,0.0,0.0,0.06985095143318176
,,,9000,,,,300,0.87,0,-0.15238651,1.89,36478,,,,,,,,,,
1.4,9030,4527,9030,-0.07768796802964062,0,0.92,,,,,,,3000,-0.003281106858048588,-0.007512673959136152,0.2,0.001,0.06866506226360798,-0.1948608160018921,0.0,0.00015354951,0.02439018152654171
,,,9030,,,,301,0.86,0,-0.17822191,1.92,36607,,,,,,,,,,
1.5,9060,4549,9060,-0.08191490061115474,0,0.92,,,,,,,3010,-0.0012875913293100894,-1.0768572469288529e-07,0.2,0.001,0.18509855568408967,0.4928349256515503,0.0,0.0,0.059806596487760544
,,,9060,,,,302,0.87,0,-0.17644748999999998,1.82,36724,,,,,,,,,,
1.38,9090,4567,9090,-0.07204155859537423,0,0.94,,,,,,,3020,-0.0012833473971113562,-2.582868097178448e-09,0.2,0.001,0.12418809160590172,0.44738394021987915,0.0,0.0,0.047784965485334396
,,,9090,,,,303,0.87,0,-0.17366104000000004,1.81,36833,,,,,,,,,,
1.16,9120,4585,9120,-0.04892785713076592,0,0.96,,,,,,,3030,-0.001271902967710048,-5.056460681274189e-08,0.2,0.001,0.13220787718892096,0.45605361461639404,0.0,0.0,0.04472467303276062
,,,9120,,,,304,0.9,0,-0.13943937,1.68,36943,,,,,,,,,,
1.46,9150,4600,9150,-0.0736911514075473,0,0.92,,,,,,,3040,-0.0012722587562166154,-1.26163166358495e-08,0.2,0.001,0.18368102461099625,0.2279127836227417,0.0,0.0,0.07035713642835617
,,,9150,,,,305,0.9,0,-0.13655225999999998,1.71,37062,,,,,,,,,,
1.44,9180,4620,9180,-0.07234868509694933,0,0.92,,,,,,,3050,-0.0012704776483587921,9.360412889236613e-08,0.2,0.001,0.08370161354541779,0.42912471294403076,0.0,0.0,0.03415805846452713
,,,9180,,,,306,0.89,0,-0.13957612,1.66,37177,,,,,,,,,,
1.4,9210,4636,9210,-0.07352146427612752,0,0.94,,,,,,,3060,-0.0012751605361700058,-7.102887078502818e-09,0.2,0.001,0.1521963469684124,0.2517184019088745,0.0,0.0,0.06090158224105835
,,,9210,,,,307,0.91,0,-0.11723672000000002,1.64,37289,,,,,,,,,,
1.48,9240,4650,9240,-0.09949352570809424,0,0.9,,,,,,,3070,-0.001281583064701408,-1.6887983278479624e-08,0.2,0.001,0.2091973677277565,-0.24302124977111816,0.0,0.0,0.07746928185224533
,,,9240,,,,308,0.88,0,-0.15306225999999998,1.77,37415,,,,,,,,,,
1.3,9270,4669,9270,-0.07324921525083482,0,0.94,,,,,,,3080,-0.0012711736722849309,5.463759533697043e-09,0.2,0.001,0.3373133555054665,-0.05092442035675049,0.0,0.0,0.10283629596233368
,,,9270,,,,309,0.89,0,-0.14207214999999998,1.78,37528,,,,,,,,,,
1.1,9300,4683,9300,-0.02757160903420299,0,0.98,,,,,,,3090,-0.001269443880300969,-1.9669533379840232e-08,0.2,0.001,0.2061280906200409,-0.03814375400543213,0.0,0.0,0.0795583426952362
,,,9300,,,,310,0.88,0,-0.15401531000000002,1.86,37629,,,,,,,,,,
1.38,9330,4698,9330,-0.05665855786763132,0,0.94,,,,,,,3100,-0.0012723293970339001,-8.742014845353196e-09,0.2,0.001,0.14666903838515283,0.21523559093475342,0.0,0.0,0.05795455724000931
,,,9330,,,,311,0.89,0,-0.14701552999999998,1.82,37737,,,,,,,,,,
1.14,9360,4713,9360,-0.029473134651780128,0,0.98,,,,,,,3110,-0.0012711244984529913,1.4404456294414558e-08,0.2,0.001,0.12148563116788864,-0.08574867248535156,0.0,0.0,0.05318592116236687
,,,9360,,,,312,0.89,0,-0.14970879,1.86,37833,,,,,,,,,,
1.3,9390,4732,9390,-0.03165543583687395,0,0.98,,,,,,,3120,-0.0012709395261481405,1.1722246906487043e-08,0.2,0.001,0.20980274975299834,-0.017897844314575195,0.0,0.0,0.09271419793367386
,,,9390,,,,313,0.88,0,-0.15777423,1.85,37939,,,,,,,,,,
1.54,9420,4748,9420,-0.09815803800243884,0,0.92,,,,,,,3130,-0.001269211934413761,7.748603825241673e-09,0.2,0.001,0.15099155828356742,0.06762421131134033,0.0,0.0,0.0474122017621994
,,,9420,,,,314,0.87,0,-0.15719793,1.87,38058,,,,,,,,,,
1.42,9450,4767,9450,-0.09303223170340061,0,0.9,,,,,,,3140,-0.0012732270872220397,3.6756199195409067e-09,0.2,0.001,0.12566386088728904,0.15728241205215454,0.0,0.0,0.04812877997756004
,,,9450,,,,315,0.87,0,-0.14874531,1.82,38172,,,,,,,,,,
1.16,9480,4778,9480,-0.008290043352171778,0,1.0,,,,,,,3150,-0.001277496595866978,5.433956840050769e-08,0.2,0.001,0.1724041998386383,-0.06638860702514648,0.0,0.0,0.0683419406414032
,,,9480,,,,316,0.85,0,-0.17217453,1.84,38275,,,,,,,,,,
1.2,9510,4796,9510,-0.028929588170722127,0,0.98,,,,,,,3160,-0.0012693915516138077,-1.1225541729498189e-08,0.2,0.001,0.14194619730114938,0.2269921898841858,0.0,0.0,0.05467589572072029
,,,9510,,,,317,0.84,0,-0.18187090999999994,1.87,38379,,,,,,,,,,
1.52,9540,4810,9540,-0.053639065022580326,0,0.92,,,,,,,3170,-0.0012980907573364674,1.9669533024568862e-08,0.2,0.001,0.23347779214382172,-0.14412307739257812,0.0,0.0,0.08585410565137863
,,,9540,,,,318,0.82,0,-0.20177921000000004,1.91,38500,,,,,,,,,,
1.34,9570,4821,9570,-0.09339094784576446,0,0.92,,,,,,,3180,-0.0012675164034590125,6.491939323893803e-08,0.2,0.001,0.13968145474791527,0.535023033618927,0.0,0.0,0.047131311148405075
,,,9570,,,,319,0.81,0,-0.20589727000000002,1.93,38615,,,,,,,,,,
1.24,9600,4834,9600,-0.02976580794900656,0,0.98,,,,,,,3190,-0.0012713269563391805,1.1523564857895962e-08,0.2,0.001,0.18597397357225418,0.1818784475326538,0.0,0.0,0.07385684549808502
,,,9600,,,,320,0.79,0,-0.23104635,2.02,38731,,,,,,,,,,
1.38,9630,4845,9630,-0.07282791175413877,0,0.94,,,,,,,3200,-0.0012750676251016557,-6.457170043105976e-09,0.2,0.001,0.18178670555353166,0.14289557933807373,0.0,0.0,0.07599692046642303
,,,9630,,,,321,0.76,0,-0.25656835,2.17,38847,,,,,,,,,,
1.42,9660,4857,9660,-0.07419802806340157,0,0.94,,,,,,,3210,-0.00126870694803074,3.973643236676594e-09,0.2,0.001,0.2010837107896805,0.17680662870407104,0.0,0.0,0.07902988791465759
,,,9660,,,,322,0.76,0,-0.26860338,2.27,38967,,,,,,,,,,
1.14,9690,4867,9690,-0.02788979245815426,0,0.98,,,,,,,3220,-0.0012682254193350673,-1.221895260528072e-08,0.2,0.001,0.1623031683266163,0.03897714614868164,0.0,0.0,0.062014732509851456
,,,9690,,,,323,0.73,0,-0.3160834,2.4,39072,,,,,,,,,,
1.44,9720,4890,9720,-0.09249819731805474,0,0.92,,,,,,,3230,-0.0012686625588685275,2.9007593616015014e-08,0.2,0.001,0.31824752390384675,0.01665252447128296,0.0,0.0,0.11322861909866333
,,,9720,,,,324,0.77,0,-0.26884463000000003,2.22,39192,,,,,,,,,,
1.46,9750,4904,9750,-0.014760442553088069,0,0.96,,,,,,,3240,-0.0012704796041361987,-1.748403004597776e-08,0.2,0.001,0.2462053641676903,0.5053247213363647,0.0,0.0,0.052842479199171066
,,,9750,,,,325,0.77,0,-0.26040942999999994,2.25,39320,,,,,,,,,,
1.52,9780,4917,9780,-0.09381775597576052,0,0.9,,,,,,,3250,-0.0012679765932261944,1.023213089812458e-08,0.2,0.001,0.10701852142810822,0.34231865406036377,0.0,0.0,0.04113733768463135
,,,9780,,,,326,0.77,0,-0.27112190999999997,2.25,39449,,,,,,,,,,
1.28,9810,4938,9810,-0.03044161374680698,0,0.98,,,,,,,3260,-0.0012711629504337906,2.68220899712901e-08,0.2,0.001,0.1564548246562481,0.3962004780769348,0.0,0.0,0.06636125594377518
,,,9810,,,,327,0.84,0,-0.19434184999999998,2.04,39560,,,,,,,,,,
1.32,9840,4952,9840,-0.05323038915637881,0,0.94,,,,,,,3270,-0.0012708857655525207,-4.5796236136652624e-08,0.2,0.001,0.23172070682048798,-16.386001586914062,0.0,0.0,0.03805046156048775
,,,9840,,,,328,0.85,0,-0.19072405999999997,1.97,39673,,,,,,,,,,
1.54,9870,4968,9870,-0.09379478320945055,0,0.9,,,,,,,3280,-0.0012701293569989502,2.4835273837453543e-10,0.2,0.001,0.19419296085834503,0.03991353511810303,0.0,0.0,0.08176503330469131
,,,9870,,,,329,0.89,0,-0.13157937,1.77,39801,,,,,,,,,,
1.34,9900,4983,9900,-0.0717075835261494,0,0.94,,,,,,,3290,-0.001272569375578314,1.3808409993210092e-08,0.2,0.001,0.09398393779993057,0.5432944297790527,0.0,0.0,0.040537308901548386
,,,9900,,,,330,0.86,0,-0.1713026,1.91,39917,,,,,,,,,,
1.5,9930,4997,9930,-0.034699419010430575,0,0.96,,,,,,,3300,-0.0012702600564807654,3.576278784223064e-09,0.2,0.001,0.08304587826132774,0.593256950378418,0.0,0.0,0.028242040425539017
,,,9930,,,,331,0.84,0,-0.19530352,1.97,40055,,,,,,,,,,
1.42,9960,5018,9960,-0.07478999231941998,0,0.94,,,,,,,3310,-0.0012804453144781291,-1.8874804608159936e-09,0.2,0.001,0.18685586899518966,0.012704133987426758,0.0,0.0,0.07434537261724472
,,,9960,,,,332,0.9,0,-0.1397086,1.79,40171,,,,,,,,,,
1.24,9990,5027,9990,-0.029198068440891803,0,0.96,,,,,,,3320,-0.0012760768295265734,-4.698832878347048e-08,0.2,0.001,0.15049078054726123,-13.050968170166016,0.0,0.0,0.030452435836195946
,,,9990,,,,333,0.86,0,-0.20075078,1.98,40277,,,,,,,,,,
1.38,10020,5044,10020,-0.034468065099790696,0,0.98,,,,,,,3330,-0.0012728888308629394,-1.0530154526122715e-08,0.2,0.001,0.743176406621933,-0.04569900035858154,0.0,0.0,0.30527475476264954
,,,10020,,,,334,0.85,0,-0.21303498999999998,1.99,40391,,,,,,,,,,
1.48,10050,5059,10050,-0.07269606388173998,0,0.94,,,,,,,3340,-0.0012704361928626896,2.319614140766646e-08,0.2,0.001,0.1942031979560852,0.20497411489486694,0.0,0.0,0.09087543189525604
,,,10050,,,,335,0.86,0,-0.20683283999999996,1.92,40505,,,,,,,,,,
1.2,10080,5080,10080,-0.029346355563029648,0,0.98,,,,,,,3350,-0.0012668370152823627,2.200404844998616e-08,0.2,0.001,0.2665588825941086,0.0664171576499939,0.0,0.0,0.12317542731761932
,,,10080,,,,336,0.88,0,-0.17778217,1.84,40606,,,,,,,,,,
1.3,10110,5098,10110,-0.05187078982591629,0,0.96,,,,,,,3360,-0.0012876151711679995,2.2252401787881128e-08,0.2,0.001,0.06702306717634202,0.44576364755630493,0.0,0.0,0.031024904921650887
,,,10110,,,,337,0.89,0,-0.16565582999999998,1.77,40724,,,,,,,,,,
1.26,10140,5116,10140,-0.03109867264982313,0,0.96,,,,,,,3370,-0.0012748268665745855,-4.986921950944634e-08,0.2,0.001,0.14715726375579835,0.19391578435897827,0.0,0.0,0.055544812232255936
,,,10140,,,,338,0.87,0,-0.17533337999999998,1.82,40829,,,,,,,,,,
1.16,10170,5131,10170,-0.028766432041302324,0,0.98,,,,,,,3380,-0.006753808096982538,-0.010678819747020896,0.2,0.001,0.2051249101758003,-0.22032272815704346,0.0,0.00047248203,0.0546795129776001
,,,10170,,,,339,0.89,0,-0.12680537,1.71,40932,,,,,,,,,,
1.14,10200,5150,10200,-0.02810440073721111,0,0.98,,,,,,,3390,-0.0012297559645958246,9.109576586396883e-08,0.2,0.001,0.11825707107782364,0.008885204792022705,0.0,0.0,0.0463772788643837
,,,10200,,,,340,0.89,0,-0.11733305999999999,1.67,41037,,,,,,,,,,
1.2,10230,5162,10230,-0.029585554273799063,0,0.98,,,,,,,3400,-0.001217848970554769,1.1523564236171069e-08,0.2,0.001,0.1402491293847561,0.22019743919372559,0.0,0.0,0.05309242382645607
,,,10230,,,,341,0.87,0,-0.14164104999999996,1.74,41137,,,,,,,,,,
1.18,10260,5177,10260,-0.051629227311350404,0,0.96,,,,,,,3410,-0.0012186293955892325,8.4936619160203e-08,0.2,0.001,0.1743859902024269,0.4196523427963257,0.0,0.0,0.053286027163267136
,,,10260,,,,342,0.85,0,-0.16536576,1.87,41237,,,,,,,,,,
1.36,10290,5186,10290,-0.0739915334712714,0,0.94,,,,,,,3420,-0.0012184876832179725,-7.74860415830858e-09,0.2,0.001,0.2662606999278069,0.05291450023651123,0.0,0.0,0.08114784955978394
,,,10290,,,,343,0.82,0,-0.20071811999999997,2.0,41344,,,,,,,,,,
1.2,10320,5205,10320,-0.051328674019314346,0,0.96,,,,,,,3430,-0.0012198499054647983,-2.5629997457699005e-08,0.2,0.001,0.1879448801279068,0.47435426712036133,0.0,0.0,0.05445680767297745
,,,10320,,,,344,0.84,0,-0.18882854999999998,1.92,41451,,,,,,,,,,
1.2,10350,5218,10350,-0.029230951014906168,0,0.98,,,,,,,3440,-0.001213076594285667,-1.1920930020892228e-09,0.2,0.001,0.13369302973151206,0.4017179012298584,0.0,0.0,0.04506594315171242
,,,10350,,,,345,0.83,0,-0.20336326999999998,2.03,41549,,,,,,,,,,
1.08,10380,5239,10380,-0.007453843746334315,0,1.0,,,,,,,3450,-0.0012854418833740055,-7.788340266046134e-08,0.2,0.001,0.10388680025935174,0.007138192653656006,0.0,0.0,0.03527860715985298
,,,10380,,,,346,0.85,0,-0.18927943,1.98,41662,,,,,,,,,,
1.36,10410,5254,10410,-0.07094326601363718,0,0.94,,,,,,,3460,-0.0012121259002014994,-7.351239661446129e-09,0.2,0.001,0.11293290033936501,0.15059244632720947,0.0,0.0,0.04554891213774681
,,,10410,,,,347,0.85,0,-0.17122366,2.0,41777,,,,,,,,,,
1.42,10440,5271,10440,-0.094811780937016,0,0.92,,,,,,,3470,-0.0012129724957048893,-7.947286206899663e-09,0.2,0.001,0.10066298246383668,-0.04655718803405762,0.0,0.0,0.04116077721118927
,,,10440,,,,348,0.84,0,-0.18112338,1.97,41891,,,,,,,,,,
1.46,10470,5287,10470,-0.09331602158490568,0,0.92,,,,,,,3480,-0.001216312381438911,-3.09944157450559e-08,0.2,0.001,0.2201354518532753,0.2505035996437073,0.0,0.0,0.08155761659145355
,,,10470,,,,349,0.89,0,-0.12935207,1.78,42010,,,,,,,,,,
1.4,10500,5299,10500,-0.07317757598124444,0,0.94,,,,,,,3490,-0.0012084429850801825,-2.2848447134293794e-09,0.2,0.001,0.1876494213938713,0.05276757478713989,0.0,0.0,0.07111840695142746
,,,10500,,,,350,0.87,0,-0.14779633,1.86,42125,,,,,,,,,,
1.36,10530,5313,10530,-0.07207135322503745,0,0.92,,,,,,,3500,-0.0012222692370414735,-7.033348126128658e-08,0.2,0.001,0.21040163934230804,0.1298820972442627,0.0,0.0,0.07379213720560074
,,,10530,,,,351,0.84,0,-0.17789251999999997,1.94,42233,,,,,,,,,,
1.38,10560,5326,10560,-0.07104709606617689,0,0.94,,,,,,,3510,-0.0012135540950112046,1.589457228057256e-08,0.2,0.001,0.19704744666814805,0.19327795505523682,0.0,0.0,0.06885354965925217
,,,10560,,,,352,0.83,0,-0.19885627999999997,1.98,42348,,,,,,,,,,
1.3,10590,5339,10590,-0.05277614487335086,0,0.94,,,,,,,3520,-0.0012131353374570607,3.1789145538141384e-09,0.2,0.001,0.15886099860072136,0.3009645342826843,0.0,0.0,0.05943364277482033
,,,10590,,,,353,0.8,0,-0.23414696000000007,2.1,42458,,,,,,,,,,
1.26,10620,5351,10620,-0.050517205959185955,0,0.96,,,,,,,3530,-0.0012159003410488368,1.082817728814689e-08,0.2,0.001,0.2322203367948532,-0.1465005874633789,0.0,0.0,0.07268673926591873
,,,10620,,,,354,0.78,0,-0.25785997,2.13,42559,,,,,,,,,,
1.46,10650,5367,10650,-0.07224257662892342,0,0.94,,,,,,,3540,-0.0012116042082197965,1.4007092030698943e-08,0.2,0.001,0.1685317039489746,0.19929248094558716,0.0,0.0,0.0699118971824646
,,,10650,,,,355,0.79,0,-0.24886506,2.15,42678,,,,,,,,,,
1.74,10680,5379,10680,-0.15026306810323148,0,0.86,,,,,,,3550,-0.00121346804080531,2.9156606018432285e-08,0.2,0.001,0.10121092647314071,0.46084892749786377,0.0,0.0,0.037198930978775024
,,,10680,,,,356,0.77,0,-0.26954002,2.24,42821,,,,,,,,,,
1.42,10710,5395,10710,-0.07379278826527297,0,0.94,,,,,,,3560,-0.0012121885549277068,9.139379031353201e-09,0.2,0.001,0.2295043796300888,0.27959340810775757,0.0,0.0,0.05839836597442627
,,,10710,,,,357,0.79,0,-0.24340778,2.19,42968,,,,,,,,,,
