env/n_steps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/success_rate,env/completion_counter,time/iterations,env/current_idx,time/fps,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/approx_kl,train/loss,train/clip_range,eval/mean_reward,eval/mean_ep_length,eval/success_rate
13800,-0.06157385,1.34,13800,18492,0.93,0,230,9981,0,0.3573333311080933,11450,-0.16872628301382064,-1.1926794052124023,-0.05010145201906562,0.001,0.07089413717389106,0.9643572,-0.04849911481142044,0.2,,,
13860,-0.08120785999999999,1.36,13860,18563,0.92,0,231,10027,0,0.3619999980926514,11500,-0.15330368906259537,0.05317497253417969,-0.0870838318342964,0.001,0.07389990886673331,0.8110393,-0.11191880702972412,0.2,,,
13920,-0.08000696000000002,1.28,13920,18635,0.92,0,232,10076,0,0.24433334313333036,11550,-0.06128340147435665,-0.1682344675064087,-0.04354411931460099,0.001,0.10950918525457382,0.6614446,-0.011045321822166443,0.2,,,
13980,-0.06901342,1.24,13980,18713,0.94,0,233,10123,0,0.18233333565294743,11600,-0.0860595564544201,0.4198746085166931,-0.05095230177479486,0.001,0.045731329657137394,0.64878553,-0.05795414373278618,0.2,,,
14040,-0.07060393000000001,1.28,14040,18785,0.94,0,234,10168,0,0.1983333394676447,11650,-0.11060131669044494,0.2079874873161316,-0.05646681391323611,0.001,0.03828677248209715,0.3343692,-0.06551484763622284,0.2,,,
14100,-0.07135492999999998,1.33,14100,18857,0.93,0,235,10216,0,0.20200000144541264,11700,-0.07376104526221752,-0.11809909343719482,-0.05038614540360868,0.001,0.0758584588393569,0.3431702,-0.04531623050570488,0.2,,,
14160,-0.04143535,1.27,14160,18930,0.94,0,236,10260,0,0.20333333604037762,11750,-0.16880797922611238,-0.5192328691482544,-0.030057519869258018,0.001,0.01409969717322383,0.43927136,-0.05814414471387863,0.2,,,
14220,-0.08624625999999999,1.37,14220,18997,0.91,0,237,10300,0,0.25533333837985994,11800,-0.13716797336935996,-0.5217387676239014,-0.05012693917502961,0.001,0.0702152213267982,0.685683,-0.06242453306913376,0.2,,,
14280,-0.09609841000000001,1.37,14280,19070,0.91,0,238,10347,0,0.24266667231917383,11850,-0.10031307086348534,0.015635430812835693,-0.06766258320957419,0.001,0.13441499136388302,0.43609092,-0.060311459004879,0.2,,,
14340,-0.07502763,1.32,14340,19142,0.93,0,239,10388,0,0.1966666693985462,11900,-0.12271396100521087,0.20158880949020386,-0.040882667859395344,0.001,0.05989999130368233,0.3583409,-0.02280208095908165,0.2,,,
14400,-0.06355593,1.28,14400,19212,0.95,0,240,10438,0,0.3033333358168602,11950,-0.15799309730529784,-0.07354152202606201,-0.06815997303277258,0.001,0.04756725594401359,0.3844577,-0.08000969141721725,0.2,,,
14460,-0.09194759000000001,1.39,14460,19287,0.92,0,241,10478,0,0.19966666892170906,12000,-0.07117008253931999,-0.9297900199890137,-0.04377792336791753,0.001,0.058273856565356254,0.2855694,-0.024931756779551506,0.2,,,
14520,-0.09244313,1.44,14520,19357,0.91,0,242,10517,0,0.18366666957736016,12050,-0.08616169214248658,0.0747520923614502,-0.05766523398443436,0.001,0.08923320192843676,0.4029282,-0.08156762272119522,0.2,,,
14580,-0.09275731999999999,1.42,14580,19429,0.89,0,243,10560,0,0.1730000039935112,12100,-0.050926029682159424,-0.5930328369140625,-0.048044627554714676,0.001,0.12763797268271446,0.72130126,-0.0029457099735736847,0.2,,,
14640,-0.09405973999999999,1.36,14640,19505,0.9,0,244,10606,0,0.17700000263750554,12150,-0.06699050389230252,-0.09697830677032471,-0.03949542262498289,0.001,0.05284844422712922,0.7808326,-0.05104827135801315,0.2,,,
14700,-0.12476192000000001,1.42,14700,19575,0.89,0,245,10646,0,0.15300000451505183,12200,-0.048747699931263926,0.11210119724273682,-0.04416453080872696,0.001,0.09449008785188198,0.50630254,-0.03944915533065796,0.2,,,
14760,-0.12273979,1.43,14760,19654,0.89,0,246,10687,0,0.10733333446085452,12250,-0.0475124566257,0.25716495513916016,-0.024707113311936445,0.001,0.06984797172248364,0.092754655,-0.022895127534866333,0.2,,,
14820,-0.09256152999999999,1.35,14820,19724,0.91,0,247,10735,0,0.11166667014360428,12300,-0.04677909225225449,0.16373610496520996,-0.0369605144256105,0.001,0.08729396224021911,0.35838264,-0.023484017699956894,0.2,,,
14880,-0.08543274999999997,1.39,14880,19794,0.92,0,248,10775,0,0.2923333339765668,12350,-0.1531061139702797,-0.3429877758026123,-0.046143769103412814,0.001,0.06716478556394577,0.36749935,-0.039794404059648514,0.2,,,
14940,-0.1150896,1.41,14940,19871,0.9,0,249,10819,0,0.20066666893661023,12400,-0.042356538213789464,-0.05868113040924072,-0.05865229465067387,0.001,0.1360464434325695,0.9308149,-0.0203496553003788,0.2,,,
15000,-0.09002557,1.29,15000,19942,0.92,0,250,10867,0,0.17900000318884848,12450,-0.07198281228542328,0.02485281229019165,-0.04865391446650023,0.001,0.14511021211743355,0.9019297,-0.0032426342368125916,0.2,,,
15060,-0.05996372,1.25,15060,20014,0.94,0,251,10917,0,0.0963333348929882,12500,-0.011706481566652655,0.24618595838546753,-0.01011783471206826,0.001,0.0487122105807066,2.5351179,0.002363184466958046,0.2,,,
15120,-0.06129116,1.27,15120,20089,0.93,0,252,10957,0,0.062333336547017094,12550,-0.023882307894527912,-0.38913285732269287,-0.0292426811324743,0.001,0.03647044780664146,0.07796951,-0.028910521417856216,0.2,,,
15180,-0.07171821,1.32,15180,20165,0.91,0,253,11006,0,0.055333335250616074,12600,-0.021988192424178123,-0.10947525501251221,-0.016713141075335437,0.001,0.126079054325819,0.06995988,0.020347459241747856,0.2,,,
15240,-0.04972287,1.27,15240,20239,0.93,0,254,11054,0,0.03133333496749401,12650,-0.01286146080121398,-0.019414067268371582,-0.000842411105753853,0.001,0.026605572476983072,0.053029116,0.007067769765853882,0.2,,,
15300,-0.059346759999999985,1.25,15300,20319,0.93,0,255,11101,0,0.04466666758060455,12700,-0.004946406823582947,-0.00150299072265625,-0.0038440614190573454,0.001,0.08727948591113091,0.008585443,0.0280255489051342,0.2,,,
15360,-0.07006063,1.29,15360,20399,0.92,0,256,11148,0,0.049000000730156895,12750,-0.003533699554391205,0.3268546462059021,-0.01156947087496519,0.001,0.04523050982505083,0.035955686,-0.003994892351329327,0.2,,,
15420,-0.11245680999999999,1.43,15420,20468,0.89,0,257,11185,0,0.016333334185183047,12800,-0.008646598812192678,0.236458420753479,-0.005146287686501907,0.001,0.03436264845076949,0.15033533,-0.003923342563211918,0.2,,,
15480,-0.14555116999999995,1.54,15480,20538,0.87,0,258,11223,0,0.0,12850,-0.0019067317387089133,0.013691186904907227,-0.0012761768706162347,0.001,0.13292011618614197,7.1235496e-05,0.021765798330307007,0.2,,,
15540,-0.10464724000000002,1.45,15540,20616,0.9,0,259,11270,0,0.0,12900,-0.0001350060521508567,0.4664016366004944,-1.5986959135183553e-07,0.001,0.05805143680423498,0.0,0.0109369782730937,0.2,,,
15600,-0.05244156999999999,1.27,15600,20701,0.95,0,260,11317,0,0.0,12950,-0.0002527025790186599,-1.332671880722046,-6.094331537500608e-06,0.001,0.06434945218265056,1.9868216e-09,0.021646251901984215,0.2,,,
15660,-0.0742304,1.39,15660,20777,0.92,0,261,11354,0,0.013666667379438877,13000,-0.006705364391673356,0.16910791397094727,-0.0064288306482909886,0.001,0.07170918136835099,0.0125707,0.01581479050219059,0.2,,,
15720,-0.08554643,1.4,15720,20867,0.91,0,262,11403,0,0.07466666880995035,13050,-0.018185269627720116,0.011337876319885254,-0.0081440742573856,0.001,0.08333963580429554,0.085751206,0.011783776804804802,0.2,,,
15780,-0.04194289,1.32,15780,20951,0.95,0,263,11447,0,0.027666668109595775,13100,-0.009885074803605676,0.12876445055007935,-0.011728123677894473,0.001,0.055936284549534324,1.350576,-0.0004002293571829796,0.2,,,
15840,-0.0510999,1.34,15840,21024,0.94,0,264,11491,0,0.055666668638587,13150,-0.033103396072983744,-0.5187677145004272,-0.0015223626360044928,0.001,0.04087930545210838,0.0779006,0.0016379279550164938,0.2,,,
15900,-0.07177001,1.33,15900,21098,0.94,0,265,11536,0,0.1380000055208802,13200,-0.07120885901153087,-0.10953915119171143,-0.0434729146771133,0.001,0.09456630236469209,0.18989109,-0.045490387827157974,0.2,,,
15960,-0.04095564999999999,1.26,15960,21173,0.97,0,266,11587,0,0.17633333712816238,13250,-0.08731848552823067,-0.2720012664794922,-0.043096700772643076,0.001,0.09012503243982792,0.5586836,-0.03947288915514946,0.2,,,
16020,-0.02925768,1.2,16020,21242,0.97,0,267,11634,0,0.1970000024139881,13300,-0.06521669656038284,-0.7735505104064941,-0.038661606902877566,0.001,0.0006234439040417783,0.8238506,-0.04502006992697716,0.2,,,
16080,-0.08231089999999998,1.37,16080,21323,0.91,0,268,11674,0,0.19333333477377893,13350,-0.08218971997499466,-0.12594306468963623,-0.052009952620913576,0.001,0.08073075741529465,0.57498074,-0.04109228029847145,0.2,,,
16140,-0.08321228000000001,1.36,16140,21394,0.92,0,269,11723,0,0.25766667142510413,13400,-0.11698593512177467,-0.0014696121215820312,-0.06501766623059907,0.001,0.19371819823980332,0.6362437,0.007236547768115997,0.2,,,
16200,-0.052156669999999995,1.32,16200,21472,0.93,0,270,11766,0,0.1666666705906391,13450,-0.06833855956792831,-0.20114445686340332,-0.043958099710367016,0.001,0.0681630340218544,0.17435278,-0.020565975457429886,0.2,,,
16260,-0.060479679999999994,1.3,16260,21545,0.92,0,271,11814,0,0.13666667155921458,13500,-0.04814236380159855,0.21194946765899658,-0.03661882146696243,0.001,0.08827292010188102,0.15337473,-0.008287787437438965,0.2,,,
16320,-0.06987095000000001,1.26,16320,21614,0.92,0,272,11862,0,0.2276666735112667,13550,-0.08612747013568878,-0.3638029098510742,-0.05214977459050715,0.001,0.06471836261451244,0.24059933,-0.03877472132444382,0.2,,,
16380,-0.07089845,1.32,16380,21682,0.92,0,273,11904,0,0.1883333360031247,13600,-0.06876517802476884,-0.0960087776184082,-0.059974838224550096,0.001,0.13829064443707467,0.5626615,-0.021644387394189835,0.2,,,
16440,-0.08190718000000002,1.39,16440,21755,0.9,0,274,11944,0,0.20533333569765091,13650,-0.13920951411128044,-0.6675921678543091,-0.052966455381984544,0.001,0.11496497571468353,0.20203425,-0.014712940901517868,0.2,,,
16500,-0.09717696,1.36,16500,21825,0.9,0,275,11994,0,0.21800000190734864,13700,-0.042116564102470874,0.045564115047454834,-0.053956279891232695,0.001,0.13797823458909989,0.6308256,-0.026890236884355545,0.2,,,
16560,-0.10648945999999998,1.34,16560,21898,0.91,0,276,12034,0,0.21800000131130218,13750,-0.09986110597848892,0.16109514236450195,-0.05214993413661915,0.001,0.10136266253888607,0.18504122,-0.03262846916913986,0.2,,,
16620,-0.07519609999999999,1.33,16620,21970,0.93,0,277,12082,0,0.35833333440124987,13800,-0.1085194519162178,-0.018582582473754883,-0.0810866928274433,0.001,0.11792519226670266,1.0722079,-0.05292792245745659,0.2,,,
16680,-0.07135891,1.34,16680,22039,0.93,0,278,12123,0,0.31999999962747094,13850,-0.12867670387029648,-64.52078247070312,-0.05552513437718155,0.001,0.025791728445328774,2.4544232,-0.08171004056930542,0.2,,,
16740,-0.1151502,1.44,16740,22114,0.9,0,279,12164,0,0.36733333364129067,13900,-0.221430284678936,0.0005524754524230957,-0.0838297852327426,0.001,0.1876201057434082,0.5836652,-0.025998204946517944,0.2,,,
16800,-0.12522231,1.47,16800,22189,0.88,0,280,12206,0,0.3573333342373371,13950,-0.14994983673095702,0.13478875160217285,-0.07823013153920584,0.001,0.1288691918551922,1.7852863,-0.08759046345949173,0.2,,,
16860,-0.07117359000000001,1.34,16860,22263,0.92,0,281,12252,0,0.30966667041182516,14000,-0.22465694725513458,0.4474637508392334,-0.0537303974578778,0.001,0.04246935814619064,0.27909026,-0.059821873903274536,0.2,,,
16920,-0.08209745,1.35,16920,22335,0.9,0,282,12296,0,0.3693333326280117,14050,-0.16321069926023482,-0.009984612464904785,-0.07633075239012639,0.001,0.06660548547282814,1.0664346,-0.0845377966761589,0.2,,,
16980,-0.07202168,1.35,16980,22404,0.9,0,283,12339,0,0.28599999971687795,14100,-0.16602611064910888,-0.02955472469329834,-0.0648392068569859,0.001,0.07385062471032143,0.55046207,-0.07320670038461685,0.2,,,
17040,-0.08365723000000001,1.45,17040,22480,0.89,0,284,12380,0,0.20333333518356084,14150,-0.15751251369714736,-0.04917013645172119,-0.041852230220412207,0.001,0.07761865571141242,0.2048185,-0.013756882399320602,0.2,,,
17100,-0.09377914999999998,1.43,17100,22550,0.9,0,285,12421,0,0.27766667291522024,14200,-0.1372133168578148,-0.021957874298095703,-0.05357049574951333,0.001,0.1062820415198803,0.36904448,-0.02017010748386383,0.2,,,
17160,-0.11629176000000001,1.49,17160,22622,0.88,0,286,12460,0,0.24366667155176402,14250,-0.15839101776480674,-0.08678734302520752,-0.05471233873193463,0.001,0.13836845517158508,0.97947013,-0.03005819395184517,0.2,,,
17220,-0.07386644000000002,1.41,17220,22701,0.92,0,287,12508,0,0.2546666732430458,14300,-0.1235616572201252,0.20902222394943237,-0.05539260087534785,0.001,0.1104624679684639,0.6468007,-0.01215004175901413,0.2,,,
17280,-0.022117909999999998,1.25,17280,22770,0.98,0,288,12555,0,0.38733333576470613,14350,-0.15280175268650054,-45.35103988647461,-0.05292673003797731,0.001,0.01578171407803893,1.7386085,-0.07188864797353745,0.2,,,
17340,-0.05511207,1.43,17340,22853,0.94,0,289,12591,0,0.19733333580195903,14400,-0.1073587329685688,-0.006790637969970703,-0.04531556709855795,0.001,0.04418954439461231,0.22202985,-0.03437279909849167,0.2,,,
17400,-0.08418382999999997,1.45,17400,22930,0.91,0,290,12632,0,0.18433333601802587,14450,-0.09137573853135109,0.08500856161117554,-0.04944839866024752,0.001,0.0956522186100483,0.35012633,-0.029783759266138077,0.2,,,
17460,-0.13748962999999997,1.62,17460,22996,0.85,0,291,12667,0,0.1356666713953018,14500,-0.08059364318847656,0.09128910303115845,-0.03490811434636514,0.001,0.13083788946270944,0.17985694,-0.014387600123882294,0.2,,,
17520,-0.14639324,1.6,17520,23074,0.84,0,292,12705,0,0.24500000543892383,14550,-0.12485085979104042,0.07331925630569458,-0.049551779247199494,0.001,0.09828282788395881,0.41733882,-0.0461052767932415,0.2,,,
17580,-0.10434515999999999,1.53,17580,23153,0.87,0,293,12749,0,0.4019999988377094,14600,-0.11018309250473976,-0.1725395917892456,-0.05863146387537327,0.001,0.08300204008817673,1.7011154,-0.031729452311992645,0.2,,,
17640,-0.06369477000000001,1.46,17640,23220,0.91,0,294,12791,0,0.20333333551883698,14650,-0.04504749942570925,0.12519055604934692,-0.028747575835014347,0.001,0.064835569486022,0.5970729,-0.01885104738175869,0.2,,,
17700,-0.08702987999999999,1.45,17700,23305,0.9,0,295,12832,0,0.29833333656191824,14700,-0.0978235736489296,-0.9492747783660889,-0.05512683426588774,0.001,0.0891280772536993,1.3791095,-0.059806112200021744,0.2,,,
17760,-0.12631888000000002,1.46,17760,23376,0.88,0,296,12877,0,0.23300000570714474,14750,-0.08105102941393852,0.4185835123062134,-0.050494404428949057,0.001,0.06640305884182453,1.1148084,-0.03783116489648819,0.2,,,
17820,-0.09055570999999998,1.34,17820,23453,0.91,0,297,12922,0,0.14233333885669708,14800,-0.03867304768413305,0.17881470918655396,-0.039935582163433236,0.001,0.10735637828707695,0.78592247,0.0013216882944107056,0.2,,,
17880,-0.09301082999999999,1.38,17880,23535,0.89,0,298,12965,0,0.1380000051483512,14850,-0.05046511560678482,0.30365854501724243,-0.04769295481840768,0.001,0.04941276418045163,0.16248803,-0.045160096138715744,0.2,,,
17940,-0.07179036000000001,1.28,17940,23605,0.92,0,299,13017,0,0.15966667160391806,14900,-0.03583692256361246,0.4270349144935608,-0.02579719548175733,0.001,0.04718632020056248,1.1887639,-0.010203404352068901,0.2,,,
18000,,,18000,,,0,,13070,,0.2366666705161333,14950,-0.07928836673498153,0.2753913998603821,-0.01991426769838048,0.001,0.06103833556175232,1.8114908,-0.021018128842115402,0.2,-0.06086700783343986,1.31,0.93
,-0.01788379,1.12,18000,23843,0.99,,300,,0,,,,,,,,,,,,,
18060,-0.0617178,1.3,18060,23912,0.95,0,301,13110,0,0.3983333327621221,15000,-0.14082417875528336,-156.66004943847656,-0.019887104733226194,0.001,0.008953546877019108,2.0001657,-0.027551013976335526,0.2,,,
18120,-0.07473556,1.41,18120,23980,0.94,0,302,13153,0,0.30966666623950007,15050,-0.09451362788677216,0.04817080497741699,-0.07413246059666076,0.001,0.12311442658305168,0.7274703,-0.06776118278503418,0.2,,,
18180,-0.0647691,1.35,18180,24049,0.94,0,303,13195,0,0.21133333936333656,15100,-0.06739750951528549,-0.3678954839706421,-0.04709770471105973,0.001,0.05448722524568438,1.148378,-0.05731292814016342,0.2,,,
18240,-0.08408577999999998,1.42,18240,24124,0.9,0,304,13234,0,0.16833333604037762,15150,-0.05258010905236006,-0.30881500244140625,-0.039659073444704235,0.001,0.15168597400188447,0.38751182,0.0107644721865654,0.2,,,
18300,-0.09483418,1.52,18300,24196,0.86,0,305,13271,0,0.3023333376646042,15200,-0.1355334183573723,0.019028544425964355,-0.06519005005309993,0.001,0.12352539196610451,0.24293865,-0.02680864930152893,0.2,,,
18360,-0.11460192000000002,1.55,18360,24265,0.85,0,306,13313,0,0.23000000819563865,15250,-0.04853534195572138,-0.3689889907836914,-0.07067838608225188,0.001,0.18047004401683808,1.4115498,0.0009220689535140991,0.2,,,
18420,-0.09590608000000002,1.56,18420,24331,0.85,0,307,13347,0,0.17233333744108678,15300,-0.029313588375225665,0.03474825620651245,-0.045279228011767064,0.001,0.13539484411478042,0.98977315,0.016551170498132706,0.2,,,
18480,-0.08347252999999999,1.48,18480,24401,0.85,0,308,13392,0,0.15200000457465648,15350,-0.026165382014587523,-0.00011372566223144531,-0.04551944862073299,0.001,0.13194054745137693,1.5415096,-0.04383573681116104,0.2,,,
18540,-0.08362417000000001,1.34,18540,24481,0.9,0,309,13439,0,0.1396666691452265,15400,-0.04218552136793732,-0.20634901523590088,-0.03290943954388301,0.001,0.09613516747951507,0.49784115,-0.002819567918777466,0.2,,,
18600,-0.052753009999999996,1.26,18600,24566,0.95,0,310,13483,0,0.25900000691413877,15450,-0.08530311331152916,0.0898393988609314,-0.06771786284198371,0.001,0.10392547994852067,0.65805376,-0.044328056275844574,0.2,,,
18660,-0.07126795,1.4,18660,24644,0.93,0,311,13521,0,0.29333333171904086,15500,-0.10407654970884322,0.32701295614242554,-0.030813598792999955,0.001,0.022725164759904146,0.94166595,-0.0308060422539711,0.2,,,
18720,-0.08223696000000003,1.43,18720,24714,0.91,0,312,13566,0,0.05733333598822355,15550,-0.031465559415519234,0.00277101993560791,-0.019723992872051888,0.001,0.11321578979492188,0.122791536,0.0035125743597745895,0.2,,,
18780,-0.06029794,1.31,18780,24783,0.93,0,313,13614,0,0.10800000131130219,15600,-0.04390062868595123,-0.42968666553497314,-0.0040875860385907355,0.001,0.10345962554216385,0.2725013,0.039129551500082016,0.2,,,
18840,-0.04844249,1.2,18840,24865,0.96,0,314,13666,0,0.11300000548362732,15650,-0.014470653012394905,0.561159074306488,-0.036216064004848364,0.001,0.04013225264847278,0.6605696,-0.02755017578601837,0.2,,,
18900,-0.039354480000000004,1.18,18900,24941,0.96,0,315,13716,0,0.128333338573575,15700,-0.03667350880801678,-0.14863872528076172,-0.04278020327041546,0.001,0.027394854417070746,0.32402667,-0.04604433476924896,0.2,,,
18960,-0.03997869,1.2,18960,25015,0.95,0,316,13766,0,0.09200000140815973,15750,-0.03533869447186589,0.18486356735229492,-0.028255833643488586,0.001,0.02542754451278597,0.4754401,-0.04333192855119705,0.2,,,
19020,-0.07206436,1.32,19020,25088,0.92,0,317,13804,0,0.2353333394229412,15800,-0.09520035848021507,-0.46219539642333984,-0.0437953756451607,0.001,0.024756867499090732,0.72839737,-0.05122898519039154,0.2,,,
19080,-0.11726024999999998,1.47,19080,25158,0.88,0,318,13843,0,0.14966667044907808,15850,-0.06036862678825855,0.12278544902801514,-0.03319208316132425,0.001,0.09616972628980874,0.6894526,-0.05548124760389328,0.2,,,
19140,-0.12754258,1.46,19140,25235,0.89,0,319,13888,0,0.2486666725575924,15900,-0.0939579151570797,0.06275099515914917,-0.05073792964095869,0.001,0.08264901012182235,0.7882418,-0.038836367428302765,0.2,,,
19200,-0.07388772,1.31,19200,25303,0.94,0,320,13935,0,0.21166666954755783,15950,-0.10475510329008103,0.07594013214111328,-0.046333338553085926,0.001,0.0915741816163063,1.0461602,-0.026827890425920486,0.2,,,
19260,-0.05008873999999999,1.23,19260,25371,0.96,0,321,13985,0,0.30933333456516265,16000,-0.14199093624949455,-0.014956951141357422,-0.04089039812485378,0.001,0.07043569467961788,1.423394,-0.027221009135246277,0.2,,,
19320,-0.11546777000000001,1.41,19320,25449,0.9,0,322,14018,0,0.1640000043436885,16050,-0.08512413188815117,-0.03717184066772461,-0.04630096652110424,0.001,0.04803446713835001,0.62249047,-0.04205050319433212,0.2,,,
19380,-0.14829188000000001,1.53,19380,25524,0.86,0,323,14060,0,0.33366666350513696,16100,-0.07288389854133129,0.12034571170806885,-0.06246204222862918,0.001,0.16155265778303146,1.5896517,-0.008411914110183716,0.2,,,
19440,-0.19437538,1.65,19440,25594,0.82,0,324,14092,0,0.19533333599567412,16150,-0.06147681318223477,0.10657262802124023,-0.04182358087971807,0.001,0.0653138293325901,0.8823833,-0.03819223493337631,0.2,,,
19500,-0.17067387,1.62,19500,25677,0.84,0,325,14133,0,0.19100000269711018,16200,-0.060030437782406805,0.27297377586364746,-0.044194073981295004,0.001,0.08577916897833347,0.71091574,-0.043231215327978134,0.2,,,
19560,-0.07305514,1.37,19560,25747,0.94,0,326,14181,0,0.20800000198185445,16250,-0.0830245666205883,-0.6634699106216431,-0.04984365353733296,0.001,0.06468522349372506,0.97426504,-0.06060822308063507,0.2,,,
19620,-0.06398652,1.39,19620,25816,0.94,0,327,14220,0,0.3033333349227905,16300,-0.1003207491338253,0.2608010768890381,-0.052841568261384954,0.001,0.00764689898933284,0.7234547,-0.05856826528906822,0.2,,,
19680,-0.0633036,1.31,19680,25892,0.94,0,328,14272,0,0.23966667599976063,16350,-0.05780950628221035,0.31532782316207886,-0.05067568867901961,0.001,0.06786718111485243,1.0212176,-0.04444662481546402,0.2,,,
19740,-0.040968410000000004,1.22,19740,25965,0.96,0,329,14319,0,0.2426666719466448,16400,-0.09127852767705917,-1.1584901809692383,-0.041821303797264876,0.001,0.05826301909983158,0.6898333,-0.02109258621931076,0.2,,,
19800,-0.07303497,1.33,19800,26033,0.93,0,330,14359,0,0.17500000342726707,16450,-0.05230204682797193,-0.04226386547088623,-0.03161989776479702,0.001,0.08429336935281753,0.68717444,-0.004460819065570831,0.2,,,
19860,-0.07211104,1.35,19860,26107,0.94,0,331,14406,0,0.2533333345502615,16500,-0.036262142024934295,0.332710325717926,-0.06654701540743312,0.001,0.06995444998145103,2.4583,-0.05849922448396683,0.2,,,
19920,-0.07324428,1.41,19920,26178,0.92,0,332,14445,0,0.28666667118668554,16550,-0.07034065537154674,-0.18187284469604492,-0.01650339699784908,0.001,0.0667054457962513,1.7530618,0.00892723724246025,0.2,,,
19980,-0.07412707,1.41,19980,26262,0.91,0,333,14490,0,0.14200000554323197,16600,-0.03219452477991581,-0.09980249404907227,-0.02434301049634815,0.001,0.1057898859679699,0.5777235,0.015779269859194756,0.2,,,
20040,-0.06327133000000001,1.38,20040,26334,0.92,0,334,14537,0,0.08600000210106373,16650,-0.026855197716504336,0.09503328800201416,-0.01242559247029325,0.001,0.07771904639899731,1.0123191,0.007901020348072052,0.2,,,
20100,-0.08462617,1.43,20100,26407,0.92,0,335,14574,0,0.0,16700,-0.005876966780051589,-0.007806301116943359,-0.0023873855820080968,0.001,0.05455409593880176,0.00023179353,0.015791751444339752,0.2,,,
20160,-0.13113476000000002,1.57,20160,26478,0.87,0,336,14609,0,0.07066666770726443,16750,-0.03594235628843308,0.2705347537994385,-0.011702129608330631,0.001,0.05025294312741607,0.76168984,-0.025222914293408394,0.2,,,
20220,-0.15188764999999999,1.61,20220,26548,0.85,0,337,14652,0,0.05300000172108412,16800,-0.022849582657217978,-0.17897522449493408,-0.010337503041451156,0.001,0.09912521682679654,0.2652633,0.0027999272570014,0.2,,,
20280,-0.07179748000000001,1.31,20280,26617,0.94,0,338,14699,0,0.12233333602547646,16850,-0.034035637620836494,0.04786217212677002,-0.02742480332156024,0.001,0.07604439608752728,1.2781543,-0.025036422535777092,0.2,,,
20340,-0.05222015,1.28,20340,26690,0.95,0,339,14745,0,0.041666668616235254,16900,-0.018106095511466264,-0.02978801727294922,-0.011969178829962991,0.001,0.047248541936278345,0.18964466,0.0021583931520581245,0.2,,,
20400,-0.09411802,1.33,20400,26766,0.91,0,340,14789,0,0.09566666860133409,16950,-0.05761025317013264,-0.07592105865478516,-0.02115787690877914,0.001,0.08589057326316833,0.10150622,-0.002030991017818451,0.2,,,
20460,-0.11426308999999998,1.4,20460,26843,0.89,0,341,14829,0,0.2896666643768549,17000,-0.09636523067951203,-0.07238876819610596,-0.07893820071220396,0.001,0.0828881686925888,1.4697983,-0.07640224695205688,0.2,,,
20520,-0.08310566000000001,1.38,20520,26916,0.9,0,342,14872,0,0.341999998241663,17050,-0.1484066104888916,0.11281085014343262,-0.048632739532739035,0.001,0.0858806873857975,1.8659823,-0.03975777328014374,0.2,,,
20580,-0.09398759999999998,1.41,20580,26988,0.9,0,343,14914,0,0.3296666692197323,17100,-0.17819756925106048,0.1257370114326477,-0.08170957158754262,0.001,0.08460755117237567,0.43189022,-0.06577025353908539,0.2,,,
20640,-0.0726805,1.32,20640,27064,0.92,0,344,14961,0,0.2280000028014183,17150,-0.12473908841609954,0.1191069483757019,-0.04131828590482474,0.001,0.10036546766757964,0.22310622,-0.017923125997185707,0.2,,,
20700,-0.050577620000000004,1.23,20700,27135,0.94,0,345,15011,0,0.3046666716039181,17200,-0.1375798486173153,0.19113296270370483,-0.06442563103015217,0.001,0.055517376735806465,0.27961618,-0.06679364293813705,0.2,,,
20760,-0.08233351000000001,1.33,20760,27212,0.91,0,346,15050,0,0.3826666647195816,17250,-0.1631762945652008,-0.24648427963256836,-0.0585616549129287,0.001,0.06175632543861866,1.0526059,-0.059313904494047165,0.2,,,
20820,-0.13386412,1.46,20820,27284,0.86,0,347,15090,0,0.1863333373144269,17300,-0.09564117997884751,-0.1749328374862671,-0.05493844896554947,0.001,0.15560255378484725,0.2961459,-0.037374433130025864,0.2,,,
20880,-0.16533722999999997,1.57,20880,27353,0.82,0,348,15126,0,0.26466666974127295,17350,-0.08309950806200504,0.0768769383430481,-0.07383347355326016,0.001,0.11327993601560593,0.73863316,-0.034253258258104324,0.2,,,
20940,-0.14750636999999997,1.55,20940,27429,0.83,0,349,15169,0,0.31033333119004963,17400,-0.15692522630095482,-0.016687750816345215,-0.06489206447886924,0.001,0.14355958133935928,1.4199221,-0.051657721400260925,0.2,,,
21000,-0.16922777999999997,1.62,21000,27507,0.81,0,350,15202,0,0.310666668266058,17450,-0.12371870502829552,-0.4384725093841553,-0.059980827018618614,0.001,0.10971477568149567,0.75571835,-0.03362914174795151,0.2,,,
21060,-0.12526949999999998,1.5,21060,27575,0.87,0,351,15247,0,0.288333335518837,17500,-0.09796047702431679,0.15527665615081787,-0.06940258169670901,0.001,0.15377140298485756,0.87246823,-0.036861926317214966,0.2,,,
21120,-0.09325824999999999,1.43,21120,27645,0.89,0,352,15286,0,0.2663333348184824,17550,-0.15206819847226144,0.22266727685928345,-0.051476143285632076,0.001,0.10489635124802589,1.0673578,-0.040827032178640366,0.2,,,
