env/current_idx,env/completion_counter,env/n_steps,time/total_timesteps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,train/n_updates,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/approx_kl,train/value_loss,eval/mean_reward,eval/success_rate,eval/mean_ep_length
5353,0,7260,7260,0.85,1.58,8747,242,0,-0.13769831000000002,12050,0.2,0.1286666727811098,-0.04507096590474248,-0.05270063269883394,0.001529693603515625,0.001,0.0005314312875270844,0.30452672,0.1036122553050518,,,
5372,0,7290,7290,0.83,1.63,8788,243,0,-0.15858164,12100,0.2,0.45266667515039444,-0.1029305779784918,-0.16912680983543396,-0.008337736129760742,0.001,-0.06848136335611343,1.4064046,0.2236635971069336,,,
5393,0,7320,7320,0.87,1.52,8824,244,0,-0.12717435000000002,12150,0.2,0.4020000043511391,-0.0692910323292017,-0.21696368098258972,-0.1978743076324463,0.001,-0.07506337761878967,0.3456604,0.1388780453801155,,,
5412,0,7350,7350,0.86,1.58,8859,245,0,-0.12905339,12200,0.2,0.07400000244379043,-0.02282829111007345,-0.047926237359642986,0.024551868438720703,0.001,-0.028732355684041977,0.04670356,0.048761790867429225,,,
5435,0,7380,7380,0.87,1.6,8895,246,0,-0.11955242,12250,0.2,0.3426666723191738,-0.052727569135526835,-0.06784072294831275,-0.6672383546829224,0.001,-0.05762990564107895,1.7336973,0.06064395562279969,,,
5461,0,7410,7410,0.93,1.37,8930,247,0,-0.06636048,12300,0.2,0.12733333989977835,-0.019748643139998166,-0.00860835905186832,-3.559417247772217,0.001,-0.02018251083791256,0.790685,0.0005376408301526681,,,
5486,0,7440,7440,0.95,1.31,8964,248,0,-0.033585369999999996,12350,0.2,0.0,-0.012099960957343399,-0.0011420463767717593,-6.598994255065918,0.001,-0.011272196657955647,0.00016539097,0.0036319185979664325,,,
5512,0,7470,7470,0.97,1.2,9003,249,0,-0.020872970000000005,12400,0.2,0.0,-4.0040214758985116e-06,-0.0001761491621437017,-57.93416213989258,0.001,0.0001261496654478833,2.9802322e-08,0.003031298603164032,,,
5539,0,7500,7500,0.98,1.13,9051,250,0,-0.01779074,12450,0.2,0.0,-8.816719012649799e-07,-0.00017684088641544804,-0.00010669231414794922,0.001,0.04969862475991249,0.0,0.1005560328066349,,,
5560,0,7530,7530,0.96,1.21,9084,251,0,-0.03961958,12500,0.2,0.0,-1.2261668899782307e-07,-8.025215847737855e-06,-0.2325143814086914,0.001,3.237375130993314e-05,0.0,0.001595739102049265,,,
5580,0,7560,7560,0.96,1.25,9117,252,0,-0.050656889999999996,12550,0.2,0.0,-4.386901884423366e-08,-3.967596567235887e-05,0.001074373722076416,0.001,0.08526420593261719,0.0,0.17843421757221223,,,
5599,0,7590,7590,0.95,1.34,9153,253,0,-0.0618513,12600,0.2,0.032666668370366095,-0.0035721048113579634,-0.0008030656768096378,-0.005274415016174316,0.001,0.004674517083913088,0.37183598,0.07991247467696666,,,
5620,0,7620,7620,0.93,1.4,9186,254,0,-0.08377072999999999,12650,0.2,0.0,-0.0006011485631655944,-0.0006856967887870269,-0.11415064334869385,0.001,0.06066472828388214,2.2991499e-05,0.15788468480110168,,,
5638,0,7650,7650,0.9,1.51,9221,255,0,-0.11533783000000002,12700,0.2,0.0,-1.4444192615314932e-08,-1.6931996324274223e-05,-0.28962576389312744,0.001,0.006662304513156414,0.0,0.10397121401503683,,,
5661,0,7680,7680,0.91,1.49,9256,256,0,-0.09408892999999999,12750,0.2,0.012000000402331353,-0.0029769456497154147,-0.00875652659276966,0.10294228792190552,0.001,0.031187590211629868,0.20716499,0.13808555781841278,,,
5681,0,7710,7710,0.9,1.49,9290,257,0,-0.10478995,12800,0.2,0.46466667093336583,-0.051246468648314475,-0.09216759972274303,-58.09059524536133,0.001,-0.06377439200878143,6.123998,0.00782705573074054,,,
5698,0,7740,7740,0.89,1.49,9322,258,0,-0.11617345000000003,12850,0.2,0.28866667322814465,-0.07905932701254885,-0.06292463824152947,-0.03695249557495117,0.001,-0.0999048575758934,1.8832624,0.1184277207404375,,,
5721,0,7770,7770,0.9,1.46,9354,259,0,-0.10697811,12900,0.2,0.1966666755080223,-0.042144605915682976,-0.0597962487116456,0.04098385572433472,0.001,-0.02567058801651001,1.2526233,0.13785105109214782,,,
5741,0,7800,7800,0.9,1.47,9387,260,0,-0.10667415999999999,12950,0.2,0.16066667154431344,-0.03568060489247245,-0.021045868857763706,-0.3571285009384155,0.001,-0.03641821816563606,0.72426623,0.11813762069679797,,,
5765,0,7830,7830,0.9,1.44,9423,261,0,-0.116995,13000,0.2,0.31400000631809233,-0.05574701190460473,-0.1596364752948284,-0.2539578676223755,0.001,-0.06146383285522461,1.3110206,0.08049862042069435,,,
5789,0,7860,7860,0.92,1.34,9457,262,0,-0.07366652,13050,0.2,0.253333345502615,-0.07884378290424746,-0.12274426013231278,-0.14732003211975098,0.001,-0.03572980687022209,0.06654253,0.10396179020404815,,,
5814,0,7890,7890,0.94,1.28,9500,263,0,-0.05297701999999999,13100,0.2,0.3066666761040688,-0.07511729662120331,-0.14374320417642594,-0.19678938388824463,0.001,-0.0817045345902443,0.4846285,0.002110276367748156,,,
