env/current_idx,eval/mean_reward,time/total_timesteps,eval/mean_ep_length,env/n_steps,eval/success_rate,env/completion_counter,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/success_rate,train/approx_kl,train/value_loss,train/learning_rate,train/loss,train/clip_fraction,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/clip_range
11,-0.16421566059347242,30,1.68,30,0.84,0,,,,,,,,,,,,,,,,
,,30,,,,,2.9,-0.3185653,1,0,145,0.6,,,,,,,,,,
19,-0.056116311424411834,60,1.48,60,0.94,0,,,,,,,5.7204565e-05,0.4539368450641632,0.0001,0.1711723506450653,0.0,5,-1.903641700744629,-0.0030019201881562375,-1.9458887577056885,0.2
,,60,,,,,3.111111111111111,-0.47162416666666673,2,0,300,0.5555555555555556,,,,,,,,,,
29,-0.10020314870867879,90,1.5,90,0.9,0,,,,,,,3.417333e-05,0.2929945707321167,0.0001,0.12282148748636246,0.0,10,-0.4212048053741455,-0.0011725115861430878,-1.9457807540893555,0.2
,,90,,,,,3.2142857142857144,-0.4835976785714285,3,0,422,0.5714285714285714,,,,,,,,,,
37,-0.055229489924386144,120,1.4,120,0.96,0,,,,,,,2.7090311e-05,0.2972723782062531,0.0001,0.13519282639026642,0.0,15,-0.20218944549560547,-0.0013933090578453823,-1.9456681489944458,0.2
,,120,,,,,3.2222222222222223,-0.5051314166666665,4,0,541,0.5555555555555556,,,,,,,,,,
48,-0.07620548989158124,150,1.52,150,0.92,0,,,,,,,2.2951763e-05,0.20128075778484344,0.0001,0.08759935200214386,0.0,20,-0.26904284954071045,-0.0018467607023193722,-1.9455261468887328,0.2
,,150,,,,,3.1702127659574466,-0.48526934042553194,5,0,666,0.5531914893617021,,,,,,,,,,
58,-0.027550474172458053,180,1.12,180,0.98,0,,,,,,,3.6638976e-05,0.1758180856704712,0.0001,0.07505001127719879,0.0,25,0.20680248737335205,-0.001567364177511621,-1.9452943086624146,0.2
,,180,,,,,3.1228070175438596,-0.45446659649122806,6,0,774,0.5614035087719298,,,,,,,,,,
71,-0.027868337775580586,210,1.1,210,0.98,0,,,,,,,3.961722e-05,0.20213359594345093,0.0001,0.08951549232006073,0.0,30,0.3194407820701599,-0.0004087444166849252,-1.9448410749435425,0.2
,,210,,,,,2.9571428571428573,-0.4218950428571427,7,0,876,0.6142857142857143,,,,,,,,,,
86,-0.11582986583001911,240,1.64,240,0.86,0,,,,,,,3.29415e-05,0.3979365587234497,0.0001,0.187794491648674,0.0,35,-0.11444592475891113,-0.002007398186251663,-1.9444053173065186,0.2
,,240,,,,,2.823529411764706,-0.38185568235294115,8,0,1023,0.6588235294117647,,,,,,,,,,
93,-0.03531073446851224,270,1.42,270,0.96,0,,,,,,,6.217162e-05,0.2445665955543518,0.0001,0.10697857290506363,0.0,40,-0.013383984565734863,-0.0029120773232232723,-1.9436142683029174,0.2
,,270,,,,,2.902173913043478,-0.38624877173913047,9,0,1143,0.6413043478260869,,,,,,,,,,
101,-0.02929423618596047,300,1.24,300,0.96,0,,,,,,,6.061991e-05,0.2609086811542511,0.0001,0.11868149042129517,0.0,45,-0.154413104057312,-0.00015730261706856652,-1.94244065284729,0.2
,,300,,,,,2.97,-0.41556052,10,0,1251,0.63,,,,,,,,,,
108,-0.03143515266478061,330,1.36,330,0.98,0,,,,,,,1.0901689e-05,0.3697764754295349,0.0001,0.16986264288425446,0.0,50,-0.09142279624938965,0.0006746125197969021,-1.9417416095733642,0.2
,,330,,,,,3.09,-0.4828105699999999,11,0,1368,0.6,,,,,,,,,,
119,-0.07307542849332094,360,1.36,360,0.94,0,,,,,,,3.848473e-06,0.8274734854698181,0.0001,0.3949378430843353,0.0,55,-0.4915834665298462,-0.00035800128768944674,-1.9416802406311036,0.2
,,360,,,,,3.04,-0.46104847,12,0,1486,0.61,,,,,,,,,,
128,-0.1137090098625049,390,1.42,390,0.9,0,,,,,,,2.929767e-05,0.45793805718421937,0.0001,0.21745358407497406,0.0,60,-0.3324882984161377,-0.0014446827000938356,-1.9411048889160156,0.2
,,390,,,,,3.05,-0.48062162999999997,13,0,1605,0.59,,,,,,,,,,
140,-0.03247440070379525,420,1.48,420,0.98,0,,,,,,,5.3528944e-05,0.22774699330329895,0.0001,0.10396979004144669,0.0,65,-0.07905972003936768,-0.0013973430866222713,-1.9405367374420166,0.2
,,420,,,,,2.95,-0.44711531,14,0,1739,0.62,,,,,,,,,,
150,-0.056313687604852024,450,1.64,450,0.94,0,,,,,,,4.3626627e-05,0.32500476837158204,0.0001,0.1397864818572998,0.0,70,0.18847811222076416,0.00036207715941856123,-1.939480471611023,0.2
,,450,,,,,2.88,-0.43373125,15,0,1880,0.65,,,,,,,,,,
162,-0.02882630724925548,480,1.22,480,0.98,0,,,,,,,5.120039e-05,0.1907297194004059,0.0001,0.08902017772197723,0.0,75,0.08002740144729614,-0.0016066801540244313,-1.938667607307434,0.2
,,480,,,,,2.95,-0.43137639000000005,16,0,1986,0.64,,,,,,,,,,
175,-0.07207332021091134,510,1.42,510,0.92,0,,,,,,,3.8741033e-05,0.2409565269947052,0.0001,0.10421311110258102,0.0,80,-0.302645206451416,-0.0003134504894841683,-1.937634778022766,0.2
,,510,,,,,2.83,-0.4089499499999999,17,0,2107,0.65,,,,,,,,,,
182,-0.09107802154496313,540,1.34,540,0.92,0,,,,,,,2.3992856e-05,0.36063128113746645,0.0001,0.17474795877933502,0.0,85,-0.08551013469696045,-0.000258284410229237,-1.9372321605682372,0.2
,,540,,,,,3.02,-0.48797556999999997,18,0,2226,0.59,,,,,,,,,,
192,-0.0517606943147257,570,1.3,570,0.94,0,,,,,,,5.2809714e-06,0.5160311818122864,0.0001,0.21793261170387268,0.0,90,-1.3968570232391357,-0.00011875192139001455,-1.9356204986572265,0.2
,,570,,,,,3.02,-0.51590779,19,0,2356,0.59,,,,,,,,,,
201,-0.02975194138940424,600,1.28,600,0.98,0,,,,,,,3.6581358e-05,0.2667824119329453,0.0001,0.11220979690551758,0.0,95,-0.2791377305984497,-0.0020049190940333974,-1.9357701301574708,0.2
,,600,,,,,2.99,-0.49241084999999996,20,0,2462,0.59,,,,,,,,,,
212,-0.07395976483356208,630,1.42,630,0.94,0,,,,,,,7.321239e-05,0.2540201902389526,0.0001,0.1205773577094078,0.0,100,-0.37397897243499756,-0.001334015530301258,-1.9334897994995117,0.2
,,630,,,,,2.9,-0.46656464000000014,21,0,2583,0.61,,,,,,,,,,
224,-0.10011048648972064,660,1.48,660,0.92,0,,,,,,,4.8504273e-05,0.21612446010112762,0.0001,0.0987355187535286,0.0,105,0.08187085390090942,-0.0005986107319770895,-1.931653380393982,0.2
,,660,,,,,2.79,-0.4230039700000001,22,0,2715,0.64,,,,,,,,,,
232,-0.05295118814334274,690,1.32,690,0.94,0,,,,,,,6.4776345e-05,0.27340446710586547,0.0001,0.12457119673490524,0.0,110,-0.24375379085540771,-0.0018599092797376925,-1.9297504425048828,0.2
,,690,,,,,2.92,-0.45254612,23,0,2836,0.6,,,,,,,,,,
246,-0.07522968209348618,720,1.62,720,0.94,0,,,,,,,8.7940694e-05,0.23131286799907685,0.0001,0.10502549260854721,0.0,115,-0.424444317817688,-0.0013889897288754227,-1.9264811515808105,0.2
,,720,,,,,2.83,-0.42316430000000005,24,0,2963,0.63,,,,,,,,,,
254,-0.07367681968025863,750,1.38,750,0.94,0,,,,,,,0.00011500915,0.37479500770568847,0.0001,0.17691601812839508,0.0,120,-0.6526604890823364,-0.0016792369238100235,-1.9249994039535523,0.2
,,750,,,,,2.93,-0.46832615,25,0,3094,0.6,,,,,,,,,,
264,-0.11557140357792378,780,1.74,780,0.88,0,,,,,,,0.000120586155,0.26992082595825195,0.0001,0.12179959565401077,0.0,125,-0.5048738718032837,-0.002147892294451559,-1.9222508668899536,0.2
,,780,,,,,2.93,-0.4835062,26,0,3236,0.58,,,,,,,,,,
275,-0.05311422860249877,810,1.32,810,0.94,0,,,,,,,0.00016270479,0.33564326763153074,0.0001,0.15195199847221375,0.0,130,-0.1885216236114502,-0.0036492785454420584,-1.9188429594039917,0.2
,,810,,,,,3.02,-0.5133761700000001,27,0,3358,0.56,,,,,,,,,,
284,-0.13436669814400376,840,1.5,840,0.88,0,,,,,,,0.00030727187,0.2213774859905243,0.0001,0.09672071039676666,0.0,135,0.22683417797088623,-0.004779048186416901,-1.9106344699859619,0.2
,,840,,,,,2.89,-0.4562267899999999,28,0,3480,0.6,,,,,,,,,,
296,-0.03286819011438638,870,1.3,870,0.96,0,,,,,,,0.00019532243,0.252642759680748,0.0001,0.11596237123012543,0.0,140,-0.09984433650970459,-0.0030996567041922775,-1.901821231842041,0.2
,,870,,,,,2.88,-0.45692018000000006,29,0,3590,0.59,,,,,,,,,,
309,-0.04949378138408065,900,1.26,900,0.96,0,,,,,,,0.00023003021,0.34849256873130796,0.0001,0.1590917855501175,0.0,145,-0.03912389278411865,-0.00261980218657607,-1.8946556806564332,0.2
,,900,,,,,2.84,-0.42242183000000005,30,0,3697,0.62,,,,,,,,,,
321,-0.0707906249910593,930,1.34,930,0.94,0,,,,,,,0.00022449692,0.28447251915931704,0.0001,0.11577824503183365,0.0,150,0.18988877534866333,-0.003758054537077271,-1.8887041091918946,0.2
,,930,,,,,2.85,-0.40289755,31,0,3819,0.62,,,,,,,,,,
332,-0.03133907876443118,960,1.34,960,0.94,0,,,,,,,0.0001734674,0.20588467717170716,0.0001,0.0779314786195755,0.0,155,0.20506411790847778,-0.0019380219443700497,-1.8828364133834838,0.2
,,960,,,,,2.68,-0.3545509400000001,32,0,3941,0.68,,,,,,,,,,
345,-0.092470418876037,990,1.44,990,0.92,0,,,,,,,0.00019566814,0.23475659787654876,0.0001,0.1110578179359436,0.0,160,0.04409569501876831,-0.003274184879846942,-1.8767481565475463,0.2
,,990,,,,,2.7,-0.3684097,33,0,4073,0.67,,,,,,,,,,
355,-0.05329624995589256,1020,1.24,1020,0.96,0,,,,,,,0.00017902852,0.25543094575405123,0.0001,0.11836258322000504,0.0,165,-0.21680617332458496,-0.001223047580181813,-1.8679922103881836,0.2
,,1020,,,,,2.64,-0.36070007000000004,34,0,4187,0.69,,,,,,,,,,
364,-0.009694729340262711,1050,1.2,1050,1.0,0,,,,,,,0.00013165077,0.371009373664856,0.0001,0.15847821533679962,0.0,170,0.2213282585144043,-0.001120069413057756,-1.8584774732589722,0.2
,,1050,,,,,2.67,-0.38423702999999987,35,0,4295,0.69,,,,,,,,,,
375,-0.03279618853703141,1080,1.46,1080,0.98,0,,,,,,,9.609063e-05,0.25695156753063203,0.0001,0.10914905369281769,0.0,175,-0.03188896179199219,-0.0018271682628739684,-1.8510892152786256,0.2
,,1080,,,,,2.72,-0.35773159000000004,36,0,4419,0.7,,,,,,,,,,
383,-0.11373703111428768,1110,1.5,1110,0.9,0,,,,,,,8.556644e-05,0.28464449048042295,0.0001,0.14697057008743286,0.0,180,0.081173837184906,-0.0008254088993027153,-1.8460176229476928,0.2
,,1110,,,,,2.71,-0.35589306,37,0,4549,0.7,,,,,,,,,,
391,-0.049952270463109016,1140,1.28,1140,0.94,0,,,,,,,0.00012993216,0.211518856883049,0.0001,0.09568536281585693,0.0,185,0.06470924615859985,-0.0023248919006437774,-1.8385164737701416,0.2
,,1140,,,,,2.8,-0.38762557000000003,38,0,4660,0.68,,,,,,,,,,
401,-0.05123809062875807,1170,1.26,1170,0.96,0,,,,,,,0.00016447305,0.37042521238327025,0.0001,0.17412956058979034,0.0,190,-0.27220892906188965,-0.0016252432228065939,-1.8302983283996581,0.2
,,1170,,,,,2.8,-0.4398317500000001,39,0,4777,0.66,,,,,,,,,,
409,-0.09562841134611517,1200,1.46,1200,0.92,0,,,,,,,0.00019715428,0.21755727231502534,0.0001,0.09763380140066147,0.0,195,0.04081958532333374,-0.00336089709463252,-1.822469711303711,0.2
,,1200,,,,,2.99,-0.49157976000000003,40,0,4922,0.61,,,,,,,,,,
423,-0.09254453911446035,1230,1.36,1230,0.92,0,,,,,,,0.0003938635,0.23346250951290132,0.0001,0.10106275230646133,0.0,200,-0.14349615573883057,-0.004612047731255409,-1.8110061883926392,0.2
,,1230,,,,,2.96,-0.51102208,41,0,5048,0.61,,,,,,,,,,
432,-0.052583579695783554,1260,1.36,1260,0.96,0,,,,,,,0.0002952218,0.27254086136817934,0.0001,0.11534859240055084,0.0,205,0.15617549419403076,-0.005860959238682994,-1.7965404272079468,0.2
,,1260,,,,,3.03,-0.5363408100000001,42,0,5174,0.59,,,,,,,,,,
446,-0.051917677894234654,1290,1.44,1290,0.94,0,,,,,,,0.00042176247,0.21602409780025483,0.0001,0.08957136422395706,0.0,210,0.1664230227470398,-0.004328526567357116,-1.7819526195526123,0.2
,,1290,,,,,2.94,-0.50517385,43,0,5317,0.6,,,,,,,,,,
458,-0.05541004861705005,1320,1.52,1320,0.94,0,,,,,,,0.00019828479,0.24140360355377197,0.0001,0.10904976725578308,0.0,215,-0.00846552848815918,-0.0019080698754024184,-1.7667019844055176,0.2
,,1320,,,,,2.85,-0.4483144099999999,44,0,5441,0.63,,,,,,,,,,
472,-0.030254055387340485,1350,1.28,1350,0.98,0,,,,,,,0.0002284646,0.19015898406505585,0.0001,0.08287671953439713,0.0,220,-0.010398507118225098,-0.004797247356424705,-1.7548500776290894,0.2
,,1350,,,,,2.76,-0.41971636,45,0,5551,0.65,,,,,,,,,,
481,-0.0409513268340379,1380,1.34,1380,0.98,0,,,,,,,0.00029699208,0.25151115357875825,0.0001,0.10318369418382645,0.0,225,-1.0781030654907227,-0.0032048488206539716,-1.7420737504959107,0.2
,,1380,,,,,2.81,-0.3971261199999999,46,0,5664,0.65,,,,,,,,,,
491,-0.05149685046635568,1410,1.38,1410,0.94,0,,,,,,,0.00015929938,0.13377778232097626,0.0001,0.059797290712594986,0.0,230,0.006617486476898193,-0.001560746428246418,-1.7249298572540284,0.2
,,1410,,,,,2.72,-0.36423943000000003,47,0,5794,0.68,,,,,,,,,,
504,-0.0739481914974749,1440,1.46,1440,0.94,0,,,,,,,0.00014624596,0.3572854161262512,0.0001,0.1623280644416809,0.0,235,0.0006260275840759277,-0.004260779571098628,-1.7119882822036743,0.2
,,1440,,,,,2.62,-0.30442758999999997,48,0,5932,0.71,,,,,,,,,,
515,-0.03164443735964596,1470,1.28,1470,0.98,0,,,,,,,0.00010750492,0.40370242595672606,0.0001,0.18215180933475494,0.0,240,-0.16888904571533203,-2.8119882141908192e-05,-1.6931607007980347,0.2
,,1470,,,,,2.54,-0.27707147,49,0,6042,0.73,,,,,,,,,,
528,-0.030439372044056653,1500,1.32,1500,0.98,0,,,,,,,0.0001516223,0.19159819781780243,0.0001,0.08473549038171768,0.0,245,-0.11260318756103516,-0.0035160120328264098,-1.6802939414978026,0.2
,,1500,,,,,2.54,-0.24930073,50,0,6179,0.74,,,,,,,,,,
536,-0.008526156712323428,1530,1.14,1530,1.0,0,,,,,,,0.0002022624,0.25392804145812986,0.0001,0.11828869581222534,0.0,250,-0.11615872383117676,-0.0015444762007486902,-1.6635624408721923,0.2
,,1530,,,,,2.59,-0.27755144,51,0,6288,0.73,,,,,,,,,,
545,-0.030105469366535544,1560,1.24,1560,0.96,0,,,,,,,0.00017982125,0.2700141787528992,0.0001,0.12138648331165314,0.0,255,-0.041799068450927734,-0.002805296579996508,-1.6472984790802,0.2
,,1560,,,,,2.72,-0.28695912999999995,52,0,6411,0.7,,,,,,,,,,
558,-0.09875075037125498,1590,1.5,1590,0.9,0,,,,,,,9.9090736e-05,0.2306799054145813,0.0001,0.11038096994161606,0.0,260,-0.1386634111404419,-0.0010750841873232275,-1.6393062114715575,0.2
,,1590,,,,,2.72,-0.30928040999999995,53,0,6548,0.69,,,,,,,,,,
569,-0.051483180206269026,1620,1.32,1620,0.96,0,,,,,,,2.3368995e-05,0.2542807012796402,0.0001,0.12232597172260284,0.0,265,-0.014538288116455078,0.0005663677068273642,-1.6424748182296753,0.2
,,1620,,,,,2.77,-0.33201273,54,0,6685,0.66,,,,,,,,,,
583,-0.052474041027016936,1650,1.38,1650,0.94,0,,,,,,,9.368857e-05,0.2233687549829483,0.0001,0.1022818312048912,0.0,270,0.13297557830810547,-0.0034780399190886156,-1.6339649200439452,0.2
,,1650,,,,,2.64,-0.34259694999999996,55,0,6814,0.68,,,,,,,,,,
595,-0.0730215592449531,1680,1.4,1680,0.92,0,,,,,,,0.00013311306,0.3974526345729828,0.0001,0.18543250858783722,0.0,275,-0.2604985237121582,-0.0008451731898823312,-1.6219716787338256,0.2
,,1680,,,,,2.6,-0.33456565999999993,56,0,6939,0.69,,,,,,,,,,
611,-0.01120554279536009,1710,1.36,1710,0.96,0,,,,,,,0.00020633539,0.2484802335500717,0.0001,0.1122225746512413,0.0,280,-0.0887296199798584,-0.003808083093414716,-1.6048035860061645,0.2
,,1710,,,,,2.51,-0.31768993,57,0,7058,0.72,,,,,,,,,,
620,-0.009823849787935615,1740,1.26,1740,1.0,0,,,,,,,0.00014960965,0.2178802341222763,0.0001,0.09913357347249985,0.0,285,-0.337870717048645,-0.0004859814974288668,-1.5890369653701781,0.2
,,1740,,,,,2.62,-0.35239546,58,0,7172,0.7,,,,,,,,,,
635,-0.050030800849199294,1770,1.28,1770,0.96,0,,,,,,,3.2269956e-05,0.4013627767562866,0.0001,0.19448962807655334,0.0,290,-0.037402987480163574,0.0009314715738096169,-1.5746341705322267,0.2
,,1770,,,,,2.49,-0.32249093,59,0,7291,0.72,,,,,,,,,,
646,-0.09726755856070668,1800,1.44,1800,0.92,0,,,,,,,1.4869372e-05,0.22100197076797484,0.0001,0.10208331793546677,0.0,295,0.015885531902313232,-0.00042482176679214945,-1.5684380769729613,0.2
,,1800,,,,,2.35,-0.30269604,60,0,7427,0.75,,,,,,,,,,
656,-0.007607919615693391,1830,1.1,1830,1.0,0,,,,,,,3.5307803e-05,0.27303866147994993,0.0001,0.12854483723640442,0.0,300,-0.14653301239013672,-0.0017851940992597904,-1.565993309020996,0.2
,,1830,,,,,2.46,-0.33789317,61,0,7535,0.72,,,,,,,,,,
668,-0.11891625284217298,1860,1.78,1860,0.88,0,,,,,,,2.7948618e-05,0.20591455101966857,0.0001,0.0895220935344696,0.0,305,0.002422332763671875,9.568432957181016e-05,-1.5602243661880493,0.2
,,1860,,,,,2.43,-0.3538433100000001,62,0,7697,0.72,,,,,,,,,,
681,-0.08048808426130563,1890,1.5,1890,0.9,0,,,,,,,8.2643826e-05,0.199051570892334,0.0001,0.0937962755560875,0.0,310,0.14796310663223267,-0.002174135644454367,-1.5533058881759643,0.2
,,1890,,,,,2.43,-0.32590438000000005,63,0,7824,0.73,,,,,,,,,,
698,-0.05685750626027584,1920,1.34,1920,0.96,0,,,,,,,0.00020684997,0.4056780517101288,0.0001,0.19015029072761536,0.0,315,0.1272573471069336,-0.0035595592126867357,-1.5351120948791503,0.2
,,1920,,,,,2.34,-0.2996879700000001,64,0,7946,0.75,,,,,,,,,,
714,-0.031199150420725345,1950,1.2,1950,0.98,0,,,,,,,9.2927614e-05,0.41299272775650026,0.0001,0.1734696626663208,0.0,320,-0.35106492042541504,0.0001208689806418306,-1.5169412612915039,0.2
,,1950,,,,,2.31,-0.30887757000000005,65,0,8060,0.74,,,,,,,,,,
727,-0.053857690934091804,1980,1.46,1980,0.94,0,,,,,,,9.046197e-05,0.3424594640731812,0.0001,0.16199389100074768,0.0,325,-0.08309507369995117,-0.0009987054210309765,-1.5018993377685548,0.2
,,1980,,,,,2.21,-0.27876623,66,0,8203,0.77,,,,,,,,,,
737,-0.051763996654190125,2010,1.3,2010,0.94,0,,,,,,,0.0017759462,0.15368693470954894,0.0001,0.05009906366467476,0.006666667014360428,330,0.1928064227104187,-0.011828363283227006,-1.5201655387878419,0.2
,,2010,,,,,2.37,-0.31803424999999996,67,0,8317,0.73,,,,,,,,,,
748,-0.008479686379432678,2040,1.14,2040,1.0,0,,,,,,,0.00017900467,0.25703088343143465,0.0001,0.11685547977685928,0.0,335,0.11627918481826782,-0.0029744442303972106,-1.4675816297531128,0.2
,,2040,,,,,2.35,-0.31614071,68,0,8524,0.73,,,,,,,,,,
763,-0.07835656550247222,2070,1.32,2070,0.94,0,,,,,,,0.00025746625,0.21573252677917482,0.0001,0.08972397446632385,0.0,340,-0.055104851722717285,-0.005428108305980927,-1.456374430656433,0.2
,,2070,,,,,2.23,-0.26198218999999995,69,0,8646,0.77,,,,,,,,,,
777,-0.09449407233390957,2100,1.58,2100,0.92,0,,,,,,,0.00037780005,0.201010861992836,0.0001,0.0890592709183693,0.0,345,0.13704514503479004,-0.004485092138250835,-1.4116935968399047,0.2
,,2100,,,,,2.2,-0.25037447,70,0,8778,0.77,,,,,,,,,,
790,-0.04922337633557618,2130,1.22,2130,0.96,0,,,,,,,0.0004959623,0.2538579851388931,0.0001,0.11318037658929825,0.0,350,-0.07627928256988525,-0.003986690000941451,-1.3744711399078369,0.2
,,2130,,,,,2.23,-0.25206457,71,0,8888,0.76,,,,,,,,,,
800,-0.05282666759099811,2160,1.32,2160,0.96,0,,,,,,,0.00046314398,0.2108580231666565,0.0001,0.08524558693170547,0.0,355,-0.029839277267456055,-0.005806462289765335,-1.3375738382339477,0.2
,,2160,,,,,2.38,-0.27272773,72,0,9007,0.75,,,,,,,,,,
812,-0.0536073239473626,2190,1.5,2190,0.96,0,,,,,,,0.0003241678,0.18767624497413635,0.0001,0.07603441178798676,0.0,360,-0.3403198719024658,-0.001423494242287049,-1.3001477241516113,0.2
,,2190,,,,,2.46,-0.29115133,73,0,9137,0.74,,,,,,,,,,
824,-0.031031344020739197,2220,1.14,2220,0.98,0,,,,,,,0.00019266208,0.5357614994049072,0.0001,0.2654467225074768,0.0,365,-0.00949704647064209,-0.003144430339646931,-1.2707515478134155,0.2
,,2220,,,,,2.5,-0.31032594,74,0,9251,0.73,,,,,,,,,,
839,-0.07013005370739847,2250,1.32,2250,0.94,0,,,,,,,9.768208e-05,0.3278093457221985,0.0001,0.1434299349784851,0.0,370,0.3223850727081299,-0.0006270543846767396,-1.2443007469177245,0.2
,,2250,,,,,2.31,-0.24960934000000004,75,0,9381,0.78,,,,,,,,,,
854,-0.0507801263127476,2280,1.34,2280,0.96,0,,,,,,,6.4537926e-05,0.10503675192594528,0.0001,0.05082273110747337,0.0,375,-0.09872198104858398,-0.0009197688242419844,-1.2242689609527588,0.2
,,2280,,,,,2.32,-0.24904463,76,0,9500,0.78,,,,,,,,,,
868,-0.12206812345422804,2310,1.8,2310,0.86,0,,,,,,,9.725888e-05,0.23405639827251434,0.0001,0.10606703162193298,0.0,380,0.19342172145843506,-0.001442611236125302,-1.2092190265655518,0.2
,,2310,,,,,2.27,-0.21529410000000002,77,0,9670,0.81,,,,,,,,,,
878,-0.013236933420412243,2340,1.44,2340,0.96,0,,,,,,,0.0001380523,0.1595050185918808,0.0001,0.0708620697259903,0.0,385,-0.09569692611694336,-0.0033986437181010134,-1.1939500093460083,0.2
,,2340,,,,,2.37,-0.24811323000000002,78,0,9804,0.8,,,,,,,,,,
890,-0.05490969891659916,2370,1.22,2370,0.96,0,,,,,,,0.00016686121,0.26427844166755676,0.0001,0.1251988708972931,0.0,390,0.17364102602005005,-0.0006676582421640375,-1.1671396017074585,0.2
,,2370,,,,,2.38,-0.26139333,79,0,9919,0.8,,,,,,,,,,
905,-0.05289505982771516,2400,1.34,2400,0.96,0,,,,,,,4.7683716e-06,0.1601332664489746,0.0001,0.07640883326530457,0.0,395,0.17610865831375122,3.6980509903372646e-05,-1.1526869773864745,0.2
,,2400,,,,,2.29,-0.27377112,80,0,10035,0.79,,,,,,,,,,
918,-0.02901479901280254,2430,1.22,2430,0.98,0,,,,,,,1.3840198e-05,0.21211832463741304,0.0001,0.09835943579673767,0.0,400,0.1601446270942688,-0.00013397018381517968,-1.1497833013534546,0.2
,,2430,,,,,2.25,-0.25135814,81,0,10171,0.8,,,,,,,,,,
926,-0.007240002681501209,2460,1.08,2460,1.0,0,,,,,,,6.4710775e-06,0.22730928659439087,0.0001,0.10974878072738647,0.0,405,0.17302584648132324,-0.0003730162142346671,-1.151552963256836,0.2
,,2460,,,,,2.36,-0.24301461,82,0,10274,0.8,,,,,,,,,,
939,-0.029536355203017593,2490,1.22,2490,0.98,0,,,,,,,1.8940369e-05,0.2063904285430908,0.0001,0.09514540433883667,0.0,410,-0.03884172439575195,-0.0006263641499390183,-1.1774820804595947,0.2
,,2490,,,,,2.44,-0.27370413,83,0,10386,0.77,,,,,,,,,,
948,-0.09947638468816876,2520,1.64,2520,0.92,0,,,,,,,5.633434e-05,0.22132319808006287,0.0001,0.10301211476325989,0.0,415,-0.037491798400878906,-0.0006560289842309607,-1.145048451423645,0.2
,,2520,,,,,2.44,-0.26068145,84,0,10536,0.78,,,,,,,,,,
962,-0.029501864807680248,2550,1.24,2550,0.98,0,,,,,,,9.055137e-05,0.1971346914768219,0.0001,0.09130462259054184,0.0,420,-0.11316096782684326,-0.0012485019350424232,-1.1357197523117066,0.2
,,2550,,,,,2.54,-0.2850921,85,0,10656,0.75,,,,,,,,,,
974,-0.07705129832029342,2580,1.42,2580,0.94,0,,,,,,,7.749994e-05,0.19072815179824829,0.0001,0.08884457498788834,0.0,425,0.15510517358779907,-0.0011593389864238191,-1.1172109365463256,0.2
,,2580,,,,,2.48,-0.28814080000000003,86,0,10793,0.74,,,,,,,,,,
990,-0.07227597141638398,2610,1.34,2610,0.94,0,,,,,,,0.00015439987,0.20900079607963562,0.0001,0.0968676209449768,0.0,430,0.049712538719177246,-0.0022367112097953167,-1.0947015047073365,0.2
,,2610,,,,,2.42,-0.28103773,87,0,10908,0.75,,,,,,,,,,
1000,-0.07447027884423733,2640,1.48,2640,0.92,0,,,,,,,0.0002445062,0.15780982375144958,0.0001,0.0716562420129776,0.0,435,0.3684195280075073,-0.0020052385299155874,-1.0647661685943604,0.2
,,2640,,,,,2.44,-0.27737052999999995,88,0,11044,0.76,,,,,,,,,,
1017,-0.05175681445747614,2670,1.42,2670,0.94,0,,,,,,,8.4938605e-05,0.18984564542770385,0.0001,0.09031567722558975,0.0,440,0.1733953356742859,-5.7595969119716985e-05,-1.036917471885681,0.2
,,2670,,,,,2.43,-0.27646998,89,0,11173,0.76,,,,,,,,,,
1030,-0.05313775482121855,2700,1.3,2700,0.94,0,,,,,,,2.9540062e-05,0.17495896220207213,0.0001,0.08181928098201752,0.0,445,0.031939148902893066,-0.0006914351376085647,-1.0217792510986328,0.2
,,2700,,,,,2.3,-0.24807622000000001,90,0,11294,0.78,,,,,,,,,,
1040,-0.09758543247357011,2730,1.62,2730,0.9,0,,,,,,,3.6239624e-05,0.16905604302883148,0.0001,0.07218179106712341,0.0,450,0.2873551845550537,-0.0016182987065985089,-1.0196533918380737,0.2
,,2730,,,,,2.33,-0.25998423,91,0,11428,0.78,,,,,,,,,,
1051,-0.07135727036744356,2760,1.32,2760,0.94,0,,,,,,,7.512172e-06,0.3998491704463959,0.0001,0.19842591881752014,0.0,455,0.0828096866607666,-1.4821673772758003e-07,-1.010380506515503,0.2
,,2760,,,,,2.36,-0.29146616000000003,92,0,11561,0.77,,,,,,,,,,
1064,-0.051417733118869366,2790,1.36,2790,0.94,0,,,,,,,7.748604e-07,0.35593324303627016,0.0001,0.16253109276294708,0.0,460,0.07427799701690674,-3.9737623107072297e-05,-1.0064458847045898,0.2
,,2790,,,,,2.35,-0.29170936999999997,93,0,11683,0.77,,,,,,,,,,
1079,-0.049570651198737326,2820,1.26,2820,0.96,0,,,,,,,1.6218424e-05,0.1461685925722122,0.0001,0.06853372603654861,0.0,465,0.23770570755004883,-0.000827043442210762,-1.0053027153015137,0.2
,,2820,,,,,2.3,-0.29077356000000004,94,0,11803,0.78,,,,,,,,,,
