env/n_steps,time/total_timesteps,eval/mean_reward,eval/success_rate,env/completion_counter,env/current_idx,eval/mean_ep_length,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/iterations,time/fps,rollout/ep_len_mean,train/approx_kl,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,train/loss
5220,5220,-0.009951676991768181,1.0,0,2487,1.24,,,,,,,0.063542016,1730,0.15267423689365386,-0.06917127159734555,0.2533333353698254,0.001,0.2,0.1631428599357605,-1.025501161813736,-0.046491123735904694
,5220,,,,,,21909,-0.18366994000000003,0.86,174,0,1.98,,,,,,,,,,
5250,5250,-0.028241369239985943,0.98,0,2498,1.14,,,,,,,0.049297016,1740,0.09514166787266731,-0.04873842170462019,0.21000000275671482,0.001,0.2,0.18856412172317505,-0.8146850526332855,-0.0378376841545105
,5250,,,,,,22011,-0.17139619,0.86,175,0,1.99,,,,,,,,,,
5280,5280,-0.05184081630315632,0.96,0,2508,1.26,,,,,,,0.069382444,1750,0.1777919515967369,-0.04563789080207563,0.30333333760499953,0.001,0.2,0.147199809551239,-0.8234307050704956,-0.0002520754933357239
,5280,,,,,,22119,-0.20887137999999997,0.83,176,0,2.09,,,,,,,,,,
5310,5310,-0.08279809529893101,0.94,0,2518,1.54,,,,,,,0.11993805,1760,0.2030261278152466,-0.06508126175651947,0.33666667230427266,0.001,0.2,0.28625011444091797,-1.0004931271076203,-0.013913564383983612
,5310,,,,,,22250,-0.23804910000000007,0.8,177,0,2.19,,,,,,,,,,
5340,5340,-0.04992172752972692,0.96,0,2534,1.18,,,,,,,0.099043846,1770,0.11502754241228104,-0.0437077545871337,0.27000000365078447,0.001,0.2,0.3363186717033386,-0.9490159451961517,-0.021001584827899933
,5340,,,,,,22361,-0.22858336000000004,0.81,178,0,2.12,,,,,,,,,,
5370,5370,-0.009623435903340577,1.0,0,2546,1.16,,,,,,,0.22130775,1780,0.1647378295660019,-0.07511963433275622,0.3466666750609875,0.001,0.2,0.33179157972335815,-0.858497577905655,-0.041030153632164
,5370,,,,,,22481,-0.25419469000000006,0.79,179,0,2.25,,,,,,,,,,
5400,5400,-0.030002385666593908,0.96,0,2562,1.24,,,,,,,0.07382547,1790,0.14981556162238122,-0.06937312406798206,0.29000000432133677,0.001,0.2,0.36003828048706055,-1.0073502838611603,-0.04688633605837822
,5400,,,,,,22594,-0.28171929,0.77,180,0,2.32,,,,,,,,,,
5430,5430,-0.09382190932519734,0.9,0,2580,1.56,,,,,,,0.017699923,1800,0.30597777366638185,-0.025262407191718638,0.11333333812654019,0.001,0.2,0.03816133737564087,-0.6176159083843231,0.0860511064529419
,5430,,,,,,22726,-0.27991327,0.77,181,0,2.26,,,,,,,,,,
5460,5460,-0.0732274882728234,0.94,0,2600,1.3,,,,,,,0.0113702,1810,0.2517364203929901,-0.028658496049853,0.06000000238418579,0.001,0.2,0.005713820457458496,-0.535280853509903,-0.0023485124111175537
,5460,,,,,,22852,-0.25176997999999995,0.8,182,0,2.08,,,,,,,,,,
5490,5490,-0.0966990748187527,0.92,0,2616,1.54,,,,,,,0.029537577,1820,0.3197715863585472,-0.034439473884801154,0.12333333604037762,0.001,0.2,-0.12851059436798096,-0.23270755559206008,0.07065579295158386
,5490,,,,,,22982,-0.20851061999999998,0.84,183,0,1.92,,,,,,,,,,
5520,5520,-0.007525185658596456,1.0,0,2631,1.08,,,,,,,0.082295485,1830,0.14922182261943817,-0.03812580373138204,0.1833333346992731,0.001,0.2,0.3023974895477295,-0.31353344619274137,0.017271757125854492
,5520,,,,,,23084,-0.18648193,0.85,184,0,1.89,,,,,,,,,,
5550,5550,-0.1172215060563758,0.88,0,2645,1.6,,,,,,,0.036314357,1840,0.21603819578886033,-0.05002685598408183,0.16333334110677242,0.001,0.2,-0.2669503688812256,-0.3939290076494217,0.009510941803455353
,5550,,,,,,23226,-0.15082348,0.88,185,0,1.78,,,,,,,,,,
5580,5580,-0.011862759278155863,0.98,0,2657,1.28,,,,,,,0.046330493,1850,0.102870262414217,-0.05031909277041757,0.1766666740179062,0.001,0.2,-0.02259230613708496,-0.40626161694526675,-0.032552022486925125
,5580,,,,,,23335,-0.16616657999999998,0.85,186,0,1.93,,,,,,,,,,
5610,5610,-0.07839241166599095,0.94,0,2671,1.36,,,,,,,0.015836954,1860,0.12565015852451325,-0.027923504120359776,0.12333333604037762,0.001,0.2,0.26632052659988403,-0.5097320556640625,-0.007236000150442123
,5610,,,,,,23461,-0.16898456000000003,0.85,187,0,1.94,,,,,,,,,,
5640,5640,-0.051770595014095304,0.96,0,2682,1.38,,,,,,,0.038512766,1870,0.24455958604812622,-0.012130020937572006,0.126666671782732,0.001,0.2,-0.21078062057495117,-0.4085406452417374,0.06204020977020264
,5640,,,,,,23589,-0.21657664999999995,0.81,188,0,2.08,,,,,,,,,,
5670,5670,-0.14570361439604312,0.88,0,2692,1.76,,,,,,,0.0069071352,1880,0.2378684788942337,-0.015385150508955192,0.04000000208616257,0.001,0.2,-0.12939000129699707,-0.2356945112347603,0.07760614156723022
,5670,,,,,,23746,-0.24047565,0.78,189,0,2.22,,,,,,,,,,
5700,5700,-0.07615595763549209,0.92,0,2708,1.36,,,,,,,0.02631131,1890,0.287259840965271,-0.0325073285835483,0.12000000178813934,0.001,0.2,-0.0291825532913208,-0.41086833775043485,0.08655326068401337
,5700,,,,,,23867,-0.25624325000000003,0.77,190,0,2.28,,,,,,,,,,
5730,5730,-0.05271265783347189,0.94,0,2721,1.48,,,,,,,0.018685374,1900,0.2047039806842804,-0.015317652054751996,0.07666667066514492,0.001,0.2,0.25496000051498413,-0.2800114333629608,0.060723885893821716
,5730,,,,,,23987,-0.28278176000000005,0.76,191,0,2.3,,,,,,,,,,
5760,5760,-0.07301847817376256,0.94,0,2735,1.48,,,,,,,0.0072986167,1910,0.21871966123580933,-0.015547961389335452,0.06666666939854622,0.001,0.2,0.24479275941848755,-0.37729695737361907,0.043826788663864136
,5760,,,,,,24107,-0.30017396,0.75,192,0,2.31,,,,,,,,,,
5790,5790,-0.053429489652626214,0.94,0,2746,1.52,,,,,,,0.0027784368,1920,0.11764013767242432,-0.0020895485494596853,0.04333333559334278,0.001,0.2,0.5149667859077454,-0.27169526666402816,0.030143383890390396
,5790,,,,,,24242,-0.32433043000000006,0.73,193,0,2.38,,,,,,,,,,
5820,5820,-0.05214643491432071,0.94,0,2761,1.42,,,,,,,0.17333807,1930,0.4612020909786224,-0.03557311861465386,0.11000000536441804,0.001,0.2,-0.9389252662658691,-0.37070335149765016,0.12090962380170822
,5820,,,,,,24361,-0.30629659000000004,0.76,194,0,2.28,,,,,,,,,,
5850,5850,-0.07447993363719434,0.92,0,2772,1.38,,,,,,,0.036580976,1940,0.2095871537923813,-0.018572693249831927,0.0933333370834589,0.001,0.2,0.22525274753570557,-0.2481266289949417,0.05912245064973831
,5850,,,,,,24482,-0.31187702999999994,0.73,195,0,2.37,,,,,,,,,,
5880,5880,-0.07300423548556864,0.92,0,2787,1.46,,,,,,,0.025211897,1950,0.17184443920850753,-0.015540050231696334,0.04666666798293591,0.001,0.2,0.07950788736343384,-0.18507556095719338,0.03757861256599426
,5880,,,,,,24611,-0.26335593999999996,0.77,196,0,2.2,,,,,,,,,,
5910,5910,-0.07312893261667341,0.94,0,2808,1.42,,,,,,,9.439389e-06,1960,0.10642690062522889,-0.0004980368398537216,0.0,0.001,0.2,0.36896687746047974,-0.03173536527901888,0.0394897423684597
,5910,,,,,,24729,-0.23657943,0.8,197,0,2.1,,,,,,,,,,
5940,5940,-0.07654953802004456,0.94,0,2820,1.56,,,,,,,2.805392e-06,1970,0.16049397364258766,-0.0002562487118364487,0.0,0.001,0.2,0.16648316383361816,-0.022785391472280026,0.05561425909399986
,5940,,,,,,24855,-0.23762141999999997,0.79,198,0,2.11,,,,,,,,,,
5970,5970,-0.03524662679526955,0.96,0,2838,1.26,,,,,,,1.0331472e-07,1980,0.18569833785295486,-3.935952988900482e-05,0.0,0.001,0.2,0.25965309143066406,-0.035040365904569624,0.08043516427278519
,5970,,,,,,24966,-0.18758290000000002,0.84,199,0,1.96,,,,,,,,,,
6000,6000,-0.03265182220377028,0.96,0,2857,1.34,,,,,,,3.973643e-08,1990,0.32201010137796404,-3.9547582343058e-05,0.0,0.001,0.2,-0.032187819480895996,-0.027996451966464518,0.08371250331401825
,6000,,,,,,25080,-0.15751305000000002,0.86,200,0,1.86,,,,,,,,,,
6030,6030,-0.11687320900149643,0.9,0,2874,1.56,,,,,,,1.5934309e-06,2000,0.14582710191607476,-0.0004027670598588884,0.0,0.001,0.2,-0.17337548732757568,-0.018702269718050956,0.05173889920115471
,6030,,,,,,25210,-0.14280602,0.89,201,0,1.76,,,,,,,,,,
6060,6060,-0.05304672917351127,0.94,0,2889,1.36,,,,,,,1.291434e-07,2010,0.18576802760362626,1.7782451777748066e-08,0.0,0.001,0.2,0.2500913739204407,-0.02131292372941971,0.08753546327352524
,6060,,,,,,25333,-0.15341576,0.87,202,0,1.78,,,,,,,,,,
6090,6090,-0.030385674256831408,0.98,0,2908,1.22,,,,,,,4.7683717e-08,2020,0.22961809486150742,-3.152802601569249e-05,0.0,0.001,0.2,-0.1705162525177002,-0.018931453116238117,0.09892850369215012
,6090,,,,,,25447,-0.13171044,0.89,203,0,1.79,,,,,,,,,,
6120,6120,-0.1399802474398166,0.88,0,2922,1.68,,,,,,,0.00010114114,2030,0.083154003508389,-0.0033028504477499608,0.0,0.001,0.2,-6.504924297332764,-0.038321475684642795,0.008487066254019737
,6120,,,,,,25597,-0.13161387,0.89,204,0,1.78,,,,,,,,,,
6150,6150,-0.07092548312153667,0.94,0,2941,1.32,,,,,,,2.4155775e-05,2040,0.4916206240653992,0.0006036305488670735,0.0,0.001,0.2,0.29750341176986694,-0.02896122504025698,0.20113596320152283
,6150,,,,,,25708,-0.13431719,0.89,205,0,1.76,,,,,,,,,,
6180,6180,-0.030226980750449002,0.96,0,2957,1.3,,,,,,,0.0,2050,0.10370134487748146,2.2603869674675536e-05,0.0,0.001,0.2,0.20997172594070435,-0.008895244356244803,0.04426063224673271
,6180,,,,,,25822,-0.15059852000000004,0.88,206,0,1.8,,,,,,,,,,
6210,6210,-0.11487390328664332,0.9,0,2971,1.5,,,,,,,0.0011887888,2060,0.20739189833402633,-0.00035504838009128294,0.003333333507180214,0.001,0.2,0.25282931327819824,-0.033422667533159256,0.0882943794131279
,6210,,,,,,25951,-0.17120106999999998,0.86,207,0,1.84,,,,,,,,,,
6240,6240,-0.03385368883609772,0.94,0,2987,1.44,,,,,,,0.0,2070,0.19095977991819382,-4.978179876302669e-06,0.0,0.001,0.2,0.19402068853378296,-0.012728320900350809,0.08169972151517868
,6240,,,,,,26067,-0.17106351999999994,0.87,208,0,1.82,,,,,,,,,,
6270,6270,-0.03044924044050276,0.98,0,3000,1.28,,,,,,,0.0,2080,0.3531308263540268,-2.2217631414633843e-06,0.0,0.001,0.2,-0.20500528812408447,-0.00910401027649641,0.12491527199745178
,6270,,,,,,26181,-0.20315815,0.85,209,0,1.93,,,,,,,,,,
6300,6300,-0.07398421756923199,0.94,0,3013,1.38,,,,,,,4.172325e-08,2090,0.27315316051244737,-3.412922226138093e-05,0.0,0.001,0.2,0.11699312925338745,-0.01854073479771614,0.12398171424865723
,6300,,,,,,26295,-0.23240834999999996,0.83,210,0,1.99,,,,,,,,,,
6330,6330,-0.029216853962279857,0.98,0,3025,1.24,,,,,,,1.39077505e-08,2100,0.2551056697964668,-4.669527146061725e-06,0.0,0.001,0.2,0.092063307762146,-0.013324758410453797,0.11901715397834778
,6330,,,,,,26406,-0.22617858000000002,0.84,211,0,2.03,,,,,,,,,,
6360,6360,-0.09139934137463569,0.92,0,3046,1.4,,,,,,,2.8212864e-07,2110,0.25974561721086503,-0.0001090282208064508,0.0,0.001,0.2,0.10605943202972412,-0.01722087971866131,0.1112104207277298
,6360,,,,,,26524,-0.24921867999999997,0.82,212,0,2.03,,,,,,,,,,
6390,6390,-0.050596577599644664,0.94,0,3061,1.3,,,,,,,0.00058545865,2120,0.270933598279953,-0.0014537048122170936,0.0,0.001,0.2,0.07172644138336182,-0.03962640427052975,0.12469314783811569
,6390,,,,,,26642,-0.25367892999999997,0.81,213,0,2.05,,,,,,,,,,
6420,6420,-0.0847898130910471,0.88,0,3079,1.68,,,,,,,2.1332502e-05,2130,0.13753648325800896,-0.0008185142271880163,0.0,0.001,0.2,0.3394016623497009,-0.02416112944483757,0.05233343318104744
,6420,,,,,,26780,-0.21043611,0.85,214,0,1.94,,,,,,,,,,
6450,6450,-0.052122848425060514,0.96,0,3091,1.22,,,,,,,1.0810296e-05,2140,0.18561939746141434,-0.0003384564294538706,0.0,0.001,0.2,-0.0527033805847168,-0.02623059321194887,0.07892138510942459
,6450,,,,,,26883,-0.21621989000000003,0.84,215,0,2.0,,,,,,,,,,
6480,6480,-0.04954908126965165,0.96,0,3104,1.24,,,,,,,0.00039782922,2150,0.0782418143004179,-0.003961376403070283,0.0,0.001,0.2,0.19329041242599487,-0.04861080273985863,0.013980703428387642
,6480,,,,,,26987,-0.17856178000000003,0.86,216,0,1.91,,,,,,,,,,
6510,6510,-0.03145561402663589,0.98,0,3121,1.22,,,,,,,0.03874302,2160,0.13354083374142647,-0.01609698908403523,0.03666666783392429,0.001,0.2,0.495790958404541,-0.14199351742863656,0.0006419681012630463
,6510,,,,,,27097,-0.18689505,0.85,217,0,1.91,,,,,,,,,,
6540,6540,-0.05884953251574188,0.96,0,3140,1.34,,,,,,,0.01421027,2170,0.12376144155859947,-0.017516775326803336,0.05000000186264515,0.001,0.2,0.35047751665115356,-0.36500281393527984,-7.297098636627197e-05
,6540,,,,,,27223,-0.15287699,0.87,218,0,1.89,,,,,,,,,,
6570,6570,-0.029699048134498297,0.94,0,3158,1.28,,,,,,,0.09787477,2180,0.11490684673190117,-0.05978771951670449,0.18666667491197586,0.001,0.2,-0.0632094144821167,-0.475447815656662,-0.05394231528043747
,6570,,,,,,27341,-0.11418848999999998,0.89,219,0,1.84,,,,,,,,,,
6600,6600,-0.030309275425970554,0.98,0,3169,1.18,,,,,,,0.024637122,2190,0.04095622319728136,-0.030240687156716815,0.08333333730697631,0.001,0.2,-6.095299243927002,-0.17886209934949876,-0.03181071951985359
,6600,,,,,,27449,-0.16284940999999997,0.85,220,0,1.98,,,,,,,,,,
6630,6630,-0.051531229126267133,0.94,0,3181,1.36,,,,,,,0.0035578033,2200,0.31426318287849425,-0.002372103486756316,0.010000000149011612,0.001,0.2,0.22386014461517334,-0.3923889398574829,0.0788642019033432
,6630,,,,,,27583,-0.18208933000000002,0.83,221,0,2.05,,,,,,,,,,
6660,6660,-0.03226440980564803,0.98,0,3198,1.26,,,,,,,0.009877644,2210,0.2108483463525772,-0.009440043627595074,0.046666669100522994,0.001,0.2,0.161091148853302,-0.25079127848148347,0.0778399407863617
,6660,,,,,,27702,-0.19357711,0.83,222,0,2.03,,,,,,,,,,
6690,6690,-0.14163284748326987,0.88,0,3214,1.62,,,,,,,0.05548204,2220,0.1652812220156193,-0.036924998533601185,0.11333333626389504,0.001,0.2,0.24079632759094238,-0.38585778772830964,-0.0054766945540905
,6690,,,,,,27836,-0.16217583000000002,0.85,223,0,1.9,,,,,,,,,,
6720,6720,-0.09190126343630255,0.92,0,3229,1.44,,,,,,,0.1590861,2230,0.15243518501520156,-0.06310553674896546,0.3300000071525574,0.001,0.2,0.05650299787521362,-0.6420958578586579,-0.030899561941623688
,6720,,,,,,27951,-0.17850542,0.84,224,0,1.97,,,,,,,,,,
6750,6750,-0.07807278853375464,0.92,0,3244,1.44,,,,,,,0.039928295,2240,0.09701179638504982,-0.04049955502773308,0.14666667059063912,0.001,0.2,0.4983043074607849,-0.6285945236682892,-0.03800226002931595
,6750,,,,,,28086,-0.20136026000000004,0.81,225,0,2.04,,,,,,,,,,
6780,6780,-0.07406643191352487,0.94,0,3257,1.5,,,,,,,0.029522544,2250,0.07243040166795253,-0.03361721668081987,0.10000000149011612,0.001,0.2,0.5766587853431702,-0.5827567279338837,-0.033028364181518555
,6780,,,,,,28218,-0.24824564000000002,0.79,226,0,2.11,,,,,,,,,,
6810,6810,-0.09552592066116632,0.92,0,3266,1.5,,,,,,,0.03303046,2260,0.13707446679472923,-0.031508258531490974,0.20000000670552254,0.001,0.2,0.5152338743209839,-0.8144881725311279,-0.008341573178768158
,6810,,,,,,28356,-0.27167052,0.77,227,0,2.19,,,,,,,,,,
6840,6840,-0.09339087614789605,0.92,0,3280,1.44,,,,,,,0.08538445,2270,0.24878967106342315,-0.038549859778334736,0.26333333887159827,0.001,0.2,-0.26270127296447754,-0.8898462772369384,0.041187115013599396
,6840,,,,,,28482,-0.24928749,0.79,228,0,2.11,,,,,,,,,,
6870,6870,-0.07168328226078302,0.94,0,3292,1.4,,,,,,,0.060336128,2280,0.16238189935684205,-0.0613799527784189,0.2700000062584877,0.001,0.2,0.40981513261795044,-0.8546971619129181,-0.035361140966415405
,6870,,,,,,28602,-0.28152649,0.76,229,0,2.19,,,,,,,,,,
6900,6900,-0.010978308944031597,1.0,0,3302,1.18,,,,,,,0.03363858,2290,0.18688998520374298,-0.030407893235484717,0.08666666895151139,0.001,0.2,0.29447466135025024,-0.5254697442054749,0.022023648023605347
,6900,,,,,,28702,-0.31381164,0.73,230,0,2.34,,,,,,,,,,
6930,6930,-0.09114942689426243,0.92,0,3315,1.4,,,,,,,0.060668834,2300,0.2132156416773796,-0.046184394409259075,0.1800000060349703,0.001,0.2,-0.1642744541168213,-0.6879252970218659,0.006447203457355499
,6930,,,,,,28822,-0.32763514,0.74,231,0,2.39,,,,,,,,,,
6960,6960,-0.07608377712778747,0.92,0,3330,1.46,,,,,,,0.05788974,2310,0.360251721739769,-0.03419368414829158,0.23333333879709245,0.001,0.2,0.0050280094146728516,-0.562169098854065,0.11313661187887192
,6960,,,,,,28942,-0.3187886,0.75,232,0,2.38,,,,,,,,,,
6990,6990,-0.07851405192166566,0.94,0,3342,1.56,,,,,,,0.050042152,2320,0.10781585946679115,-0.057946311691775956,0.26333333775401113,0.001,0.2,0.2094646692276001,-0.6437319457530976,-0.06521116197109222
,6990,,,,,,29069,-0.35962186000000007,0.73,233,0,2.46,,,,,,,,,,
7020,7020,-0.10241824708413333,0.92,0,3354,1.54,,,,,,,0.026333503,2330,0.23698190003633499,-0.029005370674034126,0.12000000402331353,0.001,0.2,0.2436869740486145,-0.5767738103866578,0.02384590357542038
,7020,,,,,,29202,-0.33897250000000007,0.74,234,0,2.47,,,,,,,,,,
7050,7050,-0.0983529538102448,0.92,0,3368,1.54,,,,,,,0.030815307,2340,0.31510847210884096,-0.021047247002521984,0.1400000039488077,0.001,0.2,-0.19150316715240479,-0.5199024140834808,0.08383899927139282
,7050,,,,,,29326,-0.28675758,0.79,235,0,2.32,,,,,,,,,,
7080,7080,-0.09466609341092408,0.92,0,3382,1.36,,,,,,,0.034032542,2350,0.20312062203884124,-0.0537784382949273,0.1533333383500576,0.001,0.2,0.12291651964187622,-0.607796311378479,0.0013305693864822388
,7080,,,,,,29444,-0.26718571999999996,0.79,236,0,2.32,,,,,,,,,,
7110,7110,-0.05002218049019575,0.94,0,3399,1.3,,,,,,,0.05822714,2360,0.09881579279899597,-0.05364307055249782,0.21666667088866234,0.001,0.2,0.2698221802711487,-0.5294707894325257,-0.05136220529675484
,7110,,,,,,29556,-0.23045592000000004,0.83,237,0,2.2,,,,,,,,,,
7140,7140,-0.07269564305897802,0.94,0,3414,1.34,,,,,,,0.029405488,2370,0.11217718496918679,-0.041809698597062094,0.126666671410203,0.001,0.2,0.4449871778488159,-0.5008772671222687,-0.04598497971892357
,7140,,,,,,29678,-0.18098531999999995,0.85,238,0,2.11,,,,,,,,,,
7170,7170,-0.048596686609089376,0.96,0,3429,1.22,,,,,,,0.02175994,2380,0.08821366913616657,-0.039301207158714394,0.13000000342726709,0.001,0.2,-6.413583755493164,-0.4099583774805069,-0.044437944889068604
,7170,,,,,,29783,-0.20397131,0.83,239,0,2.14,,,,,,,,,,
7200,7200,-0.07269122765865177,0.92,0,3445,1.36,,,,,,,0.014309128,2390,0.48443599939346316,-0.018294211430475115,0.05666666813194752,0.001,0.2,-0.0709151029586792,-0.5108889937400818,0.131992906332016
,7200,,,,,,29900,-0.17161229,0.85,240,0,2.03,,,,,,,,,,
7230,7230,-0.0723266940843314,0.94,0,3459,1.32,,,,,,,0.06870416,2400,0.18769539147615433,-0.05482167925375201,0.2033333361148834,0.001,0.2,0.008593320846557617,-0.577142983675003,-0.015923619270324707
,7230,,,,,,30024,-0.13758654,0.87,241,0,1.95,,,,,,,,,,
7260,7260,-0.058056693910621106,0.96,0,3469,1.38,,,,,,,0.20013379,2410,0.11263934820890427,-0.07083636157214634,0.3133333373814821,0.001,0.2,0.2664066553115845,-0.3929307132959366,-0.049935705959796906
,7260,,,,,,30147,-0.17444881999999995,0.84,242,0,2.09,,,,,,,,,,
7290,7290,-0.05145805600099265,0.96,0,3486,1.32,,,,,,,0.054992482,2420,0.2575959891080856,-0.03781723702015984,0.12666667029261588,0.001,0.2,0.14272016286849976,-0.46091375052928923,0.0025921016931533813
,7290,,,,,,30261,-0.15296595999999998,0.86,243,0,2.04,,,,,,,,,,
7320,7320,-0.05273613999597728,0.96,0,3502,1.38,,,,,,,0.1420457,2430,0.2032070092856884,-0.034768609975775175,0.12000000402331353,0.001,0.2,-2.253734588623047,-0.32074149549007414,0.01477150246500969
,7320,,,,,,30380,-0.13616018,0.86,244,0,2.03,,,,,,,,,,
7350,7350,-0.008198705958202481,1.0,0,3516,1.12,,,,,,,0.055004366,2440,0.0743715662509203,-0.043089734880874885,0.12000000514090062,0.001,0.2,0.28633248805999756,-0.36604281067848204,-0.031455859541893005
,7350,,,,,,30496,-0.17239604,0.84,245,0,2.06,,,,,,,,,,
7380,7380,-0.052424269709736106,0.96,0,3531,1.28,,,,,,,0.048302677,2450,0.15279797092080116,-0.034421627414413083,0.16666667200624943,0.001,0.2,0.4234273433685303,-0.6124127805233002,-0.005716040730476379
,7380,,,,,,30605,-0.16356121999999998,0.84,246,0,2.07,,,,,,,,,,
7410,7410,-0.057999186227098105,0.94,0,3543,1.36,,,,,,,0.02115364,2460,0.16450532227754594,-0.04293271967520305,0.23666667342185974,0.001,0.2,0.3094121813774109,-0.645976510643959,-0.008420988917350769
,7410,,,,,,30723,-0.20633865,0.82,247,0,2.15,,,,,,,,,,
7440,7440,-0.05536681467201561,0.92,0,3553,1.38,,,,,,,0.047049776,2470,0.4889967918395996,0.0018840048776473494,0.28333333805203437,0.001,0.2,0.004265189170837402,-0.4998540699481964,0.20055566728115082
,7440,,,,,,30833,-0.22471344000000001,0.8,248,0,2.18,,,,,,,,,,
7470,7470,-0.009121939111500978,0.98,0,3567,1.22,,,,,,,0.00741535,2480,0.27801290452480315,-0.016465659081004523,0.04000000208616257,0.001,0.2,-0.518379807472229,-0.37082106471061704,0.07573884725570679
,7470,,,,,,30940,-0.21653374,0.81,249,0,2.18,,,,,,,,,,
7500,7500,-0.059452156736515466,0.94,0,3581,1.4,,,,,,,0.0083164815,2490,0.22137281596660613,-0.017979669277556277,0.03333333507180214,0.001,0.2,-0.034384846687316895,-0.31759353876113894,0.06751750409603119
,7500,,,,,,31063,-0.25126771000000003,0.79,250,0,2.17,,,,,,,,,,
7530,7530,-0.008878491413779556,1.0,0,3593,1.16,,,,,,,0.01272343,2500,0.24961291402578353,-0.01788155165500953,0.05000000223517418,0.001,0.2,0.11346608400344849,-0.5267974436283112,0.06461619585752487
,7530,,,,,,31169,-0.28917491,0.76,251,0,2.28,,,,,,,,,,
7560,7560,-0.09357318242546171,0.92,0,3614,1.5,,,,,,,0.00846194,2510,0.2582689180970192,-0.02108753970513737,0.09666666984558106,0.001,0.2,0.10234475135803223,-0.6582564353942871,0.07142780721187592
,7560,,,,,,31288,-0.28105124,0.78,252,0,2.14,,,,,,,,,,
7590,7590,-0.0076207176130265,1.0,0,3625,1.12,,,,,,,0.017919118,2520,0.3372409611940384,-0.03518706121326733,0.09333333596587182,0.001,0.2,0.09638029336929321,-0.4702628761529922,0.08281519263982773
,7590,,,,,,31383,-0.31973335,0.75,253,0,2.28,,,,,,,,,,
7620,7620,-0.052164493212476376,0.96,0,3640,1.24,,,,,,,0.073298536,2530,0.22819721698760986,-0.046613313164561986,0.30000000521540643,0.001,0.2,0.13262534141540527,-0.6823254406452179,0.016404420137405396
,7620,,,,,,31505,-0.25467904999999996,0.79,254,0,2.13,,,,,,,,,,
7650,7650,-0.008770808940753341,1.0,0,3658,1.18,,,,,,,0.03028331,2540,0.24273724853992462,-0.032726404625767105,0.12000000327825547,0.001,0.2,-0.07095181941986084,-0.4720927119255066,0.028868623077869415
,7650,,,,,,31616,-0.22967960999999998,0.82,255,0,1.98,,,,,,,,,,
7680,7680,-0.0527850747667253,0.96,0,3673,1.36,,,,,,,0.026774159,2550,0.09066520407795906,-0.029406623976925773,0.09666666984558106,0.001,0.2,0.20315200090408325,-0.3897117406129837,-0.000813610851764679
,7680,,,,,,31735,-0.23832028000000002,0.81,256,0,2.0,,,,,,,,,,
7710,7710,-0.030697821313515304,0.98,0,3691,1.32,,,,,,,0.035228945,2560,0.15253011807799338,-0.03942346523205451,0.1833333384245634,0.001,0.2,0.35537242889404297,-0.4908315420150757,-0.019656401127576828
,7710,,,,,,31851,-0.20173999,0.84,257,0,1.91,,,,,,,,,,
7740,7740,-0.07990458437707275,0.94,0,3704,1.28,,,,,,,0.008998577,2570,0.18315495997667314,-0.013984133138633226,0.07666666954755783,0.001,0.2,0.2169768214225769,-0.42371911108493804,0.028515826910734177
,7740,,,,,,31969,-0.20408874000000002,0.83,258,0,1.95,,,,,,,,,,
7770,7770,-0.006893280320800841,1.0,0,3720,1.06,,,,,,,0.016495764,2580,0.20636593997478486,-0.020473024491220747,0.056666669249534604,0.001,0.2,0.29551196098327637,-0.4968401074409485,0.02178129181265831
,7770,,,,,,32079,-0.19730473999999998,0.84,259,0,1.98,,,,,,,,,,
7800,7800,-0.09554204249288886,0.88,0,3738,1.56,,,,,,,0.01174616,2590,0.16800666674971582,-0.02515899036390081,0.10666666962206364,0.001,0.2,0.32465624809265137,-0.30287287533283236,-0.003346335142850876
,7800,,,,,,32213,-0.17581514,0.87,260,0,1.82,,,,,,,,,,
7830,7830,-0.07283101925160736,0.94,0,3756,1.4,,,,,,,0.011518755,2600,0.16101910471916198,-0.03245020855916665,0.07666666880249977,0.001,0.2,0.30328381061553955,-0.33136244416236876,-0.011050406843423843
,7830,,,,,,32336,-0.18650640000000002,0.85,261,0,1.85,,,,,,,,,,
7860,7860,-0.0497474426496774,0.96,0,3769,1.18,,,,,,,0.011918672,2610,0.08843347057700157,-0.026362008408953662,0.07000000141561032,0.001,0.2,0.522456169128418,-0.3772749871015549,-0.02240404486656189
,7860,,,,,,32447,-0.19157237,0.85,262,0,1.88,,,,,,,,,,
7890,7890,-0.07159701639786363,0.94,0,3786,1.42,,,,,,,0.08599171,2620,0.11395123675465584,-0.015738641672457022,0.16333333775401115,0.001,0.2,0.483639657497406,-0.36793111860752103,0.007772170007228851
,7890,,,,,,32570,-0.17868680999999997,0.87,263,0,1.87,,,,,,,,,,
7920,7920,-0.09371403227560222,0.9,0,3806,1.56,,,,,,,0.060911838,2630,0.3129186421632767,-0.022244946214680893,0.10333333611488342,0.001,0.2,-0.6934014558792114,-0.25855623036623,0.06721512973308563
,7920,,,,,,32706,-0.13875548,0.9,264,0,1.77,,,,,,,,,,
