eval/mean_ep_length,env/completion_counter,time/total_timesteps,env/n_steps,eval/success_rate,env/current_idx,eval/mean_reward,time/iterations,time/fps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/clip_fraction,train/approx_kl,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/explained_variance,train/entropy_loss,train/n_updates,train/value_loss
,,56400,,,,,188,0,0.76,1.59,81035,-0.21275105999999996,,,,,,,,,,
1.2,0,56700,56700,0.9,34278,-0.0880434186058119,,,,,,,0.0,9.19681e-09,0.06905899196863174,8.94027337938752e-08,0.2,0.0001,0.33143699169158936,-0.05848394148051739,940,0.1594856895506382
,,56700,,,,,189,0,0.69,1.72,81474,-0.2782509,,,,,,,,,,
1.06,0,57000,57000,0.98,34464,-0.02719299145042896,,,,,,,0.0,7.636845e-08,0.0879082977771759,-6.848497485378857e-06,0.2,0.0001,0.2933465838432312,-0.05833614282310009,945,0.1655685231089592
,,57000,,,,,190,0,0.78,1.54,81896,-0.23206344999999995,,,,,,,,,,
1.08,0,57300,57300,0.98,34642,-0.008156260810792446,,,,,,,0.0,1.7066486e-07,0.07931347191333771,-1.187515021729979e-05,0.2,0.0001,0.30961018800735474,-0.05864972993731499,950,0.1639246553182602
,,57300,,,,,191,0,0.73,1.66,82310,-0.22357192999999997,,,,,,,,,,
1.14,0,57600,57600,0.98,34844,-0.028408735585398973,,,,,,,0.0,4.9418304e-07,0.08098496496677399,-2.3416488974348226e-05,0.2,0.0001,0.24184757471084595,-0.05881623886525631,955,0.17266761660575866
,,57600,,,,,192,0,0.84,1.42,82724,-0.12148662,,,,,,,,,,
1.26,0,57900,57900,0.92,35044,-0.08986936242785305,,,,,,,0.0,7.4990515e-07,0.06446883827447891,-1.2202336583033713e-05,0.2,0.0001,0.23782533407211304,-0.058680296316742896,960,0.145155318826437
,,57900,,,,,193,0,0.74,1.63,83146,-0.24118489,,,,,,,,,,
1.24,0,58200,58200,0.88,35226,-0.11171166437212378,,,,,,,0.0,0.0,0.08048035949468613,-4.660845931425683e-09,0.2,0.0001,0.24224984645843506,-0.05852356888353825,965,0.16490454226732254
,,58200,,,,,194,0,0.68,1.73,83588,-0.31338569000000005,,,,,,,,,,
1.18,0,58500,58500,0.92,35418,-0.06902504130732268,,,,,,,0.0,5.6414865e-07,0.07969718426465988,-5.913562257440219e-05,0.2,0.0001,0.27334773540496826,-0.058397014066576956,970,0.1631499171257019
,,58500,,,,,195,0,0.8,1.55,84015,-0.19364486,,,,,,,,,,
1.2,0,58800,58800,0.94,35607,-0.029215724524110556,,,,,,,0.0,1.6996637e-08,0.07324089109897614,2.0352573200099754e-07,0.2,0.0001,0.24336904287338257,-0.05774546749889851,975,0.16430997103452682
,,58800,,,,,196,0,0.79,1.56,84474,-0.17947344999999998,,,,,,,,,,
1.22,0,59100,59100,0.9,35781,-0.08884232837241143,,,,,,,0.0,4.2212196e-07,0.08542482554912567,-3.280362791624469e-05,0.2,0.0001,0.17256802320480347,-0.05751276947557926,980,0.1997438371181488
,,59100,,,,,197,0,0.72,1.74,84896,-0.26394393,,,,,,,,,,
1.22,0,59400,59400,0.9,35977,-0.11024040219839662,,,,,,,0.0,1.9561267e-06,0.09030725061893463,-7.716206514860602e-05,0.2,0.0001,0.17828434705734253,-0.05654559768736363,985,0.21029293835163115
,,59400,,,,,198,0,0.8,1.5,85310,-0.16461930000000005,,,,,,,,,,
1.32,0,59700,59700,0.92,36155,-0.07195836500264705,,,,,,,0.0,6.0250215e-08,0.08051103353500366,1.0918241489576985e-05,0.2,0.0001,0.28022873401641846,-0.05548996664583683,990,0.17069752067327498
,,59700,,,,,199,0,0.73,1.65,85734,-0.22311829,,,,,,,,,,
1.26,0,60000,60000,0.9,36343,-0.052300640922039746,,,,,,,0.0,2.3770845e-06,0.0933411568403244,-0.00013093966998984908,0.2,0.0001,0.2026548981666565,-0.05490664578974247,995,0.18675539642572403
,,60000,,,,,200,0,0.74,1.64,86158,-0.20736302000000006,,,,,,,,,,
1.18,0,60300,60300,0.94,36538,-0.049477385212667285,,,,,,,0.0,4.012942e-06,0.06653410196304321,-7.037447655662276e-05,0.2,0.0001,0.13589930534362793,-0.0534677479416132,1000,0.2005434289574623
,,60300,,,,,201,0,0.78,1.49,86605,-0.22523343,,,,,,,,,,
1.32,0,60600,60600,0.86,36731,-0.1531430838909,,,,,,,0.0,0.0,0.10232693701982498,-2.5585971741293178e-08,0.2,0.0001,0.27542001008987427,-0.052624402940273284,1005,0.18191390931606294
,,60600,,,,,202,0,0.79,1.58,87018,-0.20072915000000002,,,,,,,,,,
1.26,0,60900,60900,0.92,36906,-0.05145378313958645,,,,,,,0.0,6.885437e-08,0.08102530986070633,-7.18593683330937e-06,0.2,0.0001,0.22097617387771606,-0.052433429285883904,1010,0.17028846144676207
,,60900,,,,,203,0,0.73,1.69,87447,-0.23770326,,,,,,,,,,
1.24,0,61200,61200,0.92,37091,-0.04920727962628007,,,,,,,0.0,8.121556e-07,0.09145960956811905,-3.8720713930118225e-05,0.2,0.0001,0.3074489235877991,-0.05239615999162197,1015,0.16817300766706467
,,61200,,,,,204,0,0.8,1.55,87866,-0.17860565,,,,,,,,,,
1.18,0,61500,61500,0.94,37278,-0.04835524189285934,,,,,,,0.0,2.7939677e-08,0.07015227526426315,-2.7498611331111532e-06,0.2,0.0001,0.16225415468215942,-0.05236978717148304,1020,0.17977187037467957
,,61500,,,,,205,0,0.77,1.59,88292,-0.22820717999999995,,,,,,,,,,
1.22,0,61800,61800,0.92,37467,-0.08951937442179769,,,,,,,0.0,3.5399994e-06,0.10591550916433334,-9.870261578321937e-05,0.2,0.0001,0.2851431369781494,-0.05239842906594276,1025,0.17823998332023622
,,61800,,,,,206,0,0.81,1.48,88732,-0.20120844000000002,,,,,,,,,,
1.24,0,62100,62100,0.9,37640,-0.06975842745508999,,,,,,,0.0,1.2550842e-06,0.07613451778888702,-4.528201334323967e-05,0.2,0.0001,0.32203203439712524,-0.0517581682652235,1030,0.15572577565908433
,,62100,,,,,207,0,0.67,1.8,89163,-0.25756348999999995,,,,,,,,,,
1.38,0,62400,62400,0.84,37831,-0.13174253908917308,,,,,,,0.0,3.5220925e-08,0.12690387666225433,1.9318656828914983e-06,0.2,0.0001,0.018070995807647705,-0.0510535329580307,1035,0.22491015791893004
,,62400,,,,,208,0,0.74,1.66,89625,-0.22720997000000004,,,,,,,,,,
1.32,0,62700,62700,0.88,38032,-0.1344306211732328,,,,,,,0.0,1.9790605e-09,0.07888291031122208,-2.389329233132287e-07,0.2,0.0001,0.12815487384796143,-0.05090401917695999,1040,0.1820273295044899
,,62700,,,,,209,0,0.82,1.47,90079,-0.20428586000000004,,,,,,,,,,
1.14,0,63000,63000,0.94,38220,-0.06892554656602443,,,,,,,0.0,6.775372e-08,0.0634922981262207,-5.585598608348619e-06,0.2,0.0001,0.25679445266723633,-0.0508237536996603,1045,0.1598159372806549
,,63000,,,,,210,0,0.77,1.64,90528,-0.19814057000000002,,,,,,,,,,
1.16,0,63300,63300,0.94,38408,-0.06876029585022479,,,,,,,0.0,1.46683306e-08,0.07376386225223541,-2.827156677653875e-07,0.2,0.0001,0.2262340784072876,-0.051123473420739175,1050,0.1858360528945923
,,63300,,,,,211,0,0.73,1.68,90976,-0.22461124000000002,,,,,,,,,,
1.34,0,63600,63600,0.86,38587,-0.11131843470502645,,,,,,,0.0,3.676396e-07,0.0819789245724678,-1.2705974673465904e-05,0.2,0.0001,0.17850452661514282,-0.051444248482584956,1055,0.1898384779691696
,,63600,,,,,212,0,0.75,1.6,91424,-0.24532574999999998,,,,,,,,,,
1.2,0,63900,63900,0.92,38776,-0.09062280864920468,,,,,,,0.0,1.5539117e-06,0.07087592035531998,-0.0001013585396052008,0.2,0.0001,0.3114299178123474,-0.052271245419979094,1060,0.16953574270009994
,,63900,,,,,213,0,0.79,1.56,91908,-0.18140753000000004,,,,,,,,,,
1.36,0,64200,64200,0.86,38961,-0.11074785142671317,,,,,,,0.0,4.340196e-06,0.08607959747314453,-4.0151607457517006e-06,0.2,0.0001,0.20000118017196655,-0.05354234240949154,1065,0.18457276076078416
,,64200,,,,,214,0,0.78,1.55,92372,-0.19106212,,,,,,,,,,
1.24,0,64500,64500,0.88,39145,-0.13639531745575367,,,,,,,0.0,2.537854e-08,0.10758990049362183,9.923073113426995e-07,0.2,0.0001,0.23949962854385376,-0.054485422745347026,1070,0.17423912212252618
,,64500,,,,,215,0,0.76,1.61,92807,-0.19756118,,,,,,,,,,
1.24,0,64800,64800,0.92,39336,-0.09031756434589625,,,,,,,0.0,2.5844201e-07,0.07222708314657211,-2.2168694573920787e-05,0.2,0.0001,0.23407018184661865,-0.054677059128880504,1075,0.17230583280324935
,,64800,,,,,216,0,0.74,1.61,93266,-0.21480830999999997,,,,,,,,,,
1.24,0,65100,65100,0.92,39524,-0.0914665623381734,,,,,,,0.0,8.3935447e-07,0.09658844023942947,-4.139222543400045e-05,0.2,0.0001,0.24705767631530762,-0.05441934056580067,1080,0.17550885155797005
,,65100,,,,,217,0,0.73,1.64,93719,-0.28476663,,,,,,,,,,
1.26,0,65400,65400,0.9,39711,-0.06970128681510687,,,,,,,0.0,1.6923295e-06,0.09585195034742355,-0.00011327146256228105,0.2,0.0001,0.20555192232131958,-0.05391748920083046,1085,0.1942323476076126
,,65400,,,,,218,0,0.75,1.58,94519,-0.23542155999999995,,,,,,,,,,
1.28,0,65700,65700,0.92,39882,-0.09330831462983041,,,,,,,0.0,1.1388805e-06,0.08959496021270752,6.403833204702281e-05,0.2,0.0001,0.23383253812789917,-0.05276776179671287,1090,0.18917046040296553
,,65700,,,,,219,0,0.73,1.68,94965,-0.22007230000000003,,,,,,,,,,
1.26,0,66000,66000,0.92,40073,-0.06954376075416803,,,,,,,0.0,1.4878619e-06,0.09035611897706985,-5.639317000287747e-05,0.2,0.0001,0.22372257709503174,-0.05282279700040817,1095,0.19518970400094987
,,66000,,,,,220,0,0.7,1.69,95450,-0.31193447999999996,,,,,,,,,,
1.3,0,66300,66300,0.88,40282,-0.07192173219285905,,,,,,,0.0,1.0116491e-06,0.11832145601511002,-4.4642721398346906e-05,0.2,0.0001,0.262611448764801,-0.053240702301263806,1100,0.18000483214855195
,,66300,,,,,221,0,0.78,1.52,95923,-0.20639440999999997,,,,,,,,,,
1.2,0,66600,66600,0.92,40478,-0.09090095915365964,,,,,,,0.0,0.0,0.06441230326890945,1.1201270355698512e-08,0.2,0.0001,0.24373584985733032,-0.05386902689933777,1105,0.16739880293607712
,,66600,,,,,222,0,0.85,1.37,96393,-0.14395309,,,,,,,,,,
1.32,0,66900,66900,0.86,40667,-0.11096851008478552,,,,,,,0.0,6.9849193e-10,0.0770186185836792,1.3374004099730995e-07,0.2,0.0001,0.29669564962387085,-0.054136992618441585,1110,0.17626584321260452
,,66900,,,,,223,0,0.75,1.61,96838,-0.23591259999999997,,,,,,,,,,
1.36,0,67200,67200,0.86,40856,-0.07080000961199402,,,,,,,0.0,1.8486753e-07,0.11171354353427887,-5.843617296008574e-06,0.2,0.0001,0.14580798149108887,-0.05430387370288372,1115,0.19683238565921785
,,67200,,,,,224,0,0.72,1.64,97293,-0.25134895,,,,,,,,,,
1.24,0,67500,67500,0.9,41049,-0.08983116317540407,,,,,,,0.0,1.1526281e-05,0.05621078982949257,-0.000558181232190691,0.2,0.0001,0.300925612449646,-0.0540083147585392,1120,0.16156836301088334
,,67500,,,,,225,0,0.76,1.58,97754,-0.19500031,,,,,,,,,,
1.26,0,67800,67800,0.9,41226,-0.10992058784235269,,,,,,,0.0,5.990616e-06,0.07185535132884979,5.2499407286887843e-05,0.2,0.0001,0.20055139064788818,-0.051583683118224144,1125,0.16271929889917375
,,67800,,,,,226,0,0.72,1.62,98212,-0.22450841,,,,,,,,,,
1.14,0,68100,68100,0.96,41415,-0.04784805836156011,,,,,,,0.0,0.0,0.08929692953824997,2.4735081183280273e-08,0.2,0.0001,0.270801305770874,-0.05049016997218132,1130,0.18222971260547638
,,68100,,,,,227,0,0.76,1.61,98677,-0.23110252000000003,,,,,,,,,,
1.3,0,68400,68400,0.88,41617,-0.09037711008451879,,,,,,,0.0,4.3245327e-06,0.07909420877695084,7.368818983088943e-06,0.2,0.0001,0.22380852699279785,-0.04994053281843662,1135,0.1909349024295807
,,68400,,,,,228,0,0.84,1.45,99144,-0.15818596000000001,,,,,,,,,,
