time/time_elapsed,env/n_steps,env/current_idx,rollout/ep_len_mean,env/completion_counter,time/fps,time/total_timesteps,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,eval/success_rate,eval/mean_reward,eval/mean_ep_length
5922,4920,3431,1.36,0,0,4920,0.94,-0.06310162000000001,164,0.001,0.04245258513838053,0.2,0.0117450915,-0.031180899174263033,0.3082619309425354,-0.04801277071237564,-0.6178409695625305,1630,0.09333333596587182,,,
5954,4950,3455,1.23,0,0,4950,0.98,-0.031207479999999996,165,0.001,0.01436789594590664,0.2,0.041017096,-0.059661231028537286,-141.55496215820312,-0.09820833802223206,-0.6473414659500122,1640,0.2000000037252903,,,
5988,4980,3474,1.33,0,0,4980,0.95,-0.0426044,166,0.001,0.014787082187831401,0.2,0.07954477,-0.04500444964816177,0.1449345350265503,-0.057680461555719376,-0.46370676457881926,1650,0.3033333349972963,,,
6022,5010,3494,1.33,0,0,5010,0.94,-0.03080784,167,0.001,0.11142991408705712,0.2,0.017778374,-0.043340830268959255,-0.1596754789352417,-0.015529748052358627,-0.44001303911209105,1660,0.1100000023841858,,,
6055,5040,3514,1.41,0,0,5040,0.93,-0.041665900000000006,168,0.001,0.06857749000191689,0.2,0.048227176,-0.05260968909909316,0.3086327314376831,-0.04860353469848633,-0.4911398649215698,1670,0.18333333991467954,,,
6089,5070,3543,1.36,0,0,5070,0.93,-0.04102855,169,0.001,0.10350266546010971,0.2,0.017339505,-0.04444832632939022,-0.0596311092376709,-0.025780223309993744,-0.5942727088928222,1680,0.1800000049173832,,,
6121,5100,3565,1.37,0,0,5100,0.93,-0.05131970999999999,170,0.001,0.018014423409476878,0.2,0.0046213944,-0.01114541836626195,-701.602783203125,-0.032978884875774384,-0.4471676081418991,1690,0.14000000208616256,,,
6154,5130,3580,1.41,0,0,5130,0.9,-0.09464619,171,0.001,0.11184456050395966,0.2,0.027046371,-0.012819633924712904,0.46145349740982056,-0.0011063255369663239,-0.5518779307603836,1700,0.11000000312924385,,,
6190,5160,3597,1.46,0,0,5160,0.89,-0.09613295,172,0.001,0.16543085724115372,0.2,0.08975036,-0.05125322608898077,0.27531898021698,-0.009567558765411377,-0.5431556016206741,1710,0.4600000098347664,,,
6230,5190,3622,1.4,0,0,5190,0.9,-0.08534694999999998,173,0.001,0.1254552811384201,0.2,0.015069618,-0.014881427777388012,-0.2119053602218628,0.0059904977679252625,-0.5278865069150924,1720,0.05000000186264515,,,
6263,5220,3645,1.48,0,0,5220,0.88,-0.10842402999999998,174,0.001,0.007353303721174598,0.2,0.028909544,-0.01939446112761898,-5.379197120666504,-0.019146790727972984,-0.301442851126194,1730,0.12000000327825547,,,
6302,5250,3668,1.41,0,0,5250,0.9,-0.08690241000000003,175,0.001,0.16695912480354308,0.2,0.0062594116,-0.009724702111755867,0.06917017698287964,0.05977906659245491,-0.28393048942089083,1740,0.05333333536982536,,,
6336,5280,3695,1.24,0,0,5280,0.95,-0.051901960000000004,176,0.001,0.1729947119951248,0.2,0.009079504,-0.01300695488850252,-0.013120293617248535,0.06140490621328354,-0.26811703443527224,1750,0.04000000208616257,,,
6376,5310,3721,1.22,0,0,5310,0.95,-0.05141477999999999,177,0.001,0.02024953281506896,0.2,0.007689605,-0.01601192301604897,-11.20508861541748,-0.02440776489675045,-0.32342837154865267,1760,0.06333333626389503,,,
6408,5340,3741,1.26,0,0,5340,0.94,-0.051336079999999985,178,0.001,0.006494727334938943,0.2,0.010784958,-0.005546563193250443,-139.73959350585938,-0.009004856459796429,-0.2855553239583969,1770,0.030000001564621924,,,
6441,5370,3765,1.24,0,0,5370,0.95,-0.0400239,179,0.001,0.18242209553718566,0.2,0.0082128905,-0.010571790131119484,0.04040557146072388,0.06651686131954193,-0.20105838626623154,1780,0.030000001564621924,,,
6476,5400,3787,1.31,0,0,5400,0.93,-0.051011310000000004,180,0.001,0.11416005715727806,0.2,0.001191769,-0.008707622010260785,0.05420219898223877,0.020102400332689285,-0.24384596198797226,1790,0.0,,,
6510,5430,3809,1.33,0,0,5430,0.92,-0.07097345,181,0.001,0.10377501845359802,0.2,0.017206104,-0.03074752267450096,-0.06286990642547607,0.001478288322687149,-0.4012945771217346,1800,0.1066666677594185,,,
6544,5460,3829,1.35,0,0,5460,0.92,-0.06078712,182,0.001,0.13252385184168816,0.2,0.017935853,-0.024272722074141127,0.19335883855819702,0.007401499897241592,-0.34974677562713624,1810,0.08333333656191826,,,
6579,5490,3852,1.39,0,0,5490,0.92,-0.061580640000000006,183,0.001,0.05173212550580501,0.2,0.010931341,-0.008340689518178835,-14.317060470581055,-0.006208810955286026,-0.3544106841087341,1820,0.06666666865348816,,,
6615,5520,3878,1.33,0,0,5520,0.93,-0.051272910000000005,184,0.001,0.14478124529123307,0.2,0.033316962,-0.01834220547229055,-0.13844525814056396,0.020045312121510506,-0.28614573180675507,1830,0.08333333656191826,,,
6651,5550,3900,1.33,0,0,5550,0.94,-0.053642470000000005,185,0.001,0.06919142790138721,0.2,0.013098095,-0.010903409605768032,0.2818337082862854,0.0018783174455165863,-0.3175161093473434,1840,0.03333333507180214,,,
6684,5580,3921,1.33,0,0,5580,0.94,-0.06333879999999999,186,0.001,0.07512953393161297,0.2,0.0005405565,-0.0035694308607860494,0.2912299633026123,0.01632830500602722,-0.30756216645240786,1850,0.0,,,
6718,5610,3944,1.31,0,0,5610,0.93,-0.08361025999999999,187,0.001,0.15626191049814225,0.2,0.082888745,-0.015269524853987092,0.008707225322723389,0.015231318771839142,-0.4481494724750519,1860,0.03333333469927311,,,
6753,5640,3968,1.34,0,0,5640,0.94,-0.07406906,188,0.001,0.14236283227801322,0.2,0.03673731,-0.02877628846714888,0.16637885570526123,-0.0015842430293560028,-0.5981093019247055,1870,0.1400000061839819,,,
6788,5670,3991,1.31,0,0,5670,0.93,-0.07404187000000001,189,0.001,0.10220140181481838,0.2,0.026041772,-0.04381449544026168,-53.05881118774414,-0.07812710851430893,-0.6967079043388367,1880,0.11333333477377891,,,
6829,5700,4014,1.32,0,0,5700,0.93,-0.06276792,190,0.001,0.11766940727829933,0.2,0.021751605,-0.02803654488176104,0.33621764183044434,-0.012374978512525558,-0.933830052614212,1890,0.3833333432674408,,,
6869,5730,4030,1.38,0,0,5730,0.91,-0.07521255,191,0.001,0.06627024784684181,0.2,0.0538153,-0.033442322118207815,0.21919286251068115,-0.026160210371017456,-0.9896918714046479,1900,0.23000000230967999,,,
6902,5760,4052,1.39,0,0,5760,0.91,-0.07497284,192,0.001,0.13595059216022493,0.2,0.060606733,-0.07224596299231045,0.20191514492034912,-0.05864387005567551,-1.0440115928649902,1910,0.3800000011920929,,,
6938,5790,4072,1.46,0,0,5790,0.89,-0.07612721,193,0.001,0.12168120220303535,0.2,0.030187877,-0.05062373301014311,0.1549854874610901,-0.04208343103528023,-1.1651761054992675,1920,0.2433333396911621,,,
6978,5820,4096,1.42,0,0,5820,0.91,-0.05504846999999999,194,0.001,0.013513043755665421,0.2,0.055232033,-0.06660785587504563,-31.16317367553711,-0.11437688022851944,-1.263437271118164,1930,0.41666666939854624,,,
7018,5850,4119,1.37,0,0,5850,0.93,-0.053160110000000003,195,0.001,0.004065594682469964,0.2,0.079926245,-0.05617023346324786,-23.6815185546875,-0.09504961222410202,-1.2574551939964294,1940,0.2666666701436043,,,
7052,5880,4141,1.33,0,0,5880,0.93,-0.05202271000000001,196,0.001,0.07586221098899841,0.2,0.038920045,-0.04593636339530356,0.25155454874038696,-0.05337012559175491,-1.3031680822372436,1950,0.32000000551342966,,,
7085,5910,4162,1.32,0,0,5910,0.92,-0.08217883000000001,197,0.001,0.11582870706915856,0.2,0.15308125,-0.06813033703093722,0.14432179927825928,-0.06816741824150085,-1.1455880880355835,1960,0.37333334758877756,,,
7118,5940,4181,1.41,0,0,5940,0.9,-0.10426384000000001,198,0.001,0.11414132416248321,0.2,0.13253284,-0.08169411811977625,0.32991790771484375,-0.11383378505706787,-1.1336628913879394,1970,0.43333333879709246,,,
7157,5970,4199,1.45,0,0,5970,0.88,-0.13589672,199,0.001,0.14550801292061805,0.2,0.05460722,-0.06677390200396376,-0.01796090602874756,-0.06930305063724518,-1.0388285577297212,1980,0.21666667014360427,,,
,6000,4223,,0,,6000,,,,0.001,0.12076110541820526,0.2,0.11199281,-0.07039036111285313,0.3343363404273987,-0.07276210188865662,-0.9697744250297546,1990,0.4133333392441273,0.93,-0.06153644509613514,1.3
7354,,,1.45,,0,6000,0.88,-0.13541362,200,,,,,,,,,,,,,
7390,6030,4247,1.41,0,0,6030,0.89,-0.12469813,201,0.001,0.11734673455357551,0.2,0.20888872,-0.0689515116314098,0.3175450563430786,-0.04995523765683174,-0.9147286176681518,2000,0.45666666850447657,,,
7425,6060,4271,1.37,0,0,6060,0.92,-0.09379739,202,0.001,0.06708235424011946,0.2,0.15759288,-0.05770730207984638,0.561847448348999,-0.0815463438630104,-0.6772236585617065,2010,0.343333338573575,,,
7466,6090,4291,1.31,0,0,6090,0.93,-0.08121461,203,0.001,0.03013225132599473,0.2,0.01570607,-0.027613259305556782,-122.3265609741211,-0.05159245803952217,-0.5352596163749694,2020,0.10000000409781933,,,
7503,6120,4316,1.27,0,0,6120,0.95,-0.06079076,204,0.001,0.22979519814252852,0.2,0.030973984,-0.03659504998164849,0.07173740863800049,0.02543649822473526,-0.5857193648815155,2030,0.17000000588595868,,,
7543,6150,4334,1.34,0,0,6150,0.93,-0.07213395000000002,205,0.001,0.20056372806429862,0.2,0.05394517,-0.023038573063288936,-12.765836715698242,0.006429504603147507,-0.5892360031604766,2040,0.19000000692903996,,,
7580,6180,4360,1.34,0,0,6180,0.93,-0.07272484000000001,206,0.001,0.16749239414930345,0.2,0.04857963,-0.036199652676781116,0.1641104817390442,0.021207649260759354,-0.5594515681266785,2050,0.17666667103767394,,,
7617,6210,4388,1.26,0,0,6210,0.95,-0.05194185999999999,207,0.001,0.06810122095048428,0.2,0.092371106,-0.02217018468305465,0.0007100105285644531,-0.01650899462401867,-0.6645155668258667,2060,0.1366666704416275,,,
7649,6240,4404,1.33,0,0,6240,0.93,-0.06340361,208,0.001,0.012770217191427947,0.2,0.041080486,-0.05458320895830795,-52.19746017456055,-0.08389405906200409,-0.8268100202083588,2070,0.3133333448320627,,,
7683,6270,4425,1.32,0,0,6270,0.93,-0.052655280000000006,209,0.001,0.178077632188797,0.2,0.0278412,-0.02411747989399977,0.07914179563522339,0.010960258543491364,-0.8413177311420441,2080,0.07000000216066837,,,
7716,6300,4445,1.35,0,0,6300,0.93,-0.052484100000000006,210,0.001,0.13827809542417527,0.2,0.030308168,-0.012223559332390544,-0.04875373840332031,0.024534450843930244,-0.9209715843200683,2090,0.2433333359658718,,,
7748,6330,4468,1.4,0,0,6330,0.91,-0.07301637999999999,211,0.001,0.09873434528708458,0.2,0.04253363,-0.0589171311631798,0.13476115465164185,-0.05074334889650345,-1.0049340188503266,2100,0.24000000730156898,,,
7785,6360,4491,1.43,0,0,6360,0.91,-0.08287343999999999,212,0.001,0.15056434869766236,0.2,0.027974917,-0.038638512908170955,0.13441139459609985,0.008174687623977661,-0.9607555449008942,2110,0.34000000208616254,,,
7825,6390,4515,1.37,0,0,6390,0.93,-0.07167438,213,0.001,0.11821457743644714,0.2,0.041541446,-0.027381669835497745,-0.06624317169189453,-0.006380651146173477,-1.0135885238647462,2120,0.35999999940395355,,,
7863,6420,4535,1.33,0,0,6420,0.95,-0.06280879,214,0.001,0.06116504669189453,0.2,0.044179488,-0.034265879491188936,0.30050110816955566,-0.04614732414484024,-1.0474580645561218,2130,0.27333333492279055,,,
7897,6450,4554,1.41,0,0,6450,0.92,-0.08408408999999999,215,0.001,0.09310783594846725,0.2,0.102417246,-0.051138798830409816,0.05550980567932129,-0.05073343589901924,-0.9211349427700043,2140,0.32666667401790617,,,
7932,6480,4575,1.4,0,0,6480,0.92,-0.08474132,216,0.001,0.06797226928174496,0.2,0.04667937,-0.05282443160191193,0.5420498847961426,-0.06187793239951134,-0.8171318948268891,2150,0.18666667342185975,,,
7964,6510,4598,1.39,0,0,6510,0.92,-0.06499472,217,0.001,0.08548519909381866,0.2,0.020947771,-0.052606754315396034,0.5033031702041626,-0.05426905304193497,-0.835635107755661,2160,0.29666667208075526,,,
7996,6540,4618,1.44,0,0,6540,0.91,-0.06597998,218,0.001,0.03862384120002389,0.2,0.024688808,-0.02666529268026352,-38.914573669433594,-0.05430971086025238,-0.7773072481155395,2170,0.27333333939313886,,,
8031,6570,4645,1.33,0,0,6570,0.92,-0.05219763,219,0.001,0.08266538456082344,0.2,0.037871443,-0.05763726840416581,0.2331404685974121,-0.06278914958238602,-0.7612273216247558,2180,0.23333333916962146,,,
8065,6600,4668,1.28,0,0,6600,0.94,-0.030818630000000007,220,0.001,0.07338764145970345,0.2,0.036191244,-0.04375460620038183,0.27049827575683594,-0.04034768044948578,-0.6974998354911804,2190,0.2600000031292439,,,
8102,6630,4695,1.26,0,0,6630,0.95,-0.03049778000000001,221,0.001,0.03400614056736231,0.2,0.024077037,-0.037720806176463784,-36.397403717041016,-0.04868992418050766,-0.652063661813736,2200,0.19333333931863309,,,
8135,6660,4717,1.21,0,0,6660,0.96,-0.04048046000000001,222,0.001,0.0044413942261599,0.2,0.034383122,-0.04450709408770024,-24.582069396972656,-0.07375461608171463,-0.6126929640769958,2210,0.16333333700895308,,,
8171,6690,4740,1.24,0,0,6690,0.97,-0.03202118,223,0.001,0.17384599298238754,0.2,0.08389255,-0.05976883939156963,0.10926288366317749,-0.02802397310733795,-0.6484378516674042,2220,0.23666667118668555,,,
8207,6720,4760,1.28,0,0,6720,0.96,-0.05236636000000001,224,0.001,0.046886672545224425,0.2,0.04211073,-0.04100904213264585,-0.09578561782836914,-0.06307216733694077,-0.6067976713180542,2230,0.16333333663642408,,,
8243,6750,4782,1.34,0,0,6750,0.94,-0.07348007000000001,225,0.001,0.17468626648187638,0.2,0.020388486,-0.03769587546664592,-0.09601521492004395,-0.011687345802783966,-0.6017794191837311,2240,0.1366666704416275,,,
8275,6780,4806,1.34,0,0,6780,0.94,-0.07294603999999999,226,0.001,0.1404932275414467,0.2,0.034442388,-0.032694933898747,0.14009135961532593,0.011524684727191925,-0.5952147305011749,2250,0.2700000047683716,,,
8319,6810,4829,1.31,0,0,6810,0.94,-0.07180506,227,0.001,0.07494669891893864,0.2,0.01684183,-0.0360914917724827,0.22461730241775513,-0.03595553711056709,-0.5853207230567932,2260,0.13333333916962148,,,
8352,6840,4853,1.28,0,0,6840,0.94,-0.07086166,228,0.001,0.06907789707183838,0.2,0.10277584,-0.06278614478806688,0.3054528832435608,-0.0676569938659668,-0.6075303792953491,2270,0.26000000424683095,,,
8387,6870,4874,1.3,0,0,6870,0.94,-0.07229801000000001,229,0.001,0.10383539497852326,0.2,0.021399952,-0.03753696136176572,0.12205696105957031,-0.037674516439437866,-0.6095226883888245,2280,0.11333333738148213,,,
8423,6900,4901,1.25,0,0,6900,0.95,-0.06107605999999999,230,0.001,0.11741340532898903,0.2,0.12689644,-0.0574471670885881,0.1380738615989685,-0.03737754374742508,-0.532477331161499,2290,0.3133333407342434,,,
8456,6930,4920,1.32,0,0,6930,0.94,-0.07183025000000001,231,0.001,0.006811565789394081,0.2,0.04452292,-0.05133479339381068,-205.96087646484375,-0.08842242509126663,-0.5959850132465363,2300,0.20333333909511567,,,
8492,6960,4942,1.33,0,0,6960,0.95,-0.05151318,232,0.001,0.1474726490676403,0.2,0.030346174,-0.03436940812195335,0.23837554454803467,-0.005312513560056686,-0.5490421891212464,2310,0.09333333559334278,,,
8525,6990,4955,1.47,0,0,6990,0.92,-0.08502835000000002,233,0.001,0.08842397024855017,0.2,0.025624339,-0.024219965782637586,-18.97074317932129,-0.040418658405542374,-0.6286815762519836,2320,0.2300000052899122,,,
8561,7020,4973,1.53,0,0,7020,0.89,-0.11823246000000001,234,0.001,0.25922940373420716,0.2,0.14791304,-0.02194150795539258,0.3735963702201843,0.06418382376432419,-0.45515877306461333,2330,0.3400000099092722,,,
8593,7050,4997,1.55,0,0,7050,0.87,-0.13799763,235,0.001,0.19346823841333388,0.2,0.026487948,-0.03175717266276479,0.25892066955566406,0.03766907379031181,-0.5314065039157867,2340,0.10333333797752857,,,
8629,7080,5022,1.47,0,0,7080,0.88,-0.1276371,236,0.001,0.08065232709050178,0.2,0.037406217,-0.012339366585365497,0.7206246852874756,0.003924524411559105,-0.466719788312912,2350,0.16000000424683095,,,
8670,7110,5044,1.42,0,0,7110,0.89,-0.12678904000000002,237,0.001,0.04509588647633791,0.2,0.051888578,-0.030445439113924923,0.5949716567993164,-0.03274949640035629,-0.5504569113254547,2360,0.13000000454485416,,,
8705,7140,5070,1.22,0,0,7140,0.94,-0.07100288999999999,238,0.001,0.15618970096111298,0.2,0.059005715,-0.019031549583499795,-0.17467200756072998,0.016726471483707428,-0.49838294088840485,2370,0.12666666992008685,,,
8738,7170,5094,1.26,0,0,7170,0.95,-0.061948770000000014,239,0.001,0.10711567550897598,0.2,0.09292002,-0.03643600095063419,-0.036538004875183105,0.0009713508188724518,-0.43239422142505646,2380,0.24000000581145287,,,
8774,7200,5120,1.23,0,0,7200,0.96,-0.04082263,240,0.001,0.006072851549834013,0.2,0.039306365,-0.009667836560984178,-5.818323612213135,-0.0165142472833395,-0.37580828964710233,2390,0.113333335891366,,,
8809,7230,5137,1.3,0,0,7230,0.94,-0.05086131,241,0.001,0.0017223472357727587,0.2,0.21237716,-0.042220385248462125,-11.292025566101074,-0.06097527965903282,-0.43577541410923004,2400,0.29000000543892385,,,
8842,7260,5158,1.36,0,0,7260,0.93,-0.05252365000000001,242,0.001,0.18264624625444412,0.2,0.012893838,-0.034578970031191855,0.04075193405151367,-0.007822208106517792,-0.40062894523143766,2410,0.1533333357423544,,,
8878,7290,5179,1.37,0,0,7290,0.92,-0.05343543000000001,243,0.001,0.12836349308490752,0.2,0.2493731,-0.026104692369699478,-0.05573725700378418,0.01853077858686447,-0.42595005929470064,2420,0.4833333432674408,,,
8915,7320,5201,1.4,0,0,7320,0.91,-0.06327923,244,0.001,0.0971283532679081,0.2,0.0197412,-0.031717202602885665,0.10118001699447632,-0.017875004559755325,-0.43320609629154205,2430,0.13000000454485416,,,
8947,7350,5223,1.47,0,0,7350,0.9,-0.08564487000000001,245,0.001,0.10217508003115654,0.2,0.056578755,-0.04449247481573071,-0.021353960037231445,-0.031202785670757294,-0.3944982647895813,2440,0.1466666728258133,,,
8985,7380,5242,1.41,0,0,7380,0.92,-0.08521626000000002,246,0.001,0.11812180578708649,0.2,0.054970793,-0.0321272000592824,0.09087169170379639,-0.002173580229282379,-0.43498705327510834,2450,0.1700000062584877,,,
9018,7410,5265,1.38,0,0,7410,0.92,-0.08700168999999999,247,0.001,0.12760306447744368,0.2,0.021720748,-0.049183403179049456,0.14789199829101562,-0.04773201420903206,-0.3688683271408081,2460,0.1633333381265402,,,
9051,7440,5279,1.48,0,0,7440,0.89,-0.12776477,248,0.001,0.06804872471839189,0.2,0.0017602921,-0.005266629441951753,0.16637271642684937,0.005730097182095051,-0.1585905522108078,2470,0.0,,,
9086,7470,5301,1.53,0,0,7470,0.87,-0.14802017,249,0.001,0.1963128387928009,0.2,0.011205258,-0.013107660266881104,-0.13380193710327148,0.02609335072338581,-0.2737352728843689,2480,0.11333333663642406,,,
9122,7500,5324,1.46,0,0,7500,0.89,-0.11533708,250,0.001,0.14538426771759988,0.2,0.013024149,-0.007865587814400676,0.05134493112564087,0.033550702035427094,-0.18155917674303054,2490,0.030000001564621924,,,
9157,7530,5344,1.48,0,0,7530,0.87,-0.13704213999999998,251,0.001,0.058668126724660395,0.2,0.006585004,-0.017030457290044865,-70.72953033447266,-0.015910986810922623,-0.22524963021278382,2500,0.030000001564621924,,,
9196,7560,5373,1.37,0,0,7560,0.9,-0.10271251,252,0.001,0.23539597690105438,0.2,0.023000812,-0.009130641352385283,0.25308483839035034,0.07204408943653107,-0.173276150226593,2510,0.04333333484828472,,,
9238,7590,5393,1.32,0,0,7590,0.93,-0.07173935000000001,253,0.001,0.18786358535289766,0.2,0.0015061299,-0.0027718509395782574,-81.23233032226562,0.01782698929309845,-0.16652948409318924,2520,0.006666667014360428,,,
9274,7620,5414,1.3,0,0,7620,0.93,-0.07264507,254,0.001,0.08689778931438923,0.2,0.0027284364,-0.012523382680956274,0.19154781103134155,-0.008931586518883705,-0.1383121818304062,2530,0.006666667014360428,,,
9307,7650,5436,1.31,0,0,7650,0.93,-0.07248625,255,0.001,0.09588002935051917,0.2,0.00148894,0.002164493590826133,0.23098856210708618,0.03777705505490303,-0.1684832379221916,2540,0.020000001043081285,,,
9345,7680,5460,1.34,0,0,7680,0.93,-0.07173579000000001,256,0.001,0.2218671053647995,0.2,0.0012659649,-0.0037164861122921168,-0.22866356372833252,0.07452397793531418,-0.17351139336824417,2550,0.006666667014360428,,,
9378,7710,5485,1.33,0,0,7710,0.93,-0.07185393999999999,257,0.001,0.0785875029861927,0.2,0.09274316,-0.020507343371088282,0.23652762174606323,0.0010131895542144775,-0.3813756465911865,2560,0.160000004991889,,,
9416,7740,5507,1.3,0,0,7740,0.93,-0.08173882,258,0.001,0.06393026784062386,0.2,0.028324686,-0.03870729822665453,0.2132524847984314,-0.045948274433612823,-0.5169795691967011,2570,0.19333333969116212,,,
9457,7770,5528,1.35,0,0,7770,0.91,-0.09279189,259,0.001,0.1101154662668705,0.2,0.035007607,-0.03741614553456509,0.381031334400177,-0.023365702480077744,-0.6073557615280152,2580,0.19000000320374966,,,
9493,7800,5547,1.31,0,0,7800,0.92,-0.08365923,260,0.001,0.14708235263824462,0.2,0.06948206,-0.04749314486970704,0.19412684440612793,-0.02819574624300003,-0.6025819897651672,2590,0.1400000061839819,,,
9528,7830,5571,1.35,0,0,7830,0.91,-0.09444635,261,0.001,0.1858915939927101,0.2,0.05841594,-0.04992378603356577,-0.04203951358795166,-0.01630312204360962,-0.6207013249397277,2600,0.20000000447034835,,,
9566,7860,5592,1.41,0,0,7860,0.89,-0.10528535999999997,262,0.001,0.09287932589650154,0.2,0.06518671,-0.04035742898471639,0.3933943510055542,-0.02321605384349823,-0.5880456089973449,2610,0.23000000454485417,,,
9602,7890,5612,1.4,0,0,7890,0.91,-0.08401764000000002,263,0.001,0.11831694990396499,0.2,0.065545544,-0.04560619818667568,-0.13928568363189697,-0.025804467499256134,-0.6305404961109161,2620,0.29333333745598794,,,
9634,7920,5631,1.46,0,0,7920,0.91,-0.09537484999999998,264,0.001,0.08542375788092613,0.2,0.026201397,-0.03932039607316255,0.24116122722625732,-0.046034086495637894,-0.5518057167530059,2630,0.18666667193174363,,,
9672,7950,5654,1.4,0,0,7950,0.92,-0.07311836000000001,265,0.001,0.18302103579044343,0.2,0.05021595,-0.05293619087586805,-0.06266212463378906,-0.010485149919986725,-0.7020063877105713,2640,0.2966666713356972,,,
9704,7980,5671,1.47,0,0,7980,0.9,-0.09437394000000002,266,0.001,0.0940353088080883,0.2,0.025550583,-0.045703155190373226,0.11234939098358154,-0.04544658586382866,-0.8264101207256317,2650,0.1900000050663948,,,
9743,8010,5695,1.46,0,0,8010,0.9,-0.08540368,267,0.001,0.19888791888952256,0.2,0.039853938,-0.05160710806647932,0.15231287479400635,-0.0029631778597831726,-0.6899475574493408,2660,0.22000000365078448,,,
9778,8040,5719,1.38,0,0,8040,0.91,-0.07330946999999999,268,0.001,0.19116893857717515,0.2,0.030443711,-0.03477802317279064,-0.833471417427063,-0.033399976789951324,-0.6528228759765625,2670,0.09666666761040688,,,
9812,8070,5739,1.36,0,0,8070,0.92,-0.06311152,269,0.001,0.09726672247052193,0.2,0.021847755,-0.049425417122741774,0.20194977521896362,-0.04278496280312538,-0.7694195926189422,2680,0.14333333633840084,,,
9848,8100,5763,1.37,0,0,8100,0.92,-0.06304097,270,0.001,0.07343384400010108,0.2,0.04044557,-0.06048502463847427,0.25367146730422974,-0.06855839490890503,-0.7177018642425537,2690,0.22666667141020297,,,
9885,8130,5789,1.27,0,0,8130,0.96,-0.04016470999999999,271,0.001,0.08546123802661895,0.2,0.03773323,-0.046646352121606324,0.16568374633789062,-0.038458727300167084,-0.6277645051479339,2700,0.1200000025331974,,,
9919,8160,5810,1.3,0,0,8160,0.95,-0.05051151999999999,272,0.001,0.012517320271581412,0.2,0.038385868,-0.05490192216510579,-46.849456787109375,-0.09017764031887054,-0.7614436089992523,2710,0.19666667245328426,,,
9960,8190,5833,1.31,0,0,8190,0.94,-0.07085611000000001,273,0.001,0.17496526539325713,0.2,0.03489284,-0.05013822206606448,0.11747848987579346,-0.023878030478954315,-0.9288865387439728,2720,0.3066666714847088,,,
9995,8220,5857,1.27,0,0,8220,0.95,-0.06019357,274,0.001,0.14702934622764588,0.2,0.19872817,-0.07030072490374231,0.15392988920211792,-0.028805814683437347,-0.7768705725669861,2730,0.48666667342185976,,,
10030,8250,5885,1.26,0,0,8250,0.95,-0.060496110000000006,275,0.001,0.08823641911149024,0.2,0.036697388,-0.03240444882462441,0.34976667165756226,-0.013956259936094284,-0.7311173498630523,2740,0.14333333559334277,,,
10070,8280,5907,1.26,0,0,8280,0.94,-0.07036167,276,0.001,0.017676239740103482,0.2,0.16538496,-0.07213184772680199,-131.2542724609375,-0.10903415828943253,-0.6576139748096466,2750,0.32000000551342966,,,
10107,8310,5935,1.18,0,0,8310,0.97,-0.03919472000000001,277,0.001,0.141446790099144,0.2,0.10346731,-0.032852736806574565,0.2669981122016907,-0.0019536614418029785,-0.6071005582809448,2760,0.2733333371579647,,,
10142,8340,5957,1.2,0,0,8340,0.97,-0.03970594000000001,278,0.001,0.0571705621201545,0.2,0.045081574,-0.028057453272244005,-70.64049530029297,-0.05100182071328163,-0.5722576558589936,2770,0.1600000023841858,,,
10177,8370,5976,1.29,0,0,8370,0.95,-0.06041859000000001,279,0.001,0.08089509978890419,0.2,0.040233396,-0.04062520916884136,0.330391526222229,-0.03552871569991112,-0.6733740091323852,2780,0.21000000648200512,,,
10212,8400,6002,1.28,0,0,8400,0.95,-0.050530740000000005,280,0.001,0.15619747042655946,0.2,0.019801822,-0.026672732139316757,0.030451059341430664,0.00649566575884819,-0.5719719886779785,2790,0.06000000201165676,,,
10245,8430,6022,1.32,0,0,8430,0.95,-0.051183690000000004,281,0.001,0.013633052515797318,0.2,0.07478343,-0.03922757623096303,-10.475646018981934,-0.0639236718416214,-0.7920600891113281,2800,0.16333333924412727,,,
10279,8460,6048,1.3,0,0,8460,0.95,-0.05240418,282,0.001,0.13254045620560645,0.2,0.07714944,-0.04027341722200326,-0.001676321029663086,-0.010354969650506973,-0.5778163552284241,2810,0.20000000596046447,,,
10314,8490,6070,1.31,0,0,8490,0.94,-0.06367784,283,0.001,0.03672682428732514,0.2,0.023976924,-0.034968144719799456,0.7175119519233704,-0.03731421008706093,-0.5952944278717041,2820,0.10666667148470879,,,
10349,8520,6089,1.36,0,0,8520,0.92,-0.08407394,284,0.001,0.18161373734474182,0.2,0.010235164,-0.029174522304286476,0.06585472822189331,0.015796758234500885,-0.4952162832021713,2830,0.0833333358168602,,,
10383,8550,6114,1.33,0,0,8550,0.92,-0.09317647000000001,285,0.001,0.1205522060394287,0.2,0.07488251,-0.05012036351487037,0.46779000759124756,-0.03117736428976059,-0.6223383069038391,2840,0.29666667208075526,,,
10416,8580,6137,1.32,0,0,8580,0.92,-0.08114063999999999,286,0.001,0.15374990552663803,0.2,0.020181542,-0.039375414550304376,-0.30070436000823975,0.0006444752216339111,-0.48794519901275635,2850,0.14333333559334277,,,
