env/current_idx,time/total_timesteps,eval/mean_ep_length,env/completion_counter,eval/mean_reward,env/n_steps,eval/success_rate,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/clip_range,train/entropy_loss,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_fraction
15,30,1.48,0,-0.19527344230096788,30,0.8,,,,,,,,,,,,,,,,
,30,,,,,,2.0,1,0,-0.38916664285714286,0.5714285714285714,136,,,,,,,,,,
31,60,1.18,0,-0.06872638166416437,60,0.92,,,,,,,-0.27923059463500977,0.00019864242,0.43411844968795776,0.0001,0.2,-1.9458333849906921,0.11504281312227249,10,-0.0049527665150044696,0.0
,60,,,,,,2.0,2,0,-0.40305449999999987,0.5666666666666667,244,,,,,,,,,,
44,90,1.56,0,-0.21666044570039958,90,0.76,,,,,,,-0.35270261764526367,0.00022218625,0.35801312029361726,0.0001,0.2,-1.945534110069275,0.13106170296669006,20,-0.005575899041335397,0.0
,90,,,,,,2.0697674418604652,3,0,-0.48670209302325573,0.5116279069767442,377,,,,,,,,,,
57,120,1.42,0,-0.15937347997445614,120,0.84,,,,,,,-0.7831933498382568,0.00014583865,0.2967574134469032,0.0001,0.2,-1.9448672652244567,0.10583837330341339,30,-0.0017699246098832333,0.0
,120,,,,,,2.142857142857143,4,0,-0.5501359285714286,0.4642857142857143,490,,,,,,,,,,
70,150,1.34,0,-0.15154040341265498,150,0.86,,,,,,,-0.5890884399414062,0.0001775384,0.29441085159778596,0.0001,0.2,-1.9440054535865783,0.11423967778682709,40,-0.0039163237701481,0.0
,150,,,,,,2.1594202898550723,5,0,-0.5460337826086956,0.463768115942029,613,,,,,,,,,,
81,180,1.48,0,-0.21605174115858972,180,0.78,,,,,,,0.15371179580688477,0.00043094356,0.15983453541994094,0.0001,0.2,-1.9431317090988158,0.04529941454529762,50,-0.0054157270277695345,0.0
,180,,,,,,2.225,6,0,-0.550098525,0.4375,730,,,,,,,,,,
95,210,1.38,0,-0.13156924540176987,210,0.88,,,,,,,0.11684644222259521,0.00023403764,0.18168509900569915,0.0001,0.2,-1.9407657504081726,0.062092769891023636,60,-0.0014289906518630603,0.0
,210,,,,,,2.2127659574468086,7,0,-0.5526576808510638,0.44680851063829785,850,,,,,,,,,,
109,240,1.2,0,-0.0688677859120071,240,0.92,,,,,,,-0.41738200187683105,0.00043385028,0.31749260127544404,0.0001,0.2,-1.938195037841797,0.12052659690380096,70,-0.007144358335062861,0.0
,240,,,,,,2.23,8,0,-0.55793454,0.45,952,,,,,,,,,,
126,270,1.28,0,-0.0897876113979146,270,0.9,,,,,,,-0.10232424736022949,0.00063863595,0.24959037005901336,0.0001,0.2,-1.9346609711647034,0.08995983749628067,80,-0.0062459540712492155,0.0
,270,,,,,,2.14,9,0,-0.52451342,0.49,1066,,,,,,,,,,
143,300,1.16,0,-0.08943260425236076,300,0.92,,,,,,,-0.3131774663925171,0.0008378784,0.2709889531135559,0.0001,0.2,-1.9304041385650634,0.0949292927980423,90,-0.010229375231235061,0.0
,300,,,,,,2.12,10,0,-0.49117959000000005,0.51,1166,,,,,,,,,,
155,330,1.18,0,-0.06871060887817293,330,0.94,,,,,,,-0.05569911003112793,0.0011222323,0.23067704439163209,0.0001,0.2,-1.9257288098335266,0.07551183551549911,100,-0.010339403375207468,0.0
,330,,,,,,2.12,11,0,-0.49519313000000004,0.51,1274,,,,,,,,,,
169,360,1.32,0,-0.15309486719314008,360,0.86,,,,,,,-0.483004093170166,0.00045484703,0.27085783034563066,0.0001,0.2,-1.9263400912284852,0.08181082457304001,110,0.00025511076572002354,0.0
,360,,,,,,2.13,12,0,-0.48733295999999987,0.52,1388,,,,,,,,,,
184,390,1.3,0,-0.13067726207897068,390,0.86,,,,,,,0.07782351970672607,0.00018415849,0.3202908754348755,0.0001,0.2,-1.92616925239563,0.12519462406635284,120,-0.0022256623749854045,0.0
,390,,,,,,2.03,13,0,-0.44893885,0.57,1503,,,,,,,,,,
197,420,1.36,0,-0.17421674074139445,420,0.84,,,,,,,-0.045353055000305176,0.00021468996,0.2454446703195572,0.0001,0.2,-1.926566767692566,0.0902666300535202,130,-0.003663497896001644,0.0
,420,,,,,,2.06,14,0,-0.47176729,0.55,1622,,,,,,,,,,
209,450,1.24,0,-0.048978005480021236,450,0.92,,,,,,,0.04023498296737671,0.00042589704,0.2836491227149963,0.0001,0.2,-1.9201419472694397,0.0784713625907898,140,-0.006192230618713879,0.0
,450,,,,,,2.11,15,0,-0.50343304,0.52,1737,,,,,,,,,,
223,480,1.28,0,-0.11011717197950929,480,0.88,,,,,,,0.05260014533996582,0.00033705233,0.16348613947629928,0.0001,0.2,-1.91427743434906,0.06095393747091293,150,-0.0034745328370870965,0.0
,480,,,,,,2.15,16,0,-0.5056144,0.51,1848,,,,,,,,,,
242,510,1.14,0,-0.008323155296966433,510,0.96,,,,,,,-0.03973662853240967,0.0003374974,0.35591691434383393,0.0001,0.2,-1.9089502573013306,0.11588961631059647,160,-0.00438023449853091,0.0
,510,,,,,,2.11,17,0,-0.48609353,0.53,1958,,,,,,,,,,
256,540,1.26,0,-0.049867086349986496,540,0.92,,,,,,,0.06988078355789185,0.0006974141,0.19926539808511734,0.0001,0.2,-1.9007084131240846,0.07972841709852219,170,-0.0027283968871053333,0.0
,540,,,,,,2.07,18,0,-0.44923852000000003,0.56,2070,,,,,,,,,,
271,570,1.34,0,-0.07179734204430133,570,0.9,,,,,,,0.14642345905303955,0.00046747923,0.28882735818624494,0.0001,0.2,-1.8932093739509583,0.08901397138834,180,-0.002184009487973526,0.0
,570,,,,,,2.04,19,0,-0.46063715,0.55,2186,,,,,,,,,,
285,600,1.36,0,-0.11137899244204164,600,0.88,,,,,,,0.03401458263397217,0.0006657898,0.24688625633716582,0.0001,0.2,-1.886241602897644,0.09210292249917984,190,-0.005964863915384378,0.0
,600,,,,,,2.08,20,0,-0.45149456,0.53,2298,,,,,,,,,,
301,630,1.32,0,-0.09006593268364668,630,0.86,,,,,,,-0.3821035623550415,0.00075990957,0.33074740171432493,0.0001,0.2,-1.8719883561134338,0.11943087726831436,200,-0.005193441672017763,0.0
,630,,,,,,1.98,21,0,-0.3719338199999999,0.58,2412,,,,,,,,,,
318,660,1.18,0,-0.05127747385762632,660,0.96,,,,,,,-0.16647422313690186,0.0004783531,0.21508816182613372,0.0001,0.2,-1.8552653431892394,0.07664389908313751,210,-0.0030798575917652116,0.0
,660,,,,,,1.95,22,0,-0.34198834999999994,0.59,2527,,,,,,,,,,
334,690,1.16,0,-0.06819386719726026,690,0.94,,,,,,,-0.0440065860748291,0.0005367478,0.21363148391246795,0.0001,0.2,-1.8483996033668517,0.07614177465438843,220,-0.003149833198500973,0.0
,690,,,,,,1.96,23,0,-0.35256907,0.58,2632,,,,,,,,,,
353,720,1.26,0,-0.11045132899656891,720,0.9,,,,,,,-0.16057395935058594,0.0012773832,0.2730969339609146,0.0001,0.2,-1.8270391583442689,0.10046478360891342,230,-0.008346321278562208,0.0
,720,,,,,,1.84,24,0,-0.29714974,0.63,2742,,,,,,,,,,
368,750,1.14,0,-0.04779360164422542,750,0.94,,,,,,,0.12310552597045898,0.0011947115,0.17261025905609131,0.0001,0.2,-1.7994472146034242,0.05171358212828636,240,-0.006342872221333095,0.0
,750,,,,,,1.86,25,0,-0.30544067,0.63,2868,,,,,,,,,,
383,780,1.26,0,-0.0296535814832896,780,0.92,,,,,,,0.17823463678359985,0.00070305663,0.2828296035528183,0.0001,0.2,-1.7782305598258972,0.09800153970718384,250,-0.005766894768457575,0.0
,780,,,,,,1.86,26,0,-0.31743161000000003,0.64,2982,,,,,,,,,,
399,810,1.14,0,-0.028288929485715927,810,0.98,,,,,,,0.36368316411972046,0.0012759785,0.15216884911060333,0.0001,0.2,-1.7542882323265077,0.05917919799685478,260,-0.005230963577826842,0.0
,810,,,,,,1.87,27,0,-0.33890185,0.65,3087,,,,,,,,,,
419,840,1.2,0,-0.04919578968547285,840,0.94,,,,,,,0.04088926315307617,0.0018187027,0.27172521203756334,0.0001,0.2,-1.7153320550918578,0.09092048555612564,270,-0.010639768294058705,0.0
,840,,,,,,1.77,28,0,-0.31303327000000003,0.7,3188,,,,,,,,,,
435,870,1.24,0,-0.08944358177948743,870,0.92,,,,,,,-3.4689903259277344e-05,0.0024326006,0.2319968521595001,0.0001,0.2,-1.660927653312683,0.0672454684972763,280,-0.012594784838147443,0.0
,870,,,,,,1.79,29,0,-0.33126340000000004,0.69,3299,,,,,,,,,,
453,900,1.24,0,-0.09019357568584382,900,0.9,,,,,,,0.21620744466781616,0.0031026641,0.21577443182468414,0.0001,0.2,-1.5996757745742798,0.06421594321727753,290,-0.016371235083788703,0.0
,900,,,,,,1.82,30,0,-0.35633509999999996,0.68,3412,,,,,,,,,,
466,930,1.16,0,-0.05083338943310082,930,0.94,,,,,,,0.15097272396087646,0.001054287,0.20735904574394226,0.0001,0.2,-1.5370002388954163,0.07330389320850372,300,-0.004365695745994813,0.0
,930,,,,,,1.82,31,0,-0.33591018,0.67,3519,,,,,,,,,,
483,960,1.24,0,-0.049575049094855786,960,0.9,,,,,,,-0.18466615676879883,0.00034814674,0.21501911282539368,0.0001,0.2,-1.5131624817848206,0.0782981812953949,310,-0.002350395146640949,0.0
,960,,,,,,1.79,32,0,-0.30843452000000005,0.67,3635,,,,,,,,,,
499,990,1.2,0,-0.04972805952653289,990,0.94,,,,,,,-0.03191995620727539,0.0006809572,0.19000501781702042,0.0001,0.2,-1.4872718453407288,0.07062647491693497,320,-0.004183291193039551,0.0
,990,,,,,,1.79,33,0,-0.30391812,0.67,3749,,,,,,,,,,
516,1020,1.24,0,-0.08888631290756166,1020,0.9,,,,,,,0.13945186138153076,0.00048453014,0.18506426960229874,0.0001,0.2,-1.4527284502983093,0.07334976643323898,330,-0.0021218571452966016,0.0
,1020,,,,,,1.83,34,0,-0.31441971999999996,0.65,3871,,,,,,,,,,
535,1050,1.1,0,-0.028586529740132392,1050,0.98,,,,,,,0.31024742126464844,0.00026453138,0.14897480309009553,0.0001,0.2,-1.4506901741027831,0.05235540494322777,340,-0.0031178394984332945,0.0
,1050,,,,,,1.8,35,0,-0.27596622,0.67,3989,,,,,,,,,,
550,1080,1.16,0,-0.051139686750248076,1080,0.94,,,,,,,-0.022521495819091797,0.0002750933,0.1770320564508438,0.0001,0.2,-1.4428083777427674,0.0625990778207779,350,-0.0032094678352585504,0.0
,1080,,,,,,1.85,36,0,-0.30026526,0.65,4093,,,,,,,,,,
566,1110,1.14,0,-0.028009679443202914,1110,0.96,,,,,,,-0.11131131649017334,0.00025348662,0.29257897436618807,0.0001,0.2,-1.4258949995040893,0.11697610467672348,360,-0.0024984890243892723,0.0
,1110,,,,,,1.81,37,0,-0.26444409999999996,0.67,4200,,,,,,,,,,
586,1140,1.12,0,-0.04757567711174488,1140,0.94,,,,,,,-0.8010196685791016,0.0003624479,0.2587107107043266,0.0001,0.2,-1.4045572996139526,0.09953904896974564,370,-0.0034127427054166937,0.0
,1140,,,,,,1.77,38,0,-0.24188658000000005,0.69,4308,,,,,,,,,,
602,1170,1.22,0,-0.08882206152193248,1170,0.9,,,,,,,0.06580662727355957,0.0027468603,0.12579426616430284,0.0001,0.2,-1.4033489108085633,0.04120776802301407,380,-0.0023639939664887423,0.013333334028720856
,1170,,,,,,1.77,39,0,-0.25365317000000004,0.68,4427,,,,,,,,,,
621,1200,1.1,0,-0.027374581578187646,1200,0.96,,,,,,,-0.1258399486541748,5.2410363e-05,0.3155416250228882,0.0001,0.2,-1.3627864480018617,0.11797165125608444,390,0.0005530238153490074,0.0
,1200,,,,,,1.71,40,0,-0.21099266000000003,0.72,4531,,,,,,,,,,
634,1230,1.1,0,-0.034554018676280975,1230,0.96,,,,,,,0.011013925075531006,0.00028634866,0.2690114051103592,0.0001,0.2,-1.3627174377441407,0.11221610754728317,400,-0.003478514698217339,0.0
,1230,,,,,,1.8,41,0,-0.27408126000000005,0.67,4646,,,,,,,,,,
652,1260,1.1,0,-0.029418465821072458,1260,0.98,,,,,,,-0.06450915336608887,0.00013987422,0.23479880690574645,0.0001,0.2,-1.3490245819091797,0.09674142301082611,410,-0.0027223551251032594,0.0
,1260,,,,,,1.75,42,0,-0.26394749,0.69,4746,,,,,,,,,,
669,1290,1.36,0,-0.13162380865775047,1290,0.86,,,,,,,0.12486046552658081,0.0002143999,0.22261346578598024,0.0001,0.2,-1.3442814707756043,0.09256210923194885,420,-0.001502426266864232,0.0
,1290,,,,,,1.77,43,0,-0.29525483,0.69,4861,,,,,,,,,,
682,1320,1.22,0,-0.08891192265786231,1320,0.9,,,,,,,0.20903807878494263,0.0012194494,0.18036696910858155,0.0001,0.2,-1.295722782611847,0.066903255879879,430,-0.006107572114560788,0.0
,1320,,,,,,1.86,44,0,-0.35284253,0.64,4978,,,,,,,,,,
697,1350,1.12,0,-0.04757079132366925,1350,0.94,,,,,,,0.17196118831634521,0.0018672744,0.31109784841537474,0.0001,0.2,-1.233318293094635,0.09407913684844971,440,-0.010748779149726318,0.0
,1350,,,,,,1.92,45,0,-0.37710170000000004,0.62,5081,,,,,,,,,,
712,1380,1.18,0,-0.0491514360671863,1380,0.94,,,,,,,-0.07044410705566406,0.00094437995,0.2506900027394295,0.0001,0.2,-1.1801400780677795,0.10201717168092728,450,-0.004551871973866017,0.0
,1380,,,,,,1.91,46,0,-0.39499999,0.61,5192,,,,,,,,,,
730,1410,1.26,0,-0.06940086077898741,1410,0.9,,,,,,,0.20106232166290283,0.001491185,0.16266505122184755,0.0001,0.2,-1.1257370114326477,0.05435735359787941,460,-0.008007889216920815,0.0
,1410,,,,,,1.89,47,0,-0.39355861000000003,0.62,5300,,,,,,,,,,
746,1440,1.1,0,-0.007597709828987717,1440,1.0,,,,,,,0.13921427726745605,0.0018357078,0.18985356092453004,0.0001,0.2,-1.057149875164032,0.06479939073324203,470,-0.006492656686653752,0.0
,1440,,,,,,1.92,48,0,-0.39016291000000003,0.61,5405,,,,,,,,,,
765,1470,1.14,0,-0.06809619566425681,1470,0.94,,,,,,,0.2911081314086914,0.00051747955,0.15829071700572966,0.0001,0.2,-0.9847592353820801,0.06161672994494438,480,-0.00038691560347317024,0.0
,1470,,,,,,1.87,49,0,-0.35892663999999996,0.63,5525,,,,,,,,,,
784,1500,1.24,0,-0.06945343459956348,1500,0.92,,,,,,,-0.039089202880859375,8.916855e-05,0.1893121287226677,0.0001,0.2,-0.9697314202785492,0.0795525312423706,490,-0.0007179123197179393,0.0
,1500,,,,,,1.77,50,0,-0.31500061999999995,0.67,5638,,,,,,,,,,
799,1530,1.3,0,-0.09201077396981418,1530,0.88,,,,,,,0.3205532431602478,0.00012413661,0.155706287920475,0.0001,0.2,-0.9901878654956817,0.06216125562787056,500,-0.001052052217467825,0.0
,1530,,,,,,1.77,51,0,-0.30436398,0.67,5756,,,,,,,,,,
814,1560,1.18,0,-0.04927413571625948,1560,0.94,,,,,,,0.2212146520614624,0.0002983431,0.16009858548641204,0.0001,0.2,-0.9996801018714905,0.05535563454031944,510,-0.0031661884989201638,0.0
,1560,,,,,,1.78,52,0,-0.2767183,0.68,5869,,,,,,,,,,
830,1590,1.3,0,-0.0897164725093171,1590,0.88,,,,,,,0.056737661361694336,0.0013175249,0.21400571912527083,0.0001,0.2,-0.9674910306930542,0.07795578986406326,520,-0.007915936537708035,0.0
,1590,,,,,,1.8,53,0,-0.27968714,0.67,5987,,,,,,,,,,
849,1620,1.28,0,-0.09162338161841035,1620,0.88,,,,,,,0.02245926856994629,0.0027157844,0.2265287756919861,0.0001,0.2,-0.937410581111908,0.07876937091350555,530,-0.005559853849311835,0.010000000521540642
,1620,,,,,,1.75,54,0,-0.27926268,0.68,6109,,,,,,,,,,
866,1650,1.2,0,-0.06941704995930195,1650,0.92,,,,,,,0.2447199821472168,0.00046732824,0.19284861981868745,0.0001,0.2,-0.8582472860813141,0.08027724921703339,540,-0.001414798001230011,0.0
,1650,,,,,,1.78,55,0,-0.29977688,0.68,6218,,,,,,,,,,
883,1680,1.2,0,-0.06823673584032804,1680,0.92,,,,,,,-0.0007860660552978516,0.000113455455,0.1891496956348419,0.0001,0.2,-0.8438122153282166,0.06891778856515884,550,-0.0008964669909135026,0.0
,1680,,,,,,1.79,56,0,-0.28838465,0.68,6325,,,,,,,,,,
899,1710,1.14,0,-0.07300494961906225,1710,0.94,,,,,,,-0.11178922653198242,0.0007014036,0.1987120658159256,0.0001,0.2,-0.8677441418170929,0.0715840756893158,560,-0.005414620975498075,0.0
,1710,,,,,,1.81,57,0,-0.30780132,0.67,6433,,,,,,,,,,
917,1740,1.22,0,-0.04961119956802577,1740,0.92,,,,,,,0.36156779527664185,0.0015964508,0.14899169355630876,0.0001,0.2,-0.9150070965290069,0.05030107498168945,570,-0.006151863111493583,0.0
,1740,,,,,,1.72,58,0,-0.30617270999999996,0.69,6553,,,,,,,,,,
935,1770,1.32,0,-0.10975768414326012,1770,0.86,,,,,,,0.001092672348022461,0.0001290222,0.23703141361474991,0.0001,0.2,-0.9516057670116425,0.10358808189630508,580,0.00048140471199682456,0.0
,1770,,,,,,1.69,59,0,-0.27417566,0.72,6672,,,,,,,,,,
961,1800,1.28,0,-0.09191571453586221,1800,0.9,,,,,,,0.30030208826065063,9.1540816e-05,0.18512397706508638,0.0001,0.2,-0.9419453859329223,0.06923437863588333,590,-0.0006767082112006939,0.0
,1800,,,,,,1.58,60,0,-0.21732155000000003,0.77,6789,,,,,,,,,,
978,1830,1.16,0,-0.048392475368455055,1830,0.94,,,,,,,-0.46261346340179443,0.0008688549,0.12490337565541268,0.0001,0.2,-0.9518096745014191,0.044311925768852234,600,-0.006170817896490988,0.0
,1830,,,,,,1.6,61,0,-0.23106021000000002,0.76,6916,,,,,,,,,,
994,1860,1.34,0,-0.1105089957313612,1860,0.86,,,,,,,0.0895925760269165,0.00013900797,0.2588383913040161,0.0001,0.2,-0.9841091573238373,0.11107204109430313,610,0.0034928768578296856,0.0
,1860,,,,,,1.6,62,0,-0.24697872999999998,0.76,7036,,,,,,,,,,
1014,1890,1.2,0,-0.049027595231309534,1890,0.94,,,,,,,0.24132698774337769,0.00017797748,0.18666963279247284,0.0001,0.2,-0.9815516114234925,0.07857728004455566,620,-0.0031040055822813884,0.0
,1890,,,,,,1.55,63,0,-0.20761142,0.8,7147,,,,,,,,,,
1034,1920,1.26,0,-0.10939028514549136,1920,0.9,,,,,,,0.16550612449645996,0.0002608319,0.20923628956079482,0.0001,0.2,-0.9698126792907715,0.08400283753871918,630,-0.002705976543372124,0.0
,1920,,,,,,1.53,64,0,-0.18742337000000003,0.81,7260,,,,,,,,,,
1048,1950,1.14,0,-0.07106146684382111,1950,0.94,,,,,,,0.14632046222686768,0.00039174754,0.1183274231851101,0.0001,0.2,-0.9381567776203156,0.0397673174738884,640,-0.0035642092158862937,0.0
,1950,,,,,,1.63,65,0,-0.21116484,0.77,7368,,,,,,,,,,
1065,1980,1.24,0,-0.0748718167282641,1980,0.9,,,,,,,0.18751764297485352,0.000352935,0.1484934225678444,0.0001,0.2,-0.9432248532772064,0.06428524851799011,650,-0.0014419426401915737,0.0
,1980,,,,,,1.73,66,0,-0.24988213,0.73,7487,,,,,,,,,,
1082,2010,1.24,0,-0.09235604456625879,2010,0.92,,,,,,,0.1962156891822815,0.0002984345,0.19056126475334167,0.0001,0.2,-0.9531366705894471,0.07517559826374054,660,-0.004576004161693348,0.0
,2010,,,,,,1.72,67,0,-0.23709073,0.73,7602,,,,,,,,,,
1098,2040,1.28,0,-0.030041436618193983,2040,0.9,,,,,,,-0.26384174823760986,0.0005345702,0.23878739178180694,0.0001,0.2,-0.9216303527355194,0.0936686247587204,670,-0.002811265463436374,0.0
,2040,,,,,,1.71,68,0,-0.23129354,0.74,7720,,,,,,,,,,
1114,2070,1.1,0,-0.027826069691218435,2070,0.96,,,,,,,-0.017572879791259766,0.00014421144,0.2392497792840004,0.0001,0.2,-0.8971382975578308,0.09872907400131226,680,-0.0008184196589476223,0.0
,2070,,,,,,1.8,69,0,-0.2547612700000001,0.69,7829,,,,,,,,,,
1132,2100,1.38,0,-0.09269437349867075,2100,0.82,,,,,,,0.2255498766899109,0.0005619049,0.18591380566358567,0.0001,0.2,-0.8690807938575744,0.07074704021215439,690,-0.004354959957612081,0.0
,2100,,,,,,1.84,70,0,-0.26669981,0.67,7958,,,,,,,,,,
1146,2130,1.24,0,-0.04908738850615919,2130,0.9,,,,,,,0.11097419261932373,0.0006573975,0.1499648116528988,0.0001,0.2,-0.8232758700847626,0.05611712485551834,700,-0.0024026167408253583,0.0
,2130,,,,,,1.84,71,0,-0.2762205900000001,0.66,8067,,,,,,,,,,
1164,2160,1.26,0,-0.11025839405599981,2160,0.9,,,,,,,0.1172894835472107,0.001338468,0.3112134218215942,0.0001,0.2,-0.7818642258644104,0.11326119303703308,710,-0.0067403806598546724,0.0
,2160,,,,,,1.82,72,0,-0.26001230000000003,0.67,8188,,,,,,,,,,
1183,2190,1.12,0,-0.04716485254932195,2190,0.96,,,,,,,-0.18288516998291016,0.0005077084,0.15823468565940857,0.0001,0.2,-0.7442911863327026,0.06090082973241806,720,-0.0010771159804426223,0.0
,2190,,,,,,1.78,73,0,-0.2505409,0.69,8294,,,,,,,,,,
1199,2220,1.14,0,-0.03059544841758907,2220,0.94,,,,,,,0.11635017395019531,0.00017727415,0.2412652388215065,0.0001,0.2,-0.7122791945934296,0.09764449298381805,730,-0.0017343647145511066,0.0
,2220,,,,,,1.77,74,0,-0.23575782999999997,0.69,8402,,,,,,,,,,
1215,2250,1.28,0,-0.07013677765615284,2250,0.92,,,,,,,0.18100053071975708,0.00088065665,0.18681344091892244,0.0001,0.2,-0.683840274810791,0.07670332491397858,740,-0.005120387464606679,0.0
,2250,,,,,,1.78,75,0,-0.27416346,0.69,8516,,,,,,,,,,
1228,2280,1.38,0,-0.1338177215354517,2280,0.84,,,,,,,0.21833550930023193,0.00034368635,0.21596870571374893,0.0001,0.2,-0.6484455943107605,0.0880981981754303,750,-0.0018480517484324999,0.0
,2280,,,,,,1.85,76,0,-0.30987684000000004,0.66,8632,,,,,,,,,,
1248,2310,1.28,0,-0.09000444209668786,2310,0.9,,,,,,,-0.053992629051208496,0.00052224,0.2618899017572403,0.0001,0.2,-0.6129308104515075,0.11142070591449738,760,-0.0026216518017463386,0.0
,2310,,,,,,1.76,77,0,-0.26881166,0.7,8761,,,,,,,,,,
1267,2340,1.26,0,-0.09170199425891042,2340,0.92,,,,,,,0.13560187816619873,1.6776721e-05,0.20179462432861328,0.0001,0.2,-0.5873195946216583,0.07182777673006058,770,0.0009610828856239095,0.0
,2340,,,,,,1.73,78,0,-0.25752020999999997,0.72,8870,,,,,,,,,,
1285,2370,1.26,0,-0.11235343162436039,2370,0.88,,,,,,,-0.5847092866897583,0.00032642085,0.22868396043777467,0.0001,0.2,-0.5827862679958343,0.09736209362745285,780,-0.005028908835181057,0.0
,2370,,,,,,1.76,79,0,-0.26459067,0.71,8986,,,,,,,,,,
1301,2400,1.24,0,-0.11058939347974955,2400,0.88,,,,,,,-0.17052853107452393,1.27792355e-05,0.23722537755966186,0.0001,0.2,-0.5642171919345855,0.10063955932855606,790,0.0001436140114916995,0.0
,2400,,,,,,1.77,80,0,-0.2773883,0.7,9101,,,,,,,,,,
1323,2430,1.26,0,-0.08981046959757805,2430,0.9,,,,,,,0.32701969146728516,8.526246e-05,0.15884146094322205,0.0001,0.2,-0.5547356903553009,0.06769104301929474,800,-0.00096289257577169,0.0
,2430,,,,,,1.65,81,0,-0.21606463,0.77,9220,,,,,,,,,,
1343,2460,1.2,0,-0.08844922860618681,2460,0.92,,,,,,,0.15079307556152344,0.00035222966,0.21153887808322908,0.0001,0.2,-0.5415269374847412,0.08416248857975006,810,-0.005518390011275187,0.0
,2460,,,,,,1.6,82,0,-0.20791857999999996,0.78,9331,,,,,,,,,,
1359,2490,1.36,0,-0.17567857770249248,2490,0.84,,,,,,,0.17758315801620483,4.2756396e-06,0.19055979549884797,0.0001,0.2,-0.5228580236434937,0.07742603868246078,820,8.634328914922663e-05,0.0
,2490,,,,,,1.59,83,0,-0.18787195,0.79,9469,,,,,,,,,,
1377,2520,1.08,0,-0.030935776089318096,2520,0.98,,,,,,,-0.3710590600967407,2.9244025e-05,0.12325325831770897,0.0001,0.2,-0.5243704676628113,0.05108141526579857,830,9.400407529938092e-05,0.0
,2520,,,,,,1.64,84,0,-0.19958314000000002,0.77,9566,,,,,,,,,,
1393,2550,1.34,0,-0.09112698859535158,2550,0.86,,,,,,,-0.2594578266143799,0.00012839635,0.18820914030075073,0.0001,0.2,-0.5260900139808655,0.08108159899711609,840,-0.0018004926017603396,0.0
,2550,,,,,,1.67,85,0,-0.22287612000000004,0.75,9690,,,,,,,,,,
1410,2580,1.26,0,-0.050484918551519514,2580,0.92,,,,,,,0.10106128454208374,3.202359e-05,0.28783070743083955,0.0001,0.2,-0.5344371795654297,0.10735393315553665,850,-0.0008130001797689967,0.0
,2580,,,,,,1.66,86,0,-0.22035992999999998,0.76,9801,,,,,,,,,,
1426,2610,1.28,0,-0.08984291887842119,2610,0.88,,,,,,,0.1878453493118286,5.340576e-06,0.1803176835179329,0.0001,0.2,-0.5490973711013794,0.08356859534978867,860,-2.9813250145949153e-06,0.0
,2610,,,,,,1.75,87,0,-0.25574872000000004,0.71,9913,,,,,,,,,,
1446,2640,1.28,0,-0.12932930693030356,2640,0.88,,,,,,,0.15219008922576904,0.00028083922,0.22017488181591033,0.0001,0.2,-0.5593138754367828,0.09476087242364883,870,-0.002832127585134003,0.0
,2640,,,,,,1.75,88,0,-0.27007941999999996,0.71,10025,,,,,,,,,,
1460,2670,1.22,0,-0.029811768443323672,2670,0.92,,,,,,,0.12916356325149536,0.00029167932,0.18415765911340715,0.0001,0.2,-0.5753747642040252,0.07446224242448807,880,-0.0017580068152164951,0.0
,2670,,,,,,1.76,89,0,-0.31571136,0.69,10132,,,,,,,,,,
1481,2700,1.24,0,-0.09213237349875271,2700,0.9,,,,,,,-0.012833714485168457,0.00026218296,0.23252614587545395,0.0001,0.2,-0.5886814951896667,0.0937279537320137,890,-0.0020209014582603046,0.0
,2700,,,,,,1.73,90,0,-0.30086082999999997,0.71,10270,,,,,,,,,,
1500,2730,1.26,0,-0.0896227810997516,2730,0.9,,,,,,,0.29515284299850464,1.8974146e-05,0.12708738446235657,0.0001,0.2,-0.5981912851333618,0.048103101551532745,900,-4.4515431824621034e-05,0.0
,2730,,,,,,1.67,91,0,-0.27869595,0.73,10388,,,,,,,,,,
1515,2760,1.38,0,-0.15131376319099218,2760,0.84,,,,,,,0.4259350895881653,1.6222397e-05,0.15750030875205995,0.0001,0.2,-0.5940777659416199,0.06479460000991821,910,-0.0004983586054489563,0.0
,2760,,,,,,1.72,92,0,-0.31142800000000004,0.7,10508,,,,,,,,,,
1531,2790,1.2,0,-0.06869100680574775,2790,0.92,,,,,,,-0.006852388381958008,1.0643403e-05,0.251796692609787,0.0001,0.2,-0.5971966505050659,0.09684698283672333,920,-0.00030016760289068855,0.0
,2790,,,,,,1.73,93,0,-0.3346617799999999,0.69,10626,,,,,,,,,,
1547,2820,1.18,0,-0.04801136889494956,2820,0.94,,,,,,,0.19808471202850342,0.0004051904,0.1850060775876045,0.0001,0.2,-0.5844249129295349,0.07856057584285736,930,-0.004009936196574415,0.0
,2820,,,,,,1.76,94,0,-0.31587504000000005,0.69,10732,,,,,,,,,,
1564,2850,1.42,0,-0.15216653409413994,2850,0.8,,,,,,,-0.223047137260437,0.0005385995,0.3477694243192673,0.0001,0.2,-0.5488949120044708,0.1260947734117508,940,-0.004516073674118726,0.0
